|6.6.6
Archiving\03_Data\frac/QFM_m4.5/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1536.34        2500.00        99.2210                 NaN            NaN            NaN  0.898421E-001            NaN  0.689113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2305                 NaN            NaN            NaN  0.865055E-001            NaN  0.683026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2418                 NaN            NaN            NaN  0.857772E-001            NaN  0.672459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2469                 NaN            NaN            NaN  0.807189E-001            NaN  0.672368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2577                 NaN            NaN            NaN  0.794466E-001            NaN  0.662897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2668                 NaN            NaN            NaN  0.784095E-001            NaN  0.654803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2742                 NaN            NaN            NaN  0.766357E-001            NaN  0.649118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2809                 NaN            NaN            NaN  0.558853E-001            NaN  0.663254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2927                 NaN            NaN            NaN  0.868004E-001            NaN  0.620521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2991                 NaN            NaN            NaN  0.749135E-001            NaN  0.625960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.3063                 NaN            NaN            NaN  0.682989E-001            NaN  0.625392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2455                 NaN            NaN            NaN  0.238483E-001            NaN  0.366430       0.364242                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0233                 NaN            NaN            NaN  0.349790E-001            NaN  0.666382E-002  0.935106                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.3337                 NaN            NaN            NaN            NaN            NaN  0.437090E-001  0.622549                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1779                 NaN            NaN            NaN            NaN            NaN  0.915201E-002  0.812903                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1839                 NaN            NaN            NaN            NaN            NaN            NaN  0.816060                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1859                 NaN            NaN            NaN            NaN            NaN            NaN  0.814130                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1908                 NaN            NaN            NaN            NaN            NaN            NaN  0.809248                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1938                 NaN            NaN            NaN  0.409707E-004            NaN            NaN  0.806188                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1994                 NaN            NaN            NaN            NaN            NaN            NaN  0.800592                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2022                 NaN            NaN            NaN            NaN            NaN  0.214912E-001  0.776349                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2025                 NaN            NaN            NaN            NaN            NaN            NaN  0.797549                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2036                 NaN            NaN            NaN            NaN            NaN            NaN  0.796445                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2065                 NaN            NaN            NaN            NaN            NaN            NaN  0.793491                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2052                 NaN            NaN            NaN            NaN            NaN            NaN  0.794796                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2050                 NaN            NaN            NaN            NaN            NaN            NaN  0.794958                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.2033                 NaN            NaN            NaN            NaN            NaN            NaN  0.796692                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.2001                 NaN            NaN            NaN            NaN            NaN            NaN  0.799890                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1945                 NaN            NaN            NaN            NaN            NaN            NaN  0.805467                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.1885                 NaN            NaN            NaN            NaN            NaN            NaN  0.811540                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.1809                 NaN            NaN            NaN            NaN            NaN            NaN  0.819084                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.1637                 NaN            NaN            NaN            NaN            NaN            NaN  0.836308                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.1477                 NaN            NaN            NaN            NaN            NaN            NaN  0.852260                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.1290                 NaN            NaN            NaN            NaN            NaN            NaN  0.871047                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.9784                 NaN            NaN            NaN            NaN            NaN            NaN  0.605579       0.416025                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8409                 NaN            NaN            NaN            NaN            NaN            NaN  0.244151       0.914959                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8549                 NaN            NaN            NaN            NaN            NaN            NaN  0.904076       0.241068                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        99.0699                 NaN            NaN            NaN            NaN            NaN            NaN  0.196043       0.734020                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6788                 NaN            NaN            NaN            NaN            NaN            NaN  0.277941        1.04322                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8944                 NaN            NaN            NaN            NaN            NaN            NaN  0.870532       0.235029                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.9064                 NaN            NaN            NaN            NaN            NaN            NaN  0.231000       0.862594                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.9173                 NaN            NaN            NaN            NaN            NaN            NaN  0.854647       0.228097                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.9289                 NaN            NaN            NaN            NaN            NaN            NaN  0.845779       0.225348                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.9394                 NaN            NaN            NaN            NaN            NaN            NaN  0.227153       0.833399                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.9496                 NaN            NaN            NaN            NaN            NaN            NaN  0.831572       0.218816                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9594                 NaN            NaN            NaN            NaN            NaN            NaN  0.215918       0.824659                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        97.9763                 NaN            NaN            NaN            NaN            NaN            NaN  0.739810       0.753524                 NaN  0.530318                 NaN            NaN            NaN
  1418.55        2500.00        97.2570                 NaN            NaN            NaN            NaN            NaN            NaN  0.678820        1.13572                 NaN  0.928466                 NaN            NaN            NaN
  1416.04        2500.00        97.3329                 NaN            NaN            NaN            NaN            NaN            NaN  0.656956        1.10856                 NaN  0.901618                 NaN            NaN            NaN
  1413.53        2500.00        97.4061                 NaN            NaN            NaN            NaN            NaN            NaN   1.08208       0.635509                 NaN  0.876294                 NaN            NaN            NaN
  1411.03        2500.00        97.3790                 NaN            NaN            NaN  0.347196                 NaN            NaN  0.917383       0.398985                 NaN  0.957424                 NaN            NaN            NaN
  1408.52        2500.00        97.5132                 NaN            NaN            NaN  0.366040                 NaN            NaN  0.257022       0.954862                 NaN  0.908879                 NaN            NaN            NaN
  1406.02        2500.00        97.5580                 NaN            NaN            NaN  0.375184                 NaN            NaN  0.956166       0.212863                 NaN  0.897750                 NaN            NaN            NaN
  1403.51        2500.00        97.6197                 NaN            NaN            NaN  0.372837                 NaN            NaN  0.944586       0.185790                 NaN  0.877071                 NaN            NaN            NaN
  1401.00        2500.00        97.6826                 NaN            NaN            NaN  0.369794                 NaN            NaN  0.933903       0.158985                 NaN  0.854689                 NaN            NaN            NaN
  1398.50        2500.00        97.7456                 NaN            NaN            NaN  0.366232                 NaN            NaN  0.128700       0.927219                 NaN  0.832267                 NaN            NaN            NaN
  1395.99        2500.00        97.1923                 NaN            NaN            NaN  0.472487                 NaN            NaN   1.28975                 NaN            NaN   1.04543                 NaN            NaN            NaN
  1393.48        2500.00        98.4876                 NaN            NaN            NaN  0.244182                 NaN            NaN  0.633218       0.817635E-001            NaN  0.553222                 NaN            NaN            NaN
  1390.98        2500.00        97.9182                 NaN            NaN            NaN  0.356356                 NaN            NaN  0.906739       0.480618E-001            NaN  0.770679                 NaN            NaN            NaN
  1388.47        2500.00        97.9536                 NaN            NaN            NaN  0.354008                 NaN            NaN  0.156300E-001  0.920025                 NaN  0.756699                 NaN            NaN            NaN
  1385.96        2500.00        98.0290                 NaN            NaN            NaN  0.345101                 NaN            NaN  0.891861       0.561727E-002            NaN  0.728415                 NaN            NaN            NaN
  1383.46        2500.00        98.0658                 NaN            NaN            NaN  0.338745                 NaN            NaN  0.449677E-002  0.875364                 NaN  0.715566                 NaN            NaN            NaN
  1380.95        2500.00        98.1066                 NaN            NaN            NaN  0.342226                 NaN            NaN  0.848449                 NaN            NaN  0.702680                 NaN            NaN            NaN
  1378.45        2500.00        98.1148                 NaN            NaN            NaN  0.223595                 NaN            NaN  0.418706       0.563885                 NaN  0.679003                 NaN            NaN            NaN
  1375.94        2500.00        98.2047                 NaN            NaN            NaN  0.327590                 NaN            NaN  0.802964                 NaN            NaN  0.664759                 NaN            NaN            NaN
  1373.43        2500.00        98.2467                 NaN            NaN            NaN  0.323884                 NaN            NaN  0.780134                 NaN            NaN  0.649238                 NaN            NaN            NaN
  1370.93        2500.00        98.2829                 NaN            NaN            NaN  0.310502                 NaN            NaN  0.772619                 NaN            NaN  0.633978                 NaN            NaN            NaN
  1368.42        2500.00        98.3223                 NaN            NaN            NaN  0.304922                 NaN            NaN  0.753836                 NaN            NaN  0.618991                 NaN            NaN            NaN
  1365.91        2500.00        98.3594                 NaN            NaN            NaN  0.297490                 NaN            NaN  0.738603                 NaN            NaN  0.604545                 NaN            NaN            NaN
  1363.41        2500.00        98.3940                 NaN            NaN            NaN  0.292996                 NaN            NaN  0.721085                 NaN            NaN  0.591902                 NaN            NaN            NaN
  1360.90        2500.00        98.4336                 NaN            NaN            NaN  0.281829                 NaN            NaN  0.710024                 NaN            NaN  0.574559                 NaN            NaN            NaN
  1358.40        2500.00        98.4669                 NaN            NaN            NaN  0.279583                 NaN            NaN  0.690629                 NaN            NaN  0.562866                 NaN            NaN            NaN
  1355.89        2500.00        98.4989                 NaN            NaN            NaN  0.271642                 NaN            NaN  0.679463                 NaN            NaN  0.549997                 NaN            NaN            NaN
  1353.38        2500.00        98.5331                 NaN            NaN            NaN  0.266028                 NaN            NaN  0.664171                 NaN            NaN  0.536663                 NaN            NaN            NaN
  1350.88        2500.00        98.5628                 NaN            NaN            NaN  0.258510                 NaN            NaN  0.653768                 NaN            NaN  0.524940                 NaN            NaN            NaN
  1348.37        2500.00        98.5953                 NaN            NaN            NaN  0.254587                 NaN            NaN  0.638175                 NaN            NaN  0.511910                 NaN            NaN            NaN
  1345.86        2500.00        98.6256                 NaN            NaN            NaN  0.249143                 NaN            NaN  0.624898                 NaN            NaN  0.500376                 NaN            NaN            NaN
  1343.36        2500.00        98.6580                 NaN            NaN            NaN  0.250881                 NaN            NaN  0.601214                 NaN            NaN  0.489900                 NaN            NaN            NaN
  1340.85        2500.00        98.6816                 NaN            NaN            NaN  0.234520                 NaN            NaN  0.607051                 NaN            NaN  0.476793                 NaN            NaN            NaN
  1338.35        2500.00        98.7085                 NaN            NaN            NaN  0.229669                 NaN            NaN  0.594871                 NaN            NaN  0.466933                 NaN            NaN            NaN
  1335.84        2500.00        98.7358                 NaN            NaN            NaN  0.224302                 NaN            NaN  0.583840                 NaN            NaN  0.456048                 NaN            NaN            NaN
  1333.33        2500.00        98.7600                 NaN            NaN            NaN  0.215715                 NaN            NaN  0.578337                 NaN            NaN  0.445997                 NaN            NaN            NaN
  1330.83        2500.00        98.7865                 NaN            NaN            NaN  0.214123                 NaN            NaN  0.563654                 NaN            NaN  0.435764                 NaN            NaN            NaN
  1328.32        2500.00        98.8108                 NaN            NaN            NaN  0.207988                 NaN            NaN  0.555168                 NaN            NaN  0.426044                 NaN            NaN            NaN
  1325.81        2500.00        98.8340                 NaN            NaN            NaN  0.201456                 NaN            NaN  0.548234                 NaN            NaN  0.416284                 NaN            NaN            NaN
  1323.31        2500.00        98.8581                 NaN            NaN            NaN  0.198225                 NaN            NaN  0.536628                 NaN            NaN  0.407096                 NaN            NaN            NaN
  1320.80        2500.00        98.8785                 NaN            NaN            NaN  0.187444                 NaN            NaN  0.536220                 NaN            NaN  0.397882                 NaN            NaN            NaN
  1318.30        2500.00        98.8988                 NaN            NaN            NaN  0.179441                 NaN            NaN  0.532342                 NaN            NaN  0.389369                 NaN            NaN            NaN
  1315.79        2500.00        98.9196                 NaN            NaN            NaN  0.175368                 NaN            NaN  0.524508                 NaN            NaN  0.380549                 NaN            NaN            NaN
  1313.28        2500.00        98.9412                 NaN            NaN            NaN  0.170030                 NaN            NaN  0.516561                 NaN            NaN  0.372206                 NaN            NaN            NaN
  1310.78        2500.00        98.9603                 NaN            NaN            NaN  0.164564                 NaN            NaN  0.510877                 NaN            NaN  0.364233                 NaN            NaN            NaN
  1308.27        2500.00        83.0583                 NaN            NaN            NaN  0.760523                 NaN            NaN   3.52326                 NaN            NaN   2.35298        10.3049                 NaN            NaN
  1305.76        2500.00        79.2235                 NaN            NaN            NaN  0.703716                 NaN            NaN   4.54922                 NaN            NaN   2.83215        12.6915                 NaN            NaN
  1303.26        2500.00        81.4927                 NaN            NaN            NaN  0.456265                 NaN            NaN   4.34632                 NaN            NaN   2.54526        11.1594                 NaN            NaN
  1300.75        2500.00        83.3753                 NaN            NaN            NaN  0.306785                 NaN            NaN   4.09913                 NaN            NaN   2.30549        9.91335                 NaN            NaN
  1298.25        2500.00        84.8561                 NaN            NaN            NaN  0.240964                 NaN            NaN   3.84885                 NaN            NaN   2.11751        8.93658                 NaN            NaN
  1295.74        2500.00        86.1082                 NaN            NaN            NaN  0.132489                 NaN            NaN   3.69932                 NaN            NaN   1.95633        8.10363                 NaN            NaN
  1293.23        2500.00        87.1611                 NaN            NaN            NaN  0.415961E-001            NaN            NaN   3.57490                 NaN            NaN   1.81896        7.40347                 NaN            NaN
  1290.73        2500.00        88.0670                 NaN            NaN            NaN            NaN            NaN            NaN   3.41851                 NaN            NaN   1.70557        6.80891                 NaN            NaN
  1288.22        2500.00        88.9270                 NaN            NaN            NaN            NaN            NaN            NaN   3.21165                 NaN            NaN   1.59862        6.26277                 NaN            NaN
  1285.71        2500.00        89.7203                 NaN            NaN            NaN            NaN            NaN            NaN   3.01611                 NaN            NaN   1.49708        5.76647                 NaN            NaN
  1283.21        2500.00        89.5940                 NaN            NaN            NaN            NaN            NaN            NaN   2.90440                 NaN            NaN   1.53314        5.88148       0.869985E-001            NaN
  1280.70        2500.00        85.9572                 NaN            NaN            NaN            NaN            NaN            NaN   3.74546                 NaN            NaN   2.02438        8.04604       0.226924                 NaN
  1278.20        2500.00        90.5093                 NaN            NaN            NaN  0.156039                 NaN            NaN  0.722154        1.86042                 NaN   1.48437        5.12147       0.146301                 NaN
  1275.69        2500.00        91.0485                 NaN            NaN            NaN            NaN            NaN            NaN  0.734424        1.67060                 NaN   1.32485        5.06751       0.154129                 NaN
  1273.18        2500.00        87.0467                 NaN            NaN            NaN            NaN            NaN            NaN   3.40537                 NaN            NaN   1.82852        7.52157       0.197867                 NaN
  1270.68        2500.00        97.1526                 NaN            NaN            NaN            NaN            NaN            NaN   1.00098                 NaN            NaN  0.422028        1.39894       0.254329E-001            NaN
  1268.17        2500.00        96.1441                 NaN            NaN            NaN            NaN            NaN            NaN   1.13708                 NaN            NaN  0.505446        2.17888       0.345193E-001            NaN
  1265.66        2500.00        93.3712                 NaN            NaN            NaN            NaN            NaN            NaN   1.89895                 NaN            NaN  0.970084        3.66852       0.911958E-001            NaN
  1263.16        2500.00        94.0903                 NaN            NaN            NaN            NaN            NaN            NaN   1.62066                 NaN            NaN  0.858129        3.34216       0.888007E-001            NaN
  1260.65        2500.00        94.3698                 NaN            NaN            NaN            NaN            NaN            NaN   1.56968                 NaN            NaN  0.813233        3.16481       0.824388E-001            NaN
  1258.15        2500.00        94.1169                 NaN            NaN            NaN            NaN            NaN            NaN   1.31703       0.255644                 NaN  0.847422        3.36509       0.978882E-001            NaN
  1255.64        2500.00        93.9557                 NaN            NaN            NaN            NaN            NaN            NaN  0.468999        1.18063                 NaN  0.833641        3.45016       0.110882                 NaN
  1253.13        2500.00        96.5434                 NaN            NaN            NaN            NaN            NaN            NaN   1.08757                 NaN            NaN  0.510861        1.85179       0.641485E-002            NaN
  1250.63        2500.00        95.7846                 NaN            NaN            NaN            NaN            NaN            NaN   1.12709                 NaN            NaN  0.611745        2.41901       0.575343E-001            NaN
  1248.12        2500.00        95.8621                 NaN            NaN            NaN            NaN            NaN            NaN   1.09980                 NaN            NaN  0.597329        2.37617       0.646339E-001            NaN
  1245.61        2500.00        96.5971                 NaN            NaN            NaN            NaN            NaN            NaN  0.761081       0.763285E-001            NaN  0.463740        2.05503       0.467407E-001            NaN
  1243.11        2500.00        94.3955                 NaN            NaN            NaN            NaN            NaN            NaN   1.22486       0.148987                 NaN  0.795784        3.34677       0.880657E-001            NaN
  1240.60        2500.00        98.5360                 NaN            NaN            NaN            NaN            NaN            NaN  0.477944       0.252855E-001            NaN  0.241367       0.707784       0.115820E-001            NaN
  1238.10        2500.00        96.6516                 NaN            NaN            NaN            NaN            NaN            NaN  0.919252                 NaN            NaN  0.408612        1.98267       0.378870E-001            NaN
  1235.59        2500.00        77.3786                 NaN            NaN            NaN            NaN            NaN            NaN  0.430906        3.16500                 NaN   2.30517        10.5465       0.155498        6.01834     
  1233.08        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.776340E-006  0.178912E-005            NaN  0.152322E-005  0.719972E-005            NaN  0.524071E-005
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0793                 NaN            NaN   8.19040        46.5784       0.630233        33.5216     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0821                 NaN            NaN   8.19624        46.5686       0.629353        33.5238     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0847                 NaN            NaN   8.20210        46.5589       0.628476        33.5258     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0882                 NaN            NaN   8.20895        46.5473       0.627403        33.5281     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0902                 NaN            NaN   8.21378        46.5392       0.626672        33.5301     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0931                 NaN            NaN   8.21967        46.5293       0.625752        33.5322     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0960                 NaN            NaN   8.22556        46.5193       0.624816        33.5344     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.41707        6.68546                 NaN   8.24539        46.4935       0.622352        33.5362     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.43818        6.74317        1.91343        8.24654        46.5000       0.623350        33.5353     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.45963        6.76882        1.86631        8.24740        46.4977       0.623185        33.5370     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.48047        6.79340        1.82085        8.24822        46.4953       0.623027        33.5387     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.50075        6.81696        1.77696        8.24900        46.4931       0.622873        33.5404     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.52051        6.83955        1.73454        8.24973        46.4909       0.622725        33.5420     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53975        6.86121        1.69354        8.25043        46.4888       0.622581        33.5437     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.55853        6.88198        1.65388        8.25110        46.4867       0.622442        33.5454     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.57686        6.90191        1.61550        8.25173        46.4846       0.622308        33.5471     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.59476        6.92104        1.57833        8.25232        46.4826       0.622178        33.5487     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61227        6.93939        1.54232        8.25289        46.4807       0.622052        33.5504     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.62940        6.95699        1.50740        8.25343        46.4788       0.621930        33.5521     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.64618        6.97388        1.47355        8.25393        46.4769       0.621811        33.5537     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.66263        6.99009        1.44069        8.25442        46.4751       0.621697        33.5554     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.67877        7.00563        1.40880        8.25488        46.4733       0.621585        33.5570     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69461        7.02053        1.37783        8.25531        46.4715       0.621478        33.5587     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.71017        7.03481        1.34775        8.25572        46.4698       0.621373        33.5603     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72549        7.04851        1.31849        8.25611        46.4681       0.621272        33.5620     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.74056        7.06161        1.29005        8.25648        46.4665       0.621173        33.5636     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.75539        7.07415        1.26241        8.25683        46.4649       0.621078        33.5653     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.76998        8.32166                 NaN   8.25717        46.4633       0.620986        33.5669     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.78431        8.30704                 NaN   8.25748        46.4617       0.620895        33.5686     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1586                 NaN            NaN   8.34964        46.3045       0.604599        33.5827     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1653                 NaN            NaN   8.35683        46.2893       0.602768        33.5858     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1728                 NaN            NaN   8.36439        46.2730       0.600774        33.5891     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1795                 NaN            NaN   8.37154        46.2579       0.598980        33.5921     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1930                 NaN            NaN   8.38250        46.2321       0.595529        33.5968     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.92457        3.27281                 NaN   8.38143        46.2263       0.594799        33.6001     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.86634        2.31446                 NaN   8.37907        46.2452       0.597973        33.5969     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.91369        6.25481                 NaN   8.36088        46.2727       0.601313        33.5966     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.73048        6.44163                 NaN   8.36548        46.2632       0.600278        33.5990     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.55148        6.62435                 NaN   8.37019        46.2534       0.599216        33.6014     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.37599        6.80368                 NaN   8.37502        46.2434       0.598124        33.6038     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.20289        6.98074                 NaN   8.37999        46.2332       0.596999        33.6062     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.03006        7.15745                 NaN   8.38499        46.2229       0.595860        33.6087     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.28887        2.80524                 NaN   8.26713        46.4274       0.618259        33.5931     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.49563        3.72323                 NaN   8.42511        46.1508       0.587472        33.6178     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.69347        4.54319                 NaN   8.43865        46.1183       0.582942        33.6235     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2878       0.133815E-005            NaN   8.42465        46.0546       0.586971        33.6460     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2546                 NaN            NaN   8.45874        46.0782       0.578152        33.6304     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2606                 NaN            NaN   8.46613        46.0637       0.576435        33.6331     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2658                 NaN            NaN   8.47191        46.0514       0.575063        33.6358     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.96930        3.29280                 NaN   8.46784        46.0583       0.575658        33.6361     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.21831        3.05150                 NaN   8.47813        46.0388       0.573630        33.6396     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2816                 NaN            NaN   8.48986        46.0140       0.570628        33.6439     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2877                 NaN            NaN   8.49645        46.0001       0.568982        33.6467     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2888                 NaN            NaN   8.49862        45.9955       0.568505        33.6485     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2960                 NaN            NaN   8.50631        45.9796       0.566561        33.6516     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.79953        2.49750                 NaN   8.50755        45.9758       0.566281        33.6534     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.13050        2.17110                 NaN   8.51310        45.9644       0.564997        33.6559     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3123                 NaN            NaN   8.52357        45.9422       0.562165        33.6598     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.11216        8.20841                 NaN   8.54057        45.9190       0.558826        33.6611     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.52548        7.79904                 NaN   8.54463        45.9096       0.557768        33.6635     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.94827        7.38003                 NaN   8.54858        45.9004       0.556740        33.6660     
