|6.6.6
Archiving\03_Data\frac/QFM_m4.5/TAY13/TAY13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.49236        8.70312                 NaN   8.72031        43.1421       0.970546        31.9716     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.05799        8.14177                 NaN   8.72421        43.1348       0.968871        31.9724     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.59952        7.60449                 NaN   8.72809        43.1275       0.967203        31.9732     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.10217        7.10608                 NaN   8.73199        43.1202       0.965527        31.9740     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.55694        6.65556                 NaN   8.73592        43.1129       0.963838        31.9748     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2423                 NaN            NaN   8.75147        43.0714       0.954785        31.9801     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2429                 NaN            NaN   8.75343        43.0689       0.954532        31.9802     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.53448        10.7129                 NaN   8.75776        43.0610       0.952787        31.9811     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.64319        9.61341                 NaN   8.76508        43.0465       0.949193        31.9827     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.57509        8.69057                 NaN   8.77230        43.0321       0.945661        31.9843     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.22286        10.0450                 NaN   8.77468        43.0279       0.944803        31.9847     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4516        4.79081       0.211073E-005   8.76335        43.0619       0.951883        31.9804     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3113                 NaN            NaN   8.80763        42.9617       0.927482        31.9919     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.46806        5.78583                 NaN   8.72331        43.0969       0.944256        31.9816     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.41338        5.84627                 NaN   8.72563        43.0893       0.942877        31.9825     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.07681        7.19661                 NaN   8.75030        43.0527       0.938690        31.9849     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.77414        6.50415                 NaN   8.74606        43.0546       0.935636        31.9855     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7633        4.49239       0.407661E-005   8.77709        43.0371       0.946700        31.9834     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8069        4.45226       0.223769E-005   8.78010        43.0313       0.945365        31.9841     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.55194        12.7866                 NaN   8.83341        42.9138       0.916435        31.9978     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2996        4.96196                 NaN   8.72216        43.0918       0.940954        31.9835     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8913        4.37758       0.123894E-004   8.78851        43.0148       0.941659        31.9861     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5817        4.69205                 NaN   8.72693        43.0773       0.936262        31.9858     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6503        4.62450                 NaN   8.72713        43.0760       0.935928        31.9861     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7152        4.56068                 NaN   8.72735        43.0747       0.935603        31.9864     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7768        4.50026                 NaN   8.72758        43.0734       0.935286        31.9867     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8352        4.44293                 NaN   8.72782        43.0721       0.934977        31.9870     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8907        4.38846                 NaN   8.72808        43.0708       0.934673        31.9873     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9436        4.33660                 NaN   8.72835        43.0694       0.934376        31.9876     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9942        4.28715                 NaN   8.72863        43.0681       0.934083        31.9879     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1035        4.20047                 NaN   8.81678        42.9574       0.928433        31.9935     
