|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/TIS/TIS_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1411.32        500.000       0.675249E-003   98.8316       0.662422       0.441230                 NaN            NaN  0.640440E-001            NaN            NaN            NaN
  1410.25        500.000       0.416919E-003   98.4299       0.491268       0.656009                 NaN            NaN  0.422405                 NaN            NaN            NaN
  1409.19        500.000                 NaN   98.2826       0.539513       0.715966                 NaN            NaN  0.461894                 NaN            NaN            NaN
  1408.12        500.000                 NaN   98.6272       0.572965       0.430747                 NaN            NaN  0.369040                 NaN            NaN            NaN
  1407.05        500.000                 NaN   98.4846       0.475530       0.632692                 NaN            NaN  0.407181                 NaN            NaN            NaN
  1405.98        500.000                 NaN   98.4999       0.626437       0.470986                 NaN  0.246576E-005  0.402721                 NaN            NaN            NaN
  1404.91        500.000                 NaN   98.3267       0.697234       0.527606                 NaN            NaN  0.448447                 NaN            NaN            NaN
  1403.84        500.000                 NaN   98.7322       0.398307       0.529593                 NaN            NaN  0.339906                 NaN            NaN            NaN
  1402.78        500.000                 NaN   98.5547       0.603672       0.454168                 NaN            NaN  0.387474                 NaN            NaN            NaN
  1401.71        500.000                 NaN   98.5646       0.476382       0.452788                 NaN  0.104719       0.401531                 NaN            NaN            NaN
  1400.64        500.000                 NaN   98.4821       0.396570       0.526756                 NaN  0.164409       0.430210                 NaN            NaN            NaN
  1399.57        500.000       0.181049E-004   98.7048       0.450762       0.330732                 NaN  0.145451       0.368249                 NaN            NaN            NaN
  1398.50        500.000                 NaN   98.6191       0.350390       0.481754                 NaN  0.156273       0.392465                 NaN            NaN            NaN
  1397.43        500.000                 NaN   98.6318       0.340927       0.479179                 NaN  0.158605       0.389448                 NaN            NaN            NaN
  1396.37        500.000                 NaN   98.6475       0.333095       0.474524                 NaN  0.159748       0.385120                 NaN            NaN            NaN
  1395.30        500.000                 NaN   98.6592       0.471921       0.324976                 NaN  0.161893       0.381995                 NaN            NaN            NaN
  1394.23        500.000                 NaN   98.6796       0.466546       0.316576                 NaN  0.161130       0.376135                 NaN            NaN            NaN
  1393.16        500.000                 NaN   98.6885       0.308811       0.465261                 NaN  0.163562       0.373865                 NaN            NaN            NaN
  1392.09        500.000                 NaN   98.7054       0.460811       0.300094                 NaN  0.164259       0.369446                 NaN            NaN            NaN
  1391.02        500.000                 NaN   98.7173       0.458592       0.290799                 NaN  0.166881       0.366427                 NaN            NaN            NaN
  1389.96        500.000                 NaN   98.7342       0.286324       0.453156                 NaN  0.165165       0.361197                 NaN            NaN            NaN
  1388.89        500.000                 NaN   98.7463       0.450551       0.277038                 NaN  0.167795       0.358347                 NaN            NaN            NaN
  1387.82        500.000                 NaN   98.7577       0.270312       0.447852                 NaN  0.168969       0.355160                 NaN            NaN            NaN
  1386.75        500.000                 NaN   98.7718       0.444176       0.262645                 NaN  0.170044       0.351349                 NaN            NaN            NaN
  1385.68        500.000                 NaN   98.7838       0.441747       0.255306                 NaN  0.171099       0.348005                 NaN            NaN            NaN
  1384.61        500.000                 NaN   98.5856       0.286395       0.517464                 NaN  0.204624       0.405881                 NaN            NaN            NaN
  1383.55        500.000                 NaN   99.0214       0.199851       0.357337                 NaN  0.141694       0.279697                 NaN            NaN            NaN
  1382.48        500.000                 NaN   98.8195       0.235231       0.433151                 NaN  0.173892       0.338196                 NaN            NaN            NaN
  1381.41        500.000                 NaN   98.5275       0.571825       0.294114                 NaN  0.191678       0.414870                 NaN            NaN            NaN
  1380.34        500.000                 NaN   99.1218       0.521178                 NaN            NaN  0.107045       0.249981                 NaN            NaN            NaN
  1379.27        500.000                 NaN   98.8865       0.886403E-001  0.464737                 NaN  0.231742       0.328396                 NaN            NaN            NaN
  1378.20        500.000                 NaN   98.8665       0.422357       0.207680                 NaN  0.178104       0.325397                 NaN            NaN            NaN
  1377.13        500.000                 NaN   98.8768       0.201560       0.420093                 NaN  0.179095       0.322445                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.8882       0.417124       0.195199                 NaN  0.180065       0.319435                 NaN            NaN            NaN
  1375.00        500.000                 NaN   98.8976       0.415035       0.189559                 NaN  0.181114       0.316719                 NaN            NaN            NaN
  1373.93        500.000                 NaN   98.9042       0.414041       0.184813                 NaN  0.181973       0.314938                 NaN            NaN            NaN
  1372.86        500.000                 NaN   99.9860       0.634980E-002            NaN            NaN  0.762464E-002            NaN            NaN            NaN            NaN
  1371.79        500.000                 NaN   97.8662       0.809032       0.352425                 NaN  0.355481       0.616863                 NaN            NaN            NaN
  1370.72        500.000                 NaN   98.9378       0.406277       0.165438                 NaN  0.184815       0.305691                 NaN            NaN            NaN
  1369.66        500.000                 NaN   98.9459       0.161960       0.403967                 NaN  0.184843       0.303281                 NaN            NaN            NaN
  1368.59        500.000                 NaN   98.9606       0.154725       0.400252                 NaN  0.185237       0.299152                 NaN            NaN            NaN
  1367.52        500.000                 NaN   98.9673       0.399166       0.150000                 NaN  0.186297       0.297264                 NaN            NaN            NaN
  1366.45        500.000                 NaN   98.9760       0.144702       0.397469                 NaN  0.187014       0.294797                 NaN            NaN            NaN
  1365.38        500.000                 NaN   98.9850       0.395729       0.139294                 NaN  0.187647       0.292348                 NaN            NaN            NaN
  1364.31        500.000                 NaN   98.9946       0.133760       0.393436                 NaN  0.188525       0.289652                 NaN            NaN            NaN
  1363.25        500.000                 NaN   99.0026       0.129859       0.391172                 NaN  0.189075       0.287308                 NaN            NaN            NaN
  1362.18        500.000                 NaN   99.0107       0.389940       0.125004                 NaN  0.189188       0.285128                 NaN            NaN            NaN
  1361.11        500.000                 NaN   99.0211       0.387464       0.119701                 NaN  0.189766       0.281932                 NaN            NaN            NaN
  1360.04        500.000                 NaN   99.0274       0.385638       0.117105                 NaN  0.189853       0.280043                 NaN            NaN            NaN
  1358.97        500.000                 NaN   99.0358       0.111769       0.384161                 NaN  0.190537       0.277717                 NaN            NaN            NaN
  1357.90        500.000                 NaN   99.0311       0.393873       0.965332E-001            NaN  0.198130       0.280363                 NaN            NaN            NaN
  1356.84        500.000                 NaN   99.0649       0.113205       0.370221                 NaN  0.183654       0.267997                 NaN            NaN            NaN
  1355.77        500.000                 NaN   99.0601       0.984517E-001  0.379034                 NaN  0.191601       0.270779                 NaN            NaN            NaN
  1354.70        500.000                 NaN   99.0679       0.377162       0.944825E-001            NaN  0.191989       0.268512                 NaN            NaN            NaN
  1353.63        500.000                 NaN   99.0750       0.375963       0.916415E-001            NaN  0.191182       0.266181                 NaN            NaN            NaN
  1352.56        500.000                 NaN   99.0835       0.863625E-001  0.373969                 NaN  0.192263       0.263867                 NaN            NaN            NaN
  1351.49        500.000                 NaN   99.0903       0.372346       0.834011E-001            NaN  0.192126       0.261827                 NaN            NaN            NaN
  1350.43        500.000                 NaN   99.0987       0.793842E-001  0.370376                 NaN  0.192160       0.259427                 NaN            NaN            NaN
  1349.36        500.000                 NaN   99.1060       0.752256E-001  0.368429                 NaN  0.192821       0.257516                 NaN            NaN            NaN
  1348.29        500.000                 NaN   99.1130       0.722159E-001  0.367492                 NaN  0.192103       0.255140                 NaN            NaN            NaN
  1347.22        500.000                 NaN   99.1188       0.695255E-001  0.366067                 NaN  0.192188       0.253393                 NaN            NaN            NaN
  1346.15        500.000                 NaN   99.0910       0.184145E-001  0.420083                 NaN  0.210156       0.260300                 NaN            NaN            NaN
  1345.08        500.000                 NaN   99.1665       0.111504       0.309218                 NaN  0.172399       0.240384                 NaN            NaN            NaN
  1344.02        500.000                 NaN   99.1397       0.602893E-001  0.361179                 NaN  0.191644       0.247144                 NaN            NaN            NaN
  1342.95        500.000                 NaN   99.1464       0.359316       0.572805E-001            NaN  0.191762       0.245195                 NaN            NaN            NaN
  1341.88        500.000                 NaN   99.1540       0.357012       0.554319E-001            NaN  0.190792       0.242768                 NaN            NaN            NaN
  1340.81        500.000                 NaN   99.1594       0.355809       0.530060E-001            NaN  0.190610       0.241170                 NaN            NaN            NaN
  1339.74        500.000                 NaN   99.1664       0.500921E-001  0.354505                 NaN  0.190046       0.238977                 NaN            NaN            NaN
  1338.67        500.000                 NaN   99.1700       0.496575E-001  0.352572                 NaN  0.189832       0.237917                 NaN            NaN            NaN
  1337.61        500.000                 NaN   99.1794       0.351328       0.461606E-001            NaN  0.188445       0.234683                 NaN            NaN            NaN
  1336.54        500.000                 NaN   99.1839       0.349625       0.449554E-001            NaN  0.188046       0.233458                 NaN            NaN            NaN
  1335.47        500.000                 NaN   99.1901       0.348642       0.415592E-001            NaN  0.188135       0.231517                 NaN            NaN            NaN
  1334.40        500.000                 NaN   99.1965       0.346919       0.392124E-001            NaN  0.187731       0.229601                 NaN            NaN            NaN
  1333.33        500.000                 NaN   99.2030       0.386508E-001  0.344709                 NaN  0.186165       0.227504                 NaN            NaN            NaN
  1332.26        500.000                 NaN   99.2085       0.363534E-001  0.343773                 NaN  0.185645       0.225759                 NaN            NaN            NaN
  1331.19        500.000                 NaN   99.2142       0.345401E-001  0.342061                 NaN  0.185148       0.224030                 NaN            NaN            NaN
  1330.13        500.000                 NaN   99.2189       0.343574E-001  0.340596                 NaN  0.183827       0.222357                 NaN            NaN            NaN
  1329.06        500.000                 NaN   99.2245       0.327508E-001  0.339013                 NaN  0.183138       0.220621                 NaN            NaN            NaN
  1327.99        500.000                 NaN   99.2294       0.338210       0.314097E-001            NaN  0.182012       0.218949                 NaN            NaN            NaN
  1326.92        500.000                 NaN   99.2865       0.288684E-001  0.312237                 NaN  0.169380       0.203025                 NaN            NaN            NaN
  1325.85        500.000                 NaN   99.1903       0.355521       0.351640E-001            NaN  0.190038       0.228928                 NaN            NaN            NaN
  1324.78        500.000                 NaN   99.2461       0.333198       0.282300E-001            NaN  0.178918       0.213595                 NaN            NaN            NaN
  1323.72        500.000                 NaN   99.2517       0.278913E-001  0.331191                 NaN  0.177497       0.211704                 NaN            NaN            NaN
  1322.65        500.000                 NaN   99.1981       0.189030       0.254666                 NaN  0.137623       0.220544                 NaN            NaN            NaN
  1321.58        500.000                 NaN   99.2967       0.351474                 NaN            NaN  0.155050       0.196746                 NaN            NaN            NaN
  1320.51        500.000                 NaN   99.2705       0.336422                 NaN            NaN  0.185942       0.207143                 NaN            NaN            NaN
  1319.44        500.000                 NaN   99.2761       0.334504                 NaN            NaN  0.184127       0.205314                 NaN            NaN            NaN
  1318.37        500.000                 NaN   99.2801       0.333326                 NaN            NaN  0.182717       0.203886                 NaN            NaN            NaN
  1317.31        500.000                 NaN   99.2839       0.135799E-001  0.324696                 NaN  0.175851       0.202008                 NaN            NaN            NaN
  1316.24        500.000                 NaN   99.2854       0.320145       0.233889E-001            NaN  0.170183       0.200838                 NaN            NaN            NaN
  1315.17        500.000                 NaN   99.2937       0.329109                 NaN            NaN  0.178205       0.198984                 NaN            NaN            NaN
  1314.10        500.000                 NaN   99.2974       0.318539       0.205038E-001            NaN  0.166856       0.196746                 NaN            NaN            NaN
  1313.03        500.000                 NaN   99.2999       0.314767       0.255032E-001            NaN  0.164119       0.195680                 NaN            NaN            NaN
  1311.96        500.000                 NaN   99.3035       0.284146E-001  0.313039                 NaN  0.160984       0.194052                 NaN            NaN            NaN
  1310.90        500.000                 NaN   99.3089       0.282632E-001  0.311073                 NaN  0.159425       0.192342                 NaN            NaN            NaN
  1309.83        500.000                 NaN   99.3112       0.291046E-001  0.310278                 NaN  0.157870       0.191548                 NaN            NaN            NaN
  1308.76        500.000                 NaN   99.3171       0.312843E-001  0.306935                 NaN  0.155389       0.189288                 NaN            NaN            NaN
  1307.69        500.000                 NaN   99.3211       0.318345E-001  0.305695                 NaN  0.153444       0.187948                 NaN            NaN            NaN
  1306.62        500.000                 NaN   99.3248       0.304184       0.322076E-001            NaN  0.152057       0.186716                 NaN            NaN            NaN
  1305.55        500.000                 NaN   99.3273       0.303251       0.325870E-001            NaN  0.150916       0.185938                 NaN            NaN            NaN
  1304.49        500.000                 NaN   99.3301       0.300096       0.383861E-001            NaN  0.146858       0.184514                 NaN            NaN            NaN
  1303.42        500.000                 NaN   99.3414       0.296663       0.360415E-001            NaN  0.144935       0.180952                 NaN            NaN            NaN
  1302.35        500.000                 NaN   99.3408       0.387244E-001  0.295970                 NaN  0.143514       0.180981                 NaN            NaN            NaN
  1301.28        500.000                 NaN   99.3444       0.407023E-001  0.294072                 NaN  0.141157       0.179678                 NaN            NaN            NaN
  1300.21        500.000                 NaN   99.3483       0.292640       0.412170E-001            NaN  0.139503       0.178377                 NaN            NaN            NaN
  1299.14        500.000                 NaN   99.3428       0.267601       0.947866E-001            NaN  0.116619       0.177190       0.102725E-002            NaN            NaN
  1298.08        500.000                 NaN   99.2680       0.344560                 NaN            NaN  0.145445       0.195215       0.467402E-001            NaN            NaN
  1297.01        500.000                 NaN   99.2757       0.341031                 NaN            NaN  0.143481       0.191990       0.477767E-001            NaN            NaN
  1295.94        500.000                 NaN   99.2793       0.338248                 NaN            NaN  0.143389       0.191530       0.474990E-001            NaN            NaN
  1294.87        500.000                 NaN   99.2866       0.335457                 NaN            NaN  0.141555       0.189528       0.468577E-001            NaN            NaN
  1293.80        500.000                 NaN   99.2938       0.331388                 NaN            NaN  0.141020       0.187560       0.462095E-001            NaN            NaN
  1292.73        500.000                 NaN   99.2988       0.329675                 NaN            NaN  0.139690       0.186163       0.456464E-001            NaN            NaN
  1291.67        500.000                 NaN   99.3066       0.324213                 NaN            NaN  0.139734       0.184348       0.451317E-001            NaN            NaN
  1290.60        500.000                 NaN   99.3132       0.324264                 NaN            NaN  0.136250       0.182045       0.442828E-001            NaN            NaN
  1289.53        500.000                 NaN   99.3189       0.320291                 NaN            NaN  0.136197       0.180740       0.438431E-001            NaN            NaN
  1288.46        500.000                 NaN   99.3250       0.318466                 NaN            NaN  0.134374       0.178921       0.432217E-001            NaN            NaN
  1287.39        500.000                 NaN   99.3315       0.315083                 NaN            NaN  0.133516       0.177229       0.426577E-001            NaN            NaN
  1286.32        500.000                 NaN   99.3409       0.314847                 NaN            NaN  0.127639       0.174398       0.421701E-001            NaN            NaN
  1285.26        500.000                 NaN   99.3402       0.309846                 NaN            NaN  0.133484       0.175051       0.413821E-001            NaN            NaN
  1284.19        500.000                 NaN   99.3499       0.307571                 NaN            NaN  0.129573       0.172070       0.409309E-001            NaN            NaN
  1283.12        500.000                 NaN   99.3552       0.306446                 NaN            NaN  0.127096       0.170788       0.404468E-001            NaN            NaN
  1282.05        500.000                 NaN   99.3623       0.302347                 NaN            NaN  0.126921       0.168646       0.398027E-001            NaN            NaN
  1280.98        500.000                 NaN   99.3671       0.300905                 NaN            NaN  0.125306       0.167344       0.393291E-001            NaN            NaN
  1279.91        500.000                 NaN   99.3726       0.297091                 NaN            NaN  0.125518       0.165919       0.388637E-001            NaN            NaN
  1278.84        500.000                 NaN   99.3787       0.295532                 NaN            NaN  0.123287       0.164178       0.382878E-001            NaN            NaN
  1277.78        500.000                 NaN   99.3826       0.294063                 NaN            NaN  0.121246       0.163813       0.382678E-001            NaN            NaN
  1276.71        500.000                 NaN   99.3903       0.291146                 NaN            NaN  0.121596       0.160248       0.367556E-001            NaN            NaN
  1275.64        500.000                 NaN   99.3965       0.276973                 NaN            NaN  0.125161       0.163087       0.382959E-001            NaN            NaN
  1274.57        500.000                 NaN   99.4032       0.293094                 NaN            NaN  0.114498       0.154121       0.350570E-001            NaN            NaN
  1273.50        500.000                 NaN   99.4065       0.285138                 NaN            NaN  0.116053       0.156539       0.357440E-001            NaN            NaN
  1272.43        500.000                 NaN   97.9734       0.566012                 NaN            NaN  0.214174       0.318734       0.867598E-001  0.840925                 NaN
  1271.37        500.000                 NaN   92.1997        1.72673                 NaN            NaN  0.590875       0.970864       0.289523        4.22232                 NaN
  1270.30        500.000                 NaN   92.7842        1.61623                 NaN            NaN  0.541274       0.901884       0.265959        3.89041                 NaN
  1269.23        500.000                 NaN   93.2957        1.52557                 NaN            NaN  0.493364       0.840751       0.245159        3.59942                 NaN
  1268.16        500.000                 NaN   93.7441        1.44523                 NaN            NaN  0.450098       0.787295       0.226939        3.34632                 NaN
  1267.09        500.000                 NaN   94.1346        1.37016                 NaN            NaN  0.416377       0.740609       0.211330        3.12689                 NaN
  1266.02        500.000                 NaN   94.4712        1.30813                 NaN            NaN  0.385370       0.700110       0.197715        2.93747                 NaN
  1264.96        500.000                 NaN   94.7824        1.24959                 NaN            NaN  0.356399       0.662713       0.185185        2.76375                 NaN
  1263.89        500.000                 NaN   95.0551        1.19961                 NaN            NaN  0.329939       0.629678       0.174073        2.61159                 NaN
  1262.82        500.000                 NaN   95.3000        1.15319                 NaN            NaN  0.307194       0.600042       0.164162        2.47541                 NaN
  1261.75        500.000                 NaN   95.5215        1.11398                 NaN            NaN  0.284297       0.573037       0.154986        2.35219                 NaN
  1260.68        500.000                 NaN   95.7222       0.269359E-001   1.05233                 NaN  0.262552       0.548440       0.146606        2.24099                 NaN
  1259.61        500.000                 NaN   95.8982       0.975537       0.917780E-001            NaN  0.228650       0.526521       0.138155        2.14118                 NaN
  1258.55        500.000                 NaN   96.0642       0.136886       0.908428                 NaN  0.204795       0.505982       0.130781        2.04892                 NaN
  1257.48        500.000                 NaN   96.2253       0.885144       0.117179                 NaN  0.199093       0.486142       0.124889        1.96229                 NaN
  1256.41        500.000                 NaN   96.3734       0.865481       0.973433E-001            NaN  0.193854       0.467669       0.119440        1.88282                 NaN
  1255.34        500.000                 NaN   96.5105       0.848925       0.760424E-001            NaN  0.189868       0.450610       0.114481        1.80956                 NaN
  1254.27        500.000                 NaN   96.6351       0.811281       0.899750E-001            NaN  0.177496       0.434871       0.109293        1.74200                 NaN
  1253.20        500.000                 NaN   96.7607       0.823329       0.306491E-001            NaN  0.183860       0.419081       0.105467        1.67687                 NaN
  1252.14        500.000                 NaN   96.8728       0.720029       0.116300                 NaN  0.168143       0.404507       0.100718        1.61749                 NaN
  1251.07        500.000                 NaN   96.9769       0.795972                 NaN            NaN  0.175853       0.391485       0.974285E-001   1.56240                 NaN
  1250.00        500.000                 NaN   97.0780       0.767636                 NaN            NaN  0.172074       0.378537       0.937124E-001   1.50999                 NaN
  1248.93        500.000                 NaN   97.1654       0.729858       0.279454E-001            NaN  0.157669       0.367124       0.896435E-001   1.46237                 NaN
  1247.86        500.000                 NaN   97.2543       0.246553E-001  0.710147                 NaN  0.153019       0.355631       0.862290E-001   1.41601                 NaN
  1246.79        500.000                 NaN   97.3361       0.710666                 NaN            NaN  0.151395       0.344901       0.832700E-001   1.37363                 NaN
  1245.73        500.000                 NaN   97.4060       0.610191       0.115583                 NaN  0.120655       0.335587       0.786232E-001   1.33331                 NaN
  1244.66        500.000                 NaN   97.4948       0.669855                 NaN            NaN  0.142962       0.324012       0.771523E-001   1.29117                 NaN
  1243.59        500.000                 NaN   97.5618       0.652841                 NaN            NaN  0.139108       0.315156       0.744882E-001   1.25664                 NaN
  1242.52        500.000                 NaN   97.6324       0.633439                 NaN            NaN  0.136338       0.305607       0.718327E-001   1.22040                 NaN
  1241.45        500.000                 NaN   97.6956       0.612776                 NaN            NaN  0.136634       0.297113       0.696282E-001   1.18827                 NaN
  1240.38        500.000                 NaN   97.7583       0.596484                 NaN            NaN  0.133210       0.288717       0.671542E-001   1.15610                 NaN
  1239.32        500.000                 NaN   97.8171       0.587028                 NaN            NaN  0.124973       0.280728       0.645215E-001   1.12563                 NaN
  1238.25        500.000                 NaN   97.8742       0.571999                 NaN            NaN  0.121893       0.273033       0.623010E-001   1.09658                 NaN
  1237.18        500.000                 NaN   97.9049       0.405254       0.261999                 NaN  0.346456E-001  0.268776       0.553173E-001   1.06906                 NaN
  1236.11        500.000                 NaN   97.9737       0.544045                 NaN            NaN  0.119590       0.258993       0.585192E-001   1.04514                 NaN
  1235.04        500.000                 NaN   98.0310       0.528001                 NaN            NaN  0.115942       0.251456       0.563004E-001   1.01726                 NaN
  1233.97        500.000                 NaN   98.0787       0.514248                 NaN            NaN  0.114434       0.244778       0.545750E-001  0.993275                 NaN
  1232.90        500.000                 NaN   98.1269       0.501741                 NaN            NaN  0.111384       0.238051       0.527069E-001  0.969222                 NaN
  1231.84        500.000                 NaN   98.1701       0.493297                 NaN            NaN  0.106779       0.232248       0.507318E-001  0.946889                 NaN
  1230.77        500.000                 NaN   98.2130       0.477811       0.143858E-001            NaN  0.956790E-001  0.226222       0.485521E-001  0.924303                 NaN
  1229.70        500.000                 NaN   98.2456       0.112864       0.395864                 NaN  0.735868E-001  0.221664       0.458683E-001  0.904540                 NaN
  1228.63        500.000                 NaN   98.2815       0.342612       0.171654                 NaN  0.594929E-001  0.216618       0.436418E-001  0.884525                 NaN
  1227.56        500.000                 NaN   98.3182       0.321694       0.185848                 NaN  0.550534E-001  0.211457       0.419929E-001  0.865760                 NaN
  1226.49        500.000                 NaN   98.3529       0.286342       0.221805                 NaN  0.456111E-001  0.206586       0.401949E-001  0.846586                 NaN
  1225.43        500.000                 NaN   98.3848       0.247449       0.262570                 NaN  0.353777E-001  0.201933       0.382525E-001  0.829653                 NaN
  1224.36        500.000                 NaN   98.4173       0.294288       0.215676                 NaN  0.270626E-001  0.197552       0.366158E-001  0.811524                 NaN
  1223.29        500.000                 NaN   98.4467       0.328568       0.182625                 NaN  0.180995E-001  0.193269       0.349021E-001  0.795793                 NaN
  1222.22        500.000                 NaN   98.4945       0.182291       0.279675                 NaN  0.439340E-001  0.186558       0.352972E-001  0.777746                 NaN
  1221.15        500.000                 NaN   98.5273       0.305205       0.133314                 NaN  0.549520E-001  0.181915       0.346045E-001  0.762669                 NaN
  1220.08        500.000                 NaN   98.5310       0.421279       0.856233E-001            NaN            NaN  0.181993       0.302595E-001  0.749858                 NaN
  1219.02        500.000                 NaN   98.5615       0.377268       0.119724                 NaN            NaN  0.177208       0.293799E-001  0.734935                 NaN
  1217.95        500.000                 NaN   98.5892       0.385736       0.102213                 NaN  0.524208E-005  0.173441       0.283796E-001  0.721012                 NaN
  1216.88        500.000                 NaN   98.6187       0.363861       0.113966                 NaN            NaN  0.169097       0.274198E-001  0.707005                 NaN
  1215.81        500.000                 NaN   98.6538       0.326070       0.137923                 NaN            NaN  0.163957       0.267486E-001  0.691475                 NaN
  1214.74        500.000                 NaN   98.6793       0.107145       0.348778                 NaN            NaN  0.160678       0.256057E-001  0.678508                 NaN
  1213.67        500.000                 NaN   95.7762       0.623926       0.263154                 NaN            NaN  0.399805       0.466236E-001   1.71308        1.17726     
  1212.61        500.000                 NaN   80.9351        2.25737                 NaN            NaN  0.686082        1.62584       0.184730        7.06845        7.24247     
  1211.54        500.000                 NaN   81.1352        2.18080                 NaN            NaN  0.732362        1.60651       0.182162        6.97615        7.18684     
  1210.47        500.000                 NaN   84.6742        1.87026                 NaN            NaN  0.538596        1.29923       0.145664        5.66689        5.80513     
  1209.40        500.000                 NaN   81.7137        1.97897                 NaN            NaN  0.777869        1.55008       0.177418        6.76393        7.03803     
  1208.33        500.000                 NaN   90.6297        1.01924                 NaN            NaN  0.438161       0.800466       0.917092E-001   3.50231        3.51842     
  1207.26        500.000                 NaN   88.8091       0.952347                 NaN            NaN  0.591866       0.952488       0.114478        4.22492        4.35482     
  1206.20        500.000                 NaN   85.5782        2.03133                 NaN            NaN  0.452781        1.20755       0.128382        5.22365        5.37809     
  1205.13        500.000                 NaN   66.4072        3.81327                 NaN            NaN   1.39964        2.84833       0.305197        12.3951        12.8313     
  1204.06        500.000                 NaN  100.0000       0.246008E-005            NaN            NaN            NaN  0.165374E-005            NaN  0.718943E-005  0.737270E-005
  1202.99        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.92        500.000                 NaN   99.9989       0.129622E-003            NaN            NaN  0.404075E-004  0.951622E-004  0.104515E-004  0.422072E-003  0.432660E-003
  1200.85        500.000                 NaN   99.9978       0.236267E-003            NaN            NaN  0.898309E-004  0.182327E-003  0.198186E-004  0.810930E-003  0.834898E-003
  1199.79        500.000                 NaN   70.3828        3.57604                 NaN            NaN  0.947423        2.49250       0.252845        11.0383        11.3101     
  1198.72        500.000                 NaN   99.9998                 NaN            NaN            NaN  0.361785E-004  0.210158E-004            NaN  0.724522E-004  0.737561E-004
  1197.65        500.000                 NaN   99.9996       0.489181E-004            NaN            NaN            NaN  0.292327E-004  0.636242E-005  0.162940E-003  0.165528E-003
  1196.58        500.000                 NaN   90.0193        1.16212                 NaN            NaN  0.310555       0.839729       0.820896E-001   3.76239        3.82384     
  1195.51        500.000                 NaN   91.2283       0.376925        1.10097                 NaN            NaN  0.742665       0.535183E-001   3.22667        3.27099     
  1194.44        500.000                 NaN   93.2829        1.08867                 NaN            NaN            NaN  0.567487       0.422032E-001   2.50896        2.50978     
  1193.38        500.000                 NaN   91.9046       0.811019       0.107831E-004            NaN  0.312135       0.659056       0.711143E-001   3.07600        3.16608     
  1192.31        500.000                 NaN   91.2105       0.158255        1.22870                 NaN            NaN  0.732586       0.542810E-001   3.32374        3.29197     
  1191.24        500.000                 NaN   83.1982        1.23690                 NaN            NaN  0.788920        1.37000       0.153893        6.57372        6.67841     
  1190.17        500.000                 NaN   99.9996       0.257240E-003            NaN            NaN  0.344370E-004  0.308963E-004  0.137490E-004  0.889169E-004            NaN
  1189.10        500.000                 NaN   99.9974                 NaN            NaN            NaN  0.620812E-004  0.195172E-003  0.116826E-004  0.117417E-002  0.120632E-002
  1188.03        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1186.96        500.000                 NaN            NaN   12.1768       0.884507                 NaN            NaN   7.65331       0.580499        40.3097        38.3951     
