|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/TIS/TIS_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1185.90        500.000                 NaN            NaN   2.22632        10.8289       0.263440E-003            NaN   7.62983       0.584756        40.3284        38.4015     
  1184.83        500.000                 NaN            NaN   11.9651        1.10707                 NaN            NaN   7.66028       0.575880        40.2968        38.3949     
  1183.76        500.000                 NaN            NaN   11.8572        1.22533                 NaN            NaN   7.66071       0.573780        40.2875        38.3955     
  1182.69        500.000                 NaN            NaN   12.2789       0.822499                 NaN            NaN   7.66053       0.568130        40.2722        38.3977     
  1181.62        500.000                 NaN            NaN   3.64932        9.42147                 NaN            NaN   7.60741       0.583238        40.3459        38.3927     
  1180.55        500.000                 NaN            NaN   2.99113        10.1276       0.436331E-004            NaN   7.65193       0.573134        40.2483        38.4078     
  1179.49        500.000                 NaN            NaN   13.1175                 NaN            NaN            NaN   7.66789       0.564162        40.2473        38.4032     
  1178.42        500.000                 NaN            NaN   10.0071        3.06467                 NaN            NaN   7.62587       0.581456        40.3185        38.4023     
  1177.35        500.000                 NaN            NaN   2.33814        10.7740                 NaN            NaN   7.66359       0.567566        40.2547        38.4020     
  1176.28        500.000                 NaN            NaN  0.894708        12.2145       0.897143E-005            NaN   7.66842       0.567989        40.2522        38.4022     
  1175.21        500.000                 NaN            NaN   13.0886       0.108753E-001            NaN            NaN   7.66478       0.569171        40.2683        38.3982     
  1174.14        500.000                 NaN            NaN   10.8387       0.301298E-001  0.785046E-004   1.50902        7.51099       0.674415        40.6289        38.8077     
  1173.08        500.000                 NaN            NaN   10.5083       0.174733E-004            NaN   1.74929        7.48993       0.693216        40.6844        38.8749     
  1172.01        500.000                 NaN            NaN   10.2099       0.435036E-004            NaN   1.94413        7.47322       0.711048        40.7310        38.9306     
  1170.94        500.000                 NaN            NaN   10.3656        2.72137                 NaN            NaN   7.64546       0.574512        40.2901        38.4030     
  1169.87        500.000                 NaN            NaN   9.16535       0.154742E-003            NaN   2.62662        7.43792       0.774502        40.8827        39.1128     
  1168.80        500.000                 NaN            NaN   9.11034       0.561831E-002            NaN   2.66029        7.43334       0.776997        40.8910        39.1224     
  1167.73        500.000                 NaN            NaN   9.05952       0.119147E-002            NaN   2.69780        7.42813       0.779728        40.9006        39.1330     
  1166.67        500.000                 NaN            NaN   9.01054       0.105019E-004            NaN   2.73208        7.42402       0.781972        40.9084        39.1430     
  1165.60        500.000                 NaN            NaN   8.97392                 NaN            NaN   2.75784        7.42280       0.782975        40.9113        39.1511     
  1164.53        500.000                 NaN            NaN   8.94207                 NaN            NaN   2.78049        7.42300       0.783276        40.9125        39.1587     
  1163.46        500.000                 NaN            NaN   8.91661                 NaN            NaN   2.79906        7.42522       0.782379        40.9118        39.1649     
  1162.39        500.000                 NaN            NaN   9.16094                 NaN            NaN   2.64853        7.44625       0.762524        40.8568        39.1249     
  1161.32        500.000                 NaN            NaN   8.85637                 NaN            NaN   2.84191        7.43995       0.779663        40.9005        39.1816     
  1160.26        500.000                 NaN            NaN   8.62765                 NaN            NaN   2.99370        7.43348       0.790121        40.9339        39.2211     
  1159.19        500.000                 NaN            NaN   8.57428                 NaN            NaN   3.02765        7.42900       0.793235        40.9460        39.2299     
  1158.12        500.000                 NaN            NaN   8.54250                 NaN            NaN   3.04778        7.42556       0.794970        40.9543        39.2349     
  1157.05        500.000                 NaN            NaN   8.57589                 NaN            NaN   3.02958        7.42605       0.790347        40.9492        39.2290     
  1155.98        500.000                 NaN            NaN   8.55667                 NaN            NaN   3.04793        7.43327       0.796249        40.9263        39.2396     
  1154.91        500.000                 NaN            NaN   8.53222                 NaN            NaN   3.06549        7.43253       0.797287        40.9270        39.2454     
  1153.85        500.000                 NaN            NaN   8.58698                 NaN            NaN   3.02791        7.41609       0.792996        40.9452        39.2308     
  1152.78        500.000                 NaN            NaN   8.48474                 NaN            NaN   3.09981        7.43025       0.799730        40.9280        39.2575     
  1151.71        500.000                 NaN            NaN   8.55969                 NaN            NaN   3.05024        7.41796       0.793326        40.9404        39.2384     
  1150.64        500.000                 NaN            NaN   8.51516                 NaN            NaN   3.08244        7.41657       0.800103        40.9358        39.2499     
  1149.57        500.000                 NaN            NaN   8.35076                 NaN            NaN   3.18423        7.40967       0.810745        40.9666        39.2780     
  1148.50        500.000                 NaN            NaN   8.35427                 NaN            NaN   3.18071        7.40776       0.811394        40.9687        39.2772     
  1147.44        500.000                 NaN            NaN   8.34118                 NaN            NaN   3.18902        7.40460       0.812461        40.9733        39.2794     
  1146.37        500.000                 NaN            NaN   8.36718                 NaN            NaN   3.17965        7.41028       0.802902        40.9644        39.2756     
  1145.30        500.000                 NaN            NaN   8.31036                 NaN            NaN   3.21742        7.40779       0.805844        40.9723        39.2862     
  1144.23        500.000                 NaN            NaN   8.30313                 NaN            NaN   3.22280        7.40793       0.806035        40.9720        39.2881     
  1143.16        500.000                 NaN            NaN   7.96482                 NaN            NaN   3.40641        7.35645       0.837831        41.1071        39.3274     
  1142.09        500.000                 NaN            NaN   8.23530                 NaN            NaN   3.26832        7.40530       0.809429        40.9804        39.3013     
  1141.02        500.000                 NaN            NaN   8.19338                 NaN            NaN   3.29628        7.40352       0.811591        40.9859        39.3093     
  1139.96        500.000                 NaN            NaN   8.14226                 NaN            NaN   3.32737        7.39938       0.814862        40.9988        39.3174     
  1138.89        500.000                 NaN            NaN   8.07662                 NaN            NaN   3.37163        7.40393       0.818234        41.0010        39.3285     
  1137.82        500.000                 NaN            NaN   7.99137                 NaN            NaN   3.42105        7.38858       0.825602        41.0324        39.3410     
  1136.75        500.000                 NaN            NaN   8.09583                 NaN            NaN   3.36210        7.40035       0.816267        40.9969        39.3286     
  1135.68        500.000                 NaN            NaN   8.07070                 NaN            NaN   3.37943        7.39979       0.817398        40.9989        39.3337     
  1134.61        500.000                 NaN            NaN   7.78147                 NaN            NaN   3.53411        7.35553       0.844859        41.1182        39.3658     
  1133.55        500.000                 NaN            NaN   8.02187                 NaN            NaN   3.41221        7.39811       0.819799        41.0047        39.3433     
  1132.48        500.000                 NaN            NaN   8.00031                 NaN            NaN   3.42721        7.39774       0.820739        41.0061        39.3479     
  1131.41        500.000                 NaN            NaN   7.98525                 NaN            NaN   3.43639        7.39951       0.821588        41.0065        39.3508     
  1130.34        500.000                 NaN            NaN   7.98403                 NaN            NaN   3.43388        7.40353       0.822936        41.0049        39.3507     
  1129.27        500.000                 NaN            NaN   7.91829                 NaN            NaN   3.47817        7.39357       0.825734        41.0233        39.3609     
  1128.20        500.000                 NaN            NaN   7.87328                 NaN            NaN   3.50981        7.39268       0.827956        41.0253        39.3710     
  1127.14        500.000                 NaN            NaN   7.86259                 NaN            NaN   3.51611        7.39175       0.828407        41.0283        39.3729     
  1126.07        500.000                 NaN            NaN   7.84518                 NaN            NaN   3.52872        7.39174       0.829273        41.0279        39.3772     
  1125.00        500.000                 NaN            NaN   7.83883                 NaN            NaN   3.53348        7.39228       0.828902        41.0282        39.3783     
  1123.93        500.000                 NaN            NaN   7.80799                 NaN            NaN   3.55415        7.39039       0.830637        41.0325        39.3843     
  1122.86        500.000                 NaN            NaN   7.78915                 NaN            NaN   3.56721        7.38966       0.831474        41.0340        39.3886     
  1121.79        500.000                 NaN            NaN   7.78193                 NaN            NaN   3.57412        7.39093       0.831357        41.0304        39.3913     
  1120.73        500.000                 NaN            NaN   7.53068                 NaN            NaN   3.71051        7.35618       0.854084        41.1283        39.4203     
  1119.66        500.000                 NaN            NaN   7.75475                 NaN            NaN   3.59425        7.39149       0.832246        41.0294        39.3979     
  1118.59        500.000                 NaN            NaN   7.73779                 NaN            NaN   3.60589        7.39119       0.833005        41.0307        39.4014     
  1117.52        500.000                 NaN            NaN   7.72114                 NaN            NaN   3.61733        7.39091       0.833749        41.0319        39.4049     
  1116.45        500.000                 NaN            NaN   7.70474                 NaN            NaN   3.62862        7.39064       0.834482        41.0331        39.4084     
  1115.38        500.000                 NaN            NaN   7.68864                 NaN            NaN   3.63970        7.39039       0.835195        41.0343        39.4118     
  1114.32        500.000                 NaN            NaN   7.67307                 NaN            NaN   3.65044        7.39017       0.835879        41.0353        39.4151     
  1113.25        500.000                 NaN            NaN   7.65759                 NaN            NaN   3.66112        7.38996       0.836561        41.0364        39.4184     
  1112.18        500.000                 NaN            NaN   7.64235                 NaN            NaN   3.67164        7.38975       0.837229        41.0374        39.4216     
  1111.11        500.000                 NaN            NaN   7.62733                 NaN            NaN   3.68201        7.38957       0.837886        41.0384        39.4249     
  1110.04        500.000                 NaN            NaN   7.61257                 NaN            NaN   3.69221        7.38939       0.838531        41.0393        39.4280     
  1108.97        500.000                 NaN            NaN   7.59799                 NaN            NaN   3.70230        7.38924       0.839165        41.0401        39.4312     
  1107.91        500.000                 NaN            NaN   7.42461                 NaN            NaN   3.82305        7.38837       0.846493        41.0482        39.4693     
  1106.84        500.000                 NaN            NaN   7.42461                 NaN            NaN   3.82305        7.38837       0.846493        41.0482        39.4693     
  1105.77        500.000                 NaN            NaN   7.42461                 NaN            NaN   3.82305        7.38837       0.846493        41.0482        39.4693     
  1104.70        500.000                 NaN            NaN   7.54199                 NaN            NaN   3.74105        7.38919       0.841550        41.0430        39.4433     
  1103.63        500.000                 NaN            NaN   7.53705                 NaN            NaN   3.74811        7.39229       0.841066        41.0355        39.4460     
  1102.56        500.000                 NaN            NaN   7.52158                 NaN            NaN   3.75492        7.39113       0.843120        41.0416        39.4476     
  1101.50        500.000                 NaN            NaN   7.50177                 NaN            NaN   3.76864        7.38865       0.843300        41.0459        39.4517     
  1100.43        500.000                 NaN            NaN   7.50968                 NaN            NaN   3.76663        7.39208       0.842771        41.0355        39.4534     
  1099.36        500.000                 NaN            NaN   7.48518                 NaN            NaN   3.77982        7.39059       0.844715        41.0439        39.4558     
  1098.29        500.000                 NaN            NaN   7.47474                 NaN            NaN   3.78985        7.39172       0.844085        41.0396        39.4600     
  1097.22        500.000                 NaN            NaN   7.45459                 NaN            NaN   3.80202        7.38842       0.845246        41.0472        39.4625     
  1096.15        500.000                 NaN            NaN   7.44441                 NaN            NaN   3.80960        7.38862       0.845540        41.0470        39.4649     
  1095.09        500.000                 NaN            NaN   7.42461                 NaN            NaN   3.82305        7.38837       0.846493        41.0482        39.4693     
  1094.02        500.000                 NaN            NaN   7.41892                 NaN            NaN   3.82702        7.38849       0.846664        41.0485        39.4704     
  1092.95        500.000                 NaN            NaN   7.40670                 NaN            NaN   3.83552        7.38841       0.847147        41.0492        39.4731     
  1091.88        500.000                 NaN            NaN   7.40516                 NaN            NaN   3.83869        7.39340       0.846954        41.0395        39.4762     
  1090.81        500.000                 NaN            NaN   7.38945                 NaN            NaN   3.84842        7.38902       0.847721        41.0477        39.4777     
  1089.74        500.000                 NaN            NaN   7.37146                 NaN            NaN   3.86152        7.38874       0.848221        41.0486        39.4815     
  1088.67        500.000                 NaN            NaN   7.36663                 NaN            NaN   3.86455        7.38913       0.848631        41.0481        39.4829     
  1087.61        500.000                 NaN            NaN   7.35700                 NaN            NaN   3.87153        7.38935       0.848964        41.0479        39.4853     
  1086.54        500.000                 NaN            NaN   7.32411                 NaN            NaN   3.89346        7.38923       0.851229        41.0500        39.4919     
  1085.47        500.000                 NaN            NaN   7.24915                 NaN            NaN   3.93928        7.38546       0.856246        41.0642        39.5056     
  1084.40        500.000                 NaN            NaN   7.24319                 NaN            NaN   3.94174        7.38482       0.857276        41.0668        39.5062     
  1083.33        500.000                 NaN            NaN   7.24377                 NaN            NaN   3.94223        7.38519       0.856753        41.0655        39.5065     
  1082.26        500.000                 NaN            NaN   7.21827                 NaN            NaN   3.96305        7.38586       0.856413        41.0634        39.5130     
  1081.20        500.000                 NaN            NaN   7.21569                 NaN            NaN   3.96493        7.38594       0.856487        41.0633        39.5137     
  1080.13        500.000                 NaN            NaN   7.21454                 NaN            NaN   3.96587        7.38598       0.856437        41.0633        39.5139     
  1079.06        500.000                 NaN            NaN   7.26776                 NaN            NaN   3.93445        7.39106       0.852544        41.0483        39.5058     
  1077.99        500.000                 NaN            NaN   7.25840                 NaN            NaN   3.94102        7.39017       0.852943        41.0494        39.5081     
  1076.92        500.000                 NaN            NaN   2.39963        4.03256                 NaN   4.40923        7.31013       0.919239        41.3077        39.6215     
  1075.85        500.000                 NaN            NaN   7.25840                 NaN            NaN   3.94102        7.39017       0.852943        41.0494        39.5081     
  1074.79        500.000                 NaN            NaN   2.40287        4.00844                 NaN   4.40007        7.28094       0.922701        41.3868        39.5982     
  1073.72        500.000                 NaN            NaN   7.14917                 NaN            NaN   3.99802        7.37776       0.863946        41.0900        39.5211     
  1072.65        500.000                 NaN            NaN   2.40265        4.00872                 NaN   4.43164        7.31113       0.915618        41.3041        39.6262     
  1071.58        500.000                 NaN            NaN   7.25840                 NaN            NaN   3.94102        7.39017       0.852943        41.0494        39.5081     
  1070.51        500.000                 NaN            NaN   7.22239                 NaN            NaN   3.96127        7.38100       0.857422        41.0662        39.5117     
  1069.44        500.000                 NaN            NaN   7.16478                 NaN            NaN   4.00103        7.38848       0.859168        41.0597        39.5269     
  1068.38        500.000                 NaN            NaN   7.18595                 NaN            NaN   3.99371        7.39306       0.855483        41.0456        39.5262     
  1067.31        500.000                 NaN            NaN   7.16310                 NaN            NaN   4.00635        7.39068       0.857244        41.0534        39.5292     
  1066.24        500.000                 NaN            NaN   7.15405                 NaN            NaN   4.01289        7.39080       0.857613        41.0532        39.5315     
  1065.17        500.000                 NaN            NaN   7.15268                 NaN            NaN   4.01474        7.39155       0.857283        41.0514        39.5323     
  1064.10        500.000                 NaN            NaN   7.14909                 NaN            NaN   4.01920        7.39239       0.857024        41.0478        39.5345     
  1063.03        500.000                 NaN            NaN   7.09574                 NaN            NaN   4.05942        7.39542       0.858574        41.0418        39.5490     
  1061.97        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1060.90        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1059.83        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1058.76        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1057.69        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1056.62        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1055.56        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1054.49        500.000                 NaN            NaN   7.08516                 NaN            NaN   4.06715        7.39633       0.858924        41.0407        39.5518     
  1053.42        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1052.35        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1051.28        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1050.21        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1049.15        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1048.08        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1047.01        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1045.94        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1044.87        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1043.80        500.000                 NaN            NaN   7.09260                 NaN            NaN   4.06171        7.39554       0.858679        41.0416        39.5498     
  1042.73        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1041.67        500.000                 NaN            NaN   6.94918                 NaN            NaN   4.15440        7.39378       0.865325        41.0603        39.5770     
  1040.60        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1039.53        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1038.46        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1037.39        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1036.32        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1035.26        500.000                 NaN            NaN   6.96029                 NaN            NaN   4.16161        7.40396       0.862497        41.0248        39.5868     
  1034.19        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1033.12        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1032.05        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1030.98        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1029.91        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1028.85        500.000                 NaN            NaN   6.95854                 NaN            NaN   4.16234        7.40361       0.862652        41.0260        39.5868     
  1027.78        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1026.71        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1025.64        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1024.57        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1023.50        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1022.44        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1021.37        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1020.30        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1019.23        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1018.16        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1017.09        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1016.03        500.000                 NaN            NaN   6.91234                 NaN            NaN   4.19802        7.40758       0.863805        41.0177        39.6006     
  1014.96        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1013.89        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1012.82        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1011.75        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1010.68        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1009.62        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1008.55        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1007.48        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1006.41        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1005.34        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1004.27        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1003.21        500.000                 NaN            NaN   6.83030                 NaN            NaN   4.26311        7.41673       0.865484        40.9975        39.6269     
  1002.14        500.000                 NaN            NaN   6.80317                 NaN            NaN   4.28544        7.42065       0.865869        40.9885        39.6363     
  1001.07        500.000                 NaN            NaN   6.69897                 NaN            NaN   4.34219        7.41013       0.874712        41.0240        39.6500     
