|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/TIS/TIS_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1190.17        500.000                 NaN   99.9997       0.176221E-003            NaN            NaN  0.194745E-004  0.274938E-004  0.713050E-005  0.856754E-004            NaN
  1189.10        500.000                 NaN   99.9975                 NaN            NaN            NaN  0.351460E-004  0.173679E-003  0.605879E-005  0.113541E-002  0.115064E-002
  1188.03        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1186.96        500.000                 NaN            NaN   8.95128       0.661798                 NaN            NaN   7.44302       0.329007        42.5889        40.0260     
  1185.90        500.000                 NaN            NaN   1.67719        7.93282       0.196877E-003            NaN   7.41991       0.331403        42.6065        40.0320     
  1184.83        500.000                 NaN            NaN   8.79493       0.828537                 NaN            NaN   7.44967       0.326375        42.5737        40.0268     
  1183.76        500.000                 NaN            NaN   8.71709       0.916187                 NaN            NaN   7.45007       0.325179        42.5633        40.0282     
  1182.69        500.000                 NaN            NaN   9.03468       0.614051                 NaN            NaN   7.45000       0.321978        42.5473        40.0319     
  1181.62        500.000                 NaN            NaN   2.70430        6.91983                 NaN            NaN   7.39793       0.330516        42.6220        40.0254     
  1180.55        500.000                 NaN            NaN   2.21691        7.45022       0.325981E-004            NaN   7.44172       0.324807        42.5216        40.0447     
  1179.49        500.000                 NaN            NaN   9.65765                 NaN            NaN            NaN   7.45754       0.319731        42.5227        40.0424     
  1178.42        500.000                 NaN            NaN   7.32957        2.29242                 NaN            NaN   7.41604       0.329500        42.5935        40.0390     
  1177.35        500.000                 NaN            NaN   1.73255        7.92773                 NaN            NaN   7.45276       0.321626        42.5256        40.0397     
  1176.28        500.000                 NaN            NaN  0.663171        8.99477       0.669839E-005            NaN   7.45741       0.321859        42.5223        40.0405     
  1175.21        500.000                 NaN            NaN   9.63986       0.811899E-002            NaN            NaN   7.45381       0.322522        42.5388        40.0369     
  1174.14        500.000                 NaN            NaN   8.03529       0.220647E-001  0.586495E-004  0.932743        7.29933       0.381895        42.8911        40.4375     
  1173.08        500.000                 NaN            NaN   7.79932       0.127757E-004            NaN   1.08112        7.27809       0.392494        42.9449        40.5040     
  1172.01        500.000                 NaN            NaN   7.58616       0.318728E-004            NaN   1.20140        7.26114       0.402545        42.9897        40.5590     
  1170.94        500.000                 NaN            NaN   7.59943        2.03551                 NaN            NaN   7.43491       0.325525        42.5598        40.0448     
  1169.87        500.000                 NaN            NaN   6.84854       0.113122E-003            NaN   1.62246        7.22401       0.438285        43.1319        40.7347     
  1168.80        500.000                 NaN            NaN   6.80929       0.412212E-002            NaN   1.64320        7.21942       0.439682        43.1395        40.7448     
  1167.73        500.000                 NaN            NaN   6.77314       0.871590E-003            NaN   1.66631        7.21421       0.441212        43.1484        40.7559     
  1166.67        500.000                 NaN            NaN   6.73824       0.769913E-005            NaN   1.68742        7.21007       0.442467        43.1554        40.7664     
  1165.60        500.000                 NaN            NaN   6.71233                 NaN            NaN   1.70327        7.20878       0.443021        43.1575        40.7751     
  1164.53        500.000                 NaN            NaN   6.68968                 NaN            NaN   1.71721        7.20887       0.443179        43.1578        40.7833     
  1163.46        500.000                 NaN            NaN   6.67109                 NaN            NaN   1.72863        7.21096       0.442661        43.1564        40.7903     
  1162.39        500.000                 NaN            NaN   6.84698                 NaN            NaN   1.63576        7.23194       0.431454        43.1012        40.7527     
  1161.32        500.000                 NaN            NaN   6.62632                 NaN            NaN   1.75501        7.22517       0.441106        43.1435        40.8089     
  1160.26        500.000                 NaN            NaN   6.46307                 NaN            NaN   1.84857        7.21834       0.446982        43.1752        40.8479     
  1159.19        500.000                 NaN            NaN   6.42479                 NaN            NaN   1.86945        7.21380       0.448726        43.1864        40.8568     
  1158.12        500.000                 NaN            NaN   6.40187                 NaN            NaN   1.88182        7.21033       0.449694        43.1941        40.8622     
  1157.05        500.000                 NaN            NaN   6.42629                 NaN            NaN   1.87055        7.21082       0.447073        43.1883        40.8570     
  1155.98        500.000                 NaN            NaN   6.41638                 NaN            NaN   1.88186        7.21789       0.450409        43.1641        40.8693     
  1154.91        500.000                 NaN            NaN   6.39943                 NaN            NaN   1.89266        7.21708       0.450985        43.1640        40.8758     
  1153.85        500.000                 NaN            NaN   6.43519                 NaN            NaN   1.86944        7.20122       0.448558        43.1835        40.8621     
  1152.78        500.000                 NaN            NaN   6.36653                 NaN            NaN   1.91374        7.21472       0.452344        43.1634        40.8892     
  1151.71        500.000                 NaN            NaN   6.42028                 NaN            NaN   1.88308        7.20270       0.448711        43.1754        40.8699     
  1150.64        500.000                 NaN            NaN   6.38840                 NaN            NaN   1.90296        7.20148       0.452546        43.1711        40.8835     
  1149.57        500.000                 NaN            NaN   6.27072                 NaN            NaN   1.96563        7.19427       0.458526        43.2001        40.9107     
  1148.50        500.000                 NaN            NaN   6.27211                 NaN            NaN   1.96343        7.19245       0.458889        43.2022        40.9109     
  1147.44        500.000                 NaN            NaN   6.26285                 NaN            NaN   1.96850        7.18929       0.459481        43.2062        40.9136     
  1146.37        500.000                 NaN            NaN   6.28422                 NaN            NaN   1.96263        7.19462       0.454056        43.1950        40.9095     
  1145.30        500.000                 NaN            NaN   6.24390                 NaN            NaN   1.98587        7.19203       0.455703        43.2020        40.9205     
  1144.23        500.000                 NaN            NaN   6.23888                 NaN            NaN   1.98914        7.19212       0.455801        43.2010        40.9230     
  1143.16        500.000                 NaN            NaN   5.98502                 NaN            NaN   2.10216        7.14124       0.473716        43.3381        40.9597     
  1142.09        500.000                 NaN            NaN   6.19091                 NaN            NaN   2.01710        7.18933       0.457693        43.2078        40.9372     
  1141.02        500.000                 NaN            NaN   6.16121                 NaN            NaN   2.03429        7.18747       0.458900        43.2124        40.9457     
  1139.96        500.000                 NaN            NaN   6.12108                 NaN            NaN   2.05345        7.18348       0.460745        43.2261        40.9551     
  1138.89        500.000                 NaN            NaN   6.07579                 NaN            NaN   2.08066        7.18768       0.462632        43.2268        40.9664     
  1137.82        500.000                 NaN            NaN   6.01546                 NaN            NaN   2.11099        7.17234       0.466763        43.2566        40.9778     
  1136.75        500.000                 NaN            NaN   6.09182                 NaN            NaN   2.07466        7.18405       0.461497        43.2206        40.9674     
  1135.68        500.000                 NaN            NaN   6.07458                 NaN            NaN   2.08529        7.18339       0.462123        43.2216        40.9730     
  1134.61        500.000                 NaN            NaN   5.85689                 NaN            NaN   2.18046        7.13964       0.477589        43.3426        41.0028     
  1133.55        500.000                 NaN            NaN   6.03968                 NaN            NaN   2.10540        7.18160       0.463457        43.2260        40.9839     
  1132.48        500.000                 NaN            NaN   6.02494                 NaN            NaN   2.11458        7.18113       0.463975        43.2265        40.9889     
  1131.41        500.000                 NaN            NaN   6.01361                 NaN            NaN   2.12020        7.18281       0.464446        43.2263        40.9926     
  1130.34        500.000                 NaN            NaN   6.01142                 NaN            NaN   2.11862        7.18673       0.465203        43.2246        40.9935     
  1129.27        500.000                 NaN            NaN   5.96370                 NaN            NaN   2.14586        7.17691       0.466767        43.2427        41.0041     
  1128.20        500.000                 NaN            NaN   5.93295                 NaN            NaN   2.16530        7.17588       0.468006        43.2433        41.0146     
  1127.14        500.000                 NaN            NaN   5.92377                 NaN            NaN   2.16915        7.17499       0.468256        43.2464        41.0175     
  1126.07        500.000                 NaN            NaN   5.91166                 NaN            NaN   2.17688        7.17493       0.468735        43.2452        41.0226     
  1125.00        500.000                 NaN            NaN   5.90701                 NaN            NaN   2.17976        7.17541       0.468516        43.2450        41.0243     
  1123.93        500.000                 NaN            NaN   5.88537                 NaN            NaN   2.19244        7.17345       0.469483        43.2484        41.0308     
  1122.86        500.000                 NaN            NaN   5.87212                 NaN            NaN   2.20043        7.17267       0.469944        43.2491        41.0357     
  1121.79        500.000                 NaN            NaN   5.86937                 NaN            NaN   2.20461        7.17375       0.469862        43.2439        41.0386     
  1120.73        500.000                 NaN            NaN   5.68247                 NaN            NaN   2.28845        7.13924       0.482647        43.3421        41.0651     
  1119.66        500.000                 NaN            NaN   5.85196                 NaN            NaN   2.21689        7.17409       0.470337        43.2407        41.0460     
  1118.59        500.000                 NaN            NaN   5.84005                 NaN            NaN   2.22401        7.17373       0.470755        43.2413        41.0502     
  1117.52        500.000                 NaN            NaN   5.82837                 NaN            NaN   2.23100        7.17338       0.471164        43.2418        41.0543     
  1116.45        500.000                 NaN            NaN   5.81686                 NaN            NaN   2.23790        7.17304       0.471567        43.2422        41.0584     
  1115.38        500.000                 NaN            NaN   5.80557                 NaN            NaN   2.24468        7.17273       0.471959        43.2427        41.0624     
  1114.32        500.000                 NaN            NaN   5.79465                 NaN            NaN   2.25124        7.17245       0.472335        43.2430        41.0663     
  1113.25        500.000                 NaN            NaN   5.78381                 NaN            NaN   2.25776        7.17217       0.472709        43.2433        41.0703     
  1112.18        500.000                 NaN            NaN   5.77313                 NaN            NaN   2.26419        7.17191       0.473075        43.2436        41.0741     
  1111.11        500.000                 NaN            NaN   5.76261                 NaN            NaN   2.27053        7.17166       0.473436        43.2438        41.0780     
  1110.04        500.000                 NaN            NaN   5.75228                 NaN            NaN   2.27676        7.17142       0.473789        43.2440        41.0818     
  1108.97        500.000                 NaN            NaN   5.74208                 NaN            NaN   2.28292        7.17121       0.474136        43.2441        41.0855     
  1107.91        500.000                 NaN            NaN   5.62260                 NaN            NaN   2.35716        7.16984       0.478235        43.2490        41.1232     
  1106.84        500.000                 NaN            NaN   5.62248                 NaN            NaN   2.35711        7.16981       0.478227        43.2485        41.1239     
  1105.77        500.000                 NaN            NaN   5.62235                 NaN            NaN   2.35706        7.16978       0.478218        43.2479        41.1246     
  1104.70        500.000                 NaN            NaN   5.70296                 NaN            NaN   2.30657        7.17089       0.475439        43.2440        41.1002     
  1103.63        500.000                 NaN            NaN   5.70011                 NaN            NaN   2.31089        7.17392       0.475161        43.2359        41.1040     
  1102.56        500.000                 NaN            NaN   5.68915                 NaN            NaN   2.31500        7.17265       0.476305        43.2411        41.1058     
  1101.50        500.000                 NaN            NaN   5.67467                 NaN            NaN   2.32340        7.17017       0.476396        43.2448        41.1105     
  1100.43        500.000                 NaN            NaN   5.68151                 NaN            NaN   2.32213        7.17351       0.476092        43.2336        41.1132     
  1099.36        500.000                 NaN            NaN   5.66300                 NaN            NaN   2.33018        7.17198       0.477177        43.2416        41.1161     
  1098.29        500.000                 NaN            NaN   5.65692                 NaN            NaN   2.33630        7.17299       0.476809        43.2361        41.1209     
  1097.22        500.000                 NaN            NaN   5.64198                 NaN            NaN   2.34373        7.16970       0.477453        43.2433        41.1238     
  1096.15        500.000                 NaN            NaN   5.63499                 NaN            NaN   2.34835        7.16984       0.477608        43.2423        41.1269     
  1095.09        500.000                 NaN            NaN   5.62113                 NaN            NaN   2.35657        7.16952       0.478135        43.2427        41.1319     
  1094.02        500.000                 NaN            NaN   5.61714                 NaN            NaN   2.35897        7.16958       0.478222        43.2424        41.1337     
  1092.95        500.000                 NaN            NaN   5.60860                 NaN            NaN   2.36415        7.16945       0.478484        43.2423        41.1370     
  1091.88        500.000                 NaN            NaN   5.60849                 NaN            NaN   2.36605        7.17428       0.478367        43.2317        41.1411     
  1090.81        500.000                 NaN            NaN   5.59679                 NaN            NaN   2.37198        7.16995       0.478788        43.2394        41.1430     
  1089.74        500.000                 NaN            NaN   5.58450                 NaN            NaN   2.37999        7.16959       0.479058        43.2395        41.1473     
  1088.67        500.000                 NaN            NaN   5.58098                 NaN            NaN   2.38180        7.16993       0.479281        43.2385        41.1495     
  1087.61        500.000                 NaN            NaN   5.57436                 NaN            NaN   2.38605        7.17009       0.479459        43.2375        41.1526     
  1086.54        500.000                 NaN            NaN   5.55154                 NaN            NaN   2.39948        7.16985       0.480724        43.2387        41.1597     
  1085.47        500.000                 NaN            NaN   5.49812                 NaN            NaN   2.42758        7.16592       0.483532        43.2516        41.1733     
  1084.40        500.000                 NaN            NaN   5.49358                 NaN            NaN   2.42904        7.16524       0.484103        43.2536        41.1745     
  1083.33        500.000                 NaN            NaN   5.49401                 NaN            NaN   2.42929        7.16559       0.483800        43.2518        41.1755     
  1082.26        500.000                 NaN            NaN   5.47672                 NaN            NaN   2.44206        7.16617       0.483596        43.2487        41.1828     
  1081.20        500.000                 NaN            NaN   5.47487                 NaN            NaN   2.44316        7.16621       0.483629        43.2480        41.1841     
  1080.13        500.000                 NaN            NaN   5.47400                 NaN            NaN   2.44369        7.16621       0.483592        43.2474        41.1851     
  1079.06        500.000                 NaN            NaN   5.51262                 NaN            NaN   2.42433        7.17127       0.481396        43.2321        41.1783     
  1077.99        500.000                 NaN            NaN   5.50600                 NaN            NaN   2.42832        7.17035       0.481611        43.2325        41.1812     
  1076.92        500.000                 NaN            NaN   1.81950        3.08723                 NaN   2.71564        7.08975       0.518822        43.4860        41.2831     
  1075.85        500.000                 NaN            NaN   5.50576                 NaN            NaN   2.42822        7.17030       0.481594        43.2315        41.1826     
  1074.79        500.000                 NaN            NaN   1.82182        3.06015                 NaN   2.70981        7.06120       0.520744        43.5671        41.2592     
  1073.72        500.000                 NaN            NaN   5.42479                 NaN            NaN   2.46311        7.15784       0.487765        43.2710        41.1955     
  1072.65        500.000                 NaN            NaN   1.82159        3.07277                 NaN   2.72917        7.09049       0.516733        43.4791        41.2902     
  1071.58        500.000                 NaN            NaN   5.50529                 NaN            NaN   2.42802        7.17020       0.481561        43.2294        41.1855     
  1070.51        500.000                 NaN            NaN   5.47872                 NaN            NaN   2.44041        7.16119       0.484075        43.2461        41.1895     
  1069.44        500.000                 NaN            NaN   5.43954                 NaN            NaN   2.46479        7.16822       0.485040        43.2375        41.2049     
  1068.38        500.000                 NaN            NaN   5.45651                 NaN            NaN   2.46024        7.17269       0.482954        43.2224        41.2052     
  1067.31        500.000                 NaN            NaN   5.43738                 NaN            NaN   2.46801        7.17042       0.483945        43.2307        41.2095     
  1066.24        500.000                 NaN            NaN   5.43122                 NaN            NaN   2.47197        7.17049       0.484143        43.2297        41.2124     
  1065.17        500.000                 NaN            NaN   5.43042                 NaN            NaN   2.47306        7.17118       0.483947        43.2274        41.2140     
  1064.10        500.000                 NaN            NaN   5.42971                 NaN            NaN   2.47573        7.17189       0.483787        43.2224        41.2165     
  1063.03        500.000                 NaN            NaN   5.39535                 NaN            NaN   2.50037        7.17457       0.484639        43.2140        41.2311     
  1061.97        500.000                 NaN            NaN   5.39314                 NaN            NaN   2.50172        7.17465       0.484689        43.2132        41.2326     
  1060.90        500.000                 NaN            NaN   5.39303                 NaN            NaN   2.50167        7.17463       0.484681        43.2127        41.2333     
  1059.83        500.000                 NaN            NaN   5.39291                 NaN            NaN   2.50162        7.17460       0.484672        43.2121        41.2341     
  1058.76        500.000                 NaN            NaN   5.39280                 NaN            NaN   2.50157        7.17457       0.484664        43.2116        41.2348     
  1057.69        500.000                 NaN            NaN   5.39268                 NaN            NaN   2.50152        7.17455       0.484655        43.2111        41.2355     
  1056.62        500.000                 NaN            NaN   5.39257                 NaN            NaN   2.50146        7.17452       0.484647        43.2106        41.2362     
  1055.56        500.000                 NaN            NaN   5.39245                 NaN            NaN   2.50141        7.17450       0.484639        43.2101        41.2369     
  1054.49        500.000                 NaN            NaN   5.38743                 NaN            NaN   2.50470        7.17522       0.484767        43.2084        41.2395     
  1053.42        500.000                 NaN            NaN   5.39222                 NaN            NaN   2.50131        7.17444       0.484622        43.2090        41.2384     
  1052.35        500.000                 NaN            NaN   5.39210                 NaN            NaN   2.50126        7.17442       0.484614        43.2085        41.2391     
  1051.28        500.000                 NaN            NaN   5.39199                 NaN            NaN   2.50121        7.17439       0.484605        43.2080        41.2398     
  1050.21        500.000                 NaN            NaN   5.39187                 NaN            NaN   2.50115        7.17437       0.484597        43.2075        41.2406     
  1049.15        500.000                 NaN            NaN   5.39176                 NaN            NaN   2.50110        7.17434       0.484589        43.2069        41.2413     
  1048.08        500.000                 NaN            NaN   5.39164                 NaN            NaN   2.50105        7.17432       0.484580        43.2064        41.2420     
  1047.01        500.000                 NaN            NaN   5.39153                 NaN            NaN   2.50100        7.17429       0.484572        43.2059        41.2427     
  1045.94        500.000                 NaN            NaN   5.39141                 NaN            NaN   2.50095        7.17426       0.484564        43.2054        41.2434     
  1044.87        500.000                 NaN            NaN   5.39130                 NaN            NaN   2.50089        7.17424       0.484555        43.2049        41.2442     
  1043.80        500.000                 NaN            NaN   5.39118                 NaN            NaN   2.50084        7.17421       0.484547        43.2043        41.2449     
  1042.73        500.000                 NaN            NaN   5.30309                 NaN            NaN   2.56259        7.18157       0.486750        43.1844        41.2816     
  1041.67        500.000                 NaN            NaN   5.29089                 NaN            NaN   2.55762        7.17194       0.488245        43.2196        41.2717     
  1040.60        500.000                 NaN            NaN   5.30287                 NaN            NaN   2.56248        7.18152       0.486733        43.1834        41.2830     
  1039.53        500.000                 NaN            NaN   5.30276                 NaN            NaN   2.56243        7.18149       0.486725        43.1828        41.2837     
  1038.46        500.000                 NaN            NaN   5.30264                 NaN            NaN   2.56238        7.18147       0.486717        43.1823        41.2845     
  1037.39        500.000                 NaN            NaN   5.30253                 NaN            NaN   2.56232        7.18144       0.486708        43.1818        41.2852     
  1036.32        500.000                 NaN            NaN   5.30242                 NaN            NaN   2.56227        7.18142       0.486700        43.1813        41.2859     
  1035.26        500.000                 NaN            NaN   5.30368                 NaN            NaN   2.56177        7.18174       0.486605        43.1795        41.2867     
  1034.19        500.000                 NaN            NaN   5.30220                 NaN            NaN   2.56217        7.18137       0.486683        43.1802        41.2873     
  1033.12        500.000                 NaN            NaN   5.30208                 NaN            NaN   2.56211        7.18134       0.486675        43.1797        41.2881     
  1032.05        500.000                 NaN            NaN   5.30197                 NaN            NaN   2.56206        7.18132       0.486666        43.1792        41.2888     
  1030.98        500.000                 NaN            NaN   5.30186                 NaN            NaN   2.56201        7.18129       0.486658        43.1787        41.2895     
  1029.91        500.000                 NaN            NaN   5.30175                 NaN            NaN   2.56195        7.18126       0.486650        43.1782        41.2902     
  1028.85        500.000                 NaN            NaN   5.30164                 NaN            NaN   2.56190        7.18124       0.486641        43.1776        41.2909     
  1027.78        500.000                 NaN            NaN   5.27179                 NaN            NaN   2.58375        7.18490       0.487273        43.1672        41.3051     
  1026.71        500.000                 NaN            NaN   5.27168                 NaN            NaN   2.58369        7.18488       0.487265        43.1667        41.3058     
  1025.64        500.000                 NaN            NaN   5.27157                 NaN            NaN   2.58364        7.18485       0.487256        43.1662        41.3065     
  1024.57        500.000                 NaN            NaN   5.27146                 NaN            NaN   2.58359        7.18483       0.487248        43.1657        41.3072     
  1023.50        500.000                 NaN            NaN   5.27135                 NaN            NaN   2.58353        7.18480       0.487240        43.1651        41.3079     
  1022.44        500.000                 NaN            NaN   5.27124                 NaN            NaN   2.58348        7.18477       0.487231        43.1646        41.3087     
  1021.37        500.000                 NaN            NaN   5.27113                 NaN            NaN   2.58343        7.18475       0.487223        43.1641        41.3094     
  1020.30        500.000                 NaN            NaN   5.27102                 NaN            NaN   2.58337        7.18472       0.487215        43.1636        41.3101     
  1019.23        500.000                 NaN            NaN   5.27091                 NaN            NaN   2.58332        7.18470       0.487206        43.1631        41.3108     
  1018.16        500.000                 NaN            NaN   5.27080                 NaN            NaN   2.58327        7.18467       0.487198        43.1625        41.3115     
  1017.09        500.000                 NaN            NaN   5.27069                 NaN            NaN   2.58321        7.18465       0.487190        43.1620        41.3122     
  1016.03        500.000                 NaN            NaN   5.27058                 NaN            NaN   2.58316        7.18462       0.487181        43.1615        41.3130     
  1014.96        500.000                 NaN            NaN   5.21870                 NaN            NaN   2.62305        7.19317       0.488099        43.1377        41.3393     
  1013.89        500.000                 NaN            NaN   5.21860                 NaN            NaN   2.62299        7.19314       0.488091        43.1372        41.3400     
  1012.82        500.000                 NaN            NaN   5.21849                 NaN            NaN   2.62294        7.19311       0.488082        43.1366        41.3407     
  1011.75        500.000                 NaN            NaN   5.21838                 NaN            NaN   2.62289        7.19309       0.488074        43.1361        41.3415     
  1010.68        500.000                 NaN            NaN   5.21827                 NaN            NaN   2.62283        7.19306       0.488066        43.1356        41.3422     
  1009.62        500.000                 NaN            NaN   5.21816                 NaN            NaN   2.62278        7.19304       0.488057        43.1351        41.3429     
  1008.55        500.000                 NaN            NaN   5.21805                 NaN            NaN   2.62272        7.19301       0.488049        43.1346        41.3436     
  1007.48        500.000                 NaN            NaN   5.21794                 NaN            NaN   2.62267        7.19299       0.488041        43.1340        41.3443     
  1006.41        500.000                 NaN            NaN   5.21784                 NaN            NaN   2.62261        7.19296       0.488033        43.1335        41.3450     
  1005.34        500.000                 NaN            NaN   5.21773                 NaN            NaN   2.62256        7.19294       0.488024        43.1330        41.3457     
  1004.27        500.000                 NaN            NaN   5.21762                 NaN            NaN   2.62251        7.19291       0.488016        43.1325        41.3464     
  1003.21        500.000                 NaN            NaN   5.21751                 NaN            NaN   2.62245        7.19289       0.488008        43.1320        41.3472     
  1002.14        500.000                 NaN            NaN   5.20077                 NaN            NaN   2.63610        7.19656       0.488209        43.1212        41.3571     
  1001.07        500.000                 NaN            NaN   5.12371                 NaN            NaN   2.67082        7.18600       0.493164        43.1561        41.3702     
