|6.6.6
Archiving\03_Data\fracLP/QFM_m5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1581.45        500.000        98.8239                 NaN            NaN            NaN  0.208826E-001            NaN            NaN   1.15525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8425                 NaN            NaN            NaN  0.188540E-001            NaN            NaN   1.13867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7944                 NaN            NaN            NaN  0.182113E-001            NaN            NaN   1.18741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9556                 NaN            NaN            NaN  0.142532E-001            NaN            NaN   1.03010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8959                 NaN            NaN            NaN  0.135362E-001            NaN            NaN   1.09052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9282                 NaN            NaN            NaN  0.143052E-001            NaN            NaN   1.05745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9374                 NaN            NaN            NaN  0.729506E-002            NaN            NaN   1.05527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9500                 NaN            NaN            NaN  0.410694E-002            NaN            NaN   1.04591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9704                 NaN            NaN            NaN  0.627703E-002            NaN            NaN   1.02337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9873                 NaN            NaN            NaN  0.653502E-002            NaN            NaN   1.00613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6971                 NaN            NaN            NaN  0.826996E-001            NaN            NaN   1.22019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.3171                 NaN            NaN            NaN  0.124960E-005            NaN            NaN  0.682946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0320                 NaN            NaN            NaN            NaN            NaN            NaN  0.967956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        97.8865                 NaN            NaN            NaN            NaN            NaN            NaN   2.11352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.9429                 NaN            NaN            NaN            NaN            NaN            NaN  0.571083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3822                 NaN            NaN            NaN            NaN            NaN            NaN  0.617820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0866                 NaN            NaN            NaN  0.854160E-006            NaN            NaN  0.913408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1027                 NaN            NaN            NaN            NaN            NaN            NaN  0.897279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1213                 NaN            NaN            NaN  0.328286E-001            NaN            NaN  0.845856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1288                 NaN            NaN            NaN            NaN            NaN            NaN  0.871200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1406                 NaN            NaN            NaN  0.221133E-003            NaN            NaN  0.859164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1514                 NaN            NaN            NaN            NaN            NaN            NaN  0.848623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1618                 NaN            NaN            NaN            NaN            NaN            NaN  0.838192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1753                 NaN            NaN            NaN  0.628360E-003            NaN            NaN  0.824071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1868                 NaN            NaN            NaN            NaN            NaN            NaN  0.813218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1946                 NaN            NaN            NaN            NaN            NaN            NaN  0.805370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2073                 NaN            NaN            NaN            NaN            NaN            NaN  0.792725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2147                 NaN            NaN            NaN            NaN            NaN            NaN  0.785253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2274                 NaN            NaN            NaN            NaN            NaN            NaN  0.772643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2345                 NaN            NaN            NaN            NaN            NaN            NaN  0.765506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2463                 NaN            NaN            NaN            NaN            NaN            NaN  0.753710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2546                 NaN            NaN            NaN            NaN            NaN            NaN  0.745398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2668                 NaN            NaN            NaN            NaN            NaN            NaN  0.733182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2752                 NaN            NaN            NaN            NaN            NaN            NaN  0.724826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2834                 NaN            NaN            NaN            NaN            NaN            NaN  0.716565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2431                 NaN            NaN            NaN            NaN            NaN            NaN  0.473482       0.283378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1728                 NaN            NaN            NaN            NaN            NaN            NaN  0.895632E-001  0.737596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1824                 NaN            NaN            NaN            NaN            NaN            NaN  0.829573E-001  0.734635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1894                 NaN            NaN            NaN            NaN            NaN            NaN  0.754599E-001  0.735100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1960                 NaN            NaN            NaN            NaN            NaN            NaN  0.670192E-001  0.736978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2030                 NaN            NaN            NaN            NaN            NaN            NaN  0.596722E-001  0.737342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2089                 NaN            NaN            NaN            NaN            NaN            NaN  0.512852E-001  0.739818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2157                 NaN            NaN            NaN            NaN            NaN            NaN  0.425052E-001  0.741837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2198                 NaN            NaN            NaN            NaN            NaN            NaN  0.347391E-001  0.745489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2254                 NaN            NaN            NaN            NaN            NaN            NaN  0.253543E-001  0.749224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2298                 NaN            NaN            NaN            NaN            NaN            NaN  0.159725E-001  0.754232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2311                 NaN            NaN            NaN            NaN            NaN            NaN  0.500415E-002  0.763872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2377                 NaN            NaN            NaN            NaN            NaN            NaN  0.229603E-001  0.739360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.761623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.761782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0328                 NaN            NaN            NaN            NaN            NaN            NaN  0.476843E-001  0.602025       0.317452                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.8107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.667706       0.521638                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.8338                 NaN            NaN            NaN            NaN            NaN            NaN  0.407592E-001  0.657629       0.467850                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.8558                 NaN            NaN            NaN            NaN            NaN            NaN  0.660379E-001  0.647960       0.430174                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.8755                 NaN            NaN            NaN            NaN            NaN            NaN  0.590975E-001  0.428028       0.637376                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.8981                 NaN            NaN            NaN            NaN            NaN            NaN  0.591671E-001  0.625225       0.417556                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.9170                 NaN            NaN            NaN            NaN            NaN            NaN  0.540334E-001  0.413642       0.615302                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.9364                 NaN            NaN            NaN            NaN            NaN            NaN  0.520328E-001  0.406342       0.605271                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.9551                 NaN            NaN            NaN            NaN            NaN            NaN  0.509460E-001  0.595700       0.398281                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.9732                 NaN            NaN            NaN            NaN            NaN            NaN  0.491258E-001  0.586194       0.391497                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.9913                 NaN            NaN            NaN            NaN            NaN            NaN  0.503451E-001  0.576911       0.381415                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.0085                 NaN            NaN            NaN            NaN            NaN            NaN  0.459195E-001  0.567664       0.377908                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        97.4374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.709281        1.06912                 NaN            NaN  0.784224                 NaN            NaN            NaN
  1423.56        500.000        97.2685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13758       0.706783                 NaN            NaN  0.887178                 NaN            NaN            NaN
  1421.05        500.000        97.3712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09471       0.678972                 NaN            NaN  0.855115                 NaN            NaN            NaN
  1418.55        500.000        97.4684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.652709        1.05430                 NaN            NaN  0.824552                 NaN            NaN            NaN
  1416.04        500.000        97.5600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.628041        1.01616                 NaN            NaN  0.795827                 NaN            NaN            NaN
  1413.53        500.000        97.6460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.980007       0.605534                 NaN            NaN  0.768475                 NaN            NaN            NaN
  1411.03        500.000        97.7289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.946130       0.582763                 NaN            NaN  0.742207                 NaN            NaN            NaN
  1408.52        500.000        97.8055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.562197       0.914313                 NaN            NaN  0.718007                 NaN            NaN            NaN
  1406.02        500.000        97.8792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.542627       0.883660                 NaN            NaN  0.694528                 NaN            NaN            NaN
  1403.51        500.000        97.9493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.854432       0.524141                 NaN            NaN  0.672171                 NaN            NaN            NaN
  1401.00        500.000        98.0157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.506294       0.827227                 NaN            NaN  0.650808                 NaN            NaN            NaN
  1398.50        500.000        98.0782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.801523       0.489391                 NaN            NaN  0.630877                 NaN            NaN            NaN
  1395.99        500.000        98.1374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.473464       0.777193                 NaN            NaN  0.611916                 NaN            NaN            NaN
  1393.48        500.000        98.1961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.457616       0.753304                 NaN            NaN  0.592958                 NaN            NaN            NaN
  1390.98        500.000        98.2505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.730895       0.443175                 NaN            NaN  0.575419                 NaN            NaN            NaN
  1388.47        500.000        98.3024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.709802       0.429048                 NaN            NaN  0.558714                 NaN            NaN            NaN
  1385.96        500.000        98.3522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.689882       0.415158                 NaN            NaN  0.542710                 NaN            NaN            NaN
  1383.46        500.000        98.3999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.669968       0.402942                 NaN            NaN  0.527146                 NaN            NaN            NaN
  1380.95        500.000        98.4453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.391002       0.651404                 NaN            NaN  0.512308                 NaN            NaN            NaN
  1378.45        500.000        98.4900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.378313       0.633722                 NaN            NaN  0.497918                 NaN            NaN            NaN
  1375.94        500.000        98.5311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.367329       0.616979                 NaN            NaN  0.484572                 NaN            NaN            NaN
  1373.43        500.000        98.5715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.356469       0.600640                 NaN            NaN  0.471407                 NaN            NaN            NaN
  1370.93        500.000        98.6104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.346243       0.584713                 NaN            NaN  0.458602                 NaN            NaN            NaN
  1368.42        500.000        98.6472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.336169       0.569943                 NaN            NaN  0.446699                 NaN            NaN            NaN
  1365.91        500.000        98.6841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.326108       0.555295                 NaN            NaN  0.434501                 NaN            NaN            NaN
  1363.41        500.000        98.7178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.541802       0.316773                 NaN            NaN  0.423587                 NaN            NaN            NaN
  1360.90        500.000        98.7517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.528001       0.308020                 NaN            NaN  0.412264                 NaN            NaN            NaN
  1358.40        500.000        98.7831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.515682       0.299134                 NaN            NaN  0.402101                 NaN            NaN            NaN
  1355.89        500.000        98.8142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.502897       0.291154                 NaN            NaN  0.391741                 NaN            NaN            NaN
  1353.38        500.000        98.8442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.491083       0.282869                 NaN            NaN  0.381848                 NaN            NaN            NaN
  1350.88        500.000        98.8729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.479623       0.275090                 NaN            NaN  0.372342                 NaN            NaN            NaN
  1348.37        500.000        98.9005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.468414       0.267829                 NaN            NaN  0.363209                 NaN            NaN            NaN
  1345.86        500.000        98.9271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.260648       0.457817                 NaN            NaN  0.354474                 NaN            NaN            NaN
  1343.36        500.000        98.9534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.253553       0.447338                 NaN            NaN  0.345701                 NaN            NaN            NaN
  1340.85        500.000        98.9783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.247047       0.437221                 NaN            NaN  0.337470                 NaN            NaN            NaN
  1338.35        500.000        99.0021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.427586       0.240765                 NaN            NaN  0.329549                 NaN            NaN            NaN
  1335.84        500.000        99.0265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.418165       0.234012                 NaN            NaN  0.321333                 NaN            NaN            NaN
  1333.33        500.000        99.0489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.228311       0.408947                 NaN            NaN  0.313856                 NaN            NaN            NaN
  1330.83        500.000        99.0710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.222196       0.400271                 NaN            NaN  0.306567                 NaN            NaN            NaN
  1328.32        500.000        99.0921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.216539       0.391850                 NaN            NaN  0.299531                 NaN            NaN            NaN
  1325.81        500.000        99.1131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.211284       0.383136                 NaN            NaN  0.292458                 NaN            NaN            NaN
  1323.31        500.000        99.1324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.205694       0.375759                 NaN            NaN  0.286123                 NaN            NaN            NaN
  1320.80        500.000        99.1532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.200230       0.367495                 NaN            NaN  0.279085                 NaN            NaN            NaN
  1318.30        500.000        99.1713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.195476       0.360126                 NaN            NaN  0.273085                 NaN            NaN            NaN
  1315.79        500.000        99.1899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.190429       0.352782                 NaN            NaN  0.266870                 NaN            NaN            NaN
  1313.28        500.000        99.2077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.345608       0.185824                 NaN            NaN  0.260913                 NaN            NaN            NaN
  1310.78        500.000        99.2247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.181348       0.338637                 NaN            NaN  0.255269                 NaN            NaN            NaN
  1308.27        500.000        99.2422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.331712       0.176777                 NaN            NaN  0.249324                 NaN            NaN            NaN
  1305.76        500.000        99.2580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.172675       0.325292                 NaN            NaN  0.244049                 NaN            NaN            NaN
  1303.26        500.000        99.2742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.318785       0.168333                 NaN            NaN  0.238638                 NaN            NaN            NaN
  1300.75        500.000        99.2895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.164506       0.312508                 NaN            NaN  0.233488                 NaN            NaN            NaN
  1298.25        500.000        86.7016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04004        2.20395                 NaN            NaN   1.53402        8.52037                 NaN            NaN
  1295.74        500.000        75.0293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.87222        1.84775                 NaN            NaN   2.71706        16.5337                 NaN            NaN
  1293.23        500.000        81.4664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38990        2.84493                 NaN            NaN   2.03127        12.2675                 NaN            NaN
  1290.73        500.000        85.3032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11597        2.23098                 NaN            NaN   1.62021        9.72967                 NaN            NaN
  1288.22        500.000        87.8438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.933482        1.82297                 NaN            NaN   1.34593        8.05381                 NaN            NaN
  1285.71        500.000        89.6480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.803618        1.53178                 NaN            NaN   1.14950        6.86709                 NaN            NaN
  1283.21        500.000        91.0032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.704576        1.31328                 NaN            NaN   1.00093        5.97806                 NaN            NaN
  1280.70        500.000        92.0566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.627635        1.14219                 NaN            NaN  0.884355        5.28925                 NaN            NaN
  1278.20        500.000        92.9017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00486       0.566050                 NaN            NaN  0.790246        4.73712                 NaN            NaN
  1275.69        500.000        93.5936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.892586       0.514456                 NaN            NaN  0.712529        4.28684                 NaN            NaN
  1273.18        500.000        94.1755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.470627       0.798035                 NaN            NaN  0.646492        3.90933                 NaN            NaN
  1270.68        500.000        94.6733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.433002       0.717541                 NaN            NaN  0.589808        3.58635                 NaN            NaN
  1268.17        500.000        95.0997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648742       0.400354                 NaN            NaN  0.540812        3.31042                 NaN            NaN
  1265.66        500.000        95.4729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.371189       0.588924                 NaN            NaN  0.497680        3.06930                 NaN            NaN
  1263.16        500.000        95.8010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.536501       0.345551                 NaN            NaN  0.459613        2.85736                 NaN            NaN
  1260.65        500.000        96.0935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.322484       0.490037                 NaN            NaN  0.425466        2.66850                 NaN            NaN
  1258.15        500.000        96.3530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.449447       0.301620                 NaN            NaN  0.395191        2.50071                 NaN            NaN
  1255.64        500.000        96.5879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.282337       0.412987                 NaN            NaN  0.367519        2.34922                 NaN            NaN
  1253.13        500.000        96.8004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.265266       0.379715                 NaN            NaN  0.342315        2.21232                 NaN            NaN
  1250.63        500.000        96.9912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.249623       0.350315                 NaN            NaN  0.319780        2.08908                 NaN            NaN
  1248.12        500.000        97.1640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.324491       0.235566                 NaN            NaN  0.299552        1.97638                 NaN            NaN
  1245.61        500.000        97.3225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.222113       0.300995                 NaN            NaN  0.280952        1.87347                 NaN            NaN
  1243.11        500.000        97.4687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.209912       0.279240                 NaN            NaN  0.263525        1.77865                 NaN            NaN
  1240.60        500.000        97.6022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.198560       0.259682                 NaN            NaN  0.247727        1.69180                 NaN            NaN
  1238.10        500.000        97.7241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.188400       0.242160                 NaN            NaN  0.233401        1.61197                 NaN            NaN
  1235.59        500.000        97.8374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.178494       0.226148                 NaN            NaN  0.220016        1.53790                 NaN            NaN
  1233.08        500.000        97.9424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.169679       0.211190                 NaN            NaN  0.207616        1.46914                 NaN            NaN
  1230.58        500.000        98.0383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.197802       0.161522                 NaN            NaN  0.196342        1.40608                 NaN            NaN
  1228.07        500.000        98.1281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.185501       0.153889                 NaN            NaN  0.185809        1.34670                 NaN            NaN
  1225.56        500.000        98.2117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.174192       0.146519                 NaN            NaN  0.175955        1.29159                 NaN            NaN
  1223.06        500.000        98.2891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.163788       0.140183                 NaN            NaN  0.166892        1.24007                 NaN            NaN
  1220.55        500.000        93.1479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.274007       0.296570                 NaN            NaN  0.496345        3.27649        2.50869                 NaN
  1218.05        500.000        88.1097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.455032       0.375523                 NaN            NaN  0.819432        5.24220        4.99809                 NaN
  1215.54        500.000        88.7458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.440594       0.349845                 NaN            NaN  0.776736        4.95303        4.73394                 NaN
  1213.03        500.000        89.1418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.333553       0.429391                 NaN            NaN  0.750294        4.77139        4.57355                 NaN
  1210.53        500.000        89.5227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.434298       0.310664                 NaN            NaN  0.723215        4.60180        4.40731                 NaN
  1208.02        500.000        89.4919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.440679       0.303737                 NaN            NaN  0.724464        4.61362        4.42563                 NaN
  1205.51        500.000        89.2065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.464576       0.298291                 NaN            NaN  0.741319        4.74312        4.54621                 NaN
  1203.01        500.000        88.2813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.520803       0.300403                 NaN            NaN  0.799063        5.16361        4.93483                 NaN
  1200.50        500.000        86.0231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.310594       0.655275                 NaN            NaN  0.943683        6.18415        5.88316                 NaN
  1197.99        500.000        79.9185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.35390                 NaN            NaN            NaN   1.33359        8.94288        8.45109                 NaN
  1195.49        500.000        71.1466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.216751        1.73806                 NaN            NaN   1.90689        12.8409        12.1508                 NaN
  1192.98        500.000                 NaN            NaN  0.306958                 NaN            NaN            NaN            NaN            NaN   5.39364                 NaN            NaN            NaN   6.53582        44.6468        42.7197       0.397104     
  1190.48        500.000                 NaN            NaN  0.275370                 NaN            NaN            NaN            NaN            NaN   5.57823                 NaN            NaN            NaN   6.55922        44.5755        42.6232       0.388514     
  1187.97        500.000                 NaN            NaN  0.260798                 NaN            NaN            NaN            NaN            NaN   5.65972                 NaN            NaN            NaN   6.56881        44.5473        42.5784       0.384964     
  1185.46        500.000                 NaN            NaN  0.244589                 NaN            NaN            NaN            NaN            NaN   5.74910                 NaN            NaN            NaN   6.57859        44.5184        42.5281       0.381244     
  1182.96        500.000                 NaN            NaN  0.195621                 NaN            NaN            NaN            NaN            NaN   6.02548                 NaN            NaN            NaN   6.61000        44.4245        42.3749       0.369563     
  1180.45        500.000                 NaN            NaN  0.137778                 NaN            NaN            NaN            NaN            NaN   6.35148                 NaN            NaN            NaN   6.64697        44.3150        42.1931       0.355651     
  1177.94        500.000                 NaN            NaN  0.685731E-001            NaN            NaN            NaN            NaN            NaN   6.74058                 NaN            NaN            NaN   6.69091        44.1860        41.9749       0.339012     
  1175.44        500.000                 NaN            NaN  0.976902E-002            NaN            NaN            NaN            NaN            NaN   2.66786        4.40312                 NaN            NaN   6.72705        44.0782        41.7895       0.324479     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.992713        6.13839                 NaN            NaN   6.73687        44.0490        41.7618       0.321284     
  1170.43        500.000                 NaN            NaN  0.510052E-001            NaN            NaN            NaN            NaN            NaN   2.83142        3.99367                 NaN            NaN   6.69977        44.1674        41.9203       0.336474     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.14795        3.98699                 NaN            NaN   6.74168        44.0370        41.7661       0.320178     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.15330        2.20661        2.73905                 NaN   6.71700        44.0969        41.7596       0.327601     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.536519        6.59547       0.101749E-005            NaN   6.74203        44.0375        41.7682       0.320270     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.698719        2.22781        4.05010       0.848926E-006   6.64247        44.3020        41.7308       0.348022     
