|6.6.6
Archiving\03_Data\eq/QFM_m1.75/WD94/WD94_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.7269       0.273120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.7269       0.273138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.7268       0.273157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.7268       0.273175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.7268       0.273194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.7268       0.273213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.7268       0.273231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.7267       0.273250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.7267       0.273269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.7267       0.273288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.7267       0.273306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.7267       0.273325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.7267       0.273344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.7266       0.273363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.7266       0.273382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.7266       0.273401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.7266       0.273420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.7266       0.273439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.7265       0.273458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.7265       0.273477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.7265       0.273496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.7265       0.273515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.7265       0.273534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.7264       0.273553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.7264       0.273573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.7264       0.273592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.7264       0.273611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.7264       0.273630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.7264       0.273649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.7263       0.273669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.7263       0.273688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.7263       0.273707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1047       0.273833       0.621420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        98.3548       0.273980        1.37124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        97.6040       0.274127        2.12190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        95.2807       0.416921E-001   4.07747                 NaN  0.600175                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        94.2747                 NaN   5.01709                 NaN  0.708160                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        93.5570                 NaN   5.73439                 NaN  0.708558                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        92.8386                 NaN   6.45246                 NaN  0.708954                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        92.1392                 NaN   7.15146                 NaN  0.709341                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        91.4268                 NaN   7.85914       0.430954E-002  0.709740                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        90.7417                 NaN   8.53239       0.157635E-001  0.710134                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        90.0559                 NaN   9.20635       0.272303E-001  0.710527                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        89.3694                 NaN   9.88101       0.387098E-001  0.710919                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        88.6821                 NaN   10.5564       0.502019E-001  0.711310                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        87.9942                 NaN   11.2324       0.617066E-001  0.711699                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        87.3055                 NaN   11.9092       0.732238E-001  0.712087                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        86.6162                 NaN   12.5866       0.847535E-001  0.712475                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        85.9261                 NaN   13.2647       0.962957E-001  0.712861                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        85.2777                 NaN   13.9022       0.106877       0.713232                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        84.6286                 NaN   14.5403       0.117470       0.713601                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        83.9789                 NaN   15.1791       0.128073       0.713970                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        83.3286                 NaN   15.8184       0.138687       0.714337                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        82.6777                 NaN   16.4583       0.149311       0.714703                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        82.0261                 NaN   17.0989       0.159947       0.715068                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        81.3740                 NaN   17.7400       0.170593       0.715432                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        80.7213                 NaN   18.3817       0.181249       0.715794                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        80.1000                 NaN   18.9929       0.191016       0.716145                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        79.4782                 NaN   19.6046       0.200793       0.716494                 NaN            NaN            NaN            NaN            NaN            NaN
