|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.5/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1341.66        2500.00                 NaN            NaN   99.2402                 NaN  0.107286                 NaN            NaN  0.246762       0.144255       0.261506                 NaN            NaN            NaN            NaN
  1340.08        2500.00                 NaN            NaN   99.2480                 NaN  0.105680                 NaN            NaN  0.143755       0.243930       0.258591                 NaN            NaN            NaN            NaN
  1338.51        2500.00                 NaN            NaN   99.2559                 NaN  0.104452                 NaN            NaN  0.241526       0.142444       0.255699                 NaN            NaN            NaN            NaN
  1336.93        2500.00                 NaN            NaN   99.2656                 NaN  0.101467                 NaN            NaN  0.237101       0.144212       0.251633                 NaN            NaN            NaN            NaN
  1335.36        2500.00                 NaN            NaN   99.2731                 NaN  0.100345                 NaN            NaN  0.235123       0.142530       0.248856                 NaN            NaN            NaN            NaN
  1333.79        2500.00                 NaN            NaN   99.2805                 NaN  0.989960E-001            NaN            NaN  0.233028       0.141381       0.246051                 NaN            NaN            NaN            NaN
  1332.21        2500.00                 NaN            NaN   99.2889                 NaN  0.964443E-001            NaN            NaN  0.228581       0.143345       0.242738                 NaN            NaN            NaN            NaN
  1330.64        2500.00                 NaN            NaN   99.2964                 NaN  0.946185E-001            NaN            NaN  0.143169       0.226044       0.239762                 NaN            NaN            NaN            NaN
  1329.06        2500.00                 NaN            NaN   99.3038                 NaN  0.930046E-001            NaN            NaN  0.142898       0.223409       0.236915                 NaN            NaN            NaN            NaN
  1327.49        2500.00                 NaN            NaN   99.3111                 NaN  0.911537E-001            NaN            NaN  0.143716       0.219937       0.234098                 NaN            NaN            NaN            NaN
  1325.91        2500.00                 NaN            NaN   99.3182                 NaN  0.890296E-001            NaN            NaN  0.144324       0.217229       0.231241                 NaN            NaN            NaN            NaN
  1324.34        2500.00                 NaN            NaN   99.3254                 NaN  0.869092E-001            NaN            NaN  0.145487       0.213917       0.228330                 NaN            NaN            NaN            NaN
  1322.76        2500.00                 NaN            NaN   99.3321                 NaN  0.852841E-001            NaN            NaN  0.145597       0.211284       0.225737                 NaN            NaN            NaN            NaN
  1321.19        2500.00                 NaN            NaN   99.3387                 NaN  0.832484E-001            NaN            NaN  0.146736       0.208223       0.223124                 NaN            NaN            NaN            NaN
  1319.62        2500.00                 NaN            NaN   99.3450                 NaN  0.811058E-001            NaN            NaN  0.148459       0.204874       0.220587                 NaN            NaN            NaN            NaN
  1318.04        2500.00                 NaN            NaN   99.3511                 NaN  0.790084E-001            NaN            NaN  0.149915       0.201905       0.218061                 NaN            NaN            NaN            NaN
  1316.47        2500.00                 NaN            NaN   99.3574                 NaN  0.770191E-001            NaN            NaN  0.199177       0.150878       0.215511                 NaN            NaN            NaN            NaN
  1314.89        2500.00                 NaN            NaN   99.3639                 NaN  0.751145E-001            NaN            NaN  0.195892       0.152083       0.212999                 NaN            NaN            NaN            NaN
  1313.32        2500.00                 NaN            NaN   99.3694                 NaN  0.730796E-001            NaN            NaN  0.192323       0.154313       0.210866                 NaN            NaN            NaN            NaN
  1311.74        2500.00                 NaN            NaN   99.3751                 NaN  0.707856E-001            NaN            NaN  0.189732       0.156077       0.208287                 NaN            NaN            NaN            NaN
  1310.17        2500.00                 NaN            NaN   99.3811                 NaN  0.686444E-001            NaN            NaN  0.185884       0.158398       0.205965                 NaN            NaN            NaN            NaN
  1308.59        2500.00                 NaN            NaN   99.3862                 NaN  0.665616E-001            NaN            NaN  0.182789       0.160592       0.203879                 NaN            NaN            NaN            NaN
  1307.02        2500.00                 NaN            NaN   99.3919                 NaN  0.645621E-001            NaN            NaN  0.162610       0.179315       0.201617                 NaN            NaN            NaN            NaN
  1305.45        2500.00                 NaN            NaN   99.3967                 NaN  0.622544E-001            NaN            NaN  0.165444       0.176048       0.199552                 NaN            NaN            NaN            NaN
  1303.87        2500.00                 NaN            NaN   99.4027                 NaN  0.605122E-001            NaN            NaN  0.172653       0.166824       0.197314                 NaN            NaN            NaN            NaN
  1302.30        2500.00                 NaN            NaN   99.4072                 NaN  0.579700E-001            NaN            NaN  0.168791       0.170752       0.195305                 NaN            NaN            NaN            NaN
  1300.72        2500.00                 NaN            NaN   99.4120                 NaN  0.561041E-001            NaN            NaN  0.165444       0.173075       0.193395                 NaN            NaN            NaN            NaN
  1299.15        2500.00                 NaN            NaN   99.4168                 NaN  0.538301E-001            NaN            NaN  0.176201       0.161759       0.191392                 NaN            NaN            NaN            NaN
  1297.57        2500.00                 NaN            NaN   99.4214                 NaN  0.525136E-001            NaN            NaN  0.158479       0.177801       0.189826                 NaN            NaN            NaN            NaN
  1296.00        2500.00                 NaN            NaN   99.4249                 NaN  0.487729E-001            NaN            NaN  0.184387       0.154100       0.187838                 NaN            NaN            NaN            NaN
  1294.42        2500.00                 NaN            NaN   99.4311                 NaN  0.478239E-001            NaN            NaN  0.185340       0.150172       0.185601                 NaN            NaN            NaN            NaN
  1292.85        2500.00                 NaN            NaN   92.2779                 NaN  0.526977                 NaN            NaN   1.13026       0.767367E-001   1.00198        4.98619                 NaN            NaN            NaN
  1291.28        2500.00                 NaN            NaN   87.1801                 NaN  0.845600                 NaN            NaN   1.85890                 NaN   1.58237        8.53303                 NaN            NaN            NaN
  1289.70        2500.00                 NaN            NaN   86.6038                 NaN  0.866009                 NaN            NaN   1.95241                 NaN   1.64750        8.93029                 NaN            NaN            NaN
  1288.13        2500.00                 NaN            NaN   86.4894                 NaN  0.865000                 NaN            NaN   1.97425                 NaN   1.65985        9.01149                 NaN            NaN            NaN
  1286.55        2500.00                 NaN            NaN   87.0386                 NaN  0.829474                 NaN            NaN   1.90032                 NaN   1.59633        8.63527                 NaN            NaN            NaN
  1284.98        2500.00                 NaN            NaN   87.9036                 NaN  0.788166                 NaN            NaN   1.76675                 NaN   1.49700        8.04452                 NaN            NaN            NaN
  1283.40        2500.00                 NaN            NaN   89.1506                 NaN  0.703842                 NaN            NaN   1.61188                 NaN   1.35210        7.18161                 NaN            NaN            NaN
  1281.83        2500.00                 NaN            NaN   76.9587                 NaN   1.34081                 NaN            NaN   3.02001                 NaN   2.80099        15.4289       0.450623                 NaN            NaN
  1280.25        2500.00                 NaN            NaN   76.6211                 NaN   1.40985                 NaN            NaN   2.94729                 NaN   2.83927        15.6223       0.560145                 NaN            NaN
  1278.68        2500.00       0.830811                 NaN   76.6364                 NaN   1.02741                 NaN            NaN   2.95458                 NaN   2.89836        15.5196       0.132809                 NaN            NaN
  1277.11        2500.00       0.321970                 NaN   87.9742                 NaN  0.426235                 NaN            NaN   1.93468                 NaN   1.19235        8.15053                 NaN            NaN            NaN
  1275.53        2500.00       0.656257                 NaN   85.1101                 NaN  0.517288                 NaN            NaN   2.11248                 NaN   1.72654        9.87737                 NaN            NaN            NaN
  1273.96        2500.00       0.472222                 NaN   89.2972                 NaN  0.388979                 NaN            NaN   1.54526                 NaN   1.24874        7.04762                 NaN            NaN            NaN
  1272.38        2500.00       0.424931                 NaN   90.2968                 NaN  0.365783                 NaN            NaN   1.41122                 NaN   1.14046        6.36083                 NaN            NaN            NaN
  1270.81        2500.00       0.838270                 NaN   84.5567                 NaN            NaN            NaN            NaN   2.36960                 NaN   1.77110        10.4644                 NaN            NaN            NaN
  1269.23        2500.00                 NaN            NaN   96.9254                 NaN  0.178908                 NaN            NaN  0.412739                 NaN  0.318854        2.16408                 NaN            NaN            NaN
  1267.66        2500.00       0.274118                 NaN   93.9858                 NaN  0.345922                 NaN            NaN  0.800539                 NaN  0.685645        3.90796                 NaN            NaN            NaN
  1266.08        2500.00       0.519931E-001            NaN   98.2183                 NaN  0.599492                 NaN            NaN  0.368956                 NaN  0.303124       0.458119                 NaN            NaN            NaN
  1264.51        2500.00       0.219831                 NaN   94.9062                 NaN  0.212003                 NaN            NaN  0.806717                 NaN  0.608501        3.24679                 NaN            NaN            NaN
  1262.94        2500.00       0.187505                 NaN   93.7592                 NaN  0.591225                 NaN            NaN  0.714789                 NaN  0.827383        3.91986                 NaN            NaN            NaN
  1261.36        2500.00        1.04055                 NaN   60.0121                 NaN   1.33320                 NaN            NaN   5.16833                 NaN   4.61785        23.2572                 NaN   4.08669       0.484076     
  1259.79        2500.00       0.936759E-001            NaN   92.7096                 NaN  0.463399                 NaN            NaN   1.07024                 NaN  0.710788        3.13239                 NaN   1.29819       0.521712     
  1258.21        2500.00       0.281870                 NaN   96.3891                 NaN  0.703251                 NaN            NaN   2.55227                 NaN            NaN            NaN            NaN  0.735182E-001            NaN
  1256.64        2500.00       0.679096E-001            NaN   90.3777                 NaN            NaN            NaN            NaN            NaN            NaN  0.786196        5.94883                 NaN   2.04323       0.776140     
  1255.06        2500.00       0.256251E-001            NaN   99.6050                 NaN            NaN            NaN            NaN            NaN            NaN  0.166497       0.864836E-001            NaN  0.854035E-001  0.309887E-001
  1253.49        2500.00       0.320615                 NaN   87.6390                 NaN            NaN            NaN            NaN  0.105451        2.19239        1.17166        5.71357                 NaN   2.09533       0.761955     
  1251.91        2500.00        2.96225                 NaN            NaN            NaN   2.62725                 NaN            NaN   12.4733        5.30025        8.05651        45.8597                 NaN   15.9032        6.81753     
  1250.34        2500.00        2.96231                 NaN            NaN            NaN   2.62580                 NaN            NaN   12.0051        5.79107        8.07402        45.8818                 NaN   15.9084        6.75147     
  1248.76        2500.00        2.96091                 NaN            NaN            NaN   2.63107                 NaN            NaN   12.0149        5.77668        8.08561        45.9125                 NaN   15.9240        6.69444     
  1247.19        2500.00        2.95947                 NaN            NaN            NaN   2.63638                 NaN            NaN   12.0249        5.76200        8.09724        45.9433                 NaN   15.9396        6.63705     
  1245.62        2500.00        2.95805                 NaN            NaN            NaN   2.64165                 NaN            NaN   12.0354        5.74702        8.10884        45.9744                 NaN   15.9554        6.57925     
  1244.04        2500.00        2.95661                 NaN            NaN            NaN   2.64692                 NaN            NaN   12.0461        5.73185        8.12044        46.0057                 NaN   15.9713        6.52107     
  1242.47        2500.00        2.95517                 NaN            NaN            NaN   2.65220                 NaN            NaN   12.0571        5.71642        8.13202        46.0373                 NaN   15.9873        6.46247     
  1240.89        2500.00        2.95370                 NaN            NaN            NaN   2.65754                 NaN            NaN   12.0730        5.69595        8.14356        46.0691                 NaN   16.0036        6.40359     
  1239.32        2500.00        2.95215                 NaN            NaN            NaN   2.66320                 NaN            NaN   12.1113        5.65172        8.15479        46.1017                 NaN   16.0204        6.34471     
  1237.74        2500.00        2.95059                 NaN            NaN            NaN   2.66888                 NaN            NaN   12.1487        5.60850        8.16598        46.1346                 NaN   16.0374        6.28542     
  1236.17        2500.00        2.94904                 NaN            NaN            NaN   2.67453                 NaN            NaN   12.1864        5.56504        8.17719        46.1676                 NaN   16.0544        6.22572     
  1234.59        2500.00        2.94748                 NaN            NaN            NaN   2.68015                 NaN            NaN   12.2253        5.52045        8.18833        46.2010                 NaN   16.0716        6.16561     
  1233.02        2500.00        2.94593                 NaN            NaN            NaN   2.68574                 NaN            NaN   12.2641        5.47609        8.19944        46.2347                 NaN   16.0890        6.10507     
  1231.45        2500.00        2.94435                 NaN            NaN            NaN   2.69137                 NaN            NaN   12.3026        5.43196        8.21058        46.2686                 NaN   16.1065        6.04410     
  1229.87        2500.00        2.94278                 NaN            NaN            NaN   2.69696                 NaN            NaN   12.3417        5.38728        8.22166        46.3028                 NaN   16.1240        5.98271     
  1228.30        2500.00        2.82424                 NaN            NaN            NaN   2.47614                 NaN            NaN   19.0821                 NaN   8.07879        45.5961                 NaN   16.0790        5.86365     
  1226.72        2500.00        2.82129                 NaN            NaN            NaN   2.48360                 NaN            NaN   19.0788                 NaN   8.09548        45.6250                 NaN   16.0954        5.80044     
  1225.15        2500.00        2.81832                 NaN            NaN            NaN   2.49104                 NaN            NaN   19.0756                 NaN   8.11218        45.6541                 NaN   16.1120        5.73677     
  1223.57        2500.00        2.81532                 NaN            NaN            NaN   2.49846                 NaN            NaN   19.0726                 NaN   8.12889        45.6834                 NaN   16.1287        5.67265     
  1222.00        2500.00        2.81232                 NaN            NaN            NaN   2.50587                 NaN            NaN   19.0698                 NaN   8.14561        45.7129                 NaN   16.1455        5.60806     
  1220.42        2500.00        2.80929                 NaN            NaN            NaN   2.51326                 NaN            NaN   19.0671                 NaN   8.16234        45.7426                 NaN   16.1624        5.54300     
  1218.85        2500.00        2.80624                 NaN            NaN            NaN   2.52064                 NaN            NaN   19.0646                 NaN   8.17908        45.7725                 NaN   16.1795        5.47747     
  1217.28        2500.00        2.80317                 NaN            NaN            NaN   2.52800                 NaN            NaN   19.0622                 NaN   8.19583        45.8027                 NaN   16.1966        5.41146     
  1215.70        2500.00       0.228539E-001   2.77574                 NaN            NaN   2.53751                 NaN            NaN   19.0579                 NaN   8.21444        45.8305                 NaN   16.2150        5.34611     
  1214.13        2500.00       0.503680E-001   2.74335                 NaN            NaN   2.54741                 NaN            NaN   19.0533                 NaN   8.23339        45.8581                 NaN   16.2336        5.28049     
  1212.55        2500.00       0.787315E-001   2.71007                 NaN            NaN   2.55732                 NaN            NaN   19.0488                 NaN   8.25237        45.8859                 NaN   16.2524        5.21440     
  1210.98        2500.00       0.107843        2.67601                 NaN            NaN   2.56724                 NaN            NaN   19.0445                 NaN   8.27136        45.9139                 NaN   16.2713        5.14784     
  1209.40        2500.00        2.77886                 NaN            NaN            NaN   2.57717                 NaN            NaN   19.0404                 NaN   8.29039        45.9420                 NaN   16.2903        5.08080     
  1207.83        2500.00        2.77382                 NaN            NaN            NaN   2.58714                 NaN            NaN   19.0364                 NaN   8.30947        45.9704                 NaN   16.3095        5.01329     
  1206.25        2500.00        2.76873                 NaN            NaN            NaN   2.59713                 NaN            NaN   19.0325                 NaN   8.32858        45.9989                 NaN   16.3289        4.94531     
  1204.68        2500.00        2.76364                 NaN            NaN            NaN   2.60707                 NaN            NaN   19.0289                 NaN   8.34766        46.0276                 NaN   16.3484        4.87680     
  1203.11        2500.00        2.71728                 NaN            NaN            NaN   3.10675                 NaN            NaN   16.3724       0.857766        8.51593        46.6630                 NaN   16.6625        5.10436     
  1201.53        2500.00        2.75328                 NaN            NaN            NaN   2.62708                 NaN            NaN   19.0219                 NaN   8.38600        46.0852                 NaN   16.3876        4.73901     
  1199.96        2500.00        2.74805                 NaN            NaN            NaN   2.63709                 NaN            NaN   19.0187                 NaN   8.40520        46.1147                 NaN   16.4075        4.66877     
  1198.38        2500.00        2.74278                 NaN            NaN            NaN   2.64713                 NaN            NaN   19.0156                 NaN   8.42444        46.1443                 NaN   16.4277        4.59809     
  1196.81        2500.00        2.73748                 NaN            NaN            NaN   2.65715                 NaN            NaN   19.0127                 NaN   8.44369        46.1741                 NaN   16.4479        4.52693     
  1195.23        2500.00        2.73212                 NaN            NaN            NaN   2.66722                 NaN            NaN   19.0099                 NaN   8.46300        46.2041                 NaN   16.4683        4.45532     
  1193.66        2500.00        2.72673                 NaN            NaN            NaN   2.67728                 NaN            NaN   19.0074                 NaN   8.48232        46.2342                 NaN   16.4889        4.38323     
  1192.08        2500.00        2.72129                 NaN            NaN            NaN   2.68737                 NaN            NaN   19.0049                 NaN   8.50169        46.2645                 NaN   16.5095        4.31067     
  1190.51        2500.00        2.69430                 NaN            NaN            NaN   2.75176                 NaN            NaN   18.9570                 NaN   8.52949        46.2924                 NaN   16.5336        4.24141     
  1188.94        2500.00        2.67445                 NaN            NaN            NaN   2.78953                 NaN            NaN   18.9595                 NaN   8.53148        46.3260                 NaN   16.5535        4.16544     
  1187.36        2500.00        2.47878                 NaN            NaN            NaN   2.90232                 NaN            NaN   18.9122                 NaN   8.60643        46.1829       0.115887        16.6361        4.16541     
  1185.79        2500.00        2.46798                 NaN            NaN            NaN   2.91401                 NaN            NaN   18.9122                 NaN   8.62486        46.2109       0.119963        16.6580        4.09207     
  1184.21        2500.00        2.75270                 NaN            NaN            NaN   2.80631       0.518517E-001            NaN   4.48116        13.7281        8.83437        46.7759                 NaN   16.6225        3.94708     
  1182.64        2500.00        2.28965                 NaN            NaN            NaN   3.04131                 NaN            NaN   18.8687                 NaN   8.69910        46.1435       0.217964        16.7454        3.99439     
  1181.06        2500.00        2.27583                 NaN            NaN            NaN   3.05486                 NaN            NaN   18.8687                 NaN   8.71807        46.1699       0.223720        16.7686        3.92034     
  1179.49        2500.00        2.26186                 NaN            NaN            NaN   3.06848                 NaN            NaN   18.8690                 NaN   8.73708        46.1963       0.229549        16.7920        3.84576     
  1177.91        2500.00        2.24776                 NaN            NaN            NaN   3.08216                 NaN            NaN   18.8694                 NaN   8.75614        46.2229       0.235438        16.8155        3.77065     
  1176.34        2500.00        2.23357                 NaN            NaN            NaN   3.09587                 NaN            NaN   18.8700                 NaN   8.77524        46.2498       0.241361        16.8392        3.69498     
  1174.77        2500.00        2.21915                 NaN            NaN            NaN   3.10970                 NaN            NaN   18.8708                 NaN   8.79439        46.2766       0.247403        16.8632        3.61881     
  1173.19        2500.00        2.20464                 NaN            NaN            NaN   3.12356                 NaN            NaN   18.8717                 NaN   8.81359        46.3037       0.253483        16.8872        3.54207     
  1171.62        2500.00        2.18997                 NaN            NaN            NaN   3.13751                 NaN            NaN   18.8728                 NaN   8.83284        46.3309       0.259640        16.9115        3.46479     
  1170.04        2500.00        2.17518                 NaN            NaN            NaN   3.15150                 NaN            NaN   18.8741                 NaN   8.85214        46.3583       0.265851        16.9360        3.38695     
  1168.47        2500.00        1.75114                 NaN            NaN            NaN   3.56795                 NaN            NaN   18.5104                 NaN   8.92311        46.2787       0.507325        17.0485        3.41282     
  1166.89        2500.00        1.66823                 NaN            NaN            NaN   3.63442                 NaN            NaN   18.4624                 NaN   8.98397        46.2420       0.544563        17.0982        3.36629     
  1165.32        2500.00        1.65368                 NaN            NaN            NaN   3.64789                 NaN            NaN   18.4649                 NaN   9.00240        46.2706       0.550812        17.1228        3.28690     
  1163.74        2500.00       0.991753E-004            NaN            NaN            NaN   4.66610                 NaN            NaN   6.57497        11.0953        9.33203        45.1323        1.57697        17.7140        3.90828     
  1162.17        2500.00       0.995653E-004            NaN            NaN            NaN   4.66994                 NaN            NaN   6.61557        11.0557        9.34251        45.1791        1.57620        17.7352        3.82565     
  1160.60        2500.00                 NaN            NaN            NaN            NaN   4.67384                 NaN            NaN   6.65643        11.0159        9.35298        45.2262        1.57549        17.7567        3.74242     
  1159.02        2500.00                 NaN            NaN            NaN            NaN   4.67768                 NaN            NaN   6.69804        10.9754        9.36343        45.2739        1.57471        17.7783        3.65851     
  1157.45        2500.00                 NaN            NaN            NaN            NaN   4.68151                 NaN            NaN   6.74016        10.9345        9.37385        45.3219        1.57393        17.8002        3.57397     
  1155.87        2500.00                 NaN            NaN            NaN            NaN   4.68533                 NaN            NaN   6.78275        10.8932        9.38427        45.3704        1.57315        17.8222        3.48878     
  1154.30        2500.00                 NaN            NaN            NaN            NaN   4.68914                 NaN            NaN   6.82572        10.8516        9.39468        45.4192        1.57236        17.8444        3.40294     
  1152.72        2500.00                 NaN            NaN            NaN            NaN   4.69294                 NaN            NaN   6.86917        10.8095        9.40507        45.4685        1.57156        17.8668        3.31643     
  1151.15        2500.00                 NaN            NaN            NaN            NaN   4.69674                 NaN            NaN   6.91318        10.7670        9.41545        45.5182        1.57076        17.8894        3.22927     
  1149.57        2500.00                 NaN            NaN            NaN            NaN   4.70053                 NaN            NaN   6.95762        10.7241        9.42581        45.5684        1.56996        17.9122        3.14144     
  1148.00        2500.00                 NaN            NaN            NaN            NaN   4.70432                 NaN            NaN   7.00254        10.6808        9.43616        45.6189        1.56915        17.9351        3.05293     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   4.70810                 NaN            NaN   7.04796        10.6371        9.44650        45.6699        1.56834        17.9583        2.96376     
  1144.85        2500.00                 NaN            NaN            NaN            NaN   4.71187                 NaN            NaN   7.09385        10.5930        9.45682        45.7214        1.56753        17.9817        2.87389     
  1143.28        2500.00                 NaN            NaN            NaN            NaN   4.73520                 NaN            NaN   18.3838                 NaN   9.53886        45.4120        1.47003        17.8432        2.61685     
  1141.70        2500.00       0.147863                 NaN            NaN            NaN   4.53646                 NaN            NaN   18.4858                 NaN   9.51744        45.4490        1.38992        17.9005        2.57306     
  1140.13        2500.00       0.127880                 NaN            NaN            NaN   4.50640                 NaN            NaN   18.5852                 NaN   9.51828        45.4055        1.39735        17.9501        2.50930     
  1138.55        2500.00       0.122593                 NaN            NaN            NaN   4.51233                 NaN            NaN   18.5954                 NaN   9.51457        45.4687        1.39967        17.9738        2.41298     
  1136.98        2500.00       0.108949                 NaN            NaN            NaN   4.52493                 NaN            NaN   18.5972                 NaN   9.52929        45.5080        1.40671        18.0009        2.32400     
  1135.40        2500.00                 NaN            NaN            NaN            NaN   4.66091                 NaN            NaN   18.4596                 NaN   9.57076        45.5554        1.46933        18.0379        2.24615     
  1133.83        2500.00                 NaN            NaN            NaN            NaN   4.77334                 NaN            NaN   18.3272                 NaN   9.59534        45.7657        1.46924        18.0015        2.06762     
  1132.25        2500.00                 NaN            NaN            NaN            NaN   4.77377                 NaN            NaN   18.3478                 NaN   9.60602        45.8101        1.46759        18.0245        1.97023     
  1130.68        2500.00                 NaN            NaN            NaN            NaN   4.77844                 NaN            NaN   18.3641                 NaN   9.60017        45.8792        1.46539        18.0458        1.86694     
  1129.11        2500.00                 NaN            NaN            NaN            NaN   4.78161                 NaN            NaN   18.3539                 NaN   9.62861        45.9197        1.46643        18.0743        1.77543     
  1127.53        2500.00                 NaN            NaN            NaN            NaN   4.78650                 NaN            NaN   18.3522                 NaN   9.63996        45.9779        1.46612        18.1001        1.67718     
  1125.96        2500.00                 NaN            NaN            NaN            NaN   4.79012                 NaN            NaN   18.3570                 NaN   9.65118        46.0331        1.46542        18.1254        1.57781     
  1124.38        2500.00                 NaN            NaN            NaN            NaN   4.79455                 NaN            NaN   18.3577                 NaN   9.66244        46.0910        1.46497        18.1514        1.47790     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   4.79896                 NaN            NaN   18.3587                 NaN   9.67367        46.1495        1.46450        18.1775        1.37723     
  1121.23        2500.00                 NaN            NaN            NaN            NaN   4.80333                 NaN            NaN   18.3598                 NaN   9.68487        46.2083        1.46401        18.2039        1.27577     
  1119.66        2500.00                 NaN            NaN            NaN            NaN   4.80655                 NaN            NaN   18.3657                 NaN   9.69720        46.2625        1.46291        18.2310        1.17411     
  1118.08        2500.00                 NaN            NaN            NaN            NaN  0.312452        4.47518       0.733602E-006   18.4230                 NaN   9.74428        46.2905        1.46633        18.2378        1.05041     
  1116.51        2500.00                 NaN            NaN            NaN            NaN   4.81457                 NaN            NaN   18.3723                 NaN   9.72029        46.3803        1.46170        18.2842       0.966664     
  1114.94        2500.00                 NaN            NaN            NaN            NaN   4.81797                 NaN            NaN   18.3795                 NaN   9.73312        46.4380        1.46100        18.3099       0.860528     
  1113.36        2500.00                 NaN            NaN            NaN            NaN   4.71238                 NaN            NaN   18.5279                 NaN   9.74491        46.3651        1.46177        18.3679       0.820077     
  1111.79        2500.00                 NaN            NaN            NaN            NaN   4.85742                 NaN            NaN   6.43516        11.3913        9.68857        46.9262        1.51127        18.4400       0.750149     
  1110.21        2500.00                 NaN            NaN            NaN            NaN   4.86129                 NaN            NaN   7.10867        10.6339        9.76147        46.9521        1.52501        18.4969       0.660676     
  1108.64        2500.00                 NaN            NaN            NaN            NaN   4.86753                 NaN            NaN   7.18035        10.5556        9.77134        47.0200        1.52540        18.5267       0.553120     
  1107.06        2500.00                 NaN            NaN            NaN            NaN   4.86733                 NaN            NaN   7.18033        10.5676        9.78098        47.0733        1.52370        18.5544       0.452397     
  1105.49        2500.00                 NaN            NaN            NaN            NaN   4.87047                 NaN            NaN   7.22823        10.5236        9.78927        47.1402        1.52371        18.5817       0.342820     
  1103.91        2500.00                 NaN            NaN            NaN            NaN   4.87386                 NaN            NaN   7.26804        10.4850        9.79853        47.2025        1.52343        18.6101       0.238516     
  1102.34        2500.00                 NaN            NaN            NaN            NaN   4.87456                 NaN            NaN   7.29143        10.4715        9.80418        47.2591        1.52333        18.6364       0.139482     
  1100.77        2500.00                 NaN            NaN            NaN            NaN   4.87960                 NaN            NaN   7.34750        10.4130        9.81503        47.3309        1.52265        18.6674       0.238760E-001
  1099.19        2500.00                 NaN            NaN            NaN            NaN   4.82613                 NaN            NaN   18.5710                 NaN   9.87950        46.7959        1.44851        18.4789                 NaN
  1097.62        2500.00                 NaN            NaN            NaN            NaN   4.82489                 NaN            NaN   18.6171                 NaN   9.89444        46.7540        1.44273        18.4669                 NaN
  1096.04        2500.00                 NaN            NaN            NaN            NaN   4.77408                 NaN            NaN   18.7003                 NaN   9.90626        46.6970        1.44538        18.4770                 NaN
  1094.47        2500.00                 NaN            NaN            NaN            NaN   4.89076                 NaN            NaN   7.52286        10.2479        9.85101        47.3145        1.52039        18.6526                 NaN
  1092.89        2500.00                 NaN            NaN            NaN            NaN   4.83625                 NaN            NaN   18.6122                 NaN   9.88716        46.7727        1.44282        18.4488                 NaN
  1091.32        2500.00                 NaN            NaN            NaN            NaN   4.83842                 NaN            NaN   18.6226                 NaN   9.93946        46.7152        1.44040        18.4439                 NaN
  1089.74        2500.00                 NaN            NaN            NaN            NaN   4.83633                 NaN            NaN   18.6529                 NaN   9.94272        46.6859        1.43484        18.4473                 NaN
  1088.17        2500.00                 NaN            NaN            NaN            NaN   4.83309                 NaN            NaN   18.6978                 NaN   9.96325        46.6414        1.43022        18.4342                 NaN
  1086.60        2500.00                 NaN            NaN            NaN            NaN   4.83593                 NaN            NaN   18.7017                 NaN   9.97192        46.6307        1.42898        18.4308                 NaN
  1085.02        2500.00                 NaN            NaN            NaN            NaN   4.83860                 NaN            NaN   18.7055                 NaN   9.98146        46.6194        1.42772        18.4273                 NaN
  1083.45        2500.00                 NaN            NaN            NaN            NaN   4.85918                 NaN            NaN   18.5242                 NaN   9.96571        46.7575        1.45149        18.4419                 NaN
  1081.87        2500.00                 NaN            NaN            NaN            NaN   4.86201                 NaN            NaN   18.5349                 NaN   9.97874        46.7416        1.45042        18.4323                 NaN
  1080.30        2500.00                 NaN            NaN            NaN            NaN   4.84616                 NaN            NaN   18.7355                 NaN   10.0252        46.5694        1.42448        18.3993                 NaN
  1078.72        2500.00                 NaN            NaN            NaN            NaN   4.84851                 NaN            NaN   18.7411                 NaN   10.0403        46.5550        1.42367        18.3914                 NaN
  1077.15        2500.00                 NaN            NaN            NaN            NaN   4.86923                 NaN            NaN   18.5594                 NaN   10.0181        46.6974        1.44732        18.4086                 NaN
  1075.57        2500.00                 NaN            NaN            NaN            NaN   4.87151                 NaN            NaN   18.5681                 NaN   10.0313        46.6823        1.44625        18.4006                 NaN
  1074.00        2500.00                 NaN            NaN            NaN            NaN   4.87392                 NaN            NaN   18.5772                 NaN   10.0444        46.6672        1.44489        18.3923                 NaN
  1072.43        2500.00                 NaN            NaN            NaN            NaN   4.87587                 NaN            NaN   18.5872                 NaN   10.0579        46.6512        1.44385        18.3840                 NaN
  1070.85        2500.00                 NaN            NaN            NaN            NaN   4.86486                 NaN            NaN   18.7011                 NaN   10.1082        46.5483        1.43575        18.3417                 NaN
  1069.28        2500.00                 NaN            NaN            NaN            NaN   4.86868                 NaN            NaN   18.6987                 NaN   10.1179        46.5423        1.43521        18.3373                 NaN
  1067.70        2500.00                 NaN            NaN            NaN            NaN   4.87198                 NaN            NaN   18.6996                 NaN   10.1278        46.5340        1.43469        18.3319                 NaN
  1066.13        2500.00                 NaN            NaN            NaN            NaN   4.86781                 NaN            NaN   18.8083                 NaN   10.1298        46.4386        1.41246        18.3431                 NaN
