|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1064.55        2500.00        4.77213                 NaN            NaN            NaN   4.32813       0.728096E-001            NaN   11.2832        8.66965        8.91093        45.8142                 NaN   16.1489                 NaN
  1062.98        2500.00                 NaN            NaN            NaN            NaN   6.95951                 NaN            NaN   22.0678                 NaN   9.97608        42.0911        2.41623        16.4893                 NaN
  1061.40        2500.00                 NaN            NaN            NaN            NaN   6.98096                 NaN            NaN   22.2295                 NaN   9.99234        41.9575        2.37465        16.4651                 NaN
  1059.83        2500.00                 NaN            NaN            NaN            NaN   6.98969                 NaN            NaN   22.2249                 NaN   9.99733        41.9502        2.37230        16.4656                 NaN
  1058.26        2500.00                 NaN            NaN            NaN            NaN   6.98355                 NaN            NaN   22.2559                 NaN   10.0218        41.9214        2.37004        16.4473                 NaN
  1056.68        2500.00                 NaN            NaN            NaN            NaN   6.99152                 NaN            NaN   22.2547                 NaN   10.0281        41.9117        2.36729        16.4468                 NaN
  1055.11        2500.00                 NaN            NaN            NaN            NaN   6.99146                 NaN            NaN   22.2731                 NaN   10.0449        41.8904        2.36467        16.4355                 NaN
  1053.53        2500.00                 NaN            NaN            NaN            NaN   6.99677                 NaN            NaN   22.2792                 NaN   10.0546        41.8762        2.36178        16.4314                 NaN
  1051.96        2500.00                 NaN            NaN            NaN            NaN   6.98898                 NaN            NaN   22.0827                 NaN   10.0447        42.0208        2.40893        16.4539                 NaN
  1050.38        2500.00                 NaN            NaN            NaN            NaN   6.97556                 NaN            NaN   22.1240                 NaN   10.0616        41.9847        2.40436        16.4497                 NaN
  1048.81        2500.00                 NaN            NaN            NaN            NaN   6.96298                 NaN            NaN   22.1619                 NaN   10.0794        41.9496        2.40119        16.4450                 NaN
  1047.23        2500.00                 NaN            NaN            NaN            NaN   6.95093                 NaN            NaN   22.2028                 NaN   10.0948        41.9153        2.39742        16.4388                 NaN
  1045.66        2500.00                 NaN            NaN            NaN            NaN   6.93866                 NaN            NaN   22.2427                 NaN   10.1124        41.8792        2.39368        16.4334                 NaN
  1044.08        2500.00                 NaN            NaN            NaN            NaN   6.92623                 NaN            NaN   22.2813                 NaN   10.1285        41.8453        2.39037        16.4284                 NaN
  1042.51        2500.00        4.76730                 NaN            NaN            NaN   4.34148       0.728084E-001            NaN   11.5227        8.47768        8.97427        45.7364                 NaN   16.1073                 NaN
  1040.94        2500.00                 NaN            NaN            NaN            NaN   6.90026                 NaN            NaN   22.3660                 NaN   10.1629        41.7715        2.38277        16.4166                 NaN
  1039.36        2500.00        4.76635                 NaN            NaN            NaN   4.34340       0.728082E-001            NaN   11.5607        8.44798        8.98374        45.7242                 NaN   16.1009                 NaN
  1037.79        2500.00                 NaN            NaN            NaN            NaN   6.87423                 NaN            NaN   22.4492                 NaN   10.1952        41.7001        2.37540        16.4059                 NaN
  1036.21        2500.00        4.76532                 NaN            NaN            NaN   4.34532       0.728080E-001            NaN   11.5997        8.41764        8.99333        45.7117                 NaN   16.0942                 NaN
  1034.64        2500.00                 NaN            NaN            NaN            NaN   7.03059                 NaN            NaN   22.2827                 NaN   10.1882        41.7774        2.35827        16.3628                 NaN
  1033.06        2500.00                 NaN            NaN            NaN            NaN   6.88198                 NaN            NaN   22.4901                 NaN   10.2398        41.6444        2.36666        16.3771                 NaN
  1031.49        2500.00                 NaN            NaN            NaN            NaN   6.86650                 NaN            NaN   22.5379                 NaN   10.2592        41.6027        2.36245        16.3712                 NaN
  1029.91        2500.00                 NaN            NaN            NaN            NaN   6.85158                 NaN            NaN   22.5865                 NaN   10.2753        41.5645        2.35828        16.3639                 NaN
  1028.34        2500.00        4.76241                 NaN            NaN            NaN   4.35016       0.728075E-001            NaN   11.7019        8.33897        9.01792        45.6788                 NaN   16.0770                 NaN
  1026.77        2500.00                 NaN            NaN            NaN            NaN   7.04760                 NaN            NaN   22.3631                 NaN   10.2522        41.6749        2.33844        16.3238                 NaN
  1025.19        2500.00                 NaN            NaN            NaN            NaN   7.04078                 NaN            NaN   22.5323                 NaN   10.2996        41.5371        2.30665        16.2835                 NaN
  1023.62        2500.00                 NaN            NaN            NaN            NaN   6.85299                 NaN            NaN   22.6628                 NaN   10.3355        41.4768        2.34531        16.3265                 NaN
  1022.04        2500.00                 NaN            NaN            NaN            NaN   6.85533                 NaN            NaN   22.6729                 NaN   10.3548        41.4556        2.34224        16.3190                 NaN
  1020.47        2500.00                 NaN            NaN            NaN            NaN   7.06000                 NaN            NaN   22.4631                 NaN   10.3117        41.5636        2.31534        16.2863                 NaN
  1018.89        2500.00                 NaN            NaN            NaN            NaN   7.06552                 NaN            NaN   22.4499                 NaN   10.3165        41.5667        2.31652        16.2849                 NaN
  1017.32        2500.00                 NaN            NaN            NaN            NaN   6.90495                 NaN            NaN   22.6808                 NaN   10.3704        41.4212        2.32484        16.2978                 NaN
  1015.74        2500.00                 NaN            NaN            NaN            NaN   6.90818                 NaN            NaN   22.6980                 NaN   10.3849        41.3992        2.32089        16.2888                 NaN
  1014.17        2500.00                 NaN            NaN            NaN            NaN   6.91193                 NaN            NaN   22.7135                 NaN   10.3983        41.3798        2.31669        16.2799                 NaN
  1012.60        2500.00                 NaN            NaN            NaN            NaN   6.91630                 NaN            NaN   22.7261                 NaN   10.4096        41.3628        2.31373        16.2715                 NaN
  1011.02        2500.00                 NaN            NaN            NaN            NaN   6.92121                 NaN            NaN   22.7519                 NaN   10.4245        41.3358        2.30820        16.2584                 NaN
  1009.45        2500.00                 NaN            NaN            NaN            NaN   6.92397                 NaN            NaN   22.7679                 NaN   10.4399        41.3141        2.30365        16.2506                 NaN
  1007.87        2500.00                 NaN            NaN            NaN            NaN   6.92840                 NaN            NaN   22.7853                 NaN   10.4523        41.2938        2.29949        16.2407                 NaN
  1006.30        2500.00                 NaN            NaN            NaN            NaN   6.93171                 NaN            NaN   22.8048                 NaN   10.4678        41.2699        2.29472        16.2311                 NaN
  1004.72        2500.00                 NaN            NaN            NaN            NaN   6.93611                 NaN            NaN   22.8224                 NaN   10.4807        41.2486        2.29038        16.2219                 NaN
  1003.15        2500.00                 NaN            NaN            NaN            NaN   6.93941                 NaN            NaN   22.8409                 NaN   10.4967        41.2254        2.28574        16.2119                 NaN
  1001.57        2500.00                 NaN            NaN            NaN            NaN   2.20661        1.62082        3.04257        22.9617                 NaN   10.5465        41.1509        2.29032        16.1806                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   2.20234        1.66099        3.00862        22.9805                 NaN   10.5647        41.1266        2.28703        16.1692                 NaN
