|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1599.36        500.000        99.9995       0.541488E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1597.86        500.000        99.2090       0.699760       0.911982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.36        500.000        99.0248       0.964817       0.103909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.85        500.000        99.0226       0.880864       0.965348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.35        500.000        99.0386       0.935905       0.255439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        500.000        99.0539       0.941705       0.439522E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.35        500.000        99.0576       0.933917       0.843325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.84        500.000        99.0702       0.879247       0.505034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.34        500.000        99.0797       0.870463       0.497920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.84        500.000        99.0866       0.866383       0.470011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.34        500.000        99.0959       0.856690       0.474177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.84        500.000        99.0962       0.859955       0.438648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.33        500.000        99.1239       0.830580       0.455537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        500.000        99.1195       0.839786       0.406997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.33        500.000        99.1312       0.825366       0.433970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
