|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2/T13/T13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1599.36        500.000        99.9995       0.476668E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1597.86        500.000        99.3055       0.616567       0.779683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.36        500.000        99.1409       0.850172       0.888358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.85        500.000        99.1416       0.775909       0.824867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.35        500.000        99.1540       0.824143       0.218167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        500.000        99.1671       0.829164       0.375214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.35        500.000        99.1708       0.822012       0.719686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.84        500.000        99.1832       0.773689       0.430768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.34        500.000        99.1919       0.765691       0.424493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.84        500.000        99.1979       0.762004       0.400564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.34        500.000        99.2065       0.753092       0.403821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.84        500.000        99.2067       0.755954       0.373353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.33        500.000        99.2314       0.729801       0.387683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        500.000        99.2275       0.737885       0.346254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.33        500.000        99.2383       0.724757       0.368984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.83        500.000        99.2498       0.714902       0.352741E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.33        500.000        99.2532       0.712850       0.339312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.82        500.000        99.2586       0.709261       0.320895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.32        500.000        99.2667       0.700828       0.325105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.82        500.000        98.9278        1.02800       0.441668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.32        500.000        99.5293       0.436606       0.341260E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.81        500.000        99.3985       0.581859       0.196298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.31        500.000        99.2936       0.680024       0.263274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.3002       0.674161       0.256835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.31        500.000        99.2796       0.692778       0.276081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.81        500.000        99.3416       0.634138       0.242880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.30        500.000        99.3198       0.655921       0.242799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.3280       0.647064       0.249720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000        99.3309       0.646901       0.221810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        500.000        99.3361       0.643023       0.208620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.30        500.000        99.3403       0.588600       0.710590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000        99.3562       0.643775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        500.000        99.3532       0.646780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        500.000        99.3576       0.638325       0.410628E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        500.000        99.3657       0.617092       0.172426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        500.000        99.3712       0.610744       0.180868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        500.000        99.3783       0.605061       0.166661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        500.000        99.5350       0.452887       0.120872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        500.000        99.2328       0.749398       0.178348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        500.000        99.3902       0.597412       0.123407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        500.000        99.3968       0.590375       0.128500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        500.000        99.4009       0.588052       0.110091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        500.000        99.4070       0.571238       0.217628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        500.000        99.4073       0.592723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        500.000        99.2767       0.718099       0.520180E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000        99.8964       0.988655E-001  0.478017E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        500.000        99.0793       0.911906       0.882742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000        99.3911       0.608894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        500.000        99.4704       0.516628       0.129949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000        99.4359       0.560549       0.356711E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
