|6.6.6
Archiving\03_Data\eqLP/QFM/GRV/GRV_3.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.3269       0.673112                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.3268       0.673185                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.3267       0.673258                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.3267       0.673330                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3266       0.673403                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3265       0.673476                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3265       0.673549                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.3264       0.673622                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.3263       0.673695                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.3262       0.673768                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.3262       0.673841                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.3261       0.673914                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.3260       0.673987                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3259       0.674060                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3259       0.674133                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3258       0.674206                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3257       0.674279                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3256       0.674352                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.3256       0.674425                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.3255       0.674498                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.3254       0.674570                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.3254       0.674643                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.3253       0.674716                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.3252       0.674789                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.3251       0.674862                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.3251       0.674935                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.3250       0.675008                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.3249       0.675081                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.3248       0.675154                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.3248       0.675227                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.3247       0.675300                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.3246       0.675373                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.3246       0.675447                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.3245       0.675519                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.3244       0.675592                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.3243       0.675665                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.3243       0.675738                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.3242       0.675811                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.3241       0.675884                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.3240       0.675958                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.3240       0.676031                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.3239       0.676104                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.3238       0.676176                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.3238       0.676249                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.3237       0.676322                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.3236       0.676395                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.3235       0.676468                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.3235       0.676542                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.3234       0.676615                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.3233       0.676688                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.3232       0.676761                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.3232       0.676834                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.3231       0.676907                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.3230       0.676979                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.3229       0.677052                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.3229       0.677125                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.3172       0.677206       0.554455E-002            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.3020       0.677299       0.206629E-001            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.2868       0.677391       0.357854E-001            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.2716       0.677484       0.509120E-001            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.2564       0.677577       0.660426E-001            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.2412       0.677670       0.811773E-001            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.2259       0.677763       0.963162E-001            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.2107       0.677856       0.111459                 NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.1954       0.677949       0.126606                 NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.1811       0.678040       0.140827                 NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.1668       0.678131       0.155052                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.1525       0.678221       0.169281                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.1382       0.678312       0.183513                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.1238       0.678403       0.197749                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.1095       0.678494       0.211989                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.0952       0.678585       0.226232                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.0808       0.678676       0.240479                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.0674       0.678764       0.253882                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.0539       0.678853       0.267288                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.0404       0.678942       0.280698                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.0269       0.679031       0.294111                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        99.0134       0.679119       0.307527                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        98.9998       0.679208       0.320947                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        98.9863       0.679297       0.334370                 NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        98.9728       0.679386       0.347797                 NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        98.9597       0.679474       0.360778                 NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        98.2800       0.679832       0.372502       0.667646                 NaN            NaN            NaN            NaN
  1733.97        500.000        97.5516       0.680208       0.383869        1.38435                 NaN            NaN            NaN            NaN
  1730.77        500.000        96.8223       0.680583       0.395247        2.10182                 NaN            NaN            NaN            NaN
  1727.56        500.000        96.0835       0.680961       0.406361        2.82919                 NaN            NaN            NaN            NaN
  1724.36        500.000        95.3438       0.681337       0.417485        3.55734                 NaN            NaN            NaN            NaN
  1721.15        500.000        94.6034       0.681711       0.428621        4.28626                 NaN            NaN            NaN            NaN
  1717.95        500.000        93.8622       0.682084       0.439767        5.01593                 NaN            NaN            NaN            NaN
  1714.74        500.000        93.1106       0.682460       0.450269        5.75666                 NaN            NaN            NaN            NaN
  1711.54        500.000        92.3582       0.682835       0.460782        6.49815                 NaN            NaN            NaN            NaN
  1708.33        500.000        91.6051       0.683207       0.471304        7.24042                 NaN            NaN            NaN            NaN
  1705.13        500.000        90.8512       0.683577       0.481836        7.98344                 NaN            NaN            NaN            NaN
  1701.92        500.000        90.0965       0.683946       0.492377        8.72721                 NaN            NaN            NaN            NaN
  1698.72        500.000        89.3410       0.684312       0.502928        9.47172                 NaN            NaN            NaN            NaN
  1695.51        500.000        88.5849       0.684676       0.513488        10.2170                 NaN            NaN            NaN            NaN
  1692.31        500.000        87.8279       0.685037       0.524058        10.9630                 NaN            NaN            NaN            NaN
  1689.10        500.000        87.0713       0.685400       0.533756        11.7096                 NaN            NaN            NaN            NaN
  1685.90        500.000        86.3139       0.685760       0.543463        12.4569                 NaN            NaN            NaN            NaN
  1682.69        500.000        85.5558       0.686117       0.553177        13.2049                 NaN            NaN            NaN            NaN
  1679.49        500.000        84.7970       0.686473       0.562900        13.9536                 NaN            NaN            NaN            NaN
  1676.28        500.000        84.0375       0.686826       0.572630        14.7031                 NaN            NaN            NaN            NaN
  1673.08        500.000        83.2773       0.687177       0.582368        15.4532                 NaN            NaN            NaN            NaN
  1669.87        500.000        82.5164       0.687525       0.592113        16.2040                 NaN            NaN            NaN            NaN
  1666.67        500.000        81.7548       0.687871       0.601866        16.9554                 NaN            NaN            NaN            NaN
  1663.46        500.000        81.0174       0.688208       0.610746        17.6836                 NaN            NaN            NaN            NaN
  1660.26        500.000        80.2793       0.688543       0.619632        18.4125                 NaN            NaN            NaN            NaN
  1657.05        500.000        79.5407       0.688875       0.628524        19.1419                 NaN            NaN            NaN            NaN
  1653.85        500.000        78.8014       0.689205       0.637422        19.8720                 NaN            NaN            NaN            NaN
  1650.64        500.000        78.0615       0.689532       0.646326        20.6026                 NaN            NaN            NaN            NaN
  1647.44        500.000        77.3210       0.689856       0.655236        21.3339                 NaN            NaN            NaN            NaN
  1644.23        500.000        76.5800       0.690178       0.664151        22.0657                 NaN            NaN            NaN            NaN
  1641.03        500.000        75.8384       0.690498       0.673072        22.7981                 NaN            NaN            NaN            NaN
  1637.82        500.000        75.1331       0.690802       0.681416        23.4947                 NaN            NaN            NaN            NaN
  1634.62        500.000        74.4272       0.691104       0.689764        24.1919                 NaN            NaN            NaN            NaN
  1631.41        500.000        73.7209       0.691403       0.698116        24.8895                 NaN            NaN            NaN            NaN
  1628.21        500.000        73.0142       0.691699       0.706473        25.5877                 NaN            NaN            NaN            NaN
  1625.00        500.000        72.3294       0.691986       0.714530        26.2641                 NaN            NaN            NaN            NaN
  1621.79        500.000        71.6442       0.692271       0.722592        26.9410                 NaN            NaN            NaN            NaN
  1618.59        500.000        69.8672       0.693757       0.729138        27.1255        1.58442                 NaN            NaN            NaN
  1615.38        500.000        67.9897       0.695377       0.734984        27.2286        3.35134                 NaN            NaN            NaN
  1612.18        500.000        66.4069       0.696768       0.738484        27.2963        4.86155                 NaN            NaN            NaN
  1608.97        500.000        64.8180       0.698163       0.741997        27.3641        6.37774                 NaN            NaN            NaN
  1605.77        500.000        63.2228       0.699562       0.745522        27.4322        7.89995                 NaN            NaN            NaN
  1602.56        500.000        61.6213       0.700965       0.749059        27.5005        9.42819                 NaN            NaN            NaN
  1599.36        500.000        60.0135       0.702372       0.752608        27.5690        10.9625                 NaN            NaN            NaN
  1596.15        500.000        58.3994       0.703783       0.756171        27.6377        12.5029                 NaN            NaN            NaN
  1592.95        500.000        56.7790       0.705198       0.759745        27.7066        14.0494                 NaN            NaN            NaN
  1589.74        500.000        55.1522       0.706617       0.763332        27.7758        15.6021                 NaN            NaN            NaN
  1586.54        500.000        53.8808       0.707766       0.763115        27.8034        16.8450                 NaN            NaN            NaN
  1583.33        500.000        52.6053       0.708917       0.762896        27.8311        18.0918                 NaN            NaN            NaN
  1580.13        500.000        51.3259       0.710071       0.762675        27.8588        19.3426                 NaN            NaN            NaN
  1576.92        500.000        50.0424       0.711227       0.762452        27.8865        20.5974                 NaN            NaN            NaN
  1573.72        500.000        48.7548       0.712386       0.762227        27.9143        21.8562                 NaN            NaN            NaN
  1570.51        500.000        47.4632       0.713548       0.761999        27.9422        23.1191                 NaN            NaN            NaN
  1567.31        500.000        46.1675       0.714712       0.761770        27.9701        24.3859                 NaN            NaN            NaN
  1564.10        500.000        44.8677       0.715879       0.761538        27.9980        25.6569                 NaN            NaN            NaN
  1560.90        500.000        43.7395       0.716920       0.757023        28.0113        26.7753                 NaN            NaN            NaN
  1557.69        500.000        42.6082       0.717964       0.752494        28.0245        27.8968                 NaN            NaN            NaN
  1554.49        500.000        41.4737       0.719009       0.747950        28.0378        29.0215                 NaN            NaN            NaN
  1551.28        500.000        40.3360       0.720057       0.743392        28.0511        30.1494                 NaN            NaN            NaN
  1548.08        500.000        39.1952       0.721106       0.738820        28.0644        31.2805                 NaN            NaN            NaN
  1544.87        500.000        38.0511       0.722158       0.734233        28.0777        32.4148                 NaN            NaN            NaN
  1541.67        500.000        36.9039       0.723212       0.729633        28.0910        33.5523                 NaN            NaN            NaN
  1538.46        500.000        35.7534       0.724268       0.725017        28.1043        34.6931                 NaN            NaN            NaN
  1535.26        500.000        34.6362       0.725306       0.715569        28.1244        35.7986                 NaN            NaN            NaN
  1532.05        500.000        33.5160       0.726346       0.706094        28.1445        36.9071                 NaN            NaN            NaN
  1528.85        500.000        32.3927       0.727388       0.696590        28.1646        38.0187                 NaN            NaN            NaN
  1525.64        500.000        31.2663       0.728432       0.687058        28.1848        39.1334                 NaN            NaN            NaN
  1522.44        500.000        30.1290       0.729489       0.674253        28.2154        40.2518                 NaN            NaN            NaN
  1519.23        500.000        28.9887       0.730548       0.661410        28.2461        41.3733                 NaN            NaN            NaN
  1516.03        500.000        27.2050       0.732240       0.650114        28.3352        42.0128        1.06459                 NaN            NaN
  1512.82        500.000        25.2672       0.734114       0.631416        28.4674        42.6815        2.21842                 NaN            NaN
  1509.62        500.000        24.0008       0.735354       0.616043        28.5399        43.1406        2.96725                 NaN            NaN
  1506.41        500.000        22.7304       0.736597       0.600618        28.6126        43.6012        3.71858                 NaN            NaN
  1503.21        500.000        21.4558       0.737843       0.585139        28.6856        44.0632        4.47243                 NaN            NaN
  1500.00        500.000        20.1771       0.739091       0.569607        28.7587        44.5267        5.22880                 NaN            NaN
  1496.79        500.000        18.8943       0.740342       0.554022        28.8320        44.9917        5.98770                 NaN            NaN
  1493.59        500.000        17.6073       0.741596       0.538384        28.9054        45.4582        6.74914                 NaN            NaN
  1490.38        500.000        16.3161       0.742852       0.522692        28.9791        45.9261        7.51312                 NaN            NaN
  1487.18        500.000        15.0207       0.744112       0.506947        29.0530        46.3956        8.27966                 NaN            NaN
  1483.97        500.000        14.1467       0.744991       0.492417        29.0957        46.7091        8.81101                 NaN            NaN
  1480.77        500.000        13.2708       0.745871       0.477852        29.1386        47.0233        9.34359                 NaN            NaN
  1477.56        500.000        12.4805       0.746662       0.465050        29.1690        47.2970        9.84174                 NaN            NaN
  1474.36        500.000        11.7813       0.747381       0.453307        29.1939        47.5330        10.2859       0.518339E-002            NaN
  1471.15        500.000        11.7806       0.747396       0.453317        29.1942        47.5334        10.2860       0.518344E-002            NaN
  1467.95        500.000        11.7798       0.747412       0.453328        29.1944        47.5337        10.2861       0.518349E-002            NaN
  1464.74        500.000        11.7791       0.747428       0.453338        29.1946        47.5341        10.2861       0.518354E-002            NaN
  1461.54        500.000        8.92238       0.750307       0.435985        29.1861        46.3669        11.5456        2.79269                 NaN
  1458.33        500.000        8.92186       0.750321       0.435995        29.1863        46.3672        11.5457        2.79271                 NaN
  1455.13        500.000        8.92133       0.750335       0.436004        29.1864        46.3674        11.5457        2.79273                 NaN
  1451.92        500.000        8.92080       0.750349       0.436014        29.1866        46.3677        11.5458        2.79275                 NaN
  1448.72        500.000        8.92027       0.750363       0.436023        29.1868        46.3680        11.5458        2.79278                 NaN
  1445.51        500.000        8.91974       0.750376       0.436032        29.1869        46.3683        11.5459        2.79280                 NaN
  1442.31        500.000        8.91921       0.750390       0.436042        29.1871        46.3685        11.5459        2.79282                 NaN
  1439.10        500.000        8.91868       0.750404       0.436051        29.1872        46.3688        11.5460        2.79284                 NaN
  1435.90        500.000        5.08959       0.754470       0.404852        29.0687        45.4542        13.5770        5.65118                 NaN
  1432.69        500.000        5.08933       0.754482       0.404860        29.0688        45.4543        13.5770        5.65121                 NaN
  1429.49        500.000        5.08906       0.754493       0.404868        29.0688        45.4545        13.5770        5.65124                 NaN
  1426.28        500.000        5.08880       0.754504       0.404876        29.0689        45.4546        13.5770        5.65127                 NaN
  1423.08        500.000        5.08853       0.754515       0.404885        29.0690        45.4547        13.5771        5.65129                 NaN
