|6.6.6
Archiving\03_Data\eqLP/QFM_m2.5/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.5900       0.370647       0.393585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.5900       0.370647       0.393585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.5900       0.370646       0.393584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.5900       0.370646       0.393584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.5900       0.370645       0.393583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.5900       0.370645       0.393583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.5900       0.370644       0.393582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.5900       0.370644       0.393582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.5900       0.370643       0.393581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.5900       0.370643       0.393581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.5900       0.370642       0.393580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.5900       0.370642       0.393580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.5900       0.370641       0.393579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.5900       0.370641       0.393579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.5900       0.370640       0.393578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.5900       0.370640       0.393578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.5900       0.370639       0.393577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.5900       0.370639       0.393576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.5900       0.370638       0.393576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.5900       0.370638       0.393575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.5900       0.370637       0.393575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.5900       0.370636       0.393574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.5900       0.370636       0.393574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.5900       0.370635       0.393573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.5900       0.370635       0.393572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.5900       0.370634       0.393572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.5900       0.370634       0.393571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.5900       0.370633       0.393570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.5900       0.370632       0.393570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.5900       0.370632       0.393569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.5900       0.370631       0.393569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.5900       0.370631       0.393568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.5900       0.370630       0.393567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        98.9487       0.370623       0.316226E-001  0.649063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        98.1483       0.370615       0.218309E-001   1.45920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        97.3617       0.370607       0.120773E-001   2.25565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        96.5750       0.370599       0.232418E-002   3.05206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        95.6154       0.222878                 NaN   3.88886       0.272839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        94.4180       0.310837E-002            NaN   4.90018       0.678756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        93.8304                 NaN            NaN   5.48515       0.684500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        93.2340                 NaN            NaN   6.08152       0.684502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        92.6320                 NaN            NaN   6.68351       0.684504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        92.0093                 NaN            NaN   7.29977       0.684507       0.645386E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        91.3637                 NaN            NaN   7.92638       0.684509       0.254180E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        90.7181                 NaN            NaN   8.55300       0.684512       0.443824E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        90.0664                 NaN            NaN   9.18632       0.684515       0.627709E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        89.4147                 NaN            NaN   9.81964       0.684517       0.811595E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        88.7630                 NaN            NaN   10.4530       0.684520       0.995483E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        88.1112                 NaN            NaN   11.0863       0.684523       0.117937                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        87.4695                 NaN            NaN   11.7107       0.684526       0.135258                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        86.8277                 NaN            NaN   12.3352       0.684529       0.152579                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        86.1860                 NaN            NaN   12.9596       0.684532       0.169900                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        85.5442                 NaN            NaN   13.5840       0.684534       0.187221                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        84.9024                 NaN            NaN   14.2085       0.684537       0.204542                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        84.2607                 NaN            NaN   14.8329       0.684540       0.221864                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        83.6189                 NaN            NaN   15.4574       0.684543       0.239185                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        82.9771                 NaN            NaN   16.0819       0.684546       0.256507                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        82.3607                 NaN            NaN   16.6822       0.684550       0.272551                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        81.7442                 NaN            NaN   17.2826       0.684553       0.288595                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        81.1278                 NaN            NaN   17.8830       0.684556       0.304639                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        80.5113                 NaN            NaN   18.4834       0.684559       0.320683                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        79.8949                 NaN            NaN   19.0838       0.684562       0.336727                 NaN            NaN            NaN            NaN            NaN            NaN
