|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm            hed           
  1531.33        500.000        99.1607                 NaN            NaN  0.893518E-002            NaN  0.830339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1737                 NaN            NaN  0.812450E-002            NaN  0.818175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1850                 NaN            NaN  0.124176E-001            NaN  0.802603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1987                 NaN            NaN  0.361180E-001            NaN  0.765181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.2093                 NaN            NaN  0.280884E-001            NaN  0.762591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.2190                 NaN            NaN  0.154307E-001            NaN  0.765555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2269                 NaN            NaN            NaN            NaN  0.773134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2347                 NaN            NaN            NaN            NaN  0.765310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2458                 NaN            NaN            NaN            NaN  0.754163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2579                 NaN            NaN  0.625401E-002            NaN  0.735861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2646                 NaN            NaN            NaN            NaN  0.735421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2743                 NaN            NaN            NaN            NaN  0.725685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2823                 NaN            NaN            NaN            NaN  0.717736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2909                 NaN            NaN            NaN            NaN  0.709098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2987                 NaN            NaN            NaN            NaN  0.701297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.3120                 NaN            NaN  0.180763E-001            NaN  0.669973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.3170                 NaN            NaN            NaN            NaN  0.683048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.3260                 NaN            NaN            NaN            NaN  0.673989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.3264                 NaN            NaN            NaN            NaN  0.648786       0.248309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2479                 NaN            NaN            NaN            NaN  0.201038       0.551080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2287                 NaN            NaN            NaN            NaN  0.665888E-001  0.704744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2359                 NaN            NaN            NaN            NaN  0.599005E-001  0.704223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2422                 NaN            NaN            NaN            NaN  0.528180E-001  0.704991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2474                 NaN            NaN            NaN            NaN  0.450664E-001  0.707574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2527                 NaN            NaN            NaN            NaN  0.378909E-001  0.709419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2599                 NaN            NaN            NaN            NaN  0.322638E-001  0.707844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2632                 NaN            NaN            NaN            NaN  0.234355E-001  0.713386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2682                 NaN            NaN            NaN            NaN  0.159886E-001  0.715831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2723                 NaN            NaN            NaN            NaN  0.922828E-002  0.718495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2770                 NaN            NaN            NaN            NaN  0.661513E-003  0.722337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2792                 NaN            NaN            NaN            NaN            NaN  0.720783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2835                 NaN            NaN            NaN            NaN  0.194841E-002  0.714595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2889                 NaN            NaN            NaN            NaN  0.832663E-001  0.627883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2868                 NaN            NaN            NaN            NaN            NaN  0.713192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2842                 NaN            NaN            NaN            NaN            NaN  0.715788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.3686                 NaN            NaN            NaN            NaN            NaN  0.631417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2029                 NaN            NaN            NaN            NaN            NaN  0.797100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2783                 NaN            NaN            NaN            NaN            NaN  0.721721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.1668                 NaN            NaN            NaN            NaN            NaN  0.629527       0.203657                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.9155                 NaN            NaN            NaN            NaN            NaN  0.394988       0.689491                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.9330                 NaN            NaN            NaN            NaN            NaN  0.679428       0.387556                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.9506                 NaN            NaN            NaN            NaN            NaN  0.380914       0.668497                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.9671                 NaN            NaN            NaN            NaN            NaN  0.658388       0.374555                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.9825                 NaN            NaN            NaN            NaN            NaN  0.369048       0.648480                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.9991                 NaN            NaN            NaN            NaN            NaN  0.638765       0.362149                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        99.0144                 NaN            NaN            NaN            NaN            NaN  0.356763       0.628813                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        99.0298                 NaN            NaN            NaN            NaN            NaN  0.350245       0.619994                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.1271                 NaN            NaN            NaN            NaN            NaN  0.727726       0.681672                 NaN  0.463464                 NaN            NaN            NaN            NaN
  1411.03        500.000        97.3247                 NaN            NaN            NaN            NaN            NaN   1.06493       0.724020                 NaN  0.886318                 NaN            NaN            NaN            NaN
  1408.52        500.000        97.4142                 NaN            NaN            NaN            NaN            NaN  0.699648        1.02889                 NaN  0.857265                 NaN            NaN            NaN            NaN
  1406.02        500.000        97.5002                 NaN            NaN            NaN            NaN            NaN  0.675548       0.994753                 NaN  0.829520                 NaN            NaN            NaN            NaN
  1403.51        500.000        97.5800                 NaN            NaN            NaN            NaN            NaN  0.652982       0.963113                 NaN  0.803861                 NaN            NaN            NaN            NaN
  1401.00        500.000        97.6603                 NaN            NaN            NaN            NaN            NaN  0.633335       0.928805                 NaN  0.777561                 NaN            NaN            NaN            NaN
  1398.50        500.000        97.7335                 NaN            NaN            NaN            NaN            NaN  0.611055       0.901736                 NaN  0.753659                 NaN            NaN            NaN            NaN
  1395.99        500.000        97.8032                 NaN            NaN            NaN            NaN            NaN  0.874250       0.591535                 NaN  0.731052                 NaN            NaN            NaN            NaN
  1393.48        500.000        97.8696                 NaN            NaN            NaN            NaN            NaN  0.847981       0.573135                 NaN  0.709303                 NaN            NaN            NaN            NaN
  1390.98        500.000        97.9335                 NaN            NaN            NaN            NaN            NaN  0.822922       0.555246                 NaN  0.688340                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.9933                 NaN            NaN            NaN            NaN            NaN  0.799672       0.538332                 NaN  0.668670                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.0507                 NaN            NaN            NaN            NaN            NaN  0.522000       0.777439                 NaN  0.649825                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.1062                 NaN            NaN            NaN            NaN            NaN  0.506610       0.755664                 NaN  0.631500                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.1567                 NaN            NaN            NaN            NaN            NaN  0.491981       0.736352                 NaN  0.614927                 NaN            NaN            NaN            NaN
  1378.45        500.000        98.2117                 NaN            NaN            NaN            NaN            NaN  0.715222       0.476703                 NaN  0.596416                 NaN            NaN            NaN            NaN
  1375.94        500.000        98.2588                 NaN            NaN            NaN            NaN            NaN  0.463012       0.697193                 NaN  0.581035                 NaN            NaN            NaN            NaN
  1373.43        500.000        98.3057                 NaN            NaN            NaN            NaN            NaN  0.451014       0.677932                 NaN  0.565383                 NaN            NaN            NaN            NaN
  1370.93        500.000        98.3501                 NaN            NaN            NaN            NaN            NaN  0.437728       0.661639                 NaN  0.550494                 NaN            NaN            NaN            NaN
  1368.42        500.000        98.3937                 NaN            NaN            NaN            NaN            NaN  0.425062       0.645216                 NaN  0.536039                 NaN            NaN            NaN            NaN
  1365.91        500.000        98.4348                 NaN            NaN            NaN            NaN            NaN  0.413047       0.629799                 NaN  0.522329                 NaN            NaN            NaN            NaN
  1363.41        500.000        98.4744                 NaN            NaN            NaN            NaN            NaN  0.614664       0.401984                 NaN  0.508953                 NaN            NaN            NaN            NaN
  1360.90        500.000        98.5124                 NaN            NaN            NaN            NaN            NaN  0.600303       0.391085                 NaN  0.496259                 NaN            NaN            NaN            NaN
  1358.40        500.000        98.5498                 NaN            NaN            NaN            NaN            NaN  0.380727       0.585807                 NaN  0.483680                 NaN            NaN            NaN            NaN
  1355.89        500.000        98.5849                 NaN            NaN            NaN            NaN            NaN  0.572756       0.370499                 NaN  0.471835                 NaN            NaN            NaN            NaN
  1353.38        500.000        98.6196                 NaN            NaN            NaN            NaN            NaN  0.559723       0.360497                 NaN  0.460131                 NaN            NaN            NaN            NaN
  1350.88        500.000        98.6523                 NaN            NaN            NaN            NaN            NaN  0.350762       0.547831                 NaN  0.449123                 NaN            NaN            NaN            NaN
  1348.37        500.000        98.6843                 NaN            NaN            NaN            NaN            NaN  0.535609       0.341745                 NaN  0.438309                 NaN            NaN            NaN            NaN
  1345.86        500.000        98.7156                 NaN            NaN            NaN            NaN            NaN  0.524077       0.332551                 NaN  0.427783                 NaN            NaN            NaN            NaN
  1343.36        500.000        98.7410                 NaN            NaN            NaN            NaN            NaN  0.326515       0.513127                 NaN  0.419311                 NaN            NaN            NaN            NaN
  1340.85        500.000        98.7769                 NaN            NaN            NaN            NaN            NaN  0.501486       0.315042                 NaN  0.406614                 NaN            NaN            NaN            NaN
  1338.35        500.000        98.8013                 NaN            NaN            NaN            NaN            NaN  0.492151       0.308019                 NaN  0.398499                 NaN            NaN            NaN            NaN
  1335.84        500.000        98.8283                 NaN            NaN            NaN            NaN            NaN  0.299985       0.482261                 NaN  0.389426                 NaN            NaN            NaN            NaN
  1333.33        500.000        98.8520                 NaN            NaN            NaN            NaN            NaN  0.293996       0.472842                 NaN  0.381154                 NaN            NaN            NaN            NaN
  1330.83        500.000        98.8816                 NaN            NaN            NaN            NaN            NaN  0.284628       0.462696                 NaN  0.371100                 NaN            NaN            NaN            NaN
  1328.32        500.000        98.9040                 NaN            NaN            NaN            NaN            NaN  0.278340       0.454101                 NaN  0.363541                 NaN            NaN            NaN            NaN
  1325.81        500.000        98.9280                 NaN            NaN            NaN            NaN            NaN  0.445305       0.271427                 NaN  0.355295                 NaN            NaN            NaN            NaN
  1323.31        500.000        98.9508                 NaN            NaN            NaN            NaN            NaN  0.264514       0.437172                 NaN  0.347519                 NaN            NaN            NaN            NaN
  1320.80        500.000        98.9737                 NaN            NaN            NaN            NaN            NaN  0.257771       0.428822                 NaN  0.339717                 NaN            NaN            NaN            NaN
  1318.30        500.000        98.9952                 NaN            NaN            NaN            NaN            NaN  0.420948       0.251529                 NaN  0.332326                 NaN            NaN            NaN            NaN
  1315.79        500.000        99.0157                 NaN            NaN            NaN            NaN            NaN  0.245298       0.413657                 NaN  0.325348                 NaN            NaN            NaN            NaN
  1313.28        500.000        99.0360                 NaN            NaN            NaN            NaN            NaN  0.239478       0.406178                 NaN  0.318344                 NaN            NaN            NaN            NaN
  1310.78        500.000        99.0565                 NaN            NaN            NaN            NaN            NaN  0.398456       0.233732                 NaN  0.311265                 NaN            NaN            NaN            NaN
  1308.27        500.000        99.0753                 NaN            NaN            NaN            NaN            NaN  0.392054       0.227759                 NaN  0.304859                 NaN            NaN            NaN            NaN
  1305.76        500.000        99.0945                 NaN            NaN            NaN            NaN            NaN  0.384472       0.222752                 NaN  0.298289                 NaN            NaN            NaN            NaN
  1303.26        500.000        99.1129                 NaN            NaN            NaN            NaN            NaN  0.377921       0.217344                 NaN  0.291872                 NaN            NaN            NaN            NaN
  1300.75        500.000        99.1303                 NaN            NaN            NaN            NaN            NaN  0.211914       0.371870                 NaN  0.285960                 NaN            NaN            NaN            NaN
  1298.25        500.000        99.1474                 NaN            NaN            NaN            NaN            NaN  0.365492       0.207093                 NaN  0.280026                 NaN            NaN            NaN            NaN
  1295.74        500.000        99.1926                 NaN            NaN  0.100453                 NaN            NaN  0.275632       0.151725                 NaN  0.279602                 NaN            NaN            NaN            NaN
  1293.23        500.000        99.1835                 NaN            NaN            NaN            NaN            NaN  0.352950       0.196625                 NaN  0.266914                 NaN            NaN            NaN            NaN
  1290.73        500.000        80.7561                 NaN            NaN            NaN            NaN            NaN   1.67492        2.98674                 NaN   2.27067        12.3115                 NaN            NaN            NaN
  1288.22        500.000        82.8477                 NaN            NaN            NaN            NaN            NaN   1.50970        2.63222                 NaN   2.03007        10.9803                 NaN            NaN            NaN
  1285.71        500.000        85.7969                 NaN            NaN            NaN            NaN            NaN   2.16782        1.27303                 NaN   1.69752        9.06478                 NaN            NaN            NaN
  1283.21        500.000        87.9479                 NaN            NaN            NaN            NaN            NaN   1.82933        1.09825                 NaN   1.45278        7.67178                 NaN            NaN            NaN
  1280.70        500.000        89.5657                 NaN            NaN            NaN            NaN            NaN  0.966204        1.57276                 NaN   1.26679        6.62858                 NaN            NaN            NaN
  1278.20        500.000        90.8236                 NaN            NaN            NaN            NaN            NaN   1.37582       0.860292                 NaN   1.12152        5.81876                 NaN            NaN            NaN
  1275.69        500.000        91.8153                 NaN            NaN            NaN            NaN            NaN  0.776771        1.22044                 NaN   1.00602        5.18146                 NaN            NaN            NaN
  1273.18        500.000        92.6308                 NaN            NaN            NaN            NaN            NaN  0.708146        1.09170                 NaN  0.910104        4.65929                 NaN            NaN            NaN
  1270.68        500.000        93.3081                 NaN            NaN            NaN            NaN            NaN  0.986903       0.648407                 NaN  0.829602        4.22694                 NaN            NaN            NaN
  1268.17        500.000        93.8792                 NaN            NaN            NaN            NaN            NaN  0.900296       0.596134                 NaN  0.761259        3.86310                 NaN            NaN            NaN
  1265.66        500.000        94.3665                 NaN            NaN            NaN            NaN            NaN  0.824749       0.552931                 NaN  0.702536        3.55326                 NaN            NaN            NaN
  1263.16        500.000        94.7861                 NaN            NaN            NaN            NaN            NaN  0.766892       0.508552                 NaN  0.651392        3.28703                 NaN            NaN            NaN
  1260.65        500.000        95.1535                 NaN            NaN            NaN            NaN            NaN  0.722493       0.463325                 NaN  0.606340        3.05432                 NaN            NaN            NaN
  1258.15        500.000        95.4746                 NaN            NaN            NaN            NaN            NaN  0.400865       0.706919                 NaN  0.566755        2.85087                 NaN            NaN            NaN
  1255.64        500.000        95.7661                 NaN            NaN            NaN            NaN            NaN   1.03567                 NaN            NaN  0.530702        2.66757                 NaN            NaN            NaN
  1253.13        500.000        96.0225                 NaN            NaN            NaN            NaN            NaN  0.973721                 NaN            NaN  0.497073        2.50674                 NaN            NaN            NaN
  1250.63        500.000        96.2583                 NaN            NaN            NaN            NaN            NaN  0.914635                 NaN            NaN  0.467706        2.35936                 NaN            NaN            NaN
  1248.12        500.000        96.4687                 NaN            NaN            NaN            NaN            NaN  0.863299                 NaN            NaN  0.439500        2.22848                 NaN            NaN            NaN
  1245.61        500.000        96.6566                 NaN            NaN            NaN            NaN            NaN  0.817101                 NaN            NaN  0.416302        2.10997                 NaN            NaN            NaN
  1243.11        500.000        96.8277                 NaN            NaN            NaN            NaN            NaN  0.775805                 NaN            NaN  0.394208        2.00231                 NaN            NaN            NaN
  1240.60        500.000        96.9839                 NaN            NaN            NaN            NaN            NaN  0.737653                 NaN            NaN  0.374592        1.90387                 NaN            NaN            NaN
  1238.10        500.000        97.1318                 NaN            NaN            NaN            NaN            NaN  0.701662                 NaN            NaN  0.353369        1.81314                 NaN            NaN            NaN
  1235.59        500.000        97.2639                 NaN            NaN            NaN            NaN            NaN  0.669768                 NaN            NaN  0.336455        1.72987                 NaN            NaN            NaN
  1233.08        500.000        97.3882                 NaN            NaN            NaN            NaN            NaN  0.639099                 NaN            NaN  0.320462        1.65221                 NaN            NaN            NaN
  1230.58        500.000        97.4993                 NaN            NaN            NaN            NaN            NaN  0.612774                 NaN            NaN  0.305748        1.58214                 NaN            NaN            NaN
  1228.07        500.000        97.6070                 NaN            NaN            NaN            NaN            NaN  0.586268                 NaN            NaN  0.291953        1.51477                 NaN            NaN            NaN
  1225.56        500.000        97.7064                 NaN            NaN            NaN            NaN            NaN  0.562973                 NaN            NaN  0.277355        1.45326                 NaN            NaN            NaN
  1223.06        500.000        97.7961                 NaN            NaN            NaN            NaN            NaN  0.541987                 NaN            NaN  0.264687        1.39720                 NaN            NaN            NaN
  1220.55        500.000        97.8837                 NaN            NaN            NaN            NaN            NaN  0.520383                 NaN            NaN  0.254536        1.34142                 NaN            NaN            NaN
  1218.05        500.000        97.9630                 NaN            NaN            NaN            NaN            NaN  0.501782                 NaN            NaN  0.242343        1.29284                 NaN            NaN            NaN
  1215.54        500.000        98.0454                 NaN            NaN            NaN            NaN            NaN  0.481139                 NaN            NaN  0.232507        1.24095                 NaN            NaN            NaN
  1213.03        500.000        98.1142                 NaN            NaN            NaN            NaN            NaN  0.464494                 NaN            NaN  0.223834        1.19747                 NaN            NaN            NaN
  1210.53        500.000        94.3744                 NaN            NaN            NaN            NaN            NaN  0.769482                 NaN            NaN  0.493789        2.56147        1.80086                 NaN            NaN
  1208.02        500.000        86.1177                 NaN            NaN            NaN            NaN            NaN   1.49082                 NaN            NaN   1.10338        5.55557        5.73253                 NaN            NaN
  1205.51        500.000        85.6648                 NaN            NaN            NaN            NaN            NaN   1.53789                 NaN            NaN   1.14554        5.73497        5.88938       0.274199E-001            NaN
  1203.01        500.000        83.6683                 NaN            NaN            NaN            NaN            NaN  0.772226       0.942915                 NaN   1.34245        6.52933        6.68540       0.593517E-001            NaN
  1200.50        500.000        85.6683                 NaN            NaN            NaN            NaN            NaN   1.52987                 NaN            NaN   1.12968        5.77373        5.83924       0.592105E-001            NaN
  1197.99        500.000        86.1727                 NaN            NaN            NaN            NaN            NaN   1.47179                 NaN            NaN   1.06123        5.61578        5.61814       0.603239E-001            NaN
  1195.49        500.000        80.8603                 NaN            NaN            NaN            NaN            NaN  0.657093       0.821672                 NaN   1.36498        8.02613        8.16798       0.101867                 NaN
  1192.98        500.000        83.0541                 NaN            NaN            NaN            NaN            NaN   2.10992                 NaN            NaN   1.31286        6.91533        6.56375       0.440456E-001            NaN
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.89385        1.69734                 NaN   7.07910        42.8454        41.1454       0.338960                 NaN
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.76186       0.798259       0.872109E-006   7.09126        42.8895        41.1294       0.329724                 NaN
  1185.46        500.000                 NaN            NaN            NaN  0.194997                 NaN            NaN   8.23749       0.155885E-004            NaN   7.07185        42.9435        41.2127       0.339540                 NaN
  1182.96        500.000                 NaN            NaN            NaN  0.229925                 NaN            NaN   8.18089       0.148748E-004            NaN   7.06948        42.9493        41.2295       0.340914                 NaN
  1180.45        500.000                 NaN            NaN            NaN  0.264805                 NaN            NaN   8.12435       0.142041E-004            NaN   7.06700        42.9553        41.2463       0.342300                 NaN
  1177.94        500.000                 NaN            NaN            NaN  0.299497                 NaN            NaN   8.06806       0.135762E-004            NaN   7.06441        42.9614        41.2630       0.343698                 NaN
  1175.44        500.000                 NaN            NaN            NaN  0.334117                 NaN            NaN   8.01186       0.129830E-004            NaN   7.06172        42.9676        41.2796       0.345105                 NaN
  1172.93        500.000                 NaN            NaN            NaN  0.368501                 NaN            NaN   7.95600       0.124274E-004            NaN   7.05893        42.9738        41.2962       0.346520                 NaN
  1170.43        500.000                 NaN            NaN            NaN  0.402627                 NaN            NaN   7.90051       0.119028E-004            NaN   7.05605        42.9802        41.3127       0.347941                 NaN
  1167.92        500.000                 NaN            NaN            NaN  0.536250                 NaN            NaN  0.309445        7.35446                 NaN   7.03065        43.0445        41.3673       0.357373                 NaN
  1165.41        500.000                 NaN            NaN            NaN  0.543299                 NaN            NaN  0.231298        7.42596                 NaN   7.03341        43.0360        41.3733       0.356718                 NaN
  1162.91        500.000                 NaN            NaN            NaN  0.551525                 NaN            NaN  0.154907        7.49366                 NaN   7.03589        43.0281        41.3798       0.356149                 NaN
  1160.40        500.000                 NaN            NaN            NaN  0.561235                 NaN            NaN  0.814744E-001   7.55577                 NaN   7.03802        43.0210        41.3869       0.355693                 NaN
  1157.89        500.000                 NaN            NaN            NaN  0.568923                 NaN            NaN   7.62967       0.882444E-006            NaN   7.04058        43.0126        41.3932       0.355072                 NaN
  1155.39        500.000                 NaN            NaN            NaN  0.595487                 NaN            NaN   7.55807       0.288165E-001            NaN   7.03829        43.0167        41.4065       0.356103                 NaN
  1152.88        500.000                 NaN            NaN            NaN  0.622229                 NaN            NaN   7.48578       0.579961E-001            NaN   7.03594        43.0209        41.4200       0.357155                 NaN
  1150.38        500.000                 NaN            NaN            NaN  0.660382                 NaN            NaN   7.45226       0.289690E-001            NaN   7.03171        43.0296        41.4381       0.358921                 NaN
  1147.87        500.000                 NaN            NaN            NaN  0.689976                 NaN            NaN   7.39502       0.381629E-001            NaN   7.02874        43.0352        41.4527       0.360181                 NaN
  1145.36        500.000                 NaN            NaN            NaN  0.718962                 NaN            NaN   7.33840       0.477159E-001            NaN   7.02579        43.0406        41.4671       0.361419                 NaN
  1142.86        500.000                 NaN            NaN            NaN  0.747439                 NaN            NaN   7.28285       0.570202E-001            NaN   7.02285        43.0460        41.4812       0.362639                 NaN
  1140.35        500.000                 NaN            NaN            NaN  0.775398                 NaN            NaN   7.22831       0.661669E-001            NaN   7.01993        43.0512        41.4952       0.363840                 NaN
  1137.84        500.000                 NaN            NaN            NaN  0.802814                 NaN            NaN   7.17510       0.748664E-001            NaN   7.01705        43.0563        41.5089       0.365020                 NaN
  1135.34        500.000                 NaN            NaN            NaN  0.829642                 NaN            NaN   7.12280       0.836200E-001            NaN   7.01420        43.0612        41.5223       0.366176                 NaN
  1132.83        500.000                 NaN            NaN            NaN  0.855869                 NaN            NaN   7.07153       0.923353E-001            NaN   7.01140        43.0660        41.5355       0.367306                 NaN
  1130.33        500.000                 NaN            NaN            NaN  0.881537                 NaN            NaN   7.02145       0.100787                 NaN   7.00864        43.0707        41.5485       0.368411                 NaN
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.19714        5.45692                 NaN   7.18528        42.6649        41.1908       0.304928                 NaN
  1125.31        500.000                 NaN            NaN            NaN  0.709039                 NaN            NaN   6.22324        1.20176                 NaN   7.04559        42.9827        41.4824       0.355212                 NaN
  1122.81        500.000                 NaN            NaN            NaN  0.725848                 NaN            NaN   6.15409        1.24487                 NaN   7.04497        42.9828        41.4918       0.355613                 NaN
  1120.30        500.000                 NaN            NaN            NaN  0.743716                 NaN            NaN   6.09105        1.28006                 NaN   7.04412        42.9834        41.5016       0.356089                 NaN
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.73512        5.93143                 NaN   7.20383        42.6298        41.1992       0.300631                 NaN
  1115.29        500.000                 NaN            NaN            NaN  0.255791                 NaN            NaN   4.34816        3.88099                 NaN   7.14876        42.7408        41.3071       0.318381                 NaN
  1112.78        500.000                 NaN            NaN            NaN  0.251993                 NaN            NaN   4.28749        3.94269                 NaN   7.14914        42.7434        41.3062       0.319104                 NaN
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.28896        6.40953                 NaN   7.22602        42.5698        41.2118       0.293894                 NaN
  1107.77        500.000                 NaN            NaN            NaN  0.244083                 NaN            NaN   4.09754        4.16366                 NaN   7.16361        42.7063        41.3101       0.314692                 NaN
  1105.26        500.000                 NaN            NaN            NaN  0.452385                 NaN            NaN   4.34662        3.55387                 NaN   7.12466        42.7953        41.3985       0.328665                 NaN
  1102.76        500.000                 NaN            NaN            NaN   1.12638                 NaN            NaN   6.54071       0.185963                 NaN   6.98239        43.1103        41.6755       0.378732                 NaN
  1100.25        500.000                 NaN            NaN            NaN   1.14537                 NaN            NaN   6.50309       0.193149                 NaN   6.98044        43.1128        41.6857       0.379490                 NaN
  1097.74        500.000                 NaN            NaN            NaN   1.16403                 NaN            NaN   6.46684       0.199528                 NaN   6.97854        43.1151        41.6958       0.380232                 NaN
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.73709                 NaN            NaN   7.26123        42.4883        41.2299       0.283507                 NaN
  1092.73        500.000                 NaN            NaN            NaN  0.695896                 NaN            NaN   4.70131        2.78948                 NaN   7.09882        42.8644        41.5097       0.340437                 NaN
  1090.23        500.000                 NaN            NaN            NaN  0.718044                 NaN            NaN   4.88367        2.56225                 NaN   7.08408        42.8873        41.5199       0.344777                 NaN
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.19225        5.64998        1.89345        7.26375        42.4829        41.2346       0.283066                 NaN
  1085.21        500.000                 NaN            NaN            NaN  0.432291                 NaN            NaN   3.74651        4.21649                 NaN   7.15957        42.7170        41.4091       0.319027                 NaN
  1082.71        500.000                 NaN            NaN            NaN   1.26565                 NaN            NaN   6.26449       0.240397                 NaN   6.96880        43.1247        41.7519       0.384047                 NaN
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.21906        2.54117                 NaN   7.28439        42.4337        41.2445       0.277149                 NaN
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.15397        1.61478                 NaN   7.29154        42.4171        41.2478       0.274814                 NaN
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.61585        2.15497                 NaN   7.29406        42.4109        41.2500       0.274275                 NaN
  1072.68        500.000                 NaN            NaN            NaN  0.874350                 NaN            NaN   4.78723        2.42226                 NaN   7.07196        42.8896        41.6046       0.350037                 NaN
  1070.18        500.000                 NaN            NaN            NaN  0.655293                 NaN            NaN   3.77949        3.81597                 NaN   7.13100        42.7719        41.5163       0.330001                 NaN
  1067.67        500.000                 NaN            NaN            NaN  0.932058                 NaN            NaN   4.86854        2.24314                 NaN   7.06910        42.9055        41.6305       0.351142                 NaN
