|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm            hed           
  1889.72        500.000        99.3883                 NaN            NaN  0.611728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3920                 NaN            NaN  0.607998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3936                 NaN            NaN  0.606386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4001                 NaN            NaN  0.599857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3786                 NaN            NaN  0.621372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4268                 NaN            NaN  0.573208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4079                 NaN            NaN  0.592142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4103                 NaN            NaN  0.589708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4110                 NaN            NaN  0.589039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.6813                 NaN            NaN  0.318723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.1534                 NaN            NaN  0.846563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4197                 NaN            NaN  0.580288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4236                 NaN            NaN  0.576361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4200                 NaN            NaN  0.579159       0.802112E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4131                 NaN            NaN  0.570527       0.163483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4146                 NaN            NaN  0.569066       0.163600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3120                 NaN            NaN  0.668743       0.192730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5198                 NaN            NaN  0.466783       0.134131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4173                 NaN            NaN  0.566395       0.162991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4188                 NaN            NaN  0.564920       0.162635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4196                 NaN            NaN  0.564143       0.162613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4234                 NaN            NaN  0.560527       0.161043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4202                 NaN            NaN  0.563647       0.162009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4274                 NaN            NaN  0.556696       0.159395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4254                 NaN            NaN  0.558610       0.160373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4269                 NaN            NaN  0.557095       0.159568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4238                 NaN            NaN  0.560147       0.160444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4298                 NaN            NaN  0.554335       0.158206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4300                 NaN            NaN  0.554203       0.158052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4303                 NaN            NaN  0.553940       0.157664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4300                 NaN            NaN  0.554201       0.157523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4299                 NaN            NaN  0.554372       0.157434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4315                 NaN            NaN  0.552873       0.156385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4304                 NaN            NaN  0.553986       0.156430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4315                 NaN            NaN  0.552949       0.155558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4269                 NaN            NaN  0.557382       0.156896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4359                 NaN            NaN  0.548793       0.153339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4307                 NaN            NaN  0.553812       0.154609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4305                 NaN            NaN  0.554125       0.154094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4294                 NaN            NaN  0.555141       0.154171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4303                 NaN            NaN  0.554419       0.153291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4304                 NaN            NaN  0.554323       0.152690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4271                 NaN            NaN  0.557570       0.153171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4299                 NaN            NaN  0.554947       0.151633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4248                 NaN            NaN  0.559903       0.152722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4290                 NaN            NaN  0.555962       0.150647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4252                 NaN            NaN  0.559639       0.151342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4248                 NaN            NaN  0.560091       0.150644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4238                 NaN            NaN  0.561188       0.150277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4663                 NaN            NaN  0.519830       0.138965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3775                 NaN            NaN  0.606452       0.160896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4178                 NaN            NaN  0.567157       0.149955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4204                 NaN            NaN  0.564781       0.148498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4668                 NaN            NaN  0.519035       0.141699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3622                 NaN            NaN  0.622246       0.155699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4137                 NaN            NaN  0.571488       0.147861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4123                 NaN            NaN  0.572887       0.147934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4109                 NaN            NaN  0.574356       0.147124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4090                 NaN            NaN  0.576328       0.146911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4066                 NaN            NaN  0.578772       0.146756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4045                 NaN            NaN  0.580848       0.146599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4030                 NaN            NaN  0.582367       0.146044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4006                 NaN            NaN  0.584851       0.145915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3978                 NaN            NaN  0.587660       0.145606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3968                 NaN            NaN  0.588640       0.145296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4057                 NaN            NaN  0.580074       0.142638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3812                 NaN            NaN  0.604031       0.147537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3903                 NaN            NaN  0.595259       0.144480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3881                 NaN            NaN  0.597456       0.144306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3871                 NaN            NaN  0.598491       0.143798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3833                 NaN            NaN  0.602326       0.143864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3817                 NaN            NaN  0.603984       0.143379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3793                 NaN            NaN  0.606411       0.143237E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3756                 NaN            NaN  0.610008       0.143450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3773                 NaN            NaN  0.608448       0.142172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3718                 NaN            NaN  0.613979       0.142652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3697                 NaN            NaN  0.616069       0.142652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3708                 NaN            NaN  0.615079       0.141608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3667                 NaN            NaN  0.619126       0.141759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3647                 NaN            NaN  0.621196       0.141538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3618                 NaN            NaN  0.624084       0.141653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3619                 NaN            NaN  0.624058       0.140682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3598                 NaN            NaN  0.626143       0.140685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3547                 NaN            NaN  0.631210       0.141243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3579                 NaN            NaN  0.628142       0.139860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3537                 NaN            NaN  0.632235       0.140398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3530                 NaN            NaN  0.633049       0.139575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3481                 NaN            NaN  0.637859       0.140647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.7400                 NaN            NaN   1.23222       0.277730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.9656                 NaN            NaN  0.344298E-001  0.722327E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3460                 NaN            NaN  0.640027       0.139325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3485                 NaN            NaN  0.637588       0.138633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3469                 NaN            NaN  0.639250       0.138327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3448                 NaN            NaN  0.641351       0.138178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3425                 NaN            NaN  0.643714       0.138130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3478                 NaN            NaN  0.638502       0.136765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3436                 NaN            NaN  0.642650       0.137396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3448                 NaN            NaN  0.641530       0.137074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3445                 NaN            NaN  0.641867       0.136718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3423                 NaN            NaN  0.644029       0.136791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3463                 NaN            NaN  0.640096       0.135859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3448                 NaN            NaN  0.641563       0.135942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.6963                 NaN            NaN  0.297350       0.630446E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        98.9951                 NaN            NaN  0.984186       0.207400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3473                 NaN            NaN  0.639178       0.134991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3485                 NaN            NaN  0.638063       0.134615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3491                 NaN            NaN  0.637481       0.134636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3517                 NaN            NaN  0.634917       0.133753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.8505                 NaN            NaN   1.12586       0.236586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.8322                 NaN            NaN  0.164380       0.345373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3809                 NaN            NaN  0.606349       0.127633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3576                 NaN            NaN  0.629172       0.132634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3593                 NaN            NaN  0.627458       0.132107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3565                 NaN            NaN  0.630253       0.132421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3706                 NaN            NaN  0.616341       0.130139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3666                 NaN            NaN  0.620313       0.130891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3695                 NaN            NaN  0.617482       0.130155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2900                 NaN            NaN  0.695289       0.146900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4575                 NaN            NaN  0.531300       0.112349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6661                 NaN            NaN  0.130770                 NaN   1.20309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5931                 NaN            NaN  0.651234E-001            NaN   1.34178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.3568                 NaN            NaN  0.680533E-001            NaN   1.57510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.8977                 NaN            NaN  0.408717E-001            NaN   1.06146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6648                 NaN            NaN  0.418630E-001            NaN   1.29331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6901                 NaN            NaN  0.801778E-001            NaN   1.22974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7120                 NaN            NaN  0.548232E-001            NaN   1.23319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7276                 NaN            NaN  0.483142E-001            NaN   1.22411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7513                 NaN            NaN  0.476923E-001            NaN   1.20098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7714                 NaN            NaN  0.437685E-001            NaN   1.18482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7915                 NaN            NaN  0.419535E-001            NaN   1.16656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8095                 NaN            NaN  0.396981E-001            NaN   1.15078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8281                 NaN            NaN  0.379297E-001            NaN   1.13396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8465                 NaN            NaN  0.364822E-001            NaN   1.11701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8629                 NaN            NaN  0.329577E-001            NaN   1.10413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8799                 NaN            NaN  0.311182E-001            NaN   1.08901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8987                 NaN            NaN  0.302098E-001            NaN   1.07109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9122                 NaN            NaN  0.256739E-001            NaN   1.06216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8203                 NaN            NaN  0.213496E-001            NaN   1.15840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0473                 NaN            NaN  0.263144E-001            NaN  0.926409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9589                 NaN            NaN  0.151432E-001            NaN   1.02591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9735                 NaN            NaN  0.170039E-001            NaN   1.00948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9852                 NaN            NaN  0.170536E-001            NaN  0.997727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9991                 NaN            NaN  0.904374E-002            NaN  0.991808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
