|6.6.6
Archiving\03_Data\frac/QFM_m1.25/NWA1068/NWA1068_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1466.17        2500.00        98.5969                 NaN            NaN  0.117366       0.199996E-002            NaN  0.228876        1.05483                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6185                 NaN            NaN  0.113862       0.186649E-002            NaN   1.03525       0.230571                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6336                 NaN            NaN  0.109921       0.175208E-002            NaN  0.234921        1.01982                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6496                 NaN            NaN  0.106315       0.164023E-002            NaN  0.239676        1.00277                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6652                 NaN            NaN  0.102887       0.152404E-002            NaN  0.243579       0.986803                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6817                 NaN            NaN  0.992186E-001  0.142302E-002            NaN  0.248462       0.969229                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6945                 NaN            NaN  0.961898E-001  0.132011E-002            NaN  0.251874       0.956156                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7108                 NaN            NaN  0.926477E-001  0.121615E-002            NaN  0.255586       0.939790                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6556                 NaN            NaN  0.937093E-001  0.119453E-002            NaN  0.972823       0.276685                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8029                 NaN            NaN  0.829867E-001  0.967514E-003            NaN  0.247000       0.866171                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7487                 NaN            NaN  0.837402E-001  0.924399E-003            NaN  0.264709       0.901916                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7623                 NaN            NaN  0.805569E-001  0.834438E-003            NaN  0.888009       0.268286                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7734                 NaN            NaN  0.778297E-001  0.741496E-003            NaN  0.877927       0.270077                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7845                 NaN            NaN  0.750621E-001  0.655402E-003            NaN  0.866817       0.272990                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7953                 NaN            NaN  0.721617E-001  0.573489E-003            NaN  0.276194       0.855729                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8052                 NaN            NaN  0.697198E-001  0.493459E-003            NaN  0.279197       0.845354                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8161                 NaN            NaN  0.669219E-001  0.415438E-003            NaN  0.280770       0.835831                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8256                 NaN            NaN  0.643510E-001  0.336705E-003            NaN  0.283425       0.826299                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.8336                 NaN            NaN  0.618608E-001  0.264358E-003            NaN  0.818553       0.285679                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.8424                 NaN            NaN  0.593212E-001  0.193794E-003            NaN  0.809865       0.288197                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.8479                 NaN            NaN  0.571007E-001  0.125725E-003            NaN  0.289436       0.805422                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.8492                 NaN            NaN  0.169189E-001  0.132313E-003            NaN  0.774542       0.359185                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.8754                 NaN            NaN  0.898537E-001  0.312636E-004            NaN  0.806044       0.228674                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.8728                 NaN            NaN  0.493516E-001            NaN            NaN  0.780540       0.297325                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        98.8791                 NaN            NaN  0.471555E-001            NaN            NaN  0.773995       0.299708                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.8847                 NaN            NaN  0.446662E-001            NaN            NaN  0.302255       0.768347                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.8901                 NaN            NaN  0.422895E-001  0.460370E-005            NaN  0.762505       0.305056                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        98.2283                 NaN            NaN  0.235429                 NaN            NaN  0.833321       0.290437                 NaN            NaN  0.412475                 NaN            NaN            NaN
  1395.99        2500.00        97.4974                 NaN            NaN  0.460654                 NaN            NaN  0.908876       0.255644                 NaN            NaN  0.877436                 NaN            NaN            NaN
  1393.48        2500.00        97.5505                 NaN            NaN  0.459343                 NaN            NaN  0.232238       0.898266                 NaN            NaN  0.859647                 NaN            NaN            NaN
  1390.98        2500.00        97.6049                 NaN            NaN  0.457749                 NaN            NaN  0.885129       0.210667                 NaN            NaN  0.841561                 NaN            NaN            NaN
  1388.47        2500.00        97.6559                 NaN            NaN  0.455123                 NaN            NaN  0.190026       0.875472                 NaN            NaN  0.823508                 NaN            NaN            NaN
  1385.96        2500.00        97.6988                 NaN            NaN  0.453325                 NaN            NaN  0.172113       0.867372                 NaN            NaN  0.808395                 NaN            NaN            NaN
  1383.46        2500.00        97.7510                 NaN            NaN  0.451476                 NaN            NaN  0.856165       0.150548                 NaN            NaN  0.790797                 NaN            NaN            NaN
  1380.95        2500.00        97.7955                 NaN            NaN  0.448504                 NaN            NaN  0.848226       0.132457                 NaN            NaN  0.775278                 NaN            NaN            NaN
  1378.45        2500.00        97.8369                 NaN            NaN  0.445873                 NaN            NaN  0.116954       0.839885                 NaN            NaN  0.760354                 NaN            NaN            NaN
  1375.94        2500.00        97.8797                 NaN            NaN  0.442934                 NaN            NaN  0.829045       0.103043                 NaN            NaN  0.745315                 NaN            NaN            NaN
  1373.43        2500.00        97.9200                 NaN            NaN  0.439042                 NaN            NaN  0.871170E-001  0.823065                 NaN            NaN  0.730746                 NaN            NaN            NaN
  1370.93        2500.00        97.9565                 NaN            NaN  0.435821                 NaN            NaN  0.817607       0.721887E-001            NaN            NaN  0.717923                 NaN            NaN            NaN
  1368.42        2500.00        97.9999                 NaN            NaN  0.431442                 NaN            NaN  0.804313       0.622982E-001            NaN            NaN  0.702091                 NaN            NaN            NaN
  1365.91        2500.00        98.0354                 NaN            NaN  0.426777                 NaN            NaN  0.513650E-001  0.797718                 NaN            NaN  0.688777                 NaN            NaN            NaN
  1363.41        2500.00        98.0683                 NaN            NaN  0.422378                 NaN            NaN  0.427577E-001  0.790141                 NaN            NaN  0.676433                 NaN            NaN            NaN
  1360.90        2500.00        98.1042                 NaN            NaN  0.417151                 NaN            NaN  0.324039E-001  0.783323                 NaN            NaN  0.662961                 NaN            NaN            NaN
  1358.40        2500.00        98.1368                 NaN            NaN  0.412007                 NaN            NaN  0.777579       0.228905E-001            NaN            NaN  0.650699                 NaN            NaN            NaN
  1355.89        2500.00        98.1696                 NaN            NaN  0.405861                 NaN            NaN  0.768697       0.177469E-001            NaN            NaN  0.638082                 NaN            NaN            NaN
  1353.38        2500.00        98.2011                 NaN            NaN  0.399879                 NaN            NaN  0.114981E-001  0.761644                 NaN            NaN  0.625885                 NaN            NaN            NaN
  1350.88        2500.00        98.2319                 NaN            NaN  0.393329                 NaN            NaN  0.754142       0.680281E-002            NaN            NaN  0.613867                 NaN            NaN            NaN
  1348.37        2500.00        98.2611                 NaN            NaN  0.386590                 NaN            NaN  0.747458       0.251262E-002            NaN            NaN  0.602306                 NaN            NaN            NaN
  1345.86        2500.00        98.2877                 NaN            NaN  0.379254                 NaN            NaN  0.741269       0.438627E-003            NaN            NaN  0.591383                 NaN            NaN            NaN
  1343.36        2500.00        98.3137                 NaN            NaN  0.368480                 NaN            NaN  0.816735E-002  0.729836                 NaN            NaN  0.579809                 NaN            NaN            NaN
  1340.85        2500.00        98.3415                 NaN            NaN  0.363093                 NaN            NaN  0.726233                 NaN            NaN            NaN  0.569194                 NaN            NaN            NaN
  1338.35        2500.00        98.3636                 NaN            NaN  0.346968                 NaN            NaN  0.256471E-001  0.705768                 NaN            NaN  0.558019                 NaN            NaN            NaN
  1335.84        2500.00        98.3910                 NaN            NaN  0.348995                 NaN            NaN  0.710877                 NaN            NaN            NaN  0.549136                 NaN            NaN            NaN
  1333.33        2500.00        98.4151                 NaN            NaN  0.340319                 NaN            NaN  0.705667                 NaN            NaN            NaN  0.538877                 NaN            NaN            NaN
  1330.83        2500.00        98.2214                 NaN            NaN  0.177657       0.104640                 NaN  0.242283       0.696494                 NaN            NaN  0.557501                 NaN            NaN            NaN
  1328.32        2500.00        98.2244                 NaN            NaN  0.219559       0.139907                 NaN  0.852914                 NaN            NaN            NaN  0.563222                 NaN            NaN            NaN
  1325.81        2500.00        98.2652                 NaN            NaN  0.209059       0.136072                 NaN  0.839863                 NaN            NaN            NaN  0.549830                 NaN            NaN            NaN
  1323.31        2500.00        98.3007                 NaN            NaN  0.200356       0.133185                 NaN  0.828001                 NaN            NaN            NaN  0.537755                 NaN            NaN            NaN
  1320.80        2500.00        98.3381                 NaN            NaN  0.193623       0.129566                 NaN  0.813099                 NaN            NaN            NaN  0.525648                 NaN            NaN            NaN
  1318.30        2500.00        98.3673                 NaN            NaN  0.183765       0.126705                 NaN  0.806313                 NaN            NaN            NaN  0.515878                 NaN            NaN            NaN
  1315.79        2500.00        98.4138                 NaN            NaN  0.179175       0.121424                 NaN  0.785195                 NaN            NaN            NaN  0.500380                 NaN            NaN            NaN
  1313.28        2500.00        98.4458                 NaN            NaN  0.172951       0.118142                 NaN  0.772208                 NaN            NaN            NaN  0.490857                 NaN            NaN            NaN
  1310.78        2500.00        98.4805                 NaN            NaN  0.168094       0.114322                 NaN  0.757149                 NaN            NaN            NaN  0.479982                 NaN            NaN            NaN
  1308.27        2500.00        98.5134                 NaN            NaN  0.164863       0.110566                 NaN  0.741282                 NaN            NaN            NaN  0.469891                 NaN            NaN            NaN
  1305.76        2500.00        98.5454                 NaN            NaN  0.153652       0.106722                 NaN  0.735537                 NaN            NaN            NaN  0.458734                 NaN            NaN            NaN
  1303.26        2500.00        98.5737                 NaN            NaN  0.141276       0.102921                 NaN  0.709117       0.242615E-001            NaN            NaN  0.448750                 NaN            NaN            NaN
  1300.75        2500.00        98.5996                 NaN            NaN  0.126600       0.991625E-001            NaN  0.630610E-001  0.672562                 NaN            NaN  0.439045                 NaN            NaN            NaN
  1298.25        2500.00        98.6254                 NaN            NaN  0.116740       0.953229E-001            NaN  0.820660E-001  0.650586                 NaN            NaN  0.429899                 NaN            NaN            NaN
  1295.74        2500.00        98.6521                 NaN            NaN  0.109025       0.916713E-001            NaN  0.963944E-001  0.629596                 NaN            NaN  0.421262                 NaN            NaN            NaN
  1293.23        2500.00        98.6779                 NaN            NaN  0.100990       0.882403E-001            NaN  0.109216       0.610925                 NaN            NaN  0.412731                 NaN            NaN            NaN
  1290.73        2500.00        91.3503                 NaN            NaN  0.295121       0.380717                 NaN  0.321726E-001   2.00861                 NaN            NaN   1.35349        4.57960                 NaN            NaN
  1288.22        2500.00        73.7539                 NaN            NaN  0.600001        1.03791                 NaN   5.11970       0.348965                 NaN            NaN   3.59941        15.5401                 NaN            NaN
  1285.71        2500.00        77.8407                 NaN            NaN  0.398113       0.842613                 NaN  0.677537        4.16870                 NaN            NaN   3.05718        13.0151                 NaN            NaN
  1283.21        2500.00        80.6781                 NaN            NaN  0.251792       0.705868                 NaN   3.48217       0.937608                 NaN            NaN   2.67933        11.2651                 NaN            NaN
  1280.70        2500.00        82.7519                 NaN            NaN  0.138389       0.605166                 NaN   4.11308                 NaN            NaN            NaN   2.40097        9.99053                 NaN            NaN
  1278.20        2500.00        84.3171                 NaN            NaN  0.498703E-001  0.529082                 NaN   3.87964                 NaN            NaN            NaN   2.18739        9.03696                 NaN            NaN
  1275.69        2500.00        85.5132                 NaN            NaN  0.118428E-002  0.470818                 NaN   3.67569                 NaN            NaN            NaN   2.02315        8.31601                 NaN            NaN
  1273.18        2500.00        86.4810                 NaN            NaN            NaN  0.420033                 NaN   3.45706                 NaN            NaN            NaN   1.89355        7.74839                 NaN            NaN
  1270.68        2500.00        84.7956                 NaN            NaN  0.223344       0.522773                 NaN   1.02155        2.46534                 NaN            NaN   2.18791        8.78344                 NaN            NaN
  1268.17        2500.00        91.3464                 NaN            NaN            NaN  0.137807                 NaN  0.178707        2.04902                 NaN            NaN   1.14771        5.09347       0.469214E-001            NaN
  1265.66        2500.00        86.8816                 NaN            NaN            NaN            NaN            NaN   3.69182                 NaN            NaN            NaN   1.82469        7.40584       0.196026                 NaN
  1263.16        2500.00        88.5050                 NaN            NaN            NaN            NaN            NaN   3.09687                 NaN            NaN            NaN   1.56643        6.64300       0.188703                 NaN
  1260.65        2500.00        82.1949                 NaN            NaN  0.553495                 NaN            NaN   3.36173                 NaN            NaN            NaN   2.47122        11.0989       0.319756                 NaN
  1258.15        2500.00        88.4728                 NaN            NaN  0.283366                 NaN            NaN   2.14109                 NaN            NaN            NaN   1.48486        7.39425       0.223653                 NaN
  1255.64        2500.00        93.9292                 NaN            NaN            NaN            NaN            NaN   1.63691                 NaN            NaN            NaN  0.916343        3.44812       0.693908E-001            NaN
  1253.13        2500.00        96.5957                 NaN            NaN            NaN            NaN            NaN  0.843426                 NaN            NaN            NaN  0.467673        2.04504       0.482094E-001            NaN
  1250.63        2500.00        96.1108                 NaN            NaN            NaN            NaN            NaN   1.04636                 NaN            NaN            NaN  0.545067        2.24561       0.521443E-001            NaN
  1248.12        2500.00        91.3286                 NaN            NaN            NaN            NaN            NaN   1.33538       0.974187                 NaN            NaN   1.15111        5.08025       0.130424                 NaN
  1245.61        2500.00        95.7927                 NaN            NaN            NaN            NaN            NaN   2.02091                 NaN            NaN            NaN  0.636870        1.50076       0.487688E-001            NaN
  1243.11        2500.00        87.0124                 NaN            NaN            NaN            NaN            NaN   4.69039                 NaN            NaN            NaN   1.73989        6.41331       0.143956                 NaN
  1240.60        2500.00        94.7501                 NaN            NaN            NaN            NaN            NaN  0.320203        1.04249                 NaN            NaN  0.688180        3.11026       0.887826E-001            NaN
  1238.10        2500.00        94.7406                 NaN            NaN            NaN            NaN            NaN   1.47534                 NaN            NaN            NaN  0.706968        3.00580       0.712704E-001            NaN
  1235.59        2500.00        94.9587                 NaN            NaN            NaN            NaN            NaN   1.40093                 NaN            NaN            NaN  0.681277        2.89121       0.678774E-001            NaN
  1233.08        2500.00        95.4885                 NaN            NaN            NaN            NaN            NaN   1.21769                 NaN            NaN            NaN  0.608872        2.62453       0.603646E-001            NaN
  1230.58        2500.00        98.0274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.175334        1.69755       0.997165E-001            NaN
  1228.07        2500.00        94.3231                 NaN            NaN            NaN            NaN            NaN   2.12409       0.242085E-004            NaN            NaN  0.912761        2.62883       0.111432E-001            NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.29713        1.83899        2.42390       0.604063E-005   8.59731        47.0179       0.651142        31.1736     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.89486        2.64890       0.280955E-004            NaN   8.58150        47.0453       0.654013        31.1754     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.83968        10.6324       0.121503E-005            NaN   8.56518        47.1372       0.663633        31.1620     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.82494        10.6491       0.121022E-005            NaN   8.57467        47.1254       0.662694        31.1631     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.71607        2.82430       0.124623E-005            NaN   8.60571        47.0206       0.654521        31.1787     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.93654        2.60485       0.155877E-003            NaN   8.62163        47.0055       0.653053        31.1783     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.96201        2.58130       0.153185E-003            NaN   8.63043        46.9944       0.652173        31.1796     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.98930        2.55583       0.150487E-003            NaN   8.63936        46.9833       0.651267        31.1808     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0163        2.53084       0.147859E-003            NaN   8.64843        46.9718       0.650330        31.1821     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0396        2.50960       0.145270E-003            NaN   8.65715        46.9607       0.649405        31.1835     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0658        2.48532       0.142813E-003            NaN   8.66635        46.9492       0.648490        31.1847     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0882        2.46510       0.139210E-003            NaN   8.67456        46.9385       0.647470        31.1860     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1138        2.44155       0.138080E-003            NaN   8.68428        46.9262       0.646582        31.1874     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1368        2.42072       0.135782E-003            NaN   8.69329        46.9147       0.645616        31.1888     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1577        2.40216       0.133589E-003            NaN   8.70207        46.9031       0.644640        31.1902     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1782        2.38394       0.131719E-003            NaN   8.71095        46.8915       0.643655        31.1916     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1978        2.36669       0.129806E-003            NaN   8.71974        46.8799       0.642659        31.1931     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2165        2.35037       0.127866E-003            NaN   8.72848        46.8682       0.641656        31.1946     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2356        2.33390       0.125997E-003            NaN   8.73724        46.8564       0.640636        31.1961     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2489        2.32304       0.124115E-003            NaN   8.74543        46.8451       0.639636        31.1977     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2671        2.30727       0.121977E-003            NaN   8.75468        46.8331       0.638636        31.1991     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2826        2.29428       0.119917E-003            NaN   8.76321        46.8215       0.637614        31.2007     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.89073        2.72144                 NaN            NaN   8.75268        46.7712       0.640403        31.2235     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.89770        2.71627                 NaN            NaN   8.76037        46.7614       0.639487        31.2248     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.89925        2.71682                 NaN            NaN   8.76774        46.7513       0.638594        31.2263     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6989       0.991943                 NaN            NaN   8.86526        46.6177       0.610107        31.2160     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.9140       0.784863                 NaN            NaN   8.87872        46.5973       0.607569        31.2176     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7129       0.945946E-004            NaN            NaN   8.90133        46.5649       0.603398        31.2175     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7164                 NaN            NaN            NaN   8.91106        46.5517       0.602031        31.2189     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3766        2.22237                 NaN            NaN   8.83062        46.7270       0.629217        31.2142     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3857        2.21615                 NaN            NaN   8.83946        46.7147       0.628123        31.2159     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3936        2.21136                 NaN            NaN   8.84704        46.7032       0.627074        31.2178     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3991        2.20863                 NaN            NaN   8.85578        46.6909       0.625963        31.2196     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4084        2.20259                 NaN            NaN   8.86422        46.6785       0.624854        31.2214     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4055        2.20828                 NaN            NaN   8.87184        46.6672       0.623859        31.2233     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4158        2.20126                 NaN            NaN   8.88025        46.6549       0.622685        31.2252     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4215        2.19862                 NaN            NaN   8.88857        46.6426       0.621615        31.2271     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4229        2.20031                 NaN            NaN   8.89637        46.6309       0.620499        31.2290     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4269        2.19973                 NaN            NaN   8.90444        46.6186       0.619348        31.2310     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4284        2.20132                 NaN            NaN   8.91232        46.6068       0.618270        31.2329     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3720        2.26194                 NaN            NaN   8.91906        46.5943       0.617288        31.2355     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3981        2.23950                 NaN            NaN   8.92804        46.5811       0.615974        31.2373     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4068        2.23429                 NaN            NaN   8.93637        46.5685       0.614766        31.2393     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4594        2.17915                 NaN            NaN   8.96213        46.5485       0.613381        31.2375     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4897        2.15333                 NaN            NaN   8.97889        46.5224       0.614076        31.2415     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1143        2.61750                 NaN            NaN   8.88102        46.4978       0.601027        31.2883     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.83391        2.90183                 NaN            NaN   8.87508        46.4874       0.603969        31.2978     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1580        1.60421                 NaN            NaN   9.03489        46.3554       0.585875        31.2617     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6222        2.09658                 NaN            NaN   9.05374        46.3733       0.597456        31.2567     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6282        2.09408                 NaN            NaN   9.06080        46.3621       0.595948        31.2589     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6135        2.11222                 NaN            NaN   9.06494        46.3528       0.595078        31.2615     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.92543        2.72798                 NaN            NaN   9.00977        46.4690       0.610914        31.2569     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.26158        10.3595                 NaN            NaN   9.01174        46.4992       0.614023        31.2539     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8264        1.94116                 NaN            NaN   9.06699        46.3072       0.583252        31.2750     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8581        1.91856                 NaN            NaN   9.07768        46.2868       0.580880        31.2780     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.96910        10.8087                 NaN            NaN   9.08289        46.2786       0.580445        31.2803     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7685        2.01052                 NaN            NaN   9.08864        46.2699       0.579902        31.2825     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.58190        10.0613                 NaN            NaN   9.06795        46.4135       0.609864        31.2655     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.57016        10.1128                 NaN            NaN   9.01606        46.3994       0.616270        31.2853     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.57494        10.1087                 NaN            NaN   9.02088        46.3920       0.615609        31.2879     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.03991        9.59507                 NaN            NaN   8.99140        46.4758       0.614205        31.2836     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.98277        10.7769                 NaN            NaN   9.06332        46.2514       0.602796        31.3229     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6624        2.10803                 NaN            NaN   9.06911        46.2263       0.603019        31.3312     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.59659        3.07708                 NaN            NaN   8.96457        46.4560       0.607233        31.2985     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.54961        10.1458                 NaN            NaN   9.07953        46.3290       0.598357        31.2977     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.56156        10.1350                 NaN            NaN   9.08541        46.3198       0.598229        31.3000     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.03436        9.62146                 NaN            NaN   9.04052        46.3994       0.607481        31.2967     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4600        2.34633                 NaN            NaN   9.15550        46.1562       0.571581        31.3104     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.35864        10.4522                 NaN            NaN   9.16290        46.1427       0.570331        31.3132     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.40291        10.4092                 NaN            NaN   9.16754        46.1348       0.569966        31.3156     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.03219        9.65157                 NaN            NaN   9.06822        46.3395       0.599626        31.3089     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.40926        10.4129                 NaN            NaN   9.18328        46.1059       0.567216        31.3214     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.43291        10.3907                 NaN            NaN   9.18890        46.0971       0.566641        31.3238     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.45189        10.3767                 NaN            NaN   9.19601        46.0831       0.565424        31.3269     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.17537        9.54210                 NaN            NaN   9.10999        46.2557       0.594204        31.3227     
  1037.59        2500.00                 NaN            NaN            NaN   3.81192                 NaN            NaN   5.80408       0.300078                 NaN            NaN   8.54082        47.7203       0.861762        32.9611     
  1035.09        2500.00                 NaN            NaN            NaN   3.90361                 NaN            NaN   5.47733       0.482268                 NaN            NaN   8.53239        47.7339       0.865794        33.0047     
  1032.58        2500.00                 NaN            NaN            NaN   3.94298                 NaN            NaN   5.88632       0.903444E-004            NaN            NaN   8.52708        47.7500       0.869361        33.0241     
  1030.08        2500.00                 NaN            NaN            NaN   3.94496                 NaN            NaN   5.88749       0.832671E-004            NaN            NaN   8.52911        47.7402       0.869216        33.0289     
  1027.57        2500.00                 NaN            NaN            NaN   3.94886                 NaN            NaN   5.88285       0.777431E-004            NaN            NaN   8.53109        47.7347       0.869056        33.0333     
  1025.06        2500.00                 NaN            NaN            NaN   3.94844                 NaN            NaN   5.89011       0.713152E-004            NaN            NaN   8.53065        47.7239       0.869237        33.0376     
  1022.56        2500.00                 NaN            NaN            NaN   3.95176                 NaN            NaN   5.88938                 NaN            NaN            NaN   8.53659        47.7110       0.868203        33.0430     
