|6.6.6
Archiving\03_Data\frac/QFM_m1.25/NWA1068/NWA1068_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1533.83        2500.00        99.4898                 NaN            NaN  0.501218       0.897797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.4942                 NaN            NaN  0.496875       0.888248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.4974                 NaN            NaN  0.493774       0.883286E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.4997                 NaN            NaN  0.491521       0.876404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.5028                 NaN            NaN  0.488483       0.870374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.5034                 NaN            NaN  0.487876       0.867788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.5114                 NaN            NaN  0.480101       0.854119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.5062                 NaN            NaN  0.475754       0.835100E-002  0.969648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1974                 NaN            NaN  0.196555                 NaN  0.606069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0784                 NaN            NaN  0.916650E-001            NaN  0.829937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0660                 NaN            NaN  0.768071E-001            NaN  0.769286       0.878696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8213                 NaN            NaN            NaN            NaN  0.754013E-001   1.10331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8125                 NaN            NaN            NaN  0.209670E-003            NaN   1.18726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7838                 NaN            NaN            NaN  0.107489E-001            NaN   1.20545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.7768                 NaN            NaN            NaN  0.105677E-001            NaN   1.21266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.7604                 NaN            NaN            NaN  0.103599E-001            NaN   1.22921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.7448                 NaN            NaN            NaN  0.101452E-001            NaN   1.24502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.7172                 NaN            NaN            NaN  0.990487E-002            NaN   1.27288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.6769                 NaN            NaN            NaN  0.959851E-002            NaN   1.31355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3436                 NaN            NaN            NaN  0.667006E-002            NaN  0.773308       0.876468                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2290                 NaN            NaN            NaN  0.523010E-002            NaN  0.529787        1.23603                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.2545                 NaN            NaN  0.141433E-005  0.498697E-002            NaN   1.21289       0.527598                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2750                 NaN            NaN            NaN  0.470208E-002            NaN  0.522820        1.19752                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3002                 NaN            NaN            NaN  0.449099E-002            NaN   1.17374       0.521596                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3228                 NaN            NaN  0.485455E-001  0.408509E-002            NaN   1.19166       0.432881                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3513                 NaN            NaN  0.154326       0.346728E-002            NaN  0.248854        1.24208                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3708                 NaN            NaN  0.149658       0.327863E-002            NaN  0.255217        1.22100                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3879                 NaN            NaN  0.144923       0.310154E-002            NaN  0.263384        1.20066                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4113                 NaN            NaN  0.140811       0.289205E-002            NaN   1.17935       0.265620                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4273                 NaN            NaN  0.136172       0.271313E-002            NaN  0.270949        1.16284                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4444                 NaN            NaN  0.131945       0.253821E-002            NaN  0.276736        1.14433                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4612                 NaN            NaN  0.127920       0.235688E-002            NaN  0.281549        1.12702                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4788                 NaN            NaN  0.123545       0.219871E-002            NaN  0.287511        1.10790                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4922                 NaN            NaN  0.120006       0.203830E-002            NaN  0.291798        1.09392                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5097                 NaN            NaN  0.115795       0.187646E-002            NaN  0.296430        1.07615                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4447                 NaN            NaN  0.117287       0.184022E-002            NaN   1.11486       0.321274                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6135                 NaN            NaN  0.104113       0.149079E-002            NaN  0.287174       0.993742                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5497                 NaN            NaN  0.105235       0.142311E-002            NaN  0.308070        1.03558                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5642                 NaN            NaN  0.101405       0.128352E-002            NaN   1.02049       0.312603                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5756                 NaN            NaN  0.981722E-001  0.113973E-002            NaN   1.00995       0.315097                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5871                 NaN            NaN  0.948654E-001  0.100665E-002            NaN  0.998112       0.318874                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5985                 NaN            NaN  0.913664E-001  0.879976E-003            NaN  0.322999       0.986259                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6087                 NaN            NaN  0.884236E-001  0.756552E-003            NaN  0.326919       0.975187                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6199                 NaN            NaN  0.850571E-001  0.636459E-003            NaN  0.329171       0.965258                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6297                 NaN            NaN  0.819340E-001  0.515462E-003            NaN  0.332676       0.955149                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6377                 NaN            NaN  0.789264E-001  0.404307E-003            NaN  0.947226       0.335769                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6466                 NaN            NaN  0.758362E-001  0.296126E-003            NaN  0.938105       0.339148                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6516                 NaN            NaN  0.731452E-001  0.191928E-003            NaN  0.341074       0.933995                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.6553                 NaN            NaN  0.217117E-001  0.201802E-003            NaN  0.899024       0.423742                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.6777                 NaN            NaN  0.115531       0.476337E-004            NaN  0.936624       0.270118                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.6767                 NaN            NaN  0.635920E-001            NaN            NaN  0.907997       0.351709                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        98.6829                 NaN            NaN  0.608685E-001            NaN            NaN  0.901310       0.354948                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.6880                 NaN            NaN  0.577774E-001            NaN            NaN  0.358449       0.895761                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.6929                 NaN            NaN  0.548184E-001  0.698760E-005            NaN  0.889970       0.362266                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        97.9862                 NaN            NaN  0.305840                 NaN            NaN  0.973617       0.345313                 NaN            NaN  0.388985                 NaN            NaN            NaN
  1395.99        2500.00        97.2042                 NaN            NaN  0.600318                 NaN            NaN   1.06324       0.304409                 NaN            NaN  0.827802                 NaN            NaN            NaN
  1393.48        2500.00        97.2575                 NaN            NaN  0.600806                 NaN            NaN  0.277103        1.05277                 NaN            NaN  0.811825                 NaN            NaN            NaN
  1390.98        2500.00        97.3124                 NaN            NaN  0.600804                 NaN            NaN   1.03937       0.251888                 NaN            NaN  0.795568                 NaN            NaN            NaN
  1388.47        2500.00        97.3634                 NaN            NaN  0.599558                 NaN            NaN  0.227698        1.03005                 NaN            NaN  0.779334                 NaN            NaN            NaN
  1385.96        2500.00        97.4053                 NaN            NaN  0.599436                 NaN            NaN  0.206702        1.02265                 NaN            NaN  0.765873                 NaN            NaN            NaN
  1383.46        2500.00        97.4583                 NaN            NaN  0.599104                 NaN            NaN   1.01138       0.181177                 NaN            NaN  0.750063                 NaN            NaN            NaN
  1380.95        2500.00        97.5028                 NaN            NaN  0.597194                 NaN            NaN   1.00404       0.159732                 NaN            NaN  0.736210                 NaN            NaN            NaN
  1378.45        2500.00        97.5435                 NaN            NaN  0.595979                 NaN            NaN  0.141369       0.996259                 NaN            NaN  0.722909                 NaN            NaN            NaN
  1375.94        2500.00        97.5860                 NaN            NaN  0.594244                 NaN            NaN  0.985467       0.124830                 NaN            NaN  0.709493                 NaN            NaN            NaN
  1373.43        2500.00        97.6262                 NaN            NaN  0.591125                 NaN            NaN  0.105768       0.980405                 NaN            NaN  0.696514                 NaN            NaN            NaN
  1370.93        2500.00        97.6619                 NaN            NaN  0.588933                 NaN            NaN  0.976142       0.878387E-001            NaN            NaN  0.685185                 NaN            NaN            NaN
  1368.42        2500.00        97.7058                 NaN            NaN  0.585082                 NaN            NaN  0.962156       0.759721E-001            NaN            NaN  0.670976                 NaN            NaN            NaN
  1365.91        2500.00        97.7408                 NaN            NaN  0.580901                 NaN            NaN  0.627821E-001  0.956384                 NaN            NaN  0.659148                 NaN            NaN            NaN
  1363.41        2500.00        97.7729                 NaN            NaN  0.577099                 NaN            NaN  0.523818E-001  0.949427                 NaN            NaN  0.648235                 NaN            NaN            NaN
  1360.90        2500.00        97.8087                 NaN            NaN  0.571914                 NaN            NaN  0.397880E-001  0.943345                 NaN            NaN  0.636229                 NaN            NaN            NaN
  1358.40        2500.00        97.8411                 NaN            NaN  0.566867                 NaN            NaN  0.938529       0.281711E-001            NaN            NaN  0.625363                 NaN            NaN            NaN
  1355.89        2500.00        97.8736                 NaN            NaN  0.560429                 NaN            NaN  0.929907       0.218901E-001            NaN            NaN  0.614138                 NaN            NaN            NaN
  1353.38        2500.00        97.9049                 NaN            NaN  0.554091                 NaN            NaN  0.142145E-001  0.923464                 NaN            NaN  0.603297                 NaN            NaN            NaN
  1350.88        2500.00        97.9356                 NaN            NaN  0.546952                 NaN            NaN  0.916451       0.842901E-002            NaN            NaN  0.592606                 NaN            NaN            NaN
  1348.37        2500.00        97.9647                 NaN            NaN  0.539403                 NaN            NaN  0.910445       0.312035E-002            NaN            NaN  0.582336                 NaN            NaN            NaN
  1345.86        2500.00        97.9907                 NaN            NaN  0.531122                 NaN            NaN  0.905011       0.545958E-003            NaN            NaN  0.572659                 NaN            NaN            NaN
  1343.36        2500.00        98.0164                 NaN            NaN  0.517848                 NaN            NaN  0.101898E-001  0.893217                 NaN            NaN  0.562329                 NaN            NaN            NaN
  1340.85        2500.00        98.0443                 NaN            NaN  0.512026                 NaN            NaN  0.890813                 NaN            NaN            NaN  0.552908                 NaN            NaN            NaN
  1338.35        2500.00        98.0663                 NaN            NaN  0.490969                 NaN            NaN  0.321375E-001  0.867695                 NaN            NaN  0.542912                 NaN            NaN            NaN
  1335.84        2500.00        98.0932                 NaN            NaN  0.495597                 NaN            NaN  0.876089                 NaN            NaN            NaN  0.535131                 NaN            NaN            NaN
  1333.33        2500.00        98.1174                 NaN            NaN  0.484951                 NaN            NaN  0.871694                 NaN            NaN            NaN  0.525987                 NaN            NaN            NaN
  1330.83        2500.00        97.8616                 NaN            NaN  0.254035       0.171803                 NaN  0.305487       0.862148                 NaN            NaN  0.544963                 NaN            NaN            NaN
  1328.32        2500.00        97.8445                 NaN            NaN  0.315076       0.230325                 NaN   1.05835                 NaN            NaN            NaN  0.551758                 NaN            NaN            NaN
  1325.81        2500.00        97.8887                 NaN            NaN  0.301101       0.224646                 NaN   1.04558                 NaN            NaN            NaN  0.539938                 NaN            NaN            NaN
  1323.31        2500.00        97.9265                 NaN            NaN  0.289650       0.220493                 NaN   1.03397                 NaN            NaN            NaN  0.529349                 NaN            NaN            NaN
  1320.80        2500.00        97.9668                 NaN            NaN  0.280995       0.215108                 NaN   1.01838                 NaN            NaN            NaN  0.518673                 NaN            NaN            NaN
  1318.30        2500.00        97.9978                 NaN            NaN  0.267772       0.210943                 NaN   1.01323                 NaN            NaN            NaN  0.510248                 NaN            NaN            NaN
  1315.79        2500.00        98.0499                 NaN            NaN  0.261973       0.202714                 NaN  0.989277                 NaN            NaN            NaN  0.496105                 NaN            NaN            NaN
  1313.28        2500.00        98.0847                 NaN            NaN  0.253824       0.197793                 NaN  0.975881                 NaN            NaN            NaN  0.487812                 NaN            NaN            NaN
  1310.78        2500.00        98.1228                 NaN            NaN  0.247593       0.191921                 NaN  0.959557                 NaN            NaN            NaN  0.478129                 NaN            NaN            NaN
  1308.27        2500.00        98.1587                 NaN            NaN  0.243835       0.186158                 NaN  0.942092                 NaN            NaN            NaN  0.469172                 NaN            NaN            NaN
  1305.76        2500.00        98.1950                 NaN            NaN  0.227949       0.180149                 NaN  0.937768                 NaN            NaN            NaN  0.459097                 NaN            NaN            NaN
  1303.26        2500.00        98.2271                 NaN            NaN  0.210312       0.174214                 NaN  0.906682       0.315074E-001            NaN            NaN  0.450135                 NaN            NaN            NaN
  1300.75        2500.00        98.2568                 NaN            NaN  0.189101       0.168275                 NaN  0.820857E-001  0.862303                 NaN            NaN  0.441395                 NaN            NaN            NaN
  1298.25        2500.00        98.2859                 NaN            NaN  0.175005       0.162193                 NaN  0.107092       0.836612                 NaN            NaN  0.433165                 NaN            NaN            NaN
  1295.74        2500.00        98.3162                 NaN            NaN  0.163993       0.156387                 NaN  0.126082       0.811894                 NaN            NaN  0.425401                 NaN            NaN            NaN
  1293.23        2500.00        98.3458                 NaN            NaN  0.152377       0.150924                 NaN  0.143179       0.790065                 NaN            NaN  0.417697                 NaN            NaN            NaN
  1290.73        2500.00        90.6073                 NaN            NaN  0.445089       0.649685                 NaN  0.420701E-001   2.59288                 NaN            NaN   1.36583        4.29713                 NaN            NaN
  1288.22        2500.00        72.3093                 NaN            NaN  0.900233        1.75525                 NaN   6.55932       0.452127                 NaN            NaN   3.59518        14.4286                 NaN            NaN
  1285.71        2500.00        76.5107                 NaN            NaN  0.602529        1.43230                 NaN  0.881873        5.37693                 NaN            NaN   3.06607        12.1296                 NaN            NaN
  1283.21        2500.00        79.4385                 NaN            NaN  0.383974        1.20510                 NaN   4.52080        1.22443                 NaN            NaN   2.69633        10.5308                 NaN            NaN
  1280.70        2500.00        81.5838                 NaN            NaN  0.212489        1.03722                 NaN   5.37868                 NaN            NaN            NaN   2.42360        9.36425                 NaN            NaN
  1278.20        2500.00        83.2059                 NaN            NaN  0.770514E-001  0.910067                 NaN   5.10173                 NaN            NaN            NaN   2.21430        8.49093                 NaN            NaN
  1275.69        2500.00        84.4431                 NaN            NaN  0.184108E-002  0.812608                 NaN   4.85766                 NaN            NaN            NaN   2.05362        7.83119                 NaN            NaN
  1273.18        2500.00        85.4420                 NaN            NaN            NaN  0.727329                 NaN   4.59014                 NaN            NaN            NaN   1.92739        7.31310                 NaN            NaN
  1270.68        2500.00        83.5891                 NaN            NaN  0.350597       0.907351                 NaN   1.33025        3.29680                 NaN            NaN   2.23014        8.29576                 NaN            NaN
  1268.17        2500.00        90.6520                 NaN            NaN            NaN  0.241027                 NaN  0.235814        2.76272                 NaN            NaN   1.17929        4.84657       0.825572E-001            NaN
  1265.66        2500.00        85.7761                 NaN            NaN            NaN            NaN            NaN   4.98222                 NaN            NaN            NaN   1.87055        7.02698       0.344115                 NaN
  1263.16        2500.00        87.5374                 NaN            NaN            NaN            NaN            NaN   4.19217                 NaN            NaN            NaN   1.61254        6.32520       0.332662                 NaN
  1260.65        2500.00        80.8701                 NaN            NaN  0.884177                 NaN            NaN   4.59734                 NaN            NaN            NaN   2.54129        10.5440       0.563118                 NaN
  1258.15        2500.00        87.5695                 NaN            NaN  0.456713                 NaN            NaN   2.95637                 NaN            NaN            NaN   1.53997        7.08020       0.397239                 NaN
  1255.64        2500.00        93.3097                 NaN            NaN            NaN            NaN            NaN   2.29299                 NaN            NaN            NaN  0.955980        3.31735       0.123982                 NaN
  1253.13        2500.00        96.2652                 NaN            NaN            NaN            NaN            NaN   1.18193                 NaN            NaN            NaN  0.489971        1.97637       0.865048E-001            NaN
  1250.63        2500.00        95.6988                 NaN            NaN            NaN            NaN            NaN   1.46468                 NaN            NaN            NaN  0.571411        2.17151       0.936270E-001            NaN
  1248.12        2500.00        90.4534                 NaN            NaN            NaN            NaN            NaN   1.87731        1.32304                 NaN            NaN   1.20450        4.90802       0.233752                 NaN
  1245.61        2500.00        95.0276                 NaN            NaN            NaN            NaN            NaN   2.75612                 NaN            NaN            NaN  0.670326        1.45802       0.879227E-001            NaN
  1243.11        2500.00        85.2647                 NaN            NaN            NaN            NaN            NaN   6.43236                 NaN            NaN            NaN   1.82699        6.21703       0.258930                 NaN
  1240.60        2500.00        94.1199                 NaN            NaN            NaN            NaN            NaN  0.454256        1.46558                 NaN            NaN  0.734654        3.06327       0.162353                 NaN
  1238.10        2500.00        94.0440                 NaN            NaN            NaN            NaN            NaN   2.09845                 NaN            NaN            NaN  0.756840        2.97001       0.130701                 NaN
  1235.59        2500.00        94.2747                 NaN            NaN            NaN            NaN            NaN   2.00161                 NaN            NaN            NaN  0.732051        2.86672       0.124946                 NaN
  1233.08        2500.00        94.8688                 NaN            NaN            NaN            NaN            NaN   1.75049                 NaN            NaN            NaN  0.656874        2.61229       0.111566                 NaN
  1230.58        2500.00        97.9282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.190198        1.69628       0.185317                 NaN
  1228.07        2500.00        93.3001                 NaN            NaN            NaN            NaN            NaN   3.07055       0.351775E-004            NaN            NaN  0.986743        2.62189       0.206386E-001            NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2635        2.40523        3.24105       0.798773E-005   8.69373        43.8096        1.12812        29.4587     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4304        3.46128       0.375624E-004            NaN   8.67800        43.8373        1.13317        29.4598     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.37936        14.4323       0.158880E-005            NaN   8.66232        43.9277        1.14998        29.4484     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.36009        14.4538       0.158223E-005            NaN   8.67195        43.9177        1.14840        29.4481     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1926        3.69397       0.166514E-005            NaN   8.70267        43.8176        1.13418        29.4590     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4831        3.40436       0.205946E-003            NaN   8.71883        43.8046        1.13169        29.4573     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5166        3.37299       0.202292E-003            NaN   8.72777        43.7952        1.13020        29.4571     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5525        3.33912       0.198632E-003            NaN   8.73683        43.7858        1.12867        29.4568     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5880        3.30589       0.195069E-003            NaN   8.74604        43.7761        1.12709        29.4567     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6186        3.27756       0.191565E-003            NaN   8.75490        43.7667        1.12553        29.4565     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6530        3.24528       0.188238E-003            NaN   8.76424        43.7570        1.12398        29.4563     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6824        3.21842       0.183400E-003            NaN   8.77259        43.7479        1.12226        29.4562     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7161        3.18699       0.181838E-003            NaN   8.78245        43.7375        1.12076        29.4561     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7462        3.15924       0.178734E-003            NaN   8.79159        43.7277        1.11913        29.4560     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7736        3.13446       0.175773E-003            NaN   8.80050        43.7179        1.11747        29.4559     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8004        3.11016       0.173241E-003            NaN   8.80953        43.7080        1.11581        29.4559     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8262        3.08710       0.170658E-003            NaN   8.81845        43.6981        1.11412        29.4558     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8507        3.06527       0.168041E-003            NaN   8.82731        43.6882        1.11242        29.4559     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8756        3.04325       0.165522E-003            NaN   8.83621        43.6782        1.11069        29.4559     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8931        3.02857       0.162986E-003            NaN   8.84453        43.6686        1.10900        29.4560     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.9168        3.00749       0.160119E-003            NaN   8.85392        43.6584        1.10731        29.4560     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.9372        2.99002       0.157356E-003            NaN   8.86257        43.6485        1.10557        29.4561     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4052        3.56431                 NaN            NaN   8.85087        43.5968        1.11031        29.4725     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4139        3.55769                 NaN            NaN   8.85867        43.5886        1.10877        29.4724     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4155        3.55858                 NaN            NaN   8.86616        43.5802        1.10726        29.4723     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7575        1.30066                 NaN            NaN   8.96490        43.4574        1.05791        29.4616     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.0387        1.02860                 NaN            NaN   8.97851        43.4391        1.05355        29.4615     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.0834       0.123885E-003            NaN            NaN   9.00128        43.4092        1.04634        29.4597     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.0874                 NaN            NaN            NaN   9.01115        43.3979        1.04400        29.4596     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0599        2.89224                 NaN            NaN   8.93099        43.5679        1.09133        29.4576     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0717        2.88364                 NaN            NaN   8.93996        43.5574        1.08947        29.4578     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0819        2.87690                 NaN            NaN   8.94766        43.5476        1.08769        29.4582     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0892        2.87283                 NaN            NaN   8.95653        43.5372        1.08580        29.4585     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1012        2.86445                 NaN            NaN   8.96510        43.5265        1.08391        29.4588     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0974        2.87137                 NaN            NaN   8.97283        43.5169        1.08223        29.4593     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1107        2.86170                 NaN            NaN   8.98137        43.5064        1.08023        29.4596     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1181        2.85774                 NaN            NaN   8.98982        43.4959        1.07841        29.4600     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1199        2.85941                 NaN            NaN   8.99773        43.4860        1.07651        29.4604     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1251        2.85813                 NaN            NaN   9.00593        43.4754        1.07455        29.4609     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1269        2.85970                 NaN            NaN   9.01393        43.4654        1.07272        29.4614     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0521        2.93926                 NaN            NaN   9.02074        43.4545        1.07105        29.4623     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0861        2.90937                 NaN            NaN   9.02986        43.4432        1.06881        29.4626     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0974        2.90200                 NaN            NaN   9.03831        43.4324        1.06675        29.4631     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1654        2.82931                 NaN            NaN   9.06458        43.4156        1.06441        29.4607     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2034        2.79454                 NaN            NaN   9.08150        43.3920        1.06564        29.4629     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6835        3.42798                 NaN            NaN   8.98120        43.3632        1.04288        29.5012     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.3181        3.80031                 NaN            NaN   8.97472        43.3517        1.04796        29.5072     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0492        2.08910                 NaN            NaN   9.13711        43.2337        1.01669        29.4742     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3541        2.72949                 NaN            NaN   9.15664        43.2533        1.03687        29.4695     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3626        2.72533                 NaN            NaN   9.16380        43.2439        1.03429        29.4702     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3435        2.74816                 NaN            NaN   9.16803        43.2362        1.03281        29.4713     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4634        3.55443                 NaN            NaN   9.11217        43.3444        1.06033        29.4653     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.92964        14.0513                 NaN            NaN   9.11469        43.3758        1.06582        29.4627     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.6205        2.52317                 NaN            NaN   9.16989        43.1951        1.01236        29.4789     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.6607        2.49315                 NaN            NaN   9.18070        43.1769        1.00828        29.4803     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.55787        14.5971                 NaN            NaN   9.18601        43.1703        1.00756        29.4812     
