|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/TAY13/TAY13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1228.91        500.000        98.4647                 NaN            NaN  0.402919                 NaN            NaN  0.196921       0.935472                 NaN            NaN
  1227.49        500.000        98.5057                 NaN            NaN  0.391944                 NaN            NaN  0.190123       0.912277                 NaN            NaN
  1226.07        500.000        98.5404                 NaN            NaN  0.383298                 NaN            NaN  0.185956       0.890318                 NaN            NaN
  1224.65        500.000        98.5050                 NaN            NaN  0.375592                 NaN            NaN  0.191370       0.917087       0.109494E-001            NaN
  1223.23        500.000        98.4706                 NaN            NaN  0.367476                 NaN            NaN  0.195182       0.944652       0.220824E-001            NaN
  1221.81        500.000        98.5106                 NaN            NaN  0.358209                 NaN            NaN  0.187006       0.922368       0.217824E-001            NaN
  1220.38        500.000        98.5512                 NaN            NaN  0.348425                 NaN            NaN  0.182555       0.897274       0.205481E-001            NaN
  1218.96        500.000        98.5879                 NaN            NaN  0.340700                 NaN            NaN  0.177461       0.874347       0.195822E-001            NaN
  1217.54        500.000        98.6262                 NaN            NaN  0.331070                 NaN            NaN  0.170438       0.853168       0.191341E-001            NaN
  1216.12        500.000        98.6616                 NaN            NaN  0.322900                 NaN            NaN  0.165307       0.831785       0.183743E-001            NaN
  1214.70        500.000        98.6973                 NaN            NaN  0.314176                 NaN            NaN  0.159891       0.810951       0.176533E-001            NaN
  1213.27        500.000        98.1715                 NaN            NaN  0.806261E-001            NaN            NaN  0.176813        1.51699       0.541187E-001            NaN
  1211.85        500.000        99.1751                 NaN            NaN  0.500918                 NaN            NaN  0.167471       0.156473                 NaN            NaN
  1210.43        500.000        98.7860                 NaN            NaN  0.211073       0.109192       0.728078E-004  0.176951       0.701310       0.154250E-001            NaN
  1209.01        500.000        97.8415                 NaN            NaN  0.376438                 NaN            NaN  0.381306E-001   1.70519       0.387466E-001            NaN
  1207.59        500.000        99.4077                 NaN            NaN  0.456966E-001  0.201183                 NaN  0.230688       0.114683                 NaN            NaN
  1206.17        500.000        98.3973                 NaN            NaN  0.204173                 NaN            NaN  0.119571       0.737839                 NaN  0.541129     
  1204.74        500.000        84.5070                 NaN            NaN   1.27668                 NaN            NaN   1.19420        6.37079       0.734265E-001   6.57792     
  1203.32        500.000        94.4438                 NaN            NaN  0.377903       0.666606                 NaN  0.586781        2.15666       0.467206E-002   1.76359     
  1201.90        500.000        94.8459                 NaN            NaN  0.732124                 NaN            NaN  0.380347        1.86080       0.166443E-001   2.16418     
  1200.48        500.000        75.3448                 NaN            NaN   2.44825                 NaN            NaN   1.93728        9.77208       0.109712        10.3879     
  1199.06        500.000        98.6315                 NaN            NaN  0.195961       0.542183E-001            NaN  0.108816       0.820157                 NaN  0.189357     
  1197.63        500.000        98.3806                 NaN            NaN  0.247214                 NaN            NaN  0.184302       0.816362       0.528605E-002  0.366193     
  1196.21        500.000        95.6037                 NaN            NaN  0.530406                 NaN            NaN  0.386845       0.884857       0.176435E-001   2.57657     
  1194.79        500.000        93.6794                 NaN            NaN  0.583883                 NaN            NaN  0.389362        3.38269       0.246629E-001   1.93999     
  1193.37        500.000        89.2926                 NaN            NaN   1.11819                 NaN            NaN  0.835146        4.37733       0.345859E-001   4.34213     
  1191.95        500.000        84.9668                 NaN            NaN   1.47024                 NaN            NaN   1.12910        6.25761       0.506600E-001   6.12563     
  1190.53        500.000        58.2034                 NaN            NaN   3.66087                 NaN            NaN   2.99516        17.8690       0.142464        17.1290     
  1189.10        500.000                 NaN            NaN            NaN   8.46956                 NaN            NaN   7.06666        43.0374       0.325192        41.1012     
  1187.68        500.000                 NaN            NaN            NaN   8.47182                 NaN            NaN   7.06925        43.0318       0.324542        41.1026     
  1186.26        500.000                 NaN            NaN            NaN   8.47312                 NaN            NaN   7.07125        43.0277       0.324127        41.1038     
  1184.84        500.000                 NaN            NaN            NaN   8.47641                 NaN            NaN   7.07406        43.0211       0.323134        41.1053     
  1183.42        500.000                 NaN            NaN            NaN   8.47793                 NaN            NaN   7.07612        43.0167       0.322679        41.1066     
  1181.99        500.000                 NaN            NaN            NaN   8.48162                 NaN            NaN   7.08013        43.0082       0.321749        41.1083     
  1180.57        500.000                 NaN            NaN            NaN   8.48234                 NaN            NaN   7.08111        43.0057       0.321626        41.1092     
  1179.15        500.000                 NaN            NaN            NaN   1.45878        7.01462                 NaN   7.07914        43.0159       0.322751        41.1088     
  1177.73        500.000                 NaN            NaN            NaN   1.41156        7.06357                 NaN   7.08127        43.0113       0.322248        41.1101     
  1176.31        500.000                 NaN            NaN            NaN   1.38393        7.09328                 NaN   7.08288        43.0068       0.321715        41.1114     
  1174.89        500.000                 NaN            NaN            NaN   8.47421                 NaN            NaN   7.07937        43.0113       0.323465        41.1116     
  1173.46        500.000                 NaN            NaN            NaN  0.857825        7.62164                 NaN   7.09644        42.9900       0.320994        41.1131     
  1172.04        500.000                 NaN            NaN            NaN   1.33675        7.14798                 NaN   7.09078        42.9892       0.319862        41.1154     
  1170.62        500.000                 NaN            NaN            NaN   1.12675        7.35837                 NaN   7.09235        42.9864       0.319580        41.1165     
  1169.20        500.000                 NaN            NaN            NaN   8.49492                 NaN            NaN   7.09825        42.9699       0.317665        41.1192     
  1167.78        500.000                 NaN            NaN            NaN   8.49763                 NaN            NaN   7.10079        42.9640       0.316965        41.1206     
  1166.35        500.000                 NaN            NaN            NaN   8.49778                 NaN            NaN   7.10300        42.9607       0.316689        41.1218     
  1164.93        500.000                 NaN            NaN            NaN  0.833816        7.66006                 NaN   7.10126        42.9653       0.317263        41.1223     
  1163.51        500.000                 NaN            NaN            NaN  0.787166        7.70902                 NaN   7.10373        42.9598       0.316657        41.1237     
  1162.09        500.000                 NaN            NaN            NaN   8.50535                 NaN            NaN   7.11079        42.9431       0.314599        41.1262     
  1160.67        500.000                 NaN            NaN            NaN   8.50553                 NaN            NaN   7.11180        42.9411       0.314446        41.1271     
  1159.24        500.000                 NaN            NaN            NaN   4.09194        3.42229       0.942606        7.07665        43.0221       0.324928        41.1194     
  1157.82        500.000                 NaN            NaN            NaN  0.424631        8.08100                 NaN   7.11450        42.9367       0.314030        41.1291     
  1156.40        500.000                 NaN            NaN            NaN   4.08745        3.52038       0.850779        7.07956        43.0159       0.324293        41.1217     
  1154.98        500.000                 NaN            NaN            NaN   4.08500        3.57013       0.804382        7.08103        43.0127       0.323970        41.1228     
  1153.56        500.000                 NaN            NaN            NaN   4.08243        3.62028       0.757721        7.08251        43.0095       0.323644        41.1239     
  1152.14        500.000                 NaN            NaN            NaN   4.08320        3.67841       0.699692        7.08404        43.0063       0.323326        41.1251     
  1150.71        500.000                 NaN            NaN            NaN   4.07679        3.72150       0.664025        7.08548        43.0030       0.322979        41.1262     
  1149.29        500.000                 NaN            NaN            NaN   4.07372        3.77246       0.617109        7.08699        42.9997       0.322640        41.1273     
  1147.87        500.000                 NaN            NaN            NaN  0.489571        8.03297                 NaN   7.13136        42.8978       0.309573        41.1387     
  1146.45        500.000                 NaN            NaN            NaN   3.60754        3.47621        1.38589        7.09314        42.9856       0.321200        41.1304     
  1145.03        500.000                 NaN            NaN            NaN   4.18937       0.253657        4.02485        7.09352        42.9864       0.321051        41.1312     
  1143.60        500.000                 NaN            NaN            NaN   3.90530        3.87876       0.686088        7.09514        42.9816       0.320593        41.1325     
  1142.18        500.000                 NaN            NaN            NaN   8.53172                 NaN            NaN   7.14220        42.8748       0.306819        41.1444     
  1140.76        500.000                 NaN            NaN            NaN  0.859184        7.65847                 NaN   7.13300        42.8967       0.310391        41.1423     
  1139.34        500.000                 NaN            NaN            NaN   1.03444        7.48515                 NaN   7.13491        42.8920       0.309873        41.1436     
  1137.92        500.000                 NaN            NaN            NaN   1.19304        7.32843                 NaN   7.13676        42.8875       0.309373        41.1449     
  1136.50        500.000                 NaN            NaN            NaN   4.03059        4.21559       0.226692        7.10100        42.9690       0.319381        41.1377     
  1135.07        500.000                 NaN            NaN            NaN   3.57972        4.03599       0.865433        7.10762        42.9536       0.317459        41.1402     
  1133.65        500.000                 NaN            NaN            NaN   4.16774        4.30740                 NaN   7.10419        42.9620       0.318620        41.1400     
  1132.23        500.000                 NaN            NaN            NaN   8.54418                 NaN            NaN   7.15658        42.8426       0.303151        41.1535     
  1130.81        500.000                 NaN            NaN            NaN   4.24292        4.24028                 NaN   7.11107        42.9457       0.316608        41.1435     
  1129.39        500.000                 NaN            NaN            NaN   4.09645        4.38491                 NaN   7.11105        42.9468       0.316785        41.1440     
  1127.96        500.000                 NaN            NaN            NaN   3.99911        4.48075                 NaN   7.11101        42.9474       0.317057        41.1447     
  1126.54        500.000                 NaN            NaN            NaN   3.80299        4.74533                 NaN   7.16042        42.8313       0.302147        41.1579     
  1125.12        500.000                 NaN            NaN            NaN   3.90700        4.57713                 NaN   7.11556        42.9371       0.315792        41.1475     
  1123.70        500.000                 NaN            NaN            NaN   8.55144                 NaN            NaN   7.16713        42.8201       0.300881        41.1604     
  1122.28        500.000                 NaN            NaN            NaN   8.56097                 NaN            NaN   7.17429        42.8030       0.298410        41.1634     
  1120.86        500.000                 NaN            NaN            NaN   8.56263                 NaN            NaN   7.17614        42.7986       0.297923        41.1647     
  1119.43        500.000                 NaN            NaN            NaN   4.60565        3.93841                 NaN   7.15042        42.8361       0.306723        41.1627     
  1118.01        500.000                 NaN            NaN            NaN   3.16535        5.33247                 NaN   7.14162        42.8923       0.312622        41.1556     
  1116.59        500.000                 NaN            NaN            NaN   4.32995        4.22915                 NaN   7.17276        42.8022       0.299121        41.1669     
  1115.17        500.000                 NaN            NaN            NaN   4.53027        4.03178                 NaN   7.17529        42.7957       0.298387        41.1685     
  1113.75        500.000                 NaN            NaN            NaN   4.71656        3.84651                 NaN   7.17724        42.7921       0.298004        41.1695     
  1112.32        500.000                 NaN            NaN            NaN   4.72809        3.83786                 NaN   7.18020        42.7857       0.297185        41.1710     
  1110.90        500.000                 NaN            NaN            NaN   4.97661        3.59125                 NaN   7.18248        42.7806       0.296671        41.1724     
  1109.48        500.000                 NaN            NaN            NaN   4.91978        3.65077                 NaN   7.18441        42.7752       0.295966        41.1738     
  1108.06        500.000                 NaN  0.481144                 NaN   4.93299        2.72540                 NaN   7.03825        43.1154       0.346211        41.3606     
  1106.64        500.000                 NaN            NaN            NaN   5.19840        3.37730                 NaN   7.18949        42.7637       0.294479        41.1767     
  1105.22        500.000                 NaN            NaN            NaN   5.37727        3.20364                 NaN   7.19492        42.7526       0.292992        41.1786     
  1103.79        500.000                 NaN            NaN            NaN   5.44808        3.13507                 NaN   7.19774        42.7470       0.292304        41.1798     
  1102.37        500.000                 NaN            NaN            NaN   5.57042        3.01402                 NaN   7.19910        42.7435       0.291966        41.1810     
  1100.95        500.000                 NaN            NaN            NaN   1.40592        7.16455       0.533811E-005   7.19160        42.7644       0.294476        41.1790     
  1099.53        500.000                 NaN            NaN            NaN   1.83712        6.72815       0.417661E-005   7.18920        42.7708       0.295360        41.1794     
  1098.11        500.000                 NaN            NaN            NaN   1.78596        6.78233       0.405201E-005   7.19206        42.7642       0.294544        41.1809     
  1096.68        500.000                 NaN            NaN            NaN   1.73030        6.84113       0.395401E-005   7.19500        42.7575       0.293703        41.1824     
  1095.26        500.000                 NaN            NaN            NaN   1.66953        6.90519       0.385982E-005   7.19803        42.7505       0.292828        41.1839     
  1093.84        500.000                 NaN            NaN            NaN   1.33900        7.25419                 NaN   7.20670        42.7191       0.290590        41.1904     
  1092.42        500.000                 NaN            NaN            NaN   1.52165        7.05914                 NaN   7.20427        42.7367       0.291018        41.1872     
  1091.00        500.000                 NaN            NaN            NaN   6.94994        1.66107                 NaN   7.22546        42.6854       0.284319        41.1938     
  1089.58        500.000                 NaN            NaN            NaN   7.72616       0.886607                 NaN   7.22758        42.6808       0.283767        41.1951     
  1088.15        500.000                 NaN            NaN            NaN   7.66118       0.953224                 NaN   7.22875        42.6771       0.283445        41.1963     
  1086.73        500.000                 NaN            NaN            NaN   7.22756        1.38650                 NaN   7.22966        42.6757       0.283320        41.1973     
  1085.31        500.000                 NaN            NaN            NaN   8.62147                 NaN            NaN   7.23590        42.6618       0.281371        41.1995     
  1083.89        500.000                 NaN            NaN            NaN   8.62015                 NaN            NaN   7.23560        42.6624       0.281663        41.2001     
  1082.47        500.000                 NaN            NaN            NaN   8.62784                 NaN            NaN   7.24125        42.6484       0.279713        41.2028     
  1081.04        500.000                 NaN            NaN            NaN   5.80835        2.82110                 NaN   7.24299        42.6442       0.279270        41.2041     
  1079.62        500.000                 NaN            NaN            NaN   8.63232       0.500419E-003            NaN   7.24620        42.6373       0.278301        41.2054     
  1078.20        500.000                 NaN            NaN            NaN   5.36719        3.26813                 NaN   7.24851        42.6315       0.277641        41.2070     
  1076.78        500.000                 NaN  0.467368                 NaN   6.01170        1.81169                 NaN   7.14820        42.8456       0.312920        41.4025     
  1075.36        500.000                 NaN  0.672197                 NaN   6.48132       0.986551                 NaN   7.10464        42.9380       0.328310        41.4890     
  1073.94        500.000                 NaN  0.828123                 NaN   6.79874       0.398102                 NaN   7.07118        43.0087       0.340144        41.5550     
  1072.51        500.000                 NaN  0.945454                 NaN   6.99245       0.237315E-003            NaN   7.04588        43.0619       0.349109        41.6050     
  1071.09        500.000                 NaN   1.00095                 NaN   6.89601       0.747205E-004            NaN   7.03402        43.0863       0.353374        41.6293     
  1069.67        500.000                 NaN   1.05254                 NaN   6.80622                 NaN            NaN   7.02297        43.1090       0.357352        41.6519     
  1068.25        500.000                 NaN   1.08066                 NaN   6.75833                 NaN            NaN   7.01774        43.1191       0.359277        41.6649     
  1066.83        500.000                 NaN   1.36879                 NaN   5.26825       0.907288                 NaN   6.90794        43.3800       0.396662        41.7711     
  1065.40        500.000                 NaN   1.15912                 NaN   6.62215                 NaN            NaN   7.00126        43.1523       0.365254        41.6999     
  1063.98        500.000                 NaN   1.13945                 NaN   6.65974                 NaN            NaN   7.00768        43.1369       0.362857        41.6934     
  1062.56        500.000                 NaN   1.38126                 NaN   6.15159                 NaN            NaN   6.90406        43.3860       0.398055        41.7790     
  1061.14        500.000                 NaN   1.24426                 NaN   6.47508                 NaN            NaN   6.98422        43.1858       0.371516        41.7391     
  1059.72        500.000                 NaN   1.27062                 NaN   6.42952                 NaN            NaN   6.97892        43.1962       0.373466        41.7513     
  1058.30        500.000                 NaN   1.28621                 NaN   6.40342                 NaN            NaN   6.97647        43.2003       0.374408        41.7592     
  1056.87        500.000                 NaN   1.30958                 NaN   6.36374                 NaN            NaN   6.97198        43.2086       0.376072        41.7700     
  1055.45        500.000                 NaN   1.40590                 NaN   6.18421                 NaN            NaN   6.94684        43.2677       0.385651        41.8097     
  1054.03        500.000                 NaN   1.32628                 NaN   6.33728                 NaN            NaN   6.97084        43.2089       0.376612        41.7801     
  1052.61        500.000                 NaN   1.34590                 NaN   6.30371                 NaN            NaN   6.96717        43.2157       0.377989        41.7895     
  1051.19        500.000                 NaN   1.39716                 NaN   6.21199                 NaN            NaN   6.95461        43.2422       0.382558        41.8115     
  1049.76        500.000                 NaN   1.40726                 NaN   6.19674                 NaN            NaN   6.95364        43.2424       0.382960        41.8169     
  1048.34        500.000                 NaN   1.40095                 NaN   6.20958                 NaN            NaN   6.95690        43.2345       0.381824        41.8162     
  1046.92        500.000                 NaN   1.42096                 NaN   6.17500                 NaN            NaN   6.95281        43.2420       0.383362        41.8258     
  1045.50        500.000                 NaN   1.45396                 NaN   6.11602                 NaN            NaN   6.94509        43.2583       0.386248        41.8404     
  1044.08        500.000                 NaN   1.44402                 NaN   6.06069                 NaN            NaN   6.90350        43.3705       0.398784        41.8225     
  1042.65        500.000                 NaN   1.45313                 NaN   6.04555                 NaN            NaN   6.90223        43.3726       0.399208        41.8273     
  1041.23        500.000                 NaN   1.50466                 NaN   6.02940                 NaN            NaN   6.93537        43.2768       0.389529        41.8642     
  1039.81        500.000                 NaN   1.51817                 NaN   6.00718                 NaN            NaN   6.93345        43.2782       0.390647        41.8724     
  1038.39        500.000                 NaN   1.50751                 NaN   6.02789                 NaN            NaN   6.93839        43.2679       0.389030        41.8693     
  1036.97        500.000                 NaN   1.54598                 NaN   5.95811                 NaN            NaN   6.92737        43.2894       0.392952        41.8862     
  1035.55        500.000                 NaN   1.55295                 NaN   5.94833                 NaN            NaN   6.92827        43.2875       0.392695        41.8903     
  1034.12        500.000                 NaN   1.54050                 NaN   5.97363                 NaN            NaN   6.93325        43.2740       0.391120        41.8875     
  1032.70        500.000                 NaN   1.58370                 NaN   5.89563                 NaN            NaN   6.92224        43.2974       0.395129        41.9059     
  1031.28        500.000                 NaN   1.56240                 NaN   5.93771                 NaN            NaN   6.93006        43.2783       0.392306        41.8992     
  1029.86        500.000                 NaN   1.60260                 NaN   5.86659                 NaN            NaN   6.92001        43.2986       0.396015        41.9162     
  1028.44        500.000                 NaN   1.61054                 NaN   5.85376                 NaN            NaN   6.91947        43.2988       0.396387        41.9210     
  1027.01        500.000                 NaN   1.60087                 NaN   5.87661                 NaN            NaN   6.92591        43.2817       0.394439        41.9205     
  1025.59        500.000                 NaN   1.60293                 NaN   5.87066                 NaN            NaN   6.92452        43.2859       0.394618        41.9213     
  1024.17        500.000                 NaN   1.61440                 NaN   5.85152                 NaN            NaN   6.92247        43.2887       0.395397        41.9276     
  1022.75        500.000                 NaN   1.64276                 NaN   5.80391                 NaN            NaN   6.91482        43.3011       0.398335        41.9390     
  1021.33        500.000                 NaN   1.63721                 NaN   5.81661                 NaN            NaN   6.92102        43.2902       0.396024        41.9389     
  1019.91        500.000                 NaN   1.63969                 NaN   5.81097                 NaN            NaN   6.91964        43.2908       0.396635        41.9422     
  1018.48        500.000                 NaN   1.64835                 NaN   5.79694                 NaN            NaN   6.91858        43.2918       0.397093        41.9472     
  1017.06        500.000                 NaN   1.67785                 NaN   5.75085                 NaN            NaN   6.91263        43.2995       0.399444        41.9597     
  1015.64        500.000                 NaN   1.66842                 NaN   5.76287                 NaN            NaN   6.91587        43.2965       0.398295        41.9580     
  1014.22        500.000                 NaN   1.68798                 NaN   5.73242                 NaN            NaN   6.91196        43.3007       0.399779        41.9672     
  1012.80        500.000                 NaN   1.67943                 NaN   5.74525                 NaN            NaN   6.91407        43.2974       0.398890        41.9650     
  1011.37        500.000                 NaN   1.71773                 NaN   5.68433                 NaN            NaN   6.90674        43.3078       0.401870        41.9816     
  1009.95        500.000                 NaN   1.72641                 NaN   5.66991                 NaN            NaN   6.90552        43.3092       0.402391        41.9865     
  1008.53        500.000                 NaN   1.73492                 NaN   5.65581                 NaN            NaN   6.90435        43.3106       0.402897        41.9914     
  1007.11        500.000                 NaN   1.74326                 NaN   5.64199                 NaN            NaN   6.90322        43.3119       0.403389        41.9962     
  1005.69        500.000                 NaN   1.75144                 NaN   5.62847                 NaN            NaN   6.90212        43.3131       0.403868        42.0010     
  1004.27        500.000                 NaN   1.75947                 NaN   5.61522                 NaN            NaN   6.90106        43.3143       0.404334        42.0056     
  1002.84        500.000                 NaN   1.76734                 NaN   5.60223                 NaN            NaN   6.90004        43.3153       0.404787        42.0103     
  1001.42        500.000                 NaN   1.77508                 NaN   5.58950                 NaN            NaN   6.89906        43.3163       0.405229        42.0149     
  1000.00        500.000                 NaN   1.78268                 NaN   5.57702                 NaN            NaN   6.89810        43.3172       0.405658        42.0194     
