|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/TAY13/TAY13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1226.07        500.000        98.3241                 NaN            NaN  0.558555                 NaN            NaN  0.205254       0.912054                 NaN            NaN
  1224.65        500.000        98.2793                 NaN            NaN  0.548111                 NaN            NaN  0.211436       0.940390       0.207480E-001            NaN
  1223.23        500.000        98.2360                 NaN            NaN  0.536588                 NaN            NaN  0.215879       0.969677       0.418896E-001            NaN
  1221.81        500.000        98.2806                 NaN            NaN  0.523028                 NaN            NaN  0.207083       0.947919       0.413706E-001            NaN
  1220.38        500.000        98.3253                 NaN            NaN  0.509998                 NaN            NaN  0.202393       0.923203       0.390730E-001            NaN
  1218.96        500.000        98.3655                 NaN            NaN  0.499543                 NaN            NaN  0.196975       0.900656       0.372804E-001            NaN
  1217.54        500.000        98.4087                 NaN            NaN  0.485630                 NaN            NaN  0.189398       0.879839       0.364702E-001            NaN
  1216.12        500.000        98.4479                 NaN            NaN  0.474336                 NaN            NaN  0.183906       0.858768       0.350625E-001            NaN
  1214.70        500.000        98.4879                 NaN            NaN  0.462080                 NaN            NaN  0.178080       0.838180       0.337253E-001            NaN
  1213.27        500.000        98.0079                 NaN            NaN  0.121399                 NaN            NaN  0.197105        1.57012       0.103485                 NaN
  1211.85        500.000        98.9185                 NaN            NaN  0.732711                 NaN            NaN  0.186846       0.161991                 NaN            NaN
  1210.43        500.000        98.5684                 NaN            NaN  0.316351       0.160576       0.108603E-003  0.197725       0.727280       0.295661E-001            NaN
  1209.01        500.000        97.5625                 NaN            NaN  0.552107                 NaN            NaN  0.426295E-001   1.76846       0.743089E-001            NaN
  1207.59        500.000        99.2565                 NaN            NaN  0.670512E-001  0.298625                 NaN  0.258536       0.119273                 NaN            NaN
  1206.17        500.000        98.2343                 NaN            NaN  0.298553                 NaN            NaN  0.134000       0.767197                 NaN  0.565960     
  1204.74        500.000        83.3171                 NaN            NaN   1.89885                 NaN            NaN   1.32059        6.53566       0.139295        6.78849     
  1203.32        500.000        93.7445                 NaN            NaN  0.555048       0.969423                 NaN  0.654606        2.23145       0.894160E-002   1.83605     
  1201.90        500.000        94.2753                 NaN            NaN   1.08065                 NaN            NaN  0.425236        1.92894       0.319247E-001   2.25794     
  1200.48        500.000        73.5331                 NaN            NaN   3.54739                 NaN            NaN   2.12747        9.94008       0.206702        10.6453     
  1199.06        500.000        98.4563                 NaN            NaN  0.290429       0.787167E-001            NaN  0.122306       0.853610                 NaN  0.198602     
  1197.63        500.000        98.1784                 NaN            NaN  0.370108                 NaN            NaN  0.207232       0.849845       0.101975E-001  0.384209     
  1196.21        500.000        95.1333                 NaN            NaN  0.785190                 NaN            NaN  0.433747       0.918220       0.339413E-001   2.69563     
  1194.79        500.000        93.1254                 NaN            NaN  0.857066                 NaN            NaN  0.436271        3.50569       0.474131E-001   2.02819     
  1193.37        500.000        88.3201                 NaN            NaN   1.64894                 NaN            NaN  0.931763        4.51299       0.662066E-001   4.52000     
  1191.95        500.000        83.7158                 NaN            NaN   2.15404                 NaN            NaN   1.25568        6.42192       0.966673E-001   6.35590     
  1190.53        500.000        56.0048                 NaN            NaN   5.23480                 NaN            NaN   3.25429        17.8771       0.265594        17.3635     
  1189.10        500.000                 NaN            NaN            NaN   11.5302                 NaN            NaN   7.30699        40.9368       0.576962        39.6491     
  1187.68        500.000                 NaN            NaN            NaN   11.5329                 NaN            NaN   7.30971        40.9321       0.575823        39.6495     
  1186.26        500.000                 NaN            NaN            NaN   11.5345                 NaN            NaN   7.31182        40.9289       0.575102        39.6497     
  1184.84        500.000                 NaN            NaN            NaN   11.5383                 NaN            NaN   7.31478        40.9234       0.573354        39.6502     
  1183.42        500.000                 NaN            NaN            NaN   11.5401                 NaN            NaN   7.31695        40.9199       0.572562        39.6505     
  1181.99        500.000                 NaN            NaN            NaN   11.5446                 NaN            NaN   7.32111        40.9122       0.570923        39.6512     
  1180.57        500.000                 NaN            NaN            NaN   11.5452                 NaN            NaN   7.32220        40.9107       0.570720        39.6512     
  1179.15        500.000                 NaN            NaN            NaN   1.97231        9.56406                 NaN   7.32019        40.9209       0.572730        39.6498     
  1177.73        500.000                 NaN            NaN            NaN   1.90853        9.62990                 NaN   7.32243        40.9172       0.571852        39.6501     
  1176.31        500.000                 NaN            NaN            NaN   1.87122        9.66987                 NaN   7.32413        40.9135       0.570919        39.6504     
  1174.89        500.000                 NaN            NaN            NaN   11.5366                 NaN            NaN   7.32060        40.9188       0.574042        39.6499     
  1173.46        500.000                 NaN            NaN            NaN   1.15996        10.3823                 NaN   7.33831        40.8993       0.569673        39.6505     
  1172.04        500.000                 NaN            NaN            NaN   1.80866        9.74059                 NaN   7.33246        40.8990       0.567675        39.6517     
  1170.62        500.000                 NaN            NaN            NaN   1.52369        10.0263                 NaN   7.33413        40.8970       0.567187        39.6518     
  1169.20        500.000                 NaN            NaN            NaN   11.5606                 NaN            NaN   7.34026        40.8820       0.563802        39.6534     
  1167.78        500.000                 NaN            NaN            NaN   11.5637                 NaN            NaN   7.34293        40.8770       0.562574        39.6538     
  1166.35        500.000                 NaN            NaN            NaN   11.5643                 NaN            NaN   7.34524        40.8744       0.562096        39.6539     
  1164.93        500.000                 NaN            NaN            NaN   1.12770        10.4329                 NaN   7.34347        40.8793       0.563127        39.6535     
  1163.51        500.000                 NaN            NaN            NaN   1.06464        10.4986                 NaN   7.34607        40.8748       0.562065        39.6538     
  1162.09        500.000                 NaN            NaN            NaN   11.5732                 NaN            NaN   7.35342        40.8596       0.558426        39.6553     
  1160.67        500.000                 NaN            NaN            NaN   11.5735                 NaN            NaN   7.35452        40.8584       0.558170        39.6554     
  1159.24        500.000                 NaN            NaN            NaN   5.53498        4.70136        1.28406        7.31834        40.9367       0.576801        39.6477     
  1157.82        500.000                 NaN            NaN            NaN  0.574387        10.9998                 NaN   7.35740        40.8556       0.557458        39.6554     
  1156.40        500.000                 NaN            NaN            NaN   5.52925        4.83492        1.15859        7.32144        40.9320       0.575701        39.6481     
  1154.98        500.000                 NaN            NaN            NaN   5.52612        4.90263        1.09521        7.32300        40.9297       0.575141        39.6482     
  1153.56        500.000                 NaN            NaN            NaN   5.52282        4.97088        1.03149        7.32457        40.9273       0.574576        39.6484     
  1152.14        500.000                 NaN            NaN            NaN   5.52404        5.05002       0.952282        7.32619        40.9249       0.574025        39.6485     
  1150.71        500.000                 NaN            NaN            NaN   5.51554        5.10856       0.903572        7.32773        40.9225       0.573424        39.6487     
  1149.29        500.000                 NaN            NaN            NaN   5.51156        5.17784       0.839546        7.32933        40.9200       0.572836        39.6489     
  1147.87        500.000                 NaN            NaN            NaN  0.671463        10.9222                 NaN   7.37515        40.8233       0.549641        39.6583     
  1146.45        500.000                 NaN            NaN            NaN   4.88115        4.76998        1.88501        7.33577        40.9078       0.570306        39.6500     
  1145.03        500.000                 NaN            NaN            NaN   5.66856       0.344185        5.52208        7.33620        40.9092       0.570055        39.6497     
  1143.60        500.000                 NaN            NaN            NaN   5.28435        5.32093       0.932098        7.33791        40.9054       0.569256        39.6501     
  1142.18        500.000                 NaN            NaN            NaN   11.6048                 NaN            NaN   7.38650        40.8039       0.544801        39.6600     
  1140.76        500.000                 NaN            NaN            NaN   1.17805        10.4103                 NaN   7.37711        40.8259       0.551165        39.6575     
  1139.34        500.000                 NaN            NaN            NaN   1.41818        10.1724                 NaN   7.37914        40.8222       0.550258        39.6578     
  1137.92        500.000                 NaN            NaN            NaN   1.63568        9.95708                 NaN   7.38110        40.8185       0.549385        39.6582     
  1136.50        500.000                 NaN            NaN            NaN   5.45476        5.77905       0.307558        7.34419        40.8967       0.567174        39.6506     
  1135.07        500.000                 NaN            NaN            NaN   4.84474        5.53206        1.17373        7.35108        40.8827       0.563774        39.6520     
  1133.65        500.000                 NaN            NaN            NaN   5.64106        5.90323                 NaN   7.34758        40.8913       0.565849        39.6510     
  1132.23        500.000                 NaN            NaN            NaN   11.6198                 NaN            NaN   7.40167        40.7778       0.538380        39.6623     
  1130.81        500.000                 NaN            NaN            NaN   5.74376        5.80983                 NaN   7.35476        40.8770       0.562302        39.6523     
  1129.39        500.000                 NaN            NaN            NaN   5.54507        6.00670                 NaN   7.35479        40.8788       0.562630        39.6520     
  1127.96        500.000                 NaN            NaN            NaN   5.41318        6.13717                 NaN   7.35479        40.8800       0.563127        39.6518     
  1126.54        500.000                 NaN            NaN            NaN   5.19912        6.42480                 NaN   7.40589        40.7703       0.536655        39.6633     
  1125.12        500.000                 NaN            NaN            NaN   5.28884        6.26672                 NaN   7.35957        40.8714       0.560906        39.6525     
  1123.70        500.000                 NaN            NaN            NaN   11.6286                 NaN            NaN   7.41285        40.7605       0.534427        39.6635     
  1122.28        500.000                 NaN            NaN            NaN   11.6397                 NaN            NaN   7.42027        40.7447       0.530049        39.6653     
  1120.86        500.000                 NaN            NaN            NaN   11.6417                 NaN            NaN   7.42222        40.7413       0.529197        39.6656     
  1119.43        500.000                 NaN            NaN            NaN   6.23265        5.38462                 NaN   7.39580        40.7785       0.544851        39.6635     
  1118.01        500.000                 NaN            NaN            NaN   4.28548        7.28630                 NaN   7.38659        40.8312       0.555332        39.6551     
  1116.59        500.000                 NaN            NaN            NaN   5.92191        5.71482                 NaN   7.41897        40.7473       0.531371        39.6656     
  1115.17        500.000                 NaN            NaN            NaN   6.19445        5.44564                 NaN   7.42162        40.7419       0.530080        39.6664     
  1113.75        500.000                 NaN            NaN            NaN   6.44831        5.19301                 NaN   7.42369        40.7391       0.529413        39.6664     
  1112.32        500.000                 NaN            NaN            NaN   6.46268        5.18203                 NaN   7.42679        40.7336       0.527971        39.6669     
  1110.90        500.000                 NaN            NaN            NaN   6.80033        4.84660                 NaN   7.42920        40.7295       0.527071        39.6673     
  1109.48        500.000                 NaN            NaN            NaN   6.72238        4.92780                 NaN   7.43122        40.7250       0.525829        39.6678     
  1108.06        500.000                 NaN  0.783566                 NaN   6.66903        3.72642                 NaN   7.28257        41.0627       0.615322        39.8604     
  1106.64        500.000                 NaN            NaN            NaN   7.09962        4.55662                 NaN   7.43656        40.7153       0.523213        39.6687     
  1105.22        500.000                 NaN            NaN            NaN   7.33722        4.32507                 NaN   7.44221        40.7053       0.520582        39.6696     
  1103.79        500.000                 NaN            NaN            NaN   7.43324        4.23181                 NaN   7.44516        40.7006       0.519371        39.6698     
  1102.37        500.000                 NaN            NaN            NaN   7.59921        4.06735                 NaN   7.44662        40.6980       0.518784        39.6700     
  1100.95        500.000                 NaN            NaN            NaN   1.89027        9.76125       0.719931E-005   7.43895        40.7188       0.523261        39.6675     
  1099.53        500.000                 NaN            NaN            NaN   2.47010        9.17620       0.563334E-005   7.43650        40.7254       0.524842        39.6669     
  1098.11        500.000                 NaN            NaN            NaN   2.40138        9.24844       0.546370E-005   7.43950        40.7198       0.523406        39.6674     
  1096.68        500.000                 NaN            NaN            NaN   2.32661        9.32687       0.532993E-005   7.44258        40.7140       0.521922        39.6680     
  1095.26        500.000                 NaN            NaN            NaN   2.24497        9.41233       0.520157E-005   7.44575        40.7080       0.520381        39.6685     
  1093.84        500.000                 NaN            NaN            NaN   1.80053        9.87795                 NaN   7.45457        40.6777       0.516402        39.6728     
  1092.42        500.000                 NaN            NaN            NaN   2.04623        9.61873                 NaN   7.45225        40.6960       0.517185        39.6696     
  1091.00        500.000                 NaN            NaN            NaN   9.45435        2.24431                 NaN   7.47412        40.6474       0.505286        39.6746     
  1089.58        500.000                 NaN            NaN            NaN   10.5042        1.19662                 NaN   7.47634        40.6436       0.504318        39.6749     
  1088.15        500.000                 NaN            NaN            NaN   10.4200        1.28249                 NaN   7.47761        40.6409       0.503757        39.6752     
  1086.73        500.000                 NaN            NaN            NaN   9.83739        1.86468                 NaN   7.47862        40.6404       0.503550        39.6754     
  1085.31        500.000                 NaN            NaN            NaN   11.7111                 NaN            NaN   7.48506        40.6274       0.500094        39.6763     
  1083.89        500.000                 NaN            NaN            NaN   11.7096                 NaN            NaN   7.48481        40.6288       0.500625        39.6761     
  1082.47        500.000                 NaN            NaN            NaN   11.7185                 NaN            NaN   7.49067        40.6160       0.497170        39.6777     
  1081.04        500.000                 NaN            NaN            NaN   7.90540        3.81495                 NaN   7.49252        40.6127       0.496394        39.6781     
  1079.62        500.000                 NaN            NaN            NaN   11.7234       0.673124E-003            NaN   7.49589        40.6069       0.494685        39.6784     
  1078.20        500.000                 NaN            NaN            NaN   7.27487        4.45231                 NaN   7.49831        40.6019       0.493523        39.6791     
  1076.78        500.000                 NaN  0.761541                 NaN   8.11486        2.46964                 NaN   7.39713        40.8203       0.556438        39.8801     
  1075.36        500.000                 NaN   1.09549                 NaN   8.73918        1.34465                 NaN   7.35320        40.9151       0.583907        39.9685     
  1073.94        500.000                 NaN   1.34979                 NaN   9.15961       0.542508                 NaN   7.31946        40.9878       0.605037        40.0358     
  1072.51        500.000                 NaN   1.54121                 NaN   9.41425       0.322854E-003            NaN   7.29395        41.0426       0.621053        40.0866     
  1071.09        500.000                 NaN   1.63176                 NaN   9.27841       0.101533E-003            NaN   7.28202        41.0683       0.628681        40.1107     
  1069.67        500.000                 NaN   1.71598                 NaN   9.15192                 NaN            NaN   7.27090        41.0922       0.635798        40.1332     
  1068.25        500.000                 NaN   1.76196                 NaN   9.08405                 NaN            NaN   7.26569        41.1033       0.639253        40.1457     
  1066.83        500.000                 NaN   2.23244                 NaN   7.07118        1.22003                 NaN   7.15359        41.3610       0.705941        40.2558     
  1065.40        500.000                 NaN   1.89012                 NaN   8.89184                 NaN            NaN   7.24915        41.1389       0.649958        40.1801     
  1063.98        500.000                 NaN   1.85805                 NaN   8.94446                 NaN            NaN   7.25570        41.1240       0.645695        40.1721     
  1062.56        500.000                 NaN   2.25299                 NaN   8.25844                 NaN            NaN   7.14977        41.3692       0.708478        40.2611     
  1061.14        500.000                 NaN   2.02924                 NaN   8.68429                 NaN            NaN   7.23209        41.1755       0.661191        40.2177     
  1059.72        500.000                 NaN   2.07232                 NaN   8.61996                 NaN            NaN   7.22680        41.1868       0.664692        40.2294     
  1058.30        500.000                 NaN   2.09785                 NaN   8.58292                 NaN            NaN   7.22439        41.1919       0.666391        40.2365     
  1056.87        500.000                 NaN   2.13622                 NaN   8.52613                 NaN            NaN   7.21993        41.2014       0.669383        40.2469     
  1055.45        500.000                 NaN   2.29359                 NaN   8.27628                 NaN            NaN   7.19451        41.2616       0.686505        40.2875     
  1054.03        500.000                 NaN   2.16349                 NaN   8.48891                 NaN            NaN   7.21888        41.2033       0.670381        40.2551     
  1052.61        500.000                 NaN   2.19560                 NaN   8.44140                 NaN            NaN   7.21522        41.2111       0.672859        40.2639     
  1051.19        500.000                 NaN   2.27923                 NaN   8.31250                 NaN            NaN   7.20257        41.2387       0.681037        40.2859     
  1049.76        500.000                 NaN   2.29606                 NaN   8.28947                 NaN            NaN   7.20170        41.2402       0.681777        40.2908     
  1048.34        500.000                 NaN   2.28570                 NaN   8.30816                 NaN            NaN   7.20502        41.2327       0.679763        40.2886     
  1046.92        500.000                 NaN   2.31843                 NaN   8.25925                 NaN            NaN   7.20094        41.2412       0.682527        40.2976     
  1045.50        500.000                 NaN   2.37233                 NaN   8.17635                 NaN            NaN   7.19318        41.2586       0.687702        40.3119     
  1044.08        500.000                 NaN   2.35634                 NaN   8.12534                 NaN            NaN   7.15005        41.3651       0.710028        40.2931     
  1042.65        500.000                 NaN   2.37129                 NaN   8.10385                 NaN            NaN   7.14883        41.3680       0.710805        40.2972     
  1041.23        500.000                 NaN   2.45559                 NaN   8.05295                 NaN            NaN   7.18358        41.2803       0.693626        40.3340     
  1039.81        500.000                 NaN   2.47771                 NaN   8.02127                 NaN            NaN   7.18167        41.2825       0.695637        40.3413     
  1038.39        500.000                 NaN   2.46021                 NaN   8.05071                 NaN            NaN   7.18674        41.2727       0.692765        40.3369     
  1036.97        500.000                 NaN   2.52331                 NaN   7.95231                 NaN            NaN   7.17561        41.2954       0.699790        40.3536     
  1035.55        500.000                 NaN   2.53477                 NaN   7.93781                 NaN            NaN   7.17663        41.2945       0.699353        40.3570     
  1034.12        500.000                 NaN   2.51431                 NaN   7.97320                 NaN            NaN   7.18171        41.2816       0.696552        40.3526     
  1032.70        500.000                 NaN   2.58517                 NaN   7.86303                 NaN            NaN   7.17064        41.3063       0.703738        40.3712     
  1031.28        500.000                 NaN   2.55024                 NaN   7.92184                 NaN            NaN   7.17860        41.2878       0.698711        40.3628     
  1029.86        500.000                 NaN   2.61622                 NaN   7.81988                 NaN            NaN   7.16857        41.3098       0.705366        40.3802     
  1028.44        500.000                 NaN   2.62927                 NaN   7.80155                 NaN            NaN   7.16809        41.3109       0.706048        40.3842     
  1027.01        500.000                 NaN   2.61349                 NaN   7.83271                 NaN            NaN   7.17468        41.2945       0.702583        40.3820     
  1025.59        500.000                 NaN   2.61683                 NaN   7.82612                 NaN            NaN   7.17325        41.2990       0.702917        40.3818     
  1024.17        500.000                 NaN   2.63558                 NaN   7.79895                 NaN            NaN   7.17123        41.3026       0.704327        40.3873     
  1022.75        500.000                 NaN   2.68230                 NaN   7.72676                 NaN            NaN   7.16375        41.3179       0.709618        40.3997     
  1021.33        500.000                 NaN   2.67316                 NaN   7.74656                 NaN            NaN   7.17005        41.3070       0.705500        40.3978     
  1019.91        500.000                 NaN   2.67722                 NaN   7.74056                 NaN            NaN   7.16856        41.3076       0.706596        40.3995     
  1018.48        500.000                 NaN   2.69146                 NaN   7.72042                 NaN            NaN   7.16755        41.3095       0.707433        40.4037     
  1017.06        500.000                 NaN   2.73999                 NaN   7.64897                 NaN            NaN   7.16185        41.3203       0.711681        40.4172     
  1015.64        500.000                 NaN   2.72441                 NaN   7.67206                 NaN            NaN   7.16495        41.3160       0.709621        40.4130     
  1014.22        500.000                 NaN   2.75652                 NaN   7.62574                 NaN            NaN   7.16116        41.3221       0.712303        40.4222     
  1012.80        500.000                 NaN   2.74256                 NaN   7.64678                 NaN            NaN   7.16322        41.3185       0.710720        40.4182     
  1011.37        500.000                 NaN   2.80551                 NaN   7.55418                 NaN            NaN   7.15613        41.3321       0.716094        40.4360     
  1009.95        500.000                 NaN   2.81977                 NaN   7.53364                 NaN            NaN   7.15496        41.3345       0.717043        40.4401     
  1008.53        500.000                 NaN   2.83375                 NaN   7.51354                 NaN            NaN   7.15383        41.3367       0.717966        40.4442     
  1007.11        500.000                 NaN   2.84746                 NaN   7.49385                 NaN            NaN   7.15274        41.3389       0.718864        40.4482     
  1005.69        500.000                 NaN   2.86090                 NaN   7.47455                 NaN            NaN   7.15169        41.3410       0.719739        40.4521     
  1004.27        500.000                 NaN   2.87410                 NaN   7.45564                 NaN            NaN   7.15068        41.3430       0.720591        40.4560     
  1002.84        500.000                 NaN   2.88706                 NaN   7.43711                 NaN            NaN   7.14970        41.3449       0.721420        40.4598     
  1001.42        500.000                 NaN   2.89979                 NaN   7.41892                 NaN            NaN   7.14876        41.3468       0.722228        40.4635     
  1000.00        500.000                 NaN   2.91229                 NaN   7.40109                 NaN            NaN   7.14786        41.3485       0.723015        40.4672     
