|6.6.6
Archiving\03_Data\fracLP/QFM_m5/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1315.79        500.000        99.9659                 NaN            NaN  0.426356E-003            NaN            NaN            NaN            NaN  0.225686E-001            NaN            NaN  0.110731E-001            NaN            NaN            NaN
  1313.28        500.000        99.1099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.605240                 NaN            NaN  0.284895                 NaN            NaN            NaN
  1310.78        500.000        99.9083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.639789E-001            NaN            NaN  0.277703E-001            NaN            NaN            NaN
  1308.27        500.000        99.8948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.736103E-001            NaN            NaN  0.315404E-001            NaN            NaN            NaN
  1305.76        500.000        99.6688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.241557                 NaN            NaN  0.896046E-001            NaN            NaN            NaN
  1303.26        500.000        98.9943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.322609       0.377275                 NaN  0.305794                 NaN            NaN            NaN
  1300.75        500.000        97.4369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.66579                 NaN            NaN  0.897349                 NaN            NaN            NaN
  1298.25        500.000        99.1321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.609965       0.257953                 NaN            NaN            NaN            NaN            NaN
  1295.74        500.000        99.0738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.402684E-001  0.485547                 NaN  0.400429                 NaN            NaN            NaN
  1293.23        500.000        99.9018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.754314E-001            NaN            NaN  0.227905E-001            NaN            NaN            NaN
  1290.73        500.000        99.4850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.346909                 NaN            NaN  0.168072                 NaN            NaN            NaN
  1288.22        500.000        99.4963                 NaN            NaN  0.264368E-001            NaN            NaN            NaN            NaN  0.239805                 NaN            NaN  0.237421                 NaN            NaN            NaN
  1285.71        500.000        99.2537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.546191                 NaN            NaN  0.200130                 NaN            NaN            NaN
  1283.21        500.000        99.5079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.332739                 NaN            NaN  0.159350                 NaN            NaN            NaN
  1280.70        500.000        99.5093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.332287                 NaN            NaN  0.158434                 NaN            NaN            NaN
  1278.20        500.000        99.5097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.332469                 NaN            NaN  0.157813                 NaN            NaN            NaN
  1275.69        500.000        99.4516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.345946                 NaN            NaN  0.177729       0.247340E-001            NaN            NaN
  1273.18        500.000        99.3800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.360218                 NaN            NaN  0.202905       0.568698E-001            NaN            NaN
  1270.68        500.000        99.3945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.352478                 NaN            NaN  0.198227       0.548434E-001            NaN            NaN
  1268.17        500.000        99.4043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.348259                 NaN            NaN  0.195021       0.523913E-001            NaN            NaN
  1265.66        500.000        98.0167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.549700                 NaN            NaN  0.320512       0.891075E-001   1.02396                 NaN
  1263.16        500.000        94.2387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.940656       0.170211                 NaN  0.674080       0.181595        3.79473                 NaN
  1260.65        500.000        94.6890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.826775       0.195556                 NaN  0.624481       0.163958        3.50028                 NaN
  1258.15        500.000        95.1060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.765059       0.168399                 NaN  0.573212       0.150413        3.23694                 NaN
  1255.64        500.000        95.4745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.710512       0.144293                 NaN  0.527345       0.138336        3.00498                 NaN
  1253.13        500.000        95.8013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.124927       0.660093                 NaN  0.486466       0.127377        2.79984                 NaN
  1250.63        500.000        96.0931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.615263       0.108047                 NaN  0.449804       0.117367        2.61645                 NaN
  1248.12        500.000        96.3558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.938477E-001  0.574064                 NaN  0.416638       0.108250        2.45135                 NaN
  1245.61        500.000        96.5933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.535370       0.822404E-001            NaN  0.386527       0.100008        2.30251                 NaN
  1243.11        500.000        96.8083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.502016       0.711011E-001            NaN  0.359335       0.923222E-001   2.16689                 NaN
  1240.60        500.000        97.0044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.470043       0.624028E-001            NaN  0.334467       0.853414E-001   2.04337                 NaN
  1238.10        500.000        97.1821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.441894       0.542851E-001            NaN  0.311928       0.789186E-001   1.93088                 NaN
  1235.59        500.000        97.3468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.414656       0.478027E-001            NaN  0.291050       0.730442E-001   1.82669                 NaN
  1233.08        500.000        97.4966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.419218E-001  0.389970                 NaN  0.272006       0.677163E-001   1.73175                 NaN
  1230.58        500.000        97.6344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.367142       0.369086E-001            NaN  0.254541       0.628063E-001   1.64415                 NaN
  1228.07        500.000        87.9823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.999442                 NaN            NaN  0.940526       0.150920        5.67606        4.25074     
  1225.56        500.000        67.7311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.32089                 NaN            NaN   2.39196       0.310752        13.9421        13.3032     
  1223.06        500.000        73.7819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.96536                 NaN            NaN   1.95730       0.233730        11.2422        10.8196     
  1220.55        500.000        73.6973                 NaN            NaN  0.864353E-001            NaN            NaN            NaN            NaN   1.78063                 NaN            NaN   2.00620       0.205336        11.1447        11.0794     
  1218.05        500.000        73.8972                 NaN            NaN  0.114838                 NaN            NaN            NaN            NaN   1.61689                 NaN            NaN   1.96755       0.198214        11.0143        11.1911     
  1215.54        500.000        82.8673                 NaN            NaN  0.569381E-001            NaN            NaN            NaN            NaN   1.30573                 NaN            NaN   1.29253       0.130133        7.24823        7.09911     
  1213.03        500.000        82.4928                 NaN            NaN  0.629822E-001            NaN            NaN            NaN            NaN   1.21100                 NaN            NaN   1.31028       0.128787        7.38079        7.41339     
  1210.53        500.000        81.4455                 NaN            NaN  0.713638E-001            NaN            NaN            NaN            NaN   1.15189                 NaN            NaN   1.36817       0.133027        7.81874        8.01127     
  1208.02        500.000        87.5004                 NaN            NaN  0.366393E-001            NaN            NaN            NaN            NaN  0.968272                 NaN            NaN  0.914303       0.909738E-001   5.26327        5.22610     
  1205.51        500.000        72.4080                 NaN            NaN  0.742522E-001            NaN            NaN            NaN            NaN   2.20296                 NaN            NaN   1.98899       0.189703        11.5543        11.5818     
  1203.01        500.000        99.9856                 NaN            NaN  0.604967E-004            NaN            NaN            NaN            NaN  0.286812E-003            NaN            NaN  0.322424E-002  0.977790E-003            NaN  0.988856E-002
  1200.50        500.000        88.5668                 NaN            NaN  0.294865E-001            NaN            NaN            NaN            NaN  0.840449                 NaN            NaN  0.829369       0.737155E-001   4.89073        4.76940     
  1197.99        500.000        99.0793                 NaN            NaN  0.975517E-002            NaN            NaN            NaN            NaN  0.189286E-001            NaN            NaN  0.110408       0.510616E-002            NaN  0.776520     
  1195.49        500.000        64.7492                 NaN            NaN  0.928247E-001            NaN            NaN            NaN            NaN   2.35295                 NaN            NaN   2.39870       0.210634        15.6636        14.5321     
  1192.98        500.000        40.8913                 NaN            NaN  0.163313                 NaN            NaN            NaN            NaN   3.56909                 NaN            NaN   3.88637       0.316293        26.1379        25.0357     
  1190.48        500.000                 NaN            NaN            NaN  0.258904                 NaN            NaN            NaN            NaN   5.96924                 NaN            NaN   6.43062       0.512816        44.3338        42.4946     
  1187.97        500.000                 NaN            NaN            NaN  0.246768                 NaN            NaN            NaN            NaN   6.03689                 NaN            NaN   6.43659       0.510584        44.3120        42.4572     
  1185.46        500.000                 NaN            NaN            NaN  0.234784                 NaN            NaN            NaN            NaN   6.11320                 NaN            NaN   6.44940       0.505964        44.2723        42.4243     
  1182.96        500.000                 NaN            NaN            NaN  0.229284                 NaN            NaN            NaN            NaN   6.14292                 NaN            NaN   6.45191       0.504977        44.2633        42.4076     
  1180.45        500.000                 NaN            NaN            NaN  0.210017                 NaN            NaN            NaN            NaN   6.25442                 NaN            NaN   6.46512       0.500099        44.2210        42.3494     
  1177.94        500.000                 NaN            NaN            NaN  0.186040                 NaN            NaN            NaN            NaN   6.39307                 NaN            NaN   6.48172       0.493962        44.1689        42.2763     
  1175.44        500.000                 NaN            NaN            NaN  0.150216                 NaN            NaN            NaN            NaN   6.60055                 NaN            NaN   6.50702       0.484609        44.0912        42.1664     
  1172.93        500.000                 NaN            NaN            NaN  0.170454                 NaN            NaN            NaN            NaN   6.46976                 NaN            NaN   6.48499       0.492634        44.1566        42.2256     
  1170.43        500.000                 NaN            NaN            NaN  0.782804E-001            NaN            NaN            NaN            NaN   7.00764                 NaN            NaN   6.55351       0.467264        43.9519        41.9414     
  1167.92        500.000                 NaN            NaN            NaN  0.529320E-002            NaN            NaN            NaN            NaN   7.42530                 NaN            NaN   6.60434       0.448250        43.8036        41.7132     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.59762        2.84806                 NaN   6.60309       0.448575        43.8090        41.6937     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.46175                 NaN            NaN   6.61316       0.445384        43.7785        41.7013     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45058                 NaN            NaN   6.60798       0.447277        43.7957        41.6985     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.46219                 NaN            NaN   6.61513       0.445036        43.7728        41.7048     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.82874        5.63140                 NaN   6.61535       0.445031        43.7739        41.7056     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.61675        5.84707                 NaN   6.61837       0.444146        43.7655        41.7082     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.43067        6.03678                 NaN   6.62134       0.443271        43.7571        41.7108     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.19875        6.27255                 NaN   6.62443       0.442357        43.7485        41.7134     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.977517        6.49774                 NaN   6.62757       0.441420        43.7396        41.7161     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.743165        6.73604                 NaN   6.63070       0.440482        43.7309        41.7188     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.48415                 NaN            NaN   6.63413       0.439449        43.7204        41.7218     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.257314        7.23002                 NaN   6.63710       0.438551        43.7129        41.7242     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.48598                 NaN            NaN   6.63623       0.439011        43.7131        41.7257     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.49364                 NaN            NaN   6.64225       0.437043        43.6980        41.7291     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.49797                 NaN            NaN   6.64571       0.435976        43.6886        41.7318     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.146358        7.35338                 NaN   6.64745       0.435498        43.6835        41.7338     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.849345       0.409093        6.24079        6.64815       0.435349        43.6823        41.7350     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.911814       0.186267        6.40520        6.65134       0.434376        43.6734        41.7377     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01727        6.48981                 NaN   6.65436       0.433457        43.6649        41.7402     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.29929        6.21005                 NaN   6.65649       0.432835        43.6591        41.7423     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.59203        5.91955                 NaN   6.65864       0.432204        43.6533        41.7443     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89689        5.61698                 NaN   6.66082       0.431562        43.6474        41.7464     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.21256        5.30366                 NaN   6.66303       0.430907        43.6414        41.7484     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.89620        2.60056                 NaN   6.65348       0.434219        43.6718        41.7438     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.87979        4.64126                 NaN   6.66754       0.429563        43.6292        41.7526     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.22991        4.29364                 NaN   6.66984       0.428874        43.6230        41.7547     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.46725        2.04213       0.405171E-005   6.66330       0.431174        43.6446        41.7515     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.96593        3.56277                 NaN   6.67450       0.427465        43.6105        41.7589     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.87378        1.64430       0.349120E-005   6.66992       0.429099        43.6261        41.7568     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.03547       0.652332E-001   5.44347        6.68495       0.424180        43.5799        41.7668     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.57786        4.96866                 NaN   6.68715       0.423512        43.5740        41.7688     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.56212        1.97738                 NaN   6.68405       0.424535        43.5846        41.7673     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.96243        1.58000                 NaN   6.68654       0.423762        43.5778        41.7695     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.41793        1.12730                 NaN   6.68894       0.423014        43.5712        41.7716     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.56527                 NaN            NaN   6.70094       0.419211        43.5343        41.7803     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.51772       0.393277E-001            NaN   6.69432       0.421581        43.5461        41.7810     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30373       0.275612                 NaN   6.71174       0.415889        43.5058        41.7872     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.10583       0.453945                 NaN   6.70055       0.419381        43.5390        41.7813     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.78586       0.778930                 NaN   6.70434       0.418197        43.5284        41.7843     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.44836        1.12165                 NaN   6.70827       0.416969        43.5174        41.7873     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.08978        1.48567                 NaN   6.71233       0.415696        43.5061        41.7904     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.70674        1.87437                 NaN   6.71653       0.414379        43.4944        41.7936     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.89388       0.677664                 NaN   6.70942       0.416618        43.5095        41.7929     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.86653        2.72655                 NaN   6.72530       0.411619        43.4700        41.8000     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.40998        3.18939                 NaN   6.72985       0.410183        43.4573        41.8033     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.93002        3.67583                 NaN   6.73450       0.408712        43.4443        41.8066     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.42937        4.18313                 NaN   6.73924       0.407211        43.4310        41.8100     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.90862        4.71070                 NaN   6.74406       0.405680        43.4175        41.8134     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.62568       0.494293E-004            NaN   6.74863       0.404230        43.4047        41.8167     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.62943                 NaN            NaN   6.75103       0.403507        43.3965        41.8195     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.50845       0.123960                 NaN   6.75322       0.402843        43.3896        41.8219     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.53420       0.985866E-001            NaN   6.75342       0.402813        43.3876        41.8234     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.15903       0.460432                 NaN   6.74506       0.405609        43.4087        41.8212     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.17135        1.46290                 NaN   6.75585       0.402044        43.3815        41.8264     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.64381                 NaN            NaN   6.76279       0.399773        43.3632        41.8304     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.65383                 NaN            NaN   6.77002       0.397403        43.3442        41.8345     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.66624                 NaN            NaN   6.77899       0.394451        43.3211        41.8392     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.52703       0.144324                 NaN   6.78264       0.393295        43.3106        41.8421     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35697       0.325486                 NaN   6.78936       0.391294        43.2899        41.8470     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.35674        1.29014                 NaN   6.76522       0.399349        43.3491        41.8395     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.23253       0.458926                 NaN   6.79614       0.389169        43.2709        41.8523     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.96475       0.726574                 NaN   6.79609       0.389289        43.2692        41.8541     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.73029        1.93396                 NaN   6.78086       0.394623        43.3118        41.8484     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.76390       0.933759                 NaN   6.80082       0.387879        43.2547        41.8590     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.67560        1.02531                 NaN   6.80324       0.387158        43.2473        41.8614     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.460873                 NaN   6.83686       0.116371E-003            NaN   6.65224       0.436687        43.5741        42.0391     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.475812                 NaN   6.81376       0.887909E-004            NaN   6.65070       0.437239        43.5746        42.0478     
