|6.6.6
Archiving\03_Data\fracLP/QFM_m5/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1566.42        500.000        98.6107                 NaN            NaN            NaN            NaN            NaN  0.136511E-001   1.37560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6964                 NaN            NaN            NaN            NaN            NaN  0.327257E-001   1.27092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.5924                 NaN            NaN            NaN            NaN            NaN  0.531353E-001   1.35450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6705                 NaN            NaN            NaN            NaN            NaN  0.311733E-002   1.32639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6902                 NaN            NaN            NaN            NaN            NaN  0.142746E-001   1.29549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7083                 NaN            NaN            NaN            NaN            NaN            NaN   1.29173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7250                 NaN            NaN            NaN            NaN            NaN  0.380297E-003   1.27463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7436                 NaN            NaN            NaN            NaN            NaN  0.175289E-002   1.25461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7590                 NaN            NaN            NaN            NaN            NaN            NaN   1.24096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7778                 NaN            NaN            NaN            NaN            NaN            NaN   1.22219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.7915                 NaN            NaN            NaN            NaN            NaN            NaN   1.20854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8062                 NaN            NaN            NaN            NaN            NaN            NaN   1.19379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8287                 NaN            NaN            NaN            NaN            NaN  0.259231E-001   1.14538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8362                 NaN            NaN            NaN            NaN            NaN            NaN   1.16376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8505                 NaN            NaN            NaN            NaN            NaN            NaN   1.14952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8649                 NaN            NaN            NaN            NaN            NaN            NaN   1.13514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8798                 NaN            NaN            NaN            NaN            NaN            NaN   1.12016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.8914                 NaN            NaN            NaN            NaN            NaN            NaN   1.10856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9019                 NaN            NaN            NaN            NaN            NaN            NaN   1.09808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.7936                 NaN            NaN            NaN            NaN            NaN            NaN  0.560444       0.645922                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.4948                 NaN            NaN            NaN            NaN            NaN            NaN  0.633227E-001   1.44188                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.8369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16306                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.6712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32877                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.6765                 NaN            NaN            NaN            NaN            NaN            NaN  0.587388E-001   1.26475                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.6728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32721                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.6709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32910                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.6774                 NaN            NaN            NaN            NaN            NaN            NaN  0.145737E-001   1.30802                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.6639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33606                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.6489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.35113                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.6374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.36261                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.3902                 NaN            NaN            NaN            NaN            NaN            NaN  0.559512        1.05033                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.3458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.23425        1.41992                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.7323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.35330       0.914414                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.7734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33069       0.895888                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.8208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30519       0.874033                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.8635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.28138       0.855103                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        97.9034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.837003        1.25960                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        97.9425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.818519        1.23898                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        97.9812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.21569       0.803088                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.0170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.785708        1.19734                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.0548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.768391        1.17679                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.0896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15709       0.753342                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.1221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.737634        1.14026                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.1556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12107       0.723348                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.1873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10440       0.708271                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.2171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08761       0.695288                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.2462                 NaN            NaN  0.527928E-003            NaN            NaN            NaN            NaN  0.680387        1.07284                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        94.3110                 NaN            NaN  0.193777                 NaN            NaN            NaN            NaN   2.05830        1.96417                 NaN   1.47278                 NaN            NaN            NaN
  1446.12        500.000        92.8060                 NaN            NaN  0.259127                 NaN            NaN            NaN            NaN   2.38073        2.46399                 NaN   2.09016                 NaN            NaN            NaN
  1443.61        500.000        93.3567                 NaN            NaN  0.236649                 NaN            NaN            NaN            NaN   2.26699        2.20606                 NaN   1.93364                 NaN            NaN            NaN
  1441.10        500.000        93.8316                 NaN            NaN  0.217545                 NaN            NaN            NaN            NaN   2.05545        2.09698                 NaN   1.79838                 NaN            NaN            NaN
  1438.60        500.000        94.2517                 NaN            NaN  0.200233                 NaN            NaN            NaN            NaN   1.92106        1.94843                 NaN   1.67863                 NaN            NaN            NaN
  1436.09        500.000        94.6144                 NaN            NaN  0.185636                 NaN            NaN            NaN            NaN   1.81916        1.80514                 NaN   1.57570                 NaN            NaN            NaN
  1433.58        500.000        94.9425                 NaN            NaN  0.172476                 NaN            NaN            NaN            NaN   1.70335        1.70050                 NaN   1.48121                 NaN            NaN            NaN
  1431.08        500.000        95.2304                 NaN            NaN  0.160887                 NaN            NaN            NaN            NaN   1.59962        1.60987                 NaN   1.39919                 NaN            NaN            NaN
  1428.57        500.000        95.4922                 NaN            NaN  0.150264                 NaN            NaN            NaN            NaN   1.52521        1.50885                 NaN   1.32349                 NaN            NaN            NaN
  1426.07        500.000        95.7310                 NaN            NaN  0.140737                 NaN            NaN            NaN            NaN   1.44824        1.42521                 NaN   1.25478                 NaN            NaN            NaN
  1423.56        500.000        95.9439                 NaN            NaN  0.132425                 NaN            NaN            NaN            NaN   1.37977        1.35062                 NaN   1.19331                 NaN            NaN            NaN
  1421.05        500.000        96.1413                 NaN            NaN  0.124677                 NaN            NaN            NaN            NaN   1.28189        1.31549                 NaN   1.13663                 NaN            NaN            NaN
  1418.55        500.000        96.3200                 NaN            NaN  0.117398                 NaN            NaN            NaN            NaN   1.25786        1.21985                 NaN   1.08489                 NaN            NaN            NaN
  1416.04        500.000        96.4860                 NaN            NaN  0.110951                 NaN            NaN            NaN            NaN   1.20387        1.16238                 NaN   1.03684                 NaN            NaN            NaN
  1413.53        500.000        96.6387                 NaN            NaN  0.104843                 NaN            NaN            NaN            NaN   1.15442        1.10949                 NaN  0.992552                 NaN            NaN            NaN
  1411.03        500.000        96.7779                 NaN            NaN  0.989573E-001            NaN            NaN            NaN            NaN   1.10859        1.06246                 NaN  0.952047                 NaN            NaN            NaN
  1408.52        500.000        96.9137                 NaN            NaN  0.937713E-001            NaN            NaN            NaN            NaN   1.06411        1.01609                 NaN  0.912324                 NaN            NaN            NaN
  1406.02        500.000        97.0344                 NaN            NaN  0.890885E-001            NaN            NaN            NaN            NaN   1.02511       0.974205                 NaN  0.877171                 NaN            NaN            NaN
  1403.51        500.000        97.1492                 NaN            NaN  0.845239E-001            NaN            NaN            NaN            NaN  0.986859       0.935858                 NaN  0.843571                 NaN            NaN            NaN
  1401.00        500.000        97.2561                 NaN            NaN  0.803044E-001            NaN            NaN            NaN            NaN  0.899719       0.951729                 NaN  0.812153                 NaN            NaN            NaN
  1398.50        500.000        97.3578                 NaN            NaN  0.762652E-001            NaN            NaN            NaN            NaN  0.865786       0.917798                 NaN  0.782313                 NaN            NaN            NaN
  1395.99        500.000        97.4516                 NaN            NaN  0.722973E-001            NaN            NaN            NaN            NaN  0.886806       0.834736                 NaN  0.754590                 NaN            NaN            NaN
  1393.48        500.000        97.5421                 NaN            NaN  0.687393E-001            NaN            NaN            NaN            NaN  0.856549       0.804708                 NaN  0.727953                 NaN            NaN            NaN
  1390.98        500.000        97.6251                 NaN            NaN  0.655045E-001            NaN            NaN            NaN            NaN  0.829180       0.776723                 NaN  0.703530                 NaN            NaN            NaN
  1388.47        500.000        97.7060                 NaN            NaN  0.622076E-001            NaN            NaN            NaN            NaN  0.801719       0.750601                 NaN  0.679497                 NaN            NaN            NaN
  1385.96        500.000        97.7822                 NaN            NaN  0.590469E-001            NaN            NaN            NaN            NaN  0.726488       0.775571                 NaN  0.656704                 NaN            NaN            NaN
  1383.46        500.000        97.8532                 NaN            NaN  0.560581E-001            NaN            NaN            NaN            NaN  0.703782       0.751291                 NaN  0.635639                 NaN            NaN            NaN
  1380.95        500.000        97.9214                 NaN            NaN  0.531596E-001            NaN            NaN            NaN            NaN  0.682079       0.728195                 NaN  0.615202                 NaN            NaN            NaN
  1378.45        500.000        97.9862                 NaN            NaN  0.504312E-001            NaN            NaN            NaN            NaN  0.705868       0.661616                 NaN  0.595840                 NaN            NaN            NaN
  1375.94        500.000        98.0481                 NaN            NaN  0.478800E-001            NaN            NaN            NaN            NaN  0.684501       0.642236                 NaN  0.577268                 NaN            NaN            NaN
  1373.43        500.000        98.1066                 NaN            NaN  0.452811E-001            NaN            NaN            NaN            NaN  0.664274       0.624181                 NaN  0.559641                 NaN            NaN            NaN
  1370.93        500.000        98.1632                 NaN            NaN  0.430032E-001            NaN            NaN            NaN            NaN  0.644647       0.606435                 NaN  0.542743                 NaN            NaN            NaN
  1368.42        500.000        8.42329        87.5533                 NaN  0.437877E-001            NaN            NaN            NaN            NaN   1.48766        1.22498                 NaN   1.26694                 NaN            NaN            NaN
  1365.91        500.000        15.0133        81.8844                 NaN  0.327345E-001            NaN            NaN            NaN            NaN   1.13762       0.956834                 NaN  0.975030                 NaN            NaN            NaN
  1363.41        500.000        97.6020                 NaN            NaN  0.257881E-001            NaN            NaN            NaN            NaN  0.753172       0.869561                 NaN  0.749488                 NaN            NaN            NaN
  1360.90        500.000        98.0443                 NaN            NaN  0.213537E-001            NaN            NaN            NaN            NaN  0.625490       0.701251                 NaN  0.607654                 NaN            NaN            NaN
  1358.40        500.000        79.2022        7.77545                 NaN            NaN            NaN            NaN            NaN            NaN   4.24800        4.78784                 NaN   3.98655                 NaN            NaN            NaN
  1355.89        500.000        94.4059        4.67071                 NaN            NaN            NaN            NaN            NaN            NaN  0.309273       0.332721                 NaN  0.281401                 NaN            NaN            NaN
  1353.38        500.000        99.0055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.327473       0.378729                 NaN  0.288334                 NaN            NaN            NaN
  1350.88        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1348.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1345.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1343.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.35        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.33        500.000        98.8165                 NaN            NaN  0.623398E-001            NaN            NaN            NaN            NaN  0.876244                 NaN            NaN  0.244914                 NaN            NaN            NaN
  1330.83        500.000        99.3225                 NaN            NaN  0.515800                 NaN  0.296095E-001            NaN            NaN            NaN            NaN            NaN  0.132047                 NaN            NaN            NaN
  1328.32        500.000        99.9989                 NaN            NaN            NaN            NaN  0.534770E-003            NaN            NaN            NaN            NaN            NaN  0.523184E-003            NaN            NaN            NaN
  1325.81        500.000        99.9988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.120560E-002            NaN            NaN            NaN
  1323.31        500.000        99.9994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.588338E-003            NaN            NaN            NaN
  1320.80        500.000        99.9974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.255984E-002            NaN            NaN            NaN
  1318.30        500.000        99.9818                 NaN            NaN  0.260540E-003            NaN            NaN            NaN            NaN  0.118783E-001            NaN            NaN  0.610370E-002            NaN            NaN            NaN
  1315.79        500.000        99.9572                 NaN            NaN  0.126762E-002            NaN            NaN            NaN            NaN  0.297412E-001            NaN            NaN  0.118319E-001            NaN            NaN            NaN
  1313.28        500.000        98.9036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.792316                 NaN            NaN  0.304055                 NaN            NaN            NaN
  1310.78        500.000        99.8862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.841111E-001            NaN            NaN  0.296955E-001            NaN            NaN            NaN
  1308.27        500.000        99.8693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.969547E-001            NaN            NaN  0.337293E-001            NaN            NaN            NaN
  1305.76        500.000        99.5787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.325490                 NaN            NaN  0.958430E-001            NaN            NaN            NaN
  1303.26        500.000        98.7402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.434811       0.497982                 NaN  0.326975                 NaN            NaN            NaN
  1300.75        500.000        96.7912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.24897                 NaN            NaN  0.959857                 NaN            NaN            NaN
  1298.25        500.000        98.8254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.830208       0.344436                 NaN            NaN            NaN            NaN            NaN
  1295.74        500.000        98.8639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.550156E-001  0.649166                 NaN  0.431922                 NaN            NaN            NaN
  1293.23        500.000        99.8746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.100753                 NaN            NaN  0.246155E-001            NaN            NaN            NaN
  1290.73        500.000        99.3547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.463832                 NaN            NaN  0.181475                 NaN            NaN            NaN
  1288.22        500.000        99.3332                 NaN            NaN  0.795928E-001            NaN            NaN            NaN            NaN  0.330552                 NaN            NaN  0.256704                 NaN            NaN            NaN
  1285.71        500.000        99.0512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.732338                 NaN            NaN  0.216474                 NaN            NaN            NaN
  1283.21        500.000        99.3800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.447372                 NaN            NaN  0.172620                 NaN            NaN            NaN
  1280.70        500.000        99.3806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.447683                 NaN            NaN  0.171755                 NaN            NaN            NaN
  1278.20        500.000        99.3799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.448912                 NaN            NaN  0.171208                 NaN            NaN            NaN
  1275.69        500.000        99.2931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.467969                 NaN            NaN  0.192957       0.460238E-001            NaN            NaN
  1273.18        500.000        99.1852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.488346                 NaN            NaN  0.220513       0.105931                 NaN            NaN
  1270.68        500.000        99.2031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.478840                 NaN            NaN  0.215728       0.102302                 NaN            NaN
  1268.17        500.000        99.2152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.474404                 NaN            NaN  0.212529       0.978646E-001            NaN            NaN
  1265.66        500.000        97.6965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.750289                 NaN            NaN  0.349394       0.166506        1.03728                 NaN
  1263.16        500.000        93.5669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.28369       0.236527                 NaN  0.734008       0.338962        3.83992                 NaN
  1260.65        500.000        94.0521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13277       0.272842                 NaN  0.682131       0.307012        3.55313                 NaN
  1258.15        500.000        94.5052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05236       0.235909                 NaN  0.628044       0.282519        3.29593                 NaN
  1255.64        500.000        94.9073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.980931       0.202897                 NaN  0.579484       0.260605        3.06879                 NaN
  1253.13        500.000        95.2650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.176312       0.914615                 NaN  0.536067       0.240643        2.86740                 NaN
  1250.63        500.000        95.5852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.855526       0.153041                 NaN  0.497004       0.222337        2.68686                 NaN
  1248.12        500.000        95.8746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.133394       0.800970                 NaN  0.461547       0.205604        2.52388                 NaN
  1245.61        500.000        96.1371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.749365       0.117285                 NaN  0.429251       0.190426        2.37656                 NaN
  1243.11        500.000        96.3751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.705034       0.101735                 NaN  0.399999       0.176214        2.24193                 NaN
  1240.60        500.000        96.5928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.662208       0.895761E-001            NaN  0.373164       0.163265        2.11898                 NaN
  1238.10        500.000        96.7905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.624526       0.781703E-001            NaN  0.348773       0.151311        2.00673                 NaN
  1235.59        500.000        96.9743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.587730       0.690379E-001            NaN  0.326109       0.140345        1.90245                 NaN
  1233.08        500.000        97.1420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.607247E-001  0.554345                 NaN  0.305380       0.130373        1.80722                 NaN
  1230.58        500.000        97.2964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.523362       0.536132E-001            NaN  0.286318       0.121155        1.71914                 NaN
  1228.07        500.000        86.9239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.41798                 NaN            NaN   1.04982       0.288903        5.88930        4.43014     
  1225.56        500.000        65.7426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.25121                 NaN            NaN   2.62036       0.583844        14.1955        13.6065     
  1223.06        500.000        72.0099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.78074                 NaN            NaN   2.15408       0.441172        11.4975        11.1167     
  1220.55        500.000        71.8634                 NaN            NaN  0.265188                 NaN            NaN            NaN            NaN   2.51386                 NaN            NaN   2.20646       0.387337        11.3881        11.3756     
  1218.05        500.000        72.0768                 NaN            NaN  0.352530                 NaN            NaN            NaN            NaN   2.27841                 NaN            NaN   2.16505       0.374105        11.2576        11.4955     
  1215.54        500.000        81.4564                 NaN            NaN  0.176311                 NaN            NaN            NaN            NaN   1.85981                 NaN            NaN   1.43455       0.247740        7.47029        7.35486     
  1213.03        500.000        81.0859                 NaN            NaN  0.195137                 NaN            NaN            NaN            NaN   1.72636                 NaN            NaN   1.45498       0.245310        7.60842        7.68390     
  1210.53        500.000        80.0107                 NaN            NaN  0.221020                 NaN            NaN            NaN            NaN   1.64339                 NaN            NaN   1.51858       0.253280        8.05367        8.29940     
  1208.02        500.000        86.4083                 NaN            NaN  0.114146                 NaN            NaN            NaN            NaN   1.38707                 NaN            NaN   1.02074       0.174228        5.45014        5.44539     
  1205.51        500.000        70.4075                 NaN            NaN  0.228184                 NaN            NaN            NaN            NaN   3.11809                 NaN            NaN   2.19025       0.358365        11.7951        11.9025     
  1203.01        500.000        99.9834                 NaN            NaN  0.191201E-003            NaN            NaN            NaN            NaN  0.417008E-003            NaN            NaN  0.365126E-002  0.189961E-002            NaN  0.104503E-001
  1200.50        500.000        87.5693                 NaN            NaN  0.922014E-001            NaN            NaN            NaN            NaN   1.20917                 NaN            NaN  0.929157       0.141683        5.07240        4.98611     
  1197.99        500.000        98.9866                 NaN            NaN  0.308194E-001            NaN            NaN            NaN            NaN  0.276222E-001            NaN            NaN  0.124965       0.991552E-002            NaN  0.820115     
  1195.49        500.000        62.6329                 NaN            NaN  0.284275                 NaN            NaN            NaN            NaN   3.31223                 NaN            NaN   2.63161       0.396478        15.8665        14.8759     
  1192.98        500.000        38.7802                 NaN            NaN  0.490611                 NaN            NaN            NaN            NaN   4.92914                 NaN            NaN   4.18217       0.583993        25.8973        25.1366     
  1190.48        500.000                 NaN            NaN            NaN  0.751933                 NaN            NaN            NaN            NaN   7.97473                 NaN            NaN   6.68967       0.915354        42.4252        41.2431     
  1187.97        500.000                 NaN            NaN            NaN  0.716710                 NaN            NaN            NaN            NaN   8.06930                 NaN            NaN   6.69565       0.911370        42.4037        41.2033     
  1185.46        500.000                 NaN            NaN            NaN  0.681905                 NaN            NaN            NaN            NaN   8.17620                 NaN            NaN   6.70854       0.903095        42.3636        41.1666     
  1182.96        500.000                 NaN            NaN            NaN  0.665973                 NaN            NaN            NaN            NaN   8.21766                 NaN            NaN   6.71114       0.901359        42.3557        41.1482     
  1180.45        500.000                 NaN            NaN            NaN  0.610001                 NaN            NaN            NaN            NaN   8.37442                 NaN            NaN   6.72433       0.892608        42.3125        41.0861     
  1177.94        500.000                 NaN            NaN            NaN  0.540336                 NaN            NaN            NaN            NaN   8.56933                 NaN            NaN   6.74089       0.881592        42.2590        41.0088     
  1175.44        500.000                 NaN            NaN            NaN  0.436247                 NaN            NaN            NaN            NaN   8.86096                 NaN            NaN   6.76609       0.864785        42.1785        40.8934     
  1172.93        500.000                 NaN            NaN            NaN  0.495129                 NaN            NaN            NaN            NaN   8.67822                 NaN            NaN   6.74420       0.879267        42.2484        40.9548     
  1170.43        500.000                 NaN            NaN            NaN  0.227298                 NaN            NaN            NaN            NaN   9.43366                 NaN            NaN   6.81238       0.833638        42.0343        40.6587     
  1167.92        500.000                 NaN            NaN            NaN  0.153655E-001            NaN            NaN            NaN            NaN   10.0209                 NaN            NaN   6.86294       0.799476        41.8794        40.4220     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.18911        3.86095                 NaN   6.86178       0.800098        41.8862        40.4018     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0707                 NaN            NaN   6.87208       0.794413        41.8567        40.4061     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0566                 NaN            NaN   6.86697       0.797847        41.8757        40.4030     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0718                 NaN            NaN   6.87428       0.793863        41.8537        40.4063     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.45520        7.61415                 NaN   6.87464       0.793894        41.8563        40.4058     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17026        7.90356                 NaN   6.87783       0.792348        41.8494        40.4066     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.92025        8.15798                 NaN   6.88099       0.790820        41.8426        40.4074     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.60876        8.47412                 NaN   6.88425       0.789222        41.8354        40.4082     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.31170        8.77595                 NaN   6.88758       0.787582        41.8281        40.4091     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.997044        9.09537                 NaN   6.89089       0.785941        41.8208        40.4099     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0984                 NaN            NaN   6.89450       0.784128        41.8119        40.4111     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.345089        9.75715                 NaN   6.89765       0.782559        41.8058        40.4117     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1009                 NaN            NaN   6.89683       0.783415        41.8072        40.4116     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1099                 NaN            NaN   6.90314       0.779934        41.7939        40.4131     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1151                 NaN            NaN   6.90679       0.778062        41.7860        40.4140     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.199016        9.91820                 NaN   6.90868       0.777243        41.7824        40.4144     
