|6.6.6
Archiving\03_Data\eqfracLP/QFM/Y98/Y98_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1203.87        500.000        98.7762       0.100245                 NaN            NaN            NaN  0.992773E-001  0.614101E-001            NaN  0.476708                 NaN  0.486141     
  1202.74        500.000        79.6506        1.64158                 NaN            NaN            NaN   1.65720        1.05476                 NaN   7.98103                 NaN   8.01484     
  1201.61        500.000        86.7721        1.11643                 NaN            NaN            NaN   1.07922       0.615765                 NaN   5.19426       0.419913E-001   5.18026     
  1200.48        500.000        99.9999       0.599621E-005            NaN            NaN            NaN  0.517557E-005  0.312114E-005            NaN  0.245402E-004            NaN  0.248232E-004
  1199.34        500.000        99.9980       0.154393E-003            NaN            NaN            NaN  0.158782E-003  0.101722E-003            NaN  0.763264E-003            NaN  0.773112E-003
  1198.21        500.000        82.1245        1.42679                 NaN            NaN            NaN   1.44315       0.896039                 NaN   7.04650                 NaN   7.06306     
  1197.08        500.000        87.4381       0.969205                 NaN            NaN            NaN   1.00844       0.601194                 NaN   4.97974       0.198637E-001   4.98345     
  1195.95        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.267500E-005            NaN  0.251137E-005
  1194.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.68        500.000        74.0519        1.97737                 NaN            NaN            NaN   2.05899        1.27710                 NaN   10.3352                 NaN   10.2995     
  1192.55        500.000        99.6523       0.223017E-001  0.271069E-001            NaN            NaN  0.301340E-001  0.382328E-002            NaN  0.139797                 NaN  0.124544     
  1191.41        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.15        500.000        79.8244        1.42479                 NaN            NaN            NaN   1.54591       0.926678                 NaN   8.22887                 NaN   8.04937     
  1188.02        500.000        86.3954       0.891733                 NaN            NaN            NaN   1.01873       0.599483                 NaN   5.62774                 NaN   5.46693     
  1186.88        500.000        69.6640        1.57041                 NaN            NaN            NaN   2.19404        1.27543                 NaN   12.8811       0.383561E-002   12.4112     
  1185.75        500.000                 NaN   6.21297                 NaN            NaN            NaN   7.10333        3.81709                 NaN   42.4334       0.165098        40.2681     
  1184.62        500.000                 NaN   6.22264                 NaN            NaN            NaN   7.08428        3.81161                 NaN   42.4563       0.166959        40.2582     
  1183.49        500.000                 NaN   6.22312                 NaN            NaN            NaN   7.08531        3.80480                 NaN   42.4548       0.173762        40.2582     
  1182.35        500.000                 NaN   6.22344                 NaN            NaN            NaN   7.08664        3.79744                 NaN   42.4530       0.181322        40.2582     
  1181.22        500.000                 NaN   6.22097                 NaN            NaN            NaN   7.08661        3.79543                 NaN   42.4518       0.185212        40.2600     
  1180.09        500.000                 NaN   6.22271                 NaN            NaN            NaN   7.08799        3.78789                 NaN   42.4497       0.192061        40.2597     
  1178.96        500.000                 NaN   6.22071                 NaN            NaN            NaN   7.08896        3.78328                 NaN   42.4483       0.198024        40.2608     
  1177.82        500.000                 NaN   6.22050                 NaN            NaN            NaN   7.08989        3.77759                 NaN   42.4466       0.204186        40.2612     
  1176.69        500.000                 NaN   6.22024                 NaN            NaN            NaN   7.09082        3.77197                 NaN   42.4449       0.210314        40.2617     
  1175.56        500.000                 NaN   6.21999                 NaN            NaN            NaN   7.09176        3.76632                 NaN   42.4433       0.216455        40.2622     
  1174.43        500.000                 NaN   6.22002                 NaN            NaN            NaN   7.09272        3.76053                 NaN   42.4415       0.222582        40.2626     
  1173.29        500.000                 NaN   6.22083                 NaN            NaN            NaN   7.09367        3.75395                 NaN   42.4399       0.229079        40.2626     
  1172.16        500.000                 NaN   6.22044                 NaN            NaN            NaN   7.09461        3.74868                 NaN   42.4380       0.234942        40.2633     
  1171.03        500.000                 NaN   6.21943                 NaN            NaN            NaN   7.09573        3.74419                 NaN   42.4361       0.240257        40.2643     
  1169.89        500.000                 NaN   6.21948                 NaN            NaN            NaN   7.09631        3.73870                 NaN   42.4343       0.246317        40.2649     
  1168.76        500.000                 NaN   6.21943                 NaN            NaN            NaN   7.09742        3.73191                 NaN   42.4331       0.253315        40.2648     
  1167.63        500.000                 NaN   6.21904                 NaN            NaN            NaN   7.09834        3.72642                 NaN   42.4314       0.259393        40.2654     
  1166.50        500.000                 NaN   6.21873                 NaN            NaN            NaN   7.09930        3.72087                 NaN   42.4298       0.265440        40.2659     
  1165.36        500.000                 NaN   6.21792                 NaN            NaN            NaN   7.10025        3.71592                 NaN   42.4281       0.271157        40.2667     
  1164.23        500.000                 NaN   6.21828                 NaN            NaN            NaN   7.10123        3.70959                 NaN   42.4264       0.277665        40.2668     
  1163.10        500.000                 NaN   6.21835                 NaN            NaN            NaN   7.10369        3.70513                 NaN   42.4211       0.283135        40.2686     
  1161.97        500.000                 NaN   6.16626                 NaN            NaN            NaN   7.09901        3.73091                 NaN   42.4343       0.284720        40.2848     
  1160.83        500.000                 NaN   6.19608                 NaN            NaN            NaN   7.11576        3.69039                 NaN   42.4148       0.307039        40.2759     
  1159.70        500.000                 NaN   6.20037                 NaN            NaN            NaN   7.11340        3.69578                 NaN   42.4100       0.301645        40.2788     
  1158.57        500.000                 NaN   6.20572                 NaN            NaN            NaN   7.11071        3.68741                 NaN   42.4131       0.307633        40.2754     
  1157.44        500.000                 NaN   6.20348                 NaN            NaN            NaN   7.11301        3.68296                 NaN   42.4096       0.313593        40.2773     
  1156.30        500.000                 NaN   6.20081                 NaN            NaN            NaN   7.11559        3.67871                 NaN   42.4056       0.319591        40.2796     
  1155.17        500.000                 NaN   6.19235                 NaN            NaN            NaN   7.12100        3.65038                 NaN   42.3996       0.352524        40.2841     
  1154.04        500.000                 NaN   6.19689                 NaN            NaN            NaN   7.12237        3.65048                 NaN   42.4017       0.349188        40.2794     
  1152.91        500.000                 NaN   6.21357                 NaN            NaN            NaN   7.11075        3.65660                 NaN   42.4093       0.336768        40.2730     
  1151.77        500.000                 NaN   6.19726                 NaN            NaN            NaN   7.10571        3.65668                 NaN   42.4221       0.343842        40.2744     
  1150.64        500.000                 NaN   6.20030                 NaN            NaN            NaN   7.12383        3.65049                 NaN   42.3925       0.349703        40.2832     
  1149.51        500.000                 NaN   6.21153                 NaN            NaN            NaN   7.11360        3.64194                 NaN   42.4040       0.353615        40.2753     
  1148.37        500.000                 NaN   6.21101                 NaN            NaN            NaN   7.11453        3.63613                 NaN   42.4028       0.359908        40.2756     
  1147.24        500.000                 NaN   6.21049                 NaN            NaN            NaN   7.11546        3.63150                 NaN   42.4005       0.365326        40.2767     
  1146.11        500.000                 NaN   6.21047                 NaN            NaN            NaN   7.11654        3.62597                 NaN   42.3989       0.371149        40.2769     
  1144.98        500.000                 NaN   6.20944                 NaN            NaN            NaN   7.11749        3.62161                 NaN   42.3970       0.376466        40.2780     
  1143.84        500.000                 NaN   6.20803                 NaN            NaN            NaN   7.11825        3.61785                 NaN   42.3953       0.381366        40.2792     
  1142.71        500.000                 NaN   6.20884                 NaN            NaN            NaN   7.11967        3.60940                 NaN   42.3943       0.389409        40.2783     
  1141.58        500.000                 NaN   6.20670                 NaN            NaN            NaN   7.12018        3.60815                 NaN   42.3918       0.392496        40.2807     
  1140.45        500.000                 NaN   6.20726                 NaN            NaN            NaN   7.12139        3.60089                 NaN   42.3905       0.399612        40.2803     
  1139.31        500.000                 NaN   6.04970                 NaN            NaN            NaN   7.20886        3.68905                 NaN   42.2061       0.427760        40.4185     
  1138.18        500.000                 NaN   6.04970                 NaN            NaN            NaN   7.20886        3.68905                 NaN   42.2061       0.427760        40.4185     
  1137.05        500.000                 NaN   6.04970                 NaN            NaN            NaN   7.20886        3.68905                 NaN   42.2061       0.427760        40.4185     
  1135.92        500.000                 NaN   6.04970                 NaN            NaN            NaN   7.20886        3.68905                 NaN   42.2061       0.427760        40.4185     
  1134.78        500.000                 NaN   6.04970                 NaN            NaN            NaN   7.20886        3.68905                 NaN   42.2061       0.427760        40.4185     
  1133.65        500.000                 NaN   6.04970                 NaN            NaN            NaN   7.20886        3.68905                 NaN   42.2061       0.427760        40.4185     
  1132.52        500.000                 NaN   6.17663                 NaN            NaN            NaN   7.12216        3.57653                 NaN   42.3964       0.439897        40.2883     
  1131.39        500.000                 NaN   6.17012                 NaN            NaN            NaN   7.13296        3.57321                 NaN   42.3791       0.448325        40.2963     
  1130.25        500.000                 NaN   6.16815                 NaN            NaN            NaN   7.13346        3.56944                 NaN   42.3782       0.453473        40.2973     
  1129.12        500.000                 NaN   6.16623                 NaN            NaN            NaN   7.13399        3.56565                 NaN   42.3772       0.458615        40.2983     
  1127.99        500.000                 NaN   6.16419                 NaN            NaN            NaN   7.13447        3.56196                 NaN   42.3764       0.463712        40.2993     
  1126.85        500.000                 NaN   6.16514                 NaN            NaN            NaN   7.13615        3.55610                 NaN   42.3735       0.469414        40.2997     
  1125.72        500.000                 NaN   6.16295                 NaN            NaN            NaN   7.13656        3.55248                 NaN   42.3727       0.474518        40.3008     
  1124.59        500.000                 NaN   6.16083                 NaN            NaN            NaN   7.13699        3.54881                 NaN   42.3719       0.479638        40.3018     
  1123.46        500.000                 NaN   6.15849                 NaN            NaN            NaN   7.13739        3.54544                 NaN   42.3712       0.484571        40.3029     
  1122.32        500.000                 NaN   6.15609                 NaN            NaN            NaN   7.13777        3.54213                 NaN   42.3705       0.489476        40.3040     
  1121.19        500.000                 NaN   6.15365                 NaN            NaN            NaN   7.13814        3.53886                 NaN   42.3698       0.494353        40.3051     
  1120.06        500.000                 NaN   6.15116                 NaN            NaN            NaN   7.13850        3.53565                 NaN   42.3692       0.499196        40.3063     
  1118.93        500.000                 NaN   6.14865                 NaN            NaN            NaN   7.13885        3.53245                 NaN   42.3686       0.504044        40.3074     
  1117.79        500.000                 NaN   6.14607                 NaN            NaN            NaN   7.13919        3.52934                 NaN   42.3680       0.508835        40.3086     
  1116.66        500.000                 NaN   6.14342                 NaN            NaN            NaN   7.13951        3.52629                 NaN   42.3674       0.513592        40.3098     
  1115.53        500.000                 NaN   6.14073                 NaN            NaN            NaN   7.13981        3.52330                 NaN   42.3669       0.518318        40.3110     
  1114.40        500.000                 NaN   6.13797                 NaN            NaN            NaN   7.14010        3.52037                 NaN   42.3664       0.523011        40.3122     
  1113.26        500.000                 NaN   6.14646                 NaN            NaN            NaN   7.14147        3.51311                 NaN   42.3613       0.526664        40.3110     
  1112.13        500.000                 NaN   6.18933                 NaN            NaN            NaN   7.14715        3.48442                 NaN   42.3466       0.533743        40.2988     
  1111.00        500.000                 NaN   6.18742                 NaN            NaN            NaN   7.14811        3.48253                 NaN   42.3446       0.537080        40.3002     
  1109.87        500.000                 NaN   6.13700                 NaN            NaN            NaN   7.14591        3.49734                 NaN   42.3565       0.547637        40.3156     
  1108.73        500.000                 NaN   6.15784                 NaN            NaN            NaN   7.15063        3.48932                 NaN   42.3449       0.545779        40.3115     
  1107.60        500.000                 NaN   6.18628                 NaN            NaN            NaN   7.15171        3.46655                 NaN   42.3395       0.554329        40.3017     
  1106.47        500.000                 NaN   6.18453                 NaN            NaN            NaN   7.15242        3.46489                 NaN   42.3371       0.557526        40.3036     
  1105.33        500.000                 NaN   6.18321                 NaN            NaN            NaN   7.15333        3.46122                 NaN   42.3355       0.562191        40.3046     
  1104.20        500.000                 NaN   6.18364                 NaN            NaN            NaN   7.15461        3.45681                 NaN   42.3328       0.566828        40.3053     
  1103.07        500.000                 NaN   6.18281                 NaN            NaN            NaN   7.15567        3.45304                 NaN   42.3308       0.571395        40.3063     
  1101.94        500.000                 NaN   6.18012                 NaN            NaN            NaN   7.15689        3.44761                 NaN   42.3308       0.578028        40.3065     
  1100.80        500.000                 NaN   6.18299                 NaN            NaN            NaN   7.15841        3.44107                 NaN   42.3290       0.582832        40.3057     
  1099.67        500.000                 NaN   6.18048                 NaN            NaN            NaN   7.15882        3.44111                 NaN   42.3253       0.585578        40.3088     
  1098.54        500.000                 NaN   6.17925                 NaN            NaN            NaN   7.16022        3.43538                 NaN   42.3243       0.591889        40.3089     
  1097.41        500.000                 NaN   6.17733                 NaN            NaN            NaN   7.16684        3.43059                 NaN   42.3144       0.597898        40.3129     
  1096.27        500.000                 NaN   6.17306                 NaN            NaN            NaN   7.16784        3.42870                 NaN   42.3131       0.602369        40.3149     
  1095.14        500.000                 NaN   6.17499                 NaN            NaN            NaN   7.16504        3.42484                 NaN   42.3163       0.605607        40.3132     
  1094.01        500.000                 NaN   6.17628                 NaN            NaN            NaN   7.16387        3.42124                 NaN   42.3158       0.609532        40.3132     
  1092.88        500.000                 NaN   6.04657                 NaN            NaN            NaN   7.20226        3.55126                 NaN   42.2338       0.563282        40.4028     
  1091.74        500.000                 NaN   6.15936                 NaN            NaN            NaN   7.16542        3.42204                 NaN   42.3164       0.617531        40.3192     
  1090.61        500.000                 NaN   6.17058                 NaN            NaN            NaN   7.16763        3.41229                 NaN   42.3109       0.621887        40.3168     
  1089.48        500.000                 NaN   6.13303                 NaN            NaN            NaN   7.16923        3.42173                 NaN   42.3163       0.631275        40.3284     
  1088.35        500.000                 NaN   6.17090                 NaN            NaN            NaN   7.17009        3.40326                 NaN   42.3066       0.631437        40.3177     
  1087.21        500.000                 NaN   6.11715                 NaN            NaN            NaN   7.16533        3.42950                 NaN   42.3202       0.632943        40.3348     
  1086.08        500.000                 NaN   6.04644                 NaN            NaN            NaN   7.20271        3.55218                 NaN   42.2326       0.562631        40.4034     
  1084.95        500.000                 NaN   6.12843                 NaN            NaN            NaN   7.16928        3.41329                 NaN   42.3132       0.643859        40.3319     
  1083.81        500.000                 NaN   6.14049                 NaN            NaN            NaN   7.17183        3.40309                 NaN   42.3071       0.648323        40.3292     
  1082.68        500.000                 NaN   6.16395                 NaN            NaN            NaN   7.17539        3.38759                 NaN   42.2975       0.652286        40.3233     
  1081.55        500.000                 NaN   6.03145                 NaN            NaN            NaN   7.22309        3.47007                 NaN   42.2000       0.656896        40.4185     
  1080.42        500.000                 NaN   6.16106                 NaN            NaN            NaN   7.17749        3.38194                 NaN   42.2937       0.660080        40.3257     
  1079.28        500.000                 NaN   6.15968                 NaN            NaN            NaN   7.17846        3.37921                 NaN   42.2918       0.663865        40.3270     
  1078.15        500.000                 NaN   6.03073                 NaN            NaN            NaN   7.22210        3.45155                 NaN   42.2049       0.674844        40.4158     
  1077.02        500.000                 NaN   6.03073                 NaN            NaN            NaN   7.22210        3.45155                 NaN   42.2049       0.674844        40.4158     
  1075.89        500.000                 NaN   6.03073                 NaN            NaN            NaN   7.22210        3.45155                 NaN   42.2049       0.674844        40.4158     
  1074.75        500.000                 NaN   6.03073                 NaN            NaN            NaN   7.22210        3.45155                 NaN   42.2049       0.674844        40.4158     
  1073.62        500.000                 NaN   6.03073                 NaN            NaN            NaN   7.22210        3.45155                 NaN   42.2049       0.674844        40.4158     
  1072.49        500.000                 NaN   6.02997                 NaN            NaN            NaN   7.22115        3.43355                 NaN   42.2098       0.692275        40.4132     
  1071.36        500.000                 NaN   6.02997                 NaN            NaN            NaN   7.22115        3.43355                 NaN   42.2098       0.692275        40.4132     
  1070.22        500.000                 NaN   6.02997                 NaN            NaN            NaN   7.22115        3.43355                 NaN   42.2098       0.692275        40.4132     
  1069.09        500.000                 NaN   6.02997                 NaN            NaN            NaN   7.22115        3.43355                 NaN   42.2098       0.692275        40.4132     
  1067.96        500.000                 NaN   6.03475                 NaN            NaN            NaN   7.22365        3.38842                 NaN   42.2065       0.736005        40.4107     
  1066.83        500.000                 NaN   6.03475                 NaN            NaN            NaN   7.22365        3.38842                 NaN   42.2065       0.736005        40.4107     
  1065.69        500.000                 NaN   6.03082                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735644        40.4135     
  1064.56        500.000                 NaN   6.03082                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735644        40.4135     
  1063.43        500.000                 NaN   6.03082                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735644        40.4135     
  1062.29        500.000                 NaN   6.03082                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735644        40.4135     
  1061.16        500.000                 NaN   6.03083                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735637        40.4135     
  1060.03        500.000                 NaN   6.03083                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735639        40.4135     
  1058.90        500.000                 NaN   6.03083                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735641        40.4135     
  1057.76        500.000                 NaN   6.03083                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735643        40.4135     
  1056.63        500.000                 NaN   6.03083                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735644        40.4135     
  1055.50        500.000                 NaN   6.03082                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735644        40.4135     
  1054.37        500.000                 NaN   6.03082                 NaN            NaN            NaN   7.22500        3.39145                 NaN   42.2036       0.735645        40.4135     
  1053.23        500.000                 NaN   6.02974                 NaN            NaN            NaN   7.22579        3.37600                 NaN   42.2042       0.751443        40.4129     
  1052.10        500.000                 NaN   6.02826                 NaN            NaN            NaN   7.22755        3.34519                 NaN   42.2080       0.781503        40.4095     
  1050.97        500.000                 NaN   6.02826                 NaN            NaN            NaN   7.22755        3.34519                 NaN   42.2080       0.781503        40.4095     
  1049.84        500.000                 NaN   6.02826                 NaN            NaN            NaN   7.22755        3.34519                 NaN   42.2080       0.781503        40.4095     
  1048.70        500.000                 NaN   6.02826                 NaN            NaN            NaN   7.22755        3.34519                 NaN   42.2080       0.781503        40.4095     
  1047.57        500.000                 NaN   6.02826                 NaN            NaN            NaN   7.22755        3.34519                 NaN   42.2080       0.781503        40.4095     
  1046.44        500.000                 NaN   6.02826                 NaN            NaN            NaN   7.22755        3.34519                 NaN   42.2080       0.781503        40.4095     
  1045.31        500.000                 NaN   6.02826                 NaN            NaN            NaN   7.22755        3.34519                 NaN   42.2080       0.781503        40.4095     
  1044.17        500.000                 NaN   6.02826                 NaN            NaN            NaN   7.22755        3.34519                 NaN   42.2080       0.781503        40.4095     
  1043.04        500.000                 NaN   6.02826                 NaN            NaN            NaN   7.22755        3.34519                 NaN   42.2080       0.781503        40.4095     
  1041.91        500.000                 NaN   6.02826                 NaN            NaN            NaN   7.22755        3.34519                 NaN   42.2080       0.781503        40.4095     
  1040.77        500.000                 NaN   6.02722                 NaN            NaN            NaN   7.22844        3.33100                 NaN   42.2090       0.795744        40.4086     
  1039.64        500.000                 NaN   6.02722                 NaN            NaN            NaN   7.22844        3.33100                 NaN   42.2090       0.795744        40.4086     
  1038.51        500.000                 NaN   6.02722                 NaN            NaN            NaN   7.22844        3.33100                 NaN   42.2090       0.795744        40.4086     
  1037.38        500.000                 NaN   6.02722                 NaN            NaN            NaN   7.22844        3.33100                 NaN   42.2090       0.795744        40.4086     
  1036.24        500.000                 NaN   6.02722                 NaN            NaN            NaN   7.22844        3.33100                 NaN   42.2090       0.795744        40.4086     
  1035.11        500.000                 NaN   6.02722                 NaN            NaN            NaN   7.22844        3.33100                 NaN   42.2090       0.795744        40.4086     
  1033.98        500.000                 NaN   6.02722                 NaN            NaN            NaN   7.22844        3.33100                 NaN   42.2090       0.795744        40.4086     
  1032.85        500.000                 NaN   6.02840                 NaN            NaN            NaN   7.23220        3.33245                 NaN   42.2000       0.795132        40.4118     
  1031.71        500.000                 NaN   6.02840                 NaN            NaN            NaN   7.23220        3.33245                 NaN   42.2000       0.795131        40.4118     
  1030.58        500.000                 NaN   6.02840                 NaN            NaN            NaN   7.23220        3.33245                 NaN   42.2000       0.795131        40.4118     
  1029.45        500.000                 NaN   6.02594                 NaN            NaN            NaN   7.23302        3.32088                 NaN   42.2003       0.807726        40.4121     
  1028.32        500.000                 NaN   6.02336                 NaN            NaN            NaN   7.23530        3.29575                 NaN   42.2009       0.833417        40.4112     
  1027.18        500.000                 NaN   6.02336                 NaN            NaN            NaN   7.23530        3.29575                 NaN   42.2009       0.833417        40.4112     
  1026.05        500.000                 NaN   6.02336                 NaN            NaN            NaN   7.23530        3.29575                 NaN   42.2009       0.833417        40.4112     
  1024.92        500.000                 NaN   6.02336                 NaN            NaN            NaN   7.23530        3.29575                 NaN   42.2009       0.833417        40.4112     
  1023.79        500.000                 NaN   6.02336                 NaN            NaN            NaN   7.23530        3.29575                 NaN   42.2009       0.833417        40.4112     
  1022.65        500.000                 NaN   6.02237                 NaN            NaN            NaN   7.23653        3.28192                 NaN   42.2012       0.847369        40.4106     
  1021.52        500.000                 NaN   6.02237                 NaN            NaN            NaN   7.23653        3.28192                 NaN   42.2012       0.847369        40.4106     
  1020.39        500.000                 NaN   6.02237                 NaN            NaN            NaN   7.23653        3.28192                 NaN   42.2012       0.847369        40.4106     
  1019.25        500.000                 NaN   6.02237                 NaN            NaN            NaN   7.23653        3.28192                 NaN   42.2012       0.847369        40.4106     
  1018.12        500.000                 NaN   6.02237                 NaN            NaN            NaN   7.23653        3.28192                 NaN   42.2012       0.847370        40.4106     
  1016.99        500.000                 NaN   6.02237                 NaN            NaN            NaN   7.23653        3.28192                 NaN   42.2012       0.847370        40.4106     
  1015.86        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1014.72        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1013.59        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1012.46        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1011.33        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1010.19        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1009.06        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1007.93        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1006.80        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1005.66        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1004.53        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1003.40        500.000                 NaN   6.02046                 NaN            NaN            NaN   7.23918        3.25908                 NaN   42.2020       0.870140        40.4091     
  1002.27        500.000                 NaN   6.01648                 NaN            NaN            NaN   7.24102        3.23931                 NaN   42.2026       0.891268        40.4093     
  1001.13        500.000                 NaN   6.01648                 NaN            NaN            NaN   7.24102        3.23931                 NaN   42.2026       0.891268        40.4093     
  1000.00        500.000                 NaN   6.01648                 NaN            NaN            NaN   7.24102        3.23931                 NaN   42.2026       0.891268        40.4093     
