|6.6.6
Archiving\03_Data\eqfracLP/QFM/Y98/Y98_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1406.61        500.000        98.5157       0.427940       0.472985                 NaN  0.121642       0.461716                 NaN            NaN            NaN            NaN            NaN
  1405.48        500.000        98.5352       0.467823       0.418757                 NaN  0.122548       0.455673                 NaN            NaN            NaN            NaN            NaN
  1404.35        500.000        98.5528       0.463212       0.409609                 NaN  0.123592       0.450815                 NaN            NaN            NaN            NaN            NaN
  1403.22        500.000        98.5711       0.400625       0.458213                 NaN  0.124589       0.445475                 NaN            NaN            NaN            NaN            NaN
  1402.08        500.000        98.5886       0.391641       0.453407                 NaN  0.125708       0.440627                 NaN            NaN            NaN            NaN            NaN
  1400.95        500.000        98.6075       0.383001       0.448151                 NaN  0.126368       0.434969                 NaN            NaN            NaN            NaN            NaN
  1399.82        500.000        98.6237       0.443910       0.374603                 NaN  0.127563       0.430244                 NaN            NaN            NaN            NaN            NaN
  1398.69        500.000        98.6400       0.439589       0.366301                 NaN  0.128588       0.425513                 NaN            NaN            NaN            NaN            NaN
  1397.55        500.000        98.2223       0.473893       0.575722                 NaN  0.171421       0.556683                 NaN            NaN            NaN            NaN            NaN
  1396.42        500.000        99.0953       0.294713       0.237166                 NaN  0.894934E-001  0.283312                 NaN            NaN            NaN            NaN            NaN
  1395.29        500.000        98.6879       0.426840       0.341880                 NaN  0.131536       0.411804                 NaN            NaN            NaN            NaN            NaN
  1394.16        500.000        98.1071       0.484301       0.617214                 NaN  0.195803       0.595574                 NaN            NaN            NaN            NaN            NaN
  1393.02        500.000        99.3233       0.173644       0.221287                 NaN  0.697635E-001  0.212016                 NaN            NaN            NaN            NaN            NaN
  1391.89        500.000        98.7334       0.414464       0.319112                 NaN  0.134469       0.398519                 NaN            NaN            NaN            NaN            NaN
  1390.76        500.000        98.7483       0.311681       0.410320                 NaN  0.135407       0.394306                 NaN            NaN            NaN            NaN            NaN
  1389.63        500.000        98.7596       0.407197       0.304445                 NaN  0.137413       0.391361                 NaN            NaN            NaN            NaN            NaN
  1388.49        500.000        98.7795       0.401695       0.297060                 NaN  0.136610       0.385151                 NaN            NaN            NaN            NaN            NaN
  1387.36        500.000        98.7886       0.399618       0.290390                 NaN  0.138584       0.382854                 NaN            NaN            NaN            NaN            NaN
  1386.23        500.000        98.8030       0.282976       0.395895                 NaN  0.139458       0.378668                 NaN            NaN            NaN            NaN            NaN
  1385.09        500.000        98.8144       0.392540       0.276726                 NaN  0.140761       0.375545                 NaN            NaN            NaN            NaN            NaN
  1383.96        500.000        98.8283       0.388697       0.269924                 NaN  0.141604       0.371471                 NaN            NaN            NaN            NaN            NaN
  1382.83        500.000        98.8406       0.385534       0.263459                 NaN  0.142538       0.367918                 NaN            NaN            NaN            NaN            NaN
  1381.70        500.000        98.8527       0.256946       0.382543                 NaN  0.143395       0.364420                 NaN            NaN            NaN            NaN            NaN
  1380.56        500.000        98.8646       0.379436       0.250512                 NaN  0.144488       0.360980                 NaN            NaN            NaN            NaN            NaN
  1379.43        500.000        98.8731       0.245125       0.377610                 NaN  0.145668       0.358544                 NaN            NaN            NaN            NaN            NaN
  1378.30        500.000        99.2371       0.160081       0.256575                 NaN  0.102138       0.244120                 NaN            NaN            NaN            NaN            NaN
  1377.17        500.000        98.5455       0.489056       0.311066                 NaN  0.191896       0.462458                 NaN            NaN            NaN            NaN            NaN
  1376.03        500.000        98.9101       0.367608       0.226058                 NaN  0.148331       0.347945                 NaN            NaN            NaN            NaN            NaN
  1374.90        500.000        98.9213       0.220387       0.364558                 NaN  0.149205       0.344577                 NaN            NaN            NaN            NaN            NaN
  1373.77        500.000        98.9310       0.214585       0.362214                 NaN  0.150381       0.341795                 NaN            NaN            NaN            NaN            NaN
  1372.64        500.000        98.9419       0.359115       0.209049                 NaN  0.151231       0.338697                 NaN            NaN            NaN            NaN            NaN
  1371.50        500.000        98.9505       0.203763       0.357104                 NaN  0.152273       0.336369                 NaN            NaN            NaN            NaN            NaN
  1370.37        500.000        98.9646       0.197127       0.353412                 NaN  0.152827       0.331999                 NaN            NaN            NaN            NaN            NaN
  1369.24        500.000        98.9720       0.192654       0.351242                 NaN  0.154115       0.330005                 NaN            NaN            NaN            NaN            NaN
  1368.11        500.000        98.9823       0.187185       0.348785                 NaN  0.154748       0.326989                 NaN            NaN            NaN            NaN            NaN
  1366.97        500.000        98.9859       0.347346       0.187037                 NaN  0.154177       0.325556                 NaN            NaN            NaN            NaN            NaN
  1365.84        500.000        99.0069       0.172259       0.342903                 NaN  0.158050       0.319893                 NaN            NaN            NaN            NaN            NaN
  1364.71        500.000        99.0082       0.342599       0.170371                 NaN  0.158416       0.320384                 NaN            NaN            NaN            NaN            NaN
  1363.57        500.000        99.0203       0.167045       0.339212                 NaN  0.157680       0.315769                 NaN            NaN            NaN            NaN            NaN
  1362.44        500.000        99.0310       0.161510       0.336510                 NaN  0.158409       0.312541                 NaN            NaN            NaN            NaN            NaN
  1361.31        500.000        99.0372       0.156857       0.334954                 NaN  0.159896       0.311058                 NaN            NaN            NaN            NaN            NaN
  1360.18        500.000        99.0459       0.332738       0.152123                 NaN  0.160748       0.308460                 NaN            NaN            NaN            NaN            NaN
  1359.04        500.000        99.0422       0.159155       0.332489                 NaN  0.152772       0.307731       0.560865E-002            NaN            NaN            NaN            NaN
  1357.91        500.000        98.9580       0.222866       0.351798                 NaN  0.105047       0.322171       0.401100E-001            NaN            NaN            NaN            NaN
  1356.78        500.000        98.9388       0.245797       0.359765                 NaN  0.786854E-001  0.320724       0.562341E-001            NaN            NaN            NaN            NaN
  1355.65        500.000        98.8994       0.269213       0.375506                 NaN  0.575306E-001  0.326736       0.715999E-001            NaN            NaN            NaN            NaN
  1354.51        500.000        98.8507       0.301711       0.396028                 NaN  0.263426E-001  0.332675       0.925730E-001            NaN            NaN            NaN            NaN
  1353.38        500.000        98.8126       0.417028       0.302740                 NaN  0.174500E-001  0.340658       0.109481                 NaN            NaN            NaN            NaN
  1352.25        500.000        98.7743       0.314504       0.437460                 NaN  0.983245E-006  0.346660       0.127107                 NaN            NaN            NaN            NaN
  1351.12        500.000        98.7506       0.303158       0.454658                 NaN            NaN  0.352810       0.138795                 NaN            NaN            NaN            NaN
  1349.98        500.000        98.7473       0.292963       0.461262                 NaN            NaN  0.353538       0.144974                 NaN            NaN            NaN            NaN
  1348.85        500.000        98.7457       0.466010       0.284514                 NaN            NaN  0.354049       0.149726                 NaN            NaN            NaN            NaN
  1347.72        500.000        98.7566       0.277863       0.463699                 NaN            NaN  0.351291       0.150507                 NaN            NaN            NaN            NaN
  1346.59        500.000        98.7608       0.267907       0.467110                 NaN            NaN  0.349984       0.154150                 NaN            NaN            NaN            NaN
  1345.45        500.000        98.7726       0.261758       0.464199                 NaN            NaN  0.347069       0.154331                 NaN            NaN            NaN            NaN
  1344.32        500.000        98.7886       0.459179       0.255760                 NaN            NaN  0.343013       0.153455                 NaN            NaN            NaN            NaN
  1343.19        500.000        98.8051       0.249791       0.453917                 NaN            NaN  0.338789       0.152431                 NaN            NaN            NaN            NaN
  1342.05        500.000        98.8223       0.447767       0.244556                 NaN            NaN  0.334451       0.150956                 NaN            NaN            NaN            NaN
  1340.92        500.000        98.8393       0.441624       0.239537                 NaN            NaN  0.330093       0.149479                 NaN            NaN            NaN            NaN
  1339.79        500.000        98.8564       0.234808       0.435149                 NaN            NaN  0.325807       0.147833                 NaN            NaN            NaN            NaN
  1338.66        500.000        98.8737       0.229818       0.429082                 NaN            NaN  0.321360       0.146079                 NaN            NaN            NaN            NaN
  1337.52        500.000        98.8913       0.422335       0.225368                 NaN            NaN  0.316862       0.144174                 NaN            NaN            NaN            NaN
  1336.39        500.000        98.9077       0.220886       0.416296                 NaN            NaN  0.312657       0.142417                 NaN            NaN            NaN            NaN
  1335.26        500.000        98.9246       0.217223       0.409379                 NaN            NaN  0.308367       0.140401                 NaN            NaN            NaN            NaN
  1334.13        500.000        98.9427       0.212551       0.402633                 NaN            NaN  0.303678       0.138406                 NaN            NaN            NaN            NaN
  1332.99        500.000        98.9583       0.208793       0.396590                 NaN            NaN  0.299723       0.136627                 NaN            NaN            NaN            NaN
  1331.86        500.000        98.9744       0.204888       0.390446                 NaN            NaN  0.295545       0.134723                 NaN            NaN            NaN            NaN
  1330.73        500.000        98.9906       0.384067       0.201152                 NaN            NaN  0.291409       0.132785                 NaN            NaN            NaN            NaN
  1329.60        500.000        99.0065       0.377678       0.197731                 NaN            NaN  0.287308       0.130808                 NaN            NaN            NaN            NaN
  1328.46        500.000        99.0216       0.371969       0.193946                 NaN            NaN  0.283393       0.129105                 NaN            NaN            NaN            NaN
  1327.33        500.000        99.0371       0.365674       0.190652                 NaN            NaN  0.279395       0.127136                 NaN            NaN            NaN            NaN
  1326.20        500.000        99.0519       0.360046       0.187140                 NaN            NaN  0.275486       0.125409                 NaN            NaN            NaN            NaN
  1325.07        500.000        99.0660       0.354405       0.184095                 NaN            NaN  0.271875       0.123587                 NaN            NaN            NaN            NaN
  1323.93        500.000        99.0807       0.348481       0.180995                 NaN            NaN  0.268063       0.121734                 NaN            NaN            NaN            NaN
  1322.80        500.000        99.0933       0.178535       0.343282                 NaN            NaN  0.264840       0.120078                 NaN            NaN            NaN            NaN
  1321.67        500.000        99.1085       0.337730       0.174748                 NaN            NaN  0.260674       0.118300                 NaN            NaN            NaN            NaN
  1320.53        500.000        99.1220       0.332201       0.171922                 NaN            NaN  0.257252       0.116610                 NaN            NaN            NaN            NaN
  1319.40        500.000        99.1345       0.326813       0.169722                 NaN            NaN  0.254036       0.114901                 NaN            NaN            NaN            NaN
  1318.27        500.000        99.1484       0.322004       0.166020                 NaN            NaN  0.250247       0.113343                 NaN            NaN            NaN            NaN
  1317.14        500.000        99.1608       0.316604       0.163896                 NaN            NaN  0.247080       0.111642                 NaN            NaN            NaN            NaN
  1316.00        500.000        99.1721       0.311718       0.162039                 NaN            NaN  0.244208       0.109915                 NaN            NaN            NaN            NaN
  1314.87        500.000        99.1869       0.306679       0.157946                 NaN            NaN  0.240051       0.108396                 NaN            NaN            NaN            NaN
  1313.74        500.000        99.1974       0.302232       0.156163                 NaN            NaN  0.237363       0.106815                 NaN            NaN            NaN            NaN
  1312.61        500.000        99.2098       0.153609       0.297196                 NaN            NaN  0.234082       0.105344                 NaN            NaN            NaN            NaN
  1311.47        500.000        99.2207       0.292697       0.151653                 NaN            NaN  0.231237       0.103721                 NaN            NaN            NaN            NaN
  1310.34        500.000        99.2317       0.288372       0.149244                 NaN            NaN  0.228294       0.102345                 NaN            NaN            NaN            NaN
  1309.21        500.000        99.2443       0.146829       0.283338                 NaN            NaN  0.224850       0.100677                 NaN            NaN            NaN            NaN
  1308.08        500.000        99.2546       0.279333       0.144507                 NaN            NaN  0.222137       0.993922E-001            NaN            NaN            NaN            NaN
  1306.94        500.000        99.2651       0.275026       0.142697                 NaN            NaN  0.219352       0.978624E-001            NaN            NaN            NaN            NaN
  1305.81        500.000        99.2759       0.270556       0.140709                 NaN            NaN  0.216428       0.964142E-001            NaN            NaN            NaN            NaN
  1304.68        500.000        99.2859       0.139236       0.266202                 NaN            NaN  0.213816       0.948544E-001            NaN            NaN            NaN            NaN
  1303.55        500.000        99.2963       0.263118       0.135832                 NaN            NaN  0.210877       0.938827E-001            NaN            NaN            NaN            NaN
  1302.41        500.000        99.3063       0.258428       0.134736                 NaN            NaN  0.208201       0.922944E-001            NaN            NaN            NaN            NaN
  1301.28        500.000        99.3163       0.132716       0.254508                 NaN            NaN  0.205524       0.909418E-001            NaN            NaN            NaN            NaN
  1300.15        500.000        99.3257       0.131006       0.250707                 NaN            NaN  0.203018       0.895950E-001            NaN            NaN            NaN            NaN
  1299.01        500.000        99.3353       0.129111       0.246849                 NaN            NaN  0.200358       0.883371E-001            NaN            NaN            NaN            NaN
  1297.88        500.000        99.3447       0.243184       0.127255                 NaN            NaN  0.197794       0.870285E-001            NaN            NaN            NaN            NaN
  1296.75        500.000        99.3535       0.239311       0.126028                 NaN            NaN  0.195400       0.857675E-001            NaN            NaN            NaN            NaN
  1295.62        500.000        99.3627       0.123844       0.235961                 NaN            NaN  0.192938       0.845254E-001            NaN            NaN            NaN            NaN
  1294.48        500.000        99.3716       0.232300       0.122423                 NaN            NaN  0.190450       0.832652E-001            NaN            NaN            NaN            NaN
  1293.35        500.000        99.3802       0.228814       0.120838                 NaN            NaN  0.188112       0.820142E-001            NaN            NaN            NaN            NaN
  1292.22        500.000        99.3884       0.119401       0.225389                 NaN            NaN  0.185871       0.809111E-001            NaN            NaN            NaN            NaN
  1291.09        500.000        99.3972       0.117831       0.221921                 NaN            NaN  0.183415       0.796059E-001            NaN            NaN            NaN            NaN
  1289.95        500.000        99.4052       0.116488       0.218622                 NaN            NaN  0.181216       0.784510E-001            NaN            NaN            NaN            NaN
  1288.82        500.000        99.4133       0.114858       0.215495                 NaN            NaN  0.178953       0.773497E-001            NaN            NaN            NaN            NaN
  1287.69        500.000        99.4213       0.211980       0.113919                 NaN            NaN  0.176745       0.760231E-001            NaN            NaN            NaN            NaN
  1286.56        500.000        99.4290       0.112483       0.208962                 NaN            NaN  0.174582       0.749485E-001            NaN            NaN            NaN            NaN
  1285.42        500.000        99.4366       0.205998       0.111024                 NaN            NaN  0.172565       0.738504E-001            NaN            NaN            NaN            NaN
  1284.29        500.000        99.4444       0.202747       0.109593                 NaN            NaN  0.170424       0.728673E-001            NaN            NaN            NaN            NaN
  1283.16        500.000        99.4516       0.199796       0.108778                 NaN            NaN  0.168296       0.715654E-001            NaN            NaN            NaN            NaN
  1282.03        500.000        99.4589       0.107593       0.196656                 NaN            NaN  0.166366       0.705285E-001            NaN            NaN            NaN            NaN
  1280.89        500.000        99.4662       0.193831       0.106252                 NaN            NaN  0.164254       0.694677E-001            NaN            NaN            NaN            NaN
  1279.76        500.000        99.4731       0.105103       0.191086                 NaN            NaN  0.162291       0.684156E-001            NaN            NaN            NaN            NaN
  1278.63        500.000        99.4802       0.188135       0.103987                 NaN            NaN  0.160340       0.673707E-001            NaN            NaN            NaN            NaN
  1277.49        500.000        99.4868       0.102867       0.185431                 NaN            NaN  0.158493       0.664000E-001            NaN            NaN            NaN            NaN
  1276.36        500.000        99.4934       0.182596       0.102127                 NaN            NaN  0.156593       0.652789E-001            NaN            NaN            NaN            NaN
  1275.23        500.000        99.5004       0.100741       0.179917                 NaN            NaN  0.154565       0.643297E-001            NaN            NaN            NaN            NaN
  1274.10        500.000        99.5065       0.100047       0.177149                 NaN            NaN  0.152995       0.633208E-001            NaN            NaN            NaN            NaN
  1272.96        500.000        99.5128       0.174641       0.992675E-001            NaN            NaN  0.151052       0.622350E-001            NaN            NaN            NaN            NaN
  1271.83        500.000        99.5194       0.978667E-001  0.172035                 NaN            NaN  0.149262       0.614099E-001            NaN            NaN            NaN            NaN
  1270.70        500.000        99.5253       0.971486E-001  0.169520                 NaN            NaN  0.147607       0.603966E-001            NaN            NaN            NaN            NaN
  1269.57        500.000        98.3085       0.238470       0.280630                 NaN            NaN  0.284980       0.102344                 NaN  0.785044                 NaN            NaN
  1268.43        500.000        93.0593       0.756337       0.850100                 NaN            NaN  0.878485       0.281276                 NaN   4.17448                 NaN            NaN
  1267.30        500.000        93.6718       0.766047       0.694495                 NaN            NaN  0.804524       0.259796                 NaN   3.80339                 NaN            NaN
  1266.17        500.000        94.1823       0.695503       0.642927                 NaN            NaN  0.742716       0.241894                 NaN   3.49469                 NaN            NaN
  1265.04        500.000        94.6212       0.599726       0.633446                 NaN            NaN  0.689347       0.227003                 NaN   3.22929                 NaN            NaN
  1263.90        500.000        94.9923       0.563146       0.580040                 NaN            NaN  0.644158       0.214604                 NaN   3.00580                 NaN            NaN
  1262.77        500.000        95.3189       0.533721       0.530429                 NaN            NaN  0.604102       0.203569                 NaN   2.80931                 NaN            NaN
  1261.64        500.000        95.6014       0.492374       0.503112                 NaN            NaN  0.569233       0.194041                 NaN   2.63987                 NaN            NaN
  1260.51        500.000        95.8541       0.478310       0.455473                 NaN            NaN  0.537990       0.185795                 NaN   2.48829                 NaN            NaN
  1259.37        500.000        96.0770       0.457031       0.421152                 NaN            NaN  0.510386       0.178899                 NaN   2.35552                 NaN            NaN
  1258.24        500.000        96.2787       0.391294       0.437541                 NaN            NaN  0.485237       0.172186                 NaN   2.23502                 NaN            NaN
  1257.11        500.000        96.4629       0.419343       0.363873                 NaN            NaN  0.461905       0.166226                 NaN   2.12578                 NaN            NaN
  1255.97        500.000        96.6260       0.403991       0.338625                 NaN            NaN  0.441541       0.160929                 NaN   2.02890                 NaN            NaN
  1254.84        500.000        96.7754       0.316168       0.389521                 NaN            NaN  0.422407       0.155962                 NaN   1.94051                 NaN            NaN
  1253.71        500.000        96.9142       0.375982       0.294678                 NaN            NaN  0.404792       0.151600                 NaN   1.85876                 NaN            NaN
  1252.58        500.000        97.0393       0.363861       0.275834                 NaN            NaN  0.388680       0.147254                 NaN   1.78505                 NaN            NaN
  1251.44        500.000        97.1563       0.352662       0.257447                 NaN            NaN  0.373503       0.143453                 NaN   1.71661                 NaN            NaN
  1250.31        500.000        97.2655       0.240848       0.341798                 NaN            NaN  0.359429       0.139874                 NaN   1.65253                 NaN            NaN
  1249.18        500.000        97.3660       0.331888       0.225193                 NaN            NaN  0.346237       0.136352                 NaN   1.59432                 NaN            NaN
  1248.05        500.000        97.4613       0.322691       0.210851                 NaN            NaN  0.333794       0.133007                 NaN   1.53838                 NaN            NaN
  1246.91        500.000        94.8867       0.859181                 NaN            NaN            NaN  0.691932       0.450114                 NaN   3.11204                 NaN            NaN
  1245.78        500.000        97.7482       0.361112       0.185401                 NaN            NaN  0.282128                 NaN            NaN   1.42318                 NaN            NaN
  1244.65        500.000        98.1937       0.475490                 NaN            NaN            NaN  0.245747       0.419875E-002            NaN   1.08090                 NaN            NaN
  1243.52        500.000        99.2815       0.192471                 NaN            NaN            NaN  0.880706E-001  0.679321E-001            NaN  0.369999                 NaN            NaN
  1242.38        500.000        98.3471       0.867265E-001  0.260951                 NaN            NaN  0.204669       0.667008E-001            NaN   1.03383                 NaN            NaN
  1241.25        500.000        97.8559       0.280949       0.151189                 NaN            NaN  0.280580       0.117463                 NaN   1.31394                 NaN            NaN
  1240.12        500.000        98.0559       0.260604       0.125395                 NaN            NaN  0.253671       0.111151                 NaN   1.19323                 NaN            NaN
  1238.99        500.000        96.2217       0.130903       0.572823                 NaN            NaN  0.490988       0.235051                 NaN   2.34850                 NaN            NaN
  1237.85        500.000        99.4624       0.152479                 NaN            NaN            NaN  0.735069E-001  0.512716E-002            NaN  0.306523                 NaN            NaN
  1236.72        500.000        98.3620       0.210221       0.122118                 NaN            NaN  0.209085       0.625275E-001            NaN   1.01397       0.201130E-001            NaN
  1235.59        500.000        94.2731       0.715563       0.446416                 NaN            NaN  0.724858       0.187812                 NaN   3.56458       0.876920E-001            NaN
  1234.45        500.000        99.8856       0.139207E-001  0.940824E-002            NaN            NaN  0.144968E-001  0.353580E-002            NaN  0.712457E-001  0.178744E-002            NaN
  1233.32        500.000        99.9179       0.646101E-002  0.102021E-001            NaN            NaN  0.103493E-001  0.261143E-002            NaN  0.512048E-001  0.124625E-002            NaN
  1232.19        500.000        99.9026       0.748516E-002  0.122441E-001            NaN            NaN  0.123036E-001  0.315348E-002            NaN  0.607957E-001  0.145961E-002            NaN
  1231.06        500.000        97.4060       0.321070       0.203896                 NaN            NaN  0.328331       0.816211E-001            NaN   1.61944       0.396771E-001            NaN
  1229.92        500.000        99.6712       0.593968E-002  0.341399E-001            NaN            NaN  0.395526E-001  0.225556E-001            NaN  0.226659                 NaN            NaN
  1228.79        500.000        93.9761       0.470667       0.736817                 NaN            NaN  0.760911       0.191217                 NaN   3.77438       0.899091E-001            NaN
  1227.66        500.000       100.0000                 NaN            NaN            NaN  0.188591E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1226.53        500.000        99.9999       0.877557E-005  0.303572E-004            NaN  0.109015E-005  0.153158E-004            NaN            NaN  0.779554E-004  0.364086E-005            NaN
  1225.39        500.000        99.9992       0.155212E-003            NaN            NaN            NaN  0.100187E-003  0.400023E-004            NaN  0.517392E-003  0.909078E-005            NaN
  1224.26        500.000        96.3151       0.751742                 NaN            NaN            NaN  0.441628       0.161707                 NaN   2.28366       0.461423E-001            NaN
  1223.13        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN  0.908417E-006            NaN  0.168679E-005            NaN            NaN
  1222.00        500.000       100.0000       0.195898E-005            NaN            NaN            NaN  0.162399E-005            NaN            NaN  0.523034E-005            NaN            NaN
  1220.86        500.000        96.5032       0.580346       0.118487                 NaN            NaN  0.453145       0.453501E-001            NaN   2.24015       0.592902E-001            NaN
  1219.73        500.000        98.6708       0.691215E-001  0.191177                 NaN            NaN  0.162988       0.487737E-001            NaN  0.840503       0.166379E-001            NaN
  1218.60        500.000        99.9434       0.526505E-002            NaN            NaN            NaN  0.701832E-002  0.407336E-002            NaN  0.400030E-001  0.216695E-003            NaN
  1217.47        500.000        98.3079       0.216555       0.109616                 NaN            NaN  0.206607       0.589821E-001            NaN   1.07969       0.206106E-001            NaN
  1216.33        500.000        95.1701       0.489205       0.138315                 NaN            NaN  0.507256       0.179750                 NaN   2.65283       0.265491E-001  0.835971     
  1215.20        500.000        99.9999       0.827969E-005            NaN            NaN            NaN  0.107329E-004  0.333450E-005            NaN  0.530304E-004            NaN  0.540642E-004
  1214.07        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN  0.831498E-006            NaN  0.214066E-005            NaN  0.141200E-005
  1212.93        500.000        99.9999       0.781715E-006  0.412978E-005            NaN            NaN  0.526977E-005  0.184728E-005            NaN  0.249945E-004            NaN  0.245643E-004
  1211.80        500.000        76.5679        1.63779                 NaN            NaN            NaN   1.93625       0.651954                 NaN   10.0391       0.578288E-001   9.10921     
  1210.67        500.000        79.3543        1.29108                 NaN            NaN            NaN   1.69065       0.640869                 NaN   8.46531                 NaN   8.55781     
  1209.54        500.000        99.9998       0.998467E-005            NaN            NaN            NaN  0.147939E-004  0.774500E-005            NaN  0.722343E-004            NaN  0.733732E-004
  1208.40        500.000       100.0000       0.282867E-005            NaN            NaN            NaN  0.234391E-005            NaN            NaN  0.145010E-004            NaN  0.148238E-004
  1207.27        500.000        74.8877        1.61151                 NaN            NaN            NaN   2.02453       0.722093                 NaN   10.4357       0.665223E-002   10.3118     
