|6.6.6
Archiving\03_Data\DeqLP/QFM_m3/YM20/YM20_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.9859       0.140691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9859       0.140696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9859       0.140700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9859       0.140705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9859       0.140709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9859       0.140713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9859       0.140718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9859       0.140723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9859       0.140727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9859       0.140732E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9859       0.140736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9859       0.140741E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9859       0.140746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9859       0.140750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.9859       0.140755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.9859       0.140760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.9859       0.140765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.9859       0.140769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.9859       0.140774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.9859       0.140779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.9859       0.140784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.9859       0.140789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.9859       0.140794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.9859       0.140799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.9859       0.140804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.9859       0.140809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.7946       0.136084E-001  0.191838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0288       0.116884E-001  0.959539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.2621       0.976629E-002   1.72815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        97.5256       0.784036E-002   2.46655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        96.7883       0.591248E-002   3.20578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        96.0502       0.398267E-002   3.94586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        95.3112       0.205092E-002   4.68676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        94.5972       0.122396E-003   5.40267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        94.0136                 NaN   5.98635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        93.4261                 NaN   6.57394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        92.8275                 NaN   7.17021       0.225812E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        92.2117                 NaN   7.77326       0.150347E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        91.5953                 NaN   8.37690       0.278250E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        90.9782                 NaN   8.98116       0.406291E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        90.3605                 NaN   9.58602       0.534469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        89.7567                 NaN   10.1779       0.654179E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        89.1522                 NaN   10.7704       0.774014E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        88.5472                 NaN   11.3634       0.893974E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        87.9415                 NaN   11.9571       0.101406                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        87.3353                 NaN   12.5512       0.113427                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        86.7285                 NaN   13.1460       0.125460                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        86.1212                 NaN   13.7413       0.137505                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        85.5132                 NaN   14.3372       0.149563                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        84.9332                 NaN   14.9061       0.160655                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        84.3527                 NaN   15.4756       0.171759                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        83.7716                 NaN   16.0455       0.182873                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        83.1900                 NaN   16.6160       0.193998                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        82.6079                 NaN   17.1869       0.205134                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        82.0253                 NaN   17.7584       0.216280                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        81.4422                 NaN   18.3304       0.227437                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        80.8586                 NaN   18.9028       0.238604                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        80.2998                 NaN   19.4513       0.248974                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        79.7405                 NaN   20.0002       0.259353                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        79.1808                 NaN   20.5495       0.269742                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        78.6206                 NaN   21.0993       0.280139                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        78.0599                 NaN   21.6495       0.290546                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        77.4989                 NaN   22.2002       0.300962                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        76.9373                 NaN   22.7513       0.311387                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        76.3754                 NaN   23.3028       0.321820                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        75.8363                 NaN   23.8323       0.331482                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        75.2968                 NaN   24.3621       0.341151                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        74.7569                 NaN   24.8923       0.350827                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        74.2166                 NaN   25.4229       0.360512                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        73.6759                 NaN   25.9539       0.370204                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        73.1348                 NaN   26.4853       0.379904                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        72.5933                 NaN   27.0171       0.389612                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        72.0515                 NaN   27.5492       0.399327                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        71.5300                 NaN   28.0615       0.408476                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        71.0082                 NaN   28.5742       0.417631                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        70.4861                 NaN   29.0871       0.426792                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        69.9636                 NaN   29.6004       0.435961                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        69.4408                 NaN   30.1141       0.445136                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        68.9176                 NaN   30.6281       0.454317                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.3941                 NaN   31.1424       0.463505                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        67.8703                 NaN   31.6570       0.472699                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        67.3648                 NaN   32.1540       0.481186                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        66.8589                 NaN   32.6514       0.489678                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        66.3528                 NaN   33.1490       0.498176                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        65.8464                 NaN   33.6469       0.506680                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        65.3397                 NaN   34.1451       0.515188                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        64.8327                 NaN   34.6436       0.523702                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        64.3255                 NaN   35.1423       0.532221                 NaN            NaN            NaN            NaN            NaN            NaN
