|6.6.6
Archiving\03_Data\eqLP/QFM_m1.25/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.3248       0.675151                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.3248       0.675225                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.3247       0.675299                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.3246       0.675373                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3246       0.675447                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3245       0.675521                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3244       0.675595                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.3243       0.675670                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.3243       0.675744                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.3242       0.675818                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.3241       0.675892                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.3240       0.675967                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.3240       0.676041                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3239       0.676116                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3238       0.676190                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3237       0.676265                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3237       0.676339                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3236       0.676414                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.3235       0.676488                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.3234       0.676563                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.3234       0.676637                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.3233       0.676712                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.3232       0.676787                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.3231       0.676862                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.3231       0.676937                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.3230       0.677011                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.3229       0.677086                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.3228       0.677161                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.3228       0.677236                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.3227       0.677311                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.3226       0.677386                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.3225       0.677461                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.3225       0.677536                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.3224       0.677611                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.3223       0.677686                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.3222       0.677761                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.3222       0.677836                 NaN            NaN            NaN            NaN            NaN            NaN
