|6.6.6
Archiving\03_Data\eqLP/QFM_m1.25/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.1682       0.831791                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.1682       0.831789                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.1682       0.831788                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.1682       0.831786                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.1682       0.831785                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.1682       0.831783                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.1682       0.831782                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.1682       0.831780                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.1682       0.831778                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1682       0.831777                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.1682       0.831775                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.1682       0.831773                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.1682       0.831772                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.1682       0.831770                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.1682       0.831768                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.1682       0.831766                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.1682       0.831765                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.1682       0.831763                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.1682       0.831761                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.1682       0.831759                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.1682       0.831757                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.1682       0.831755                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.1682       0.831753                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.1682       0.831752                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1683       0.831750                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.1683       0.831748                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.1683       0.831746                 NaN            NaN            NaN            NaN            NaN            NaN
