|6.6.6
Archiving\03_Data\eqLP/QFM/YM20/YM20_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.5300       0.255367       0.214619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.5230       0.262323       0.214634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.5161       0.269281       0.214648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.5091       0.276240       0.214662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.5021       0.283201       0.214677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.4951       0.290163       0.214691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.4882       0.297126       0.214706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.4812       0.304091       0.214720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.4742       0.311057       0.214735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.4623       0.322988       0.214750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.4503       0.334922       0.214765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.4384       0.346858       0.214781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.4264       0.358796       0.214796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.4145       0.370737       0.214811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.4025       0.382681       0.214826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3905       0.394627       0.214842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3786       0.406575       0.214857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3559       0.429231       0.214874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.3332       0.451893       0.214891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.3105       0.474559       0.214908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2878       0.497230       0.214925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2652       0.519907       0.214942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.2425       0.542588       0.214959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.2198       0.565274       0.214976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1970       0.587966       0.214993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.1378       0.647136       0.215015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.0786       0.706323       0.215037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0194       0.765526       0.215060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.9602       0.824744       0.215082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.9009       0.883978       0.215104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        98.8416       0.943229       0.215127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        98.7824        1.00249       0.215149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        98.7231        1.06178       0.215171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        98.6018        1.18300       0.215203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        98.4805        1.30426       0.215234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        98.2366        1.49650       0.182658                 NaN  0.841961E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        97.8620        1.78606       0.128959                 NaN  0.222963                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        97.3788        2.15076       0.617942E-001  0.121405E-001  0.396550                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        96.8026        2.60834                 NaN  0.327625E-001  0.556332                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        96.4066        2.99039                 NaN  0.464614E-001  0.556553                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        96.0103        3.37272                 NaN  0.601711E-001  0.556774                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        95.4988        3.87130                 NaN  0.728218E-001  0.557039                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        94.9869        4.37032                 NaN  0.854844E-001  0.557303                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        94.4745        4.86980                 NaN  0.981588E-001  0.557567                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        93.9616        5.36972                 NaN  0.110845       0.557830                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        93.4483        5.87009                 NaN  0.123543       0.558092                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        92.9345        6.37090                 NaN  0.136252       0.558354                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        92.4203        6.87215                 NaN  0.148973       0.558615                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        91.9056        7.37384                 NaN  0.161706       0.558875                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        91.3510        7.91671                 NaN  0.173172       0.559153                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        90.7958        8.46008                 NaN  0.184648       0.559429                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        90.2402        9.00396                 NaN  0.196136       0.559705                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        89.6841        9.54833                 NaN  0.207635       0.559980                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        89.1274        10.0932                 NaN  0.219144       0.560254                 NaN            NaN            NaN            NaN            NaN            NaN
