|6.6.6
Archiving\03_Data\fracLP/QFM/LAR/LAR_3.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1656.64        500.000        99.2634       0.728096       0.849248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2633       0.728220       0.845360E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2631       0.728343       0.851490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2633       0.728467       0.818848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2631       0.728588       0.826644E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2631       0.728709       0.815309E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2630       0.728830       0.814501E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2630       0.728950       0.801665E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2630       0.729069       0.796720E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2629       0.729188       0.791212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2628       0.729306       0.785113E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2628       0.729424       0.777818E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2627       0.729540       0.771501E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2627       0.729657       0.766589E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2626       0.729772       0.757931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2626       0.729887       0.751524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2625       0.730002       0.746763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2625       0.730115       0.738930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2624       0.730228       0.733719E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2624       0.730341       0.727397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2623       0.730453       0.721069E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.2623       0.730564       0.716676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2622       0.730675       0.710145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.2622       0.730785       0.700600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.9781       0.731011       0.704795E-002  0.283880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4566                 NaN  0.723575E-002  0.536183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4766                 NaN  0.698903E-002  0.516392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4703                 NaN  0.704371E-002  0.522623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4725                 NaN  0.701113E-002  0.520480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4736                 NaN  0.697990E-002  0.519425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4757                 NaN  0.693651E-002  0.517353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4772                 NaN  0.690061E-002  0.515918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4797                 NaN  0.686128E-002  0.513445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4816                 NaN  0.683067E-002  0.511534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4840                 NaN  0.677990E-002  0.509232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4669                 NaN  0.702606E-002  0.526105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4513                 NaN  0.712623E-002  0.541603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.7502                 NaN  0.327089E-002  0.246507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.2919                 NaN  0.927676E-002  0.698812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4972                 NaN  0.657363E-002  0.496246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4998                 NaN  0.653341E-002  0.493688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.5019                 NaN  0.649816E-002  0.491597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.5056                 NaN  0.644566E-002  0.487999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.5083                 NaN  0.640074E-002  0.485255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.5116                 NaN  0.635540E-002  0.482070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5116                 NaN  0.635770E-002  0.482007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.5202                 NaN  0.623402E-002  0.473606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5189                 NaN  0.624100E-002  0.474895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5265                 NaN  0.614724E-002  0.467402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5261                 NaN  0.613885E-002  0.467736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.5297                 NaN  0.609546E-002  0.464176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.5340                 NaN  0.604041E-002  0.459950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.5366                 NaN  0.600639E-002  0.457408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5400                 NaN  0.595548E-002  0.454077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5393                 NaN  0.596247E-002  0.454782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5506                 NaN  0.582774E-002  0.443547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.5512                 NaN  0.580726E-002  0.442990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.6386                 NaN  0.467756E-002  0.356681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.4715                 NaN  0.683089E-002  0.521709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.5593                 NaN  0.568541E-002  0.435044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.5652                 NaN  0.561427E-002  0.429176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.5675                 NaN  0.558148E-002  0.426945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.5706                 NaN  0.554789E-002  0.423887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2703                 NaN  0.250214E-003  0.135531       0.593883                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1612                 NaN            NaN  0.234338E-001  0.815382                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1700                 NaN            NaN  0.217961E-001  0.808161                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1797                 NaN            NaN  0.220255E-001  0.798275                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1876                 NaN            NaN  0.178697E-001  0.794574                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1952                 NaN            NaN  0.162803E-001  0.788554                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2048                 NaN            NaN  0.159322E-001  0.779278                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2090                 NaN            NaN  0.112577E-001  0.779715                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2203                 NaN            NaN  0.122931E-001  0.767416                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2248                 NaN            NaN  0.902070E-002  0.766210                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2320                 NaN            NaN  0.707190E-002  0.760891                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2402                 NaN            NaN  0.716319E-002  0.752673                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2440                 NaN            NaN  0.229751E-005  0.755974                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2537                 NaN            NaN  0.627702E-002  0.740060                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2585                 NaN            NaN  0.397505E-002  0.737508                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2725                 NaN            NaN  0.471409E-001  0.680381                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2704                 NaN            NaN            NaN  0.729580                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2750                 NaN            NaN            NaN  0.725043                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.4656                 NaN            NaN            NaN  0.534357                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0972                 NaN            NaN            NaN  0.902842                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2563                 NaN            NaN            NaN  0.586482       0.157242                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0500                 NaN            NaN            NaN  0.773062E-001  0.872706                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0278                 NaN            NaN            NaN            NaN  0.972223                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.7280                 NaN            NaN            NaN            NaN  0.570344       0.701654                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5694                 NaN            NaN            NaN            NaN  0.900307       0.530322                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.5852                 NaN            NaN            NaN            NaN  0.525851       0.888918                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6060                 NaN            NaN            NaN            NaN  0.516864       0.877089                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6229                 NaN            NaN            NaN            NaN  0.511907       0.865183                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.6420                 NaN            NaN            NaN            NaN  0.505933       0.852052                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6584                 NaN            NaN            NaN            NaN  0.500356       0.841275                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6739                 NaN            NaN            NaN            NaN  0.830821       0.495317                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6904                 NaN            NaN            NaN            NaN  0.821226       0.488337                 NaN            NaN            NaN            NaN
