|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1922.31        500.000        97.4146        2.21285       0.865909E-002  0.363926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.0138       0.353869E-002            NaN  0.982650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.4297       0.228904E-003            NaN  0.570045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.4339       0.977514E-004            NaN  0.566016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.4380                 NaN            NaN  0.562005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.4443       0.270983E-002            NaN  0.552972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.4433       0.302427E-002            NaN  0.553688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.4530       0.116853E-001            NaN  0.535355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.4652                 NaN            NaN  0.534809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4577                 NaN            NaN  0.542346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4621                 NaN            NaN  0.537868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4647                 NaN            NaN  0.535285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4679                 NaN            NaN  0.532066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4704                 NaN            NaN  0.529561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4750                 NaN            NaN  0.524980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4766                 NaN            NaN  0.523357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4802                 NaN            NaN  0.519776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4790                 NaN            NaN  0.520996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4892                 NaN            NaN  0.510753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4870                 NaN            NaN  0.512971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4895                 NaN            NaN  0.510453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4910                 NaN            NaN  0.508993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4937                 NaN            NaN  0.506330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4966                 NaN            NaN  0.503398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4973                 NaN            NaN  0.502746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5002                 NaN            NaN  0.499767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.5003                 NaN            NaN  0.499723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.5022                 NaN            NaN  0.497762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.5080                 NaN            NaN  0.492014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5051                 NaN            NaN  0.494889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.5072                 NaN            NaN  0.492764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.5070                 NaN            NaN  0.492966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        97.3239                 NaN            NaN   2.63955       0.365590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.8548                 NaN            NaN  0.142625       0.255746E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4169                 NaN            NaN  0.570941       0.121118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5033                 NaN            NaN  0.486369       0.102940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4156                 NaN            NaN  0.572368       0.120706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5927                 NaN            NaN  0.398945       0.838406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5015                 NaN            NaN  0.488235       0.102497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5031                 NaN            NaN  0.486689       0.101717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5029                 NaN            NaN  0.486995       0.101412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5017                 NaN            NaN  0.488192       0.101367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4999                 NaN            NaN  0.489937       0.101467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5018                 NaN            NaN  0.488106       0.100483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4997                 NaN            NaN  0.490282       0.100603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4992                 NaN            NaN  0.490806       0.100411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4979                 NaN            NaN  0.492142       0.999866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4962                 NaN            NaN  0.493765       0.999025E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4950                 NaN            NaN  0.494985       0.998573E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4944                 NaN            NaN  0.495691       0.993204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4923                 NaN            NaN  0.497825       0.992364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4899                 NaN            NaN  0.500213       0.992342E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4896                 NaN            NaN  0.500541       0.985485E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4863                 NaN            NaN  0.503833       0.987492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4845                 NaN            NaN  0.505604       0.984651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4826                 NaN            NaN  0.507588       0.984660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3388                 NaN            NaN  0.648666       0.124945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.6192                 NaN            NaN  0.373715       0.711525E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4559                 NaN            NaN  0.534393       0.967614E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4945                 NaN            NaN  0.495627       0.984651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4730                 NaN            NaN  0.517316       0.969222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4694                 NaN            NaN  0.520938       0.970551E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2782                 NaN            NaN  0.709492       0.123383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.6460                 NaN            NaN  0.347405       0.663238E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4598                 NaN            NaN  0.530523       0.969965E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4731                 NaN            NaN  0.517466       0.940461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.8852                 NaN            NaN  0.112708       0.205968E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.0044                 NaN            NaN  0.978071       0.175406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4509                 NaN            NaN  0.539480       0.958817E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4462                 NaN            NaN  0.544208       0.960512E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4421                 NaN            NaN  0.548281       0.961549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4336                 NaN            NaN  0.556750       0.968855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4413                 NaN            NaN  0.549196       0.947987E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4682                 NaN            NaN  0.522807       0.899814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3931                 NaN            NaN  0.596695       0.101645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4266                 NaN            NaN  0.563880       0.954167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4215                 NaN            NaN  0.568942       0.955606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4197                 NaN            NaN  0.570768       0.952821E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4156                 NaN            NaN  0.574839       0.952431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4104                 NaN            NaN  0.580072       0.955529E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4111                 NaN            NaN  0.579413       0.949235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4307                 NaN            NaN  0.560148       0.913655E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3776                 NaN            NaN  0.612527       0.989362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4003                 NaN            NaN  0.590237       0.947265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3959                 NaN            NaN  0.594654       0.948961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3926                 NaN            NaN  0.597910       0.949207E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3902                 NaN            NaN  0.600367       0.946629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3864                 NaN            NaN  0.604145       0.947690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3840                 NaN            NaN  0.606569       0.946334E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3813                 NaN            NaN  0.609205       0.945553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3777                 NaN            NaN  0.612859       0.946676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3753                 NaN            NaN  0.615236       0.945252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1048                 NaN            NaN  0.881741       0.134562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.6517                 NaN            NaN  0.343089       0.522071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.8859                 NaN            NaN  0.112256       0.185803E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.8395                 NaN            NaN   1.14336       0.171497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3617                 NaN            NaN  0.628831       0.945092E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3632                 NaN            NaN  0.627395       0.937756E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.8804                 NaN            NaN  0.117825       0.182075E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        98.8440                 NaN            NaN   1.13903       0.169581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3573                 NaN            NaN  0.633335       0.940340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3416                 NaN            NaN  0.648781       0.962318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.9386                 NaN            NaN  0.605158E-001  0.898536E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        98.7858                 NaN            NaN   1.19650       0.177334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3588                 NaN            NaN  0.631909       0.930117E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3533                 NaN            NaN  0.637302       0.937739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3532                 NaN            NaN  0.637485       0.936055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3537                 NaN            NaN  0.636924       0.935043E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.3234                 NaN            NaN  0.222261                 NaN   1.45431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        98.0554                 NaN            NaN  0.917022E-001            NaN   1.85292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        98.0840                 NaN            NaN  0.888672E-001            NaN   1.82708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        98.1446                 NaN            NaN  0.839677E-001            NaN   1.77139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.1736                 NaN            NaN  0.844414E-001            NaN   1.74193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        98.2174                 NaN            NaN  0.790654E-001            NaN   1.70352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.2487                 NaN            NaN  0.767536E-001            NaN   1.67458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.2827                 NaN            NaN  0.707802E-001            NaN   1.64656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.3214                 NaN            NaN  0.698790E-001            NaN   1.60868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.3461                 NaN            NaN  0.631788E-001            NaN   1.59071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.3883                 NaN            NaN  0.647526E-001            NaN   1.54699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.4146                 NaN            NaN  0.599089E-001            NaN   1.52545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.4452                 NaN            NaN  0.575649E-001            NaN   1.49723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.4745                 NaN            NaN  0.550151E-001            NaN   1.47046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.5041                 NaN            NaN  0.540702E-001            NaN   1.44180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5272                 NaN            NaN  0.473077E-001            NaN   1.42544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5542                 NaN            NaN  0.490056E-001            NaN   1.39683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.5865                 NaN            NaN  0.439322E-001            NaN   1.36952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6053                 NaN            NaN  0.404041E-001            NaN   1.35434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6324                 NaN            NaN  0.396516E-001            NaN   1.32794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6520                 NaN            NaN  0.362420E-001            NaN   1.31179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6788                 NaN            NaN  0.340202E-001            NaN   1.28721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6977                 NaN            NaN  0.295544E-001            NaN   1.27278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7203                 NaN            NaN  0.284963E-001            NaN   1.25121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7404                 NaN            NaN  0.252903E-001            NaN   1.23430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7610                 NaN            NaN  0.234026E-001            NaN   1.21562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7808                 NaN            NaN  0.208053E-001            NaN   1.19840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7974                 NaN            NaN  0.186791E-001            NaN   1.18396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8208                 NaN            NaN  0.168690E-001            NaN   1.16236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8338                 NaN            NaN  0.124537E-001            NaN   1.15371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8534                 NaN            NaN  0.116217E-001            NaN   1.13500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8678                 NaN            NaN  0.765860E-002            NaN   1.12450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8884                 NaN            NaN  0.106682E-001            NaN   1.10090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9031                 NaN            NaN  0.344980E-002            NaN   1.09346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9172                 NaN            NaN  0.759813E-002            NaN   1.07518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9332                 NaN            NaN  0.124177E-001            NaN   1.05437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9484                 NaN            NaN            NaN            NaN   1.05158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7758                 NaN            NaN  0.670896E-001            NaN   1.15707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.1761                 NaN            NaN  0.265041E-001            NaN  0.797444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9884                 NaN            NaN            NaN            NaN   1.01164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0057                 NaN            NaN            NaN            NaN  0.994333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0142                 NaN            NaN            NaN            NaN  0.985790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0311                 NaN            NaN  0.706783E-004            NaN  0.968796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0402                 NaN            NaN            NaN            NaN  0.959820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0590                 NaN            NaN            NaN            NaN  0.940996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0662                 NaN            NaN            NaN            NaN  0.933824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0802                 NaN            NaN            NaN            NaN  0.919765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0884                 NaN            NaN            NaN            NaN  0.911648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1004                 NaN            NaN            NaN            NaN  0.899560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1134                 NaN            NaN            NaN            NaN  0.886609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1215                 NaN            NaN  0.394177E-005            NaN  0.878460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1335                 NaN            NaN            NaN            NaN  0.866450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1210                 NaN            NaN            NaN            NaN  0.749260       0.129716                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0469                 NaN            NaN            NaN            NaN  0.307156       0.645903                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9905                 NaN            NaN            NaN            NaN  0.805901E-001  0.928948                 NaN            NaN            NaN            NaN            NaN            NaN
