|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/T13/T13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1501.25        500.000        98.8437                 NaN            NaN            NaN            NaN  0.112879        1.04345                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.8473                 NaN            NaN            NaN            NaN            NaN   1.15269                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.8514                 NaN            NaN            NaN            NaN            NaN   1.14855                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.8522                 NaN            NaN            NaN            NaN            NaN   1.14781                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.8601                 NaN            NaN            NaN            NaN            NaN   1.13992                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.8611                 NaN            NaN            NaN            NaN            NaN   1.13890                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.8625                 NaN            NaN            NaN            NaN            NaN   1.13755                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.8580                 NaN            NaN            NaN            NaN            NaN   1.14199                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.8531                 NaN            NaN            NaN            NaN            NaN   1.14688                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.8541                 NaN            NaN            NaN            NaN            NaN   1.14595                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.8364                 NaN            NaN            NaN            NaN            NaN   1.16357                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8212                 NaN            NaN            NaN            NaN            NaN   1.17880                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.3896                 NaN            NaN            NaN            NaN            NaN  0.881536       0.728863                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.1277                 NaN            NaN            NaN            NaN            NaN   1.19863       0.673696                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.1626                 NaN            NaN            NaN            NaN            NaN   1.17828       0.659074                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.1926                 NaN            NaN            NaN            NaN            NaN   1.16169       0.645718                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.2269                 NaN            NaN            NaN            NaN            NaN  0.632210        1.14088                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.2596                 NaN            NaN            NaN            NaN            NaN   1.12051       0.619905                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.2847                 NaN            NaN            NaN            NaN            NaN  0.607490        1.10786                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.3145                 NaN            NaN            NaN            NaN            NaN  0.595369        1.09013                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.3420                 NaN            NaN            NaN            NaN            NaN   1.07397       0.584077                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.3678                 NaN            NaN            NaN            NaN            NaN  0.573052        1.05918                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.3943                 NaN            NaN            NaN            NaN            NaN  0.561333        1.04436                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        97.6886                 NaN            NaN            NaN            NaN            NaN   1.14684       0.872619                 NaN  0.291901                 NaN            NaN            NaN
  1441.10        500.000        94.6006                 NaN            NaN            NaN            NaN            NaN   2.23691        1.60842                 NaN   1.55411                 NaN            NaN            NaN
  1438.60        500.000        94.8401                 NaN            NaN            NaN            NaN            NaN   1.54125        2.13258                 NaN   1.48611                 NaN            NaN            NaN
  1436.09        500.000        95.0634                 NaN            NaN            NaN            NaN            NaN   2.03627        1.47711                 NaN   1.42319                 NaN            NaN            NaN
  1433.58        500.000        95.2621                 NaN            NaN            NaN            NaN            NaN   1.95056        1.42006                 NaN   1.36730                 NaN            NaN            NaN
  1431.08        500.000        95.4538                 NaN            NaN            NaN            NaN            NaN   1.86815        1.36569                 NaN   1.31240                 NaN            NaN            NaN
  1428.57        500.000        95.6295                 NaN            NaN            NaN            NaN            NaN   1.79421        1.31389                 NaN   1.26238                 NaN            NaN            NaN
  1426.07        500.000        95.7967                 NaN            NaN            NaN            NaN            NaN   1.26638        1.72148                 NaN   1.21542                 NaN            NaN            NaN
  1423.56        500.000        95.9537                 NaN            NaN            NaN            NaN            NaN   1.65588        1.22035                 NaN   1.17010                 NaN            NaN            NaN
  1421.05        500.000        96.0960                 NaN            NaN            NaN            NaN            NaN   1.59499        1.17977                 NaN   1.12926                 NaN            NaN            NaN
  1418.55        500.000        96.2311                 NaN            NaN            NaN            NaN            NaN   1.14104        1.53747                 NaN   1.09038                 NaN            NaN            NaN
  1416.04        500.000        96.3588                 NaN            NaN            NaN            NaN            NaN   1.48447        1.10317                 NaN   1.05359                 NaN            NaN            NaN
  1413.53        500.000        96.4795                 NaN            NaN            NaN            NaN            NaN   1.43391        1.06786                 NaN   1.01875                 NaN            NaN            NaN
  1411.03        500.000        96.5926                 NaN            NaN            NaN            NaN            NaN   1.38705        1.03439                 NaN  0.985953                 NaN            NaN            NaN
  1408.52        500.000        96.7008                 NaN            NaN            NaN            NaN            NaN   1.34096        1.00346                 NaN  0.954731                 NaN            NaN            NaN
  1406.02        500.000        96.8034                 NaN            NaN            NaN            NaN            NaN  0.972242        1.29944                 NaN  0.924875                 NaN            NaN            NaN
  1403.51        500.000        96.9017                 NaN            NaN            NaN            NaN            NaN   1.25912       0.942709                 NaN  0.896456                 NaN            NaN            NaN
  1401.00        500.000        96.9901                 NaN            NaN            NaN            NaN            NaN   1.22269       0.916557                 NaN  0.870607                 NaN            NaN            NaN
  1398.50        500.000        97.0783                 NaN            NaN            NaN            NaN            NaN  0.888693        1.18808                 NaN  0.844963                 NaN            NaN            NaN
  1395.99        500.000        97.0735       0.305464E-001            NaN            NaN            NaN            NaN  0.923273        1.12030                 NaN  0.852362                 NaN            NaN            NaN
  1393.48        500.000        96.8690       0.137018                 NaN            NaN            NaN            NaN  0.960893        1.09875                 NaN  0.934329                 NaN            NaN            NaN
  1390.98        500.000        96.9905       0.129545                 NaN            NaN            NaN            NaN   1.05676       0.925248                 NaN  0.897909                 NaN            NaN            NaN
  1388.47        500.000        97.1053       0.122929                 NaN            NaN            NaN            NaN  0.890869        1.01749                 NaN  0.863378                 NaN            NaN            NaN
  1385.96        500.000        97.2112       0.116236                 NaN            NaN            NaN            NaN  0.979982       0.861002                 NaN  0.831607                 NaN            NaN            NaN
  1383.46        500.000        97.3119       0.110120                 NaN            NaN            NaN            NaN  0.944480       0.832247                 NaN  0.801284                 NaN            NaN            NaN
  1380.95        500.000        97.4038       0.104538                 NaN            NaN            NaN            NaN  0.805105       0.913092                 NaN  0.773464                 NaN            NaN            NaN
  1378.45        500.000        97.4960       0.986083E-001            NaN            NaN            NaN            NaN  0.781191       0.878852                 NaN  0.745368                 NaN            NaN            NaN
  1375.94        500.000        97.5768       0.936091E-001            NaN            NaN            NaN            NaN  0.759006       0.849579                 NaN  0.720972                 NaN            NaN            NaN
  1373.43        500.000        97.6580       0.884389E-001            NaN            NaN            NaN            NaN  0.819826       0.737523                 NaN  0.696226                 NaN            NaN            NaN
  1370.93        500.000        97.7305       0.835855E-001            NaN            NaN            NaN            NaN  0.718358       0.793607                 NaN  0.673945                 NaN            NaN            NaN
  1368.42        500.000        97.8032       0.792849E-001            NaN            NaN            NaN            NaN  0.767320       0.698336                 NaN  0.651905                 NaN            NaN            NaN
  1365.91        500.000        97.8690       0.748530E-001            NaN            NaN            NaN            NaN  0.681490       0.742961                 NaN  0.631735                 NaN            NaN            NaN
  1363.41        500.000        97.9347       0.703346E-001            NaN            NaN            NaN            NaN  0.665863       0.717740                 NaN  0.611327                 NaN            NaN            NaN
  1360.90        500.000        97.9944       0.663226E-001            NaN            NaN            NaN            NaN  0.695662       0.650702                 NaN  0.592946                 NaN            NaN            NaN
  1358.40        500.000        98.0513       0.625430E-001            NaN            NaN            NaN            NaN  0.636539       0.674073                 NaN  0.575551                 NaN            NaN            NaN
  1355.89        500.000        98.1094       0.585750E-001            NaN            NaN            NaN            NaN  0.622996       0.651771                 NaN  0.557241                 NaN            NaN            NaN
  1353.38        500.000        98.1598       0.548350E-001            NaN            NaN            NaN            NaN  0.632574       0.611184                 NaN  0.541586                 NaN            NaN            NaN
  1350.88        500.000        98.2100       0.512941E-001            NaN            NaN            NaN            NaN  0.612989       0.599745                 NaN  0.525964                 NaN            NaN            NaN
  1348.37        500.000        98.2586       0.476467E-001            NaN            NaN            NaN            NaN  0.590637       0.592226                 NaN  0.510856                 NaN            NaN            NaN
  1345.86        500.000        98.3040       0.441652E-001            NaN            NaN            NaN            NaN  0.579953       0.575475                 NaN  0.496412                 NaN            NaN            NaN
  1343.36        500.000        98.3482       0.410838E-001            NaN            NaN            NaN            NaN  0.557618       0.570453                 NaN  0.482694                 NaN            NaN            NaN
  1340.85        500.000        98.3902       0.379075E-001            NaN            NaN            NaN            NaN  0.540086       0.562274                 NaN  0.469514                 NaN            NaN            NaN
  1338.35        500.000        98.4300       0.345702E-001            NaN            NaN            NaN            NaN  0.554903       0.523786                 NaN  0.456714                 NaN            NaN            NaN
  1335.84        500.000        98.4677       0.313156E-001            NaN            NaN            NaN            NaN  0.508048       0.548222                 NaN  0.444719                 NaN            NaN            NaN
  1333.33        500.000        98.5056       0.285921E-001            NaN            NaN            NaN            NaN  0.491403       0.541478                 NaN  0.432922                 NaN            NaN            NaN
  1330.83        500.000        98.5410       0.254603E-001            NaN            NaN            NaN            NaN  0.535565       0.476488                 NaN  0.421437                 NaN            NaN            NaN
  1328.32        500.000        98.5116       0.330294E-001            NaN            NaN            NaN            NaN  0.516311       0.501046                 NaN  0.437999                 NaN            NaN            NaN
  1325.81        500.000        98.5087       0.395657E-001            NaN            NaN            NaN            NaN  0.468277       0.530979                 NaN  0.452456                 NaN            NaN            NaN
  1323.31        500.000        98.4781       0.641474E-001            NaN            NaN            NaN            NaN  0.421617       0.538632                 NaN  0.497539                 NaN            NaN            NaN
  1320.80        500.000        98.7974       0.829760E-001            NaN            NaN            NaN            NaN  0.773302                 NaN            NaN  0.346294                 NaN            NaN            NaN
  1318.30        500.000        98.8252                 NaN            NaN            NaN            NaN            NaN  0.714345       0.192916                 NaN  0.267503                 NaN            NaN            NaN
  1315.79        500.000        98.8287                 NaN            NaN            NaN            NaN            NaN  0.744008                 NaN            NaN  0.427341                 NaN            NaN            NaN
  1313.28        500.000        98.6893                 NaN            NaN            NaN            NaN            NaN  0.767949       0.268121                 NaN  0.274679                 NaN            NaN            NaN
  1310.78        500.000        98.7830                 NaN            NaN            NaN            NaN            NaN  0.356891       0.516821                 NaN  0.343272                 NaN            NaN            NaN
  1308.27        500.000        98.8050                 NaN            NaN            NaN            NaN            NaN  0.348814       0.509664                 NaN  0.336535                 NaN            NaN            NaN
  1305.76        500.000        98.8264                 NaN            NaN            NaN            NaN            NaN  0.341050       0.502568                 NaN  0.329987                 NaN            NaN            NaN
  1303.26        500.000        98.8468                 NaN            NaN            NaN            NaN            NaN  0.495974       0.333514                 NaN  0.323697                 NaN            NaN            NaN
  1300.75        500.000        98.9111                 NaN            NaN            NaN            NaN            NaN  0.207052       0.550135                 NaN  0.331741                 NaN            NaN            NaN
  1298.25        500.000        98.8493                 NaN            NaN            NaN            NaN            NaN  0.413690       0.441548                 NaN  0.295426                 NaN            NaN            NaN
  1295.74        500.000        98.8766                 NaN            NaN            NaN            NaN            NaN  0.663302       0.119950                 NaN  0.340110                 NaN            NaN            NaN
  1293.23        500.000        98.9636                 NaN            NaN            NaN            NaN            NaN  0.272491       0.500991                 NaN  0.262916                 NaN            NaN            NaN
  1290.73        500.000        98.9428                 NaN            NaN            NaN            NaN            NaN  0.466524       0.296390                 NaN  0.294324                 NaN            NaN            NaN
  1288.22        500.000        98.9618                 NaN            NaN            NaN            NaN            NaN  0.460670       0.288847                 NaN  0.288703                 NaN            NaN            NaN
  1285.71        500.000        98.9792                 NaN            NaN            NaN            NaN            NaN  0.281527       0.455920                 NaN  0.283377                 NaN            NaN            NaN
  1283.21        500.000        98.9948                 NaN            NaN            NaN            NaN            NaN  0.274381       0.452285                 NaN  0.278524                 NaN            NaN            NaN
  1280.70        500.000        99.0118                 NaN            NaN            NaN            NaN            NaN  0.266332       0.448457                 NaN  0.273394                 NaN            NaN            NaN
  1278.20        500.000        93.2948                 NaN            NaN            NaN            NaN            NaN  0.837255        1.36037                 NaN  0.862615        3.64501                 NaN            NaN
  1275.69        500.000        91.2408                 NaN            NaN            NaN            NaN            NaN   1.66473        1.03373                 NaN   1.06458        4.99616                 NaN            NaN
  1273.18        500.000        92.0804                 NaN            NaN            NaN            NaN            NaN  0.944768        1.50224                 NaN  0.966843        4.50572                 NaN            NaN
  1270.68        500.000        92.7797                 NaN            NaN            NaN            NaN            NaN   1.37969       0.857109                 NaN  0.885734        4.09775                 NaN            NaN
  1268.17        500.000        93.3657                 NaN            NaN            NaN            NaN            NaN  0.777159        1.28347                 NaN  0.816558        3.75707                 NaN            NaN
  1265.66        500.000        93.8641                 NaN            NaN            NaN            NaN            NaN  0.653797        1.25713                 NaN  0.757831        3.46716                 NaN            NaN
  1263.16        500.000        94.3023                 NaN            NaN            NaN            NaN            NaN   1.77839                 NaN            NaN  0.704990        3.21432                 NaN            NaN
  1260.65        500.000        94.6925                 NaN            NaN            NaN            NaN            NaN   1.65865                 NaN            NaN  0.657103        2.99171                 NaN            NaN
  1258.15        500.000        95.0343                 NaN            NaN            NaN            NaN            NaN   1.55382                 NaN            NaN  0.615142        2.79672                 NaN            NaN
  1255.64        500.000        95.3354                 NaN            NaN            NaN            NaN            NaN   1.46217                 NaN            NaN  0.577951        2.62449                 NaN            NaN
  1253.13        500.000        95.6068                 NaN            NaN            NaN            NaN            NaN   1.37777                 NaN            NaN  0.545152        2.47030                 NaN            NaN
  1250.63        500.000        95.8507                 NaN            NaN            NaN            NaN            NaN   1.30438                 NaN            NaN  0.512384        2.33252                 NaN            NaN
  1248.12        500.000        96.0700                 NaN            NaN            NaN            NaN            NaN   1.23663                 NaN            NaN  0.485036        2.20832                 NaN            NaN
  1245.61        500.000        96.2612                 NaN            NaN            NaN            NaN            NaN   1.17965                 NaN            NaN  0.460465        2.09864                 NaN            NaN
  1243.11        500.000        96.4532                 NaN            NaN            NaN            NaN            NaN   1.11804                 NaN            NaN  0.437029        1.99174                 NaN            NaN
  1240.60        500.000        96.6110                 NaN            NaN            NaN            NaN            NaN   1.07188                 NaN            NaN  0.417451        1.89964                 NaN            NaN
  1238.10        500.000        96.7656                 NaN            NaN            NaN            NaN            NaN   1.02442                 NaN            NaN  0.396458        1.81355                 NaN            NaN
  1235.59        500.000        96.9033                 NaN            NaN            NaN            NaN            NaN  0.982918                 NaN            NaN  0.378384        1.73537                 NaN            NaN
  1233.08        500.000        96.9620                 NaN            NaN            NaN            NaN            NaN  0.948243                 NaN            NaN  0.368497        1.70493       0.163410E-001            NaN
  1230.58        500.000        96.7824                 NaN            NaN            NaN            NaN            NaN  0.921549                 NaN            NaN  0.390470        1.81662       0.889715E-001            NaN
  1228.07        500.000        96.9305                 NaN            NaN            NaN            NaN            NaN  0.879234                 NaN            NaN  0.365822        1.73965       0.847443E-001            NaN
  1225.56        500.000        97.0760                 NaN            NaN            NaN            NaN            NaN  0.838454                 NaN            NaN  0.346359        1.66057       0.785728E-001            NaN
  1223.06        500.000        97.2086                 NaN            NaN            NaN            NaN            NaN  0.801498                 NaN            NaN  0.327143        1.58919       0.735754E-001            NaN
  1220.55        500.000        97.3361                 NaN            NaN            NaN            NaN            NaN  0.765030                 NaN            NaN  0.309238        1.52098       0.686615E-001            NaN
  1218.05        500.000        97.4557                 NaN            NaN            NaN            NaN            NaN  0.730433                 NaN            NaN  0.292295        1.45736       0.642413E-001            NaN
  1215.54        500.000        97.5625                 NaN            NaN            NaN            NaN            NaN  0.701553                 NaN            NaN  0.278604        1.39795       0.594117E-001            NaN
  1213.03        500.000        90.5831                 NaN            NaN            NaN            NaN            NaN   1.47115                 NaN            NaN  0.809317        3.90806       0.110979        3.11740     
  1210.53        500.000        80.4747                 NaN            NaN            NaN            NaN            NaN   2.67061                 NaN            NaN   1.58065        7.47994       0.175685        7.61839     
  1208.02        500.000        81.3680                 NaN            NaN            NaN            NaN            NaN   2.62997                 NaN            NaN   1.51220        7.08317       0.154241        7.25247     
  1205.51        500.000        82.0287                 NaN            NaN            NaN            NaN            NaN   1.55589        1.01429                 NaN   1.45154        6.80984       0.141728        6.99798     
  1203.01        500.000        81.5144                 NaN            NaN            NaN            NaN            NaN   2.61793       0.190456E-001  0.494628E-005   1.44554        7.00422       0.149667        7.24920     
  1200.50        500.000        79.2559                 NaN            NaN            NaN            NaN            NaN  0.375503        2.75300                 NaN   1.74243        7.84725       0.117545        7.90837     
  1197.99        500.000        88.5347                 NaN            NaN            NaN            NaN            NaN   1.71573                 NaN            NaN  0.916046        4.25348       0.655661E-001   4.51451     
  1195.49        500.000        80.0931                 NaN            NaN            NaN            NaN            NaN   2.66917                 NaN            NaN   1.59519        7.68314       0.120189        7.83919     
  1192.98        500.000        80.1005                 NaN            NaN            NaN            NaN            NaN   2.73464       0.315871E-005            NaN   1.55836        7.78075       0.105389        7.72040     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.4086       0.179781                 NaN   7.28369        40.8527       0.592715        39.6825     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.64025        1.95497                 NaN   7.28628        40.8437       0.589926        39.6849     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6050                 NaN            NaN   7.28741        40.8326       0.588684        39.6862     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.8971       0.702275                 NaN   7.28959        40.8396       0.587418        39.6840     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6188                 NaN            NaN   7.29771        40.8117       0.583313        39.6885     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.2853       0.311139                 NaN   7.29135        40.8388       0.589535        39.6838     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.5997                 NaN            NaN   7.29439        40.8333       0.588269        39.6844     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.4798       0.120937       0.148475E-004   7.29565        40.8313       0.587812        39.6846     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.5732       0.299911E-001            NaN   7.29817        40.8269       0.586801        39.6850     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6087                 NaN            NaN   7.30220        40.8185       0.584676        39.6859     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6161                 NaN            NaN   7.30723        40.8077       0.581852        39.6871     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6219                 NaN            NaN   7.31186        40.7985       0.579581        39.6881     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6272                 NaN            NaN   7.31649        40.7898       0.577501        39.6890     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6354       0.685411E-004            NaN   7.32330        40.7764       0.574312        39.6905     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6551                 NaN            NaN   7.33416        40.7482       0.568282        39.6942     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6422                 NaN            NaN   7.32744        40.7662       0.572339        39.6918     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6494                 NaN            NaN   7.33407        40.7541       0.569397        39.6930     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.3397       0.296100                 NaN   7.32761        40.7728       0.573350        39.6904     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.9440       0.696555                 NaN   7.33044        40.7660       0.571795        39.6912     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.6884       0.954283                 NaN   7.33251        40.7623       0.570918        39.6916     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.7308       0.913577                 NaN   7.33509        40.7591       0.569769        39.6917     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.29522        3.32920                 NaN   7.32087        40.7894       0.577238        39.6881     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.92708        5.72615                 NaN   7.34200        40.7448       0.566695        39.6933     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.40847        3.21550                 NaN   7.32071        40.7900       0.577355        39.6880     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.42818        3.19579                 NaN   7.32077        40.7899       0.577345        39.6880     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.49331        3.13029                 NaN   7.32056        40.7905       0.577465        39.6879     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.52654        3.09690                 NaN   7.32049        40.7907       0.577512        39.6879     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.55629        3.06701                 NaN   7.32042        40.7909       0.577559        39.6878     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7219                 NaN            NaN   7.39466        40.6375       0.540768        39.7052     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.12405        8.58922                 NaN   7.38876        40.6499       0.544127        39.7040     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7282                 NaN            NaN   7.40105        40.6265       0.538041        39.7062     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7347                 NaN            NaN   7.40632        40.6163       0.535405        39.7073     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7273                 NaN            NaN   7.40268        40.6257       0.538302        39.7060     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7394                 NaN            NaN   7.41136        40.6077       0.533504        39.7080     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7509                 NaN            NaN   7.42000        40.5903       0.528899        39.7099     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7436                 NaN            NaN   7.41615        40.5998       0.531757        39.7087     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7495                 NaN            NaN   7.42098        40.5905       0.529351        39.7097     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7590                 NaN            NaN   7.42814        40.5761       0.525543        39.7113     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7666                 NaN            NaN   7.43437        40.5641       0.522441        39.7125     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7771                 NaN            NaN   7.44213        40.5483       0.518253        39.7142     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7757                 NaN            NaN   7.44190        40.5496       0.518787        39.7140     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.47332        5.24859                 NaN   7.40472        40.6303       0.538157        39.7049     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7914                 NaN            NaN   7.45403        40.5255       0.512472        39.7167     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7979                 NaN            NaN   7.45942        40.5151       0.509809        39.7177     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.77892        4.94881                 NaN   7.41030        40.6210       0.535163        39.7058     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.84099        4.89249                 NaN   7.41547        40.6116       0.532740        39.7067     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.91236        4.82762                 NaN   7.42128        40.6010       0.530007        39.7078     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.99635        4.75110                 NaN   7.42791        40.5888       0.526876        39.7089     
  1070.18        500.000                 NaN            NaN            NaN  0.104204                 NaN            NaN   5.00845        6.58456                 NaN   7.41586        40.6162       0.534395        39.7364     
  1067.67        500.000                 NaN            NaN            NaN  0.363091                 NaN            NaN   5.40807        5.80067                 NaN   7.38445        40.6856       0.553564        39.8045     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.99341        7.78256                 NaN   7.45068        40.5442       0.515498        39.7136     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.78194        8.05409                 NaN   7.49104        40.4542       0.494476        39.7242     
  1060.15        500.000                 NaN            NaN            NaN  0.139090                 NaN            NaN   3.59359        7.97860                 NaN   7.44370        40.5684       0.525301        39.7513     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8582                 NaN            NaN   7.50770        40.4208       0.485575        39.7277     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.7572        1.10588                 NaN   7.51180        40.4130       0.483560        39.7286     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.23236        2.62905                 NaN   7.51144        40.4145       0.484074        39.7285     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.5116        1.36078                 NaN   7.51982        40.3980       0.479617        39.7302     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.8229        1.06051                 NaN   7.52768        40.3818       0.475355        39.7318     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.42120        5.46751                 NaN   7.53150        40.3734       0.473448        39.7329     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.17044        6.71620                 NaN   7.53037        40.3757       0.474343        39.7329     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.85807        7.03699                 NaN   7.53689        40.3628       0.470956        39.7343     
  1037.59        500.000                 NaN            NaN            NaN   1.33374                 NaN            NaN   9.87664                 NaN            NaN   7.33254        40.7862       0.590045        40.0808     
  1035.09        500.000                 NaN            NaN            NaN   1.26397                 NaN            NaN   9.99055                 NaN            NaN   7.34891        40.7518       0.580714        40.0641     
  1032.58        500.000                 NaN            NaN            NaN   1.53238                 NaN            NaN   9.58045                 NaN            NaN   7.30537        40.8419       0.606302        40.1336     
  1030.08        500.000                 NaN            NaN            NaN   1.50564                 NaN            NaN   9.62787                 NaN            NaN   7.31416        40.8231       0.601361        40.1278     
  1027.57        500.000                 NaN            NaN            NaN   1.68974                 NaN            NaN   9.34646                 NaN            NaN   7.28432        40.8849       0.618971        40.1756     
  1025.06        500.000                 NaN            NaN            NaN   1.75591                 NaN            NaN   9.24866                 NaN            NaN   7.27584        40.9021       0.624119        40.1934     
  1022.56        500.000                 NaN            NaN            NaN   1.73582                 NaN            NaN   9.28642                 NaN            NaN   7.28384        40.8850       0.619589        40.1893     
  1020.05        500.000                 NaN            NaN            NaN   1.87381                 NaN            NaN   9.07489                 NaN            NaN   7.26105        40.9319       0.633141        40.2252     
  1017.54        500.000                 NaN            NaN            NaN   1.97994                 NaN            NaN   8.87399                 NaN            NaN   7.22052        41.0240       0.656102        40.2455     
  1015.04        500.000                 NaN            NaN            NaN   2.00764                 NaN            NaN   8.87810                 NaN            NaN   7.24109        40.9659       0.644835        40.2625     
  1012.53        500.000                 NaN            NaN            NaN   2.04139                 NaN            NaN   8.78964                 NaN            NaN   7.21663        41.0303       0.658756        40.2633     
  1010.03        500.000                 NaN            NaN            NaN   2.08924                 NaN            NaN   8.62580                 NaN            NaN   7.15322        41.1791       0.693635        40.2590     
