|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/T13/T13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1957.39        500.000        94.8976        5.07847       0.239122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        94.8728        5.10327       0.239138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        94.8481        5.12801       0.239155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        94.8233        5.15274       0.239172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        94.7987        5.17739       0.239189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        94.7741        5.20198       0.239205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        94.7496        5.22652       0.239222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        94.7251        5.25102       0.239238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        94.7006        5.27545       0.239255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        94.6762        5.29984       0.239271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        94.6519        5.32417       0.239288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        94.6276        5.34845       0.239304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        94.6034        5.37269       0.239321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        94.5792        5.39686       0.239337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        94.1892        5.40659       0.235895E-001  0.380658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        98.9289       0.893540E-002            NaN   1.06220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.3828       0.578250E-003            NaN  0.616648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3873       0.246950E-003            NaN  0.612499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3917                 NaN            NaN  0.608302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3943       0.684662E-002            NaN  0.598813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3925       0.764178E-002            NaN  0.599808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3903       0.295292E-001            NaN  0.580148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.4202                 NaN            NaN  0.579801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4118                 NaN            NaN  0.588168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4164                 NaN            NaN  0.583563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4191                 NaN            NaN  0.580924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4223                 NaN            NaN  0.577732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4248                 NaN            NaN  0.575162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4296                 NaN            NaN  0.570437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4311                 NaN            NaN  0.568916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4348                 NaN            NaN  0.565194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4334                 NaN            NaN  0.566554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4441                 NaN            NaN  0.555897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4415                 NaN            NaN  0.558489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4440                 NaN            NaN  0.555973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4453                 NaN            NaN  0.554677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4481                 NaN            NaN  0.551936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4510                 NaN            NaN  0.549002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4515                 NaN            NaN  0.548465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4546                 NaN            NaN  0.545428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4545                 NaN            NaN  0.545549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4564                 NaN            NaN  0.543637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4623                 NaN            NaN  0.537734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4589                 NaN            NaN  0.541096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4612                 NaN            NaN  0.538845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4606                 NaN            NaN  0.539416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        97.0644                 NaN            NaN   2.88060       0.550332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.8396                 NaN            NaN  0.156562       0.384252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3551                 NaN            NaN  0.626727       0.182016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4503                 NaN            NaN  0.534246       0.154794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3528                 NaN            NaN  0.629042       0.181611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5487                 NaN            NaN  0.438700       0.126199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4474                 NaN            NaN  0.537200       0.154338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4489                 NaN            NaN  0.535813       0.153208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4484                 NaN            NaN  0.536360       0.152858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4467                 NaN            NaN  0.538038       0.152834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4446                 NaN            NaN  0.540117       0.153062E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4464                 NaN            NaN  0.538456       0.151668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4436                 NaN            NaN  0.541184       0.151907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4429                 NaN            NaN  0.541949       0.151659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4410                 NaN            NaN  0.543897       0.151154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4389                 NaN            NaN  0.545987       0.151081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4374                 NaN            NaN  0.547543       0.151050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4363                 NaN            NaN  0.548657       0.150338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4336                 NaN            NaN  0.551374       0.150281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4307                 NaN            NaN  0.554247       0.150361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4300                 NaN            NaN  0.555080       0.149415E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4260                 NaN            NaN  0.559045       0.149778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4237                 NaN            NaN  0.561343       0.149436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4212                 NaN            NaN  0.563872       0.149476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.2599                 NaN            NaN  0.721073       0.189789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5734                 NaN            NaN  0.415799       0.108148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3905                 NaN            NaN  0.594800       0.147121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4330                 NaN            NaN  0.552051       0.149798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4086                 NaN            NaN  0.576626       0.147535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4043                 NaN            NaN  0.580969       0.147800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.1877                 NaN            NaN  0.793405       0.189196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.6018                 NaN            NaN  0.388041       0.101136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3923                 NaN            NaN  0.592915       0.147939E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4071                 NaN            NaN  0.578584       0.143477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.8707                 NaN            NaN  0.126143       0.314594E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        98.8785                 NaN            NaN   1.09474       0.267764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3809                 NaN            NaN  0.604490       0.146531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3751                 NaN            NaN  0.610189       0.146878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3700                 NaN            NaN  0.615312       0.147110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3598                 NaN            NaN  0.625320       0.148353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3684                 NaN            NaN  0.617076       0.145186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3983                 NaN            NaN  0.587928       0.137830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3130                 NaN            NaN  0.671458       0.155870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3502                 NaN            NaN  0.635151       0.146384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3439                 NaN            NaN  0.641435       0.146723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3415                 NaN            NaN  0.643825       0.146351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3364                 NaN            NaN  0.649009       0.146403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3299                 NaN            NaN  0.655407       0.146974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3304                 NaN            NaN  0.654960       0.146032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3522                 NaN            NaN  0.633749       0.140550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2911                 NaN            NaN  0.693667       0.152408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3164                 NaN            NaN  0.669037       0.146021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3108                 NaN            NaN  0.674563       0.146359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3065                 NaN            NaN  0.678847       0.146472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3032                 NaN            NaN  0.682179       0.146189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2982                 NaN            NaN  0.687136       0.146425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2950                 NaN            NaN  0.690401       0.146314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2914                 NaN            NaN  0.693972       0.146273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2866                 NaN            NaN  0.698773       0.146539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2832                 NaN            NaN  0.702162       0.146407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        98.9722                 NaN            NaN   1.00696       0.208640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.5994                 NaN            NaN  0.392507       0.810064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.8686                 NaN            NaN  0.128527       0.288360E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.6649                 NaN            NaN   1.30854       0.266123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2644                 NaN            NaN  0.720877       0.146903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2656                 NaN            NaN  0.719794       0.145829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.8618                 NaN            NaN  0.135401       0.283438E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        98.6654                 NaN            NaN   1.30817       0.263845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2566                 NaN            NaN  0.728754       0.146534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2378                 NaN            NaN  0.747217       0.150011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.9288                 NaN            NaN  0.697844E-001  0.140254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        98.5931                 NaN            NaN   1.37924       0.276465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2556                 NaN            NaN  0.729877       0.145324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2485                 NaN            NaN  0.736824       0.146619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2476                 NaN            NaN  0.737773       0.146472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2475                 NaN            NaN  0.737839       0.146408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.0997                 NaN            NaN  0.257322                 NaN   1.64300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        97.8002                 NaN            NaN  0.106212                 NaN   2.09363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        97.8317                 NaN            NaN  0.102983                 NaN   2.06535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        97.8990                 NaN            NaN  0.973859E-001            NaN   2.00364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        97.9308                 NaN            NaN  0.980052E-001            NaN   1.97124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        97.9796                 NaN            NaN  0.918066E-001            NaN   1.92863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.0140                 NaN            NaN  0.891901E-001            NaN   1.89678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.0517                 NaN            NaN  0.823012E-001            NaN   1.86597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.0947                 NaN            NaN  0.813169E-001            NaN   1.82400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.1221                 NaN            NaN  0.735723E-001            NaN   1.80437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.1688                 NaN            NaN  0.754429E-001            NaN   1.75579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.1981                 NaN            NaN  0.698447E-001            NaN   1.73208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.2322                 NaN            NaN  0.671540E-001            NaN   1.70068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2645                 NaN            NaN  0.642314E-001            NaN   1.67128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2973                 NaN            NaN  0.631683E-001            NaN   1.63958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3231                 NaN            NaN  0.553154E-001            NaN   1.62155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3526                 NaN            NaN  0.573400E-001            NaN   1.59010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3891                 NaN            NaN  0.514279E-001            NaN   1.55943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4098                 NaN            NaN  0.473282E-001            NaN   1.54283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4400                 NaN            NaN  0.464792E-001            NaN   1.51356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4616                 NaN            NaN  0.425222E-001            NaN   1.49588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4916                 NaN            NaN  0.399342E-001            NaN   1.46849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5127                 NaN            NaN  0.347134E-001            NaN   1.45260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5375                 NaN            NaN  0.335026E-001            NaN   1.42897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5601                 NaN            NaN  0.297528E-001            NaN   1.41018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5828                 NaN            NaN  0.275543E-001            NaN   1.38961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6051                 NaN            NaN  0.245040E-001            NaN   1.37036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6234                 NaN            NaN  0.220189E-001            NaN   1.35455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6497                 NaN            NaN  0.198984E-001            NaN   1.33040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6642                 NaN            NaN  0.146986E-001            NaN   1.32110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6860                 NaN            NaN  0.137278E-001            NaN   1.30027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7022                 NaN            NaN  0.905375E-002            NaN   1.28879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7247                 NaN            NaN  0.126187E-001            NaN   1.26264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7415                 NaN            NaN  0.408310E-002            NaN   1.25437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7570                 NaN            NaN  0.900166E-002            NaN   1.23403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7747                 NaN            NaN  0.147218E-001            NaN   1.21062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7918                 NaN            NaN            NaN            NaN   1.20819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.5908                 NaN            NaN  0.797595E-001            NaN   1.32946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0511                 NaN            NaN  0.315060E-001            NaN  0.917349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8359                 NaN            NaN            NaN            NaN   1.16415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8556                 NaN            NaN            NaN            NaN   1.14440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8647                 NaN            NaN            NaN            NaN   1.13530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8837                 NaN            NaN  0.842589E-004            NaN   1.11618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8934                 NaN            NaN            NaN            NaN   1.10665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9148                 NaN            NaN            NaN            NaN   1.08517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9226                 NaN            NaN            NaN            NaN   1.07744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9383                 NaN            NaN            NaN            NaN   1.06171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9472                 NaN            NaN            NaN            NaN   1.05283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9607                 NaN            NaN            NaN            NaN   1.03934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9751                 NaN            NaN            NaN            NaN   1.02493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9840                 NaN            NaN  0.472624E-005            NaN   1.01601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9974                 NaN            NaN            NaN            NaN   1.00259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9832                 NaN            NaN            NaN            NaN  0.867256       0.149592                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.8989                 NaN            NaN            NaN            NaN  0.355750       0.745356                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.8340                 NaN            NaN            NaN            NaN  0.933946E-001   1.07263                 NaN            NaN            NaN            NaN            NaN            NaN
