|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/Y98/Y98_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1198.72        500.000                 NaN  100.0000                 NaN            NaN            NaN  0.747185E-005  0.252374E-004  0.212546E-005  0.118799E-004            NaN
  1197.58        500.000                 NaN   94.0270       0.161900                 NaN            NaN  0.494148       0.257546       0.476046E-001   2.33488        2.67693     
  1196.43        500.000                 NaN   91.0128       0.324226        1.47209                 NaN  0.707917                 NaN  0.513831E-001   3.38668        3.04494     
  1195.28        500.000                 NaN   89.5289       0.701563       0.139283E-001  0.948723       0.866368                 NaN  0.429190E-001   3.91346        3.98410     
  1194.13        500.000                 NaN   91.5540        1.10207                 NaN            NaN  0.610185                 NaN  0.641879E-001   3.31342        3.35616     
  1192.98        500.000                 NaN   99.9999       0.130658E-004            NaN            NaN  0.860785E-005  0.122817E-005            NaN  0.420942E-004  0.421465E-004
  1191.83        500.000                 NaN   61.5381        4.97711                 NaN            NaN   2.99053                 NaN  0.192144        15.2449        15.0572     
  1190.68        500.000                 NaN            NaN   11.4748                 NaN            NaN   7.29281                 NaN  0.572231        40.9187        39.7414     
  1189.53        500.000                 NaN            NaN   11.4748                 NaN            NaN   7.29319                 NaN  0.572125        40.9185        39.7414     
  1188.39        500.000                 NaN            NaN   11.4753                 NaN            NaN   7.29374                 NaN  0.571922        40.9176        39.7415     
  1187.24        500.000                 NaN            NaN   11.4758                 NaN            NaN   7.29434                 NaN  0.571679        40.9166        39.7416     
  1186.09        500.000                 NaN            NaN   10.8491       0.634235                 NaN   7.30630                 NaN  0.567555        40.9003        39.7425     
  1184.94        500.000                 NaN            NaN   10.7376       0.744636                 NaN   7.30490                 NaN  0.568057        40.9024        39.7424     
  1183.79        500.000                 NaN            NaN   10.7365       0.745773                 NaN   7.30489                 NaN  0.568062        40.9024        39.7424     
  1182.64        500.000                 NaN            NaN   11.2563                 NaN            NaN   7.28380       0.149538       0.580700        40.9485        39.7811     
  1181.49        500.000                 NaN            NaN   11.5111                 NaN            NaN   7.33449                 NaN  0.555973        40.8514        39.7470     
  1180.35        500.000                 NaN            NaN   10.6919       0.789972                 NaN   7.30432                 NaN  0.568263        40.9032        39.7423     
  1179.20        500.000                 NaN            NaN   11.4893                 NaN            NaN   7.31438                 NaN  0.564664        40.8884        39.7433     
  1178.05        500.000                 NaN            NaN   11.4998                 NaN            NaN   7.32404                 NaN  0.560489        40.8706        39.7451     
  1176.90        500.000                 NaN            NaN   11.4998                 NaN            NaN   7.32406                 NaN  0.560479        40.8706        39.7451     
  1175.75        500.000                 NaN            NaN   11.4891       0.145801E-003            NaN   7.31438                 NaN  0.564663        40.8884        39.7433     
  1174.60        500.000                 NaN            NaN   11.2395       0.473993E-003            NaN   7.28163       0.160044       0.581832        40.9528        39.7837     
  1173.45        500.000                 NaN            NaN   11.4893       0.317364E-005            NaN   7.31438                 NaN  0.564664        40.8884        39.7433     
  1172.30        500.000                 NaN            NaN   11.4893       0.330242E-005            NaN   7.31438                 NaN  0.564664        40.8884        39.7433     
  1171.16        500.000                 NaN            NaN   11.5111       0.386233E-005            NaN   7.33449                 NaN  0.555971        40.8514        39.7470     
  1170.01        500.000                 NaN            NaN   11.5111       0.404695E-005            NaN   7.33449                 NaN  0.555971        40.8514        39.7470     
  1168.86        500.000                 NaN            NaN   11.5111                 NaN            NaN   7.33450                 NaN  0.555971        40.8514        39.7470     
  1167.71        500.000                 NaN            NaN   11.5111                 NaN            NaN   7.33451                 NaN  0.555963        40.8514        39.7470     
  1166.56        500.000                 NaN            NaN   11.5112                 NaN            NaN   7.33459                 NaN  0.555933        40.8513        39.7470     
  1165.41        500.000                 NaN            NaN   11.5293                 NaN            NaN   7.35509                 NaN  0.548364        40.8174        39.7498     
  1164.26        500.000                 NaN            NaN   11.5284                 NaN            NaN   7.35677                 NaN  0.547669        40.8178        39.7494     
  1163.11        500.000                 NaN            NaN   11.5291                 NaN            NaN   7.35484                 NaN  0.548519        40.8178        39.7497     
  1161.97        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538820        40.7801        39.7534     
  1160.82        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538820        40.7801        39.7534     
  1159.67        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538820        40.7801        39.7534     
  1158.52        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37562                 NaN  0.538820        40.7801        39.7534     
  1157.37        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37558                 NaN  0.538838        40.7802        39.7534     
  1156.22        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538816        40.7801        39.7534     
  1155.07        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1153.93        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538819        40.7801        39.7534     
  1152.78        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1151.63        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538816        40.7801        39.7534     
  1150.48        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538816        40.7801        39.7534     
  1149.33        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538816        40.7801        39.7534     
  1148.18        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538816        40.7801        39.7534     
  1147.03        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538816        40.7801        39.7534     
  1145.88        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538816        40.7801        39.7534     
  1144.74        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1143.59        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1142.44        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1141.29        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1140.14        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1138.99        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1137.84        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1136.69        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1135.55        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1134.40        500.000                 NaN            NaN   11.5520                 NaN            NaN   7.37563                 NaN  0.538815        40.7801        39.7534     
  1133.25        500.000                 NaN            NaN   11.5603                 NaN            NaN   7.38309                 NaN  0.535447        40.7664        39.7548     
  1132.10        500.000                 NaN            NaN   11.5603                 NaN            NaN   7.38309                 NaN  0.535449        40.7664        39.7548     
  1130.95        500.000                 NaN            NaN   11.5603                 NaN            NaN   7.38309                 NaN  0.535449        40.7664        39.7548     
  1129.80        500.000                 NaN            NaN   11.5603                 NaN            NaN   7.38309                 NaN  0.535449        40.7664        39.7548     
  1128.65        500.000                 NaN            NaN   11.5603                 NaN            NaN   7.38309                 NaN  0.535449        40.7664        39.7548     
  1127.51        500.000                 NaN            NaN   11.5603                 NaN            NaN   7.38309                 NaN  0.535449        40.7664        39.7548     
  1126.36        500.000                 NaN            NaN   11.5603                 NaN            NaN   7.38309                 NaN  0.535450        40.7664        39.7548     
  1125.21        500.000                 NaN            NaN   11.5603                 NaN            NaN   7.38309                 NaN  0.535448        40.7664        39.7548     
  1124.06        500.000                 NaN            NaN   11.5603                 NaN            NaN   7.38309                 NaN  0.535448        40.7664        39.7548     
  1122.91        500.000                 NaN            NaN   11.5603                 NaN            NaN   7.38309                 NaN  0.535448        40.7664        39.7548     
  1121.76        500.000                 NaN            NaN   11.5604                 NaN            NaN   7.38317                 NaN  0.535416        40.7662        39.7548     
  1120.61        500.000                 NaN            NaN   11.5604                 NaN            NaN   7.38316                 NaN  0.535420        40.7663        39.7548     
  1119.46        500.000                 NaN            NaN   11.5604                 NaN            NaN   7.38316                 NaN  0.535419        40.7663        39.7548     
  1118.32        500.000                 NaN            NaN   11.5604                 NaN            NaN   7.38316                 NaN  0.535418        40.7663        39.7548     
  1117.17        500.000                 NaN            NaN   11.5745                 NaN            NaN   7.39575                 NaN  0.529833        40.7429        39.7570     
  1116.02        500.000                 NaN            NaN   9.83830        1.73282                 NaN   7.39421                 NaN  0.530730        40.7475        39.7564     
  1114.87        500.000                 NaN            NaN   9.83830        1.73282                 NaN   7.39421                 NaN  0.530730        40.7475        39.7564     
  1113.72        500.000                 NaN            NaN   9.83830        1.73282                 NaN   7.39421                 NaN  0.530730        40.7475        39.7564     
  1112.57        500.000                 NaN            NaN   9.83830        1.73282                 NaN   7.39421                 NaN  0.530730        40.7475        39.7564     
  1111.42        500.000                 NaN            NaN   9.83655        1.73457                 NaN   7.39422                 NaN  0.530727        40.7475        39.7564     
  1110.27        500.000                 NaN            NaN   9.83655        1.73457                 NaN   7.39422                 NaN  0.530727        40.7475        39.7565     
  1109.13        500.000                 NaN            NaN   9.83655        1.73457                 NaN   7.39422                 NaN  0.530727        40.7475        39.7564     
  1107.98        500.000                 NaN            NaN   9.83655        1.73457                 NaN   7.39422                 NaN  0.530727        40.7475        39.7564     
  1106.83        500.000                 NaN            NaN   11.5943                 NaN            NaN   7.41323                 NaN  0.521871        40.7105        39.7601     
  1105.68        500.000                 NaN            NaN   11.6128                 NaN            NaN   7.42892                 NaN  0.514505        40.6806        39.7632     
  1104.53        500.000                 NaN            NaN   11.6147                 NaN            NaN   7.43056                 NaN  0.513741        40.6776        39.7635     
  1103.38        500.000                 NaN            NaN   11.6166                 NaN            NaN   7.43225                 NaN  0.512950        40.6745        39.7638     
  1102.23        500.000                 NaN            NaN   11.6185       0.523524E-004            NaN   7.43396                 NaN  0.512147        40.6713        39.7641     
  1101.09        500.000                 NaN            NaN   11.6205                 NaN            NaN   7.43570                 NaN  0.511331        40.6681        39.7644     
  1099.94        500.000                 NaN            NaN   11.6225                 NaN            NaN   7.43746                 NaN  0.510501        40.6648        39.7647     
  1098.79        500.000                 NaN            NaN   2.32645        9.29813                 NaN   7.43928                 NaN  0.509643        40.6615        39.7650     
  1097.64        500.000                 NaN            NaN   11.6267       0.392036E-005            NaN   7.44111                 NaN  0.508771        40.6580        39.7654     
  1096.49        500.000                 NaN            NaN   11.6288       0.393210E-005            NaN   7.44298                 NaN  0.507883        40.6546        39.7657     
  1095.34        500.000                 NaN            NaN   11.6309                 NaN            NaN   7.44476                 NaN  0.507035        40.6513        39.7661     
  1094.19        500.000                 NaN            NaN   11.6331                 NaN            NaN   7.44666                 NaN  0.506128        40.6477        39.7664     
  1093.04        500.000                 NaN            NaN   11.6353                 NaN            NaN   7.44859                 NaN  0.505206        40.6441        39.7668     
  1091.90        500.000                 NaN            NaN   11.6376                 NaN            NaN   7.45055                 NaN  0.504265        40.6404        39.7671     
  1090.75        500.000                 NaN            NaN   11.6405                 NaN            NaN   7.45294                 NaN  0.503115        40.6359        39.7676     
  1089.60        500.000                 NaN            NaN   11.6424                 NaN            NaN   7.45465                 NaN  0.502294        40.6328        39.7679     
  1088.45        500.000                 NaN            NaN   1.23611        10.4154                 NaN   7.46184                 NaN  0.498851        40.6184        39.7694     
  1087.30        500.000                 NaN            NaN   11.6475                 NaN            NaN   7.45892                 NaN  0.500228        40.6246        39.7688     
  1086.15        500.000                 NaN            NaN   7.05333        4.54594                 NaN   7.41997                 NaN  0.519086        40.7005        39.7612     
  1085.00        500.000                 NaN            NaN   7.05323        4.54603                 NaN   7.41997                 NaN  0.519086        40.7005        39.7612     
  1083.85        500.000                 NaN            NaN   11.6616                 NaN            NaN   7.46991                 NaN  0.495145        40.6018        39.7715     
  1082.71        500.000                 NaN            NaN   11.6666                 NaN            NaN   7.47068                 NaN  0.493349        40.5975        39.7719     
  1081.56        500.000                 NaN            NaN   11.6684                 NaN            NaN   7.47589                 NaN  0.492001        40.5913        39.7724     
  1080.41        500.000                 NaN            NaN   11.6639                 NaN            NaN   7.47264                 NaN  0.493538        40.5985        39.7714     
  1079.26        500.000                 NaN            NaN   7.05338        4.54589                 NaN   7.41997                 NaN  0.519085        40.7005        39.7612     
  1078.11        500.000                 NaN            NaN   11.6701                 NaN            NaN   7.47775                 NaN  0.491032        40.5888        39.7724     
  1076.96        500.000                 NaN            NaN   11.6676       0.576369E-002            NaN   7.48049                 NaN  0.489683        40.5835        39.7729     
  1075.81        500.000                 NaN            NaN   11.6674       0.944863E-002            NaN   7.48331                 NaN  0.488292        40.5781        39.7735     
  1074.67        500.000                 NaN            NaN   11.4903       0.193455                 NaN   7.48887                 NaN  0.485559        40.5671        39.7746     
  1073.52        500.000                 NaN            NaN   11.6482       0.362677E-001            NaN   7.48957                 NaN  0.485210        40.5661        39.7747     
  1072.37        500.000                 NaN            NaN   11.6758       0.121890E-001            NaN   7.49242                 NaN  0.483784        40.5605        39.7753     
  1071.22        500.000                 NaN            NaN   11.6799       0.123605E-001            NaN   7.49581                 NaN  0.482110        40.5539        39.7760     
  1070.07        500.000                 NaN            NaN   11.6949                 NaN            NaN   7.49798                 NaN  0.481016        40.5497        39.7764     
  1068.92        500.000                 NaN            NaN   11.6974                 NaN            NaN   7.50008                 NaN  0.479971        40.5457        39.7768     
  1067.77        500.000                 NaN            NaN   11.6997                 NaN            NaN   7.50194                 NaN  0.479008        40.5421        39.7772     
  1066.62        500.000                 NaN            NaN   11.6971                 NaN            NaN   7.50063       0.142275E-003  0.480069        40.5451        39.7770     
  1065.48        500.000                 NaN            NaN   11.6918                 NaN            NaN   7.49741                 NaN  0.482223        40.5527        39.7759     
  1064.33        500.000                 NaN            NaN   11.6907                 NaN            NaN   7.49707                 NaN  0.482625        40.5538        39.7757     
  1063.18        500.000                 NaN            NaN   11.6682                 NaN            NaN   7.49642       0.162075E-001  0.483211        40.5556        39.7803     
  1062.03        500.000                 NaN            NaN   11.6356                 NaN            NaN   7.49536       0.398511E-001  0.484035        40.5583        39.7869     
  1060.88        500.000                 NaN            NaN   11.5973                 NaN            NaN   7.49377       0.671946E-001  0.485167        40.5620        39.7945     
  1059.73        500.000                 NaN            NaN   11.5517                 NaN            NaN   7.49146       0.994321E-001  0.486718        40.5672        39.8034     
  1058.58        500.000                 NaN            NaN   11.3863                 NaN            NaN   7.48896       0.223928       0.488366        40.5730        39.8395     
  1057.43        500.000                 NaN            NaN   11.3166                 NaN            NaN   7.48423       0.272140       0.491332        40.5832        39.8525     
  1056.29        500.000                 NaN            NaN   11.3272                 NaN            NaN   7.47599       0.254423       0.496373        40.6007        39.8453     
  1055.14        500.000                 NaN            NaN   11.1901                 NaN            NaN   7.46469       0.347349       0.503193        40.6246        39.8700     
  1053.99        500.000                 NaN            NaN   10.8937       0.117613E-004            NaN   7.44870       0.557999       0.512745        40.6584        39.9284     
  1052.84        500.000                 NaN            NaN   10.6466                 NaN            NaN   7.42578       0.723121       0.526359        40.7064        39.9718     
  1051.69        500.000                 NaN            NaN  0.142492E-002   10.5037                 NaN   7.41316       0.818040       0.533910        40.7329        39.9968     
  1050.54        500.000                 NaN            NaN  0.193706E-002   10.0714                 NaN   7.37011        1.10341       0.559316        40.8227        40.0712     
  1049.39        500.000                 NaN            NaN  0.165338E-002   9.86701                 NaN   7.35007        1.23895       0.571211        40.8645        40.1066     
  1048.25        500.000                 NaN            NaN  0.100304E-002   9.74001                 NaN   7.33797        1.32394       0.578431        40.8896        40.1290     
  1047.10        500.000                 NaN            NaN   9.63127                 NaN            NaN   7.32766        1.39709       0.584604        40.9111        40.1483     
  1045.95        500.000                 NaN            NaN   9.53481                 NaN            NaN   7.31867        1.46147       0.589998        40.9298        40.1653     
  1044.80        500.000                 NaN            NaN   9.44816                 NaN            NaN   7.31066        1.51936       0.594818        40.9464        40.1806     
  1043.65        500.000                 NaN            NaN   9.38395                 NaN            NaN   7.30506        1.56265       0.598216        40.9579        40.1922     
  1042.50        500.000                 NaN            NaN   9.32035                 NaN            NaN   7.29946        1.60547       0.601611        40.9695        40.2036     
  1041.35        500.000                 NaN            NaN   9.26065                 NaN            NaN   7.29425        1.64572       0.604780        40.9802        40.2144     
  1040.20        500.000                 NaN            NaN   9.20427                 NaN            NaN   7.28937        1.68376       0.607757        40.9903        40.2246     
  1039.06        500.000                 NaN            NaN   8.19361                 NaN            NaN   7.20369        2.36741       0.660724        41.1653        40.4093     
  1037.91        500.000                 NaN            NaN   8.19385                 NaN            NaN   7.20371        2.36725       0.660710        41.1652        40.4092     
  1036.76        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1035.61        500.000                 NaN            NaN   8.19365                 NaN            NaN   7.20369        2.36738       0.660721        41.1653        40.4093     
  1034.46        500.000                 NaN            NaN   8.19363                 NaN            NaN   7.20369        2.36740       0.660722        41.1653        40.4093     
  1033.31        500.000                 NaN            NaN   8.19361                 NaN            NaN   7.20369        2.36741       0.660723        41.1653        40.4093     
  1032.16        500.000                 NaN            NaN   8.87518                 NaN            NaN   7.26146        1.90657       0.624867        41.0473        40.2846     
  1031.01        500.000                 NaN            NaN   8.19420                 NaN            NaN   7.20373        2.36700       0.660698        41.1652        40.4092     
  1029.87        500.000                 NaN            NaN   8.19361                 NaN            NaN   7.20369        2.36741       0.660723        41.1653        40.4093     
  1028.72        500.000                 NaN            NaN   8.19361                 NaN            NaN   7.20369        2.36741       0.660723        41.1653        40.4093     
  1027.57        500.000                 NaN            NaN   8.19364                 NaN            NaN   7.20369        2.36739       0.660722        41.1653        40.4093     
  1026.42        500.000                 NaN            NaN   8.19366                 NaN            NaN   7.20369        2.36738       0.660721        41.1653        40.4093     
  1025.27        500.000                 NaN            NaN   8.19427                 NaN            NaN   7.20370        2.36689       0.660725        41.1653        40.4091     
  1024.12        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1022.97        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1021.83        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1020.68        500.000                 NaN            NaN   8.19362                 NaN            NaN   7.20369        2.36740       0.660724        41.1653        40.4093     
  1019.53        500.000                 NaN            NaN   8.19362                 NaN            NaN   7.20369        2.36740       0.660724        41.1653        40.4093     
  1018.38        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1017.23        500.000                 NaN            NaN   8.19416                 NaN            NaN   7.20374        2.36704       0.660697        41.1652        40.4092     
  1016.08        500.000                 NaN            NaN   8.19360                 NaN            NaN   7.20369        2.36741       0.660723        41.1653        40.4093     
  1014.93        500.000                 NaN            NaN   8.19360                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1013.78        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1012.64        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1011.49        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1010.34        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1009.19        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1008.04        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1006.89        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1005.74        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1004.59        500.000                 NaN            NaN   8.19357                 NaN            NaN   7.20369        2.36744       0.660724        41.1653        40.4093     
  1003.45        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1002.30        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
  1001.15        500.000                 NaN            NaN   8.19357                 NaN            NaN   7.20368        2.36743       0.660726        41.1653        40.4093     
  1000.00        500.000                 NaN            NaN   8.19359                 NaN            NaN   7.20369        2.36742       0.660724        41.1653        40.4093     
