|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/Y98/Y98_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1201.02        500.000                 NaN   90.1683        1.32745       0.189103E-004            NaN  0.818856                 NaN  0.261175E-001   3.75391        3.90533     
  1199.87        500.000                 NaN   86.6005        1.39862                 NaN            NaN   1.03655                 NaN  0.559433E-001   5.36688        5.54148     
  1198.72        500.000                 NaN  100.0000                 NaN            NaN            NaN  0.664317E-005  0.142775E-004  0.110147E-005  0.114060E-004            NaN
  1197.58        500.000                 NaN   94.4612       0.108091                 NaN            NaN  0.441627       0.146452       0.247977E-001   2.25388        2.56393     
  1196.43        500.000                 NaN   91.9058       0.218931        1.00663                 NaN  0.634745                 NaN  0.268532E-001   3.28108        2.92601     
  1195.28        500.000                 NaN   90.4628       0.475914       0.941130E-002  0.635217       0.776367                 NaN  0.224164E-001   3.79148        3.82635     
  1194.13        500.000                 NaN   92.2355       0.766758                 NaN            NaN  0.545202                 NaN  0.334268E-001   3.20514        3.21395     
  1192.98        500.000                 NaN   99.9999       0.876390E-005            NaN            NaN  0.763437E-005  0.692894E-006            NaN  0.404340E-004  0.400638E-004
  1191.83        500.000                 NaN   63.7395        3.45161                 NaN            NaN   2.74246                 NaN  0.102695        15.1638        14.7999     
  1190.68        500.000                 NaN            NaN   8.42690                 NaN            NaN   7.05226                 NaN  0.322500        43.0068        41.1916     
  1189.53        500.000                 NaN            NaN   8.42614                 NaN            NaN   7.05263                 NaN  0.322436        43.0062        41.1926     
  1188.39        500.000                 NaN            NaN   8.42640                 NaN            NaN   7.05313                 NaN  0.322315        43.0047        41.1934     
  1187.24        500.000                 NaN            NaN   8.42669                 NaN            NaN   7.05368                 NaN  0.322172        43.0031        41.1943     
  1186.09        500.000                 NaN            NaN   7.97046       0.463030                 NaN   7.06521                 NaN  0.319841        42.9854        41.1961     
  1184.94        500.000                 NaN            NaN   7.88862       0.543616                 NaN   7.06382                 NaN  0.320118        42.9871        41.1968     
  1183.79        500.000                 NaN            NaN   7.88758       0.544432                 NaN   7.06378                 NaN  0.320115        42.9865        41.1976     
  1182.64        500.000                 NaN            NaN   8.27023                 NaN            NaN   7.04291       0.919784E-001  0.327209        43.0318        41.2359     
  1181.49        500.000                 NaN            NaN   8.45889                 NaN            NaN   7.09233                 NaN  0.313290        42.9316        41.2039     
  1180.35        500.000                 NaN            NaN   7.85430       0.576654                 NaN   7.06314                 NaN  0.320209        42.9858        41.1999     
  1179.20        500.000                 NaN            NaN   8.43818                 NaN            NaN   7.07280                 NaN  0.318174        42.9693        41.2015     
  1178.05        500.000                 NaN            NaN   8.44771                 NaN            NaN   7.08212                 NaN  0.315815        42.9501        41.2042     
  1176.90        500.000                 NaN            NaN   8.44752                 NaN            NaN   7.08211                 NaN  0.315804        42.9496        41.2050     
  1175.75        500.000                 NaN            NaN   8.43743       0.107745E-003            NaN   7.07271                 NaN  0.318155        42.9677        41.2039     
  1174.60        500.000                 NaN            NaN   8.25656       0.343838E-003            NaN   7.04057       0.984243E-001  0.327801        43.0323        41.2440     
  1173.45        500.000                 NaN            NaN   8.43710       0.234498E-005            NaN   7.07265                 NaN  0.318143        42.9666        41.2055     
  1172.30        500.000                 NaN            NaN   8.43689       0.244065E-005            NaN   7.07262                 NaN  0.318136        42.9660        41.2063     
  1171.16        500.000                 NaN            NaN   8.45696       0.285524E-005            NaN   7.09206                 NaN  0.313234        42.9267        41.2110     
  1170.01        500.000                 NaN            NaN   8.45675       0.299272E-005            NaN   7.09203                 NaN  0.313228        42.9262        41.2118     
  1168.86        500.000                 NaN            NaN   8.45654                 NaN            NaN   7.09200                 NaN  0.313221        42.9256        41.2126     
  1167.71        500.000                 NaN            NaN   8.45634                 NaN            NaN   7.09198                 NaN  0.313211        42.9250        41.2134     
  1166.56        500.000                 NaN            NaN   8.45620                 NaN            NaN   7.09202                 NaN  0.313188        42.9244        41.2142     
  1165.41        500.000                 NaN            NaN   8.47489                 NaN            NaN   7.11170                 NaN  0.308913        42.8873        41.2172     
  1164.26        500.000                 NaN            NaN   8.47278                 NaN            NaN   7.11334                 NaN  0.308517        42.8875        41.2179     
  1163.11        500.000                 NaN            NaN   8.47437                 NaN            NaN   7.11139                 NaN  0.308988        42.8865        41.2187     
  1161.97        500.000                 NaN            NaN   8.49439                 NaN            NaN   7.13153                 NaN  0.303521        42.8468        41.2238     
  1160.82        500.000                 NaN            NaN   8.49418                 NaN            NaN   7.13150                 NaN  0.303516        42.8463        41.2246     
  1159.67        500.000                 NaN            NaN   8.49396                 NaN            NaN   7.13147                 NaN  0.303510        42.8457        41.2254     
  1158.52        500.000                 NaN            NaN   8.49375                 NaN            NaN   7.13143                 NaN  0.303504        42.8452        41.2261     
  1157.37        500.000                 NaN            NaN   8.49350                 NaN            NaN   7.13136                 NaN  0.303508        42.8447        41.2269     
  1156.22        500.000                 NaN            NaN   8.49333                 NaN            NaN   7.13138                 NaN  0.303490        42.8441        41.2277     
  1155.07        500.000                 NaN            NaN   8.49312                 NaN            NaN   7.13135                 NaN  0.303484        42.8435        41.2285     
  1153.93        500.000                 NaN            NaN   8.49290                 NaN            NaN   7.13131                 NaN  0.303480        42.8430        41.2293     
  1152.78        500.000                 NaN            NaN   8.49269                 NaN            NaN   7.13129                 NaN  0.303472        42.8424        41.2301     
  1151.63        500.000                 NaN            NaN   8.49248                 NaN            NaN   7.13126                 NaN  0.303466        42.8419        41.2309     
  1150.48        500.000                 NaN            NaN   8.49226                 NaN            NaN   7.13123                 NaN  0.303461        42.8413        41.2317     
  1149.33        500.000                 NaN            NaN   8.49205                 NaN            NaN   7.13120                 NaN  0.303455        42.8408        41.2325     
  1148.18        500.000                 NaN            NaN   8.49184                 NaN            NaN   7.13117                 NaN  0.303449        42.8403        41.2333     
  1147.03        500.000                 NaN            NaN   8.49162                 NaN            NaN   7.13114                 NaN  0.303443        42.8397        41.2341     
  1145.88        500.000                 NaN            NaN   8.49141                 NaN            NaN   7.13111                 NaN  0.303437        42.8392        41.2349     
  1144.74        500.000                 NaN            NaN   8.49120                 NaN            NaN   7.13108                 NaN  0.303431        42.8386        41.2357     
  1143.59        500.000                 NaN            NaN   8.49099                 NaN            NaN   7.13105                 NaN  0.303426        42.8381        41.2365     
  1142.44        500.000                 NaN            NaN   8.49077                 NaN            NaN   7.13102                 NaN  0.303420        42.8375        41.2373     
  1141.29        500.000                 NaN            NaN   8.49056                 NaN            NaN   7.13099                 NaN  0.303414        42.8370        41.2380     
  1140.14        500.000                 NaN            NaN   8.49035                 NaN            NaN   7.13096                 NaN  0.303408        42.8365        41.2388     
  1138.99        500.000                 NaN            NaN   8.49013                 NaN            NaN   7.13093                 NaN  0.303402        42.8359        41.2396     
  1137.84        500.000                 NaN            NaN   8.48992                 NaN            NaN   7.13090                 NaN  0.303397        42.8354        41.2404     
  1136.69        500.000                 NaN            NaN   8.48971                 NaN            NaN   7.13087                 NaN  0.303391        42.8348        41.2412     
  1135.55        500.000                 NaN            NaN   8.48949                 NaN            NaN   7.13084                 NaN  0.303385        42.8343        41.2420     
  1134.40        500.000                 NaN            NaN   8.48928                 NaN            NaN   7.13081                 NaN  0.303379        42.8337        41.2428     
  1133.25        500.000                 NaN            NaN   8.49702                 NaN            NaN   7.13798                 NaN  0.301476        42.8187        41.2449     
  1132.10        500.000                 NaN            NaN   8.49680                 NaN            NaN   7.13795                 NaN  0.301471        42.8181        41.2457     
  1130.95        500.000                 NaN            NaN   8.49659                 NaN            NaN   7.13792                 NaN  0.301466        42.8176        41.2465     
  1129.80        500.000                 NaN            NaN   8.49638                 NaN            NaN   7.13788                 NaN  0.301460        42.8170        41.2472     
  1128.65        500.000                 NaN            NaN   8.49616                 NaN            NaN   7.13786                 NaN  0.301455        42.8165        41.2480     
  1127.51        500.000                 NaN            NaN   8.49595                 NaN            NaN   7.13783                 NaN  0.301449        42.8160        41.2488     
  1126.36        500.000                 NaN            NaN   8.49574                 NaN            NaN   7.13780                 NaN  0.301443        42.8154        41.2496     
  1125.21        500.000                 NaN            NaN   8.49553                 NaN            NaN   7.13777                 NaN  0.301436        42.8149        41.2504     
  1124.06        500.000                 NaN            NaN   8.49532                 NaN            NaN   7.13774                 NaN  0.301431        42.8143        41.2512     
  1122.91        500.000                 NaN            NaN   8.49510                 NaN            NaN   7.13771                 NaN  0.301425        42.8138        41.2520     
  1121.76        500.000                 NaN            NaN   8.49496                 NaN            NaN   7.13775                 NaN  0.301401        42.8131        41.2528     
  1120.61        500.000                 NaN            NaN   8.49474                 NaN            NaN   7.13771                 NaN  0.301398        42.8126        41.2536     
  1119.46        500.000                 NaN            NaN   8.49453                 NaN            NaN   7.13769                 NaN  0.301392        42.8120        41.2544     
  1118.32        500.000                 NaN            NaN   8.49432                 NaN            NaN   7.13766                 NaN  0.301385        42.8115        41.2551     
  1117.17        500.000                 NaN            NaN   8.50866                 NaN            NaN   7.14971                 NaN  0.298232        42.7857        41.2577     
  1116.02        500.000                 NaN            NaN   7.23663        1.26766                 NaN   7.14826                 NaN  0.298734        42.7904        41.2583     
  1114.87        500.000                 NaN            NaN   7.23645        1.26763                 NaN   7.14823                 NaN  0.298728        42.7899        41.2591     
  1113.72        500.000                 NaN            NaN   7.23627        1.26759                 NaN   7.14820                 NaN  0.298723        42.7894        41.2599     
  1112.57        500.000                 NaN            NaN   7.23609        1.26756                 NaN   7.14817                 NaN  0.298717        42.7888        41.2606     
  1111.42        500.000                 NaN            NaN   7.23463        1.26881                 NaN   7.14815                 NaN  0.298710        42.7883        41.2614     
  1110.27        500.000                 NaN            NaN   7.23445        1.26878                 NaN   7.14812                 NaN  0.298704        42.7877        41.2622     
  1109.13        500.000                 NaN            NaN   7.23427        1.26875                 NaN   7.14809                 NaN  0.298698        42.7872        41.2630     
  1107.98        500.000                 NaN            NaN   7.23409        1.26872                 NaN   7.14806                 NaN  0.298693        42.7866        41.2638     
  1106.83        500.000                 NaN            NaN   8.52634                 NaN            NaN   7.16626                 NaN  0.293698        42.7461        41.2676     
  1105.68        500.000                 NaN            NaN   8.54440                 NaN            NaN   7.18134                 NaN  0.289544        42.7135        41.2712     
  1104.53        500.000                 NaN            NaN   8.54589                 NaN            NaN   7.18290                 NaN  0.289108        42.7099        41.2723     
  1103.38        500.000                 NaN            NaN   8.54748                 NaN            NaN   7.18450                 NaN  0.288658        42.7060        41.2733     
  1102.23        500.000                 NaN            NaN   8.54908       0.387896E-004            NaN   7.18612                 NaN  0.288200        42.7021        41.2744     
  1101.09        500.000                 NaN            NaN   8.55078                 NaN            NaN   7.18777                 NaN  0.287735        42.6982        41.2755     
  1099.94        500.000                 NaN            NaN   8.55247                 NaN            NaN   7.18944                 NaN  0.287263        42.6942        41.2766     
  1098.79        500.000                 NaN            NaN   1.71647        6.83781                 NaN   7.19116                 NaN  0.286775        42.6901        41.2777     
  1097.64        500.000                 NaN            NaN   8.55604       0.290700E-005            NaN   7.19290                 NaN  0.286278        42.6859        41.2789     
  1096.49        500.000                 NaN            NaN   8.55788       0.291641E-005            NaN   7.19468                 NaN  0.285773        42.6817        41.2800     
  1095.34        500.000                 NaN            NaN   8.55960                 NaN            NaN   7.19637                 NaN  0.285291        42.6777        41.2811     
  1094.19        500.000                 NaN            NaN   8.56147                 NaN            NaN   7.19817                 NaN  0.284775        42.6734        41.2822     
  1093.04        500.000                 NaN            NaN   8.56339                 NaN            NaN   7.20000                 NaN  0.284251        42.6690        41.2834     
  1091.90        500.000                 NaN            NaN   8.56535                 NaN            NaN   7.20187                 NaN  0.283715        42.6646        41.2845     
  1090.75        500.000                 NaN            NaN   8.56788                 NaN            NaN   7.20414                 NaN  0.283063        42.6592        41.2857     
  1089.60        500.000                 NaN            NaN   8.56946                 NaN            NaN   7.20576                 NaN  0.282596        42.6554        41.2868     
  1088.45        500.000                 NaN            NaN  0.914662        7.66378                 NaN   7.21264                 NaN  0.280652        42.6394        41.2889     
  1087.30        500.000                 NaN            NaN   8.57387                 NaN            NaN   7.20983                 NaN  0.281423        42.6456        41.2893     
  1086.15        500.000                 NaN            NaN   5.20253        3.32345                 NaN   7.17234                 NaN  0.292034        42.7264        41.2832     
  1085.00        500.000                 NaN            NaN   5.20234        3.32343                 NaN   7.17231                 NaN  0.292028        42.7259        41.2840     
  1083.85        500.000                 NaN            NaN   8.58727                 NaN            NaN   7.22033                 NaN  0.278545        42.6197        41.2942     
  1082.71        500.000                 NaN            NaN   8.59092                 NaN            NaN   7.22108                 NaN  0.277532        42.6148        41.2956     
  1081.56        500.000                 NaN            NaN   8.59333                 NaN            NaN   7.22601                 NaN  0.276766        42.6074        41.2965     
  1080.41        500.000                 NaN            NaN   8.58828                 NaN            NaN   7.22289                 NaN  0.277627        42.6147        41.2965     
  1079.26        500.000                 NaN            NaN   5.20180        3.32291                 NaN   7.17217                 NaN  0.292001        42.7232        41.2879     
  1078.11        500.000                 NaN            NaN   8.59372                 NaN            NaN   7.22775                 NaN  0.276206        42.6033        41.2990     
  1076.96        500.000                 NaN            NaN   8.59238       0.428758E-002            NaN   7.23037                 NaN  0.275442        42.5972        41.3003     
  1075.81        500.000                 NaN            NaN   8.59270       0.702861E-002            NaN   7.23306                 NaN  0.274654        42.5909        41.3017     
  1074.67        500.000                 NaN            NaN   8.46238       0.143891                 NaN   7.23839                 NaN  0.273111        42.5787        41.3035     
  1073.52        500.000                 NaN            NaN   8.57960       0.269773E-001            NaN   7.23904                 NaN  0.272910        42.5770        41.3044     
  1072.37        500.000                 NaN            NaN   8.60066       0.906645E-002            NaN   7.24177                 NaN  0.272103        42.5706        41.3058     
  1071.22        500.000                 NaN            NaN   8.60431       0.922340E-002            NaN   7.24501                 NaN  0.271156        42.5630        41.3073     
  1070.07        500.000                 NaN            NaN   8.61578                 NaN            NaN   7.24707                 NaN  0.270535        42.5581        41.3085     
  1068.92        500.000                 NaN            NaN   8.61797                 NaN            NaN   7.24907                 NaN  0.269943        42.5533        41.3097     
  1067.77        500.000                 NaN            NaN   8.61995                 NaN            NaN   7.25084                 NaN  0.269396        42.5490        41.3108     
  1066.62        500.000                 NaN            NaN   8.61801                 NaN            NaN   7.24950       0.873075E-004  0.269986        42.5513        41.3111     
  1065.48        500.000                 NaN            NaN   8.61306                 NaN            NaN   7.24635                 NaN  0.271192        42.5587        41.3107     
  1064.33        500.000                 NaN            NaN   8.61211                 NaN            NaN   7.24598                 NaN  0.271412        42.5593        41.3112     
  1063.18        500.000                 NaN            NaN   8.59639                 NaN            NaN   7.24526       0.994544E-002  0.271735        42.5603        41.3164     
  1062.03        500.000                 NaN            NaN   8.57357                 NaN            NaN   7.24413       0.244531E-001  0.272190        42.5620        41.3236     
  1060.88        500.000                 NaN            NaN   8.54681                 NaN            NaN   7.24247       0.412299E-001  0.272818        42.5649        41.3318     
  1059.73        500.000                 NaN            NaN   8.51481                 NaN            NaN   7.24011       0.610083E-001  0.273681        42.5692        41.3412     
  1058.58        500.000                 NaN            NaN   8.40055                 NaN            NaN   7.23732       0.137386       0.274589        42.5727        41.3775     
  1057.43        500.000                 NaN            NaN   8.35135                 NaN            NaN   7.23257       0.166958       0.276246        42.5820        41.3909     
  1056.29        500.000                 NaN            NaN   8.35640                 NaN            NaN   7.22457       0.156085       0.279075        42.5997        41.3841     
  1055.14        500.000                 NaN            NaN   8.25929                 NaN            NaN   7.21332       0.213079       0.282892        42.6226        41.4089     
  1053.99        500.000                 NaN            NaN   8.05176       0.863732E-005            NaN   7.19722       0.342264       0.288232        42.6539        41.4667     
  1052.84        500.000                 NaN            NaN   7.87617                 NaN            NaN   7.17451       0.443504       0.295857        42.7005        41.5094     
  1051.69        500.000                 NaN            NaN  0.104784E-002   7.77482                 NaN   7.16198       0.501686       0.300083        42.7259        41.5345     
  1050.54        500.000                 NaN            NaN  0.142512E-002   7.46705                 NaN   7.11944       0.676592       0.314316        42.8141        41.6071     
  1049.39        500.000                 NaN            NaN  0.121945E-002   7.32170                 NaN   7.09961       0.759642       0.320975        42.8548        41.6421     
  1048.25        500.000                 NaN            NaN  0.736703E-003   7.23151                 NaN   7.08762       0.811699       0.325013        42.8790        41.6644     
  1047.10        500.000                 NaN            NaN   7.15431                 NaN            NaN   7.07739       0.856502       0.328464        42.8995        41.6838     
  1045.95        500.000                 NaN            NaN   7.08584                 NaN            NaN   7.06847       0.895920       0.331479        42.9173        41.7010     
  1044.80        500.000                 NaN            NaN   7.02436                 NaN            NaN   7.06051       0.931366       0.334172        42.9330        41.7166     
  1043.65        500.000                 NaN            NaN   6.97889                 NaN            NaN   7.05493       0.957860       0.336068        42.9437        41.7285     
  1042.50        500.000                 NaN            NaN   6.93385                 NaN            NaN   7.04936       0.984065       0.337962        42.9544        41.7403     
  1041.35        500.000                 NaN            NaN   6.89158                 NaN            NaN   7.04417        1.00869       0.339729        42.9644        41.7515     
  1040.20        500.000                 NaN            NaN   6.85168                 NaN            NaN   7.03929        1.03197       0.341389        42.9736        41.7621     
  1039.06        500.000                 NaN            NaN   6.13946                 NaN            NaN   6.95435        1.45049       0.371019        43.1432        41.9415     
  1037.91        500.000                 NaN            NaN   6.13948                 NaN            NaN   6.95434        1.45036       0.371004        43.1426        41.9423     
  1036.76        500.000                 NaN            NaN   6.13916                 NaN            NaN   6.95429        1.45043       0.371005        43.1420        41.9431     
  1035.61        500.000                 NaN            NaN   6.13905                 NaN            NaN   6.95427        1.45038       0.370996        43.1415        41.9438     
  1034.46        500.000                 NaN            NaN   6.13889                 NaN            NaN   6.95424        1.45035       0.370990        43.1409        41.9446     
  1033.31        500.000                 NaN            NaN   6.13873                 NaN            NaN   6.95421        1.45032       0.370983        43.1404        41.9454     
  1032.16        500.000                 NaN            NaN   6.61891                 NaN            NaN   7.01142        1.16823       0.350918        43.0251        41.8254     
  1031.01        500.000                 NaN            NaN   6.13884                 NaN            NaN   6.95420        1.45001       0.370955        43.1392        41.9468     
  1029.87        500.000                 NaN            NaN   6.13828                 NaN            NaN   6.95412        1.45023       0.370963        43.1387        41.9477     
  1028.72        500.000                 NaN            NaN   6.13814                 NaN            NaN   6.95409        1.45019       0.370956        43.1382        41.9485     
  1027.57        500.000                 NaN            NaN   6.13801                 NaN            NaN   6.95407        1.45015       0.370948        43.1376        41.9492     
  1026.42        500.000                 NaN            NaN   6.13787                 NaN            NaN   6.95404        1.45011       0.370941        43.1370        41.9500     
  1025.27        500.000                 NaN            NaN   6.13815                 NaN            NaN   6.95402        1.44978       0.370936        43.1365        41.9506     
  1024.12        500.000                 NaN            NaN   6.13753                 NaN            NaN   6.95398        1.45007       0.370928        43.1359        41.9515     
  1022.97        500.000                 NaN            NaN   6.13738                 NaN            NaN   6.95395        1.45004       0.370921        43.1354        41.9523     
  1021.83        500.000                 NaN            NaN   6.13724                 NaN            NaN   6.95392        1.45001       0.370915        43.1348        41.9531     
  1020.68        500.000                 NaN            NaN   6.13711                 NaN            NaN   6.95389        1.44996       0.370908        43.1343        41.9538     
  1019.53        500.000                 NaN            NaN   6.13696                 NaN            NaN   6.95387        1.44993       0.370901        43.1337        41.9546     
  1018.38        500.000                 NaN            NaN   6.13680                 NaN            NaN   6.95384        1.44991       0.370894        43.1332        41.9554     
  1017.23        500.000                 NaN            NaN   6.13706                 NaN            NaN   6.95386        1.44964       0.370872        43.1325        41.9561     
  1016.08        500.000                 NaN            NaN   6.13651                 NaN            NaN   6.95378        1.44984       0.370880        43.1321        41.9569     
  1014.93        500.000                 NaN            NaN   6.13636                 NaN            NaN   6.95375        1.44981       0.370873        43.1315        41.9577     
  1013.78        500.000                 NaN            NaN   6.13621                 NaN            NaN   6.95372        1.44978       0.370866        43.1310        41.9585     
  1012.64        500.000                 NaN            NaN   6.13606                 NaN            NaN   6.95369        1.44975       0.370859        43.1304        41.9592     
  1011.49        500.000                 NaN            NaN   6.13591                 NaN            NaN   6.95367        1.44971       0.370852        43.1299        41.9600     
  1010.34        500.000                 NaN            NaN   6.13577                 NaN            NaN   6.95364        1.44968       0.370845        43.1293        41.9608     
  1009.19        500.000                 NaN            NaN   6.13562                 NaN            NaN   6.95361        1.44965       0.370839        43.1288        41.9615     
  1008.04        500.000                 NaN            NaN   6.13547                 NaN            NaN   6.95358        1.44962       0.370832        43.1282        41.9623     
  1006.89        500.000                 NaN            NaN   6.13533                 NaN            NaN   6.95355        1.44958       0.370825        43.1277        41.9631     
  1005.74        500.000                 NaN            NaN   6.13518                 NaN            NaN   6.95353        1.44955       0.370818        43.1271        41.9638     
  1004.59        500.000                 NaN            NaN   6.13502                 NaN            NaN   6.95350        1.44953       0.370811        43.1265        41.9646     
  1003.45        500.000                 NaN            NaN   6.13488                 NaN            NaN   6.95347        1.44948       0.370804        43.1260        41.9654     
  1002.30        500.000                 NaN            NaN   6.13474                 NaN            NaN   6.95344        1.44945       0.370797        43.1254        41.9661     
  1001.15        500.000                 NaN            NaN   6.13458                 NaN            NaN   6.95341        1.44943       0.370791        43.1249        41.9669     
  1000.00        500.000                 NaN            NaN   6.13444                 NaN            NaN   6.95339        1.44939       0.370784        43.1243        41.9677     
