|6.6.6
Archiving\03_Data\eqLP/QFM_m1/GRV/GRV_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1519.23        500.000        25.9259       0.733690       0.524326        29.6048        41.4095        1.80181                 NaN            NaN
  1516.03        500.000        24.3478       0.735208       0.507798        29.6732        41.9546        2.78142                 NaN            NaN
  1512.82        500.000        22.7633       0.736730       0.491202        29.7418        42.5019        3.76505                 NaN            NaN
  1509.62        500.000        21.5197       0.737940       0.474852        29.7939        42.9436        4.52998                 NaN            NaN
  1506.41        500.000        20.2722       0.739152       0.458449        29.8460        43.3868        5.29740                 NaN            NaN
  1503.21        500.000        19.0207       0.740367       0.441991        29.8983        43.8313        6.06730                 NaN            NaN
  1500.00        500.000        17.7653       0.741585       0.425479        29.9507        44.2772        6.83971                 NaN            NaN
  1496.79        500.000        16.7702       0.742568       0.409842        29.9884        44.6317        7.45725                 NaN            NaN
  1493.59        500.000        15.7726       0.743551       0.394164        30.0262        44.9871        8.07640                 NaN            NaN
  1490.38        500.000        14.8574       0.744456       0.381234        30.0522        45.1517       0.207578        8.60549                 NaN
  1487.18        500.000        13.9694       0.745338       0.374205        30.0607        44.9642        9.02203       0.864151                 NaN
  1483.97        500.000        13.9686       0.745354       0.374216        30.0610        44.9646        9.02210       0.864159                 NaN
  1480.77        500.000        13.9678       0.745371       0.374227        30.0613        44.9650        9.02217       0.864168                 NaN
  1477.56        500.000        13.9670       0.745388       0.374238        30.0616        44.9654        9.02224       0.864176                 NaN
  1474.36        500.000        13.9662       0.745404       0.374249        30.0618        44.9658        9.02231       0.864185                 NaN
  1471.15        500.000        13.9654       0.745421       0.374260        30.0621        44.9662        9.02238       0.864194                 NaN
  1467.95        500.000        13.9647       0.745438       0.374271        30.0624        44.9666        9.02245       0.864202                 NaN
  1464.74        500.000        13.9639       0.745454       0.374282        30.0627        44.9670        9.02251       0.864211                 NaN
  1461.54        500.000        8.47083       0.750945       0.330364        30.0167        43.6691        11.7593        5.00277                 NaN
  1458.33        500.000        8.47038       0.750958       0.330373        30.0168        43.6694        11.7593        5.00280                 NaN
  1455.13        500.000        8.46994       0.750972       0.330382        30.0170        43.6696        11.7593        5.00283                 NaN
  1451.92        500.000        8.46949       0.750985       0.330390        30.0171        43.6698        11.7594        5.00286                 NaN
  1448.72        500.000        8.46904       0.750998       0.330399        30.0172        43.6700        11.7594        5.00290                 NaN
  1445.51        500.000        8.46860       0.751011       0.330408        30.0174        43.6702        11.7595        5.00293                 NaN
  1442.31        500.000        8.46815       0.751024       0.330417        30.0175        43.6704        11.7595        5.00296                 NaN
  1439.10        500.000        8.46770       0.751037       0.330426        30.0176        43.6707        11.7595        5.00299                 NaN
  1435.90        500.000        5.23111       0.754518       0.300030        29.8789        43.5013        13.7284        6.60565                 NaN
  1432.69        500.000        5.23087       0.754530       0.300037        29.8790        43.5014        13.7285        6.60568                 NaN
  1429.49        500.000        5.23064       0.754541       0.300045        29.8790        43.5015        13.7285        6.60571                 NaN
  1426.28        500.000        5.23040       0.754552       0.300053        29.8791        43.5017        13.7285        6.60574                 NaN
  1423.08        500.000        5.23016       0.754563       0.300060        29.8792        43.5018        13.7285        6.60577                 NaN
  1419.87        500.000        5.22992       0.754574       0.300068        29.8792        43.5019        13.7285        6.60580                 NaN
  1416.67        500.000        5.22968       0.754585       0.300075        29.8793        43.5020        13.7285        6.60583                 NaN
  1413.46        500.000        5.22944       0.754596       0.300083        29.8793        43.5021        13.7286        6.60586                 NaN
  1410.26        500.000        3.21544       0.756992       0.285272        29.7057        43.7679        7.09291        15.1759                 NaN
  1407.05        500.000        3.21532       0.757002       0.285279        29.7057        43.7679        7.09293        15.1759                 NaN
  1403.85        500.000        3.21520       0.757012       0.285286        29.7057        43.7680        7.09296        15.1759                 NaN
  1400.64        500.000        3.21507       0.757022       0.285293        29.7057        43.7681        7.09298        15.1759                 NaN
  1397.44        500.000        3.21495       0.757031       0.285300        29.7057        43.7681        7.09301        15.1759                 NaN
  1394.23        500.000        3.21483       0.757041       0.285307        29.7057        43.7682        7.09304        15.1759                 NaN
  1391.03        500.000        3.21470       0.757051       0.285314        29.7057        43.7683        7.09306        15.1759                 NaN
  1387.82        500.000        3.21458       0.757061       0.285321        29.7057        43.7684        7.09309        15.1759                 NaN
  1384.62        500.000        1.81706       0.758910       0.287374        29.5053        44.1368        7.20553        16.2890                 NaN
  1381.41        500.000        1.81700       0.758919       0.287382        29.5053        44.1368        7.20556        16.2890                 NaN
  1378.21        500.000        1.81695       0.758928       0.287389        29.5052        44.1369        7.20558        16.2890                 NaN
  1375.00        500.000        1.81689       0.758937       0.287396        29.5052        44.1369        7.20560        16.2890                 NaN
  1371.79        500.000        1.81683       0.758946       0.287403        29.5052        44.1370        7.20563        16.2890                 NaN
  1368.59        500.000        1.81678       0.758955       0.287410        29.5052        44.1370        7.20565        16.2890                 NaN
  1365.38        500.000        1.81672       0.758964       0.287417        29.5051        44.1371        7.20568        16.2890                 NaN
  1362.18        500.000        1.81666       0.758972       0.287424        29.5051        44.1371        7.20570        16.2890                 NaN
  1358.97        500.000       0.731407       0.760562       0.303174        29.2835        44.5310        7.18236        17.2081                 NaN
  1355.77        500.000       0.731389       0.760570       0.303181        29.2834        44.5310        7.18238        17.2080                 NaN
  1352.56        500.000       0.731371       0.760579       0.303189        29.2834        44.5311        7.18241        17.2080                 NaN
  1349.36        500.000       0.731353       0.760587       0.303196        29.2833        44.5311        7.18243        17.2080                 NaN
  1346.15        500.000       0.260048       0.761326       0.316528        29.1624        44.7339        17.6092        7.15663                 NaN
  1342.95        500.000       0.260042       0.761334       0.316536        29.1624        44.7339        17.6092        7.15665                 NaN
  1339.74        500.000       0.385789E-001  0.761699       0.324078        29.1020        44.8321        17.7987        7.14283                 NaN
  1336.54        500.000                 NaN  0.761775       0.328336        29.0893        44.8756        17.8449        7.10010                 NaN
  1333.33        500.000                 NaN  0.761793       0.333515        29.0871        44.9056        17.8654        7.04656                 NaN
  1330.13        500.000                 NaN  0.761801       0.333523        29.0870        44.9057        17.8654        7.04658                 NaN
  1326.92        500.000                 NaN  0.761809       0.333531        29.0869        44.9057        17.8654        7.04660                 NaN
  1323.72        500.000                 NaN  0.761817       0.333540        29.0869        44.9057        17.8654        7.04663                 NaN
  1320.51        500.000                 NaN  0.761825       0.333548        29.0868        44.9058        17.8654        7.04665                 NaN
  1317.31        500.000                 NaN  0.761832       0.333556        29.0868        44.9058        17.8654        7.04668                 NaN
  1314.10        500.000                 NaN  0.761840       0.333564        29.0867        44.9058        17.8654        7.04670                 NaN
  1310.90        500.000                 NaN  0.761848       0.333572        29.0867        44.9059        17.8653        7.04673                 NaN
  1307.69        500.000                 NaN  0.761931       0.375802        29.0647        45.1273        6.67854        17.9917                 NaN
  1304.49        500.000                 NaN  0.761939       0.375811        29.0646        45.1274        6.67856        17.9917                 NaN
  1301.28        500.000                 NaN  0.761947       0.375820        29.0645        45.1274        6.67859        17.9917                 NaN
  1298.08        500.000                 NaN  0.761954       0.375829        29.0645        45.1275        6.67861        17.9917                 NaN
  1294.87        500.000                 NaN  0.761962       0.375839        29.0644        45.1275        6.67864        17.9917                 NaN
  1291.67        500.000                 NaN  0.761969       0.375848        29.0644        45.1275        6.67866        17.9916                 NaN
  1288.46        500.000                 NaN  0.761977       0.375857        29.0643        45.1276        6.67869        17.9916                 NaN
  1285.26        500.000                 NaN  0.761984       0.375866        29.0642        45.1276        6.67871        17.9916                 NaN
  1282.05        500.000                 NaN  0.762068       0.421962        29.0387        45.3161        18.1099        6.35127                 NaN
  1278.85        500.000                 NaN  0.762076       0.421972        29.0386        45.3161        18.1099        6.35129                 NaN
  1275.64        500.000                 NaN  0.762083       0.421982        29.0386        45.3162        18.1099        6.35132                 NaN
  1272.44        500.000                 NaN  0.762091       0.421993        29.0385        45.3162        18.1099        6.35134                 NaN
  1269.23        500.000                 NaN  0.762098       0.422003        29.0384        45.3162        18.1098        6.35137                 NaN
  1266.03        500.000                 NaN  0.762105       0.422013        29.0384        45.3163        18.1098        6.35140                 NaN
  1262.82        500.000                 NaN  0.762113       0.422023        29.0383        45.3163        18.1098        6.35142                 NaN
  1259.62        500.000                 NaN  0.762120       0.422034        29.0382        45.3164        18.1098        6.35145                 NaN
  1256.41        500.000                 NaN  0.762202       0.472076        29.0081        45.4718        6.07009        18.2157                 NaN
  1253.21        500.000                 NaN  0.762210       0.472088        29.0081        45.4719        6.07011        18.2157                 NaN
  1250.00        500.000                 NaN  0.762217       0.472099        29.0080        45.4719        6.07014        18.2156                 NaN
  1246.79        500.000                 NaN  0.762224       0.472110        29.0079        45.4720        6.07017        18.2156                 NaN
  1243.59        500.000                 NaN  0.762231       0.472122        29.0078        45.4720        6.07019        18.2156                 NaN
  1240.38        500.000                 NaN  0.762238       0.472133        29.0078        45.4721        6.07022        18.2156                 NaN
  1237.18        500.000                 NaN  0.762245       0.472145        29.0077        45.4721        6.07025        18.2155                 NaN
  1233.97        500.000                 NaN  0.762252       0.472156        29.0076        45.4722        6.07027        18.2155                 NaN
  1230.77        500.000                 NaN  0.762334       0.525424        28.9738        45.6093        18.3128        5.81634                 NaN
  1227.56        500.000                 NaN  0.762341       0.525437        28.9737        45.6094        18.3128        5.81636                 NaN
  1224.36        500.000                 NaN  0.762348       0.525450        28.9736        45.6094        18.3128        5.81639                 NaN
  1221.15        500.000                 NaN  0.762355       0.525462        28.9736        45.6095        18.3127        5.81642                 NaN
  1217.95        500.000                 NaN  0.762362       0.525475        28.9735        45.6095        18.3127        5.81644                 NaN
  1214.74        500.000                 NaN  0.762369       0.525488        28.9734        45.6096        18.3127        5.81647                 NaN
  1211.54        500.000                 NaN  0.762375       0.525500        28.9733        45.6096        18.3127        5.81650                 NaN
  1208.33        500.000                 NaN  0.762382       0.525513        28.9732        45.6097        18.3126        5.81653                 NaN
  1205.13        500.000                 NaN  0.762464       0.582367        28.9355        45.7342        18.3990        5.58649                 NaN
  1201.92        500.000                 NaN  0.762471       0.582381        28.9354        45.7342        18.3990        5.58652                 NaN
  1198.72        500.000                 NaN  0.762478       0.582395        28.9353        45.7343        18.3990        5.58655                 NaN
  1195.51        500.000                 NaN  0.762484       0.582409        28.9352        45.7344        18.3990        5.58657                 NaN
  1192.31        500.000                 NaN  0.762491       0.582422        28.9351        45.7344        18.3989        5.58660                 NaN
  1189.10        500.000                 NaN  0.762497       0.582436        28.9350        45.7345        18.3989        5.58663                 NaN
  1185.90        500.000                 NaN  0.762504       0.582450        28.9350        45.7346        18.3989        5.58666                 NaN
  1182.69        500.000                 NaN  0.762510       0.582464        28.9349        45.7346        18.3988        5.58669                 NaN
  1179.49        500.000                 NaN  0.762590       0.644389        28.8908        45.8402        18.4748        5.38727                 NaN
  1176.28        500.000                 NaN  0.762598       0.651632        28.8898        45.8510        5.36050        18.4779       0.666610E-002
  1173.08        500.000                 NaN  0.762546       0.657517        28.9092        45.7121        18.4933        5.40933       0.559145E-001
  1169.87        500.000                 NaN  0.762553       0.657533        28.9092        45.7122        18.4933        5.40936       0.559178E-001
  1166.67        500.000                 NaN  0.762564       0.670779        28.9061        45.8295        18.4459        5.31765       0.675311E-001
  1163.46        500.000                 NaN  0.762570       0.670795        28.9060        45.8295        18.4459        5.31767       0.675350E-001
  1160.26        500.000                 NaN  0.762576       0.670811        28.9059        45.8296        18.4458        5.31770       0.675390E-001
  1157.05        500.000                 NaN  0.762583       0.670827        28.9058        45.8297        18.4458        5.31773       0.675429E-001
  1153.85        500.000                 NaN  0.762518       0.696983        28.9217        45.8120        18.4083        5.25419       0.144272     
  1150.64        500.000                 NaN  0.762524       0.696999        28.9216        45.8121        18.4082        5.25422       0.144281     
  1147.44        500.000                 NaN  0.762530       0.697015        28.9215        45.8122        18.4082        5.25425       0.144289     
  1144.23        500.000                 NaN  0.762536       0.697032        28.9215        45.8122        18.4082        5.25428       0.144297     
  1141.03        500.000                 NaN  0.762542       0.697048        28.9214        45.8123        18.4081        5.25431       0.144306     
  1137.82        500.000                 NaN  0.762548       0.697065        28.9213        45.8124        18.4081        5.25434       0.144314     
  1134.62        500.000                 NaN  0.762554       0.697081        28.9212        45.8125        18.4081        5.25437       0.144323     
  1131.41        500.000                 NaN  0.762560       0.697097        28.9211        45.8125        18.4080        5.25440       0.144331     
  1128.21        500.000                 NaN  0.762438       0.748716        28.9576        45.7741        18.3320        5.13063       0.294497     
  1125.00        500.000                 NaN  0.762444       0.748733        28.9575        45.7742        18.3319        5.13066       0.294514     
  1121.79        500.000                 NaN  0.762450       0.748750        28.9574        45.7742        18.3319        5.13069       0.294531     
  1118.59        500.000                 NaN  0.762456       0.748768        28.9573        45.7743        18.3319        5.13072       0.294548     
  1115.38        500.000                 NaN  0.762462       0.748785        28.9572        45.7744        18.3318        5.13075       0.294565     
  1112.18        500.000                 NaN  0.762467       0.748802        28.9571        45.7745        18.3318        5.13078       0.294582     
  1108.97        500.000                 NaN  0.762473       0.748820        28.9570        45.7745        18.3317        5.13081       0.294599     
  1105.77        500.000                 NaN  0.762479       0.748837        28.9569        45.7746        18.3317        5.13084       0.294616     
  1102.56        500.000                 NaN  0.762369       0.801689        28.9843        45.7553        18.2631        5.00005       0.433182     
  1099.36        500.000                 NaN  0.762374       0.801708        28.9842        45.7554        18.2630        5.00008       0.433207     
  1096.15        500.000                 NaN  0.762380       0.801726        28.9841        45.7555        18.2630        5.00011       0.433231     
  1092.95        500.000                 NaN  0.762385       0.801744        28.9840        45.7556        18.2630        5.00014       0.433256     
