|6.6.6
Archiving\03_Data\frac/QFM_m3.5/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1561.40        2500.00        98.9747                 NaN            NaN  0.955509E-001            NaN            NaN            NaN  0.929728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9983                 NaN            NaN  0.904636E-001            NaN            NaN            NaN  0.911217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0024                 NaN            NaN  0.877179E-001            NaN            NaN            NaN  0.909908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0210                 NaN            NaN  0.850641E-001            NaN            NaN            NaN  0.893921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0222                 NaN            NaN  0.812613E-001            NaN            NaN            NaN  0.896499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0513                 NaN            NaN  0.819300E-001            NaN            NaN            NaN  0.866812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0555                 NaN            NaN  0.789305E-001            NaN            NaN            NaN  0.865578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0658                 NaN            NaN  0.753946E-001            NaN            NaN            NaN  0.858778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0736                 NaN            NaN  0.706078E-001            NaN            NaN            NaN  0.855777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0897                 NaN            NaN  0.697894E-001            NaN            NaN            NaN  0.840464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0994                 NaN            NaN  0.690379E-001            NaN            NaN            NaN  0.831526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1082                 NaN            NaN  0.644026E-001            NaN            NaN            NaN  0.827389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1193                 NaN            NaN  0.631041E-001            NaN            NaN            NaN  0.817570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1164                 NaN            NaN  0.553450E-001            NaN            NaN            NaN  0.828291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1431                 NaN            NaN  0.553420E-001            NaN            NaN            NaN  0.801605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1512                 NaN            NaN  0.583453E-001            NaN            NaN            NaN  0.790470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1575                 NaN            NaN  0.528054E-001            NaN            NaN            NaN  0.789702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1639                 NaN            NaN  0.502095E-001            NaN            NaN            NaN  0.785923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1776                 NaN            NaN  0.505693E-001            NaN            NaN            NaN  0.771862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1809                 NaN            NaN  0.447530E-001            NaN            NaN            NaN  0.767958       0.637826E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0455                 NaN            NaN            NaN            NaN            NaN            NaN  0.127360       0.827142                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0335                 NaN            NaN            NaN            NaN            NaN            NaN  0.267853E-001  0.939708                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0382                 NaN            NaN            NaN            NaN            NaN            NaN  0.178350E-001  0.943969                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0429                 NaN            NaN            NaN            NaN            NaN            NaN  0.928502E-002  0.947831                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0476                 NaN            NaN            NaN            NaN            NaN            NaN  0.443306E-003  0.951914                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0541                 NaN            NaN            NaN            NaN            NaN            NaN  0.432425E-001  0.902686                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.943290                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0607                 NaN            NaN            NaN            NaN            NaN            NaN  0.240113E-001  0.915277                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0716                 NaN            NaN            NaN            NaN            NaN            NaN  0.165891       0.762519                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.936274                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0682                 NaN            NaN  0.427970E-004            NaN            NaN            NaN            NaN  0.931787                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.931919                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0657                 NaN            NaN            NaN            NaN            NaN            NaN  0.962935E-002  0.924636                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.935477                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.938321                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.946665                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.956329                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.960225                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.8716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.330323       0.798042                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.896990       0.480447                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.475899       0.885699                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.468438       0.873730                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.862205       0.461792                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.852056       0.456974                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.449543       0.843742                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.444167       0.832195                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7385                 NaN            NaN  0.656337E-005            NaN            NaN            NaN            NaN  0.821004       0.440514                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.434154       0.812511                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.803366       0.430249                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.794881       0.424260                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.787334       0.417797                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.779057       0.414027                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.772673       0.407873                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.402960       0.765608                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        97.3785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13552       0.767164       0.718816                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.2066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22856       0.746509       0.818361                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.2829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.722615        1.19956       0.794947                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.3586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16811       0.701045       0.772259                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.4103                 NaN            NaN  0.167402                 NaN            NaN            NaN            NaN  0.896905       0.744623       0.780789                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.4576                 NaN            NaN  0.324863                 NaN            NaN            NaN            NaN  0.787287       0.641462       0.788752                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4557                 NaN            NaN  0.333074                 NaN            NaN            NaN            NaN  0.812427       0.605929       0.792903                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.6464                 NaN            NaN  0.309791                 NaN            NaN            NaN            NaN  0.589652       0.728193       0.725957                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6533                 NaN            NaN  0.316005                 NaN            NaN            NaN            NaN  0.735747       0.566263       0.728691                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.7172                 NaN            NaN  0.311114                 NaN            NaN            NaN            NaN  0.715834       0.547138       0.708739                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7707                 NaN            NaN  0.310280                 NaN            NaN            NaN            NaN  0.523375       0.703251       0.692386                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.8284                 NaN            NaN  0.305070                 NaN            NaN            NaN            NaN  0.688615       0.504458       0.673422                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.8759                 NaN            NaN  0.305529                 NaN            NaN            NaN            NaN  0.678091       0.480757       0.659757                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.9147                 NaN            NaN  0.285764                 NaN            NaN            NaN            NaN  0.659189       0.495356       0.644945                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.9953                 NaN            NaN  0.312241                 NaN            NaN            NaN            NaN  0.648315       0.420348       0.623831                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.0251                 NaN            NaN  0.294175                 NaN            NaN            NaN            NaN  0.636488       0.431716       0.612482                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.0711                 NaN            NaN  0.292197                 NaN            NaN            NaN            NaN  0.415605       0.623302       0.597816                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.1120                 NaN            NaN  0.289475                 NaN            NaN            NaN            NaN  0.399479       0.614104       0.584961                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1509                 NaN            NaN  0.286703                 NaN            NaN            NaN            NaN  0.387326       0.602621       0.572417                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.1938                 NaN            NaN  0.283376                 NaN            NaN            NaN            NaN  0.591623       0.372465       0.558724                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2318                 NaN            NaN  0.281008                 NaN            NaN            NaN            NaN  0.581207       0.359168       0.546863                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.2716                 NaN            NaN  0.276948                 NaN            NaN            NaN            NaN  0.569412       0.348007       0.533990                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3050                 NaN            NaN  0.274695                 NaN            NaN            NaN            NaN  0.335441       0.561603       0.523229                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.3430                 NaN            NaN  0.270604                 NaN            NaN            NaN            NaN  0.549514       0.325886       0.511037                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.3774                 NaN            NaN  0.267692                 NaN            NaN            NaN            NaN  0.540509       0.314362       0.500060                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4090                 NaN            NaN  0.264068                 NaN            NaN            NaN            NaN  0.531701       0.305484       0.489723                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.4392                 NaN            NaN  0.262428                 NaN            NaN            NaN            NaN  0.523262       0.294582       0.480544                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.4752                 NaN            NaN  0.254253                 NaN            NaN            NaN            NaN  0.291129       0.511927       0.467443                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.5047                 NaN            NaN  0.272983                 NaN            NaN            NaN            NaN  0.514073       0.247064       0.461166                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.5300                 NaN            NaN  0.229917                 NaN            NaN            NaN            NaN  0.305945       0.486555       0.447566                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.5595                 NaN            NaN  0.246115                 NaN            NaN            NaN            NaN  0.489231       0.264662       0.440500                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.5881                 NaN            NaN  0.240346                 NaN            NaN            NaN            NaN  0.479802       0.261202       0.430572                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.6120                 NaN            NaN  0.237009                 NaN            NaN            NaN            NaN  0.255099       0.473140       0.422783                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.6387                 NaN            NaN  0.232084                 NaN            NaN            NaN            NaN  0.463966       0.251508       0.413769                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.6641                 NaN            NaN  0.228315                 NaN            NaN            NaN            NaN  0.245734       0.456481       0.405392                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.6875                 NaN            NaN  0.223823                 NaN            NaN            NaN            NaN  0.449602       0.241661       0.397441                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.7110                 NaN            NaN  0.218579                 NaN            NaN            NaN            NaN  0.240008       0.440967       0.389405                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.7340                 NaN            NaN  0.213891                 NaN            NaN            NaN            NaN  0.238655       0.431608       0.381845                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.7560                 NaN            NaN  0.207967                 NaN            NaN            NaN            NaN  0.236829       0.425204       0.373994                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.7777                 NaN            NaN  0.203826                 NaN            NaN            NaN            NaN  0.418110       0.233673       0.366706                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.7992                 NaN            NaN  0.198789                 NaN            NaN            NaN            NaN  0.409914       0.232616       0.359500                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.8187                 NaN            NaN  0.193291                 NaN            NaN            NaN            NaN  0.232498       0.402862       0.352694                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8386                 NaN            NaN  0.187760                 NaN            NaN            NaN            NaN  0.232647       0.395248       0.345788                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.8574                 NaN            NaN  0.182634                 NaN            NaN            NaN            NaN  0.232078       0.388574       0.339309                 NaN            NaN            NaN            NaN
  1315.79        2500.00        81.0718                 NaN            NaN   1.68595                 NaN            NaN            NaN            NaN   3.13438       0.765533        2.49498        10.8474                 NaN            NaN            NaN
  1313.28        2500.00        67.2350                 NaN            NaN   2.84793                 NaN            NaN            NaN            NaN   5.64260       0.861316        4.16574        19.2474                 NaN            NaN            NaN
  1310.78        2500.00        72.8043                 NaN            NaN   2.43814                 NaN            NaN            NaN            NaN   5.22298       0.174840        3.48416        15.8756                 NaN            NaN            NaN
  1308.27        2500.00        76.6578                 NaN            NaN   2.06740                 NaN            NaN            NaN            NaN   4.74743                 NaN   3.01272        13.5147                 NaN            NaN            NaN
  1305.76        2500.00        79.6410                 NaN            NaN   1.76977                 NaN            NaN            NaN            NaN   4.24931                 NaN   2.64617        11.6938                 NaN            NaN            NaN
  1303.26        2500.00        81.9636                 NaN            NaN   1.58101                 NaN            NaN            NaN            NaN   3.80621                 NaN   2.35956        10.2896                 NaN            NaN            NaN
  1300.75        2500.00        83.8445                 NaN            NaN   1.43057                 NaN            NaN            NaN            NaN   3.44203                 NaN   2.12704        9.15590                 NaN            NaN            NaN
  1298.25        2500.00        85.4215                 NaN            NaN   1.30132                 NaN            NaN            NaN            NaN   3.13626                 NaN   1.93145        8.20952                 NaN            NaN            NaN
  1295.74        2500.00        84.3730                 NaN            NaN   1.35382                 NaN            NaN            NaN            NaN   3.26979                 NaN   2.06266        8.76196       0.178776                 NaN            NaN
  1293.23        2500.00        76.8700                 NaN            NaN   1.83263                 NaN            NaN            NaN            NaN   4.45556                 NaN   2.98239        12.9823       0.877109                 NaN            NaN
  1290.73        2500.00        77.8735                 NaN            NaN   1.85899                 NaN            NaN            NaN            NaN   4.18448                 NaN   2.84515        12.4060       0.831875                 NaN            NaN
  1288.22        2500.00        82.4568                 NaN            NaN   1.52031                 NaN            NaN            NaN            NaN   3.29253                 NaN   2.24993        9.82269       0.657740                 NaN            NaN
  1285.71        2500.00        84.9642                 NaN            NaN   1.33028                 NaN            NaN            NaN            NaN   2.82948                 NaN   1.91869        8.39672       0.560655                 NaN            NaN
  1283.21        2500.00        85.2411                 NaN            NaN   1.30512                 NaN            NaN            NaN            NaN   2.76458                 NaN   1.88891        8.24648       0.553799                 NaN            NaN
  1280.70        2500.00        86.6559                 NaN            NaN  0.882485                 NaN            NaN  0.645822                 NaN   2.64334                 NaN   1.64979        7.45492       0.677119E-001            NaN            NaN
  1278.20        2500.00        86.5429                 NaN            NaN  0.820952                 NaN            NaN  0.823829                 NaN   2.63202                 NaN   1.63664        7.54363                 NaN            NaN            NaN
  1275.69        2500.00        87.1450                 NaN            NaN  0.701461                 NaN            NaN  0.887906                 NaN   2.66670                 NaN   1.63608        6.96281                 NaN            NaN            NaN
  1273.18        2500.00        89.2460                 NaN            NaN  0.688487                 NaN            NaN  0.582726                 NaN   1.96022                 NaN   1.18960        6.33300                 NaN            NaN            NaN
  1270.68        2500.00        89.9286                 NaN            NaN  0.612738                 NaN            NaN  0.623493                 NaN   1.98984                 NaN   1.20702        5.63833                 NaN            NaN            NaN
  1268.17        2500.00        91.3003                 NaN            NaN  0.531563                 NaN            NaN  0.582153                 NaN   1.83513                 NaN   1.09670        4.65417                 NaN            NaN            NaN
  1265.66        2500.00        91.7030                 NaN            NaN  0.530927                 NaN            NaN  0.455263                 NaN   1.55996                 NaN  0.931329        4.81953                 NaN            NaN            NaN
  1263.16        2500.00        91.2699                 NaN            NaN  0.552160                 NaN            NaN  0.519531                 NaN   1.78569                 NaN   1.05512        4.81762                 NaN            NaN            NaN
  1260.65        2500.00        94.7542                 NaN            NaN  0.364054                 NaN            NaN  0.296425                 NaN   1.17053                 NaN  0.632578        2.78222                 NaN            NaN            NaN
  1258.15        2500.00        93.8275                 NaN            NaN  0.494650                 NaN            NaN  0.385560                 NaN   1.43644                 NaN  0.842302        3.01359                 NaN            NaN            NaN
  1255.64        2500.00        94.5032                 NaN            NaN  0.321728                 NaN            NaN  0.258607                 NaN   1.10731                 NaN  0.569249        3.23990                 NaN            NaN            NaN
  1253.13        2500.00        48.6858                 NaN            NaN   2.27980                 NaN            NaN   1.66102                 NaN   10.7113                 NaN   4.91934        22.9936                 NaN   7.59460        1.15448     
  1250.63        2500.00        49.2058                 NaN            NaN   2.63500                 NaN            NaN   1.02445                 NaN   12.8868                 NaN   4.77531        18.4501                 NaN   7.74808        3.27439     
  1248.12        2500.00                 NaN            NaN            NaN   5.11636                 NaN            NaN   2.01317                 NaN   24.3459                 NaN   9.55615        37.1579                 NaN   15.2840        6.52654     
  1245.61        2500.00                 NaN            NaN            NaN   5.13029                 NaN            NaN   2.00742                 NaN   24.3405                 NaN   9.57561        37.1915                 NaN   15.3031        6.45153     
  1243.11        2500.00                 NaN            NaN            NaN   5.15790                 NaN            NaN   2.03190                 NaN   24.2522                 NaN   9.58967        37.2303                 NaN   15.2972        6.44077     
  1240.60        2500.00                 NaN            NaN            NaN   5.15806                 NaN            NaN   1.99480                 NaN   24.3335                 NaN   9.61460        37.2585                 NaN   15.3416        6.29900     
  1238.10        2500.00                 NaN            NaN            NaN   5.17466                 NaN            NaN   1.98351                 NaN   24.3351                 NaN   9.63773        37.2847                 NaN   15.3616        6.22261     
  1235.59        2500.00                 NaN            NaN            NaN   5.18476                 NaN            NaN   1.98116                 NaN   24.3334                 NaN   9.65396        37.3229                 NaN   15.3808        6.14298     
  1233.08        2500.00                 NaN            NaN            NaN   5.19427                 NaN            NaN   1.95232                 NaN   24.4146                 NaN   9.67268        37.3031                 NaN   15.4001        6.06292     
  1230.58        2500.00                 NaN            NaN            NaN   5.21139                 NaN            NaN   1.96692                 NaN   24.3355                 NaN   9.69210        37.3903                 NaN   15.4210        5.98289     
  1228.07        2500.00                 NaN            NaN            NaN   5.34898                 NaN            NaN   1.99263                 NaN   23.8265                 NaN   9.75891        37.6540                 NaN   15.4910        5.92801     
  1225.56        2500.00                 NaN            NaN            NaN   5.23867                 NaN            NaN   1.95371                 NaN   24.3328                 NaN   9.73082        37.4622                 NaN   15.4622        5.81952     
  1223.06        2500.00                 NaN            NaN            NaN   5.25220                 NaN            NaN   1.94660                 NaN   24.3335                 NaN   9.75031        37.4979                 NaN   15.4831        5.73637     
  1220.55        2500.00                 NaN            NaN            NaN   5.03981                 NaN            NaN   2.05002                 NaN   24.5142                 NaN   9.72398        37.4681                 NaN   15.4760        5.72786     
  1218.05        2500.00                 NaN            NaN            NaN   3.76394       0.821363       0.474695        1.94949                 NaN   24.6883                 NaN   9.78871        37.3664                 NaN   15.5502        5.59689     
  1215.54        2500.00                 NaN            NaN            NaN   5.06826                 NaN            NaN   2.03551                 NaN   24.5139                 NaN   9.76158        37.5442                 NaN   15.5190        5.55754     
  1213.03        2500.00                 NaN            NaN            NaN   5.30037                 NaN            NaN   1.89012                 NaN   24.4395                 NaN   9.83498        37.5760                 NaN   15.5669        5.39212     
  1210.53        2500.00                 NaN            NaN            NaN   5.09713                 NaN            NaN   2.01979                 NaN   24.5167                 NaN   9.80001        37.6206                 NaN   15.5631        5.38265     
  1208.02        2500.00                 NaN            NaN            NaN   5.09442                 NaN            NaN   2.00546                 NaN   24.3382                 NaN   9.71951        37.9062                 NaN   15.6613        5.27489     
  1205.51        2500.00                 NaN            NaN            NaN   5.10233                 NaN            NaN   2.00524                 NaN   24.3644                 NaN   9.72001        37.9590                 NaN   15.6838        5.16524     
  1203.01        2500.00                 NaN            NaN            NaN   5.14053                 NaN            NaN   1.99712                 NaN   24.5237                 NaN   9.85485        37.7390                 NaN   15.6294        5.11541     
  1200.50        2500.00                 NaN            NaN            NaN   5.17509                 NaN            NaN   1.86848                 NaN   24.6873                 NaN   9.98145        37.6049                 NaN   15.7067        4.97606     
  1197.99        2500.00                 NaN            NaN            NaN   5.38205                 NaN            NaN   1.83797                 NaN   24.4774                 NaN   9.95581        37.7960                 NaN   15.7035        4.84738     
  1195.49        2500.00                 NaN            NaN            NaN   5.18873                 NaN            NaN   1.95175                 NaN   24.3944                 NaN   9.85733        38.0792                 NaN   15.7675        4.76110     
  1192.98        2500.00                 NaN            NaN            NaN   5.40785                 NaN            NaN   1.82118                 NaN   24.4904                 NaN   9.99865        37.8765                 NaN   15.7500        4.65546     
  1190.48        2500.00                 NaN            NaN            NaN   5.42790                 NaN            NaN   1.80984                 NaN   24.4887                 NaN   10.0189        37.9164                 NaN   15.7770        4.56128     
  1187.97        2500.00                 NaN            NaN            NaN   5.18907                 NaN            NaN   1.96271                 NaN   24.3061                 NaN   10.0016        38.1298                 NaN   15.8779        4.53282     
  1185.46        2500.00                 NaN            NaN            NaN   5.96938                 NaN            NaN   2.05905                 NaN   9.68987        12.0142        10.2125        39.5175                 NaN   16.1147        4.42285     
  1182.96        2500.00                 NaN            NaN            NaN   5.40076                 NaN            NaN   1.88208                 NaN   24.1249                 NaN   10.1069        38.2478                 NaN   15.9169        4.32070     
  1180.45        2500.00                 NaN            NaN            NaN   5.97964                 NaN            NaN   2.05171                 NaN   9.68425        12.0208        10.2274        39.6314                 NaN   16.1726        4.23223     
  1177.94        2500.00                 NaN            NaN            NaN   6.05832                 NaN            NaN   1.95916                 NaN   9.55315        12.2284        10.3064        39.5427                 NaN   16.2019        4.14998     
  1175.44        2500.00                 NaN            NaN            NaN   5.59324                 NaN            NaN   1.80409                 NaN   24.3282                 NaN   10.1275        38.2301                 NaN   15.8727        4.04426     
  1172.93        2500.00                 NaN            NaN            NaN   6.05791                 NaN            NaN   1.94909                 NaN   9.55539        12.2401        10.3069        39.6633                 NaN   16.2637        3.96358     
  1170.43        2500.00                 NaN            NaN            NaN   5.61928                 NaN            NaN   1.77336                 NaN   24.3742                 NaN   10.1638        38.3121                 NaN   15.9271        3.83024     
  1167.92        2500.00                 NaN            NaN            NaN   5.30918                 NaN            NaN   1.77681                 NaN   24.8349                 NaN   10.2368        38.1697                 NaN   16.0190        3.65360     
  1165.41        2500.00                 NaN            NaN            NaN   5.65783                 NaN            NaN   1.75757                 NaN   24.3668                 NaN   10.2167        38.4005                 NaN   15.9850        3.61561     
  1162.91        2500.00                 NaN            NaN            NaN   5.58355                 NaN            NaN   1.73627                 NaN   24.4875                 NaN   10.2350        38.4769                 NaN   16.0679        3.41288     
  1160.40        2500.00                 NaN            NaN            NaN   5.56736                 NaN            NaN   1.74251                 NaN   24.4183                 NaN   10.2679        38.4999                 NaN   16.1148        3.38932     
  1157.89        2500.00                 NaN            NaN            NaN   5.69486                 NaN            NaN   1.73022                 NaN   24.3987                 NaN   10.2795        38.5487                 NaN   16.0685        3.27963     
  1155.39        2500.00                 NaN            NaN            NaN   3.61138        1.51809       0.164961        1.80364                 NaN   24.9617                 NaN   10.1729        38.5234                 NaN   16.1618        3.08222     
  1152.88        2500.00                 NaN            NaN            NaN   5.63268                 NaN            NaN   1.65942                 NaN   24.6680                 NaN   10.3383        38.5714                 NaN   16.1767        2.95357     
  1150.38        2500.00                 NaN            NaN            NaN   5.65365                 NaN            NaN   1.68071                 NaN   24.5624                 NaN   10.3439        38.7104                 NaN   16.2117        2.83730     
  1147.87        2500.00                 NaN            NaN            NaN   6.05139                 NaN            NaN   2.00018                 NaN   9.62773        12.1086        10.3215        40.4351                 NaN   16.5807        2.87481     
  1145.36        2500.00                 NaN            NaN            NaN   5.68388                 NaN            NaN   1.65925                 NaN   24.5924                 NaN   10.3816        38.8137                 NaN   16.2721        2.59715     
  1142.86        2500.00                 NaN            NaN            NaN   5.75696                 NaN            NaN   1.67339                 NaN   24.4959                 NaN   10.3999        38.8669                 NaN   16.2520        2.55500     
  1140.35        2500.00                 NaN            NaN            NaN   5.70486                 NaN            NaN   1.60210                 NaN   24.7476                 NaN   10.4503        38.8183                 NaN   16.3270        2.34981     
  1137.84        2500.00                 NaN            NaN            NaN   5.71925                 NaN            NaN   1.59064                 NaN   24.7624                 NaN   10.4752        38.8719                 NaN   16.3573        2.22329     
  1135.34        2500.00                 NaN            NaN            NaN   3.68631        1.59972       0.131043        1.71334                 NaN   25.0708                 NaN   10.3548        38.9308                 NaN   16.4039        2.10925     
  1132.83        2500.00                 NaN            NaN            NaN   5.75405                 NaN            NaN   1.59898                 NaN   24.6798                 NaN   10.5013        39.0677                 NaN   16.4285        1.96975     
