|6.6.6
Archiving\03_Data\frac/QFM_m3.5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1132.83        2500.00                 NaN            NaN            NaN   3.79001                 NaN            NaN  0.969377                 NaN   20.4940                 NaN   10.7318        43.3432                 NaN   18.3895        2.28213     
  1130.33        2500.00                 NaN            NaN            NaN   2.40895        1.09396       0.809677E-001   1.02526                 NaN   20.8428                 NaN   10.6342        43.3296                 NaN   18.4393        2.14491     
  1127.82        2500.00                 NaN            NaN            NaN   2.41505        1.10111       0.783525E-001   1.01782                 NaN   20.8649                 NaN   10.6595        43.3952                 NaN   18.4757        1.99234     
  1125.31        2500.00                 NaN            NaN            NaN   3.81746                 NaN            NaN  0.926237                 NaN   20.6732                 NaN   10.8263        43.4359                 NaN   18.4949        1.82593     
  1122.81        2500.00                 NaN            NaN            NaN   3.83173                 NaN            NaN  0.939340                 NaN   20.5806                 NaN   10.8249        43.6101                 NaN   18.5404        1.67300     
  1120.30        2500.00                 NaN            NaN            NaN   2.43284        1.12255       0.714045E-001  0.995017                 NaN   20.9336                 NaN   10.7361        43.5974                 NaN   18.5877        1.52346     
  1117.79        2500.00                 NaN            NaN            NaN   3.85063                 NaN            NaN  0.918985                 NaN   20.6606                 NaN   10.8821        43.7185                 NaN   18.6129        1.35621     
  1115.29        2500.00                 NaN            NaN            NaN   3.85811                 NaN            NaN  0.894117                 NaN   20.7805                 NaN   10.9299        43.7013                 NaN   18.6467        1.18943     
  1112.78        2500.00                 NaN            NaN            NaN   3.87080                 NaN            NaN  0.905054                 NaN   20.7061                 NaN   10.9313        43.8676                 NaN   18.6925        1.02660     
  1110.28        2500.00                 NaN            NaN            NaN   3.87844                 NaN            NaN  0.877306                 NaN   20.8379                 NaN   10.9829        43.8380                 NaN   18.7258       0.859651     
  1107.77        2500.00                 NaN            NaN            NaN   3.73480                 NaN            NaN  0.909829                 NaN   21.0236                 NaN   11.0197        43.8079                 NaN   18.7712       0.732886     
  1105.26        2500.00                 NaN            NaN            NaN   3.90016                 NaN            NaN  0.860746                 NaN   20.8966                 NaN   11.0389        43.9797                 NaN   18.8039       0.520014     
  1102.76        2500.00                 NaN            NaN            NaN   2.47338        1.17366       0.562292E-001  0.937993                 NaN   21.1176                 NaN   10.9214        44.0936                 NaN   18.8653       0.360817     
  1100.25        2500.00                 NaN            NaN            NaN   2.47955        1.18088       0.542936E-001  0.929387                 NaN   21.1450                 NaN   10.9488        44.1684                 NaN   18.9070       0.186672     
  1097.74        2500.00                 NaN            NaN            NaN   2.48472        1.18865       0.523597E-001  0.920807                 NaN   21.1759                 NaN   10.9761        44.2430                 NaN   18.9488       0.966735E-002
  1095.24        2500.00                 NaN            NaN            NaN   3.89977                 NaN            NaN  0.877577                 NaN   20.9793                 NaN   11.0566        44.2967                 NaN   18.8901                 NaN
  1092.73        2500.00                 NaN            NaN            NaN   3.97701                 NaN            NaN  0.773742                 NaN   21.0396                 NaN   11.1836        44.0817       0.242018E-001   18.9202                 NaN
  1090.23        2500.00                 NaN            NaN            NaN   2.57967        1.23763       0.471881E-001  0.889623                 NaN   20.9869                 NaN   11.0862        44.2630                 NaN   18.9098                 NaN
  1087.72        2500.00                 NaN            NaN            NaN   2.57713        1.24221       0.456166E-001  0.888316                 NaN   21.0284                 NaN   11.1001        44.2308                 NaN   18.8874                 NaN
  1085.21        2500.00                 NaN            NaN            NaN   2.51657        1.22089       0.440150E-001  0.871604                 NaN   21.3076                 NaN   11.1188        44.0287                 NaN   18.8918                 NaN
  1082.71        2500.00                 NaN            NaN            NaN   2.52335        1.22674       0.425951E-001  0.860754                 NaN   21.3354                 NaN   11.1488        43.9817                 NaN   18.8807                 NaN
  1080.20        2500.00                 NaN            NaN            NaN   4.43850                 NaN            NaN            NaN            NaN   20.8974                 NaN   11.2787        43.6908       0.521699        19.1728                 NaN
  1077.69        2500.00                 NaN            NaN            NaN   2.66437        1.15735       0.399387E-001  0.852754                 NaN   21.1728                 NaN   11.1736        44.0454                 NaN   18.8938                 NaN
  1075.19        2500.00                 NaN            NaN            NaN   2.59872        1.26835       0.387393E-001  0.871729                 NaN   21.0905                 NaN   11.1834        44.1269                 NaN   18.8216                 NaN
  1072.68        2500.00                 NaN            NaN            NaN   4.46807                 NaN            NaN            NaN            NaN   21.1140                 NaN   11.4347        43.4264       0.465975        19.0909                 NaN
  1070.18        2500.00                 NaN            NaN            NaN   2.60297        1.27651       0.362613E-001  0.857673                 NaN   21.1365                 NaN   11.2297        44.0542                 NaN   18.8063                 NaN
  1067.67        2500.00                 NaN            NaN            NaN   2.56332        1.26449       0.351276E-001  0.794997                 NaN   21.5095                 NaN   11.3312        43.6940                 NaN   18.8073                 NaN
  1065.16        2500.00                 NaN            NaN            NaN   2.56979        1.27111       0.340235E-001  0.783574                 NaN   21.5422                 NaN   11.3625        43.6430                 NaN   18.7938                 NaN
  1062.66        2500.00                 NaN            NaN            NaN   4.49235                 NaN            NaN            NaN            NaN   21.1411                 NaN   11.4927        43.3715       0.460829        19.0415                 NaN
  1060.15        2500.00                 NaN            NaN            NaN   2.98855        1.33850       0.319480E-001            NaN            NaN   21.4865                 NaN   11.5100        43.1285       0.456350        19.0596                 NaN
  1057.64        2500.00                 NaN            NaN            NaN   2.98873        1.34254       0.309569E-001            NaN            NaN   21.5063                 NaN   11.5293        43.1021       0.453347        19.0467                 NaN
  1055.14        2500.00                 NaN            NaN            NaN   2.98813        1.34820       0.299950E-001            NaN            NaN   21.5332                 NaN   11.5495        43.0711       0.450201        19.0297                 NaN
  1052.63        2500.00                 NaN            NaN            NaN   2.98743        1.35388       0.290737E-001            NaN            NaN   21.5609                 NaN   11.5698        43.0394       0.446981        19.0125                 NaN
  1050.13        2500.00                 NaN            NaN            NaN   4.49530                 NaN            NaN            NaN            NaN   20.7773                 NaN   11.4622        43.6647       0.495272        19.1052                 NaN
  1047.62        2500.00                 NaN            NaN            NaN   4.49687                 NaN            NaN            NaN            NaN   20.7961                 NaN   11.4802        43.6408       0.493949        19.0921                 NaN
  1045.11        2500.00                 NaN            NaN            NaN   2.98480        1.37108       0.264818E-001            NaN            NaN   21.6481                 NaN   11.6318        42.9412       0.436960        18.9595                 NaN
  1042.61        2500.00                 NaN            NaN            NaN   2.98388        1.37691       0.256747E-001            NaN            NaN   21.6774                 NaN   11.6526        42.9083       0.433575        18.9416                 NaN
  1040.10        2500.00                 NaN            NaN            NaN   2.98280        1.38276       0.248938E-001            NaN            NaN   21.7080                 NaN   11.6737        42.8743       0.430078        18.9234                 NaN
  1037.59        2500.00                 NaN            NaN            NaN   4.51932                 NaN            NaN            NaN            NaN   20.8752                 NaN   11.5270        43.5676       0.485714        19.0251                 NaN
  1035.09        2500.00                 NaN            NaN            NaN   2.98042        1.39455       0.234105E-001            NaN            NaN   21.7712                 NaN   11.7164        42.8049       0.422910        18.8863                 NaN
  1032.58        2500.00                 NaN            NaN            NaN   2.97907        1.40049       0.227288E-001            NaN            NaN   21.8039                 NaN   11.7381        42.7692       0.419222        18.8673                 NaN
  1030.08        2500.00                 NaN            NaN            NaN   2.97773        1.40649       0.220219E-001            NaN            NaN   21.8369                 NaN   11.7598        42.7333       0.415493        18.8482                 NaN
  1027.57        2500.00                 NaN            NaN            NaN   2.97622        1.41250       0.213882E-001            NaN            NaN   21.8712                 NaN   11.7819        42.6964       0.411661        18.8288                 NaN
  1025.06        2500.00                 NaN            NaN            NaN   2.97546        1.41715       0.207229E-001            NaN            NaN   21.8988                 NaN   11.8031        42.6642       0.407922        18.8128                 NaN
  1022.56        2500.00                 NaN            NaN            NaN   2.97385        1.42328       0.201041E-001            NaN            NaN   21.9340                 NaN   11.8255        42.6264       0.403994        18.7929                 NaN
  1020.05        2500.00                 NaN            NaN            NaN   2.97207        1.42945       0.195054E-001            NaN            NaN   21.9708                 NaN   11.8482        42.5874       0.399933        18.7726                 NaN
  1017.54        2500.00                 NaN            NaN            NaN   2.97048        1.43560       0.189259E-001            NaN            NaN   22.0068                 NaN   11.8709        42.5490       0.395911        18.7523                 NaN
  1015.04        2500.00                 NaN            NaN            NaN   2.96845        1.44194       0.183650E-001            NaN            NaN   22.0452                 NaN   11.8942        42.5087       0.391705        18.7315                 NaN
  1012.53        2500.00                 NaN            NaN            NaN   2.96657        1.44827       0.178271E-001            NaN            NaN   22.0830                 NaN   11.9174        42.4687       0.387513        18.7106                 NaN
  1010.03        2500.00                 NaN            NaN            NaN   4.55500                 NaN            NaN            NaN            NaN   21.9095                 NaN   11.9591        42.5566       0.374485        18.6453                 NaN
  1007.52        2500.00                 NaN            NaN            NaN   1.37189        3.25571       0.114601                 NaN            NaN   17.2415        1.16142        11.1756        45.5207       0.641283        19.5173                 NaN
  1005.01        2500.00                 NaN            NaN            NaN   2.89787        1.43107       0.115175                 NaN            NaN   22.2024                 NaN   11.9888        42.3440       0.374407        18.6462                 NaN
  1002.51        2500.00                 NaN            NaN            NaN   2.89533        1.43743       0.115184                 NaN            NaN   22.2439                 NaN   12.0132        42.3009       0.369878        18.6242                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   2.89207        1.44384       0.115194                 NaN            NaN   22.2920                 NaN   12.0390        42.2524       0.364876        18.6006                 NaN
