|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1229.55        2500.00        95.3747                 NaN  0.511999                 NaN            NaN            NaN            NaN            NaN  0.174245E-001   2.64430        1.45159     
  1228.33        2500.00                 NaN            NaN   2.90747        8.78097                 NaN            NaN            NaN   8.26196       0.633881        46.6711        32.7446     
  1227.11        2500.00                 NaN            NaN   2.05575        9.45834       0.231273E-001            NaN            NaN   8.21420       0.672020        46.8444        32.7321     
  1225.89        2500.00                 NaN            NaN   7.29065        4.30128       0.364196E-005            NaN            NaN   8.21761       0.649852        46.8138        32.7268     
  1224.66        2500.00                 NaN            NaN   7.29119        4.30511       0.364815E-005            NaN            NaN   8.21432       0.649128        46.8110        32.7292     
  1223.44        2500.00                 NaN            NaN   7.31588        4.28047       0.129580E-004            NaN            NaN   8.22119       0.648025        46.8053        32.7291     
  1222.22        2500.00                 NaN            NaN   7.33232        4.26486       0.129412E-004            NaN            NaN   8.22484       0.647602        46.8006        32.7298     
  1221.00        2500.00                 NaN            NaN   7.36923        4.22705       0.933984E-005            NaN            NaN   8.22988       0.648244        46.7952        32.7304     
  1219.78        2500.00                 NaN            NaN   2.08216        9.46401       0.335906E-004            NaN            NaN   8.21334       0.670532        46.8437        32.7263     
  1218.56        2500.00                 NaN            NaN   7.42553        4.17178       0.220006E-005            NaN            NaN   8.23719       0.647679        46.7860        32.7318     
  1217.34        2500.00                 NaN            NaN   2.64943        8.85674                 NaN            NaN            NaN   8.18805       0.661381        46.9285        32.7159     
  1216.12        2500.00                 NaN            NaN   5.77609       0.555576E-003            NaN   3.27608                 NaN   7.90501       0.865257        48.1359        34.0411     
  1214.90        2500.00                 NaN            NaN   5.77311       0.537869E-003            NaN   3.27797                 NaN   7.90511       0.865302        48.1349        34.0430     
  1213.68        2500.00                 NaN            NaN   5.76971       0.522944E-003            NaN   3.28008                 NaN   7.90533       0.865335        48.1341        34.0449     
  1212.45        2500.00                 NaN            NaN   5.76673       0.509422E-003            NaN   3.28200                 NaN   7.90554       0.865350        48.1331        34.0467     
  1211.23        2500.00                 NaN            NaN   5.76359       0.490332E-003            NaN   3.28422                 NaN   7.90598       0.865294        48.1318        34.0487     
  1210.01        2500.00                 NaN            NaN   5.76043       0.476847E-003            NaN   3.28637                 NaN   7.90599       0.865354        48.1307        34.0506     
  1208.79        2500.00                 NaN            NaN   5.75737       0.463295E-003            NaN   3.28832                 NaN   7.90617       0.865379        48.1298        34.0525     
  1207.57        2500.00                 NaN            NaN   5.75433       0.451247E-003            NaN   3.29006                 NaN   7.90634       0.865396        48.1292        34.0542     
  1206.35        2500.00                 NaN            NaN   5.75127       0.438773E-003            NaN   3.29205                 NaN   7.90656       0.865409        48.1282        34.0561     
  1205.13        2500.00                 NaN            NaN   5.74823       0.424271E-003            NaN   3.29421                 NaN   7.90692       0.865407        48.1267        34.0581     
  1203.91        2500.00                 NaN            NaN   5.74532                 NaN            NaN   3.29616                 NaN   7.90694       0.865453        48.1262        34.0599     
  1202.69        2500.00                 NaN            NaN   5.74213                 NaN            NaN   3.29834                 NaN   7.90720       0.865490        48.1249        34.0619     
  1201.47        2500.00                 NaN            NaN   5.73942                 NaN            NaN   3.30010                 NaN   7.90758       0.865430        48.1238        34.0636     
  1200.24        2500.00                 NaN            NaN   2.49383        9.03122                 NaN            NaN            NaN   8.24359       0.654563        46.8492        32.7276     
  1199.02        2500.00                 NaN            NaN   2.46897        9.03284       0.251142E-001            NaN            NaN   8.24772       0.654025        46.8427        32.7286     
  1197.80        2500.00                 NaN            NaN   2.46040        9.04273       0.250958E-001            NaN            NaN   8.25146       0.653546        46.8373        32.7295     
  1196.58        2500.00                 NaN            NaN   2.45216        9.05230       0.250730E-001            NaN            NaN   8.25518       0.653070        46.8319        32.7303     
  1195.36        2500.00                 NaN            NaN   2.44395        9.06191       0.250465E-001            NaN            NaN   8.25894       0.652581        46.8264        32.7312     
  1194.14        2500.00                 NaN            NaN   2.43590        9.07138       0.250112E-001            NaN            NaN   8.26273       0.652082        46.8208        32.7321     
  1192.92        2500.00                 NaN            NaN   2.46982        9.06160                 NaN            NaN            NaN   8.26403       0.651979        46.8195        32.7330     
  1191.70        2500.00                 NaN            NaN   2.46197        9.07081                 NaN            NaN            NaN   8.26775       0.651492        46.8141        32.7339     
  1190.48        2500.00                 NaN            NaN   2.45422        9.07993                 NaN            NaN            NaN   8.27146       0.651003        46.8086        32.7348     
  1189.26        2500.00                 NaN            NaN   2.44657        9.08895                 NaN            NaN            NaN   8.27517       0.650511        46.8031        32.7357     
  1188.03        2500.00                 NaN            NaN   2.43903        9.09789                 NaN            NaN            NaN   8.27887       0.650018        46.7976        32.7366     
  1186.81        2500.00                 NaN            NaN   2.43159        9.10672                 NaN            NaN            NaN   8.28257       0.649522        46.7921        32.7375     
  1185.59        2500.00                 NaN            NaN   2.42425        9.11547                 NaN            NaN            NaN   8.28626       0.649025        46.7866        32.7384     
  1184.37        2500.00                 NaN            NaN   2.41703        9.12416                 NaN            NaN            NaN   8.28994       0.648526        46.7810        32.7393     
  1183.15        2500.00                 NaN            NaN   2.40990        9.13266                 NaN            NaN            NaN   8.29363       0.648024        46.7756        32.7402     
  1181.93        2500.00                 NaN            NaN   2.40307        9.14098                 NaN            NaN            NaN   8.29727       0.647524        46.7700        32.7411     
  1180.71        2500.00                 NaN            NaN   2.39620        9.14923                 NaN            NaN            NaN   8.30094       0.647019        46.7646        32.7420     
  1179.49        2500.00                 NaN            NaN   2.38946        9.15742                 NaN            NaN            NaN   8.30459       0.646513        46.7591        32.7430     
  1178.27        2500.00                 NaN            NaN   2.38280        9.16554                 NaN            NaN            NaN   8.30823       0.646004        46.7535        32.7439     
  1177.05        2500.00                 NaN            NaN   2.37630        9.17351                 NaN            NaN            NaN   8.31187       0.645495        46.7480        32.7448     
  1175.82        2500.00                 NaN            NaN   2.36986        9.18141       0.232648E-004            NaN            NaN   8.31551       0.644982        46.7425        32.7457     
  1174.60        2500.00                 NaN            NaN   2.36355        9.18920       0.227241E-004            NaN            NaN   8.31914       0.644468        46.7369        32.7467     
  1173.38        2500.00                 NaN            NaN   2.35731        9.19694       0.222013E-004            NaN            NaN   8.32277       0.643951        46.7314        32.7476     
  1172.16        2500.00                 NaN            NaN   2.35117        9.20458       0.216919E-004            NaN            NaN   8.32640       0.643433        46.7258        32.7486     
  1170.94        2500.00                 NaN            NaN   2.34512        9.21214       0.212267E-004            NaN            NaN   8.33000       0.642918        46.7203        32.7495     
  1169.72        2500.00                 NaN            NaN   2.34042        9.21819       0.223600E-004            NaN            NaN   8.33402       0.642416        46.7145        32.7504     
  1168.50        2500.00                 NaN            NaN   2.33505        9.22507       0.217526E-004            NaN            NaN   8.33750       0.641906        46.7091        32.7514     
  1167.28        2500.00                 NaN            NaN   2.32977        9.23188       0.211518E-004            NaN            NaN   8.34097       0.641395        46.7036        32.7523     
  1166.06        2500.00                 NaN            NaN   2.32291        9.24038       0.193263E-004            NaN            NaN   8.34416       0.640858        46.6984        32.7533     
  1164.84        2500.00                 NaN            NaN   2.31715        9.24773       0.188815E-004            NaN            NaN   8.34784       0.640311        46.6927        32.7543     
  1163.61        2500.00                 NaN            NaN   2.31038        9.25589       0.195349E-004            NaN            NaN   8.35190       0.639719        46.6871        32.7550     
  1162.39        2500.00                 NaN            NaN   2.30545        9.26240       0.199947E-004            NaN            NaN   8.35541       0.639193        46.6815        32.7560     
  1161.17        2500.00                 NaN            NaN   2.30064        9.26878       0.204660E-004            NaN            NaN   8.35891       0.638665        46.6760        32.7570     
  1159.95        2500.00                 NaN            NaN   2.29594        9.27507       0.179651E-004            NaN            NaN   8.36240       0.638135        46.6705        32.7579     
  1158.73        2500.00                 NaN            NaN   2.29142        9.28119                 NaN            NaN            NaN   8.36588       0.637604        46.6650        32.7589     
  1157.51        2500.00                 NaN            NaN   2.28700        9.28720                 NaN            NaN            NaN   8.36935       0.637072        46.6595        32.7599     
  1156.29        2500.00                 NaN            NaN   2.28257        9.29324                 NaN            NaN            NaN   8.37279       0.636538        46.6540        32.7609     
  1155.07        2500.00                 NaN            NaN   2.27942        9.29800                 NaN            NaN            NaN   8.37633       0.636066        46.6481        32.7621     
  1153.85        2500.00                 NaN            NaN   2.27543        9.30360                 NaN            NaN            NaN   8.37979       0.635525        46.6426        32.7631     
  1152.63        2500.00                 NaN            NaN   2.27106        9.30964                 NaN            NaN            NaN   8.38315       0.634977        46.6372        32.7640     
  1151.40        2500.00                 NaN            NaN   2.26714        9.31518                 NaN            NaN            NaN   8.38660       0.634433        46.6317        32.7650     
  1150.18        2500.00                 NaN            NaN   2.26346        9.32046                 NaN            NaN            NaN   8.39003       0.633893        46.6262        32.7660     
  1148.96        2500.00                 NaN            NaN   2.25995        9.32559                 NaN            NaN            NaN   8.39345       0.633352        46.6207        32.7670     
  1147.74        2500.00                 NaN            NaN   2.25661        9.33054                 NaN            NaN            NaN   8.39685       0.632811        46.6152        32.7680     
  1146.52        2500.00                 NaN            NaN   2.25343        9.33535                 NaN            NaN            NaN   8.40025       0.632270        46.6097        32.7690     
  1145.30        2500.00                 NaN            NaN   2.25064        9.33977                 NaN            NaN            NaN   8.40365       0.631724        46.6042        32.7700     
  1144.08        2500.00                 NaN            NaN   2.24782        9.34422                 NaN            NaN            NaN   8.40703       0.631183        46.5987        32.7710     
  1142.86        2500.00                 NaN            NaN   2.24523        9.34844                 NaN            NaN            NaN   8.41040       0.630642        46.5932        32.7720     
  1141.64        2500.00                 NaN            NaN   2.24285        9.35245                 NaN            NaN            NaN   8.41375       0.630102        46.5878        32.7731     
  1140.42        2500.00                 NaN            NaN   2.24071        9.35623                 NaN            NaN            NaN   8.41709       0.629562        46.5823        32.7741     
  1139.19        2500.00                 NaN            NaN   2.23876        9.35983                 NaN            NaN            NaN   8.42042       0.629018        46.5769        32.7751     
  1137.97        2500.00                 NaN            NaN   2.23658        9.36364                 NaN            NaN            NaN   8.42373       0.628476        46.5714        32.7762     
  1136.75        2500.00                 NaN            NaN   2.23465        9.36723                 NaN            NaN            NaN   8.42705       0.627928        46.5660        32.7772     
  1135.53        2500.00                 NaN            NaN   2.23291        9.37063                 NaN            NaN            NaN   8.43036       0.627382        46.5605        32.7782     
  1134.31        2500.00                 NaN            NaN   2.23151        9.37369                 NaN            NaN            NaN   8.43366       0.626836        46.5551        32.7792     
  1133.09        2500.00                 NaN            NaN   2.22961        9.37723                 NaN            NaN            NaN   8.43693       0.626292        46.5497        32.7803     
  1131.87        2500.00                 NaN            NaN   2.22804        9.38045                 NaN            NaN            NaN   8.44023       0.625744        46.5442        32.7813     
  1130.65        2500.00                 NaN            NaN   2.22715        9.38301                 NaN            NaN            NaN   8.44351       0.625196        46.5388        32.7824     
  1129.43        2500.00                 NaN            NaN   2.22656        9.38524                 NaN            NaN            NaN   8.44676       0.624641        46.5334        32.7834     
  1128.21        2500.00                 NaN            NaN   2.22570        9.38777                 NaN            NaN            NaN   8.45000       0.624094        46.5280        32.7844     
  1126.98        2500.00                 NaN            NaN   2.22497        9.39016                 NaN            NaN            NaN   8.45324       0.623547        46.5226        32.7855     
  1125.76        2500.00                 NaN            NaN   2.22439        9.39241                 NaN            NaN            NaN   8.45647       0.622999        46.5172        32.7865     
  1124.54        2500.00                 NaN            NaN   2.22390        9.39457                 NaN            NaN            NaN   8.45968       0.622449        46.5118        32.7876     
  1123.32        2500.00                 NaN            NaN   2.22365        9.39649                 NaN            NaN            NaN   8.46289       0.621904        46.5064        32.7886     
  1122.10        2500.00                 NaN            NaN   2.22348        9.39832                 NaN            NaN            NaN   8.46608       0.621357        46.5011        32.7897     
  1120.88        2500.00                 NaN            NaN   2.22346        9.40001                 NaN            NaN            NaN   8.46927       0.620809        46.4957        32.7908     
  1119.66        2500.00                 NaN            NaN   2.22359        9.40155                 NaN            NaN            NaN   8.47245       0.620261        46.4903        32.7918     
  1118.44        2500.00                 NaN            NaN   2.22384        9.40297                 NaN            NaN            NaN   8.47561       0.619714        46.4850        32.7929     
  1117.22        2500.00                 NaN            NaN   2.22423        9.40425                 NaN            NaN            NaN   8.47877       0.619168        46.4796        32.7940     
  1116.00        2500.00                 NaN            NaN   2.22414        9.40594                 NaN            NaN            NaN   8.48197       0.618608        46.4743        32.7950     
  1114.77        2500.00                 NaN            NaN   2.22457        9.40719                 NaN            NaN            NaN   8.48512       0.618062        46.4690        32.7961     
  1113.55        2500.00                 NaN            NaN   2.22616        9.40733                 NaN            NaN            NaN   8.48818       0.617528        46.4636        32.7972     
  1112.33        2500.00                 NaN            NaN   2.22704        9.40812                 NaN            NaN            NaN   8.49129       0.616983        46.4583        32.7982     
  1111.11        2500.00                 NaN            NaN   2.22803        9.40881                 NaN            NaN            NaN   8.49440       0.616438        46.4530        32.7993     
  1109.89        2500.00                 NaN            NaN   2.22913        9.40938                 NaN            NaN            NaN   8.49750       0.615893        46.4477        32.8004     
  1108.67        2500.00                 NaN            NaN   2.23036        9.40982                 NaN            NaN            NaN   8.50059       0.615350        46.4424        32.8015     
  1107.45        2500.00                 NaN            NaN   2.23171        9.41013                 NaN            NaN            NaN   8.50366       0.614808        46.4371        32.8026     
  1106.23        2500.00                 NaN            NaN   2.23317        9.41034                 NaN            NaN            NaN   8.50673       0.614265        46.4318        32.8037     
  1105.01        2500.00                 NaN            NaN   2.23894        9.40603                 NaN            NaN            NaN   8.50990       0.613643        46.4269        32.8046     
  1103.79        2500.00                 NaN            NaN   2.24077        9.40591                 NaN            NaN            NaN   8.51291       0.613106        46.4215        32.8058     
  1102.56        2500.00                 NaN            NaN   2.24270        9.40566                 NaN            NaN            NaN   8.51593       0.612567        46.4163        32.8069     
  1101.34        2500.00                 NaN            NaN   2.24476        9.40528                 NaN            NaN            NaN   8.51895       0.612026        46.4110        32.8080     
  1100.12        2500.00                 NaN            NaN   2.24698        9.40474                 NaN            NaN            NaN   8.52197       0.611482        46.4058        32.8091     
  1098.90        2500.00                 NaN            NaN   2.24942        9.40398                 NaN            NaN            NaN   8.52498       0.610938        46.4005        32.8102     
  1097.68        2500.00                 NaN            NaN   2.24916        9.40574                 NaN            NaN            NaN   8.52814       0.610398        46.3954        32.8112     
  1096.46        2500.00                 NaN            NaN   2.25246        9.40432                 NaN            NaN            NaN   8.53108       0.609865        46.3899        32.8124     
  1095.24        2500.00                 NaN            NaN   2.25682        9.40157                 NaN            NaN            NaN   8.53370       0.609399        46.3850        32.8135     
  1094.02        2500.00                 NaN            NaN   2.26104        9.39905                 NaN            NaN            NaN   8.53686       0.608786        46.3797        32.8146     
  1092.80        2500.00                 NaN            NaN   2.26514        9.39666                 NaN            NaN            NaN   8.53976       0.608239        46.3745        32.8157     
  1091.58        2500.00                 NaN            NaN   2.26852        9.39497                 NaN            NaN            NaN   8.54266       0.607704        46.3694        32.8168     
  1090.35        2500.00                 NaN            NaN   2.27187        9.39331                 NaN            NaN            NaN   8.54552       0.607179        46.3642        32.8179     
  1089.13        2500.00                 NaN            NaN   2.27532        9.39150                 NaN            NaN            NaN   8.54841       0.606647        46.3591        32.8190     
  1087.91        2500.00                 NaN            NaN   2.27879        9.38968                 NaN            NaN            NaN   8.55131       0.606116        46.3540        32.8201     
  1086.69        2500.00                 NaN            NaN   2.27872        9.39115                 NaN            NaN            NaN   8.55490       0.605591        46.3485        32.8212     
  1085.47        2500.00                 NaN            NaN   2.28259        9.38891                 NaN            NaN            NaN   8.55781       0.605056        46.3434        32.8223     
  1084.25        2500.00                 NaN            NaN   2.28655        9.38659                 NaN            NaN            NaN   8.56072       0.604523        46.3382        32.8234     
  1083.03        2500.00                 NaN            NaN   2.29059        9.38416                 NaN            NaN            NaN   8.56363       0.603987        46.3331        32.8245     
  1081.81        2500.00                 NaN            NaN   2.29482        9.38156                 NaN            NaN            NaN   8.56650       0.603454        46.3281        32.8256     
  1080.59        2500.00                 NaN            NaN   2.29917        9.37885                 NaN            NaN            NaN   8.56937       0.602922        46.3230        32.8267     
  1079.37        2500.00                 NaN            NaN   2.30361        9.37603                 NaN            NaN            NaN   8.57223       0.602390        46.3179        32.8279     
  1078.14        2500.00                 NaN            NaN   2.30817        9.37310                 NaN            NaN            NaN   8.57509       0.601860        46.3128        32.8290     
  1076.92        2500.00                 NaN            NaN   2.31277        9.37013                 NaN            NaN            NaN   8.57797       0.601335        46.3077        32.8301     
  1075.70        2500.00                 NaN            NaN   2.31774        9.36674                 NaN            NaN            NaN   8.58003       0.600791        46.3036        32.8311     
  1074.48        2500.00                 NaN            NaN   2.32234        9.36372                 NaN            NaN            NaN   8.58287       0.600274        46.2986        32.8322     
  1073.26        2500.00                 NaN            NaN   2.32674        9.36095                 NaN            NaN            NaN   8.58577       0.599738        46.2934        32.8334     
  1072.04        2500.00                 NaN            NaN   2.33166        9.35766                 NaN            NaN            NaN   8.58858       0.599213        46.2884        32.8345     
  1070.82        2500.00                 NaN            NaN   2.33724        9.35372                 NaN            NaN            NaN   8.59203       0.598703        46.2825        32.8358     
  1069.60        2500.00                 NaN            NaN   2.34222        9.35037                 NaN            NaN            NaN   8.59488       0.598175        46.2775        32.8369     
  1068.38        2500.00                 NaN            NaN   2.34754        9.34665                 NaN            NaN            NaN   8.59762       0.597651        46.2725        32.8380     
  1067.16        2500.00                 NaN            NaN   2.35285        9.34295                 NaN            NaN            NaN   8.60041       0.597124        46.2675        32.8392     
  1065.93        2500.00                 NaN            NaN   2.35876        9.33871                 NaN            NaN            NaN   8.60244       0.596524        46.2635        32.8401     
  1064.71        2500.00                 NaN            NaN   2.36426        9.33485                 NaN            NaN            NaN   8.60521       0.595986        46.2585        32.8412     
  1063.49        2500.00                 NaN            NaN   2.36977        9.33097                 NaN            NaN            NaN   8.60796       0.595455        46.2535        32.8423     
  1062.27        2500.00                 NaN            NaN   2.37473        9.32746                 NaN            NaN            NaN   8.61147       0.595041        46.2476        32.8437     
  1061.05        2500.00                 NaN            NaN   2.38031        9.32347                 NaN            NaN            NaN   8.61419       0.594529        46.2426        32.8449     
  1059.83        2500.00                 NaN            NaN   2.38649        9.31897                 NaN            NaN            NaN   8.61699       0.593998        46.2375        32.8460     
  1058.61        2500.00                 NaN            NaN   2.39210        9.31483                 NaN            NaN            NaN   8.61967       0.593494        46.2327        32.8472     
  1057.39        2500.00                 NaN            NaN   2.39793        9.31061                 NaN            NaN            NaN   8.62238       0.592980        46.2278        32.8483     
  1056.17        2500.00                 NaN            NaN   2.40381        9.30635                 NaN            NaN            NaN   8.62511       0.592451        46.2228        32.8494     
  1054.95        2500.00                 NaN            NaN   2.40972        9.30207                 NaN            NaN            NaN   8.62784       0.591918        46.2179        32.8506     
  1053.72        2500.00                 NaN            NaN   2.41589        9.29751                 NaN            NaN            NaN   8.63055       0.591403        46.2129        32.8517     
  1052.50        2500.00                 NaN            NaN   2.42202        9.29297                 NaN            NaN            NaN   8.63326       0.590893        46.2079        32.8529     
  1051.28        2500.00                 NaN            NaN   2.42872        9.28789                 NaN            NaN            NaN   8.63594       0.590393        46.2029        32.8541     
  1050.06        2500.00                 NaN            NaN   2.43521        9.28306                 NaN            NaN            NaN   8.63864       0.589874        46.1979        32.8553     
  1048.84        2500.00                 NaN            NaN   2.44050        9.27927                 NaN            NaN            NaN   8.64135       0.589343        46.1931        32.8564     
  1047.62        2500.00                 NaN            NaN   2.44698        9.27435                 NaN            NaN            NaN   8.64400       0.588837        46.1883        32.8575     
  1046.40        2500.00                 NaN            NaN   2.45316        9.26979                 NaN            NaN            NaN   8.64668       0.588311        46.1834        32.8587     
  1045.18        2500.00                 NaN            NaN   2.46168        9.26283       0.195344E-005            NaN            NaN   8.64849       0.587854        46.1793        32.8599     
  1043.96        2500.00                 NaN            NaN   2.46558        9.26049       0.210502E-005            NaN            NaN   8.65199       0.587311        46.1736        32.8610     
  1042.74        2500.00                 NaN            NaN   2.47274        9.25496       0.205473E-005            NaN            NaN   8.65465       0.586780        46.1687        32.8622     
  1041.51        2500.00                 NaN            NaN   2.47927        9.25001       0.201140E-005            NaN            NaN   8.65729       0.586275        46.1638        32.8634     
  1040.29        2500.00                 NaN            NaN   2.48614        9.24483       0.196885E-005            NaN            NaN   8.65999       0.585773        46.1586        32.8646     
  1039.07        2500.00                 NaN            NaN   2.49237        9.24016       0.192872E-005            NaN            NaN   8.66253       0.585269        46.1539        32.8658     
  1037.85        2500.00                 NaN            NaN   2.49919        9.23496       0.188559E-005            NaN            NaN   8.66517       0.584753        46.1490        32.8669     
  1036.63        2500.00                 NaN            NaN   2.50591        9.22984       0.184774E-005            NaN            NaN   8.66775       0.584256        46.1441        32.8681     
  1035.41        2500.00                 NaN            NaN   2.51226        9.22508       0.180950E-005            NaN            NaN   8.67037       0.583747        46.1393        32.8693     
  1034.19        2500.00                 NaN            NaN   2.51867        9.22028       0.176448E-005            NaN            NaN   8.67311       0.583208        46.1343        32.8705     
  1032.97        2500.00                 NaN            NaN   2.52643        9.21409                 NaN            NaN            NaN   8.67566       0.582707        46.1294        32.8717     
  1031.75        2500.00                 NaN            NaN   2.53274        9.20932                 NaN            NaN            NaN   8.67838       0.582190        46.1245        32.8729     
  1030.53        2500.00                 NaN            NaN   2.53898        9.20469                 NaN            NaN            NaN   8.68095       0.581686        46.1196        32.8740     
  1029.30        2500.00                 NaN            NaN   4.42148        7.50075                 NaN            NaN            NaN   8.74356       0.554305        45.8715        32.9084     
  1028.08        2500.00                 NaN            NaN   7.59708        4.32382                 NaN            NaN            NaN   8.74422       0.554666        45.8706        32.9096     
  1026.86        2500.00                 NaN            NaN   7.65394        4.26715                 NaN            NaN            NaN   8.74576       0.554636        45.8676        32.9109     
  1025.64        2500.00                 NaN            NaN   7.69642        4.22540                 NaN            NaN            NaN   8.74761       0.554468        45.8638        32.9123     
  1024.42        2500.00                 NaN            NaN   4.19056        7.73224                 NaN            NaN            NaN   8.74962       0.554231        45.8597        32.9137     
  1023.20        2500.00                 NaN            NaN   4.15890        7.76503                 NaN            NaN            NaN   8.75174       0.553950        45.8553        32.9150     
  1021.98        2500.00                 NaN            NaN   4.13357        7.79171                 NaN            NaN            NaN   8.75396       0.553623        45.8507        32.9164     
  1020.76        2500.00                 NaN            NaN   7.81172        4.11509                 NaN            NaN            NaN   8.75623       0.553256        45.8459        32.9178     
  1019.54        2500.00                 NaN            NaN   7.83175        4.09664                 NaN            NaN            NaN   8.75855       0.552874        45.8410        32.9192     
  1018.32        2500.00                 NaN            NaN   4.07810        7.85189                 NaN            NaN            NaN   8.76092       0.552482        45.8360        32.9206     
  1017.09        2500.00                 NaN            NaN   4.06412        7.86761                 NaN            NaN            NaN   8.76332       0.552065        45.8308        32.9220     
  1015.87        2500.00                 NaN            NaN   7.88331        4.05017                 NaN            NaN            NaN   8.76574       0.551640        45.8257        32.9235     
  1014.65        2500.00                 NaN            NaN   4.03104        7.90413                 NaN            NaN            NaN   8.76824       0.551210        45.8205        32.9249     
  1013.43        2500.00                 NaN            NaN   4.02546        7.91167                 NaN            NaN            NaN   8.77066       0.550758        45.8151        32.9263     
  1012.21        2500.00                 NaN            NaN   7.92341        4.01562                 NaN            NaN            NaN   8.77316       0.550301        45.8097        32.9278     
  1010.99        2500.00                 NaN            NaN   4.00492        7.93603                 NaN            NaN            NaN   8.77568       0.549837        45.8043        32.9292     
  1009.77        2500.00                 NaN            NaN   3.99621        7.94671                 NaN            NaN            NaN   8.77820       0.549365        45.7989        32.9306     
  1008.55        2500.00                 NaN            NaN   3.98827        7.95665                 NaN            NaN            NaN   8.78074       0.548886        45.7934        32.9321     
  1007.33        2500.00                 NaN            NaN   7.96656        3.98038                 NaN            NaN            NaN   8.78330       0.548401        45.7878        32.9336     
  1006.11        2500.00                 NaN            NaN   3.97392        7.97508                 NaN            NaN            NaN   8.78586       0.547913        45.7822        32.9350     
  1004.88        2500.00                 NaN            NaN   3.96684        7.98422                 NaN            NaN            NaN   8.78845       0.547417        45.7766        32.9365     
  1003.66        2500.00                 NaN            NaN   7.99240        3.96077                 NaN            NaN            NaN   8.79104       0.546915        45.7709        32.9379     
  1002.44        2500.00                 NaN            NaN   3.95606        7.99924                 NaN            NaN            NaN   8.79362       0.546411        45.7652        32.9394     
  1001.22        2500.00                 NaN            NaN   8.00714        3.95031                 NaN            NaN            NaN   8.79625       0.545899        45.7595        32.9409     
