|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1179.82        2500.00                 NaN   2.39090                 NaN            NaN   5.10701        12.4500        8.17988        48.4935        1.42665        17.3065        4.64549     
  1178.36        2500.00                 NaN   2.39094                 NaN            NaN   5.10714        12.4504        8.18025        48.5396        1.42668        17.3275        4.57754     
  1176.90        2500.00                 NaN   2.39098                 NaN            NaN   5.10726        12.4508        8.18062        48.5860        1.42672        17.3486        4.50910     
  1175.44        2500.00                 NaN   2.39102                 NaN            NaN   5.10739        12.4511        8.18099        48.6328        1.42676        17.3698        4.44016     
  1173.98        2500.00                 NaN   2.39106                 NaN            NaN   5.10752        12.4515        8.18136        48.6798        1.42680        17.3912        4.37072     
  1172.51        2500.00                 NaN   2.36945                 NaN            NaN   12.4943        5.06101        8.19735        48.7215        1.43241        17.4193        4.30457     
  1171.05        2500.00                 NaN   2.25167                 NaN            NaN   5.13718        12.5255        8.38335        48.5833        1.43801        17.4483        4.23267     
  1169.59        2500.00                 NaN   2.25171                 NaN            NaN   5.13730        12.5259        8.38373        48.6312        1.43805        17.4701        4.16197     
  1168.13        2500.00                 NaN   2.25175                 NaN            NaN   5.13743        12.5263        8.38412        48.6795        1.43809        17.4921        4.09075     
  1166.67        2500.00                 NaN   2.25179                 NaN            NaN   5.13756        12.5266        8.38450        48.7281        1.43813        17.5142        4.01901     
  1165.20        2500.00                 NaN   2.25183                 NaN            NaN   5.13769        12.5270        8.38489        48.7771        1.43817        17.5365        3.94674     
  1163.74        2500.00                 NaN   2.25187                 NaN            NaN   5.13782        12.5274        8.38527        48.8265        1.43820        17.5590        3.87395     
  1162.28        2500.00                 NaN   2.08660                 NaN            NaN   12.6455        5.14715        8.52143        48.7515        1.45699        17.5934        3.79740     
  1160.82        2500.00                 NaN   2.08664                 NaN            NaN   12.6459        5.14728        8.52182        48.8014        1.45703        17.6162        3.72373     
  1159.36        2500.00                 NaN   2.08668                 NaN            NaN   12.6463        5.14741        8.52222        48.8517        1.45707        17.6391        3.64951     
  1157.89        2500.00                 NaN   2.08672                 NaN            NaN   12.6467        5.14754        8.52261        48.9023        1.45711        17.6622        3.57475     
  1156.43        2500.00                 NaN   2.08676                 NaN            NaN   12.6471        5.14768        8.52301        48.9533        1.45715        17.6855        3.49944     
  1154.97        2500.00                 NaN   2.05558                 NaN            NaN   12.7351        5.11117        8.67388        48.8439        1.45037        17.7093        3.42071     
  1153.51        2500.00                 NaN   2.05562                 NaN            NaN   12.7355        5.11131        8.67428        48.8955        1.45041        17.7328        3.34455     
  1152.05        2500.00                 NaN   2.05563                 NaN            NaN   12.7359        5.11147        8.67470        48.9475        1.45046        17.7566        3.26782     
  1150.58        2500.00                 NaN  0.664752                 NaN            NaN   6.83708        12.0360        9.24998        48.5951        1.62613        17.9008        3.09016     
  1149.12        2500.00                 NaN  0.604569                 NaN            NaN   6.88955        12.0307        9.29698        48.6064        1.63260        17.9298        3.00943     
  1147.66        2500.00                 NaN  0.544330                 NaN            NaN   6.94195        12.0257        9.34401        48.6180        1.63907        17.9589        2.92803     
  1146.20        2500.00                 NaN  0.521276                 NaN            NaN   6.87091        12.1365        9.39133        48.6191        1.63603        17.9822        2.84262     
  1144.74        2500.00                 NaN  0.464974                 NaN            NaN   6.91153        12.1423        9.43840        48.6303        1.64154        18.0111        2.75988     
  1143.27        2500.00                 NaN  0.359196                 NaN            NaN   12.0400        7.07668        9.48571        48.6582        1.65776        18.0489        2.67360     
  1141.81        2500.00                 NaN  0.354529                 NaN            NaN   7.12195        12.0105        9.51098        48.6810        1.65782        18.0713        2.59193     
  1140.35        2500.00                 NaN  0.294140                 NaN            NaN   7.03555        12.1598        9.58091        48.6645        1.65815        18.0986        2.50837     
  1138.89        2500.00                 NaN  0.184726                 NaN            NaN   7.21264        12.0502        9.63628        48.6794        1.67700        18.1332        2.42656     
  1137.43        2500.00                 NaN  0.175472                 NaN            NaN   7.12169        12.1720        9.67894        48.6861        1.66969        18.1580        2.33812     
  1135.96        2500.00                 NaN  0.122832                 NaN            NaN   7.15877        12.1796        9.72458        48.7003        1.67461        18.1875        2.25183     
  1134.50        2500.00                 NaN  0.669023E-001            NaN            NaN   7.19648        12.1893        9.77250        48.7126        1.67980        18.2173        2.16512     
  1133.04        2500.00                 NaN  0.557021E-002            NaN            NaN   7.28287        12.1255        9.80067        48.7571        1.69472        18.2538        2.07985     
  1131.58        2500.00                 NaN            NaN            NaN            NaN   7.27206        12.1462        9.82384        48.7924        1.69360        18.2815        1.99042     
  1130.12        2500.00                 NaN            NaN            NaN            NaN   7.25934        12.1652        9.84328        48.8313        1.69164        18.3091        1.90014     
  1128.65        2500.00                 NaN            NaN            NaN            NaN   7.28957        12.1561        9.85410        48.8784        1.68626        18.3354        1.80027     
  1127.19        2500.00                 NaN            NaN            NaN            NaN   7.25390        12.1837        9.87847        48.9137        1.68756        18.3650        1.71762     
  1125.73        2500.00                 NaN            NaN            NaN            NaN   12.4069        7.07447        9.93909        48.8982        1.67628        18.3840        1.62102     
  1124.27        2500.00                 NaN            NaN            NaN            NaN   12.4438        7.04707        9.96096        48.9354        1.67412        18.4115        1.52722     
  1122.81        2500.00                 NaN  0.166750                 NaN            NaN   7.05356        12.2808        9.86175        49.0454        1.65963        18.4162        1.51587     
  1121.34        2500.00                 NaN            NaN            NaN            NaN   12.4847        7.00841        9.99643        49.0249        1.67269        18.4715        1.34134     
  1119.88        2500.00                 NaN  0.796673E-001            NaN            NaN   7.09863        12.3229        9.93335        49.1044        1.66429        18.4705        1.32620     
  1118.42        2500.00                 NaN            NaN            NaN            NaN   6.99021        12.5146        10.0316        49.1135        1.67014        18.5299        1.15000     
  1116.96        2500.00                 NaN            NaN            NaN            NaN   12.5047        7.00812        10.0481        49.1599        1.66932        18.5582        1.05157     
  1115.50        2500.00                 NaN            NaN            NaN            NaN   12.5369        6.98639        10.0664        49.2025        1.66733        18.5868       0.953649     
  1114.03        2500.00                 NaN            NaN            NaN            NaN   12.4724        7.00730        10.1026        49.1841        1.66964        18.5952       0.968703     
  1112.57        2500.00                 NaN            NaN            NaN            NaN   12.5746        6.94726        10.1069        49.2891        1.66654        18.6485       0.767102     
  1111.11        2500.00                 NaN            NaN            NaN            NaN   12.6466        6.90865        10.1339        49.3211        1.66006        18.6738       0.655884     
  1109.65        2500.00                 NaN            NaN            NaN            NaN   12.6796        6.88513        10.1560        49.3620        1.65782        18.7036       0.555827     
  1108.19        2500.00                 NaN            NaN            NaN            NaN   12.7469        6.86156        10.1985        49.3682        1.64903        18.7264       0.449391     
  1106.72        2500.00                 NaN            NaN            NaN            NaN   12.7737        6.81997        10.2088        49.4320        1.65100        18.7616       0.352858     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   12.7533        6.83694        10.2182        49.4928        1.65211        18.7947       0.252023     
  1103.80        2500.00                 NaN            NaN            NaN            NaN   12.5224        6.96920        10.1721        49.5468        1.66629        18.7954       0.327934     
  1102.34        2500.00                 NaN            NaN            NaN            NaN   12.8192        6.79235        10.2631        49.5778        1.64731        18.8559       0.443847E-001
  1100.88        2500.00                 NaN            NaN            NaN            NaN   12.7600        6.84476        10.2665        49.6063        1.64751        18.8750                 NaN
  1099.41        2500.00                 NaN            NaN            NaN            NaN   12.9385        6.70614        10.3223        49.5324        1.63898        18.8617                 NaN
  1097.95        2500.00                 NaN            NaN            NaN            NaN   12.9698        6.68059        10.3459        49.5068        1.63687        18.8601                 NaN
  1096.49        2500.00                 NaN            NaN            NaN            NaN   13.0030        6.65892        10.3685        49.4784        1.63421        18.8570                 NaN
  1095.03        2500.00                 NaN            NaN            NaN            NaN   13.0328        6.63333        10.3927        49.4531        1.63220        18.8558                 NaN
  1093.57        2500.00                 NaN            NaN            NaN            NaN   13.0658        6.60800        10.4161        49.4265        1.62983        18.8538                 NaN
  1092.10        2500.00                 NaN            NaN            NaN            NaN   6.57639        13.1348        10.4583        49.3657        1.62150        18.8432                 NaN
  1090.64        2500.00                 NaN            NaN            NaN            NaN   6.53756        13.1792        10.4800        49.3422        1.61944        18.8417                 NaN
  1089.18        2500.00                 NaN            NaN            NaN            NaN   13.2061        6.50643        10.5021        49.3238        1.61857        18.8429                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN   6.88834        12.7473        10.4404        49.4232        1.62930        18.8714                 NaN
  1086.26        2500.00                 NaN            NaN            NaN            NaN   13.2845        6.47689        10.5611        49.2400        1.60845        18.8291                 NaN
  1084.79        2500.00                 NaN            NaN            NaN            NaN   13.2608        6.48405        10.5696        49.2403        1.61074        18.8345                 NaN
  1083.33        2500.00                 NaN            NaN            NaN            NaN   13.3089        6.45022        10.5970        49.2061        1.60709        18.8307                 NaN
  1081.87        2500.00                 NaN            NaN            NaN            NaN   13.0433        6.67094        10.5599        49.2687        1.61243        18.8447                 NaN
  1080.41        2500.00                 NaN            NaN            NaN            NaN   13.2697        6.47609        10.6023        49.2104        1.60807        18.8335                 NaN
  1078.95        2500.00                 NaN            NaN            NaN            NaN   13.3047        6.45196        10.6265        49.1821        1.60500        18.8297                 NaN
  1077.48        2500.00                 NaN            NaN            NaN            NaN   13.3311        6.43571        10.6483        49.1558        1.60226        18.8268                 NaN
  1076.02        2500.00                 NaN            NaN            NaN            NaN   13.3678        6.40952        10.6750        49.1243        1.59934        18.8241                 NaN
  1074.56        2500.00                 NaN            NaN            NaN            NaN   13.6156        6.23712        10.7728        48.9875        1.58215        18.8049                 NaN
  1073.10        2500.00                 NaN            NaN            NaN            NaN   13.6574        6.20800        10.7995        48.9550        1.57864        18.8014                 NaN
  1071.64        2500.00                 NaN            NaN            NaN            NaN   13.6996        6.17878        10.8265        48.9222        1.57506        18.7979                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN   13.7416        6.14992        10.8535        48.8892        1.57144        18.7944                 NaN
  1068.71        2500.00                 NaN            NaN            NaN            NaN   13.7849        6.11769        10.8808        48.8569        1.56798        18.7916                 NaN
  1067.25        2500.00                 NaN            NaN            NaN            NaN   13.6393        6.23036        10.8502        48.9052        1.57479        18.8001                 NaN
  1065.79        2500.00                 NaN            NaN            NaN            NaN   6.05451        13.8701        10.9387        48.7897        1.56061        18.7864                 NaN
  1064.33        2500.00                 NaN            NaN            NaN            NaN   13.9258        6.01504        10.9682        48.7529        1.55655        18.7816                 NaN
  1062.87        2500.00                 NaN            NaN            NaN            NaN   13.9563        5.99556        10.9866        48.7290        1.55304        18.7794                 NaN
  1061.40        2500.00                 NaN            NaN            NaN            NaN   5.96448        14.0045        11.0187        48.6882        1.54897        18.7751                 NaN
  1059.94        2500.00                 NaN            NaN            NaN            NaN   5.91451        14.0534        11.0487        48.6602        1.54662        18.7765                 NaN
  1058.48        2500.00                 NaN            NaN            NaN            NaN   5.90561        14.0982        11.0775        48.6132        1.53997        18.7655                 NaN
  1057.02        2500.00                 NaN            NaN            NaN            NaN   13.8638        6.10763        11.0178        48.6910        1.54941        18.7704                 NaN
  1055.56        2500.00                 NaN            NaN            NaN            NaN   14.1250        5.86439        11.1018        48.5991        1.53994        18.7697                 NaN
  1054.09        2500.00                 NaN            NaN            NaN            NaN   14.2429        5.79938        11.1630        48.5107        1.52840        18.7556                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   14.1224        5.89911        11.1500        48.5312        1.53362        18.7637                 NaN
  1051.17        2500.00                 NaN            NaN            NaN            NaN   14.1898        5.85559        11.1732        48.5006        1.52714        18.7537                 NaN
  1049.71        2500.00                 NaN            NaN            NaN            NaN   14.3669        5.71722        11.2442        48.4094        1.51776        18.7445                 NaN
  1048.25        2500.00                 NaN            NaN            NaN            NaN   14.4219        5.68451        11.2734        48.3695        1.51234        18.7384                 NaN
  1046.78        2500.00                 NaN            NaN            NaN            NaN   5.64328        14.4751        11.3015        48.3365        1.50829        18.7354                 NaN
  1045.32        2500.00                 NaN            NaN            NaN            NaN   14.5470        5.60364        11.3422        48.2806        1.49989        18.7267                 NaN
  1043.86        2500.00                 NaN            NaN            NaN            NaN   12.4066        7.15859        11.0380        48.8897        1.63065        18.8764                 NaN
  1042.40        2500.00                 NaN            NaN            NaN            NaN   14.6490        5.53638        11.4034        48.2034        1.49028        18.7176                 NaN
  1040.94        2500.00                 NaN            NaN            NaN            NaN   14.6976        5.51275        11.4335        48.1612        1.48476        18.7102                 NaN
  1039.47        2500.00                 NaN            NaN            NaN            NaN   14.7568        5.46581        11.4654        48.1238        1.48016        18.7080                 NaN
  1038.01        2500.00                 NaN            NaN            NaN            NaN   14.8115        5.43029        11.4968        48.0833        1.47494        18.7031                 NaN
  1036.55        2500.00                 NaN            NaN            NaN            NaN   14.8656        5.39526        11.5279        48.0432        1.46980        18.6983                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN   5.35525        14.9280        11.5615        47.9989        1.46388        18.6925                 NaN
  1033.63        2500.00                 NaN            NaN            NaN            NaN   14.9761        5.32079        11.5913        47.9627        1.45951        18.6896                 NaN
  1032.16        2500.00                 NaN            NaN            NaN            NaN   5.28071        15.0328        11.6230        47.9233        1.45430        18.6859                 NaN
  1030.70        2500.00                 NaN            NaN            NaN            NaN   14.9477        5.35263        11.6072        47.9455        1.45813        18.6889                 NaN
  1029.24        2500.00                 NaN            NaN            NaN            NaN   15.0023        5.31870        11.6391        47.9037        1.45265        18.6836                 NaN
  1027.78        2500.00                 NaN            NaN            NaN            NaN   15.2116        5.17451        11.7223        47.7894        1.43614        18.6661                 NaN
  1026.32        2500.00                 NaN            NaN            NaN            NaN   15.2687        5.13547        11.7547        47.7484        1.43073        18.6619                 NaN
  1024.85        2500.00                 NaN            NaN            NaN            NaN   15.2948        5.12458        11.7777        47.7184        1.42716        18.6573                 NaN
  1023.39        2500.00                 NaN            NaN            NaN            NaN   5.09207        15.3605        11.8133        47.6666        1.41981        18.6478                 NaN
  1021.93        2500.00                 NaN            NaN            NaN            NaN   15.4086        5.05857        11.8421        47.6308        1.41529        18.6447                 NaN
  1020.47        2500.00                 NaN            NaN            NaN            NaN   5.01473        15.4764        11.8783        47.5834        1.40852        18.6387                 NaN
  1019.01        2500.00                 NaN            NaN            NaN            NaN   15.5742        4.94161        11.9163        47.5334        1.39984        18.6347                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   4.94888        15.5804        11.9398        47.5038        1.39803        18.6292                 NaN
  1016.08        2500.00                 NaN            NaN            NaN            NaN   15.6286        4.91939        11.9695        47.4651        1.39290        18.6245                 NaN
  1014.62        2500.00                 NaN            NaN            NaN            NaN   4.87957        15.6906        12.0011        47.4232        1.38701        18.6186                 NaN
  1013.16        2500.00                 NaN            NaN            NaN            NaN   15.7577        4.83614        12.0336        47.3797        1.38076        18.6122                 NaN
  1011.70        2500.00                 NaN            NaN            NaN            NaN   15.8251        4.79310        12.0664        47.3354        1.37438        18.6056                 NaN
  1010.23        2500.00                 NaN            NaN            NaN            NaN   15.9771        4.68351        12.1294        47.2515        1.36096        18.5976                 NaN
  1008.77        2500.00                 NaN            NaN            NaN            NaN   4.71863        15.9534        12.1429        47.2321        1.35942        18.5935                 NaN
  1007.31        2500.00                 NaN            NaN            NaN            NaN   16.0968        4.61084        12.1950        47.1637        1.34783        18.5859                 NaN
  1005.85        2500.00                 NaN            NaN            NaN            NaN   16.1571        4.57437        12.2278        47.1195        1.34115        18.5800                 NaN
  1004.39        2500.00                 NaN            NaN            NaN            NaN   16.2182        4.53761        12.2610        47.0748        1.33438        18.5740                 NaN
  1002.92        2500.00                 NaN            NaN            NaN            NaN   16.2802        4.50027        12.2944        47.0297        1.32751        18.5679                 NaN
  1001.46        2500.00                 NaN            NaN            NaN            NaN   16.3085        4.51072        12.3286        46.9754        1.32164        18.5552                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   16.4072        4.42425        12.3623        46.9375        1.31344        18.5553                 NaN
