|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1269.00        2500.00        93.0911                 NaN  0.954430E-001  0.101541       0.836838        1.28857       0.868705        3.71779                 NaN            NaN            NaN
  1267.54        2500.00        98.8843                 NaN  0.108268       0.161668E-001  0.126963       0.400558E-001  0.143442       0.680822                 NaN            NaN            NaN
  1266.08        2500.00        99.8170                 NaN  0.112033E-001  0.206781E-002  0.330151E-001  0.101988E-001  0.222434E-001  0.104277                 NaN            NaN            NaN
  1264.62        2500.00        99.7431                 NaN  0.206588E-001  0.213743E-002  0.525065E-001            NaN  0.307734E-001  0.149499       0.131472E-002            NaN            NaN
  1263.16        2500.00        99.4984                 NaN  0.113054E-001            NaN  0.820716E-001  0.568032E-001  0.612485E-001  0.270895       0.192550E-001            NaN            NaN
  1261.69        2500.00        87.5571                 NaN  0.462326       0.618059E-001   2.40107                 NaN   1.23039        6.16206       0.489329        1.63592                 NaN
  1260.23        2500.00        91.7039                 NaN  0.993516E-001            NaN   1.33173       0.683618       0.778027        3.76349       0.278136        1.36169                 NaN
  1258.77        2500.00        93.5329                 NaN            NaN            NaN  0.764545       0.938112       0.600654        2.89257       0.199907        1.07134                 NaN
  1257.31        2500.00        86.7761                 NaN            NaN            NaN   2.49147       0.983066        1.29828        5.93054       0.337529        2.18302                 NaN
  1255.85        2500.00        84.0969                 NaN            NaN            NaN   2.50708        1.53326        1.40430        7.32348       0.496018        2.63891                 NaN
  1254.38        2500.00        72.4653       0.241642                 NaN            NaN   2.99689        3.44211        2.31661        13.1755       0.769975        4.59197                 NaN
  1252.92        2500.00                 NaN   5.66356                 NaN            NaN   3.61614        15.6256        6.31428        45.0541        2.04646        14.9159        6.76395     
  1251.46        2500.00                 NaN   5.57079                 NaN            NaN   3.75247        15.5447        6.37262        45.0407        2.06274        14.9381        6.71799     
  1250.00        2500.00                 NaN   5.50364                 NaN            NaN   3.83541        15.4937        6.41793        45.0379        2.07756        14.9591        6.67477     
  1248.54        2500.00                 NaN   5.46569                 NaN            NaN   3.89323        15.4694        6.44266        45.0468        2.07984        14.9752        6.62718     
  1247.07        2500.00                 NaN   4.69947                 NaN            NaN   5.88005        13.8623        6.80989        44.8451        2.24913        15.0583        6.59570     
  1245.61        2500.00                 NaN   4.69312                 NaN            NaN   5.88586        13.8598        6.81270        44.8733        2.25046        15.0734        6.55134     
  1244.15        2500.00                 NaN   4.61525                 NaN            NaN   5.93055        13.8595        6.85577        44.8728        2.26524        15.0944        6.50636     
  1242.69        2500.00                 NaN   4.60865                 NaN            NaN   5.93679        13.8569        6.85861        44.9013        2.26658        15.1097        6.46146     
  1241.23        2500.00                 NaN   5.16460                 NaN            NaN   15.4334        4.11157        6.63832        45.0538        2.13055        15.0739        6.39379     
  1239.76        2500.00                 NaN   4.58978                 NaN            NaN   14.0645        5.73301        6.86669        44.9618        2.27184        15.1429        6.36950     
  1238.30        2500.00                 NaN   4.56871                 NaN            NaN   14.0767        5.73202        6.87780        44.9854        2.27606        15.1599        6.32339     
  1236.84        2500.00                 NaN   4.54770                 NaN            NaN   14.0886        5.73134        6.88886        45.0093        2.28026        15.1769        6.27699     
  1235.38        2500.00                 NaN   4.52501                 NaN            NaN   14.0981        5.73428        6.90056        45.0329        2.28471        15.1942        6.23019     
  1233.92        2500.00                 NaN   4.50316                 NaN            NaN   14.1076        5.73685        6.91190        45.0571        2.28899        15.2115        6.18294     
  1232.45        2500.00                 NaN   4.48132                 NaN            NaN   14.1168        5.73967        6.92321        45.0815        2.29327        15.2289        6.13539     
  1230.99        2500.00                 NaN   4.45950                 NaN            NaN   14.1258        5.74276        6.93449        45.1060        2.29753        15.2464        6.08754     
  1229.53        2500.00                 NaN   4.63594                 NaN            NaN   15.2104        4.66045        6.97147        45.0591        2.21920        15.2390        6.00445     
  1228.07        2500.00                 NaN   4.55186                 NaN            NaN   4.79298        15.1261        7.01523        45.0616        2.23528        15.2617        5.95519     
  1226.61        2500.00                 NaN   4.49797                 NaN            NaN   4.81750        15.1377        7.05554        45.0625        2.24285        15.2817        5.90425     
  1225.14        2500.00                 NaN   4.43552                 NaN            NaN   4.88922        15.1025        7.09503        45.0670        2.25394        15.3032        5.85363     
  1223.68        2500.00                 NaN   4.36999                 NaN            NaN   4.95763        15.0740        7.13627        45.0697        2.26511        15.3246        5.80271     
  1222.22        2500.00                 NaN   4.30102                 NaN            NaN   5.03448        15.0395        7.17831        45.0722        2.27690        15.3463        5.75137     
  1220.76        2500.00                 NaN   4.23443                 NaN            NaN   5.10753        15.0061        7.22018        45.0751        2.28868        15.3681        5.69984     
  1219.30        2500.00                 NaN   4.16533                 NaN            NaN   5.18388        14.9722        7.26229        45.0779        2.30045        15.3900        5.64787     
  1217.84        2500.00                 NaN   4.09648                 NaN            NaN   5.25928        14.9391        7.30445        45.0809        2.31223        15.4120        5.59563     
  1216.37        2500.00                 NaN   4.02765                 NaN            NaN   5.33400        14.9066        7.34663        45.0840        2.32399        15.4341        5.54297     
  1214.91        2500.00                 NaN   3.95882                 NaN            NaN   5.40813        14.8748        7.38884        45.0874        2.33574        15.4564        5.48989     
  1213.45        2500.00                 NaN   3.89001                 NaN            NaN   5.48162        14.8436        7.43109        45.0910        2.34747        15.4787        5.43649     
  1211.99        2500.00                 NaN   3.82120                 NaN            NaN   5.55424        14.8133        7.47336        45.0948        2.35919        15.5011        5.38277     
  1210.53        2500.00                 NaN   3.75358                 NaN            NaN   5.62544        14.7837        7.51532        45.0989        2.37070        15.5236        5.32871     
  1209.06        2500.00                 NaN   3.68625                 NaN            NaN   5.69547        14.7551        7.55709        45.1035        2.38214        15.5462        5.27428     
  1207.60        2500.00                 NaN   3.61880                 NaN            NaN   5.76483        14.7274        7.59905        45.1081        2.39357        15.5688        5.21940     
  1206.14        2500.00                 NaN   3.55167                 NaN            NaN   5.83375        14.6998        7.64085        45.1131        2.40498        15.5916        5.16420     
  1204.68        2500.00                 NaN   3.48400                 NaN            NaN   5.90175        14.6737        7.68304        45.1179        2.41638        15.6145        5.10865     
  1203.22        2500.00                 NaN   3.38634                 NaN            NaN   14.6892        5.96097        7.74051        45.1063        2.42831        15.6367        5.05158     
  1201.75        2500.00                 NaN   3.08980                 NaN            NaN   5.96108        14.8508        8.24630        44.7119        2.45951        15.6879        4.99272     
  1200.29        2500.00                 NaN   3.08980                 NaN            NaN   5.96108        14.8508        8.24630        44.7484        2.45951        15.7054        4.93870     
  1198.83        2500.00                 NaN   3.08980                 NaN            NaN   5.96108        14.8508        8.24630        44.7852        2.45951        15.7232        4.88409     
  1197.37        2500.00                 NaN   3.08980                 NaN            NaN   5.96108        14.8508        8.24630        44.8224        2.45951        15.7411        4.82900     
  1195.91        2500.00                 NaN   3.08980                 NaN            NaN   5.96108        14.8508        8.24630        44.8598        2.45951        15.7592        4.77355     
  1194.44        2500.00                 NaN   3.08980                 NaN            NaN   5.96108        14.8508        8.24630        44.8974        2.45951        15.7774        4.71774     
  1192.98        2500.00                 NaN   3.08980                 NaN            NaN   5.96108        14.8508        8.24630        44.9353        2.45951        15.7956        4.66156     
  1191.52        2500.00                 NaN   3.08980                 NaN            NaN   5.96108        14.8508        8.24630        44.9735        2.45951        15.8140        4.60502     
  1190.06        2500.00                 NaN   3.08980                 NaN            NaN   5.96108        14.8508        8.24630        45.0118        2.45951        15.8326        4.54810     
  1188.60        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.0186        2.47756        15.8567        4.49419     
  1187.13        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.0575        2.47756        15.8755        4.43655     
  1185.67        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.0966        2.47756        15.8943        4.37854     
  1184.21        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.1360        2.47756        15.9133        4.32015     
  1182.75        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.1765        2.47756        15.9329        4.26013     
  1181.29        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.2166        2.47756        15.9522        4.20060     
  1179.82        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.2571        2.47756        15.9718        4.14062     
  1178.36        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.2978        2.47756        15.9914        4.08021     
  1176.90        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.3389        2.47756        16.0112        4.01934     
  1175.44        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.3803        2.47756        16.0312        3.95803     
  1173.98        2500.00                 NaN   2.96967                 NaN            NaN   6.08944        14.8076        8.28627        45.4219        2.47756        16.0513        3.89626     
  1172.51        2500.00                 NaN   2.94289                 NaN            NaN   14.8587        6.03267        8.30240        45.4603        2.48733        16.0782        3.83757     
  1171.05        2500.00                 NaN   2.79680                 NaN            NaN   6.12385        14.8774        8.49114        45.3330        2.49721        16.1067        3.77392     
  1169.59        2500.00                 NaN   2.79680                 NaN            NaN   6.12385        14.8774        8.49114        45.3754        2.49721        16.1272        3.71102     
  1168.13        2500.00                 NaN   2.79680                 NaN            NaN   6.12385        14.8774        8.49114        45.4182        2.49721        16.1478        3.64763     
  1166.67        2500.00                 NaN   2.79680                 NaN            NaN   6.12385        14.8774        8.49114        45.4613        2.49721        16.1686        3.58378     
  1165.20        2500.00                 NaN   2.79680                 NaN            NaN   6.12385        14.8774        8.49114        45.5047        2.49721        16.1895        3.51945     
  1163.74        2500.00                 NaN   2.79680                 NaN            NaN   6.12385        14.8774        8.49114        45.5484        2.49721        16.2106        3.45465     
  1162.28        2500.00                 NaN   2.59167                 NaN            NaN   15.0182        6.12124        8.62920        45.4792        2.52993        16.2438        3.38673     
  1160.82        2500.00                 NaN   2.59167                 NaN            NaN   15.0182        6.12124        8.62920        45.5235        2.52993        16.2651        3.32113     
  1159.36        2500.00                 NaN   2.59167                 NaN            NaN   15.0182        6.12124        8.62920        45.5680        2.52993        16.2866        3.25503     
  1157.89        2500.00                 NaN   2.59167                 NaN            NaN   15.0182        6.12124        8.62920        45.6129        2.52993        16.3083        3.18846     
  1156.43        2500.00                 NaN   2.59167                 NaN            NaN   15.0182        6.12124        8.62920        45.6582        2.52993        16.3301        3.12138     
  1154.97        2500.00                 NaN   2.55307                 NaN            NaN   15.1070        6.07805        8.78208        45.5567        2.51825        16.3534        3.05144     
  1153.51        2500.00                 NaN   2.55307                 NaN            NaN   15.1070        6.07805        8.78208        45.6024        2.51825        16.3755        2.98359     
  1152.05        2500.00                 NaN   2.55304                 NaN            NaN   15.1070        6.07809        8.78209        45.6485        2.51825        16.3978        2.91523     
  1150.58        2500.00                 NaN  0.825423                 NaN            NaN   8.12093        14.2266        9.36822        45.3378        2.82442        16.5386        2.75804     
  1149.12        2500.00                 NaN  0.750669                 NaN            NaN   8.18194        14.2164        9.41566        45.3473        2.83567        16.5662        2.68615     
  1147.66        2500.00                 NaN  0.675849                 NaN            NaN   8.24287        14.2066        9.46312        45.3571        2.84690        16.5939        2.61365     
  1146.20        2500.00                 NaN  0.647213                 NaN            NaN   8.15749        14.3335        9.51066        45.3562        2.84157        16.6159        2.53750     
  1144.74        2500.00                 NaN  0.577289                 NaN            NaN   8.20444        14.3364        9.55814        45.3655        2.85113        16.6433        2.46378     
  1143.27        2500.00                 NaN  0.445942                 NaN            NaN   14.2132        8.39710        9.60615        45.3918        2.87939        16.6795        2.38697     
  1141.81        2500.00                 NaN  0.440118                 NaN            NaN   8.45137        14.1731        9.63119        45.4103        2.87938        16.7004        2.31409     
  1140.35        2500.00                 NaN  0.365155                 NaN            NaN   8.34772        14.3450        9.70188        45.3941        2.87998        16.7265        2.23962     
  1138.89        2500.00                 NaN  0.229311                 NaN            NaN   8.55476        14.2116        9.75788        45.4074        2.91274        16.7595        2.16673     
  1137.43        2500.00                 NaN  0.217823                 NaN            NaN   8.44721        14.3513        9.80076        45.4121        2.90001        16.7830        2.08785     
  1135.96        2500.00                 NaN  0.152473                 NaN            NaN   8.48989        14.3563        9.84676        45.4242        2.90854        16.8110        2.01090     
  1134.50        2500.00                 NaN  0.830441E-001            NaN            NaN   8.53327        14.3637        9.89507        45.4345        2.91755        16.8393        1.93357     
  1133.04        2500.00                 NaN  0.691369E-002            NaN            NaN   8.63385        14.2852        9.92352        45.4755        2.94350        16.8740        1.85755     
  1131.58        2500.00                 NaN            NaN            NaN            NaN   8.61959        14.3075        9.94666        45.5067        2.94152        16.9002        1.77775     
  1130.12        2500.00                 NaN            NaN            NaN            NaN   8.60308        14.3282        9.96600        45.5413        2.93806        16.9262        1.69718     
  1128.65        2500.00                 NaN            NaN            NaN            NaN   8.64541        14.3077        9.97649        45.5829        2.92864        16.9509        1.60802     
  1127.19        2500.00                 NaN            NaN            NaN            NaN   8.59359        14.3469        10.0009        45.6145        2.93088        16.9790        1.53428     
  1125.73        2500.00                 NaN            NaN            NaN            NaN   14.5958        8.38899        10.0618        45.5975        2.91119        16.9968        1.44802     
  1124.27        2500.00                 NaN            NaN            NaN            NaN   14.6348        8.35721        10.0835        45.6302        2.90738        17.0226        1.36427     
  1122.81        2500.00                 NaN  0.206873                 NaN            NaN   8.38910        14.4342        9.98171        45.7263        2.88187        17.0258        1.35405     
  1121.34        2500.00                 NaN            NaN            NaN            NaN   14.6836        8.30463        10.1188        45.7105        2.90483        17.0793        1.19833     
  1119.88        2500.00                 NaN  0.988278E-001            NaN            NaN   8.44249        14.4755        10.0535        45.7780        2.88988        17.0771        1.18472     
  1118.42        2500.00                 NaN            NaN            NaN            NaN   8.27919        14.7157        10.1537        45.7894        2.90029        17.1343        1.02746     
  1116.96        2500.00                 NaN            NaN            NaN            NaN   14.6945        8.30567        10.1700        45.8306        2.89879        17.1609       0.939551     
  1115.50        2500.00                 NaN            NaN            NaN            NaN   14.7298        8.27892        10.1880        45.8682        2.89526        17.1878       0.852082     
  1114.03        2500.00                 NaN            NaN            NaN            NaN   14.6794        8.28834        10.2240        45.8480        2.89915        17.1956       0.865540     
  1112.57        2500.00                 NaN            NaN            NaN            NaN   14.7700        8.23052        10.2284        45.9458        2.89384        17.2460       0.685459     
  1111.11        2500.00                 NaN            NaN            NaN            NaN   14.8491        8.18499        10.2551        45.9728        2.88245        17.2695       0.586085     
  1109.65        2500.00                 NaN            NaN            NaN            NaN   14.8857        8.15556        10.2770        46.0090        2.87852        17.2975       0.496693     
  1108.19        2500.00                 NaN            NaN            NaN            NaN   14.9653        8.12105        10.3193        46.0112        2.86310        17.3185       0.401580     
  1106.72        2500.00                 NaN            NaN            NaN            NaN   14.9919        8.07469        10.3296        46.0700        2.86653        17.3520       0.315335     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   14.9657        8.09373        10.3387        46.1251        2.86842        17.3832       0.225232     
  1103.80        2500.00                 NaN            NaN            NaN            NaN   14.7390        8.23123        10.2910        46.1700        2.89276        17.3830       0.293061     
  1102.34        2500.00                 NaN            NaN            NaN            NaN   15.0374        8.03875        10.3833        46.2003        2.85997        17.4406       0.396687E-001
  1100.88        2500.00                 NaN            NaN            NaN            NaN   14.9671        8.09996        10.3867        46.2266        2.86034        17.4593                 NaN
  1099.41        2500.00                 NaN            NaN            NaN            NaN   15.1723        7.93495        10.4429        46.1568        2.84550        17.4476                 NaN
  1097.95        2500.00                 NaN            NaN            NaN            NaN   15.2076        7.90426        10.4666        46.1326        2.84184        17.4471                 NaN
  1096.49        2500.00                 NaN            NaN            NaN            NaN   15.2441        7.87765        10.4893        46.1064        2.83726        17.4452                 NaN
  1095.03        2500.00                 NaN            NaN            NaN            NaN   15.2784        7.84691        10.5137        46.0823        2.83377        17.4449                 NaN
  1093.57        2500.00                 NaN            NaN            NaN            NaN   15.3151        7.81656        10.5372        46.0575        2.82969        17.4440                 NaN
  1092.10        2500.00                 NaN            NaN            NaN            NaN   7.77812        15.3942        10.5793        45.9987        2.81512        17.4345                 NaN
  1090.64        2500.00                 NaN            NaN            NaN            NaN   7.73406        15.4421        10.6012        45.9770        2.81159        17.4341                 NaN
  1089.18        2500.00                 NaN            NaN            NaN            NaN   15.4744        7.69671        10.6234        45.9593        2.81007        17.4361                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN   8.14022        14.9491        10.5617        46.0554        2.82894        17.4647                 NaN
  1086.26        2500.00                 NaN            NaN            NaN            NaN   15.5595        7.66074        10.6826        45.8800        2.79247        17.4248                 NaN
  1084.79        2500.00                 NaN            NaN            NaN            NaN   15.5342        7.66491        10.6914        45.8817        2.79657        17.4312                 NaN
  1083.33        2500.00                 NaN            NaN            NaN            NaN   15.5880        7.62455        10.7190        45.8496        2.79024        17.4286                 NaN
  1081.87        2500.00                 NaN            NaN            NaN            NaN   15.2750        7.89081        10.6818        45.9096        2.79964        17.4432                 NaN
  1080.41        2500.00                 NaN            NaN            NaN            NaN   15.5356        7.66171        10.7241        45.8534        2.79200        17.4331                 NaN
  1078.95        2500.00                 NaN            NaN            NaN            NaN   15.5741        7.63346        10.7484        45.8268        2.78666        17.4305                 NaN
  1077.48        2500.00                 NaN            NaN            NaN            NaN   15.6024        7.61455        10.7704        45.8020        2.78192        17.4287                 NaN
  1076.02        2500.00                 NaN            NaN            NaN            NaN   15.6443        7.58212        10.7972        45.7724        2.77687        17.4271                 NaN
  1074.56        2500.00                 NaN            NaN            NaN            NaN   15.9322        7.37410        10.8953        45.6423        2.74689        17.4092                 NaN
  1073.10        2500.00                 NaN            NaN            NaN            NaN   15.9789        7.33954        10.9222        45.6116        2.74079        17.4069                 NaN
  1071.64        2500.00                 NaN            NaN            NaN            NaN   16.0260        7.30489        10.9493        45.5807        2.73459        17.4045                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN   16.0729        7.27073        10.9765        45.5496        2.72830        17.4021                 NaN
  1068.71        2500.00                 NaN            NaN            NaN            NaN   16.1224        7.23166        11.0039        45.5193        2.72232        17.4004                 NaN
  1067.25        2500.00                 NaN            NaN            NaN            NaN   15.9545        7.36246        10.9733        45.5657        2.73426        17.4098                 NaN
  1065.79        2500.00                 NaN            NaN            NaN            NaN   7.15457        16.2203        11.0621        45.4562        2.70953        17.3973                 NaN
  1064.33        2500.00                 NaN            NaN            NaN            NaN   16.2833        7.10742        11.0917        45.4214        2.70249        17.3937                 NaN
  1062.87        2500.00                 NaN            NaN            NaN            NaN   16.3172        7.08479        11.1102        45.3989        2.69641        17.3925                 NaN
  1061.40        2500.00                 NaN            NaN            NaN            NaN   7.04778        16.3706        11.1424        45.3605        2.68934        17.3894                 NaN
  1059.94        2500.00                 NaN            NaN            NaN            NaN   6.98502        16.4305        11.1728        45.3347        2.68531        17.3917                 NaN
  1058.48        2500.00                 NaN            NaN            NaN            NaN   6.97866        16.4746        11.2015        45.2895        2.67370        17.3820                 NaN
  1057.02        2500.00                 NaN            NaN            NaN            NaN   16.1925        7.22491        11.1412        45.3632        2.69018        17.3880                 NaN
  1055.56        2500.00                 NaN            NaN            NaN            NaN   16.5046        6.92939        11.2262        45.2777        2.67378        17.3883                 NaN
  1054.09        2500.00                 NaN            NaN            NaN            NaN   16.6402        6.84983        11.2875        45.1934        2.65365        17.3755                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   16.4962        6.96946        11.2744        45.2130        2.66277        17.3842                 NaN
  1051.17        2500.00                 NaN            NaN            NaN            NaN   16.5722        6.91914        11.2975        45.1840        2.65150        17.3756                 NaN
  1049.71        2500.00                 NaN            NaN            NaN            NaN   16.7740        6.75448        11.3693        45.0989        2.63524        17.3680                 NaN
  1048.25        2500.00                 NaN            NaN            NaN            NaN   16.8352        6.71650        11.3984        45.0610        2.62581        17.3631                 NaN
  1046.78        2500.00                 NaN            NaN            NaN            NaN   6.66315        16.9020        11.4264        45.0289        2.61874        17.3607                 NaN
  1045.32        2500.00                 NaN            NaN            NaN            NaN   16.9795        6.61928        11.4673        44.9763        2.60413        17.3535                 NaN
  1043.86        2500.00                 NaN            NaN            NaN            NaN   14.5208        8.44739        11.1606        45.5454        2.83141        17.4945                 NaN
  1042.40        2500.00                 NaN            NaN            NaN            NaN   17.0946        6.53954        11.5287        44.9032        2.58744        17.3465                 NaN
  1040.94        2500.00                 NaN            NaN            NaN            NaN   17.1455        6.51422        11.5589        44.8632        2.57783        17.3403                 NaN
  1039.47        2500.00                 NaN            NaN            NaN            NaN   17.2164        6.45520        11.5910        44.8283        2.56987        17.3393                 NaN
  1038.01        2500.00                 NaN            NaN            NaN            NaN   17.2782        6.41281        11.6225        44.7902        2.56081        17.3355                 NaN
  1036.55        2500.00                 NaN            NaN            NaN            NaN   17.3392        6.37101        11.6537        44.7524        2.55188        17.3318                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN   6.32340        17.4097        11.6874        44.7106        2.54160        17.3272                 NaN
  1033.63        2500.00                 NaN            NaN            NaN            NaN   17.4658        6.28064        11.7174        44.6767        2.53401        17.3254                 NaN
  1032.16        2500.00                 NaN            NaN            NaN            NaN   6.23138        17.5314        11.7494        44.6399        2.52500        17.3229                 NaN
  1030.70        2500.00                 NaN            NaN            NaN            NaN   17.4287        6.31606        11.7337        44.6624        2.53176        17.3273                 NaN
  1029.24        2500.00                 NaN            NaN            NaN            NaN   17.4903        6.27554        11.7657        44.6230        2.52225        17.3232                 NaN
  1027.78        2500.00                 NaN            NaN            NaN            NaN   17.7299        6.10827        11.8488        44.5130        2.49341        17.3065                 NaN
  1026.32        2500.00                 NaN            NaN            NaN            NaN   17.7963        6.06010        11.8814        44.4746        2.48403        17.3036                 NaN
  1024.85        2500.00                 NaN            NaN            NaN            NaN   17.8226        6.04880        11.9044        44.4462        2.47784        17.3001                 NaN
  1023.39        2500.00                 NaN            NaN            NaN            NaN   6.01348        17.8927        11.9400        44.3970        2.46503        17.2918                 NaN
  1021.93        2500.00                 NaN            NaN            NaN            NaN   17.9488        5.97124        11.9690        44.3638        2.45722        17.2900                 NaN
  1020.47        2500.00                 NaN            NaN            NaN            NaN   5.91858        18.0269        12.0054        44.3187        2.44543        17.2850                 NaN
  1019.01        2500.00                 NaN            NaN            NaN            NaN   18.1396        5.83086        12.0438        44.2729        2.43043        17.2824                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   5.83955        18.1442        12.0671        44.2441        2.42724        17.2778                 NaN
  1016.08        2500.00                 NaN            NaN            NaN            NaN   18.1987        5.80401        12.0969        44.2078        2.41835        17.2743                 NaN
  1014.62        2500.00                 NaN            NaN            NaN            NaN   5.75847        18.2670        12.1286        44.1683        2.40811        17.2696                 NaN
  1013.16        2500.00                 NaN            NaN            NaN            NaN   18.3407        5.70936        12.1612        44.1272        2.39725        17.2644                 NaN
  1011.70        2500.00                 NaN            NaN            NaN            NaN   18.4149        5.66048        12.1941        44.0853        2.38616        17.2590                 NaN
  1010.23        2500.00                 NaN            NaN            NaN            NaN   18.5967        5.52318        12.2576        44.0072        2.36288        17.2525                 NaN
  1008.77        2500.00                 NaN            NaN            NaN            NaN   5.56373        18.5685        12.2708        43.9878        2.36016        17.2491                 NaN
  1007.31        2500.00                 NaN            NaN            NaN            NaN   18.7329        5.43613        12.3234        43.9244        2.34008        17.2432                 NaN
  1005.85        2500.00                 NaN            NaN            NaN            NaN   18.8015        5.39242        12.3563        43.8828        2.32848        17.2384                 NaN
  1004.39        2500.00                 NaN            NaN            NaN            NaN   18.8710        5.34840        12.3895        43.8407        2.31672        17.2336                 NaN
  1002.92        2500.00                 NaN            NaN            NaN            NaN   18.9416        5.30371        12.4231        43.7982        2.30478        17.2287                 NaN
  1001.46        2500.00                 NaN            NaN            NaN            NaN   18.9672        5.31908        12.4569        43.7454        2.29449        17.2169                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   19.0860        5.21284        12.4911        43.7113        2.28034        17.2184                 NaN
