|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q              hed           
  1248.70        2500.00                 NaN   95.4804                 NaN  0.588424       0.326912                 NaN            NaN            NaN  0.728359        2.80212       0.737842E-001            NaN            NaN
  1247.54        2500.00                 NaN   99.1177                 NaN  0.101617       0.188817                 NaN            NaN            NaN  0.119395       0.460960       0.114778E-001            NaN            NaN
  1246.39        2500.00                 NaN   99.0425                 NaN  0.159312       0.175268                 NaN            NaN            NaN  0.125757       0.485444       0.117669E-001            NaN            NaN
  1245.23        2500.00                 NaN   99.0237                 NaN  0.182618       0.165373                 NaN            NaN            NaN  0.125495       0.490472       0.123396E-001            NaN            NaN
  1244.07        2500.00                 NaN   94.5843                 NaN  0.957121       0.488905                 NaN            NaN            NaN  0.701271        3.17767       0.906865E-001            NaN            NaN
  1242.92        2500.00                 NaN   98.0986                 NaN  0.514206E-001  0.304755                 NaN            NaN            NaN  0.245325        1.26896       0.309320E-001            NaN            NaN
  1241.76        2500.00                 NaN   99.6165                 NaN  0.118730                 NaN            NaN            NaN            NaN  0.266162E-001            NaN  0.137641E-001  0.224347                 NaN
  1240.60        2500.00                 NaN   96.5324                 NaN  0.177710       0.226241                 NaN            NaN            NaN  0.349349        1.80745       0.156006E-001  0.891258                 NaN
  1239.45        2500.00                 NaN   99.0196                 NaN  0.808661                 NaN            NaN            NaN            NaN  0.171717                 NaN            NaN            NaN            NaN
  1238.29        2500.00                 NaN   95.2202                 NaN  0.707639E-001            NaN            NaN            NaN            NaN  0.411091        2.73171       0.488585E-001   1.51737                 NaN
  1237.13        2500.00                 NaN   96.6021                 NaN   1.02662                 NaN            NaN            NaN            NaN  0.398503        1.09616                 NaN  0.876602                 NaN
  1235.98        2500.00                 NaN   86.2646                 NaN   1.40921       0.490260                 NaN            NaN            NaN   1.27711        6.02083       0.877359E-001   4.45025                 NaN
  1234.82        2500.00                 NaN   96.7721                 NaN  0.134246       0.690977                 NaN            NaN            NaN  0.322170        1.07839                 NaN   1.00215                 NaN
  1233.66        2500.00                 NaN   92.0526                 NaN  0.704116                 NaN            NaN            NaN            NaN  0.511036        3.86542       0.909907E-001   2.77583                 NaN
  1232.51        2500.00                 NaN   90.7073                 NaN   1.82594                 NaN            NaN            NaN            NaN   1.12941        3.64204       0.325847E-002   2.69208                 NaN
  1231.35        2500.00                 NaN   86.0034                 NaN   1.59414       0.114653                 NaN            NaN            NaN   1.28559        6.34548       0.784799E-001   4.57821                 NaN
  1230.19        2500.00                 NaN   30.6860                 NaN  0.973309        7.18538                 NaN            NaN            NaN   5.80720        32.0101       0.425227        22.9128                 NaN
  1229.03        2500.00                 NaN            NaN            NaN   8.35171        2.91471                 NaN            NaN            NaN   8.13129        46.7427       0.640221        33.2194                 NaN
  1227.88        2500.00                 NaN            NaN            NaN   9.02668        2.43380                 NaN            NaN            NaN   8.29102        46.3880       0.602292        33.2582                 NaN
  1226.72        2500.00                 NaN            NaN            NaN   5.96186       0.169181E-002            NaN            NaN   3.04262        7.85859        47.8741       0.823866        34.4373                 NaN
  1225.56        2500.00                 NaN            NaN            NaN   5.95621       0.158655E-002            NaN            NaN   3.04779        7.85790        47.8703       0.824325        34.4419                 NaN
  1224.41        2500.00                 NaN            NaN            NaN   5.95393                 NaN            NaN            NaN   3.05068        7.85941        47.8672       0.824140        34.4446                 NaN
  1223.25        2500.00                 NaN            NaN            NaN   3.99258        7.31365       0.120149E-005            NaN            NaN   8.11625        46.6982       0.638502        33.2408                 NaN
  1222.09        2500.00                 NaN            NaN            NaN   7.85087        3.44308                 NaN            NaN            NaN   8.13138        46.7045       0.639460        33.2307                 NaN
  1220.94        2500.00                 NaN            NaN            NaN   6.93266        4.47158       0.176404E-005            NaN            NaN   8.22051        46.4804       0.628796        33.2661                 NaN
  1219.78        2500.00                 NaN            NaN            NaN   7.64787        3.73533                 NaN            NaN            NaN   8.21411        46.5196       0.630078        33.2530                 NaN
  1218.62        2500.00                 NaN            NaN            NaN   7.65994        3.72498                 NaN            NaN            NaN   8.21560        46.5157       0.629593        33.2542                 NaN
  1217.47        2500.00                 NaN            NaN            NaN   6.92627        4.44332                 NaN            NaN            NaN   8.23392        46.5303       0.620599        33.2456                 NaN
  1216.31        2500.00                 NaN            NaN            NaN   7.68466        3.71594                 NaN            NaN            NaN   8.23028        46.4812       0.625674        33.2623                 NaN
  1215.15        2500.00                 NaN            NaN            NaN   6.91744        4.46026                 NaN            NaN            NaN   8.23345        46.5203       0.618448        33.2501                 NaN
  1214.00        2500.00                 NaN            NaN            NaN   7.51978        3.87674                 NaN            NaN            NaN   8.23666        46.4821       0.624417        33.2603                 NaN
  1212.84        2500.00                 NaN            NaN            NaN   7.69323        3.71316                 NaN            NaN            NaN   8.24214        46.4629       0.623108        33.2654                 NaN
  1211.68        2500.00                 NaN            NaN            NaN   7.05667        4.31538                 NaN            NaN            NaN   8.24920        46.5107       0.618793        33.2492                 NaN
  1210.53        2500.00                 NaN            NaN            NaN   7.07795        4.29556                 NaN            NaN            NaN   8.25248        46.5053       0.618464        33.2503                 NaN
  1209.37        2500.00                 NaN            NaN            NaN   7.78003        3.62158                 NaN            NaN            NaN   8.23243        46.4755       0.625679        33.2647                 NaN
  1208.21        2500.00                 NaN            NaN            NaN   7.22360        4.15020                 NaN            NaN            NaN   8.26118        46.4963       0.617714        33.2510                 NaN
  1207.06        2500.00                 NaN            NaN            NaN   7.75314        3.65968                 NaN            NaN            NaN   8.22575        46.4676       0.623752        33.2701                 NaN
  1205.90        2500.00                 NaN            NaN            NaN   7.96441        3.46142                 NaN            NaN            NaN   8.24368        46.4412       0.619833        33.2695                 NaN
  1204.74        2500.00                 NaN            NaN            NaN   7.81540        3.59318                 NaN            NaN            NaN   8.23941        46.4594       0.623499        33.2691                 NaN
  1203.59        2500.00                 NaN            NaN            NaN   7.92134        3.49449                 NaN            NaN            NaN   8.23462        46.4546       0.621999        33.2730                 NaN
  1202.43        2500.00                 NaN            NaN            NaN   2.75255        8.50334                 NaN            NaN            NaN   8.20164        46.6843       0.632754        33.2254                 NaN
  1201.27        2500.00                 NaN            NaN            NaN   8.11876        3.31632                 NaN            NaN            NaN   8.24288        46.4240       0.620540        33.2775                 NaN
  1200.12        2500.00                 NaN            NaN            NaN   2.75118        8.50613                 NaN            NaN            NaN   8.20700        46.6765       0.632105        33.2270                 NaN
  1198.96        2500.00                 NaN            NaN            NaN   7.86301        3.56564                 NaN            NaN            NaN   8.23685        46.4346       0.620394        33.2795                 NaN
  1197.80        2500.00                 NaN            NaN            NaN   2.74663        8.51231                 NaN            NaN            NaN   8.21264        46.6683       0.631407        33.2287                 NaN
  1196.65        2500.00                 NaN            NaN            NaN   7.89131        3.54121                 NaN            NaN            NaN   8.23980        46.4262       0.619484        33.2820                 NaN
  1195.49        2500.00                 NaN            NaN            NaN   7.87559        3.55596                 NaN            NaN            NaN   8.24969        46.4170       0.620337        33.2814                 NaN
  1194.33        2500.00                 NaN            NaN            NaN   2.74370        8.51760                 NaN            NaN            NaN   8.22084        46.6564       0.630373        33.2311                 NaN
  1193.18        2500.00                 NaN            NaN            NaN   7.79327        3.63748                 NaN            NaN            NaN   8.25982        46.4089       0.618454        33.2820                 NaN
  1192.02        2500.00                 NaN            NaN            NaN   7.86278        3.57952                 NaN            NaN            NaN   8.24926        46.4065       0.615224        33.2867                 NaN
  1190.86        2500.00                 NaN            NaN            NaN   7.83093        3.60781                 NaN            NaN            NaN   8.27120        46.3928       0.614485        33.2828                 NaN
  1189.71        2500.00                 NaN            NaN            NaN   8.21747        3.21631                 NaN            NaN            NaN   8.25544        46.4117       0.616213        33.2829                 NaN
  1188.55        2500.00                 NaN            NaN            NaN   8.06586        3.38164                 NaN            NaN            NaN   8.26272        46.3844       0.614612        33.2908                 NaN
  1187.39        2500.00                 NaN            NaN            NaN   8.15850        3.28055                 NaN            NaN            NaN   8.26869        46.3907       0.613829        33.2877                 NaN
  1186.24        2500.00                 NaN            NaN            NaN   8.16570        3.27521                 NaN            NaN            NaN   8.26347        46.3913       0.614958        33.2894                 NaN
  1185.08        2500.00                 NaN            NaN            NaN   8.12415        3.31975                 NaN            NaN            NaN   8.26829        46.3840       0.614135        33.2896                 NaN
  1183.92        2500.00                 NaN            NaN            NaN   8.23380        3.22243                 NaN            NaN            NaN   8.27477        46.3602       0.612962        33.2958                 NaN
  1182.77        2500.00                 NaN            NaN            NaN   8.19074        3.25962                 NaN            NaN            NaN   8.27768        46.3682       0.611017        33.2927                 NaN
  1181.61        2500.00                 NaN            NaN            NaN   8.11729        3.32709       0.188365E-005            NaN            NaN   8.27589        46.3737       0.612619        33.2934                 NaN
  1180.45        2500.00                 NaN            NaN            NaN   8.01064        3.44086                 NaN            NaN            NaN   8.28290        46.3614       0.610029        33.2941                 NaN
  1179.29        2500.00                 NaN            NaN            NaN   2.72187        8.55092                 NaN            NaN            NaN   8.25678        46.6029       0.625698        33.2419                 NaN
  1178.14        2500.00                 NaN            NaN            NaN   8.19723        3.25515       0.182263E-005            NaN            NaN   8.28206        46.3582       0.610350        33.2970                 NaN
  1176.98        2500.00                 NaN            NaN            NaN   8.21157        3.24411       0.182513E-005            NaN            NaN   8.28875        46.3482       0.609521        33.2978                 NaN
  1175.82        2500.00                 NaN            NaN            NaN   8.02670        3.43621                 NaN            NaN            NaN   8.28765        46.3386       0.609287        33.3016                 NaN
  1174.67        2500.00                 NaN            NaN            NaN   7.92739        3.53459                 NaN            NaN            NaN   8.28658        46.3410       0.609689        33.3007                 NaN
  1173.51        2500.00                 NaN            NaN            NaN   8.13399        3.32811                 NaN            NaN            NaN   8.28964        46.3401       0.607248        33.3009                 NaN
  1172.35        2500.00                 NaN            NaN            NaN   8.91045        2.54570                 NaN            NaN            NaN   8.36515        46.2773       0.606259        33.2951                 NaN
  1171.20        2500.00                 NaN            NaN            NaN   8.71356        2.73051                 NaN            NaN            NaN   8.35364        46.2985       0.610659        33.2932                 NaN
  1170.04        2500.00                 NaN            NaN            NaN  0.326432E-001            NaN            NaN            NaN   3.72878        7.42848        49.3006       0.912470        34.4813        4.11568     
  1168.88        2500.00                 NaN            NaN            NaN   8.95650        2.50940                 NaN            NaN            NaN   8.37183        46.2582       0.604175        33.2999                 NaN
  1167.73        2500.00                 NaN            NaN            NaN   8.74957        2.71774                 NaN            NaN            NaN   8.36644        46.2574       0.605715        33.3032                 NaN
  1166.57        2500.00                 NaN            NaN            NaN   8.86519        2.59332                 NaN            NaN            NaN   8.37389        46.2623       0.604809        33.3004                 NaN
  1165.41        2500.00                 NaN            NaN            NaN   8.99757        2.47571                 NaN            NaN            NaN   8.37695        46.2432       0.602738        33.3038                 NaN
  1164.26        2500.00                 NaN            NaN            NaN  0.309710E-001            NaN            NaN            NaN   3.72855        7.42825        49.2984       0.912415        34.4849        4.11657     
  1163.10        2500.00                 NaN            NaN            NaN   8.97724        2.50545                 NaN            NaN            NaN   8.37974        46.2265       0.601874        33.3092                 NaN
  1161.94        2500.00                 NaN            NaN            NaN  0.150271                 NaN            NaN            NaN   3.71664        7.43714        49.2670       0.910569        34.4875        4.03093     
  1160.79        2500.00                 NaN            NaN            NaN   8.96051        2.52741                 NaN            NaN            NaN   8.38813        46.2141       0.599488        33.3103                 NaN
  1159.63        2500.00                 NaN            NaN            NaN   8.93327        2.53528                 NaN            NaN            NaN   8.36664        46.2515       0.606144        33.3071                 NaN
  1158.47        2500.00                 NaN            NaN            NaN   8.67346        2.79904                 NaN            NaN            NaN   8.38666        46.2296       0.602671        33.3086                 NaN
  1157.32        2500.00                 NaN            NaN            NaN   8.89801        2.59105                 NaN            NaN            NaN   8.39300        46.2025       0.600065        33.3154                 NaN
  1156.16        2500.00                 NaN            NaN            NaN   8.90985        2.55940                 NaN            NaN            NaN   8.37824        46.2405       0.604327        33.3077                 NaN
  1155.00        2500.00                 NaN            NaN            NaN  0.309359E-001            NaN            NaN            NaN   3.72791        7.42808        49.2941       0.912286        34.4906        4.11611     
  1153.85        2500.00                 NaN            NaN            NaN   9.15304        2.33391                 NaN            NaN            NaN   8.39492        46.2043       0.599107        33.3147                 NaN
  1152.69        2500.00                 NaN            NaN            NaN   9.03029        2.44895                 NaN            NaN            NaN   8.38203        46.2227       0.602724        33.3134                 NaN
  1151.53        2500.00                 NaN            NaN            NaN   9.01520        2.47121                 NaN            NaN            NaN   8.38852        46.2090       0.600185        33.3159                 NaN
  1150.38        2500.00                 NaN            NaN            NaN   9.05658        2.44192                 NaN            NaN            NaN   8.38711        46.1949       0.599665        33.3198                 NaN
  1149.22        2500.00                 NaN            NaN            NaN   8.99390        2.50326                 NaN            NaN            NaN   8.39677        46.1879       0.596640        33.3215                 NaN
  1148.06        2500.00                 NaN            NaN            NaN   9.10579        2.40442                 NaN            NaN            NaN   8.40394        46.1674       0.593855        33.3246                 NaN
  1146.91        2500.00                 NaN            NaN            NaN   9.09513        2.40906                 NaN            NaN            NaN   8.39761        46.1790       0.596002        33.3232                 NaN
  1145.75        2500.00                 NaN            NaN            NaN   9.04606        2.45099                 NaN            NaN            NaN   8.40633        46.1804       0.595634        33.3206                 NaN
  1144.59        2500.00                 NaN            NaN            NaN   9.03916        2.46487                 NaN            NaN            NaN   8.39621        46.1783       0.596382        33.3251                 NaN
  1143.44        2500.00                 NaN            NaN            NaN  0.310330E-001            NaN            NaN            NaN   3.72713        7.42789        49.2887       0.912124        34.4977        4.11540     
  1142.28        2500.00                 NaN            NaN            NaN   9.06099        2.44859                 NaN            NaN            NaN   8.40671        46.1633       0.594069        33.3263                 NaN
  1141.12        2500.00                 NaN            NaN            NaN   9.07533        2.44517                 NaN            NaN            NaN   8.41335        46.1446       0.590855        33.3307                 NaN
  1139.97        2500.00                 NaN            NaN            NaN   9.01486        2.49622                 NaN            NaN            NaN   8.41192        46.1553       0.592568        33.3291                 NaN
  1138.81        2500.00                 NaN            NaN            NaN   8.80789        2.69931                 NaN            NaN            NaN   8.41139        46.1579       0.593927        33.3295                 NaN
  1137.65        2500.00                 NaN            NaN            NaN   1.80984        9.64585                 NaN            NaN            NaN   8.37682        46.2440       0.603553        33.3199                 NaN
  1136.50        2500.00                 NaN            NaN            NaN   9.12812        2.38868                 NaN            NaN            NaN   8.41546        46.1454       0.590592        33.3318                 NaN
  1135.34        2500.00                 NaN            NaN            NaN   9.11346        2.40037                 NaN            NaN            NaN   8.41795        46.1452       0.590175        33.3329                 NaN
  1134.18        2500.00                 NaN            NaN            NaN   9.12025        2.40173                 NaN            NaN            NaN   8.41753        46.1333       0.590903        33.3363                 NaN
  1133.03        2500.00                 NaN            NaN            NaN   9.12155        2.40302                 NaN            NaN            NaN   8.41897        46.1282       0.590412        33.3378                 NaN
  1131.87        2500.00                 NaN            NaN            NaN   8.96892        2.55309                 NaN            NaN            NaN   8.41206        46.1371       0.591475        33.3373                 NaN
  1130.71        2500.00                 NaN            NaN            NaN   9.21969        2.33366                 NaN            NaN            NaN   8.43367        46.0846       0.583503        33.3448                 NaN
  1129.56        2500.00                 NaN            NaN            NaN   9.13152        2.41171                 NaN            NaN            NaN   8.43023        46.0961       0.585761        33.3447                 NaN
  1128.40        2500.00                 NaN            NaN            NaN   9.20792        2.35014                 NaN            NaN            NaN   8.43991        46.0690       0.582218        33.3508                 NaN
  1127.24        2500.00                 NaN            NaN            NaN   9.06128        2.47997                 NaN            NaN            NaN   8.43372        46.0955       0.585088        33.3445                 NaN
  1126.08        2500.00                 NaN            NaN            NaN   8.80555        2.73431                 NaN            NaN            NaN   8.42982        46.0981       0.587471        33.3447                 NaN
  1124.93        2500.00                 NaN            NaN            NaN   9.18091        2.35905                 NaN            NaN            NaN   8.43666        46.0945       0.584143        33.3448                 NaN
  1123.77        2500.00                 NaN            NaN            NaN   9.00867        2.53708                 NaN            NaN            NaN   8.44659        46.0801       0.581646        33.3459                 NaN
  1122.61        2500.00                 NaN            NaN            NaN   9.03424        2.50861                 NaN            NaN            NaN   8.43293        46.0914       0.584895        33.3479                 NaN
  1121.46        2500.00                 NaN            NaN            NaN   1.65335        9.82980                 NaN            NaN            NaN   8.40424        46.1838       0.593708        33.3351                 NaN
  1120.30        2500.00                 NaN            NaN            NaN   9.16252        2.38643                 NaN            NaN            NaN   8.43837        46.0774       0.583887        33.3514                 NaN
  1119.14        2500.00                 NaN            NaN            NaN   9.18227        2.37235                 NaN            NaN            NaN   8.44080        46.0703       0.582783        33.3515                 NaN
  1117.99        2500.00                 NaN            NaN            NaN   9.17800        2.37920                 NaN            NaN            NaN   8.44259        46.0650       0.582250        33.3530                 NaN
  1116.83        2500.00                 NaN            NaN            NaN   9.16485        2.39462                 NaN            NaN            NaN   8.44666        46.0583       0.580641        33.3549                 NaN
  1115.67        2500.00                 NaN            NaN            NaN   1.58983        9.90444                 NaN            NaN            NaN   8.42042        46.1581       0.588256        33.3390                 NaN
  1114.52        2500.00                 NaN            NaN            NaN   9.17062        2.39384       0.127404E-005            NaN            NaN   8.45065        46.0494       0.578878        33.3566                 NaN
  1113.36        2500.00                 NaN            NaN            NaN   9.10286        2.47027                 NaN            NaN            NaN   8.45702        46.0318       0.577228        33.3608                 NaN
  1112.20        2500.00                 NaN            NaN            NaN   9.25234        2.33465                 NaN            NaN            NaN   8.47522        46.0017       0.571644        33.3645                 NaN
  1111.05        2500.00                 NaN            NaN            NaN   9.09166        2.47932                 NaN            NaN            NaN   8.45367        46.0342       0.578956        33.3622                 NaN
  1109.89        2500.00                 NaN            NaN            NaN   9.22458        2.36487       0.274633E-005            NaN            NaN   8.47983        45.9921       0.570855        33.3677                 NaN
  1108.73        2500.00                 NaN            NaN            NaN   9.29619        2.28903                 NaN            NaN            NaN   8.47393        45.9976       0.573492        33.3698                 NaN
  1107.58        2500.00                 NaN            NaN            NaN   9.20064        2.39017                 NaN            NaN            NaN   8.46937        46.0018       0.571311        33.3667                 NaN
  1106.42        2500.00                 NaN            NaN            NaN   9.26306        2.32950                 NaN            NaN            NaN   8.47376        45.9924       0.571639        33.3696                 NaN
  1105.26        2500.00                 NaN            NaN            NaN   9.24677        2.34814                 NaN            NaN            NaN   8.47512        45.9876       0.571373        33.3710                 NaN
  1104.11        2500.00                 NaN            NaN            NaN   9.06400        2.52307                 NaN            NaN            NaN   8.46312        46.0050       0.574537        33.3703                 NaN
  1102.95        2500.00                 NaN            NaN            NaN   9.09826        2.49282                 NaN            NaN            NaN   8.46767        45.9962       0.573415        33.3716                 NaN
  1101.79        2500.00                 NaN            NaN            NaN   9.12270        2.46301                 NaN            NaN            NaN   8.46786        46.0014       0.574247        33.3708                 NaN
  1100.64        2500.00                 NaN            NaN            NaN   9.11371        2.47891       0.122751E-005            NaN            NaN   8.46864        45.9929       0.573259        33.3726                 NaN
  1099.48        2500.00                 NaN            NaN            NaN   9.16217        2.43456       0.122200E-005            NaN            NaN   8.47120        45.9862       0.572057        33.3739                 NaN
  1098.32        2500.00                 NaN            NaN            NaN   9.31586        2.30012       0.132468E-005            NaN            NaN   8.48639        45.9483       0.567616        33.3817                 NaN
  1097.17        2500.00                 NaN            NaN            NaN   9.09374        2.51432       0.135184E-005            NaN            NaN   8.48368        45.9566       0.570669        33.3810                 NaN
  1096.01        2500.00                 NaN            NaN            NaN   9.08822        2.50455       0.131253E-005            NaN            NaN   8.48019        45.9807       0.570826        33.3755                 NaN
  1094.85        2500.00                 NaN            NaN            NaN   9.15486        2.45453       0.421849E-005            NaN            NaN   8.49246        45.9513       0.565795        33.3810                 NaN
  1093.70        2500.00                 NaN            NaN            NaN   9.13121        2.47910       0.114055E-005            NaN            NaN   8.49425        45.9474       0.565824        33.3822                 NaN
  1092.54        2500.00                 NaN            NaN            NaN   9.10473        2.50377       0.114281E-005            NaN            NaN   8.49331        45.9497       0.566407        33.3821                 NaN
  1091.38        2500.00                 NaN            NaN            NaN   8.96357        2.64061       0.428654E-005            NaN            NaN   8.49180        45.9545       0.567998        33.3815                 NaN
  1090.23        2500.00                 NaN            NaN            NaN  0.294424E-001   9.03922        2.35672       0.167678E-004            NaN   8.48380        46.1770       0.583591        33.3302                 NaN
  1089.07        2500.00                 NaN            NaN            NaN  0.294411E-001   9.03897        2.35735                 NaN            NaN   8.48671        46.1736       0.583085        33.3308                 NaN
  1087.91        2500.00                 NaN            NaN            NaN  0.294408E-001   9.03835        2.35873                 NaN            NaN   8.48948        46.1699       0.582581        33.3315                 NaN
  1086.76        2500.00                 NaN            NaN            NaN   7.52864       0.320330E-001   4.02949                 NaN            NaN   8.55599        45.9367       0.554872        33.3623                 NaN
  1085.60        2500.00                 NaN            NaN            NaN  0.294392E-001   9.03577        2.36516                 NaN            NaN   8.49434        46.1604       0.581582        33.3333                 NaN
  1084.44        2500.00                 NaN            NaN            NaN  0.294382E-001   9.03410        2.36947                 NaN            NaN   8.49657        46.1551       0.581055        33.3343                 NaN
  1083.29        2500.00                 NaN            NaN            NaN  0.294377E-001   9.03240        2.37396       0.142139E-004            NaN   8.49879        46.1497       0.580487        33.3352                 NaN
  1082.13        2500.00                 NaN            NaN            NaN  0.294373E-001   9.03085        2.37832       0.161499E-004            NaN   8.50107        46.1444       0.579870        33.3360                 NaN
  1080.97        2500.00                 NaN            NaN            NaN  0.294364E-001   9.02950        2.38230                 NaN            NaN   8.50343        46.1395       0.579202        33.3367                 NaN
  1079.82        2500.00                 NaN            NaN            NaN  0.294356E-001   9.02867        2.38637                 NaN            NaN   8.50580        46.1343       0.578335        33.3371                 NaN
  1078.66        2500.00                 NaN            NaN            NaN  0.294349E-001   9.02884        2.38920                 NaN            NaN   8.50849        46.1298       0.577201        33.3370                 NaN
  1077.50        2500.00                 NaN            NaN            NaN   6.19771        5.41489       0.256732E-004            NaN            NaN   8.60368        45.8500       0.551792        33.3819                 NaN
  1076.34        2500.00                 NaN            NaN            NaN  0.294335E-001   9.03000        2.38760                 NaN            NaN   8.51470        46.1239       0.576219        33.3381                 NaN
  1075.19        2500.00                 NaN            NaN            NaN  0.294316E-001   9.01842        2.39307                 NaN            NaN   8.52181        46.1300       0.573839        33.3335                 NaN
  1074.03        2500.00                 NaN            NaN            NaN  0.294309E-001   9.03221        2.37152                 NaN            NaN   8.53066        46.1233       0.574837        33.3380                 NaN
  1072.87        2500.00                 NaN            NaN            NaN  0.294297E-001   9.03130        2.37417                 NaN            NaN   8.53332        46.1184       0.574300        33.3391                 NaN
  1071.72        2500.00                 NaN            NaN            NaN  0.294293E-001   9.03031        2.38375                 NaN            NaN   8.53028        46.1158       0.572973        33.3374                 NaN
  1070.56        2500.00                 NaN            NaN            NaN  0.294287E-001   9.02937        2.37959                 NaN            NaN   8.53861        46.1085       0.573224        33.3413                 NaN
  1069.40        2500.00                 NaN            NaN            NaN  0.294277E-001   9.02838        2.38231                 NaN            NaN   8.54124        46.1036       0.572689        33.3424                 NaN
  1068.25        2500.00                 NaN            NaN            NaN   8.06306        3.50731                 NaN            NaN            NaN   8.57963        45.9158       0.558614        33.3756                 NaN
  1067.09        2500.00                 NaN            NaN            NaN  0.294265E-001   9.02666        2.38737                 NaN            NaN   8.54635        46.0942       0.571633        33.3444                 NaN
  1065.93        2500.00                 NaN            NaN            NaN  0.294260E-001   9.02572        2.38997                 NaN            NaN   8.54889        46.0895       0.571108        33.3454                 NaN
  1064.78        2500.00                 NaN            NaN            NaN  0.294247E-001   9.02476        2.39258                 NaN            NaN   8.55143        46.0847       0.570587        33.3465                 NaN
  1063.62        2500.00                 NaN            NaN            NaN   8.10721        3.40816       0.566556E-001            NaN            NaN   8.58937        45.8968       0.558520        33.3833                 NaN
  1062.46        2500.00                 NaN            NaN            NaN   8.12988        3.44011                 NaN            NaN            NaN   8.58897        45.8987       0.558627        33.3838                 NaN
  1061.31        2500.00                 NaN            NaN            NaN  0.323513E-005   5.89834                 NaN            NaN   3.06212        7.85572        47.8030       0.822929        34.5579                 NaN
  1060.15        2500.00                 NaN            NaN            NaN  0.995294E-006   5.89820                 NaN            NaN   3.06206        7.85570        47.8025       0.822916        34.5586                 NaN
  1058.99        2500.00                 NaN            NaN            NaN  0.318466E-005   5.89806                 NaN            NaN   3.06200        7.85569        47.8020       0.822902        34.5593                 NaN
  1057.84        2500.00                 NaN            NaN            NaN  0.316020E-005   5.89792                 NaN            NaN   3.06194        7.85567        47.8015       0.822889        34.5600                 NaN
  1056.68        2500.00                 NaN            NaN            NaN  0.313645E-005   5.89778                 NaN            NaN   3.06187        7.85566        47.8010       0.822875        34.5608                 NaN
  1055.52        2500.00                 NaN            NaN            NaN  0.311322E-005   5.89764                 NaN            NaN   3.06181        7.85564        47.8006       0.822862        34.5615                 NaN
  1054.37        2500.00                 NaN            NaN            NaN  0.309080E-005   5.89750                 NaN            NaN   3.06175        7.85563        47.8001       0.822848        34.5622                 NaN
  1053.21        2500.00                 NaN            NaN            NaN  0.306874E-005   5.89736                 NaN            NaN   3.06169        7.85561        47.7996       0.822835        34.5629                 NaN
  1052.05        2500.00                 NaN            NaN            NaN  0.304738E-005   5.89722                 NaN            NaN   3.06162        7.85560        47.7991       0.822821        34.5636                 NaN
  1050.90        2500.00                 NaN            NaN            NaN  0.302645E-005   5.89708                 NaN            NaN   3.06156        7.85558        47.7986       0.822808        34.5644                 NaN
  1049.74        2500.00                 NaN            NaN            NaN  0.300611E-005   5.89694                 NaN            NaN   3.06150        7.85557        47.7981       0.822794        34.5651                 NaN
  1048.58        2500.00                 NaN            NaN            NaN  0.298637E-005   5.89680                 NaN            NaN   3.06144        7.85556        47.7976       0.822781        34.5658                 NaN
  1047.43        2500.00                 NaN            NaN            NaN  0.296706E-005   5.89666                 NaN            NaN   3.06138        7.85554        47.7972       0.822767        34.5665                 NaN
  1046.27        2500.00                 NaN            NaN            NaN  0.294826E-005   5.89652                 NaN            NaN   3.06131        7.85553        47.7967       0.822754        34.5672                 NaN
  1045.11        2500.00                 NaN            NaN            NaN  0.994990E-006   5.89638                 NaN            NaN   3.06125        7.85551        47.7962       0.822740        34.5679                 NaN
  1043.96        2500.00                 NaN            NaN            NaN  0.291225E-005   5.89624                 NaN            NaN   3.06119        7.85550        47.7957       0.822727        34.5686                 NaN
  1042.80        2500.00                 NaN            NaN            NaN  0.289485E-005   5.89610                 NaN            NaN   3.06113        7.85548        47.7952       0.822713        34.5694                 NaN
  1041.64        2500.00                 NaN            NaN            NaN  0.292570E-005   5.89596                 NaN            NaN   3.06107        7.85547        47.7947       0.822700        34.5701                 NaN
  1040.49        2500.00                 NaN            NaN            NaN  0.290907E-005   5.89582                 NaN            NaN   3.06100        7.85546        47.7942       0.822687        34.5708                 NaN
  1039.33        2500.00                 NaN            NaN            NaN  0.289274E-005   5.89568                 NaN            NaN   3.06094        7.85544        47.7938       0.822673        34.5715                 NaN
  1038.17        2500.00                 NaN            NaN            NaN  0.283029E-005   5.89554                 NaN            NaN   3.06088        7.85543        47.7933       0.822660        34.5722                 NaN
  1037.02        2500.00                 NaN            NaN            NaN  0.281533E-005   5.89540                 NaN            NaN   3.06082        7.85541        47.7928       0.822646        34.5729                 NaN
  1035.86        2500.00                 NaN            NaN            NaN  0.280077E-005   5.89526                 NaN            NaN   3.06076        7.85540        47.7923       0.822633        34.5737                 NaN
  1034.70        2500.00                 NaN            NaN            NaN  0.278662E-005   5.89512                 NaN            NaN   3.06069        7.85539        47.7918       0.822619        34.5744                 NaN
  1033.55        2500.00                 NaN            NaN            NaN  0.277280E-005   5.89498                 NaN            NaN   3.06063        7.85537        47.7913       0.822606        34.5751                 NaN
