|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/EETA/EETA_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1193.69        2500.00                 NaN            NaN   16.4484       0.465326                 NaN            NaN   8.84365        43.0144        1.08711        30.1411     
  1192.59        2500.00                 NaN            NaN   16.4157       0.498772                 NaN            NaN   8.84699        43.0109        1.08656        30.1411     
  1191.49        2500.00                 NaN            NaN   16.6590       0.260568                 NaN            NaN   8.85178        43.0034        1.08444        30.1409     
  1190.39        2500.00                 NaN            NaN   16.4921       0.428851                 NaN            NaN   8.85573        42.9989        1.08362        30.1407     
  1189.29        2500.00                 NaN            NaN   16.4556       0.465889                 NaN            NaN   8.85916        42.9955        1.08311        30.1407     
  1188.19        2500.00                 NaN            NaN   16.4091       0.513025                 NaN            NaN   8.86262        42.9920        1.08258        30.1407     
  1187.09        2500.00                 NaN            NaN   16.3603       0.562424                 NaN            NaN   8.86606        42.9885        1.08206        30.1407     
  1185.98        2500.00                 NaN            NaN   16.3543       0.566473                 NaN            NaN   8.87047        42.9836        1.08271        30.1425     
  1184.88        2500.00                 NaN            NaN   16.3970       0.531328                 NaN            NaN   8.86993        42.9792        1.07939        30.1431     
  1183.78        2500.00                 NaN            NaN   16.3723       0.557444                 NaN            NaN   8.87312        42.9754        1.07854        30.1432     
  1182.68        2500.00                 NaN            NaN   16.3473       0.583784                 NaN            NaN   8.87631        42.9716        1.07769        30.1433     
  1181.58        2500.00                 NaN            NaN   16.3221       0.610394                 NaN            NaN   8.87950        42.9677        1.07685        30.1434     
  1180.48        2500.00                 NaN            NaN   16.2966       0.637195                 NaN            NaN   8.88268        42.9639        1.07601        30.1436     
  1179.38        2500.00                 NaN            NaN   16.2709       0.664195                 NaN            NaN   8.88585        42.9602        1.07519        30.1437     
  1178.28        2500.00                 NaN            NaN   16.4769       0.454951                 NaN            NaN   8.89854        42.9538        1.07567        30.1401     
  1177.18        2500.00                 NaN            NaN   16.1465       0.778166                 NaN            NaN   8.89725        42.9598        1.07825        30.1401     
  1176.08        2500.00                 NaN            NaN   16.1335       0.793146                 NaN            NaN   8.90113        42.9547        1.07721        30.1403     
  1174.98        2500.00                 NaN            NaN   16.0176       0.909673                 NaN            NaN   8.90415        42.9514        1.07676        30.1404     
  1173.88        2500.00                 NaN            NaN   16.8774       0.656924E-001            NaN            NaN   8.92034        42.9276        1.06973        30.1392     
  1172.78        2500.00                 NaN            NaN   16.2498       0.685920                 NaN            NaN   8.91564        42.9355        1.07278        30.1404     
  1171.68        2500.00                 NaN            NaN   16.6821       0.266236                 NaN            NaN   8.92968        42.9117        1.06905        30.1413     
  1170.58        2500.00                 NaN            NaN   16.1855       0.751688                 NaN            NaN   8.92262        42.9281        1.07164        30.1405     
  1169.48        2500.00                 NaN            NaN   16.1530       0.784984                 NaN            NaN   8.92609        42.9243        1.07104        30.1406     
  1168.38        2500.00                 NaN            NaN   16.1202       0.818524                 NaN            NaN   8.92955        42.9206        1.07045        30.1407     
  1167.28        2500.00                 NaN            NaN   16.0997       0.840035                 NaN            NaN   8.93318        42.9166        1.06977        30.1407     
  1166.18        2500.00                 NaN            NaN   16.0845       0.856316                 NaN            NaN   8.93688        42.9125        1.06904        30.1408     
  1165.08        2500.00                 NaN            NaN   16.3490       0.598060                 NaN            NaN   8.94522        42.9013        1.06608        30.1403     
  1163.97        2500.00                 NaN            NaN   16.2741       0.673161                 NaN            NaN   8.94800        42.8985        1.06576        30.1405     
  1162.87        2500.00                 NaN            NaN   16.2018       0.745695                 NaN            NaN   8.95076        42.8956        1.06545        30.1407     
  1161.77        2500.00                 NaN            NaN   16.1322       0.815477                 NaN            NaN   8.95354        42.8928        1.06513        30.1409     
  1160.67        2500.00                 NaN            NaN   16.0651       0.882809                 NaN            NaN   8.95631        42.8899        1.06481        30.1411     
  1159.57        2500.00                 NaN            NaN   16.0004       0.947780                 NaN            NaN   8.95908        42.8870        1.06449        30.1413     
  1158.47        2500.00                 NaN            NaN   15.9378        1.01059                 NaN            NaN   8.96185        42.8841        1.06416        30.1415     
  1157.37        2500.00                 NaN            NaN   15.8774        1.07126                 NaN            NaN   8.96463        42.8812        1.06384        30.1417     
  1156.27        2500.00                 NaN            NaN   15.8190        1.12994                 NaN            NaN   8.96740        42.8783        1.06351        30.1419     
  1155.17        2500.00                 NaN            NaN   15.7410        1.20752                 NaN            NaN   8.96975        42.8761        1.06341        30.1422     
  1154.07        2500.00                 NaN            NaN   15.7715        1.17509                 NaN            NaN   8.97854        42.8701        1.06359        30.1412     
  1152.97        2500.00                 NaN            NaN   1.38907        15.5583                 NaN            NaN   8.97395        42.8726        1.06349        30.1427     
  1151.87        2500.00                 NaN            NaN   1.32735        15.6234                 NaN            NaN   8.97886        42.8657        1.06195        30.1428     
  1150.77        2500.00                 NaN            NaN   1.38484        15.5661                 NaN            NaN   8.98135        42.8631        1.06159        30.1430     
  1149.67        2500.00                 NaN            NaN   15.5120        1.43887                 NaN            NaN   8.98413        42.8603        1.06141        30.1433     
  1148.57        2500.00                 NaN            NaN   15.3904        1.55868                 NaN            NaN   8.98526        42.8602        1.06196        30.1436     
  1147.47        2500.00                 NaN            NaN   15.4107        1.54059                 NaN            NaN   8.98953        42.8546        1.06081        30.1438     
  1146.37        2500.00                 NaN            NaN   15.3660        1.58569                 NaN            NaN   8.99229        42.8516        1.06046        30.1440     
  1145.27        2500.00                 NaN            NaN   15.3270        1.62554                 NaN            NaN   8.99466        42.8484        1.06010        30.1443     
  1144.17        2500.00                 NaN            NaN   15.2797        1.67271                 NaN            NaN   8.99790        42.8455        1.05966        30.1445     
  1143.07        2500.00                 NaN            NaN   15.2394        1.71331                 NaN            NaN   9.00062        42.8425        1.05940        30.1447     
  1141.96        2500.00                 NaN            NaN   15.2176        1.73628                 NaN            NaN   9.00376        42.8386        1.05882        30.1450     
  1140.86        2500.00                 NaN            NaN   15.1763        1.77788                 NaN            NaN   9.00650        42.8356        1.05848        30.1452     
  1139.76        2500.00                 NaN            NaN   1.85724        15.0961                 NaN            NaN   9.00852        42.8340        1.05854        30.1455     
  1138.66        2500.00                 NaN            NaN   15.0844        1.86983                 NaN            NaN   9.01166        42.8303        1.05797        30.1458     
  1137.56        2500.00                 NaN            NaN   1.92498        15.0294                 NaN            NaN   9.01420        42.8276        1.05772        30.1461     
  1136.46        2500.00                 NaN            NaN   14.9971        1.95777                 NaN            NaN   9.01704        42.8244        1.05732        30.1463     
  1135.36        2500.00                 NaN            NaN   14.9656        1.98986                 NaN            NaN   9.01988        42.8212        1.05691        30.1466     
  1134.26        2500.00                 NaN            NaN   2.02129        14.9347                 NaN            NaN   9.02272        42.8179        1.05650        30.1469     
  1133.16        2500.00                 NaN            NaN   14.9328        2.02458                 NaN            NaN   9.02600        42.8137        1.05583        30.1471     
  1132.06        2500.00                 NaN            NaN   14.9012        2.05660                 NaN            NaN   9.02877        42.8106        1.05546        30.1474     
  1130.96        2500.00                 NaN            NaN   14.8500        2.10746                 NaN            NaN   9.03102        42.8084        1.05536        30.1477     
  1129.86        2500.00                 NaN            NaN   2.13854        14.8194                 NaN            NaN   9.03380        42.8053        1.05497        30.1480     
  1128.76        2500.00                 NaN            NaN   2.16806        14.7905                 NaN            NaN   9.03658        42.8020        1.05457        30.1483     
  1127.66        2500.00                 NaN            NaN   2.19555        14.7636                 NaN            NaN   9.03944        42.7986        1.05416        30.1486     
  1126.56        2500.00                 NaN            NaN   2.22386        14.7359                 NaN            NaN   9.04226        42.7954        1.05375        30.1489     
  1125.46        2500.00                 NaN            NaN   2.25283        14.7074                 NaN            NaN   9.04503        42.7922        1.05335        30.1492     
  1124.36        2500.00                 NaN            NaN   2.38090        14.5751                 NaN            NaN   9.04476        42.7949        1.05476        30.1496     
  1123.26        2500.00                 NaN            NaN   14.6517        2.30938                 NaN            NaN   9.05031        42.7862        1.05267        30.1498     
  1122.16        2500.00                 NaN            NaN   14.6270        2.33461                 NaN            NaN   9.05299        42.7831        1.05228        30.1501     
  1121.06        2500.00                 NaN            NaN   14.6030        2.35920                 NaN            NaN   9.05568        42.7799        1.05189        30.1504     
  1119.95        2500.00                 NaN            NaN   14.5794        2.38335                 NaN            NaN   9.05840        42.7767        1.05149        30.1507     
  1118.85        2500.00                 NaN            NaN   14.5561        2.40727                 NaN            NaN   9.06116        42.7734        1.05108        30.1510     
  1117.75        2500.00                 NaN            NaN   14.5328        2.43117                 NaN            NaN   9.06399        42.7701        1.05065        30.1513     
  1116.65        2500.00                 NaN            NaN   14.5094        2.45526                 NaN            NaN   9.06690        42.7666        1.05020        30.1516     
  1115.55        2500.00                 NaN            NaN   14.4856        2.47976                 NaN            NaN   9.06991        42.7630        1.04973        30.1520     
  1114.45        2500.00                 NaN            NaN   14.4621        2.50390                 NaN            NaN   9.07281        42.7595        1.04930        30.1523     
  1113.35        2500.00                 NaN            NaN   14.5017        2.45775                 NaN            NaN   9.05865        42.7774        1.05262        30.1518     
  1112.25        2500.00                 NaN            NaN   14.4860        2.47372                 NaN            NaN   9.05979        42.7766        1.05216        30.1516     
  1111.15        2500.00                 NaN            NaN   14.4933        2.46705                 NaN            NaN   9.06220        42.7731        1.05211        30.1523     
  1110.05        2500.00                 NaN            NaN   14.4000        2.56950                 NaN            NaN   9.08483        42.7449        1.04718        30.1535     
  1108.95        2500.00                 NaN            NaN   14.4117        2.54794                 NaN            NaN   9.06732        42.7678        1.05206        30.1532     
  1107.85        2500.00                 NaN            NaN   14.3429        2.62722                 NaN            NaN   9.08986        42.7390        1.04661        30.1544     
  1106.75        2500.00                 NaN            NaN   14.3229        2.64786                 NaN            NaN   9.09279        42.7356        1.04619        30.1547     
  1105.65        2500.00                 NaN            NaN   14.4509        2.51146                 NaN            NaN   9.06925        42.7646        1.05087        30.1530     
  1104.55        2500.00                 NaN            NaN   2.70992        14.2599                 NaN            NaN   9.09862        42.7307        1.04593        30.1550     
  1103.45        2500.00                 NaN            NaN   2.72686        14.2421                 NaN            NaN   9.10149        42.7297        1.04546        30.1545     
  1102.35        2500.00                 NaN            NaN   14.2654        2.70895                 NaN            NaN   9.10467        42.7209        1.04412        30.1560     
  1101.25        2500.00                 NaN            NaN   14.2664        2.70868                 NaN            NaN   9.10893        42.7166        1.04340        30.1560     
  1100.15        2500.00                 NaN            NaN   14.2136        2.76132                 NaN            NaN   9.10438        42.7198        1.04456        30.1563     
  1099.05        2500.00                 NaN            NaN   14.1949        2.78031                 NaN            NaN   9.11192        42.7125        1.04331        30.1571     
  1097.94        2500.00                 NaN            NaN   14.1606        2.81486                 NaN            NaN   9.11412        42.7097        1.04312        30.1575     
  1096.84        2500.00                 NaN            NaN   14.1434        2.83277                 NaN            NaN   9.11687        42.7064        1.04269        30.1579     
  1095.74        2500.00                 NaN            NaN   14.1265        2.85036                 NaN            NaN   9.11964        42.7030        1.04226        30.1583     
  1094.64        2500.00                 NaN            NaN   14.1099        2.86764                 NaN            NaN   9.12240        42.6996        1.04183        30.1586     
  1093.54        2500.00                 NaN            NaN   14.0937        2.88460                 NaN            NaN   9.12516        42.6961        1.04140        30.1590     
  1092.44        2500.00                 NaN            NaN   14.0778        2.90126                 NaN            NaN   9.12793        42.6927        1.04096        30.1594     
  1091.34        2500.00                 NaN            NaN   14.0621        2.91762                 NaN            NaN   9.13070        42.6893        1.04052        30.1598     
  1090.24        2500.00                 NaN            NaN   2.52547        14.4426                 NaN            NaN   9.08682        42.7403        1.04826        30.1565     
  1089.14        2500.00                 NaN            NaN   14.0318        2.94946                 NaN            NaN   9.13624        42.6824        1.03964        30.1605     
  1088.04        2500.00                 NaN            NaN   14.0170        2.96497                 NaN            NaN   9.13901        42.6789        1.03919        30.1609     
  1086.94        2500.00                 NaN            NaN   14.0279        2.95750                 NaN            NaN   9.14328        42.6720        1.03780        30.1616     
  1085.84        2500.00                 NaN            NaN   14.0241        2.96285                 NaN            NaN   9.14658        42.6674        1.03705        30.1620     
  1084.74        2500.00                 NaN            NaN   3.00977        13.9745                 NaN            NaN   9.14762        42.6680        1.03782        30.1622     
  1083.64        2500.00                 NaN            NaN   3.02358        13.9613                 NaN            NaN   9.15042        42.6647        1.03737        30.1626     
  1082.54        2500.00                 NaN            NaN   3.03819        13.9475                 NaN            NaN   9.15323        42.6612        1.03689        30.1630     
  1081.44        2500.00                 NaN            NaN   3.05227        13.9343                 NaN            NaN   9.15605        42.6575        1.03640        30.1634     
  1080.34        2500.00                 NaN            NaN   3.06463        13.9230                 NaN            NaN   9.15902        42.6536        1.03585        30.1638     
  1079.24        2500.00                 NaN            NaN   14.1010        2.89533                 NaN            NaN   9.17572        42.6353        1.02945        30.1632     
  1078.14        2500.00                 NaN            NaN   3.02462        13.9569                 NaN            NaN   9.17030        42.6537        1.03423        30.1602     
  1077.04        2500.00                 NaN            NaN   14.0039        2.98352                 NaN            NaN   9.17791        42.6401        1.03241        30.1622     
  1075.93        2500.00                 NaN            NaN   13.8723        3.11858                 NaN            NaN   9.16966        42.6402        1.03406        30.1651     
  1074.83        2500.00                 NaN            NaN   13.8608        3.13100                 NaN            NaN   9.17247        42.6366        1.03356        30.1655     
  1073.73        2500.00                 NaN            NaN   13.8499        3.14290                 NaN            NaN   9.17533        42.6329        1.03305        30.1660     
  1072.63        2500.00                 NaN            NaN   13.8391        3.15463                 NaN            NaN   9.17819        42.6291        1.03253        30.1664     
  1071.53        2500.00                 NaN            NaN   13.8285        3.16620                 NaN            NaN   9.18105        42.6254        1.03201        30.1668     
  1070.43        2500.00                 NaN            NaN   13.8181        3.17762                 NaN            NaN   9.18391        42.6216        1.03149        30.1673     
  1069.33        2500.00                 NaN            NaN   13.8079        3.18887                 NaN            NaN   9.18677        42.6178        1.03097        30.1677     
  1068.23        2500.00                 NaN            NaN   13.7978        3.19997                 NaN            NaN   9.18964        42.6140        1.03044        30.1682     
  1067.13        2500.00                 NaN            NaN   13.7879        3.21092                 NaN            NaN   9.19251        42.6102        1.02991        30.1686     
  1066.03        2500.00                 NaN            NaN   13.7781        3.22173                 NaN            NaN   9.19538        42.6063        1.02938        30.1691     
  1064.93        2500.00                 NaN            NaN   13.7685        3.23239                 NaN            NaN   9.19826        42.6025        1.02884        30.1695     
  1063.83        2500.00                 NaN            NaN   13.7591        3.24291                 NaN            NaN   9.20113        42.5986        1.02830        30.1700     
  1062.73        2500.00                 NaN            NaN   13.7497        3.25328                 NaN            NaN   9.20401        42.5948        1.02776        30.1704     
  1061.63        2500.00                 NaN            NaN   13.7406        3.26353                 NaN            NaN   9.20689        42.5909        1.02721        30.1709     
  1060.53        2500.00                 NaN            NaN   13.7316        3.27363                 NaN            NaN   9.20978        42.5870        1.02666        30.1714     
  1059.43        2500.00                 NaN            NaN   13.7227        3.28361                 NaN            NaN   9.21267        42.5831        1.02611        30.1718     
  1058.33        2500.00                 NaN            NaN   13.7140        3.29346                 NaN            NaN   9.21555        42.5791        1.02556        30.1723     
  1057.23        2500.00                 NaN            NaN   13.7054        3.30318                 NaN            NaN   9.21845        42.5752        1.02500        30.1728     
  1056.13        2500.00                 NaN            NaN   13.6969        3.31278                 NaN            NaN   9.22134        42.5712        1.02444        30.1733     
  1055.03        2500.00                 NaN            NaN   13.6886        3.32226                 NaN            NaN   9.22424        42.5673        1.02387        30.1738     
  1053.92        2500.00                 NaN            NaN   13.6804        3.33161                 NaN            NaN   9.22714        42.5633        1.02331        30.1742     
  1052.82        2500.00                 NaN            NaN   13.6723        3.34085                 NaN            NaN   9.23004        42.5593        1.02273        30.1747     
  1051.72        2500.00                 NaN            NaN   13.6644        3.34998                 NaN            NaN   9.23294        42.5553        1.02216        30.1752     
  1050.62        2500.00                 NaN            NaN   13.6566        3.35899                 NaN            NaN   9.23585        42.5513        1.02158        30.1757     
  1049.52        2500.00                 NaN            NaN   13.6489        3.36789                 NaN            NaN   9.23876        42.5472        1.02100        30.1762     
  1048.42        2500.00                 NaN            NaN   13.6553        3.36669                 NaN            NaN   9.24338        42.5378        1.01923        30.1776     
  1047.32        2500.00                 NaN            NaN   13.6478        3.37547                 NaN            NaN   9.24632        42.5336        1.01862        30.1782     
  1046.22        2500.00                 NaN            NaN   13.6405        3.38414                 NaN            NaN   9.24927        42.5294        1.01800        30.1787     
  1045.12        2500.00                 NaN            NaN   13.6333        3.39271                 NaN            NaN   9.25222        42.5252        1.01738        30.1792     
  1044.02        2500.00                 NaN            NaN   13.6262        3.40117                 NaN            NaN   9.25517        42.5210        1.01676        30.1798     
  1042.92        2500.00                 NaN            NaN   13.6052        3.41905                 NaN            NaN   9.25628        42.5227        1.01745        30.1793     
  1041.82        2500.00                 NaN            NaN   13.6123        3.41778                 NaN            NaN   9.26109        42.5124        1.01550        30.1809     
  1040.72        2500.00                 NaN            NaN   13.6056        3.42594                 NaN            NaN   9.26405        42.5082        1.01487        30.1814     
  1039.62        2500.00                 NaN            NaN   13.5989        3.43400                 NaN            NaN   9.26702        42.5039        1.01423        30.1820     
  1038.52        2500.00                 NaN            NaN   13.5924        3.44196                 NaN            NaN   9.26999        42.4995        1.01359        30.1825     
  1037.42        2500.00                 NaN            NaN   13.5860        3.44983                 NaN            NaN   9.27297        42.4952        1.01294        30.1831     
  1036.32        2500.00                 NaN            NaN   13.5797        3.45761                 NaN            NaN   9.27595        42.4908        1.01229        30.1837     
  1035.22        2500.00                 NaN            NaN   13.5734        3.46529                 NaN            NaN   9.27893        42.4865        1.01164        30.1842     
  1034.12        2500.00                 NaN            NaN   13.5673        3.47288                 NaN            NaN   9.28192        42.4821        1.01098        30.1848     
  1033.02        2500.00                 NaN            NaN   13.5613        3.48039                 NaN            NaN   9.28491        42.4777        1.01032        30.1854     
  1031.91        2500.00                 NaN            NaN   13.5554        3.48783                 NaN            NaN   9.28790        42.4733        1.00966        30.1859     
  1030.81        2500.00                 NaN            NaN   13.5496        3.49517                 NaN            NaN   9.29090        42.4688        1.00899        30.1865     
  1029.71        2500.00                 NaN            NaN   13.5439        3.50242                 NaN            NaN   9.29390        42.4644        1.00831        30.1871     
  1028.61        2500.00                 NaN            NaN   13.5383        3.50959                 NaN            NaN   9.29691        42.4599        1.00764        30.1877     
  1027.51        2500.00                 NaN            NaN   13.5327        3.51668                 NaN            NaN   9.29993        42.4554        1.00695        30.1883     
  1026.41        2500.00                 NaN            NaN   13.5273        3.52368                 NaN            NaN   9.30294        42.4509        1.00627        30.1889     
  1025.31        2500.00                 NaN            NaN   13.5220        3.53061                 NaN            NaN   9.30597        42.4463        1.00558        30.1895     
  1024.21        2500.00                 NaN            NaN   13.5168        3.53746                 NaN            NaN   9.30899        42.4418        1.00488        30.1901     
  1023.11        2500.00                 NaN            NaN   13.4968        3.55263                 NaN            NaN   9.30954        42.4457        1.00605        30.1893     
  1022.01        2500.00                 NaN            NaN   13.4917        3.55928                 NaN            NaN   9.31253        42.4412        1.00538        30.1899     
  1020.91        2500.00                 NaN            NaN   13.4867        3.56587                 NaN            NaN   9.31553        42.4368        1.00471        30.1905     
  1019.81        2500.00                 NaN            NaN   13.4817        3.57238                 NaN            NaN   9.31853        42.4323        1.00404        30.1911     
  1018.71        2500.00                 NaN            NaN   13.4768        3.57883                 NaN            NaN   9.32153        42.4278        1.00336        30.1916     
  1017.61        2500.00                 NaN            NaN   13.4720        3.58520                 NaN            NaN   9.32454        42.4233        1.00267        30.1923     
  1016.51        2500.00                 NaN            NaN   13.4673        3.59151                 NaN            NaN   9.32755        42.4188        1.00199        30.1929     
  1015.41        2500.00                 NaN            NaN   13.4626        3.59775                 NaN            NaN   9.33057        42.4143        1.00129        30.1935     
  1014.31        2500.00                 NaN            NaN   13.4581        3.60393                 NaN            NaN   9.33359        42.4097        1.00060        30.1941     
  1013.21        2500.00                 NaN            NaN   13.4536        3.61004                 NaN            NaN   9.33661        42.4052       0.999900        30.1947     
  1012.11        2500.00                 NaN            NaN   13.4492        3.61608                 NaN            NaN   9.33963        42.4006       0.999197        30.1953     
  1011.01        2500.00                 NaN            NaN   13.4449        3.62207                 NaN            NaN   9.34267        42.3960       0.998490        30.1959     
  1009.90        2500.00                 NaN            NaN   13.4406        3.62799                 NaN            NaN   9.34570        42.3913       0.997778        30.1966     
  1008.80        2500.00                 NaN            NaN   13.4364        3.63385                 NaN            NaN   9.34874        42.3867       0.997063        30.1972     
  1007.70        2500.00                 NaN            NaN   13.4323        3.63965                 NaN            NaN   9.35178        42.3820       0.996344        30.1978     
  1006.60        2500.00                 NaN            NaN   13.4283        3.64539                 NaN            NaN   9.35483        42.3773       0.995621        30.1985     
  1005.50        2500.00                 NaN            NaN   13.4244        3.65109                 NaN            NaN   9.35788        42.3727       0.994893        30.1991     
  1004.40        2500.00                 NaN            NaN   13.4205        3.65670                 NaN            NaN   9.36094        42.3679       0.994162        30.1998     
  1003.30        2500.00                 NaN            NaN   13.4167        3.66227                 NaN            NaN   9.36400        42.3632       0.993426        30.2004     
  1002.20        2500.00                 NaN            NaN   13.4129        3.66778                 NaN            NaN   9.36705        42.3585       0.992693        30.2011     
  1001.10        2500.00                 NaN            NaN   13.4092        3.67323                 NaN            NaN   9.37012        42.3537       0.991949        30.2017     
  1000.00        2500.00                 NaN            NaN   13.4056        3.67864                 NaN            NaN   9.37320        42.3490       0.991200        30.2024     
