|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.5/YM20/YM20_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1583.33        500.000        99.5205       0.479548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.87        500.000        99.2381       0.761911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.41        500.000        99.2507       0.732357       0.169156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.94        500.000        99.2529       0.747148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.48        500.000        99.2433       0.742607       0.140641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        500.000        99.2957       0.671519       0.327704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.56        500.000        99.2768       0.689989       0.332408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        500.000        99.2841       0.682662       0.332224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.63        500.000        99.2937       0.644517       0.617486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.17        500.000        99.2982       0.684496       0.173145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.71        500.000        99.3037       0.682322       0.139652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.25        500.000        99.3109       0.659959       0.291774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.79        500.000        99.3120       0.657827       0.302151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.32        500.000        99.3299       0.642545       0.275401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.86        500.000        99.3199       0.652642       0.274246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3439       0.631789       0.243312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.94        500.000        99.3239       0.649832       0.263078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.48        500.000        99.3633       0.613284       0.233971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.01        500.000        99.3530       0.626739       0.202408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.55        500.000        99.3514       0.623595       0.249625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.09        500.000        99.3670       0.611952       0.210768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        500.000        99.3679       0.612054       0.200259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.17        500.000        99.3736       0.608227       0.181645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        500.000        99.3778       0.601595       0.206291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.24        500.000        99.3851       0.596377       0.185316E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        500.000        99.3888       0.593296       0.178950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.32        500.000        99.3942       0.588632       0.171770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3987       0.585463       0.158394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.39        500.000        99.4038       0.579883       0.163149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.93        500.000        99.4078       0.578636       0.135969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.47        500.000        99.4126       0.573994       0.133605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        500.000        99.4139       0.574161       0.119184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.55        500.000        99.4104       0.574017       0.156042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.08        500.000        99.4427       0.546318       0.109470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        500.000        99.4304       0.559254       0.103749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.16        500.000        99.4314       0.561294       0.729117E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        500.000        99.4385       0.553277       0.825381E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        500.000        99.4406       0.553126       0.632079E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.77        500.000        99.4330       0.550942       0.160724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        500.000        99.4633       0.535670       0.996740E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.85        500.000        99.4495       0.549156       0.137052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.39        500.000        99.4615       0.536627       0.186025E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.93        500.000        99.4610       0.533364       0.567143E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.46        500.000        99.4659       0.531472       0.263630E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.00        500.000        99.4679       0.530198       0.185930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.54        500.000        99.4709       0.528970       0.121304E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.08        500.000        99.6124       0.273115       0.114514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        500.000        99.3600       0.639972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.15        500.000        99.4462       0.553834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.69        500.000        99.5655       0.434169       0.373577E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.23        500.000        99.4452       0.554775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.4934       0.506233       0.416234E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.31        500.000        99.4959       0.504144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        500.000        99.5016       0.498385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.38        500.000        99.5020       0.497962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        500.000        99.5041       0.495879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.46        500.000        99.4775       0.522470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        99.6050       0.394975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.54        500.000        99.4528       0.547185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.07        500.000        99.5169       0.483084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.61        500.000        99.5199       0.480110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.15        500.000        99.5228       0.477177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.69        500.000        99.5227       0.477280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.5301       0.469926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.76        500.000        99.4727       0.244514                 NaN  0.282779                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.30        500.000        99.4029       0.126716                 NaN  0.470433                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.84        500.000        99.3979                 NaN            NaN  0.602142                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.38        500.000        99.3955                 NaN            NaN  0.604475                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.92        500.000        99.3967                 NaN            NaN  0.603297                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.45        500.000        99.3944                 NaN            NaN  0.605642                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.99        500.000        99.3931       0.722157E-002            NaN  0.599665                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.53        500.000        99.3928                 NaN            NaN  0.607234                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.07        500.000        99.3866                 NaN            NaN  0.613409                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.61        500.000        99.3880                 NaN            NaN  0.611990                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.14        500.000        99.1706                 NaN            NaN  0.314722       0.514652                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9732                 NaN            NaN  0.623029       0.403811                 NaN            NaN            NaN            NaN            NaN
  1472.22        500.000        98.9814                 NaN            NaN  0.399967       0.618614                 NaN            NaN            NaN            NaN            NaN
  1470.76        500.000        98.9927                 NaN            NaN  0.394193       0.613123                 NaN            NaN            NaN            NaN            NaN
  1469.30        500.000        99.0030                 NaN            NaN  0.389828       0.607150                 NaN            NaN            NaN            NaN            NaN
  1467.83        500.000        99.0145                 NaN            NaN  0.600956       0.384527                 NaN            NaN            NaN            NaN            NaN
  1466.37        500.000        99.0258                 NaN            NaN  0.594221       0.379929                 NaN            NaN            NaN            NaN            NaN
  1464.91        500.000        99.0361                 NaN            NaN  0.375031       0.588904                 NaN            NaN            NaN            NaN            NaN
  1463.45        500.000        99.0427                 NaN            NaN  0.370015       0.587269                 NaN            NaN            NaN            NaN            NaN
  1461.99        500.000        99.0534                 NaN            NaN  0.366875       0.579721                 NaN            NaN            NaN            NaN            NaN
  1460.52        500.000        99.0687                 NaN            NaN  0.359755       0.571595                 NaN            NaN            NaN            NaN            NaN
  1459.06        500.000        99.0743                 NaN            NaN  0.568532       0.357150                 NaN            NaN            NaN            NaN            NaN
  1457.60        500.000        99.0846                 NaN            NaN  0.562850       0.352536                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0940                 NaN            NaN  0.556946       0.349092                 NaN            NaN            NaN            NaN            NaN
  1454.68        500.000        99.1032                 NaN            NaN  0.552633       0.344143                 NaN            NaN            NaN            NaN            NaN
  1453.21        500.000        99.1333                 NaN            NaN  0.332001       0.534734                 NaN            NaN            NaN            NaN            NaN
  1451.75        500.000        99.0986                 NaN            NaN  0.556497       0.344936                 NaN            NaN            NaN            NaN            NaN
  1450.29        500.000        99.1299                 NaN            NaN  0.331190       0.538940                 NaN            NaN            NaN            NaN            NaN
  1448.83        500.000        99.1378                 NaN            NaN  0.534101       0.328134                 NaN            NaN            NaN            NaN            NaN
  1447.37        500.000        97.9463                 NaN            NaN  0.721971       0.808920                 NaN  0.522817                 NaN            NaN            NaN
  1445.90        500.000        96.8660                 NaN            NaN  0.883873        1.24490                 NaN   1.00523                 NaN            NaN            NaN
  1444.44        500.000        96.9565                 NaN            NaN  0.859255        1.20737                 NaN  0.976921                 NaN            NaN            NaN
  1442.98        500.000        97.0387                 NaN            NaN  0.837056        1.17286                 NaN  0.951392                 NaN            NaN            NaN
  1441.52        500.000        97.1185                 NaN            NaN  0.815292        1.13965                 NaN  0.926535                 NaN            NaN            NaN
  1440.06        500.000        97.1921                 NaN            NaN   1.10871       0.795711                 NaN  0.903470                 NaN            NaN            NaN
  1438.59        500.000        97.2684                 NaN            NaN   1.07760       0.774262                 NaN  0.879783                 NaN            NaN            NaN
  1437.13        500.000        97.3366                 NaN            NaN  0.755324        1.04961                 NaN  0.858475                 NaN            NaN            NaN
  1435.67        500.000        97.3999                 NaN            NaN   1.02291       0.738657                 NaN  0.838531                 NaN            NaN            NaN
  1434.21        500.000        97.4675                 NaN            NaN  0.719126       0.996097                 NaN  0.817267                 NaN            NaN            NaN
  1432.75        500.000        97.5272                 NaN            NaN  0.971744       0.702244                 NaN  0.798787                 NaN            NaN            NaN
  1431.28        500.000        97.5869                 NaN            NaN  0.686065       0.947175                 NaN  0.779873                 NaN            NaN            NaN
  1429.82        500.000        97.6428                 NaN            NaN  0.670749       0.924271                 NaN  0.762209                 NaN            NaN            NaN
  1428.36        500.000        97.6977                 NaN            NaN  0.655232       0.902397                 NaN  0.744667                 NaN            NaN            NaN
  1426.90        500.000        97.7478                 NaN            NaN  0.641291       0.881473                 NaN  0.729409                 NaN            NaN            NaN
  1425.44        500.000        97.7993                 NaN            NaN  0.626750       0.861170                 NaN  0.712817                 NaN            NaN            NaN
  1423.97        500.000        97.8455                 NaN            NaN  0.842414       0.613906                 NaN  0.698171                 NaN            NaN            NaN
  1422.51        500.000        97.8941                 NaN            NaN  0.600447       0.822802                 NaN  0.682673                 NaN            NaN            NaN
  1421.05        500.000        97.9374                 NaN            NaN  0.588309       0.805438                 NaN  0.668853                 NaN            NaN            NaN
  1419.59        500.000        97.9814                 NaN            NaN  0.575587       0.788055                 NaN  0.654946                 NaN            NaN            NaN
  1418.13        500.000        98.0238                 NaN            NaN  0.563965       0.770853                 NaN  0.641374                 NaN            NaN            NaN
  1416.66        500.000        98.0627                 NaN            NaN  0.755670       0.552583                 NaN  0.629026                 NaN            NaN            NaN
  1415.20        500.000        98.1005                 NaN            NaN  0.740604       0.542050                 NaN  0.616820                 NaN            NaN            NaN
  1413.74        500.000        98.1362                 NaN            NaN  0.726478       0.531971                 NaN  0.605368                 NaN            NaN            NaN
  1412.28        500.000        98.1777                 NaN            NaN  0.519715       0.710497                 NaN  0.592117                 NaN            NaN            NaN
  1410.82        500.000        98.2093                 NaN            NaN  0.697653       0.510977                 NaN  0.582091                 NaN            NaN            NaN
  1409.35        500.000        98.2442                 NaN            NaN  0.684216       0.500814                 NaN  0.570777                 NaN            NaN            NaN
  1407.89        500.000        98.2755                 NaN  0.775025E-006  0.491393       0.672336                 NaN  0.560740                 NaN            NaN            NaN
  1406.43        500.000        98.3094                 NaN            NaN  0.482049       0.658778                 NaN  0.549800                 NaN            NaN            NaN
  1404.97        500.000        98.3388                 NaN            NaN  0.473645       0.647247                 NaN  0.540281                 NaN            NaN            NaN
  1403.51        500.000        98.3692                 NaN            NaN  0.464715       0.635645                 NaN  0.530435                 NaN            NaN            NaN
  1402.04        500.000        98.3977                 NaN            NaN  0.624565       0.456518                 NaN  0.521207                 NaN            NaN            NaN
  1400.58        500.000        98.4250                 NaN  0.529450E-005  0.448702       0.613881                 NaN  0.512374                 NaN            NaN            NaN
  1399.12        500.000        98.4526                 NaN            NaN  0.440424       0.603558                 NaN  0.503382                 NaN            NaN            NaN
  1397.66        500.000        98.4792                 NaN            NaN  0.593463       0.432556                 NaN  0.494788                 NaN            NaN            NaN
  1396.20        500.000        98.5028                 NaN            NaN  0.583929       0.425948                 NaN  0.487314                 NaN            NaN            NaN
  1394.73        500.000        98.5334                 NaN  0.875103E-006  0.416542       0.573024                 NaN  0.477034                 NaN            NaN            NaN
  1393.27        500.000        98.5538                 NaN            NaN  0.410130       0.565314                 NaN  0.470731                 NaN            NaN            NaN
  1391.81        500.000        98.5766                 NaN            NaN  0.404456       0.556166                 NaN  0.462798                 NaN            NaN            NaN
  1390.35        500.000        98.6025                 NaN            NaN  0.547301       0.395619                 NaN  0.454536                 NaN            NaN            NaN
  1388.89        500.000        98.6241                 NaN            NaN  0.389620       0.538824                 NaN  0.447488                 NaN            NaN            NaN
  1387.42        500.000        98.6454                 NaN            NaN  0.530654       0.383536                 NaN  0.440448                 NaN            NaN            NaN
  1385.96        500.000        98.6660                 NaN  0.138680E-005  0.523142       0.377097                 NaN  0.433743                 NaN            NaN            NaN
  1384.50        500.000        98.6867                 NaN  0.177400E-004  0.515120       0.371145                 NaN  0.427026                 NaN            NaN            NaN
