|6.6.6
Archiving\03_Data\Dfrac/QFM_m1.5/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1796.99        2500.00        99.4291                 NaN  0.561777       0.911663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4307                 NaN  0.560257       0.902437E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4275                 NaN  0.563484       0.904290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4264                 NaN  0.564583       0.902768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5599                 NaN  0.433018       0.712105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.2794                 NaN  0.709807       0.108347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4226                 NaN  0.568393       0.901027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4168                 NaN  0.574175       0.898785E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4203                 NaN  0.570842       0.888141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4050                 NaN  0.585955       0.907994E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4101                 NaN  0.580970       0.893302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4072                 NaN  0.583905       0.893802E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4033                 NaN  0.587710       0.895493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4018                 NaN  0.589334       0.890846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3974                 NaN  0.593709       0.892458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3951                 NaN  0.595955       0.891543E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3919                 NaN  0.599196       0.889515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3871                 NaN  0.604010       0.892130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3873                 NaN  0.603879       0.886130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3810                 NaN  0.610111       0.889014E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3932                 NaN  0.598115       0.866397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3551                 NaN  0.635751       0.915063E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3766                 NaN  0.614607       0.878383E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3663                 NaN  0.624802       0.890645E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3860                 NaN  0.605410       0.857394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3446                 NaN  0.646292       0.908867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3577                 NaN  0.633453       0.884313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3540                 NaN  0.637136       0.885005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3892                 NaN  0.602531       0.830692E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3082                 NaN  0.682401       0.935616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3454                 NaN  0.645829       0.880345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3401                 NaN  0.651082       0.882688E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        98.1577                 NaN   1.81833       0.239729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.8361                 NaN  0.161633       0.229791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3285                 NaN  0.662710       0.878856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3251                 NaN  0.666075       0.879683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3221                 NaN  0.669153       0.878453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3195                 NaN  0.671758       0.877811E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3068                 NaN  0.684260       0.891190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3229                 NaN  0.668512       0.863726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3125                 NaN  0.678796       0.875024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3088                 NaN  0.682402       0.875902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3050                 NaN  0.686247       0.876082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3070                 NaN  0.684323       0.871123E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3031                 NaN  0.688133       0.873587E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3012                 NaN  0.690024       0.873583E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3004                 NaN  0.690914       0.870214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2994                 NaN  0.691879       0.870019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2953                 NaN  0.695972       0.874699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3002                 NaN  0.691137       0.863263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2961                 NaN  0.695198       0.867372E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2968                 NaN  0.694582       0.864941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2965                 NaN  0.694889       0.863357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2878                 NaN  0.703518       0.872713E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.6857                 NaN   1.29810       0.161957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9135                 NaN  0.856380E-001  0.872502E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2979                 NaN  0.693495       0.856562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2964                 NaN  0.694990       0.862457E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3004                 NaN  0.691089       0.852389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3007                 NaN  0.690800       0.850905E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3032                 NaN  0.688301       0.848708E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3028                 NaN  0.688723       0.848927E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3008                 NaN  0.690694       0.851391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.8816                 NaN  0.478749       0.193557E-002  0.637669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.4173                 NaN  0.253608                 NaN   1.32911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.4391                 NaN  0.251541                 NaN   1.30934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4567                 NaN  0.241011                 NaN   1.30227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4095                 NaN  0.262960       0.114977E-002   1.32640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6298                 NaN  0.219045                 NaN   1.15117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5499                 NaN  0.229685                 NaN   1.22044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5728                 NaN  0.226531                 NaN   1.20066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3785                 NaN  0.250776                 NaN   1.37074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.8360                 NaN  0.188882                 NaN  0.975089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6469                 NaN  0.212309                 NaN   1.14081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6650                 NaN  0.207733                 NaN   1.12723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6863                 NaN  0.204159                 NaN   1.10957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7101                 NaN  0.203466                 NaN   1.08646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7290                 NaN  0.197342                 NaN   1.07366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7440                 NaN  0.193237                 NaN   1.06275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7715                 NaN  0.190083                 NaN   1.03839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.4046                 NaN  0.949968E-001            NaN  0.500453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.1908                 NaN  0.275849                 NaN   1.53339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8226                 NaN  0.178646                 NaN  0.998787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8391                 NaN  0.174575                 NaN  0.986299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8532                 NaN  0.169736                 NaN  0.977051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8748                 NaN  0.169748                 NaN  0.955441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8832                 NaN  0.163590                 NaN  0.953186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9060                 NaN  0.162181                 NaN  0.931806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9228                 NaN  0.159952                 NaN  0.917272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9336                 NaN  0.154502                 NaN  0.911893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9494                 NaN  0.152768                 NaN  0.897879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9623                 NaN  0.148941                 NaN  0.888746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9773                 NaN  0.147424                 NaN  0.875254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9912                 NaN  0.145680                 NaN  0.863165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0034                 NaN  0.143922                 NaN  0.852646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0172                 NaN  0.136906                 NaN  0.845876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0292                 NaN  0.136664                 NaN  0.834163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0401                 NaN  0.134385                 NaN  0.825532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0522                 NaN  0.129517                 NaN  0.818273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0628                 NaN  0.127748                 NaN  0.809416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0976                 NaN  0.127173                 NaN  0.775238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0681                 NaN  0.123605                 NaN  0.808245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0969                 NaN  0.119210                 NaN  0.783880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1071                 NaN  0.117806                 NaN  0.775073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1167                 NaN  0.117514                 NaN  0.765805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1276                 NaN  0.113601                 NaN  0.758843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1306                 NaN  0.106120                 NaN  0.763323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1477                 NaN  0.108058                 NaN  0.744214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1528                 NaN  0.104073                 NaN  0.743169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1608                 NaN  0.102189                 NaN  0.736963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1734                 NaN  0.101346                 NaN  0.725248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1796                 NaN  0.980737E-001            NaN  0.722282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1883                 NaN  0.989882E-001            NaN  0.712730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1973                 NaN  0.950407E-001            NaN  0.707697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2039                 NaN  0.942530E-001            NaN  0.701822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2058                 NaN  0.825986E-001            NaN  0.711565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2199                 NaN  0.871668E-001            NaN  0.692962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2255                 NaN  0.851976E-001            NaN  0.689336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2306                 NaN  0.825304E-001            NaN  0.686857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2382                 NaN  0.793795E-001            NaN  0.682443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2451                 NaN  0.786457E-001            NaN  0.676227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2461                 NaN  0.739902E-001            NaN  0.660596       0.193275E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0232                 NaN  0.941590E-006            NaN            NaN  0.976774                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0208                 NaN            NaN            NaN            NaN  0.979237                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0140                 NaN            NaN            NaN            NaN  0.986042                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0077                 NaN            NaN            NaN            NaN  0.992307                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9964                 NaN            NaN            NaN            NaN   1.00357                 NaN            NaN            NaN            NaN            NaN            NaN
