|6.6.6
Archiving\03_Data\Deq/QFM_m5/T13/T13_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        96.9827        3.00838       0.890231E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        96.9724        3.01867       0.890332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        96.9621        3.02896       0.890435E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        96.9518        3.03926       0.890537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        96.9415        3.04956       0.890639E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        96.9312        3.05986       0.890741E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        96.9209        3.07017       0.890844E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        96.9106        3.08048       0.890946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        96.9003        3.09079       0.891049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        96.8903        3.10083       0.891149E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        96.8802        3.11088       0.891250E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        96.8702        3.12094       0.891351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        96.8601        3.13099       0.891451E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        96.8500        3.14105       0.891552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        96.8400        3.15111       0.891653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        96.8299        3.16118       0.891754E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        96.8198        3.17124       0.891855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        96.8100        3.18111       0.891955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        96.8001        3.19099       0.892054E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.7902        3.20086       0.892154E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        96.7803        3.21074       0.892254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        96.7706        3.22052       0.892353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        96.7608        3.23030       0.892452E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        96.2772        3.23494       0.878516E-002  0.479120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        95.6210        3.23730       0.859246E-002   1.13306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        95.0053        3.23789       0.840053E-002   1.74837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        94.3891        3.23847       0.820845E-002   2.36423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        93.7723        3.23905       0.801622E-002   2.98063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        93.1550        3.23962       0.782382E-002   3.59758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        92.5371        3.24019       0.763128E-002   4.21507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        91.9187        3.24076       0.743858E-002   4.83309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        91.2998        3.24132       0.724572E-002   5.45166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        90.6803        3.24187       0.705272E-002   6.07075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        90.1170        3.23923       0.685813E-002   6.63689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        89.5533        3.23658       0.666341E-002   7.20344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        88.9892        3.23393       0.646856E-002   7.77041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        88.4247        3.23126       0.627359E-002   8.33779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        87.8597        3.22860       0.607849E-002   8.90558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        87.2944        3.22592       0.588326E-002   9.47378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        86.7287        3.22324       0.568791E-002   10.0424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        86.1626        3.22055       0.549243E-002   10.6114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        85.6329        3.21444       0.529012E-002   11.1474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        85.1029        3.20832       0.508770E-002   11.6837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        84.5726        3.20219       0.488518E-002   12.2203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        84.0420        3.19605       0.468255E-002   12.7573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        83.5111        3.18991       0.447981E-002   13.2946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        82.9798        3.18376       0.427697E-002   13.8321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        82.4483        3.17760       0.407403E-002   14.3700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        81.9165        3.17143       0.387098E-002   14.9082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        81.3964        3.16300       0.365932E-002   15.4370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        81.5640        3.15831       0.368384E-002   15.2726       0.139934E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        80.6983        3.14619       0.335442E-002   16.1390       0.131081E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        79.8320        3.13405       0.302474E-002   17.0061       0.248278E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        79.3118        3.12234       0.280536E-002   17.5272       0.358476E-001            NaN            NaN            NaN            NaN            NaN            NaN
