|6.6.6
Archiving\03_Data\Deq/QFM_m5/T13/T13_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        92.6748        7.30112       0.240637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        92.6504        7.32550       0.240653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        92.6260        7.34989       0.240670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        92.6017        7.37428       0.240686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        92.5773        7.39867       0.240703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        92.5529        7.42307       0.240719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        92.5285        7.44747       0.240736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        92.5041        7.47187       0.240752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        92.4797        7.49627       0.240769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        92.4559        7.52004       0.240785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        92.4321        7.54380       0.240801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        92.4083        7.56757       0.240817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        92.3846        7.59134       0.240833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        92.3608        7.61512       0.240849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        92.3370        7.63890       0.240865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        92.3132        7.66268       0.240881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        92.2894        7.68647       0.240897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        92.2661        7.70977       0.240913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        92.2428        7.73308       0.240929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        92.2195        7.75639       0.240944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        92.1962        7.77970       0.240960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        92.1731        7.80276       0.240976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        92.1501        7.82583       0.240991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        91.6478        7.83435       0.237153E-001  0.494146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        90.9718        7.83658       0.231856E-001   1.16841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        90.3384        7.83473       0.226590E-001   1.80418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        89.7050        7.83288       0.221325E-001   2.43995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        89.0717        7.83103       0.216059E-001   3.07572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        88.4383        7.82917       0.210793E-001   3.71147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        87.8049        7.82732       0.205528E-001   4.34722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
