|6.6.6
Archiving\03_Data\eq/QFM_m0.5/KHA22/KHA22_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.4448       0.343419       0.211748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.4297       0.358577       0.211762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.4145       0.373739       0.211777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3993       0.388903       0.211792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3841       0.404071       0.211806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3689       0.419242       0.211821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3537       0.434415       0.211836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3386       0.449592       0.211851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3234       0.464772       0.211865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2903       0.497861       0.211883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2571       0.530958       0.211900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2240       0.564061       0.211917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1909       0.597173       0.211934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1578       0.630292       0.211951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1246       0.663418       0.211969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0915       0.696551       0.211986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0583       0.729693       0.212003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.9511       0.836847       0.212031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.8439       0.944036       0.212058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.7367        1.05126       0.212085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.6294        1.15852       0.212112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.5221        1.26581       0.212139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.4147        1.37313       0.212167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.3073        1.48049       0.212194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.1999        1.58788       0.212221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.9207        1.86705       0.212271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        97.6413        2.14636       0.212321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        97.3618        2.42582       0.212371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        97.0821        2.70543       0.212420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        96.6337        3.15380       0.212492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        96.1849        3.60250       0.212564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        95.7654        4.01397       0.207566                 NaN  0.130556E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        94.3599        5.15581       0.410559E-001  0.560807E-003  0.442665                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        93.5635        5.87018                 NaN  0.175213E-001  0.548808                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        92.9898        6.43068                 NaN  0.304020E-001  0.549071                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        92.4063        7.00128                 NaN  0.430739E-001  0.549336                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        91.8222        7.57239                 NaN  0.557580E-001  0.549601                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        91.2350        8.14719                 NaN  0.679465E-001  0.549866                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        90.6472        8.72250                 NaN  0.801466E-001  0.550131                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        90.0589        9.29833                 NaN  0.923584E-001  0.550395                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        89.4701        9.87468                 NaN  0.104582       0.550658                 NaN            NaN            NaN            NaN            NaN            NaN
