|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.5/T13/T13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1932.33        500.000        99.9797       0.203104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.3948       0.266454E-003            NaN  0.604968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.4711       0.219871E-003            NaN  0.528676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.3176                 NaN            NaN  0.682392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.3618                 NaN            NaN  0.638199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.3605       0.437336E-002            NaN  0.635125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.5014                 NaN            NaN  0.498587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.2568                 NaN            NaN  0.743150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3817                 NaN            NaN  0.618305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3864                 NaN            NaN  0.613592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3920                 NaN            NaN  0.608017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3932                 NaN            NaN  0.606763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3917                 NaN            NaN  0.608266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.4078                 NaN            NaN  0.592188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4050                 NaN            NaN  0.595016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4078                 NaN            NaN  0.592156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4124                 NaN            NaN  0.587566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4160                 NaN            NaN  0.583981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4179                 NaN            NaN  0.582055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4214                 NaN            NaN  0.578586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4257                 NaN            NaN  0.574347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4086                 NaN            NaN  0.591441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4509                 NaN            NaN  0.549108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4346                 NaN            NaN  0.565396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4361                 NaN            NaN  0.563899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3623                 NaN            NaN  0.637730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5180                 NaN            NaN  0.482025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4412                 NaN            NaN  0.558795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4453                 NaN            NaN  0.554686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4388                 NaN            NaN  0.551552       0.963555E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4382                 NaN            NaN  0.551297       0.104729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4343                 NaN            NaN  0.555071       0.106067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4455                 NaN            NaN  0.544199       0.103038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4449                 NaN            NaN  0.544810       0.103203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4435                 NaN            NaN  0.546111       0.103440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4422                 NaN            NaN  0.547356       0.103979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4487                 NaN            NaN  0.541082       0.102315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4465                 NaN            NaN  0.543188       0.102727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4479                 NaN            NaN  0.541907       0.102301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4490                 NaN            NaN  0.540800       0.102085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4499                 NaN            NaN  0.539900       0.101713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4487                 NaN            NaN  0.541134       0.101643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4503                 NaN            NaN  0.539583       0.101207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4498                 NaN            NaN  0.540112       0.101067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4497                 NaN            NaN  0.540169       0.100854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4472                 NaN            NaN  0.542724       0.101214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4511                 NaN            NaN  0.538891       0.100017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4495                 NaN            NaN  0.540488       0.998944E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4478                 NaN            NaN  0.542182       0.100044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4481                 NaN            NaN  0.541926       0.995695E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4465                 NaN            NaN  0.543500       0.995032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4458                 NaN            NaN  0.544227       0.993938E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4450                 NaN            NaN  0.545118       0.991241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4433                 NaN            NaN  0.546789       0.989815E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4469                 NaN            NaN  0.543284       0.978731E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4362                 NaN            NaN  0.553886       0.994586E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4388                 NaN            NaN  0.551403       0.984469E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1445                 NaN            NaN  0.840636       0.149074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.7932                 NaN            NaN  0.203186       0.357948E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3652                 NaN            NaN  0.623841       0.109567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4332                 NaN            NaN  0.557049       0.972634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4296                 NaN            NaN  0.560656       0.976870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4268                 NaN            NaN  0.563415       0.973886E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4245                 NaN            NaN  0.565784       0.973010E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        98.8978                 NaN            NaN   1.08354       0.186598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.9493                 NaN            NaN  0.498826E-001  0.800759E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4162                 NaN            NaN  0.574071       0.970540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4144                 NaN            NaN  0.575964       0.967203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4104                 NaN            NaN  0.579900       0.968839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4070                 NaN            NaN  0.583293       0.969856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4064                 NaN            NaN  0.583996       0.962336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4016                 NaN            NaN  0.588753       0.964340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3977                 NaN            NaN  0.592642       0.963848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3945                 NaN            NaN  0.595851       0.963124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4506                 NaN            NaN  0.540721       0.869013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3275                 NaN            NaN  0.661875       0.105787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3866                 NaN            NaN  0.603815       0.956511E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3802                 NaN            NaN  0.610227       0.962252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3778                 NaN            NaN  0.612574       0.959143E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3729                 NaN            NaN  0.617520       0.960629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3688                 NaN            NaN  0.621600       0.959145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3677                 NaN            NaN  0.622779       0.956085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3630                 NaN            NaN  0.627440       0.958424E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3597                 NaN            NaN  0.630781       0.956554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3552                 NaN            NaN  0.635213       0.957143E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        98.7932                 NaN            NaN   1.19002       0.167985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.8991                 NaN            NaN  0.987388E-001  0.217480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3453                 NaN            NaN  0.645142       0.955024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3420                 NaN            NaN  0.648484       0.954866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3383                 NaN            NaN  0.652177       0.955335E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3336                 NaN            NaN  0.656864       0.957092E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3327                 NaN            NaN  0.657810       0.952795E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3252                 NaN            NaN  0.665157       0.959472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3251                 NaN            NaN  0.665322       0.956087E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3270                 NaN            NaN  0.663543       0.946612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3196                 NaN            NaN  0.670820       0.954489E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3170                 NaN            NaN  0.673471       0.954105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3119                 NaN            NaN  0.678552       0.958864E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3159                 NaN            NaN  0.674618       0.948173E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4125                 NaN            NaN  0.579427       0.811328E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2053                 NaN            NaN  0.783747       0.109349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3071                 NaN            NaN  0.683372       0.949021E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3081                 NaN            NaN  0.682474       0.945269E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3002                 NaN            NaN  0.690248       0.954491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3027                 NaN            NaN  0.687826       0.948227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3001                 NaN            NaN  0.690362       0.952434E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3013                 NaN            NaN  0.689175       0.947684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3008                 NaN            NaN  0.689784       0.946226E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2996                 NaN            NaN  0.690935       0.946268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.8804                 NaN            NaN   1.10450       0.151051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.7138                 NaN            NaN  0.282383       0.384453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3069                 NaN            NaN  0.683782       0.934312E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3007                 NaN            NaN  0.689878       0.942544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3015                 NaN            NaN  0.689109       0.941341E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3026                 NaN            NaN  0.688027       0.939830E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3039                 NaN            NaN  0.686750       0.938185E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3052                 NaN            NaN  0.685424       0.936704E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3062                 NaN            NaN  0.684474       0.936547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2998                 NaN            NaN  0.690730       0.946594E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3226                 NaN            NaN  0.668278       0.916476E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3140                 NaN            NaN  0.676749       0.929246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3171                 NaN            NaN  0.673590       0.926572E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3015                 NaN            NaN  0.689009       0.951064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3403                 NaN            NaN  0.650737       0.898521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3267                 NaN            NaN  0.664099       0.917765E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3306                 NaN            NaN  0.660261       0.916768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3338                 NaN            NaN  0.657099       0.914481E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3372                 NaN            NaN  0.653657       0.912627E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2031                 NaN            NaN  0.562750       0.635717E-002  0.227784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.4831                 NaN            NaN  0.939432E-001            NaN   1.42298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.5073                 NaN            NaN  0.889480E-001            NaN   1.40372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.5328                 NaN            NaN  0.822118E-001            NaN   1.38497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5628                 NaN            NaN  0.820654E-001            NaN   1.35512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5901                 NaN            NaN  0.790679E-001            NaN   1.33086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.6162                 NaN            NaN  0.784281E-001            NaN   1.30540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6370                 NaN            NaN  0.762474E-001            NaN   1.28678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6687                 NaN            NaN  0.731956E-001            NaN   1.25810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6841                 NaN            NaN  0.751800E-001            NaN   1.24072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.7197                 NaN            NaN  0.665278E-001            NaN   1.21377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7267                 NaN            NaN  0.613239E-001            NaN   1.21194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7525                 NaN            NaN  0.561611E-001            NaN   1.19130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7751                 NaN            NaN  0.574221E-001            NaN   1.16743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7951                 NaN            NaN  0.663507E-001            NaN   1.13857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8114                 NaN            NaN  0.389371E-001            NaN   1.14965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7971                 NaN            NaN  0.379606E-001            NaN   1.16494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8862                 NaN            NaN  0.595804E-001            NaN   1.05418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8686                 NaN            NaN  0.437980E-001            NaN   1.08761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8840                 NaN            NaN  0.408053E-001            NaN   1.07517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9043                 NaN            NaN  0.417939E-001            NaN   1.05388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9169                 NaN            NaN  0.360147E-001            NaN   1.04705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9369                 NaN            NaN  0.355028E-001            NaN   1.02758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9485                 NaN            NaN  0.195301E-001            NaN   1.03199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9668                 NaN            NaN  0.433781E-001            NaN  0.989831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        97.6577                 NaN            NaN  0.434787E-001            NaN   2.29884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.2934                 NaN            NaN  0.127045E-005            NaN  0.706644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0139                 NaN            NaN  0.199231E-002            NaN  0.984062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0406                 NaN            NaN  0.231279E-001            NaN  0.936260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0506                 NaN            NaN  0.210180E-001            NaN  0.928353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0604                 NaN            NaN  0.180524E-001            NaN  0.921522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0638                 NaN            NaN  0.111247E-001            NaN  0.925090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0930                 NaN            NaN  0.155371E-001            NaN  0.891461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0953                 NaN            NaN  0.124190E-001            NaN  0.892279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1093                 NaN            NaN  0.104590E-001            NaN  0.880252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1172                 NaN            NaN  0.786092E-002            NaN  0.874945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1291                 NaN            NaN  0.598262E-002            NaN  0.864882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1392                 NaN            NaN  0.498309E-002            NaN  0.855811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1480                 NaN            NaN  0.156719E-002            NaN  0.850454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1632                 NaN            NaN  0.274602E-001            NaN  0.809295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1754                 NaN            NaN  0.355871E-001            NaN  0.789009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1832                 NaN            NaN  0.292301E-001            NaN  0.787559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
