|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.5/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1927.32        500.000        99.4340       0.545454E-003            NaN  0.565496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.2699                 NaN            NaN  0.730051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.3170                 NaN            NaN  0.682953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.3091       0.108478E-001            NaN  0.680046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.4660                 NaN            NaN  0.533999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.2040                 NaN            NaN  0.796006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3373                 NaN            NaN  0.662692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3422                 NaN            NaN  0.657817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3478                 NaN            NaN  0.652217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3489                 NaN            NaN  0.651116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3469                 NaN            NaN  0.653059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3641                 NaN            NaN  0.635930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3607                 NaN            NaN  0.639295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3636                 NaN            NaN  0.636426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3682                 NaN            NaN  0.631783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3719                 NaN            NaN  0.628123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3736                 NaN            NaN  0.626431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3771                 NaN            NaN  0.622915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3816                 NaN            NaN  0.618398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3628                 NaN            NaN  0.637165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4081                 NaN            NaN  0.591870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3902                 NaN            NaN  0.609762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3917                 NaN            NaN  0.608325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3119                 NaN            NaN  0.688097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4795                 NaN            NaN  0.520482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3963                 NaN            NaN  0.603653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4005                 NaN            NaN  0.599453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3895                 NaN            NaN  0.596285       0.142451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3882                 NaN            NaN  0.596360       0.154892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3836                 NaN            NaN  0.600737       0.156868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3955                 NaN            NaN  0.589274       0.152489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3945                 NaN            NaN  0.590247       0.152824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3926                 NaN            NaN  0.592059       0.153279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3908                 NaN            NaN  0.593810       0.154064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3977                 NaN            NaN  0.587161       0.151660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3950                 NaN            NaN  0.589729       0.152380E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3961                 NaN            NaN  0.588708       0.151799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3971                 NaN            NaN  0.587751       0.151494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3979                 NaN            NaN  0.587035       0.151045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3960                 NaN            NaN  0.588858       0.151036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3976                 NaN            NaN  0.587375       0.150413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3966                 NaN            NaN  0.588330       0.150287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3962                 NaN            NaN  0.588771       0.150008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3931                 NaN            NaN  0.591831       0.150629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3970                 NaN            NaN  0.588070       0.148880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3950                 NaN            NaN  0.590111       0.148821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3928                 NaN            NaN  0.592312       0.149079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3928                 NaN            NaN  0.592386       0.148465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3907                 NaN            NaN  0.594497       0.148422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3896                 NaN            NaN  0.595612       0.148282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3883                 NaN            NaN  0.596945       0.147972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3860                 NaN            NaN  0.599204       0.147816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3896                 NaN            NaN  0.595751       0.146255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3774                 NaN            NaN  0.607733       0.148649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3798                 NaN            NaN  0.605460       0.147230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.0536                 NaN            NaN  0.924103       0.222949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.7712                 NaN            NaN  0.223475       0.536032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.2972                 NaN            NaN  0.686427       0.164142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3722                 NaN            NaN  0.613229       0.145755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3676                 NaN            NaN  0.617711       0.146416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3642                 NaN            NaN  0.621162       0.146091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3612                 NaN            NaN  0.624239       0.146010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        98.7766                 NaN            NaN   1.19539       0.279702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.9437                 NaN            NaN  0.551460E-001  0.120330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3507                 NaN            NaN  0.634747       0.145827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3483                 NaN            NaN  0.637193       0.145416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3434                 NaN            NaN  0.642050       0.145713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3391                 NaN            NaN  0.646310       0.145893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3379                 NaN            NaN  0.647580       0.144881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3322                 NaN            NaN  0.653300       0.145262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3273                 NaN            NaN  0.658211       0.145287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3231                 NaN            NaN  0.662424       0.145205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3855                 NaN            NaN  0.601424       0.131121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2473                 NaN            NaN  0.736774       0.159626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3129                 NaN            NaN  0.672694       0.144446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3050                 NaN            NaN  0.680450       0.145361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3019                 NaN            NaN  0.683584       0.144989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2957                 NaN            NaN  0.689800       0.145292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2906                 NaN            NaN  0.694918       0.145160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2887                 NaN            NaN  0.696843       0.144774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2830                 NaN            NaN  0.702456       0.145173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2786                 NaN            NaN  0.706873       0.144986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2729                 NaN            NaN  0.712553       0.145167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        98.6353                 NaN            NaN   1.33909       0.255707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.8856                 NaN            NaN  0.111055       0.330452E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2598                 NaN            NaN  0.725646       0.145090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2555                 NaN            NaN  0.730000       0.145142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2506                 NaN            NaN  0.734834       0.145294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2446                 NaN            NaN  0.740851       0.145643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2428                 NaN            NaN  0.742658       0.145076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2337                 NaN            NaN  0.751650       0.146190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2332                 NaN            NaN  0.752214       0.145703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2343                 NaN            NaN  0.751241       0.144388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2252                 NaN            NaN  0.760189       0.145674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2215                 NaN            NaN  0.763916       0.145713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2150                 NaN            NaN  0.770374       0.146496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2188                 NaN            NaN  0.766684       0.144955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3283                 NaN            NaN  0.659303       0.124145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.0909                 NaN            NaN  0.892372       0.167381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2063                 NaN            NaN  0.779191       0.145409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2066                 NaN            NaN  0.778885       0.144939E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1967                 NaN            NaN  0.788698       0.146422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1988                 NaN            NaN  0.786647       0.145585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1951                 NaN            NaN  0.790281       0.146255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1956                 NaN            NaN  0.789826       0.145645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1939                 NaN            NaN  0.791504       0.145532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1918                 NaN            NaN  0.793615       0.145652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.7067                 NaN            NaN   1.27000       0.232688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.6687                 NaN            NaN  0.325356       0.592992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1977                 NaN            NaN  0.787910       0.144103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1894                 NaN            NaN  0.796036       0.145454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1895                 NaN            NaN  0.796003       0.145376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1898                 NaN            NaN  0.795709       0.145265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1904                 NaN            NaN  0.795100       0.145111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1909                 NaN            NaN  0.794606       0.144998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1911                 NaN            NaN  0.794364       0.145066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1828                 NaN            NaN  0.802564       0.146718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2085                 NaN            NaN  0.777303       0.142162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1975                 NaN            NaN  0.788122       0.144254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2002                 NaN            NaN  0.785382       0.143952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1809                 NaN            NaN  0.804350       0.147849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2256                 NaN            NaN  0.760446       0.139825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2085                 NaN            NaN  0.777193       0.142954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2123                 NaN            NaN  0.773462       0.142851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2149                 NaN            NaN  0.770859       0.142615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2181                 NaN            NaN  0.767673       0.142422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.0700                 NaN            NaN  0.661855       0.992829E-002  0.258187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.2772                 NaN            NaN  0.110460                 NaN   1.61229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.3040                 NaN            NaN  0.104670                 NaN   1.59134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3322                 NaN            NaN  0.968163E-001            NaN   1.57100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3652                 NaN            NaN  0.967561E-001            NaN   1.53808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3955                 NaN            NaN  0.932814E-001            NaN   1.51118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4241                 NaN            NaN  0.926089E-001            NaN   1.48331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4470                 NaN            NaN  0.901116E-001            NaN   1.46288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4823                 NaN            NaN  0.865932E-001            NaN   1.43114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4979                 NaN            NaN  0.890641E-001            NaN   1.41306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5389                 NaN            NaN  0.788473E-001            NaN   1.38230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5462                 NaN            NaN  0.727522E-001            NaN   1.38105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5755                 NaN            NaN  0.666804E-001            NaN   1.35785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6000                 NaN            NaN  0.682343E-001            NaN   1.33174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6215                 NaN            NaN  0.789085E-001            NaN   1.29962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6408                 NaN            NaN  0.463446E-001            NaN   1.31287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6236                 NaN            NaN  0.452158E-001            NaN   1.33115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7236                 NaN            NaN  0.710568E-001            NaN   1.20535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7036                 NaN            NaN  0.522794E-001            NaN   1.24409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7208                 NaN            NaN  0.487513E-001            NaN   1.23049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7431                 NaN            NaN  0.499764E-001            NaN   1.20691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7573                 NaN            NaN  0.430997E-001            NaN   1.19965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7795                 NaN            NaN  0.425257E-001            NaN   1.17796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7928                 NaN            NaN  0.234188E-001            NaN   1.18381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8119                 NaN            NaN  0.520520E-001            NaN   1.13608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        97.3066                 NaN            NaN  0.523840E-001            NaN   2.64098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.1871                 NaN            NaN  0.153081E-005            NaN  0.812870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8656                 NaN            NaN  0.239849E-002            NaN   1.13201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8946                 NaN            NaN  0.278846E-001            NaN   1.07752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9053                 NaN            NaN  0.253666E-001            NaN   1.06930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9162                 NaN            NaN  0.218089E-001            NaN   1.06200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9199                 NaN            NaN  0.134497E-001            NaN   1.06668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9527                 NaN            NaN  0.188075E-001            NaN   1.02846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9550                 NaN            NaN  0.150468E-001            NaN   1.02993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9707                 NaN            NaN  0.126831E-001            NaN   1.01659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9794                 NaN            NaN  0.953873E-002            NaN   1.01101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9927                 NaN            NaN  0.726911E-002            NaN   1.00006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0038                 NaN            NaN  0.606058E-002            NaN  0.990105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0136                 NaN            NaN  0.190822E-002            NaN  0.984496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0291                 NaN            NaN  0.334675E-001            NaN  0.937400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0423                 NaN            NaN  0.434106E-001            NaN  0.914336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0512                 NaN            NaN  0.356893E-001            NaN  0.913124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
