|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1776.94        500.000        99.4125                 NaN            NaN  0.574258       0.132230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4127                 NaN            NaN  0.574083       0.131921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4102                 NaN            NaN  0.576656       0.131905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3611                 NaN            NaN  0.624656       0.142679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4569                 NaN            NaN  0.531102       0.120350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4066                 NaN            NaN  0.580227       0.131387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.8837                 NaN            NaN   1.09182       0.244958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.9286                 NaN            NaN  0.699030E-001  0.153962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4022                 NaN            NaN  0.584744       0.130798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4012                 NaN            NaN  0.585748       0.130633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3995                 NaN            NaN  0.587483       0.130199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3970                 NaN            NaN  0.589943       0.130119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3956                 NaN            NaN  0.591369       0.129859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3930                 NaN            NaN  0.594012       0.129829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3896                 NaN            NaN  0.597378       0.129828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3904                 NaN            NaN  0.596734       0.129117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3866                 NaN            NaN  0.600425       0.129307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3831                 NaN            NaN  0.603986       0.129405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3843                 NaN            NaN  0.602846       0.128440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3801                 NaN            NaN  0.607002       0.128552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3762                 NaN            NaN  0.610907       0.128839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3752                 NaN            NaN  0.612013       0.128199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3721                 NaN            NaN  0.615114       0.128173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3696                 NaN            NaN  0.617536       0.128249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3817                 NaN            NaN  0.605814       0.124749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3463                 NaN            NaN  0.640591       0.131413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.1900                 NaN            NaN  0.797155       0.128913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.5297                 NaN            NaN  0.457736       0.125779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3640                 NaN            NaN  0.623456       0.125437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3435                 NaN            NaN  0.643590       0.128672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3446                 NaN            NaN  0.642613       0.127684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3476                 NaN            NaN  0.639781       0.126400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3475                 NaN            NaN  0.639974       0.125654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3411                 NaN            NaN  0.646271       0.126444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3372                 NaN            NaN  0.650189       0.126231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3368                 NaN            NaN  0.650586       0.125912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3318                 NaN            NaN  0.655626       0.125997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3318                 NaN            NaN  0.655646       0.125294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3276                 NaN            NaN  0.659815       0.125580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3251                 NaN            NaN  0.662387       0.125277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2567                 NaN            NaN  0.728838       0.144882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3894                 NaN            NaN  0.599932       0.106183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1607                 NaN            NaN  0.823975       0.152810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4689                 NaN            NaN  0.521481       0.964941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3141                 NaN            NaN  0.673463       0.124085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3058                 NaN            NaN  0.681725       0.124986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3127                 NaN            NaN  0.674997       0.123205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3071                 NaN            NaN  0.680584       0.123512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3043                 NaN            NaN  0.683361       0.123506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3036                 NaN            NaN  0.684103       0.123264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2991                 NaN            NaN  0.688581       0.123267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3023                 NaN            NaN  0.685419       0.122363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2044                 NaN            NaN  0.781742       0.138626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3853                 NaN            NaN  0.604120       0.105466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2961                 NaN            NaN  0.691704       0.122108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2963                 NaN            NaN  0.691532       0.121513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2960                 NaN            NaN  0.691915       0.121165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2962                 NaN            NaN  0.691692       0.120897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2950                 NaN            NaN  0.692974       0.120605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2950                 NaN            NaN  0.692951       0.120145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2944                 NaN            NaN  0.693568       0.119961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2908                 NaN            NaN  0.697230       0.120059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2977                 NaN            NaN  0.690456       0.118868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2955                 NaN            NaN  0.692662       0.118718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2960                 NaN            NaN  0.692106       0.118445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2973                 NaN            NaN  0.690879       0.117941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2978                 NaN            NaN  0.690410       0.117564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2974                 NaN            NaN  0.690830       0.117400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3012                 NaN            NaN  0.687161       0.116613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3017                 NaN            NaN  0.686617       0.116402E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3027                 NaN            NaN  0.685751       0.115979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3037                 NaN            NaN  0.684783       0.115376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3077                 NaN            NaN  0.680842       0.114778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3096                 NaN            NaN  0.678991       0.114385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3117                 NaN            NaN  0.676950       0.113986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.9212                 NaN            NaN   1.06092       0.178370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.7094                 NaN            NaN  0.285783       0.479163E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        96.3524       0.538078                 NaN   3.05571       0.538201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000       100.0000                 NaN            NaN            NaN  0.360828E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000       100.0000                 NaN            NaN            NaN  0.357085E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.5498                 NaN            NaN  0.442757       0.742624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3348                 NaN            NaN  0.654253       0.109840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3366                 NaN            NaN  0.652488       0.109525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.2856                 NaN            NaN  0.702632       0.117996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4087                 NaN            NaN  0.581528       0.976227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3414                 NaN            NaN  0.647785       0.107819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.3570                 NaN            NaN  0.632329       0.107142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3621                 NaN            NaN  0.627389       0.105241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.5736                 NaN            NaN  0.419263       0.709815E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.1526                 NaN            NaN  0.833449       0.139329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.3646                 NaN            NaN  0.624908       0.104773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.3778                 NaN            NaN  0.611938       0.102919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3779                 NaN            NaN  0.611799       0.102691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.3812                 NaN            NaN  0.608539       0.102202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.3839                 NaN            NaN  0.605868       0.101892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.3918                 NaN            NaN  0.598158       0.100501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.3938                 NaN            NaN  0.596147       0.100080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.3989                 NaN            NaN  0.591202       0.993348E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4032                 NaN            NaN  0.586903       0.987348E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4074                 NaN            NaN  0.582776       0.981418E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4807                 NaN            NaN  0.510715       0.858824E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1966                 NaN            NaN  0.478750       0.493030E-002  0.319757                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9338                 NaN            NaN  0.462170E-001            NaN   1.01997                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9465                 NaN            NaN  0.452044E-001            NaN   1.00826                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0923                 NaN            NaN  0.350936E-001            NaN  0.872626                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.8367                 NaN            NaN  0.460235E-001            NaN   1.11732                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9826                 NaN            NaN  0.375759E-001            NaN  0.979827                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9964                 NaN            NaN  0.424462E-001            NaN  0.961169                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0044                 NaN            NaN  0.328539E-001            NaN  0.962727                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0184                 NaN            NaN  0.369807E-001            NaN  0.944612                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0271                 NaN            NaN  0.312855E-001            NaN  0.941623                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0367                 NaN            NaN  0.305211E-001            NaN  0.932743                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0468                 NaN            NaN  0.276776E-001            NaN  0.925546                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0584                 NaN            NaN  0.445941E-001            NaN  0.897024                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0624                 NaN            NaN  0.579028E-002            NaN  0.931796                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0749                 NaN            NaN  0.223816E-001            NaN  0.902721                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0834                 NaN            NaN  0.205826E-001            NaN  0.895994                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0899                 NaN            NaN  0.152972E-001            NaN  0.894851                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1014                 NaN            NaN  0.207906E-001            NaN  0.877844                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1086                 NaN            NaN  0.153266E-001            NaN  0.876086                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1152                 NaN            NaN  0.156161E-001            NaN  0.869203                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1212                 NaN            NaN  0.882924E-002            NaN  0.869931                 NaN            NaN            NaN            NaN            NaN            NaN
