|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1962.41        500.000        99.7293                 NaN  0.270722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        99.7293                 NaN  0.270738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        99.7292                 NaN  0.270754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        99.7292                 NaN  0.270770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        99.7292                 NaN  0.270786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.7292                 NaN  0.270802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.7292                 NaN  0.270818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.7292                 NaN  0.270834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.7292                 NaN  0.270850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.7291                 NaN  0.270866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.7291                 NaN  0.270882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.7291                 NaN  0.270898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.7291                 NaN  0.270914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.7291                 NaN  0.270930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.7291                 NaN  0.270946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.7290                 NaN  0.270962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.7290                 NaN  0.270978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.7290                 NaN  0.270994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.7290                 NaN  0.271010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.7290                 NaN  0.271026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.7290                 NaN  0.271042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.7289                 NaN  0.271058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.7289                 NaN  0.271074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.7289                 NaN  0.271090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.7289                 NaN  0.271106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.7289                 NaN  0.271122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.7289                 NaN  0.271145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.7288                 NaN  0.271155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.7288                 NaN  0.271171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.7288                 NaN  0.271187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.7288                 NaN  0.271203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.7288                 NaN  0.271219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.7288                 NaN  0.271235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.7287                 NaN  0.271251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.7287                 NaN  0.271267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.7287                 NaN  0.271283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.5507                 NaN  0.271333       0.177995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4258                 NaN            NaN  0.574205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4282                 NaN            NaN  0.571784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.7510                 NaN            NaN  0.249048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.1150                 NaN            NaN  0.885008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3643                 NaN            NaN  0.635706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5123                 NaN            NaN  0.487711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4417                 NaN            NaN  0.558300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4448                 NaN            NaN  0.555156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4466                 NaN            NaN  0.553380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4487                 NaN            NaN  0.551268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4510                 NaN            NaN  0.549009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4526                 NaN            NaN  0.547444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3998                 NaN            NaN  0.600198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5126                 NaN            NaN  0.487443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5529                 NaN            NaN  0.443224       0.382836E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3567                 NaN            NaN  0.637453       0.588448E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4540                 NaN            NaN  0.536665       0.935053E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4545                 NaN            NaN  0.536132       0.935468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4575                 NaN            NaN  0.533161       0.929154E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4549                 NaN            NaN  0.535726       0.935923E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4618                 NaN            NaN  0.528968       0.919052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5209                 NaN            NaN  0.470864       0.821636E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3992                 NaN            NaN  0.590553       0.102590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4614                 NaN            NaN  0.529385       0.920741E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4615                 NaN            NaN  0.529258       0.920874E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4641                 NaN            NaN  0.526746       0.913758E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4633                 NaN            NaN  0.527518       0.915508E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3133                 NaN            NaN  0.675035       0.117056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.6154                 NaN            NaN  0.378141       0.649427E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4652                 NaN            NaN  0.525746       0.906972E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4650                 NaN            NaN  0.525968       0.905205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3376                 NaN            NaN  0.651476       0.109281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5946                 NaN            NaN  0.398413       0.702544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4652                 NaN            NaN  0.525831       0.898316E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.9674                 NaN            NaN  0.320355E-001  0.602086E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        98.9617                 NaN            NaN   1.02096       0.173428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4651                 NaN            NaN  0.525950       0.891192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4635                 NaN            NaN  0.527554       0.891127E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4639                 NaN            NaN  0.527188       0.888665E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4620                 NaN            NaN  0.529149       0.888145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4176                 NaN            NaN  0.572775       0.960033E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5052                 NaN            NaN  0.486691       0.809426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4598                 NaN            NaN  0.531417       0.883248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.9842                 NaN            NaN  0.999390       0.164574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.9351                 NaN            NaN  0.639066E-001  0.103333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4568                 NaN            NaN  0.534423       0.878049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4561                 NaN            NaN  0.535094       0.876660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4550                 NaN            NaN  0.536273       0.873059E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4532                 NaN            NaN  0.538108       0.872196E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4522                 NaN            NaN  0.539078       0.869998E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4502                 NaN            NaN  0.541076       0.869333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4476                 NaN            NaN  0.543725       0.868857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4486                 NaN            NaN  0.542803       0.863733E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4456                 NaN            NaN  0.545783       0.864639E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4427                 NaN            NaN  0.548665       0.864901E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4442                 NaN            NaN  0.547190       0.857937E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4409                 NaN            NaN  0.550498       0.858153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4377                 NaN            NaN  0.553706       0.859472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4373                 NaN            NaN  0.554167       0.854725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4349                 NaN            NaN  0.556549       0.854334E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4329                 NaN            NaN  0.558536       0.854566E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4445                 NaN            NaN  0.547167       0.830567E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4130                 NaN            NaN  0.578266       0.874560E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2726                 NaN            NaN  0.718791       0.857234E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.5792                 NaN            NaN  0.412452       0.835591E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4303                 NaN            NaN  0.561363       0.833093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4125                 NaN            NaN  0.578955       0.854107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4140                 NaN            NaN  0.577566       0.846843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4172                 NaN            NaN  0.574440       0.837809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4173                 NaN            NaN  0.574407       0.832847E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4122                 NaN            NaN  0.579410       0.837416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4093                 NaN            NaN  0.582326       0.835700E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4094                 NaN            NaN  0.582294       0.833038E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4055                 NaN            NaN  0.586181       0.833174E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4060                 NaN            NaN  0.585770       0.827815E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4027                 NaN            NaN  0.588987       0.829367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4010                 NaN            NaN  0.590722       0.826764E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3406                 NaN            NaN  0.649874       0.957280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4590                 NaN            NaN  0.533950       0.700070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2577                 NaN            NaN  0.732259       0.100682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.5304                 NaN            NaN  0.463275       0.635404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3941                 NaN            NaN  0.597724       0.816686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3873                 NaN            NaN  0.604459       0.821791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3941                 NaN            NaN  0.597775       0.809821E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3897                 NaN            NaN  0.602142       0.811204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3880                 NaN            NaN  0.603940       0.810550E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3877                 NaN            NaN  0.604202       0.808599E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3845                 NaN            NaN  0.607408       0.808055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3880                 NaN            NaN  0.604029       0.801575E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3042                 NaN            NaN  0.686736       0.904989E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4620                 NaN            NaN  0.531125       0.689912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3843                 NaN            NaN  0.607738       0.798547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3853                 NaN            NaN  0.606744       0.794116E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3856                 NaN            NaN  0.606508       0.791279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3863                 NaN            NaN  0.605834       0.789225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3859                 NaN            NaN  0.606184       0.786762E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3868                 NaN            NaN  0.605379       0.783085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3869                 NaN            NaN  0.605322       0.781369E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3845                 NaN            NaN  0.607659       0.781440E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3909                 NaN            NaN  0.601346       0.773145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3899                 NaN            NaN  0.602423       0.771616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3910                 NaN            NaN  0.601338       0.769264E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3928                 NaN            NaN  0.599593       0.765612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3940                 NaN            NaN  0.598421       0.762577E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3944                 NaN            NaN  0.598026       0.760845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3982                 NaN            NaN  0.594225       0.755476E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3993                 NaN            NaN  0.593129       0.753558E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4009                 NaN            NaN  0.591583       0.750214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4027                 NaN            NaN  0.589883       0.745726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4065                 NaN            NaN  0.586037       0.741473E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4088                 NaN            NaN  0.583782       0.738386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4113                 NaN            NaN  0.581365       0.735503E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.0788                 NaN            NaN  0.909731       0.114891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.7523                 NaN            NaN  0.244647       0.308518E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        96.8749       0.519377                 NaN   2.57051       0.351897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000       100.0000                 NaN            NaN            NaN  0.231510E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000       100.0000                 NaN            NaN            NaN  0.229078E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.6185                 NaN            NaN  0.376740       0.476379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4368                 NaN            NaN  0.556185       0.704413E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4388                 NaN            NaN  0.554158       0.702034E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3963                 NaN            NaN  0.596128       0.755779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.5012                 NaN            NaN  0.492552       0.624761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4452                 NaN            NaN  0.547869       0.689630E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4587                 NaN            NaN  0.534402       0.684904E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4639                 NaN            NaN  0.529415       0.671938E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.6422                 NaN            NaN  0.353305       0.452901E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.2893                 NaN            NaN  0.701775       0.888893E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4679                 NaN            NaN  0.525381       0.667801E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4796                 NaN            NaN  0.513873       0.655482E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4805                 NaN            NaN  0.513005       0.653564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4839                 NaN            NaN  0.509646       0.649961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4867                 NaN            NaN  0.506828       0.647742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.4940                 NaN            NaN  0.499662       0.638135E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.4964                 NaN            NaN  0.497297       0.635000E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.5012                 NaN            NaN  0.492540       0.629945E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.5053                 NaN            NaN  0.488464       0.625731E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.5094                 NaN            NaN  0.484378       0.621654E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5708                 NaN            NaN  0.423766       0.543669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.3213                 NaN            NaN  0.396937       0.311941E-002  0.278671                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0732                 NaN            NaN  0.382888E-001            NaN  0.888556                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0847                 NaN            NaN  0.374127E-001            NaN  0.877930                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2118                 NaN            NaN  0.290110E-001            NaN  0.759143                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9902                 NaN            NaN  0.380157E-001            NaN  0.971829                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1173                 NaN            NaN  0.310028E-001            NaN  0.851691                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1300                 NaN            NaN  0.349910E-001            NaN  0.834995                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1371                 NaN            NaN  0.270467E-001            NaN  0.835818                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1501                 NaN            NaN  0.304139E-001            NaN  0.819466                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1577                 NaN            NaN  0.257039E-001            NaN  0.816554                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1667                 NaN            NaN  0.250464E-001            NaN  0.808274                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1756                 NaN            NaN  0.226905E-001            NaN  0.801755                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1871                 NaN            NaN  0.365128E-001            NaN  0.776429                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1891                 NaN            NaN  0.473680E-002            NaN  0.806114                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2011                 NaN            NaN  0.182937E-001            NaN  0.780570                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2090                 NaN            NaN  0.168022E-001            NaN  0.774219                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2147                 NaN            NaN  0.124746E-001            NaN  0.772850                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2254                 NaN            NaN  0.169383E-001            NaN  0.757672                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2318                 NaN            NaN  0.124693E-001            NaN  0.755717                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2380                 NaN            NaN  0.126960E-001            NaN  0.749323                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2434                 NaN            NaN  0.716647E-002            NaN  0.749470                 NaN            NaN            NaN            NaN            NaN            NaN
