|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1549.85        2500.00       0.899513E-002   98.1914                 NaN  0.188479       0.422322E-001   1.56892                 NaN            NaN            NaN            NaN            NaN
  1548.37        2500.00       0.872750E-002   98.2147                 NaN  0.198170        1.57170       0.674035E-002            NaN            NaN            NaN            NaN            NaN
  1546.88        2500.00       0.851763E-002   98.2437                 NaN  0.194422       0.151823E-002   1.55185                 NaN            NaN            NaN            NaN            NaN
  1545.40        2500.00       0.818725E-002   98.2748                 NaN  0.199811        1.51722                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.91        2500.00       0.828142E-002   98.2859                 NaN  0.178270        1.47768       0.498844E-001            NaN            NaN            NaN            NaN            NaN
  1542.42        2500.00       0.787303E-002   98.3223                 NaN  0.188898        1.48089                 NaN            NaN            NaN            NaN            NaN            NaN
  1540.94        2500.00       0.778307E-002   98.3399                 NaN  0.176768       0.343804E-001   1.44120                 NaN            NaN            NaN            NaN            NaN
  1539.45        2500.00       0.752985E-002   98.3651                 NaN  0.182891        1.44447                 NaN            NaN            NaN            NaN            NaN            NaN
  1537.96        2500.00       0.737559E-002   98.3872                 NaN  0.171237        1.40081       0.334160E-001            NaN            NaN            NaN            NaN            NaN
  1536.48        2500.00       0.712221E-002   98.4113                 NaN  0.175575       0.844111E-002   1.39761                 NaN            NaN            NaN            NaN            NaN
  1534.99        2500.00       0.692110E-002   98.4328                 NaN  0.174661       0.206778E-002   1.38356                 NaN            NaN            NaN            NaN            NaN
  1533.51        2500.00       0.685800E-002   98.4495                 NaN  0.163799       0.419959E-001   1.33788                 NaN            NaN            NaN            NaN            NaN
  1532.02        2500.00       0.669228E-002   98.4686                 NaN  0.159861        1.31397       0.508660E-001            NaN            NaN            NaN            NaN            NaN
  1530.53        2500.00       0.652089E-002   98.4887                 NaN  0.157469        1.29562       0.516920E-001            NaN            NaN            NaN            NaN            NaN
  1529.05        2500.00       0.530070E-002   98.5082       0.457134E-001  0.153306        1.28750                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.56        2500.00       0.462345E-002   98.5218       0.710084E-001  0.142330        1.26022                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        2500.00       0.432904E-002   98.5412       0.754724E-001  0.139557        1.23946                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.59        2500.00       0.420999E-002   98.5582       0.735057E-001  0.138577        1.22548                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        2500.00       0.405429E-002   98.5775       0.710360E-001  0.138072        1.20937                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.62        2500.00       0.388579E-002   98.5955       0.702425E-001  0.137385        1.19294                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        2500.00       0.373508E-002   98.6120       0.684972E-001  0.136700        1.17907                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.65        2500.00       0.352014E-002   98.6269       0.693228E-001  0.136032        1.16420                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        2500.00       0.353164E-002   98.6534       0.609180E-001  0.136304        1.14589                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.67        2500.00       0.336404E-002   98.6627       0.614762E-001  0.135059        1.13739                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        2500.00       0.480850E-002   98.6736                 NaN  0.132968        1.10526       0.833737E-001            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00       0.326962E-002   98.6999       0.516609E-001  0.134390        1.11078                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.22        2500.00       0.321659E-002   98.7099       0.480834E-001  0.133668        1.10515                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.73        2500.00       0.441496E-002   98.7183                 NaN  0.124851        1.06079       0.916293E-001            NaN            NaN            NaN            NaN            NaN
  1508.24        2500.00       0.420609E-002   98.7369                 NaN  0.130940        1.06492       0.630629E-001            NaN            NaN            NaN            NaN            NaN
  1506.76        2500.00       0.419417E-002   98.7433                 NaN  0.117389       0.108882        1.02621                 NaN            NaN            NaN            NaN            NaN
  1505.27        2500.00       0.412791E-002   98.7451                 NaN  0.114088       0.116103        1.02059                 NaN            NaN            NaN            NaN            NaN
  1503.78        2500.00       0.393946E-002   98.7774                 NaN  0.112721       0.987933       0.118021                 NaN            NaN            NaN            NaN            NaN
  1502.30        2500.00       0.351125E-002   98.7988                 NaN  0.145686        1.05202                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.81        2500.00       0.406134E-002   98.7752                 NaN  0.715793E-001  0.895612       0.253534                 NaN            NaN            NaN            NaN            NaN
  1499.33        2500.00       0.362536E-002   98.8004                 NaN  0.104932       0.129922       0.961079                 NaN            NaN            NaN            NaN            NaN
  1497.84        2500.00       0.348033E-002   98.8211                 NaN  0.104689       0.943649       0.127042                 NaN            NaN            NaN            NaN            NaN
  1496.35        2500.00       0.261754E-002   99.0900                 NaN  0.807481E-001  0.930166E-001  0.733594                 NaN            NaN            NaN            NaN            NaN
  1494.87        2500.00       0.410364E-002   98.5726                 NaN  0.116075       0.182203        1.12506                 NaN            NaN            NaN            NaN            NaN
  1493.38        2500.00       0.316528E-002   98.8484                 NaN  0.103424       0.128098       0.916961                 NaN            NaN            NaN            NaN            NaN
  1491.90        2500.00       0.308205E-002   98.8576                 NaN  0.964459E-001  0.139678       0.903191                 NaN            NaN            NaN            NaN            NaN
  1490.41        2500.00       0.297046E-002   98.8724                 NaN  0.940382E-001  0.142697       0.887909                 NaN            NaN            NaN            NaN            NaN
  1488.92        2500.00       0.287411E-002   98.8797                 NaN  0.924284E-001  0.880016       0.144985                 NaN            NaN            NaN            NaN            NaN
  1487.44        2500.00       0.278028E-002   98.8893                 NaN  0.907852E-001  0.870246       0.146926                 NaN            NaN            NaN            NaN            NaN
  1485.95        2500.00       0.268776E-002   98.8992                 NaN  0.889160E-001  0.149813       0.859337                 NaN            NaN            NaN            NaN            NaN
  1484.47        2500.00       0.258704E-002   98.9087                 NaN  0.872242E-001  0.151262       0.850261                 NaN            NaN            NaN            NaN            NaN
  1482.98        2500.00       0.249582E-002   98.9175                 NaN  0.855759E-001  0.153240       0.841229                 NaN            NaN            NaN            NaN            NaN
  1481.49        2500.00       0.240533E-002   98.9266                 NaN  0.838765E-001  0.155147       0.831945                 NaN            NaN            NaN            NaN            NaN
  1480.01        2500.00       0.231762E-002   98.9347                 NaN  0.822905E-001  0.823235       0.157451                 NaN            NaN            NaN            NaN            NaN
  1478.52        2500.00       0.223240E-002   98.9444                 NaN  0.806012E-001  0.159696       0.813034                 NaN            NaN            NaN            NaN            NaN
  1477.03        2500.00       0.214927E-002   98.9520                 NaN  0.790971E-001  0.161736       0.805008                 NaN            NaN            NaN            NaN            NaN
  1475.55        2500.00       0.206628E-002   98.9599                 NaN  0.775546E-001  0.797595       0.162881                 NaN            NaN            NaN            NaN            NaN
  1474.06        2500.00       0.198508E-002   98.9685                 NaN  0.760370E-001  0.788353       0.165113                 NaN            NaN            NaN            NaN            NaN
  1472.58        2500.00       0.190863E-002   98.9749                 NaN  0.744884E-001  0.167354       0.781304                 NaN            NaN            NaN            NaN            NaN
  1471.09        2500.00       0.182475E-002   98.9842                 NaN  0.731557E-001  0.168068       0.772750                 NaN            NaN            NaN            NaN            NaN
  1469.60        2500.00       0.174398E-002   98.9908                 NaN  0.715670E-001  0.766038       0.169863                 NaN            NaN            NaN            NaN            NaN
  1468.12        2500.00       0.171277E-002   98.9743                 NaN  0.718041E-001  0.176212       0.775931                 NaN            NaN            NaN            NaN            NaN
  1466.63        2500.00       0.155943E-002   99.0289                 NaN  0.672326E-001  0.733324       0.168949                 NaN            NaN            NaN            NaN            NaN
  1465.15        2500.00       0.152540E-002   99.0119                 NaN  0.674646E-001  0.744432       0.174632                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00       0.145567E-002   99.0194                 NaN  0.660118E-001  0.176145       0.737006                 NaN            NaN            NaN            NaN            NaN
  1462.17        2500.00       0.139519E-002   99.0254                 NaN  0.616557E-001  0.728985       0.182560                 NaN            NaN            NaN            NaN            NaN
  1460.69        2500.00       0.128595E-002   99.0237                 NaN  0.668477E-001  0.171167       0.737039                 NaN            NaN            NaN            NaN            NaN
  1459.20        2500.00       0.124673E-002   99.0490                 NaN  0.615981E-001  0.708081       0.180074                 NaN            NaN            NaN            NaN            NaN
  1457.72        2500.00       0.117988E-002   99.0448                 NaN  0.608183E-001  0.711847       0.181322                 NaN            NaN            NaN            NaN            NaN
  1456.23        2500.00       0.111374E-002   99.0489                 NaN  0.598014E-001  0.709108       0.181066                 NaN            NaN            NaN            NaN            NaN
  1454.74        2500.00       0.105771E-002   99.0548                 NaN  0.581942E-001  0.700500       0.185412                 NaN            NaN            NaN            NaN            NaN
  1453.26        2500.00       0.990810E-003   99.0642                 NaN  0.572156E-001  0.693538       0.184010                 NaN            NaN            NaN            NaN            NaN
  1451.77        2500.00       0.930050E-003   99.0669                 NaN  0.557972E-001  0.186711       0.689626                 NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00       0.879927E-003   99.0708                 NaN  0.544920E-001  0.188272       0.685588                 NaN            NaN            NaN            NaN            NaN
  1448.80        2500.00       0.812816E-003   99.0814                 NaN  0.534829E-001  0.188007       0.676275                 NaN            NaN            NaN            NaN            NaN
  1447.31        2500.00       0.753240E-003   99.0831                 NaN  0.528620E-001  0.188130       0.675119                 NaN            NaN            NaN            NaN            NaN
  1445.83        2500.00       0.698887E-003   99.0892                 NaN  0.509827E-001  0.668050       0.191023                 NaN            NaN            NaN            NaN            NaN
  1444.34        2500.00       0.644586E-003   99.0935                 NaN  0.504793E-001  0.190201       0.665125                 NaN            NaN            NaN            NaN            NaN
  1442.85        2500.00       0.590677E-003   99.0983                 NaN  0.490107E-001  0.192025       0.660066                 NaN            NaN            NaN            NaN            NaN
  1441.37        2500.00       0.548435E-003   99.1010                 NaN  0.479865E-001  0.193784       0.656650                 NaN            NaN            NaN            NaN            NaN
  1439.88        2500.00       0.490460E-003   99.1070                 NaN  0.468667E-001  0.652252       0.193376                 NaN            NaN            NaN            NaN            NaN
  1438.40        2500.00       0.438418E-003   99.1112                 NaN  0.458355E-001  0.194497       0.648051                 NaN            NaN            NaN            NaN            NaN
  1436.91        2500.00       0.393352E-003   99.1153                 NaN  0.446921E-001  0.643855       0.195713                 NaN            NaN            NaN            NaN            NaN
  1435.42        2500.00       0.344385E-003   99.1192                 NaN  0.437354E-001  0.640525       0.196226                 NaN            NaN            NaN            NaN            NaN
  1433.94        2500.00       0.300899E-003   99.1229                 NaN  0.425102E-001  0.197582       0.636732                 NaN            NaN            NaN            NaN            NaN
  1432.45        2500.00       0.254242E-003   99.1265                 NaN  0.415598E-001  0.198395       0.633312                 NaN            NaN            NaN            NaN            NaN
  1430.97        2500.00       0.207615E-003   99.1302                 NaN  0.405999E-001  0.630202       0.198761                 NaN            NaN            NaN            NaN            NaN
  1429.48        2500.00       0.166550E-003   99.1345                 NaN  0.393934E-001  0.625941       0.199991                 NaN            NaN            NaN            NaN            NaN
  1427.99        2500.00       0.129274E-003   99.1371                 NaN  0.383415E-001  0.623668       0.200808                 NaN            NaN            NaN            NaN            NaN
  1426.51        2500.00       0.873843E-004   99.1406                 NaN  0.373411E-001  0.201357       0.620629                 NaN            NaN            NaN            NaN            NaN
  1425.02        2500.00       0.474338E-004   99.1387                 NaN  0.362945E-001  0.621641       0.203356                 NaN            NaN            NaN            NaN            NaN
  1423.54        2500.00       0.130353E-004   99.1517                 NaN  0.354133E-001  0.201721       0.611165                 NaN            NaN            NaN            NaN            NaN
  1422.05        2500.00       0.114971E-002   99.1498                 NaN  0.335860E-001  0.207493       0.607962                 NaN            NaN            NaN            NaN            NaN
  1420.56        2500.00       0.379441E-003   99.1526                 NaN  0.331283E-001  0.608187       0.205696                 NaN            NaN            NaN            NaN            NaN
  1419.08        2500.00                 NaN   99.1539                 NaN  0.318785E-001  0.205142       0.609047                 NaN            NaN            NaN            NaN            NaN
  1417.59        2500.00                 NaN   98.5024                 NaN  0.221637       0.236515       0.705662                 NaN  0.333817                 NaN            NaN            NaN
  1416.11        2500.00                 NaN   97.9717                 NaN  0.383018       0.780316       0.254754                 NaN  0.610250                 NaN            NaN            NaN
  1414.62        2500.00                 NaN   97.9935                 NaN  0.384676       0.243018       0.775434                 NaN  0.603333                 NaN            NaN            NaN
  1413.13        2500.00                 NaN   98.0242                 NaN  0.383399       0.771260       0.226822                 NaN  0.594274                 NaN            NaN            NaN
  1411.65        2500.00                 NaN   98.0502                 NaN  0.384388       0.212112       0.766488                 NaN  0.586861                 NaN            NaN            NaN
  1410.16        2500.00                 NaN   98.0744                 NaN  0.384715       0.762952       0.198468                 NaN  0.579442                 NaN            NaN            NaN
  1408.67        2500.00                 NaN   98.0995                 NaN  0.384983       0.185143       0.758664                 NaN  0.571717                 NaN            NaN            NaN
  1407.19        2500.00                 NaN   98.1241                 NaN  0.384915       0.754854       0.171764                 NaN  0.564322                 NaN            NaN            NaN
  1405.70        2500.00                 NaN   98.1457                 NaN  0.385473       0.752454       0.158620                 NaN  0.557773                 NaN            NaN            NaN
  1404.22        2500.00                 NaN   98.1704                 NaN  0.385389       0.747229       0.146742                 NaN  0.550279                 NaN            NaN            NaN
  1402.73        2500.00                 NaN   98.1950                 NaN  0.385321       0.743231       0.133413                 NaN  0.543025                 NaN            NaN            NaN
  1401.24        2500.00                 NaN   98.2145                 NaN  0.385113       0.741506       0.122312                 NaN  0.536549                 NaN            NaN            NaN
  1399.76        2500.00                 NaN   98.2383                 NaN  0.384883       0.737478       0.109894                 NaN  0.529494                 NaN            NaN            NaN
  1398.27        2500.00                 NaN   98.2551                 NaN  0.385969       0.992928E-001  0.735460                 NaN  0.524177                 NaN            NaN            NaN
  1396.79        2500.00                 NaN   98.2795                 NaN  0.384232       0.732831       0.867916E-001            NaN  0.516629                 NaN            NaN            NaN
  1395.30        2500.00                 NaN   98.2989                 NaN  0.384953       0.728243       0.772859E-001            NaN  0.510667                 NaN            NaN            NaN
  1393.81        2500.00                 NaN   98.3198                 NaN  0.383630       0.726983       0.655390E-001            NaN  0.504021                 NaN            NaN            NaN
  1392.33        2500.00                 NaN   98.3375                 NaN  0.383926       0.725395       0.544372E-001            NaN  0.498712                 NaN            NaN            NaN
  1390.84        2500.00                 NaN   98.3494                 NaN  0.389742       0.730946       0.323463E-001            NaN  0.497615                 NaN            NaN            NaN
  1389.36        2500.00                 NaN   98.3885                 NaN  0.376036       0.412084E-001  0.713100                 NaN  0.481150                 NaN            NaN            NaN
  1387.87        2500.00                 NaN   98.3920                 NaN  0.382153       0.248039E-001  0.719721                 NaN  0.481323                 NaN            NaN            NaN
  1386.38        2500.00                 NaN   98.4100                 NaN  0.381405       0.151312E-001  0.717740                 NaN  0.475717                 NaN            NaN            NaN
  1384.90        2500.00                 NaN   98.4273                 NaN  0.380634       0.716271       0.559172E-002            NaN  0.470153                 NaN            NaN            NaN
  1383.41        2500.00                 NaN   98.4411                 NaN  0.371927       0.202816E-001  0.702343                 NaN  0.464376                 NaN            NaN            NaN
  1381.93        2500.00                 NaN   98.4606                 NaN  0.375072       0.705288                 NaN            NaN  0.458993                 NaN            NaN            NaN
  1380.44        2500.00                 NaN   98.4742                 NaN  0.373818       0.697772                 NaN            NaN  0.454199                 NaN            NaN            NaN
  1378.95        2500.00                 NaN   98.4855                 NaN  0.356582       0.309479E-001  0.678953                 NaN  0.448028                 NaN            NaN            NaN
  1377.47        2500.00                 NaN   98.5036                 NaN  0.360668       0.641416E-002  0.686293                 NaN  0.443020                 NaN            NaN            NaN
  1375.98        2500.00                 NaN   98.5165                 NaN  0.365478       0.678312                 NaN            NaN  0.439738                 NaN            NaN            NaN
  1374.49        2500.00                 NaN   98.5353                 NaN  0.358537       0.673554                 NaN            NaN  0.432585                 NaN            NaN            NaN
  1373.01        2500.00                 NaN   98.5463                 NaN  0.354079       0.671080                 NaN            NaN  0.428540                 NaN            NaN            NaN
  1371.52        2500.00                 NaN   98.5622                 NaN  0.352031       0.662715                 NaN            NaN  0.423093                 NaN            NaN            NaN
  1370.04        2500.00                 NaN   98.5726                 NaN  0.345362       0.663304                 NaN            NaN  0.418760                 NaN            NaN            NaN
  1368.55        2500.00                 NaN   98.5874                 NaN  0.348403       0.649562                 NaN            NaN  0.414590                 NaN            NaN            NaN
  1367.06        2500.00                 NaN   98.6032                 NaN  0.345747       0.641708                 NaN            NaN  0.409348                 NaN            NaN            NaN
  1365.58        2500.00                 NaN   98.6120                 NaN  0.336617       0.646664                 NaN            NaN  0.404734                 NaN            NaN            NaN
  1364.09        2500.00                 NaN   98.6242                 NaN  0.335260       0.639838                 NaN            NaN  0.400690                 NaN            NaN            NaN
  1362.61        2500.00                 NaN   98.6382                 NaN  0.331394       0.634651                 NaN            NaN  0.395707                 NaN            NaN            NaN
  1361.12        2500.00                 NaN   98.6470                 NaN  0.324392       0.636992                 NaN            NaN  0.391616                 NaN            NaN            NaN
  1359.63        2500.00                 NaN   98.6627                 NaN  0.325103       0.625106                 NaN            NaN  0.387062                 NaN            NaN            NaN
  1358.15        2500.00                 NaN   98.6742                 NaN  0.322414       0.620424                 NaN            NaN  0.382917                 NaN            NaN            NaN
  1356.66        2500.00                 NaN   98.6841                 NaN  0.319263       0.617386                 NaN            NaN  0.379217                 NaN            NaN            NaN
  1355.18        2500.00                 NaN   98.6972                 NaN  0.319620       0.607508                 NaN            NaN  0.375661                 NaN            NaN            NaN
  1353.69        2500.00                 NaN   98.7082                 NaN  0.314060       0.607148                 NaN            NaN  0.370593                 NaN            NaN            NaN
  1352.20        2500.00                 NaN   98.7165                 NaN  0.306815       0.609826                 NaN            NaN  0.366891                 NaN            NaN            NaN
  1350.72        2500.00                 NaN   98.7244                 NaN  0.303095       0.607653                 NaN            NaN  0.364837                 NaN            NaN            NaN
  1349.23        2500.00                 NaN   98.7424                 NaN  0.299018       0.601753                 NaN            NaN  0.356840                 NaN            NaN            NaN
  1347.75        2500.00                 NaN   98.7478                 NaN  0.298098       0.598498                 NaN            NaN  0.355576                 NaN            NaN            NaN
  1346.26        2500.00                 NaN   98.7591                 NaN  0.298416       0.590134                 NaN            NaN  0.352329                 NaN            NaN            NaN
  1344.77        2500.00                 NaN   98.7700                 NaN  0.293792       0.588269                 NaN            NaN  0.347955                 NaN            NaN            NaN
  1343.29        2500.00                 NaN   98.7794                 NaN  0.291866       0.583863                 NaN            NaN  0.344860                 NaN            NaN            NaN
  1341.80        2500.00                 NaN   98.7890                 NaN  0.287000       0.582882                 NaN            NaN  0.341126                 NaN            NaN            NaN
  1340.31        2500.00                 NaN   98.7966                 NaN  0.282365       0.583170                 NaN            NaN  0.337855                 NaN            NaN            NaN
  1338.83        2500.00                 NaN   98.8063                 NaN  0.280788       0.578391                 NaN            NaN  0.334535                 NaN            NaN            NaN
  1337.34        2500.00                 NaN   98.8137                 NaN  0.281219       0.572984                 NaN            NaN  0.332127                 NaN            NaN            NaN
  1335.86        2500.00                 NaN   98.8260                 NaN  0.270685       0.576311                 NaN            NaN  0.326973                 NaN            NaN            NaN
  1334.37        2500.00                 NaN   98.7604                 NaN  0.264338       0.604896                 NaN            NaN  0.339644       0.306999E-001            NaN            NaN
  1332.88        2500.00                 NaN   98.6653                 NaN  0.260274       0.636166                 NaN            NaN  0.357028       0.812759E-001            NaN            NaN
  1331.40        2500.00                 NaN   98.6801                 NaN  0.256791       0.630334                 NaN            NaN  0.353110       0.796741E-001            NaN            NaN
  1329.91        2500.00                 NaN   98.6954                 NaN  0.254710       0.622676                 NaN            NaN  0.349013       0.782412E-001            NaN            NaN
  1328.43        2500.00                 NaN   98.7124                 NaN  0.255309       0.610612                 NaN            NaN  0.344774       0.769195E-001            NaN            NaN
  1326.94        2500.00                 NaN   98.7250                 NaN  0.251679       0.607005                 NaN            NaN  0.340859       0.754633E-001            NaN            NaN
  1325.45        2500.00                 NaN   98.7413                 NaN  0.248690       0.599656                 NaN            NaN  0.336373       0.740004E-001            NaN            NaN
  1323.97        2500.00                 NaN   98.7565                 NaN  0.247449       0.591020                 NaN            NaN  0.332367       0.726956E-001            NaN            NaN
  1322.48        2500.00                 NaN   98.7713                 NaN  0.244474       0.584621                 NaN            NaN  0.328267       0.712952E-001            NaN            NaN
  1321.00        2500.00                 NaN   98.7857                 NaN  0.242930       0.576893                 NaN            NaN  0.324354       0.701022E-001            NaN            NaN
  1319.51        2500.00                 NaN   98.7993                 NaN  0.238455       0.573477                 NaN            NaN  0.320228       0.685399E-001            NaN            NaN
  1318.02        2500.00                 NaN   98.8119                 NaN  0.234374       0.569784                 NaN            NaN  0.316717       0.672540E-001            NaN            NaN
  1316.54        2500.00                 NaN   98.8260                 NaN  0.232855       0.562485                 NaN            NaN  0.312718       0.659623E-001            NaN            NaN
  1315.05        2500.00                 NaN   98.8396                 NaN  0.230294       0.556306                 NaN            NaN  0.309025       0.647448E-001            NaN            NaN
  1313.57        2500.00                 NaN   98.8541                 NaN  0.227806       0.549308                 NaN            NaN  0.305234       0.635479E-001            NaN            NaN
  1312.08        2500.00                 NaN   98.8663                 NaN  0.223592       0.546352                 NaN            NaN  0.301515       0.622122E-001            NaN            NaN
  1310.59        2500.00                 NaN   98.8793                 NaN  0.220592       0.541354                 NaN            NaN  0.297834       0.609675E-001            NaN            NaN
  1309.11        2500.00                 NaN   98.8922                 NaN  0.217716       0.535927                 NaN            NaN  0.294314       0.598462E-001            NaN            NaN
  1307.62        2500.00                 NaN   98.9042                 NaN  0.213771       0.532589                 NaN            NaN  0.290871       0.585813E-001            NaN            NaN
  1306.13        2500.00                 NaN   98.9164                 NaN  0.211043       0.527750                 NaN            NaN  0.287386       0.574091E-001            NaN            NaN
  1304.65        2500.00                 NaN   98.9263                 NaN  0.214625       0.515931                 NaN            NaN  0.286135       0.569885E-001            NaN            NaN
  1303.16        2500.00                 NaN   98.9434                 NaN  0.201113       0.522421                 NaN            NaN  0.278396       0.546699E-001            NaN            NaN
  1301.68        2500.00                 NaN   98.9534                 NaN  0.201174       0.514293                 NaN            NaN  0.277109       0.540035E-001            NaN            NaN
  1300.19        2500.00                 NaN   98.9659                 NaN  0.197523       0.510020                 NaN            NaN  0.273742       0.528358E-001            NaN            NaN
  1298.70        2500.00                 NaN   98.9761                 NaN  0.193937       0.507548                 NaN            NaN  0.270631       0.517716E-001            NaN            NaN
  1297.22        2500.00                 NaN   83.5635                 NaN   1.51184        3.67851                 NaN            NaN   2.27430       0.588280        8.38356                 NaN
  1295.73        2500.00                 NaN   74.3823                 NaN   2.31983        5.64188                 NaN            NaN   3.46583       0.886077        13.3041                 NaN
  1294.25        2500.00                 NaN   77.9094                 NaN   2.01097        4.97035                 NaN            NaN   3.00221       0.748750        11.3584                 NaN
  1292.76        2500.00                 NaN   80.8394                 NaN   1.74287        4.40369                 NaN            NaN   2.61542       0.638035        9.76055                 NaN
  1291.27        2500.00                 NaN   83.2851                 NaN   1.50966        3.92518                 NaN            NaN   2.29088       0.548066        8.44107                 NaN
  1289.79        2500.00                 NaN   85.0284                 NaN   1.34545        3.58651                 NaN            NaN   2.05917       0.483924        7.49656                 NaN
  1288.30        2500.00                 NaN   79.1480                 NaN   1.46982        4.15892        1.23269                 NaN   2.91395       0.643175        10.4335                 NaN
  1286.82        2500.00                 NaN   96.5347                 NaN  0.198826        1.24447                 NaN            NaN  0.429300       0.956228E-001   1.49708                 NaN
  1285.33        2500.00                 NaN   89.4624                 NaN  0.872909        2.70700                 NaN            NaN   1.46250       0.327595        5.16762                 NaN
