|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1592.95        2500.00       0.270920E-002   99.5018       0.453250       0.422089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.46        2500.00       0.289237E-003   99.8912       0.492627E-001  0.592871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.98        2500.00       0.303996E-002   98.4769        1.52002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00                 NaN   99.1841       0.815865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.01        2500.00                 NaN   99.1896       0.794935       0.154426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.52        2500.00                 NaN   99.1961       0.774448       0.294664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.03        2500.00                 NaN   99.2011       0.770713       0.281995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.55        2500.00                 NaN   98.4825        1.46954       0.479900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.06        2500.00                 NaN   99.9375       0.510581E-001  0.114364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.58        2500.00                 NaN   99.2126       0.771734       0.156950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.09        2500.00                 NaN   99.2187       0.757217       0.240864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.60        2500.00                 NaN   99.2175       0.759964       0.225694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.12        2500.00                 NaN   99.2269       0.751238       0.218471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.63        2500.00                 NaN   99.2296       0.749747       0.206226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.14        2500.00                 NaN   99.2357       0.744527       0.197638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.66        2500.00                 NaN   99.2347       0.746867       0.184460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.17        2500.00                 NaN   99.2412       0.741400       0.174035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.69        2500.00                 NaN   99.0922       0.898417E-001  0.684011E-003  0.817230                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.20        2500.00                 NaN   99.0551       0.121857                 NaN  0.822995                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.71        2500.00       0.346375E-002   99.0219                 NaN            NaN  0.974658                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.23        2500.00       0.728888E-002   98.9924                 NaN            NaN   1.00029                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.74        2500.00       0.727319E-002   98.9730                 NaN            NaN   1.01973                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.26        2500.00       0.724579E-002   98.9526                 NaN            NaN   1.04013                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.77        2500.00       0.725175E-002   98.9204                 NaN  0.110037E-005   1.07232                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.28        2500.00       0.723252E-002   98.8824                 NaN            NaN   1.11038                 NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        2500.00       0.724361E-002   98.8210                 NaN            NaN   1.17177                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        2500.00       0.690710E-002   98.4753                 NaN            NaN  0.634355       0.883450                 NaN            NaN            NaN            NaN            NaN
  1552.83        2500.00       0.660114E-002   98.3609                 NaN  0.831541E-005  0.371505        1.26099                 NaN            NaN            NaN            NaN            NaN
  1551.34        2500.00       0.577395E-002   98.3611                 NaN  0.165661       0.154857E-002   1.46594                 NaN            NaN            NaN            NaN            NaN
  1549.85        2500.00       0.574553E-002   98.3853                 NaN  0.160957       0.378289E-001   1.41015                 NaN            NaN            NaN            NaN            NaN
  1548.37        2500.00       0.557589E-002   98.4071                 NaN  0.169106        1.41214       0.603473E-002            NaN            NaN            NaN            NaN            NaN
  1546.88        2500.00       0.544387E-002   98.4335                 NaN  0.165753       0.135878E-002   1.39393                 NaN            NaN            NaN            NaN            NaN
  1545.40        2500.00       0.523413E-002   98.4620                 NaN  0.170214        1.36256                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.91        2500.00       0.529578E-002   98.4720                 NaN  0.151732        1.32634       0.446017E-001            NaN            NaN            NaN            NaN            NaN
  1542.42        2500.00       0.503657E-002   98.5054                 NaN  0.160635        1.32892                 NaN            NaN            NaN            NaN            NaN            NaN
  1540.94        2500.00       0.498082E-002   98.5213                 NaN  0.150205       0.307146E-001   1.29282                 NaN            NaN            NaN            NaN            NaN
  1539.45        2500.00       0.482032E-002   98.5445                 NaN  0.155288        1.29535                 NaN            NaN            NaN            NaN            NaN            NaN
  1537.96        2500.00       0.472331E-002   98.5645                 NaN  0.145267        1.25572       0.298257E-001            NaN            NaN            NaN            NaN            NaN
  1536.48        2500.00       0.456230E-002   98.5867                 NaN  0.148811       0.753024E-002   1.25243                 NaN            NaN            NaN            NaN            NaN
  1534.99        2500.00       0.443537E-002   98.6064                 NaN  0.147918       0.184357E-002   1.23940                 NaN            NaN            NaN            NaN            NaN
  1533.51        2500.00       0.439653E-002   98.6215                 NaN  0.138599       0.374306E-001   1.19806                 NaN            NaN            NaN            NaN            NaN
  1532.02        2500.00       0.429162E-002   98.6390                 NaN  0.135143        1.17627       0.453132E-001            NaN            NaN            NaN            NaN            NaN
  1530.53        2500.00       0.418353E-002   98.6573                 NaN  0.133039        1.15940       0.460285E-001            NaN            NaN            NaN            NaN            NaN
  1529.05        2500.00       0.340201E-002   98.6750       0.404431E-001  0.129388        1.15175                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.56        2500.00       0.296818E-002   98.6873       0.627893E-001  0.120010        1.12691                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        2500.00       0.278033E-002   98.7049       0.667034E-001  0.117579        1.10801                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.59        2500.00       0.270479E-002   98.7206       0.649303E-001  0.116641        1.09511                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        2500.00       0.260570E-002   98.7383       0.627166E-001  0.116114        1.08029                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.62        2500.00       0.249852E-002   98.7548       0.619869E-001  0.115450        1.06527                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        2500.00       0.240247E-002   98.7699       0.604121E-001  0.114770        1.05252                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.65        2500.00       0.226514E-002   98.7836       0.611088E-001  0.114082        1.03891                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        2500.00       0.227365E-002   98.8076       0.536735E-001  0.114239        1.02218                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.67        2500.00       0.216656E-002   98.8164       0.541331E-001  0.113090        1.01422                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        2500.00       0.309801E-002   98.8266                 NaN  0.111255       0.985189       0.738390E-001            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00       0.210743E-002   98.8505       0.454427E-001  0.112325       0.989668                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.22        2500.00       0.207403E-002   98.8598       0.422732E-001  0.111611       0.984255                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.73        2500.00       0.284773E-002   98.8676                 NaN  0.104162       0.944365       0.810163E-001            NaN            NaN            NaN            NaN            NaN
  1508.24        2500.00       0.271420E-002   98.8848                 NaN  0.109140       0.947640       0.557273E-001            NaN            NaN            NaN            NaN            NaN
