|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/GRV/GRV_4.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           3
T(K)           P(bar)         Sp(TH),m3     
  1592.95        2500.00       0.340380E-004
  1591.46        2500.00       0.361519E-005
  1589.98        2500.00       0.378837E-004
  1588.49        2500.00                 NaN
  1587.01        2500.00                 NaN
  1585.52        2500.00                 NaN
  1584.03        2500.00                 NaN
  1582.55        2500.00                 NaN
  1581.06        2500.00                 NaN
  1579.58        2500.00                 NaN
  1578.09        2500.00                 NaN
  1576.60        2500.00                 NaN
  1575.12        2500.00                 NaN
  1573.63        2500.00                 NaN
  1572.14        2500.00                 NaN
  1570.66        2500.00                 NaN
  1569.17        2500.00                 NaN
  1567.69        2500.00                 NaN
  1566.20        2500.00                 NaN
  1564.71        2500.00       0.367077E-004
  1563.23        2500.00       0.763904E-004
  1561.74        2500.00       0.753583E-004
  1560.26        2500.00       0.742030E-004
  1558.77        2500.00       0.733838E-004
  1557.28        2500.00       0.722942E-004
  1555.80        2500.00       0.714860E-004
  1554.31        2500.00       0.672235E-004
  1552.83        2500.00       0.631256E-004
  1551.34        2500.00       0.541960E-004
  1549.85        2500.00       0.529355E-004
  1548.37        2500.00       0.504399E-004
  1546.88        2500.00       0.483638E-004
  1545.40        2500.00       0.456818E-004
  1543.91        2500.00       0.454193E-004
  1542.42        2500.00       0.424544E-004
  1540.94        2500.00       0.412780E-004
  1539.45        2500.00       0.392833E-004
  1537.96        2500.00       0.378620E-004
  1536.48        2500.00       0.359804E-004
  1534.99        2500.00       0.344228E-004
  1533.51        2500.00       0.335856E-004
  1532.02        2500.00       0.322750E-004
  1530.53        2500.00       0.309796E-004
  1529.05        2500.00       0.248111E-004
  1527.56        2500.00       0.213236E-004
  1526.08        2500.00       0.196784E-004
  1524.59        2500.00       0.188640E-004
  1523.10        2500.00       0.179107E-004
  1521.62        2500.00       0.169295E-004
  1520.13        2500.00       0.160500E-004
  1518.65        2500.00       0.149224E-004
  1517.16        2500.00       0.147730E-004
  1515.67        2500.00       0.138876E-004
  1514.19        2500.00       0.195927E-004
  1512.70        2500.00       0.131516E-004
  1511.22        2500.00       0.127750E-004
  1509.73        2500.00       0.173146E-004
  1508.24        2500.00       0.162917E-004
  1506.76        2500.00       0.160474E-004
  1505.27        2500.00       0.156008E-004
  1503.78        2500.00       0.147118E-004
  1502.30        2500.00       0.129590E-004
  1500.81        2500.00       0.148143E-004
  1499.33        2500.00       0.130703E-004
  1497.84        2500.00       0.124005E-004
  1496.35        2500.00       0.921829E-005
  1494.87        2500.00       0.143319E-004
  1493.38        2500.00       0.109026E-004
  1491.90        2500.00       0.104985E-004
  1490.41        2500.00       0.100068E-004
