|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.25/T13/T13_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        500.000       0.162735E-001   99.9568       0.229911E-002  0.246722E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        500.000                 NaN   99.1670       0.833027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        500.000                 NaN   99.1413       0.858674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        500.000                 NaN   99.1535       0.793861       0.526745E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        500.000                 NaN   99.1534       0.845974       0.626425E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        500.000                 NaN   99.6629       0.271541       0.655175E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        500.000                 NaN   98.6965        1.30336       0.128771E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        500.000                 NaN   99.1873       0.768570       0.441590E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        500.000                 NaN   99.1968       0.759774       0.434293E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        500.000                 NaN   99.2055       0.750748       0.437702E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        500.000                 NaN   99.2131       0.745435       0.414539E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        500.000                 NaN   99.2081       0.751747       0.401058E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        500.000                 NaN   99.2001       0.751416       0.484528E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        500.000                 NaN   99.2796       0.682531       0.378603E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        500.000                 NaN   99.2429       0.719701       0.373891E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        500.000                 NaN   99.2526       0.711052       0.363685E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        500.000                 NaN   99.2571       0.706059       0.368114E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        500.000                 NaN   99.6659       0.320108       0.140238E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        500.000                 NaN   98.8705        1.07819       0.513165E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        500.000                 NaN   99.2775       0.690687       0.317924E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        500.000                 NaN   99.2662       0.700579       0.332688E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        500.000                 NaN   99.6918       0.295809       0.124109E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        500.000                 NaN   98.9163        1.03916       0.445047E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000                 NaN   99.3037       0.668048       0.282873E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1560.29        500.000                 NaN   99.3109       0.660910       0.281892E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000                 NaN   99.3169       0.656379       0.267054E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000                 NaN   99.3227       0.650270       0.270156E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.81        500.000                 NaN   99.3298       0.644494       0.257382E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        500.000                 NaN   99.3351       0.640180       0.246761E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.82        500.000                 NaN   99.3396       0.636887       0.235106E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.33        500.000                 NaN   99.3462       0.629886       0.238815E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        500.000                 NaN   99.3517       0.626876       0.214151E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.34        500.000                 NaN   99.3585       0.619998       0.214598E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000                 NaN   99.3619       0.618359       0.197219E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.35        500.000                 NaN   99.3679       0.612723       0.193732E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000                 NaN   99.3717       0.611307       0.170220E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        500.000                 NaN   99.3572       0.624704       0.180751E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        500.000                 NaN   99.4030       0.581728       0.152504E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        500.000                 NaN   99.3870       0.597378       0.156119E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        500.000                 NaN   99.3925       0.594013       0.134869E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        500.000                 NaN   99.3951       0.592312       0.125395E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        500.000                 NaN   99.3998       0.588887       0.113463E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        500.000                 NaN   99.4080       0.580087       0.119445E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        500.000                 NaN   99.4104       0.578514       0.110387E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        500.000                 NaN   99.4155       0.574183       0.103256E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000                 NaN   99.4187       0.572904       0.843719E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1527.42        500.000                 NaN   99.4254       0.558161       0.164817E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000                 NaN   99.4253       0.574674       0.996556E-006            NaN            NaN            NaN            NaN            NaN            NaN
  1524.43        500.000                 NaN   99.4321       0.562203       0.567057E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        500.000                 NaN   99.4360       0.558032       0.601361E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1521.44        500.000                 NaN   99.4382       0.557585       0.420125E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        500.000                 NaN   99.4449       0.549086       0.596487E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1518.46        500.000                 NaN   99.4491       0.546695       0.417723E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1516.96        500.000                 NaN   99.4499       0.548497       0.161518E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1515.47        500.000                 NaN   99.4568       0.533881       0.933280E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1513.97        500.000                 NaN   99.4622       0.524101       0.136840E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1512.48        500.000                 NaN   99.4658       0.507862       0.263070E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.99        500.000                 NaN   99.4696       0.506784       0.235822E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1509.49        500.000                 NaN   99.4695       0.530513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        500.000                 NaN   99.4737       0.526334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.50        500.000                 NaN   99.4763       0.522035       0.168089E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1505.01        500.000                 NaN   99.4861       0.486670       0.272565E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1503.52        500.000                 NaN   99.9998                 NaN  0.196004E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1502.02        500.000                 NaN   98.9685        1.03152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.53        500.000                 NaN   99.4904       0.509598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.03        500.000                 NaN   99.4927       0.507305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.54        500.000                 NaN   99.4959       0.504129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.04        500.000                 NaN   98.9425        1.05220       0.527690E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1494.55        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
