|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.25/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        500.000       0.254171E-001   99.9432       0.260731E-002  0.288153E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        500.000                 NaN   99.0559       0.944063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        500.000                 NaN   99.0268       0.973243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        500.000                 NaN   99.0385       0.899999       0.615346E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        500.000                 NaN   99.0400       0.959279       0.732046E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        500.000                 NaN   99.6151       0.308216       0.766415E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        500.000                 NaN   98.5221        1.47770       0.150503E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        500.000                 NaN   99.0761       0.872219       0.516799E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        500.000                 NaN   99.0867       0.862412       0.508393E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        500.000                 NaN   99.0962       0.852515       0.512655E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        500.000                 NaN   99.1048       0.846654       0.485719E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        500.000                 NaN   99.0990       0.854012       0.470292E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        500.000                 NaN   99.0889       0.854245       0.568592E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        500.000                 NaN   99.1795       0.776040       0.444299E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        500.000                 NaN   99.1379       0.818255       0.438811E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        500.000                 NaN   99.1485       0.808758       0.427050E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        500.000                 NaN   99.1533       0.803411       0.432529E-001            NaN            NaN            NaN            NaN            NaN            NaN
