|6.6.6
Archiving\03_Data\eqfracLP/QFM/KHA22/KHA22_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1544.87        500.000       0.185847E-001   99.6105       0.370940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.50        500.000                 NaN   99.3804       0.592975       0.266708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.14        500.000                 NaN   99.3838       0.616222       0.127336E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.77        500.000                 NaN   98.9158        1.08418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.41        500.000                 NaN   99.8603       0.139315       0.342707E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        500.000                 NaN   99.4008       0.599195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.68        500.000                 NaN   99.1200       0.880001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.31        500.000                 NaN   99.6978       0.260621       0.416103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.95        500.000                 NaN   99.4143       0.566228       0.195118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.58        500.000                 NaN   99.4168       0.561993       0.212441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.21        500.000                 NaN   99.4203       0.564230       0.154992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.85        500.000                 NaN   99.4272       0.555452       0.173518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.48        500.000                 NaN   99.3921       0.588309       0.195418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.12        500.000                 NaN   99.6967       0.296272       0.699870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000                 NaN   99.2167       0.755840       0.274225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.39        500.000                 NaN   99.4428       0.542984       0.142386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.02        500.000                 NaN   99.4455       0.541110       0.134371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.65        500.000                 NaN   99.4497       0.535429       0.148990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.29        500.000                 NaN   99.4553       0.532597       0.120988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.92        500.000                 NaN   99.4573       0.529364       0.133252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.56        500.000                 NaN   99.4623       0.527620       0.100819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        500.000                 NaN   99.4655       0.523503       0.109905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.83        500.000                 NaN   99.4665       0.523585       0.987134E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000                 NaN   99.4741       0.516981       0.892873E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.10        500.000                 NaN   99.4552       0.536261       0.857953E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000                 NaN   99.7173       0.277779       0.493199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.36        500.000                 NaN   99.2615       0.731595       0.688982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        500.000                 NaN   99.4867       0.507090       0.624294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.63        500.000                 NaN   99.4907       0.501942       0.736193E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.27        500.000                 NaN   99.4917       0.505305       0.294801E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.90        500.000                 NaN   99.4962       0.499557       0.428851E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        500.000                 NaN   98.9455        1.04823       0.625216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.17        500.000                 NaN   99.9916       0.835018E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.81        500.000                 NaN   99.7002       0.298640       0.119287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.44        500.000                 NaN   99.3814       0.606900       0.116824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.07        500.000                 NaN   99.5125       0.484398       0.311700E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000                 NaN   99.4185       0.552762       0.287071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.34        500.000                 NaN   99.8690       0.130950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.98        500.000                 NaN   99.2661       0.703414       0.304534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.61        500.000                 NaN   99.5232       0.476850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.25        500.000                 NaN   99.4291       0.570923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.88        500.000                 NaN   99.7419       0.254172       0.393699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.52        500.000                 NaN   99.4141       0.565702       0.201947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.15        500.000                 NaN   99.5570       0.279014       0.163952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.78        500.000                 NaN   99.5356       0.464445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.42        500.000                 NaN   99.5387       0.461346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.05        500.000                 NaN   99.5428       0.457186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000                 NaN   99.5422       0.457809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.32        500.000                 NaN   99.5455       0.454491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.96        500.000                 NaN   99.5506       0.449404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.59        500.000                 NaN   99.5508       0.449186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.22        500.000                 NaN   99.5542       0.445780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.86        500.000                 NaN   99.5559       0.444079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.49        500.000                 NaN   99.5559       0.444121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.13        500.000                 NaN   99.5622       0.437764       0.114333E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        500.000                 NaN   99.5629       0.437078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.40        500.000                 NaN   99.5645       0.435454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.03        500.000                 NaN   99.5686       0.431368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.67        500.000                 NaN   99.5665       0.433527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.30        500.000                 NaN   99.5727       0.427344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.93        500.000                 NaN   99.5739       0.426141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.57        500.000                 NaN   99.5757       0.424308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.20        500.000                 NaN   99.5758       0.424184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.84        500.000                 NaN   99.5780       0.422025       0.117896E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.47        500.000                 NaN   99.5834       0.416626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.11        500.000                 NaN   99.5845       0.415481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.74        500.000                 NaN   99.5837       0.416343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.38        500.000                 NaN   99.5848       0.415176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.01        500.000                 NaN   99.5878       0.412197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.64        500.000                 NaN   99.5491       0.400998                 NaN  0.498939E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1449.28        500.000                 NaN   99.2067       0.316229                 NaN  0.477080                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.91        500.000                 NaN   99.2158       0.311813                 NaN  0.472343                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.55        500.000                 NaN   99.2232       0.308491                 NaN  0.468263                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.18        500.000                 NaN   99.2294       0.305027                 NaN  0.465552                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.82        500.000                 NaN   99.2350       0.303227                 NaN  0.461724                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.45        500.000                 NaN   99.2427       0.299836                 NaN  0.457470                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.09        500.000                 NaN   99.2459       0.298930                 NaN  0.455199                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.72        500.000                 NaN   99.2566       0.294123                 NaN  0.449318                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.35        500.000                 NaN   99.2613       0.291538                 NaN  0.447209                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.99        500.000                 NaN   99.2664       0.287998                 NaN  0.445612                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.62        500.000                 NaN   99.2730       0.285114                 NaN  0.439943       0.191712E-002            NaN            NaN            NaN            NaN            NaN
  1434.26        500.000                 NaN   99.2704       0.228259                 NaN  0.699693E-001  0.431355                 NaN            NaN            NaN            NaN            NaN
  1432.89        500.000                 NaN   99.2511       0.620413E-001            NaN  0.275714       0.411185                 NaN            NaN            NaN            NaN            NaN
  1431.53        500.000                 NaN   99.2566       0.591782E-001            NaN  0.407991       0.276269                 NaN            NaN            NaN            NaN            NaN
  1430.16        500.000                 NaN   99.2626       0.615906E-001            NaN  0.270349       0.405481                 NaN            NaN            NaN            NaN            NaN
  1428.79        500.000                 NaN   99.2704       0.572819E-001            NaN  0.271351       0.400996                 NaN            NaN            NaN            NaN            NaN
  1427.43        500.000                 NaN   99.2750       0.574879E-001            NaN  0.398936       0.268603                 NaN            NaN            NaN            NaN            NaN
  1426.06        500.000                 NaN   99.2806       0.559706E-001            NaN  0.267396       0.396042                 NaN            NaN            NaN            NaN            NaN
  1424.70        500.000                 NaN   99.2861       0.540960E-001            NaN  0.266682       0.393171                 NaN            NaN            NaN            NaN            NaN
  1423.33        500.000                 NaN   99.2918       0.543640E-001            NaN  0.263441       0.390372                 NaN            NaN            NaN            NaN            NaN
  1421.97        500.000                 NaN   99.2963       0.573689E-001            NaN  0.257750       0.388615                 NaN            NaN            NaN            NaN            NaN
  1420.60        500.000                 NaN   99.3044       0.519290E-001            NaN  0.259906       0.383718                 NaN            NaN            NaN            NaN            NaN
  1419.24        500.000                 NaN   99.3082       0.517077E-001            NaN  0.258101       0.382013                 NaN            NaN            NaN            NaN            NaN
  1417.87        500.000                 NaN   99.3129       0.501393E-001            NaN  0.257340       0.379632                 NaN            NaN            NaN            NaN            NaN
  1416.50        500.000                 NaN   99.3189       0.445090E-001            NaN  0.376012       0.260557                 NaN            NaN            NaN            NaN            NaN
  1415.14        500.000                 NaN   99.3242       0.536080E-001            NaN  0.374197       0.247961                 NaN            NaN            NaN            NaN            NaN
  1413.77        500.000                 NaN   99.3295       0.540975E-001            NaN  0.371626       0.244821                 NaN            NaN            NaN            NaN            NaN
  1412.41        500.000                 NaN   99.3346       0.496188E-001            NaN  0.247061       0.368715                 NaN            NaN            NaN            NaN            NaN
  1411.04        500.000                 NaN   99.3390       0.497510E-001            NaN  0.366603       0.244616                 NaN            NaN            NaN            NaN            NaN
  1409.68        500.000                 NaN   99.3441       0.496085E-001            NaN  0.363974       0.242300                 NaN            NaN            NaN            NaN            NaN
  1408.31        500.000                 NaN   99.3480       0.502793E-001            NaN  0.239555       0.362163                 NaN            NaN            NaN            NaN            NaN
  1406.95        500.000                 NaN   98.6193       0.236494E-002            NaN  0.410553       0.621862                 NaN  0.345887                 NaN            NaN            NaN
  1405.58        500.000                 NaN   98.5003                 NaN            NaN  0.678994       0.414060                 NaN  0.406684                 NaN            NaN            NaN
  1404.21        500.000                 NaN   98.5243                 NaN            NaN  0.407152       0.668463                 NaN  0.400128                 NaN            NaN            NaN
  1402.85        500.000                 NaN   98.5464                 NaN            NaN  0.658778       0.400631                 NaN  0.394188                 NaN            NaN            NaN
  1401.48        500.000                 NaN   98.5676                 NaN            NaN  0.394484       0.649544                 NaN  0.388340                 NaN            NaN            NaN
  1400.12        500.000                 NaN   98.5948                 NaN            NaN  0.637323       0.387040                 NaN  0.380790                 NaN            NaN            NaN
