|6.6.6
Archiving\03_Data\eq/QFM_m2.5/Y98/Y98_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.2149       0.776697       0.837280E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2149       0.776768       0.837278E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2148       0.776839       0.837277E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2147       0.776910       0.837276E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2146       0.776981       0.837275E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2146       0.777052       0.837275E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2145       0.777123       0.837274E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2144       0.777194       0.837274E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2144       0.777265       0.837274E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2143       0.777337       0.837274E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2142       0.777408       0.837275E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2141       0.777480       0.837275E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2141       0.777551       0.837276E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2140       0.777623       0.837277E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2139       0.777694       0.837278E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2139       0.777766       0.837280E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2138       0.777838       0.837281E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2137       0.777910       0.837283E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2136       0.777982       0.837285E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2136       0.778054       0.837287E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.2135       0.778126       0.837289E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.2134       0.778198       0.837291E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.2134       0.778270       0.837294E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.2133       0.778342       0.837297E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.2132       0.778414       0.837300E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.2131       0.778485       0.837301E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.2131       0.778555       0.837302E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.2130       0.778626       0.837304E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.2129       0.778697       0.837306E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.2129       0.778767       0.837308E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.2128       0.778838       0.837310E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2127       0.778909       0.837312E-002            NaN            NaN            NaN            NaN            NaN            NaN
