|6.6.6
Archiving\03_Data\Deq/QFM_m0.25/T13/T13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1750.00        2500.00        60.5352        38.7432       0.721637                 NaN            NaN            NaN            NaN
  1746.79        2500.00        59.9485        39.3194       0.732115                 NaN            NaN            NaN            NaN
  1743.59        2500.00        59.3619        39.8956       0.742594                 NaN            NaN            NaN            NaN
  1740.38        2500.00        58.7994        40.4485       0.752196                 NaN            NaN            NaN            NaN
  1737.18        2500.00        58.2368        41.0014       0.761797                 NaN            NaN            NaN            NaN
  1733.97        2500.00        57.6743        41.5543       0.771400                 NaN            NaN            NaN            NaN
  1730.77        2500.00        57.1117        42.1073       0.781002                 NaN            NaN            NaN            NaN
  1727.56        2500.00        56.5491        42.6603       0.790605                 NaN            NaN            NaN            NaN
  1724.36        2500.00        55.9865        43.2133       0.800208                 NaN            NaN            NaN            NaN
  1721.15        2500.00        55.4238        43.7664       0.809812                 NaN            NaN            NaN            NaN
  1717.95        2500.00        54.8612        44.3194       0.819416                 NaN            NaN            NaN            NaN
  1714.74        2500.00        54.3282        44.8434       0.828336                 NaN            NaN            NaN            NaN
  1711.54        2500.00        53.7953        45.3674       0.837256                 NaN            NaN            NaN            NaN
  1708.33        2500.00        53.2624        45.8915       0.846176                 NaN            NaN            NaN            NaN
  1705.13        2500.00        52.7294        46.4155       0.855096                 NaN            NaN            NaN            NaN
  1701.92        2500.00        52.1964        46.9396       0.864017                 NaN            NaN            NaN            NaN
  1698.72        2500.00        51.6634        47.4637       0.872939                 NaN            NaN            NaN            NaN
  1695.51        2500.00        51.1303        47.9878       0.881860                 NaN            NaN            NaN            NaN
  1692.31        2500.00        50.5972        48.5120       0.890782                 NaN            NaN            NaN            NaN
  1689.10        2500.00        50.1012        48.9996       0.899164                 NaN            NaN            NaN            NaN
  1685.90        2500.00        49.6051        49.4873       0.907547                 NaN            NaN            NaN            NaN
  1682.69        2500.00        49.1091        49.9750       0.915930                 NaN            NaN            NaN            NaN
  1679.49        2500.00        48.6130        50.4627       0.924313                 NaN            NaN            NaN            NaN
  1676.28        2500.00        48.1168        50.9505       0.932696                 NaN            NaN            NaN            NaN
  1673.08        2500.00        47.6207        51.4382       0.941080                 NaN            NaN            NaN            NaN
  1669.87        2500.00        47.1246        51.9260       0.949464                 NaN            NaN            NaN            NaN
  1666.67        2500.00        46.6284        52.4138       0.957848                 NaN            NaN            NaN            NaN
  1663.46        2500.00        46.1633        52.8711       0.965607                 NaN            NaN            NaN            NaN
  1660.26        2500.00        45.6982        53.3284       0.973366                 NaN            NaN            NaN            NaN
  1657.05        2500.00        45.2331        53.7857       0.981125                 NaN            NaN            NaN            NaN
  1653.85        2500.00        44.7680        54.2431       0.988885                 NaN            NaN            NaN            NaN
  1650.64        2500.00        44.3199        54.6836       0.996495                 NaN            NaN            NaN            NaN
  1647.44        2500.00        43.8718        55.1241        1.00411                 NaN            NaN            NaN            NaN
  1644.23        2500.00        43.4319        55.5565        1.01157                 NaN            NaN            NaN            NaN
  1641.03        2500.00        42.6553        55.8768        1.01379       0.454159                 NaN            NaN            NaN
  1637.82        2500.00        41.6569        56.0328        1.00927        1.30109                 NaN            NaN            NaN
  1634.62        2500.00        40.6585        56.1887        1.00475        2.14806                 NaN            NaN            NaN
  1631.41        2500.00        39.6600        56.3447        1.00023        2.99506                 NaN            NaN            NaN
  1628.21        2500.00        38.6615        56.5007       0.995706        3.84209                 NaN            NaN            NaN
  1625.00        2500.00        37.6630        56.6567       0.991184        4.68915                 NaN            NaN            NaN
  1621.79        2500.00        36.6644        56.8126       0.986663        5.53624                 NaN            NaN            NaN
  1618.59        2500.00        35.6658        56.9686       0.982141        6.38337                 NaN            NaN            NaN
  1615.38        2500.00        34.6672        57.1246       0.977619        7.23053                 NaN            NaN            NaN
  1612.18        2500.00        33.9250        57.2323       0.972168        7.87054                 NaN            NaN            NaN
  1608.97        2500.00        33.1828        57.3399       0.966717        8.51057                 NaN            NaN            NaN
  1605.77        2500.00        32.4406        57.4475       0.961266        9.15062                 NaN            NaN            NaN
  1602.56        2500.00        31.6983        57.5552       0.955814        9.79069                 NaN            NaN            NaN
  1599.36        2500.00        30.9560        57.6628       0.950363        10.4308                 NaN            NaN            NaN
  1596.15        2500.00        30.2137        57.7705       0.944911        11.0709                 NaN            NaN            NaN
  1592.95        2500.00        29.4714        57.8781       0.939459        11.7110                 NaN            NaN            NaN
  1589.74        2500.00        28.7291        57.9858       0.934008        12.3511                 NaN            NaN            NaN
  1586.54        2500.00        28.1437        58.0628       0.927608        12.8659                 NaN            NaN            NaN
  1583.33        2500.00        27.5584        58.1398       0.921208        13.3806                 NaN            NaN            NaN
  1580.13        2500.00        26.9730        58.2169       0.914808        13.8953                 NaN            NaN            NaN
  1576.92        2500.00        26.3876        58.2939       0.908407        14.4101                 NaN            NaN            NaN
  1573.72        2500.00        25.8022        58.3710       0.902007        14.9248                 NaN            NaN            NaN
  1570.51        2500.00        25.2168        58.4480       0.895606        15.4396                 NaN            NaN            NaN
  1567.31        2500.00        24.6313        58.5251       0.889206        15.9544                 NaN            NaN            NaN
  1564.10        2500.00        24.0459        58.6021       0.882805        16.4692                 NaN            NaN            NaN
  1560.90        2500.00        23.5534        58.6594       0.875098        16.9120                 NaN            NaN            NaN
  1557.69        2500.00        23.0610        58.7168       0.867392        17.3549                 NaN            NaN            NaN
  1554.49        2500.00        22.5685        58.7741       0.859685        17.7977                 NaN            NaN            NaN
  1551.28        2500.00        22.0760        58.8314       0.851978        18.2406                 NaN            NaN            NaN
  1548.08        2500.00        21.5835        58.8887       0.844271        18.6834                 NaN            NaN            NaN
  1544.87        2500.00        21.0911        58.9461       0.836564        19.1263                 NaN            NaN            NaN
  1541.67        2500.00        20.5986        59.0034       0.828856        19.5692                 NaN            NaN            NaN
  1538.46        2500.00        20.1061        59.0607       0.821149        20.0121                 NaN            NaN            NaN
  1535.26        2500.00        19.6619        59.1058       0.811751        20.4205                 NaN            NaN            NaN
  1532.05        2500.00        19.2178        59.1509       0.802353        20.8289                 NaN            NaN            NaN
  1528.85        2500.00        18.7737        59.1960       0.792956        21.2373                 NaN            NaN            NaN
  1525.64        2500.00        18.3296        59.2411       0.783558        21.6457                 NaN            NaN            NaN
  1522.44        2500.00        17.8855        59.2862       0.774159        22.0542                 NaN            NaN            NaN
  1519.23        2500.00        17.4413        59.3313       0.764761        22.4626                 NaN            NaN            NaN
  1516.03        2500.00        16.9972        59.3764       0.755363        22.8710                 NaN            NaN            NaN
  1512.82        2500.00        16.5530        59.4215       0.745964        23.2795                 NaN            NaN            NaN
  1509.62        2500.00        16.1282        59.4602       0.734276        23.6774                 NaN            NaN            NaN
  1506.41        2500.00        15.7033        59.4988       0.722588        24.0753                 NaN            NaN            NaN
  1503.21        2500.00        15.2785        59.5374       0.710899        24.4732                 NaN            NaN            NaN
  1500.00        2500.00        14.8536        59.5761       0.699210        24.8711                 NaN            NaN            NaN
  1496.79        2500.00        14.4342        59.6116       0.687025        25.2671                 NaN            NaN            NaN
  1493.59        2500.00        14.0149        59.6472       0.674840        25.6631                 NaN            NaN            NaN
  1490.38        2500.00        13.3155        59.7011       0.674829        25.8283       0.480260                 NaN            NaN
  1487.18        2500.00        12.6552        59.7479       0.678138        25.9507       0.968078                 NaN            NaN
  1483.97        2500.00        12.1117        59.7675       0.686327        26.0490        1.38546                 NaN            NaN
  1480.77        2500.00        11.5682        59.7871       0.694516        26.1473        1.80284                 NaN            NaN
  1477.56        2500.00        11.0248        59.8067       0.702705        26.2456        2.22023                 NaN            NaN
  1474.36        2500.00        10.4813        59.8263       0.710895        26.3439        2.63762                 NaN            NaN
  1471.15        2500.00        9.93780        59.8459       0.719084        26.4422        3.05501                 NaN            NaN
  1467.95        2500.00        9.39431        59.8655       0.727273        26.5405        3.47241                 NaN            NaN
  1464.74        2500.00        8.85081        59.8852       0.735463        26.6388        3.88982                 NaN            NaN
  1461.54        2500.00        8.30731        59.9048       0.743652        26.7370        4.30722                 NaN            NaN
  1458.33        2500.00        7.91485        59.8995       0.756199        26.8000        4.62947                 NaN            NaN
  1455.13        2500.00        7.52238        59.8942       0.768746        26.8629        4.95171                 NaN            NaN
  1451.92        2500.00        7.12991        59.8890       0.781292        26.9259        5.27396                 NaN            NaN
  1448.72        2500.00        6.73744        59.8837       0.793839        26.9888        5.59620                 NaN            NaN
  1445.51        2500.00        6.39352        59.8714       0.807277        27.0417        5.88608                 NaN            NaN
  1442.31        2500.00        6.03148        59.8450       0.829168        26.9121        6.14943       0.232797                 NaN
  1439.10        2500.00        6.03148        59.8450       0.829168        26.9121        6.14943       0.232797                 NaN
  1435.90        2500.00        5.37952        59.7903       0.873348        26.6562       0.679974        6.62071                 NaN
  1432.69        2500.00        5.37952        59.7903       0.873348        26.6562       0.679974        6.62071                 NaN
  1429.49        2500.00        5.37952        59.7903       0.873348        26.6562       0.679974        6.62071                 NaN
  1426.28        2500.00        5.37952        59.7903       0.873348        26.6562       0.679974        6.62071                 NaN
  1423.08        2500.00        5.37952        59.7903       0.873348        26.6562       0.679974        6.62071                 NaN
  1419.87        2500.00        5.37952        59.7903       0.873348        26.6562       0.679974        6.62071                 NaN
  1416.67        2500.00        5.37952        59.7903       0.873348        26.6562       0.679974        6.62071                 NaN
  1413.46        2500.00        5.37952        59.7903       0.873348        26.6562       0.679974        6.62071                 NaN
  1410.26        2500.00        3.45176        59.5423        1.03421        26.0645        1.84138        8.06589                 NaN
  1407.05        2500.00        3.45176        59.5423        1.03421        26.0645        1.84138        8.06589                 NaN
  1403.85        2500.00        3.45176        59.5423        1.03421        26.0645        1.84138        8.06589                 NaN
  1400.64        2500.00        3.45176        59.5423        1.03421        26.0645        1.84138        8.06589                 NaN
  1397.44        2500.00        2.76762        59.4108        1.10881        25.9060        2.20862        8.59816                 NaN
  1394.23        2500.00        2.59660        59.4176        1.12062        25.8207        8.66867        2.32281       0.530417E-001
  1391.03        2500.00        2.43057        59.4387        1.12911        25.7198        2.44209        8.71652       0.123210     
  1387.82        2500.00        2.43057        59.4387        1.12911        25.7198        2.44209        8.71652       0.123210     
  1384.62        2500.00        2.12414        59.4718        1.14693        25.5342        8.80701        2.66240       0.253571     
  1381.41        2500.00        2.12414        59.4718        1.14693        25.5342        8.80701        2.66240       0.253571     
  1378.21        2500.00        2.12414        59.4718        1.14693        25.5342        8.80701        2.66240       0.253571     
  1375.00        2500.00        2.12414        59.4718        1.14693        25.5342        8.80701        2.66240       0.253571     
  1371.79        2500.00        2.12414        59.4718        1.14693        25.5342        8.80701        2.66240       0.253571     
  1368.59        2500.00        2.12414        59.4718        1.14693        25.5342        8.80701        2.66240       0.253571     
  1365.38        2500.00        2.12414        59.4718        1.14693        25.5342        8.80701        2.66240       0.253571     
  1362.18        2500.00        2.12414        59.4718        1.14693        25.5342        8.80701        2.66240       0.253571     
  1358.97        2500.00        1.13417        59.5442        1.21394        24.9524        3.36192        9.08918       0.704166     
  1355.77        2500.00        1.13417        59.5442        1.21394        24.9524        3.36192        9.08918       0.704166     
  1352.56        2500.00        1.13417        59.5442        1.21394        24.9524        3.36192        9.08918       0.704166     
  1349.36        2500.00        1.13417        59.5442        1.21394        24.9524        3.36192        9.08918       0.704166     
  1346.15        2500.00        1.13417        59.5442        1.21394        24.9524        3.36192        9.08918       0.704166     
  1342.95        2500.00        1.13417        59.5442        1.21394        24.9524        3.36192        9.08918       0.704166     
  1339.74        2500.00        1.13417        59.5442        1.21394        24.9524        3.36192        9.08918       0.704166     
  1336.54        2500.00        1.13417        59.5442        1.21394        24.9524        3.36192        9.08918       0.704166     
  1333.33        2500.00       0.365993        59.5380        1.27798        24.5726        9.31559        3.86015        1.06974     
  1330.13        2500.00       0.365993        59.5380        1.27798        24.5726        9.31559        3.86015        1.06974     
  1326.92        2500.00       0.365993        59.5380        1.27798        24.5726        9.31559        3.86015        1.06974     
  1323.72        2500.00       0.365993        59.5380        1.27798        24.5726        9.31559        3.86015        1.06974     
  1320.51        2500.00       0.268999E-001   59.5078        1.30936        24.4477        9.42479        4.05606        1.22739     
  1317.31        2500.00                 NaN   59.5150        1.31428        24.4331        9.41629        4.06745        1.25385     
  1314.10        2500.00                 NaN   59.5240        1.31946        24.4199        9.40654        4.06197        1.26807     
  1310.90        2500.00                 NaN   59.5240        1.31946        24.4199        9.40654        4.06197        1.26807     
  1307.69        2500.00                 NaN   59.5498        1.32794        24.3915        9.37390        4.05286        1.30401     
  1304.49        2500.00                 NaN   59.5498        1.32794        24.3915        9.37390        4.05286        1.30401     
  1301.28        2500.00                 NaN   59.5498        1.32794        24.3915        9.37390        4.05286        1.30401     
  1298.08        2500.00                 NaN   59.5498        1.32794        24.3915        9.37390        4.05286        1.30401     
  1294.87        2500.00                 NaN   59.5498        1.32794        24.3915        9.37390        4.05286        1.30401     
  1291.67        2500.00                 NaN   59.5498        1.32794        24.3915        9.37390        4.05286        1.30401     
  1288.46        2500.00                 NaN   59.5498        1.32794        24.3915        9.37390        4.05286        1.30401     
  1285.26        2500.00                 NaN   59.5498        1.32794        24.3915        9.37390        4.05286        1.30401     
  1282.05        2500.00                 NaN   59.6461        1.36260        24.2900        9.25495        4.00729        1.43899     
  1278.85        2500.00                 NaN   59.6461        1.36260        24.2900        9.25495        4.00729        1.43899     
  1275.64        2500.00                 NaN   59.6461        1.36260        24.2900        9.25495        4.00729        1.43899     
  1272.44        2500.00                 NaN   59.6461        1.36260        24.2900        9.25495        4.00729        1.43899     
  1269.23        2500.00                 NaN   59.6461        1.36260        24.2900        9.25495        4.00729        1.43899     
  1266.03        2500.00                 NaN   59.6461        1.36260        24.2900        9.25495        4.00729        1.43899     
  1262.82        2500.00                 NaN   59.6461        1.36260        24.2900        9.25495        4.00729        1.43899     
  1259.62        2500.00                 NaN   59.6461        1.36260        24.2900        9.25495        4.00729        1.43899     
  1256.41        2500.00                 NaN   59.7298        1.39874        24.2041        9.15151        3.95320        1.56269     
  1253.21        2500.00                 NaN   59.7298        1.39874        24.2041        9.15151        3.95320        1.56269     
  1250.00        2500.00                 NaN   59.7298        1.39874        24.2041        9.15151        3.95320        1.56269     
  1246.79        2500.00                 NaN   59.7298        1.39874        24.2041        9.15151        3.95320        1.56269     
  1243.59        2500.00                 NaN   59.7298        1.39874        24.2041        9.15151        3.95320        1.56269     
  1240.38        2500.00                 NaN   59.7298        1.39874        24.2041        9.15151        3.95320        1.56269     
  1237.18        2500.00                 NaN   59.7298        1.39874        24.2041        9.15151        3.95320        1.56269     
  1233.97        2500.00                 NaN   59.7298        1.39874        24.2041        9.15151        3.95320        1.56269     
  1230.77        2500.00                 NaN   59.8018        1.43703        24.1291        9.06334        3.89473        1.67402     
  1227.56        2500.00                 NaN   59.8018        1.43703        24.1291        9.06334        3.89473        1.67402     
  1224.36        2500.00                 NaN   59.8018        1.43703        24.1291        9.06334        3.89473        1.67402     
  1221.15        2500.00                 NaN   59.8018        1.43703        24.1291        9.06334        3.89473        1.67402     
  1217.95        2500.00                 NaN   59.8018        1.43703        24.1291        9.06334        3.89473        1.67402     
  1214.74        2500.00                 NaN   59.8018        1.43703        24.1291        9.06334        3.89473        1.67402     
  1211.54        2500.00                 NaN   59.8018        1.43703        24.1291        9.06334        3.89473        1.67402     
  1208.33        2500.00                 NaN   59.8018        1.43703        24.1291        9.06334        3.89473        1.67402     
  1205.13        2500.00                 NaN   59.8622        1.47785        24.0681        8.98545        3.83296        1.77344     
  1201.92        2500.00                 NaN   59.8622        1.47785        24.0681        8.98545        3.83296        1.77344     
  1198.72        2500.00                 NaN   59.8622        1.47785        24.0681        8.98545        3.83296        1.77344     
  1195.51        2500.00                 NaN   59.8622        1.47785        24.0681        8.98545        3.83296        1.77344     
  1192.31        2500.00                 NaN   59.8622        1.47785        24.0681        8.98545        3.83296        1.77344     
  1189.10        2500.00                 NaN   59.8622        1.47785        24.0681        8.98545        3.83296        1.77344     
  1185.90        2500.00                 NaN   59.8622        1.47785        24.0681        8.98545        3.83296        1.77344     
  1182.69        2500.00                 NaN   59.8622        1.47785        24.0681        8.98545        3.83296        1.77344     
  1179.49        2500.00                 NaN   59.9101        1.52096        24.0193        8.92195        3.76616        1.86145     
  1176.28        2500.00                 NaN   59.9101        1.52096        24.0193        8.92195        3.76616        1.86145     
  1173.08        2500.00                 NaN   59.9101        1.52096        24.0193        8.92195        3.76616        1.86145     
  1169.87        2500.00                 NaN   59.9101        1.52096        24.0193        8.92195        3.76616        1.86145     
  1166.67        2500.00                 NaN   59.9101        1.52096        24.0193        8.92195        3.76616        1.86145     
  1163.46        2500.00                 NaN   59.9101        1.52096        24.0193        8.92195        3.76616        1.86145     
  1160.26        2500.00                 NaN   59.9101        1.52096        24.0193        8.92195        3.76616        1.86145     
  1157.05        2500.00                 NaN   59.9101        1.52096        24.0193        8.92195        3.76616        1.86145     
  1153.85        2500.00                 NaN   59.9451        1.56728        23.9872        8.86824        3.69531        1.93692     
  1150.64        2500.00                 NaN   59.9451        1.56728        23.9872        8.86824        3.69531        1.93692     
  1147.44        2500.00                 NaN   59.9451        1.56728        23.9872        8.86824        3.69531        1.93692     
  1144.23        2500.00                 NaN   59.9451        1.56728        23.9872        8.86824        3.69531        1.93692     
  1141.03        2500.00                 NaN   59.9451        1.56728        23.9872        8.86824        3.69531        1.93692     
  1137.82        2500.00                 NaN   59.9451        1.56728        23.9872        8.86824        3.69531        1.93692     
  1134.62        2500.00                 NaN   59.9451        1.56728        23.9872        8.86824        3.69531        1.93692     
  1131.41        2500.00                 NaN   59.9451        1.56728        23.9872        8.86824        3.69531        1.93692     
  1128.21        2500.00                 NaN   59.9693        1.61649        23.9668        3.62283        8.82077        2.00384     
  1125.00        2500.00                 NaN   59.9693        1.61649        23.9668        3.62283        8.82077        2.00384     
  1121.79        2500.00                 NaN   59.9693        1.61649        23.9668        3.62283        8.82077        2.00384     
  1118.59        2500.00                 NaN   59.9693        1.61649        23.9668        3.62283        8.82077        2.00384     
  1115.38        2500.00                 NaN   59.9693        1.61649        23.9668        3.62283        8.82077        2.00384     
  1112.18        2500.00                 NaN   59.9693        1.61649        23.9668        3.62283        8.82077        2.00384     
  1108.97        2500.00                 NaN   59.9693        1.61649        23.9668        3.62283        8.82077        2.00384     
  1105.77        2500.00                 NaN   59.9693        1.61649        23.9668        3.62283        8.82077        2.00384     
  1102.56        2500.00                 NaN   59.9785        1.66948        23.9649        8.78558        3.54474        2.05677     
  1099.36        2500.00                 NaN   59.9785        1.66948        23.9649        8.78558        3.54474        2.05677     
  1096.15        2500.00                 NaN   59.9785        1.66948        23.9649        8.78558        3.54474        2.05677     
  1092.95        2500.00                 NaN   59.9785        1.66948        23.9649        8.78558        3.54474        2.05677     
  1089.74        2500.00                 NaN   59.9785        1.66948        23.9649        8.78558        3.54474        2.05677     
  1086.54        2500.00                 NaN   59.9785        1.66948        23.9649        8.78558        3.54474        2.05677     
  1083.33        2500.00                 NaN   59.9785        1.66948        23.9649        8.78558        3.54474        2.05677     
  1080.13        2500.00                 NaN   59.9785        1.66948        23.9649        8.78558        3.54474        2.05677     
  1076.92        2500.00                 NaN   59.9793        1.72635        23.9727        8.75535        3.46597        2.10035     
  1073.72        2500.00                 NaN   59.9793        1.72635        23.9727        8.75535        3.46597        2.10035     
  1070.51        2500.00                 NaN   59.9793        1.72635        23.9727        8.75535        3.46597        2.10035     
  1067.31        2500.00                 NaN   59.9793        1.72635        23.9727        8.75535        3.46597        2.10035     
  1064.10        2500.00                 NaN   59.9793        1.72635        23.9727        8.75535        3.46597        2.10035     
  1060.90        2500.00                 NaN   59.9793        1.72635        23.9727        8.75535        3.46597        2.10035     
  1057.69        2500.00                 NaN   59.9793        1.72635        23.9727        8.75535        3.46597        2.10035     
  1054.49        2500.00                 NaN   59.9793        1.72635        23.9727        8.75535        3.46597        2.10035     
  1051.28        2500.00                 NaN   59.9637        1.78809        23.9983        3.38316        8.73572        2.13104     
  1048.08        2500.00                 NaN   59.9637        1.78809        23.9983        3.38316        8.73572        2.13104     
  1044.87        2500.00                 NaN   59.9637        1.78809        23.9983        3.38316        8.73572        2.13104     
  1041.67        2500.00                 NaN   59.9637        1.78809        23.9983        3.38316        8.73572        2.13104     
  1038.46        2500.00                 NaN   59.9637        1.78809        23.9983        3.38316        8.73572        2.13104     
  1035.26        2500.00                 NaN   59.9637        1.78809        23.9983        3.38316        8.73572        2.13104     
  1032.05        2500.00                 NaN   59.9637        1.78809        23.9983        3.38316        8.73572        2.13104     
  1028.85        2500.00                 NaN   59.9637        1.78809        23.9983        3.38316        8.73572        2.13104     
  1025.64        2500.00                 NaN   59.9317        1.85629        24.0402        3.29843        8.72656        2.14683     
