|6.6.6
Archiving\03_Data\Deq/QFM_m0.25/T13/T13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.7191       0.280938                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.6997       0.300305                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.6803       0.319676                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.6609       0.339052                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.6416       0.358433                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.6222       0.377818                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.6028       0.397208                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5834       0.416602                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5640       0.436001                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.4960       0.503987                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.4280       0.571994                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3600       0.640022                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2919       0.708069                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2239       0.776137                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1558       0.844225                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0877       0.912333                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0195       0.980462                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.6651        1.33495                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.3103        1.68968                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        97.9554        2.04464                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        97.6001        2.39985                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        97.2447        2.75530                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        96.8890        3.11099                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        96.5331        3.46691                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        96.1769        3.82307                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        95.5654        4.43457                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        94.9151        5.07378       0.110742E-001            NaN            NaN            NaN            NaN
  1913.46        2500.00        94.2400        5.73663       0.233608E-001            NaN            NaN            NaN            NaN
  1910.26        2500.00        93.5641        6.40021       0.356616E-001            NaN            NaN            NaN            NaN
  1907.05        2500.00        92.8775        7.07509       0.474336E-001            NaN            NaN            NaN            NaN
  1903.85        2500.00        92.1901        7.75072       0.592194E-001            NaN            NaN            NaN            NaN
  1900.64        2500.00        91.5019        8.42711       0.710188E-001            NaN            NaN            NaN            NaN
  1897.44        2500.00        90.8129        9.10425       0.828318E-001            NaN            NaN            NaN            NaN
  1894.23        2500.00        90.1414        9.76476       0.938229E-001            NaN            NaN            NaN            NaN
  1891.03        2500.00        89.4692        10.4260       0.104827                 NaN            NaN            NaN            NaN
  1887.82        2500.00        88.7962        11.0880       0.115843                 NaN            NaN            NaN            NaN
  1884.62        2500.00        88.1225        11.7506       0.126871                 NaN            NaN            NaN            NaN
  1881.41        2500.00        87.4480        12.4140       0.137912                 NaN            NaN            NaN            NaN
  1878.21        2500.00        86.7729        13.0782       0.148965                 NaN            NaN            NaN            NaN
  1875.00        2500.00        86.0970        13.7430       0.160031                 NaN            NaN            NaN            NaN
  1871.79        2500.00        85.4204        14.4085       0.171109                 NaN            NaN            NaN            NaN
  1868.59        2500.00        84.7831        15.0357       0.181198                 NaN            NaN            NaN            NaN
  1865.38        2500.00        84.1452        15.6635       0.191299                 NaN            NaN            NaN            NaN
  1862.18        2500.00        83.5067        16.2919       0.201410                 NaN            NaN            NaN            NaN
  1858.97        2500.00        82.8675        16.9210       0.211532                 NaN            NaN            NaN            NaN
  1855.77        2500.00        82.2276        17.5507       0.221664                 NaN            NaN            NaN            NaN
  1852.56        2500.00        81.5871        18.1811       0.231807                 NaN            NaN            NaN            NaN
  1849.36        2500.00        80.9460        18.8120       0.241960                 NaN            NaN            NaN            NaN
  1846.15        2500.00        80.3043        19.4436       0.252124                 NaN            NaN            NaN            NaN
  1842.95        2500.00        79.6958        20.0428       0.261381                 NaN            NaN            NaN            NaN
  1839.74        2500.00        79.0868        20.6425       0.270647                 NaN            NaN            NaN            NaN
  1836.54        2500.00        78.4772        21.2429       0.279922                 NaN            NaN            NaN            NaN
  1833.33        2500.00        77.8671        21.8437       0.289206                 NaN            NaN            NaN            NaN
  1830.13        2500.00        77.2563        22.4452       0.298500                 NaN            NaN            NaN            NaN
  1826.92        2500.00        76.6450        23.0472       0.307802                 NaN            NaN            NaN            NaN
  1823.72        2500.00        76.0332        23.6497       0.317114                 NaN            NaN            NaN            NaN
  1820.51        2500.00        75.4208        24.2528       0.326434                 NaN            NaN            NaN            NaN
  1817.31        2500.00        74.8339        24.8310       0.335008                 NaN            NaN            NaN            NaN
  1814.10        2500.00        74.2466        25.4098       0.343590                 NaN            NaN            NaN            NaN
  1810.90        2500.00        73.6587        25.9891       0.352179                 NaN            NaN            NaN            NaN
  1807.69        2500.00        73.0704        26.5688       0.360777                 NaN            NaN            NaN            NaN
  1804.49        2500.00        72.4815        27.1491       0.369382                 NaN            NaN            NaN            NaN
  1801.28        2500.00        71.8921        27.7299       0.377995                 NaN            NaN            NaN            NaN
  1798.08        2500.00        71.3023        28.3111       0.386616                 NaN            NaN            NaN            NaN
  1794.87        2500.00        70.7119        28.8929       0.395244                 NaN            NaN            NaN            NaN
  1791.67        2500.00        70.1441        29.4528       0.403149                 NaN            NaN            NaN            NaN
  1788.46        2500.00        69.5757        30.0132       0.411059                 NaN            NaN            NaN            NaN
  1785.26        2500.00        69.0070        30.5740       0.418977                 NaN            NaN            NaN            NaN
  1782.05        2500.00        68.4378        31.1353       0.426901                 NaN            NaN            NaN            NaN
  1778.85        2500.00        67.8681        31.6970       0.434832                 NaN            NaN            NaN            NaN
  1775.64        2500.00        67.2980        32.2592       0.442769                 NaN            NaN            NaN            NaN
  1772.44        2500.00        66.7275        32.8218       0.450712                 NaN            NaN            NaN            NaN
  1769.23        2500.00        66.1565        33.3848       0.458662                 NaN            NaN            NaN            NaN
  1766.03        2500.00        65.6073        33.9267       0.466013                 NaN            NaN            NaN            NaN
  1762.82        2500.00        65.0577        34.4689       0.473370                 NaN            NaN            NaN            NaN
  1759.62        2500.00        64.5077        35.0116       0.480732                 NaN            NaN            NaN            NaN
  1756.41        2500.00        63.9573        35.5546       0.488100                 NaN            NaN            NaN            NaN
  1753.21        2500.00        63.4066        36.0980       0.495473                 NaN            NaN            NaN            NaN
  1750.00        2500.00        62.8554        36.6417       0.502852                 NaN            NaN            NaN            NaN
  1746.79        2500.00        62.3039        37.1859       0.510236                 NaN            NaN            NaN            NaN
  1743.59        2500.00        61.7520        37.7304       0.517625                 NaN            NaN            NaN            NaN
  1740.38        2500.00        61.2247        38.2509       0.524408                 NaN            NaN            NaN            NaN
  1737.18        2500.00        60.6971        38.7717       0.531196                 NaN            NaN            NaN            NaN
  1733.97        2500.00        60.1692        39.2928       0.537989                 NaN            NaN            NaN            NaN
  1730.77        2500.00        59.6410        39.8142       0.544785                 NaN            NaN            NaN            NaN
  1727.56        2500.00        59.1124        40.3360       0.551586                 NaN            NaN            NaN            NaN
  1724.36        2500.00        58.5836        40.8580       0.558392                 NaN            NaN            NaN            NaN
  1721.15        2500.00        58.0544        41.3804       0.565201                 NaN            NaN            NaN            NaN
  1717.95        2500.00        57.5249        41.9031       0.572015                 NaN            NaN            NaN            NaN
  1714.74        2500.00        57.0246        42.3970       0.578386                 NaN            NaN            NaN            NaN
  1711.54        2500.00        56.5241        42.8911       0.584760                 NaN            NaN            NaN            NaN
  1708.33        2500.00        56.0233        43.3855       0.591137                 NaN            NaN            NaN            NaN
  1705.13        2500.00        55.5223        43.8802       0.597518                 NaN            NaN            NaN            NaN
  1701.92        2500.00        55.0210        44.3751       0.603903                 NaN            NaN            NaN            NaN
  1698.72        2500.00        54.5195        44.8702       0.610291                 NaN            NaN            NaN            NaN
  1695.51        2500.00        54.0177        45.3656       0.616682                 NaN            NaN            NaN            NaN
  1692.31        2500.00        53.5157        45.8613       0.623076                 NaN            NaN            NaN            NaN
  1689.10        2500.00        53.0491        46.3218       0.629138                 NaN            NaN            NaN            NaN
  1685.90        2500.00        52.5824        46.7824       0.635203                 NaN            NaN            NaN            NaN
  1682.69        2500.00        52.1154        47.2433       0.641270                 NaN            NaN            NaN            NaN
  1679.49        2500.00        51.6483        47.7044       0.647340                 NaN            NaN            NaN            NaN
  1676.28        2500.00        51.1809        48.1656       0.653412                 NaN            NaN            NaN            NaN
  1673.08        2500.00        50.7134        48.6271       0.659487                 NaN            NaN            NaN            NaN
  1669.87        2500.00        50.2458        49.0887       0.665565                 NaN            NaN            NaN            NaN
  1666.67        2500.00        49.7779        49.5504       0.671645                 NaN            NaN            NaN            NaN
  1663.46        2500.00        49.3395        49.9832       0.677318                 NaN            NaN            NaN            NaN
  1660.26        2500.00        48.9010        50.4160       0.682994                 NaN            NaN            NaN            NaN
  1657.05        2500.00        48.4623        50.8490       0.688671                 NaN            NaN            NaN            NaN
  1653.85        2500.00        48.0235        51.2821       0.694351                 NaN            NaN            NaN            NaN
  1650.64        2500.00        47.6008        51.6993       0.699917                 NaN            NaN            NaN            NaN
  1647.44        2500.00        47.1779        52.1166       0.705485                 NaN            NaN            NaN            NaN
  1644.23        2500.00        46.7627        52.5263       0.710965                 NaN            NaN            NaN            NaN
  1641.03        2500.00        45.9918        52.8534       0.713165       0.441670                 NaN            NaN            NaN
  1637.82        2500.00        44.9784        53.0451       0.711053        1.26545                 NaN            NaN            NaN
  1634.62        2500.00        43.9630        53.2371       0.708935        2.09104                 NaN            NaN            NaN
  1631.41        2500.00        42.9453        53.4294       0.706812        2.91845                 NaN            NaN            NaN
  1628.21        2500.00        41.9256        53.6220       0.704682        3.74767                 NaN            NaN            NaN
  1625.00        2500.00        40.9037        53.8150       0.702547        4.57872                 NaN            NaN            NaN
  1621.79        2500.00        39.8798        54.0083       0.700405        5.41158                 NaN            NaN            NaN
  1618.59        2500.00        38.8536        54.2019       0.698258        6.24627                 NaN            NaN            NaN
  1615.38        2500.00        37.8254        54.3958       0.696105        7.08277                 NaN            NaN            NaN
  1612.18        2500.00        37.0604        54.5321       0.693145        7.71433                 NaN            NaN            NaN
  1608.97        2500.00        36.2943        54.6686       0.690180        8.34693                 NaN            NaN            NaN
  1605.77        2500.00        35.5269        54.8053       0.687209        8.98058                 NaN            NaN            NaN
  1602.56        2500.00        34.7584        54.9421       0.684233        9.61528                 NaN            NaN            NaN
  1599.36        2500.00        33.9887        55.0790       0.681251        10.2510                 NaN            NaN            NaN
  1596.15        2500.00        33.2178        55.2162       0.678263        10.8878                 NaN            NaN            NaN
  1592.95        2500.00        32.4457        55.3534       0.675269        11.5257                 NaN            NaN            NaN
  1589.74        2500.00        31.6724        55.4908       0.672270        12.1645                 NaN            NaN            NaN
  1586.54        2500.00        31.0614        55.5921       0.668462        12.6780                 NaN            NaN            NaN
  1583.33        2500.00        30.4498        55.6934       0.664648        13.1922                 NaN            NaN            NaN
  1580.13        2500.00        29.8374        55.7948       0.660828        13.7070                 NaN            NaN            NaN
  1576.92        2500.00        29.2242        55.8963       0.657003        14.2225                 NaN            NaN            NaN
  1573.72        2500.00        28.6103        55.9978       0.653172        14.7387                 NaN            NaN            NaN
  1570.51        2500.00        27.9956        56.0995       0.649335        15.2556                 NaN            NaN            NaN
  1567.31        2500.00        27.3802        56.2012       0.645492        15.7732                 NaN            NaN            NaN
  1564.10        2500.00        26.7640        56.3030       0.641644        16.2914                 NaN            NaN            NaN
  1560.90        2500.00        26.2441        56.3820       0.636821        16.7371                 NaN            NaN            NaN
  1557.69        2500.00        25.7237        56.4611       0.631991        17.1833                 NaN            NaN            NaN
  1554.49        2500.00        25.2027        56.5402       0.627155        17.6299                 NaN            NaN            NaN
  1551.28        2500.00        24.6812        56.6194       0.622314        18.0771                 NaN            NaN            NaN
  1548.08        2500.00        24.1591        56.6986       0.617466        18.5248                 NaN            NaN            NaN
  1544.87        2500.00        23.6365        56.7779       0.612613        18.9730                 NaN            NaN            NaN
  1541.67        2500.00        23.1134        56.8572       0.607753        19.4216                 NaN            NaN            NaN
  1538.46        2500.00        22.5897        56.9366       0.602888        19.8708                 NaN            NaN            NaN
  1535.26        2500.00        22.1153        57.0029       0.596825        20.2849                 NaN            NaN            NaN
  1532.05        2500.00        21.6405        57.0692       0.590755        20.6995                 NaN            NaN            NaN
  1528.85        2500.00        21.1653        57.1355       0.584679        21.1145                 NaN            NaN            NaN
  1525.64        2500.00        20.6896        57.2019       0.578596        21.5299                 NaN            NaN            NaN
  1522.44        2500.00        20.2135        57.2683       0.572506        21.9457                 NaN            NaN            NaN
  1519.23        2500.00        19.7369        57.3348       0.566410        22.3619                 NaN            NaN            NaN
  1516.03        2500.00        19.2599        57.4013       0.560308        22.7786                 NaN            NaN            NaN
  1512.82        2500.00        18.7824        57.4678       0.554199        23.1956                 NaN            NaN            NaN
  1509.62        2500.00        18.3238        57.5280       0.546335        23.6019                 NaN            NaN            NaN
  1506.41        2500.00        17.8647        57.5883       0.538462        24.0085                 NaN            NaN            NaN
  1503.21        2500.00        17.4053        57.6486       0.530581        24.4155                 NaN            NaN            NaN
  1500.00        2500.00        16.9454        57.7089       0.522692        24.8230                 NaN            NaN            NaN
  1496.79        2500.00        16.4903        57.7666       0.514479        25.2287                 NaN            NaN            NaN
  1493.59        2500.00        16.0347        57.8243       0.506258        25.6347                 NaN            NaN            NaN
  1490.38        2500.00        15.2713        57.9187       0.507805        25.8162       0.485996                 NaN            NaN
  1487.18        2500.00        14.5486        58.0048       0.511837        25.9545       0.980340                 NaN            NaN
  1483.97        2500.00        13.9513        58.0594       0.519530        26.0664        1.40343                 NaN            NaN
  1480.77        2500.00        13.3531        58.1140       0.527237        26.1784        1.82718                 NaN            NaN
  1477.56        2500.00        12.7541        58.1687       0.534957        26.2907        2.25158                 NaN            NaN
  1474.36        2500.00        12.1543        58.2233       0.542692        26.4031        2.67664                 NaN            NaN
  1471.15        2500.00        11.5536        58.2780       0.550440        26.5156        3.10235                 NaN            NaN
  1467.95        2500.00        10.9521        58.3327       0.558202        26.6283        3.52872                 NaN            NaN
  1464.74        2500.00        10.3497        58.3874       0.565978        26.7412        3.95574                 NaN            NaN
  1461.54        2500.00        9.74653        58.4421       0.573767        26.8542        4.38341                 NaN            NaN
  1458.33        2500.00        9.30784        58.4649       0.584779        26.9289        4.71358                 NaN            NaN
  1455.13        2500.00        8.86871        58.4876       0.595805        27.0037        5.04414                 NaN            NaN
  1451.92        2500.00        8.42913        58.5104       0.606846        27.0786        5.37508                 NaN            NaN
  1448.72        2500.00        7.98910        58.5331       0.617901        27.1535        5.70641                 NaN            NaN
  1445.51        2500.00        7.60180        58.5464       0.629584        27.2174        6.00475                 NaN            NaN
  1442.31        2500.00        7.19311        58.5479       0.647970        27.0981        6.27658       0.236338                 NaN
  1439.10        2500.00        7.19271        58.5481       0.647989        27.0982        6.27662       0.236340                 NaN
  1435.90        2500.00        6.45407        58.5437       0.685230        26.8616       0.691012        6.76440                 NaN
  1432.69        2500.00        6.45372        58.5438       0.685250        26.8618       0.691018        6.76443                 NaN
  1429.49        2500.00        6.45337        58.5439       0.685270        26.8619       0.691025        6.76446                 NaN
  1426.28        2500.00        6.45302        58.5441       0.685290        26.8621       0.691031        6.76449                 NaN
  1423.08        2500.00        6.45268        58.5442       0.685310        26.8622       0.691038        6.76452                 NaN
  1419.87        2500.00        6.45233        58.5444       0.685330        26.8624       0.691044        6.76456                 NaN
  1416.67        2500.00        6.45198        58.5445       0.685350        26.8625       0.691051        6.76459                 NaN
  1413.46        2500.00        6.45163        58.5446       0.685370        26.8627       0.691057        6.76462                 NaN
  1410.26        2500.00        4.23680        58.4626       0.821800        26.3324        1.87773        8.26860                 NaN
  1407.05        2500.00        4.23661        58.4626       0.821823        26.3325        1.87775        8.26863                 NaN
  1403.85        2500.00        4.23641        58.4627       0.821846        26.3327        1.87776        8.26866                 NaN
  1400.64        2500.00        4.23622        58.4627       0.821869        26.3328        1.87778        8.26868                 NaN
  1397.44        2500.00        3.43299        58.3981       0.885673        26.2003        2.25578        8.82710                 NaN
  1394.23        2500.00        3.22973        58.4146       0.895630        26.1191        8.90239        2.37328       0.652881E-001
  1391.03        2500.00        3.03128        58.4426       0.902719        26.0217        2.49601        8.95400       0.151692     
  1387.82        2500.00        3.03116        58.4425       0.902744        26.0218        2.49603        8.95402       0.151702     
  1384.62        2500.00        2.66285        58.4896       0.917589        25.8426        9.05190        2.72305       0.312327     
  1381.41        2500.00        2.66275        58.4896       0.917615        25.8427        9.05192        2.72307       0.312346     
  1378.21        2500.00        2.66265        58.4895       0.917640        25.8428        9.05194        2.72309       0.312365     
  1375.00        2500.00        2.66255        58.4895       0.917665        25.8429        9.05196        2.72311       0.312384     
  1371.79        2500.00        2.66245        58.4894       0.917690        25.8429        9.05198        2.72313       0.312403     
  1368.59        2500.00        2.66235        58.4893       0.917715        25.8430        9.05200        2.72315       0.312422     
  1365.38        2500.00        2.66225        58.4893       0.917740        25.8431        9.05202        2.72317       0.312441     
  1362.18        2500.00        2.66215        58.4892       0.917765        25.8432        9.05204        2.72319       0.312459     
  1358.97        2500.00        1.44855        58.6166       0.973944        25.2841        3.44768        9.36043       0.868746     
  1355.77        2500.00        1.44850        58.6164       0.973969        25.2841        3.44770        9.36044       0.868798     
  1352.56        2500.00        1.44846        58.6163       0.973995        25.2842        3.44772        9.36045       0.868850     
  1349.36        2500.00        1.44842        58.6162       0.974021        25.2843        3.44775        9.36047       0.868901     
  1346.15        2500.00        1.44837        58.6161       0.974046        25.2843        3.44777        9.36048       0.868953     
  1342.95        2500.00        1.44833        58.6159       0.974072        25.2844        3.44779        9.36049       0.869004     
  1339.74        2500.00        1.44829        58.6158       0.974097        25.2844        3.44781        9.36051       0.869056     
  1336.54        2500.00        1.44824        58.6157       0.974123        25.2845        3.44783        9.36052       0.869107     
  1333.33        2500.00       0.474876        58.6671        1.02858        24.9285        9.61006        3.96911        1.32180     
  1330.13        2500.00       0.474865        58.6669        1.02861        24.9285        9.61007        3.96913        1.32188     
  1326.92        2500.00       0.474853        58.6668        1.02863        24.9286        9.61009        3.96915        1.32196     
  1323.72        2500.00       0.474842        58.6666        1.02866        24.9286        9.61010        3.96918        1.32204     
  1320.51        2500.00       0.351471E-001   58.6686        1.05566        24.8166        9.73016        4.17605        1.51779     
  1317.31        2500.00                 NaN   58.6763        1.05967        24.8021        9.72284        4.18850        1.55063     
  1314.10        2500.00                 NaN   58.6831        1.06385        24.7889        9.71306        4.18286        1.56827     
  1310.90        2500.00                 NaN   58.6829        1.06388        24.7889        9.71307        4.18289        1.56836     
