|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/TIS/TIS_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1167.54        500.000        1.49161                 NaN   1.39407        4.94413                 NaN   7.07207        43.6146                 NaN   41.4836     
  1166.48        500.000        1.48854                 NaN   1.40121        4.93994                 NaN   7.07357        43.6130                 NaN   41.4837     
  1165.41        500.000        1.48538                 NaN   1.40847        4.93581                 NaN   7.07506        43.6115                 NaN   41.4838     
  1164.35        500.000        1.48222                 NaN   1.41569        4.93170                 NaN   7.07658        43.6099                 NaN   41.4839     
  1163.29        500.000        1.47905                 NaN   1.42293        4.92762                 NaN   7.07810        43.6083                 NaN   41.4840     
  1162.23        500.000        1.47588                 NaN   1.43013        4.92357                 NaN   7.07962        43.6067                 NaN   41.4841     
  1161.17        500.000        1.47266                 NaN   1.43739        4.91957                 NaN   7.08113        43.6052                 NaN   41.4841     
  1160.11        500.000        1.46943                 NaN   1.44466        4.91559                 NaN   7.08265        43.6036                 NaN   41.4841     
  1159.05        500.000        1.46616                 NaN   1.45195        4.91166                 NaN   7.08417        43.6020                 NaN   41.4841     
  1157.99        500.000        1.46288                 NaN   1.45924        4.90776                 NaN   7.08571        43.6003                 NaN   41.4841     
  1156.93        500.000        1.45958                 NaN   1.46651        4.90395                 NaN   7.08724        43.5987                 NaN   41.4840     
  1155.87        500.000        1.45627                 NaN   1.47382        4.90009                 NaN   7.08877        43.5971                 NaN   41.4840     
  1154.81        500.000        1.45294                 NaN   1.48114        4.89627                 NaN   7.09032        43.5954                 NaN   41.4839     
  1153.75        500.000        1.44959                 NaN   1.48847        4.89249                 NaN   7.09186        43.5938                 NaN   41.4838     
  1152.69        500.000        1.44627                 NaN   1.49575        4.88873                 NaN   7.09340        43.5921                 NaN   41.4837     
  1151.63        500.000        1.44293                 NaN   1.50303        4.88500                 NaN   7.09494        43.5904                 NaN   41.4837     
  1150.57        500.000        1.43957                 NaN   1.51032        4.88131                 NaN   7.09648        43.5888                 NaN   41.4835     
  1149.51        500.000        1.43619                 NaN   1.51761        4.87766                 NaN   7.09804        43.5871                 NaN   41.4834     
  1148.45        500.000        1.43279                 NaN   1.52496        4.87402                 NaN   7.09959        43.5854                 NaN   41.4833     
  1147.39        500.000        1.42939                 NaN   1.53226        4.87042                 NaN   7.10114        43.5837                 NaN   41.4831     
  1146.33        500.000        1.42594                 NaN   1.53963        4.86684                 NaN   7.10271        43.5820                 NaN   41.4829     
  1145.27        500.000        1.42248                 NaN   1.54700        4.86307                 NaN   7.10426        43.5804                 NaN   41.4828     
  1144.21        500.000        1.41900                 NaN   1.55436        4.85957                 NaN   7.10583        43.5787                 NaN   41.4826     
  1143.15        500.000        1.41549                 NaN   1.56176        4.85609                 NaN   7.10741        43.5769                 NaN   41.4823     
  1142.09        500.000        1.41196                 NaN   1.56912        4.85274                 NaN   7.10900        43.5751                 NaN   41.4820     
  1141.03        500.000        1.40842                 NaN   1.57654        4.84933                 NaN   7.11059        43.5734                 NaN   41.4818     
  1139.97        500.000        1.40794                 NaN   1.57957        4.84575                 NaN   7.11155        43.5716                 NaN   41.4836     
  1138.91        500.000                 NaN            NaN   3.03136        4.73289                 NaN   7.22378        43.6985       0.463759        40.8497     
  1137.85        500.000                 NaN            NaN   3.03387        4.72901                 NaN   7.22431        43.6971       0.463840        40.8519     
  1136.79        500.000                 NaN            NaN   3.03638        4.72514                 NaN   7.22483        43.6957       0.463917        40.8541     
  1135.72        500.000                 NaN            NaN   3.03886        4.72132                 NaN   7.22536        43.6942       0.463995        40.8563     
  1134.66        500.000                 NaN            NaN   3.04132        4.71754                 NaN   7.22588        43.6927       0.464068        40.8585     
  1133.60        500.000                 NaN            NaN   3.04377        4.71378                 NaN   7.22641        43.6912       0.464144        40.8607     
  1132.54        500.000                 NaN            NaN   3.04619        4.71005                 NaN   7.22694        43.6898       0.464217        40.8628     
  1131.48        500.000                 NaN            NaN   3.04860        4.70638                 NaN   7.22747        43.6883       0.464290        40.8650     
  1130.42        500.000                 NaN            NaN   3.05098        4.70273                 NaN   7.22801        43.6868       0.464361        40.8672     
  1129.36        500.000                 NaN            NaN   3.05335        4.69910                 NaN   7.22854        43.6852       0.464432        40.8693     
  1128.30        500.000                 NaN            NaN   3.05570        4.69553                 NaN   7.22908        43.6837       0.464500        40.8715     
  1127.24        500.000                 NaN            NaN   3.05804        4.69197                 NaN   7.22961        43.6822       0.464569        40.8736     
  1126.18        500.000                 NaN            NaN   3.06036        4.68845                 NaN   7.23016        43.6806       0.464635        40.8758     
  1125.12        500.000                 NaN            NaN   3.06268        4.68492                 NaN   7.23069        43.6791       0.464705        40.8779     
  1124.06        500.000                 NaN            NaN   3.06496        4.68146                 NaN   7.23124        43.6775       0.464769        40.8800     
  1123.00        500.000                 NaN            NaN   3.06723        4.67803                 NaN   7.23178        43.6760       0.464833        40.8822     
  1121.94        500.000                 NaN            NaN   3.06948        4.67464                 NaN   7.23233        43.6744       0.464895        40.8843     
  1120.88        500.000                 NaN            NaN   3.07172        4.67127                 NaN   7.23289        43.6728       0.464958        40.8864     
  1119.82        500.000                 NaN            NaN   3.07394        4.66793                 NaN   7.23344        43.6712       0.465019        40.8885     
  1118.76        500.000                 NaN            NaN   3.07614        4.66461                 NaN   7.23399        43.6696       0.465080        40.8906     
  1117.70        500.000                 NaN            NaN   3.07833        4.66134                 NaN   7.23455        43.6679       0.465137        40.8927     
  1116.64        500.000                 NaN            NaN   3.08050        4.65808                 NaN   7.23511        43.6663       0.465196        40.8948     
  1115.58        500.000                 NaN            NaN   3.08266        4.65486                 NaN   7.23567        43.6647       0.465253        40.8969     
  1114.52        500.000                 NaN            NaN   3.08479        4.65170                 NaN   7.23623        43.6630       0.465307        40.8990     
  1113.46        500.000                 NaN            NaN   3.08694        4.64849                 NaN   7.23679        43.6614       0.465365        40.9011     
  1112.40        500.000                 NaN            NaN   3.08904        4.64536                 NaN   7.23736        43.6597       0.465419        40.9031     
  1111.34        500.000                 NaN            NaN   3.09114        4.64225                 NaN   7.23793        43.6580       0.465472        40.9052     
  1110.28        500.000                 NaN            NaN   3.09322        4.63918                 NaN   7.23850        43.6563       0.465524        40.9073     
  1109.22        500.000                 NaN            NaN   3.09529        4.63613                 NaN   7.23908        43.6546       0.465575        40.9093     
  1108.16        500.000                 NaN            NaN   3.09734        4.63311                 NaN   7.23965        43.6529       0.465625        40.9114     
  1107.10        500.000                 NaN            NaN   3.09876        4.63140                 NaN   7.24035        43.6506       0.465611        40.9132     
  1106.04        500.000                 NaN            NaN   3.10140        4.62715                 NaN   7.24081        43.6494       0.465723        40.9155     
  1104.97        500.000                 NaN            NaN   3.10341        4.62420                 NaN   7.24140        43.6477       0.465770        40.9175     
  1103.91        500.000                 NaN            NaN   3.10541        4.62129                 NaN   7.24198        43.6459       0.465817        40.9196     
  1102.85        500.000                 NaN            NaN   3.10739        4.61839                 NaN   7.24257        43.6442       0.465863        40.9216     
  1101.79        500.000                 NaN            NaN   3.10936        4.61554                 NaN   7.24316        43.6424       0.465908        40.9236     
  1100.73        500.000                 NaN            NaN   3.11131        4.61270                 NaN   7.24376        43.6406       0.465952        40.9257     
  1099.67        500.000                 NaN            NaN   3.11326        4.60988                 NaN   7.24435        43.6388       0.465995        40.9277     
  1098.61        500.000                 NaN            NaN   3.11519        4.60709                 NaN   7.24495        43.6370       0.466038        40.9297     
  1097.55        500.000                 NaN            NaN   3.11711        4.60431                 NaN   7.24555        43.6352       0.466080        40.9317     
  1096.49        500.000                 NaN            NaN   3.11898        4.60165                 NaN   7.24616        43.6334       0.466116        40.9337     
  1095.43        500.000                 NaN            NaN   3.12055        4.59962                 NaN   7.24683        43.6313       0.466122        40.9356     
  1094.37        500.000                 NaN            NaN   3.12242        4.59694                 NaN   7.24744        43.6294       0.466160        40.9376     
  1093.31        500.000                 NaN            NaN   3.12458        4.59366                 NaN   7.24799        43.6278       0.466230        40.9397     
  1092.25        500.000                 NaN            NaN   3.12650        4.59087                 NaN   7.24859        43.6260       0.466275        40.9417     
  1091.19        500.000                 NaN            NaN   3.12836        4.58822                 NaN   7.24920        43.6242       0.466313        40.9437     
  1090.13        500.000                 NaN            NaN   3.13017        4.58567                 NaN   7.24982        43.6223       0.466347        40.9457     
  1089.07        500.000                 NaN            NaN   3.13201        4.58305                 NaN   7.25044        43.6204       0.466384        40.9477     
  1088.01        500.000                 NaN            NaN   3.13381        4.58052                 NaN   7.25107        43.6185       0.466417        40.9497     
  1086.95        500.000                 NaN            NaN   3.13561        4.57797                 NaN   7.25169        43.6166       0.466452        40.9517     
  1085.89        500.000                 NaN            NaN   3.13739        4.57547                 NaN   7.25232        43.6147       0.466485        40.9537     
  1084.83        500.000                 NaN            NaN   3.13917        4.57299                 NaN   7.25295        43.6127       0.466517        40.9556     
  1083.77        500.000                 NaN            NaN   3.14100        4.57038                 NaN   7.25357        43.6109       0.466556        40.9576     
  1082.71        500.000                 NaN            NaN   3.14274        4.56796                 NaN   7.25421        43.6089       0.466585        40.9596     
  1081.65        500.000                 NaN            NaN   3.14447        4.56556                 NaN   7.25485        43.6069       0.466614        40.9616     
  1080.59        500.000                 NaN            NaN   3.14619        4.56319                 NaN   7.25550        43.6050       0.466642        40.9635     
  1079.53        500.000                 NaN            NaN   3.14786        4.56091                 NaN   7.25615        43.6029       0.466665        40.9655     
  1078.47        500.000                 NaN            NaN   3.14956        4.55858                 NaN   7.25680        43.6010       0.466692        40.9674     
  1077.41        500.000                 NaN            NaN   3.15125        4.55625                 NaN   7.25746        43.5989       0.466718        40.9694     
  1076.35        500.000                 NaN            NaN   3.15299        4.55383                 NaN   7.25810        43.5970       0.466751        40.9713     
  1075.28        500.000                 NaN            NaN   3.15466        4.55154                 NaN   7.25875        43.5950       0.466776        40.9733     
  1074.22        500.000                 NaN            NaN   3.15626        4.54941                 NaN   7.25943        43.5929       0.466794        40.9752     
  1073.16        500.000                 NaN            NaN   3.15792        4.54717                 NaN   7.26009        43.5908       0.466817        40.9772     
  1072.10        500.000                 NaN            NaN   3.36894       0.648077E-005   4.01340        7.16049        43.9666       0.493158        40.9974     
  1071.04        500.000                 NaN            NaN   3.36921       0.140715E-004   4.00461        7.15944        43.9733       0.494810        40.9987     
  1069.98        500.000                 NaN            NaN   3.36964       0.139453E-004   4.00413        7.15990        43.9716       0.494790        40.9999     
  1068.92        500.000                 NaN            NaN   3.37008       0.138276E-004   4.00364        7.16036        43.9700       0.494770        41.0011     
  1067.86        500.000                 NaN            NaN   3.37051       0.137734E-004   4.00318        7.16083        43.9684       0.494749        41.0023     
  1066.80        500.000                 NaN            NaN   3.37090       0.647999E-005   4.00280        7.16133        43.9667       0.494724        41.0035     
  1065.74        500.000                 NaN            NaN   3.37123       0.647985E-005   4.00244        7.16116        43.9655       0.494731        41.0049     
  1064.68        500.000                 NaN            NaN   3.37169       0.647970E-005   4.00183        7.16161        43.9639       0.494752        41.0062     
  1063.62        500.000                 NaN            NaN   3.37219       0.647947E-005   4.00140        7.16276        43.9617       0.494670        41.0072     
  1062.56        500.000                 NaN            NaN   3.37262       0.647954E-005   4.00092        7.16325        43.9601       0.494649        41.0085     
  1061.50        500.000                 NaN            NaN   3.37305       0.647933E-005   4.00045        7.16372        43.9584       0.494626        41.0097     
  1060.44        500.000                 NaN            NaN   3.37347       0.647916E-005   4.00001        7.16420        43.9568       0.494604        41.0109     
  1059.38        500.000                 NaN            NaN   3.37388       0.647899E-005   3.99958        7.16470        43.9551       0.494583        41.0121     
  1058.32        500.000                 NaN            NaN   3.37429       0.130416E-004   3.99915        7.16519        43.9534       0.494561        41.0134     
  1057.26        500.000                 NaN            NaN   3.37470       0.129752E-004   3.99874        7.16569        43.9517       0.494540        41.0146     
  1056.20        500.000                 NaN            NaN   3.37509       0.647860E-005   3.99836        7.16620        43.9500       0.494520        41.0158     
  1055.14        500.000                 NaN            NaN   3.37554       0.647843E-005   3.99786        7.16665        43.9484       0.494496        41.0171     
  1054.08        500.000                 NaN            NaN   3.37595       0.127769E-004   3.99743        7.16715        43.9467       0.494474        41.0183     
  1053.02        500.000                 NaN            NaN   3.18741        4.50828                 NaN   7.27329        43.5502       0.467137        41.0137     
  1051.96        500.000                 NaN            NaN   3.37675       0.126595E-004   3.99662        7.16815        43.9433       0.494429        41.0207     
  1050.90        500.000                 NaN            NaN   3.37716       0.125893E-004   3.99622        7.16865        43.9416       0.494407        41.0220     
  1049.84        500.000                 NaN            NaN   3.37756       0.125190E-004   3.99582        7.16915        43.9399       0.494384        41.0232     
  1048.78        500.000                 NaN            NaN   3.19317        4.50105                 NaN   7.27623        43.5411       0.467169        41.0213     
  1047.72        500.000                 NaN            NaN   3.19461        4.49927                 NaN   7.27697        43.5388       0.467177        41.0232     
  1046.66        500.000                 NaN            NaN   3.19601        4.49754                 NaN   7.27772        43.5365       0.467182        41.0250     
  1045.60        500.000                 NaN            NaN   3.37912       0.122796E-004   3.99435        7.17125        43.9329       0.494291        41.0281     
  1044.53        500.000                 NaN            NaN   3.19882        4.49409                 NaN   7.27923        43.5318       0.467193        41.0288     
  1043.47        500.000                 NaN            NaN   3.20021        4.49238                 NaN   7.27999        43.5295       0.467199        41.0307     
  1042.41        500.000                 NaN            NaN   3.20159        4.49070                 NaN   7.28075        43.5272       0.467202        41.0326     
  1041.35        500.000                 NaN            NaN   3.20297        4.48903                 NaN   7.28151        43.5248       0.467205        41.0345     
  1040.29        500.000                 NaN            NaN   3.20419        4.48772                 NaN   7.28233        43.5222       0.467190        41.0363     
  1039.23        500.000                 NaN            NaN   3.20568        4.48579                 NaN   7.28306        43.5200       0.467208        41.0383     
  1038.17        500.000                 NaN            NaN   3.20702        4.48419                 NaN   7.28384        43.5176       0.467209        41.0401     
  1037.11        500.000                 NaN            NaN   3.20837        4.48259                 NaN   7.28462        43.5152       0.467210        41.0420     
  1036.05        500.000                 NaN            NaN   3.20970        4.48102                 NaN   7.28540        43.5128       0.467209        41.0439     
  1034.99        500.000                 NaN            NaN   3.21102        4.47948                 NaN   7.28619        43.5103       0.467208        41.0458     
  1033.93        500.000                 NaN            NaN   3.21234        4.47794                 NaN   7.28699        43.5079       0.467207        41.0477     
  1032.87        500.000                 NaN            NaN   3.21365        4.47641                 NaN   7.28778        43.5054       0.467205        41.0495     
  1031.81        500.000                 NaN            NaN   3.21495        4.47491                 NaN   7.28858        43.5029       0.467202        41.0514     
  1030.75        500.000                 NaN            NaN   3.21623        4.47345                 NaN   7.28939        43.5004       0.467197        41.0533     
  1029.69        500.000                 NaN            NaN   3.21752        4.47198                 NaN   7.29020        43.4980       0.467193        41.0552     
  1028.63        500.000                 NaN            NaN   3.21880        4.47052                 NaN   7.29101        43.4955       0.467189        41.0570     
  1027.57        500.000                 NaN            NaN   3.22007        4.46910                 NaN   7.29183        43.4929       0.467183        41.0589     
  1026.51        500.000                 NaN            NaN   3.22133        4.46768                 NaN   7.29265        43.4904       0.467176        41.0608     
  1025.45        500.000                 NaN            NaN   3.22258        4.46629                 NaN   7.29348        43.4878       0.467170        41.0626     
  1024.39        500.000                 NaN            NaN   3.22383        4.46491                 NaN   7.29431        43.4853       0.467162        41.0645     
  1023.33        500.000                 NaN            NaN   3.22506        4.46355                 NaN   7.29514        43.4827       0.467153        41.0664     
  1022.27        500.000                 NaN            NaN   3.22629        4.46221                 NaN   7.29598        43.4801       0.467144        41.0682     
  1021.21        500.000                 NaN            NaN   3.22752        4.46088                 NaN   7.29682        43.4775       0.467135        41.0701     
  1020.15        500.000                 NaN            NaN   3.22874        4.45957                 NaN   7.29767        43.4749       0.467124        41.0720     
  1019.09        500.000                 NaN            NaN   3.38819       0.104147E-004   3.98670        7.18483        43.8876       0.493667        41.0590     
  1018.03        500.000                 NaN            NaN   3.23115        4.45687                 NaN   7.29935        43.4698       0.467107        41.0757     
  1016.97        500.000                 NaN            NaN   3.23235        4.45560                 NaN   7.30021        43.4672       0.467095        41.0776     
  1015.91        500.000                 NaN            NaN   3.23354        4.45435                 NaN   7.30107        43.4645       0.467083        41.0794     
  1014.84        500.000                 NaN            NaN   3.38954       0.102958E-004   3.98576        7.18713        43.8801       0.493560        41.0639     
  1013.78        500.000                 NaN            NaN   3.23589        4.45192                 NaN   7.30282        43.4591       0.467054        41.0832     
  1012.72        500.000                 NaN            NaN   3.23706        4.45073                 NaN   7.30370        43.4564       0.467040        41.0850     
  1011.66        500.000                 NaN            NaN   3.23822        4.44956                 NaN   7.30458        43.4537       0.467024        41.0869     
  1010.60        500.000                 NaN            NaN   3.23937        4.44839                 NaN   7.30547        43.4510       0.467008        41.0888     
  1009.54        500.000                 NaN            NaN   3.24052        4.44725                 NaN   7.30636        43.4483       0.466991        41.0906     
  1008.48        500.000                 NaN            NaN   3.24166        4.44612                 NaN   7.30726        43.4455       0.466974        41.0925     
  1007.42        500.000                 NaN            NaN   3.24279        4.44501                 NaN   7.30816        43.4427       0.466956        41.0943     
  1006.36        500.000                 NaN            NaN   3.24391        4.44391                 NaN   7.30906        43.4400       0.466938        41.0962     
  1005.30        500.000                 NaN            NaN   3.24503        4.44283                 NaN   7.30997        43.4372       0.466918        41.0981     
  1004.24        500.000                 NaN            NaN   3.24576        4.44274                 NaN   7.31105        43.4338       0.466842        41.0999     
  1003.18        500.000                 NaN            NaN   3.24725        4.44072                 NaN   7.31181        43.4316       0.466878        41.1018     
  1002.12        500.000                 NaN            NaN   3.24835        4.43968                 NaN   7.31273        43.4287       0.466857        41.1036     
  1001.06        500.000                 NaN            NaN   3.24944        4.43869                 NaN   7.31367        43.4259       0.466834        41.1055     
