|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/TIS/TIS_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1162.23        500.000        2.67564                 NaN   2.31868        6.47488                 NaN   7.29913        41.3516                 NaN   39.8801     
  1161.17        500.000        2.66973                 NaN   2.33050        6.46900                 NaN   7.30073        41.3506                 NaN   39.8794     
  1160.11        500.000        2.66380                 NaN   2.34234        6.46315                 NaN   7.30234        41.3496                 NaN   39.8788     
  1159.05        500.000        2.65780                 NaN   2.35421        6.45737                 NaN   7.30394        41.3486                 NaN   39.8781     
  1157.99        500.000        2.65178                 NaN   2.36608        6.45162                 NaN   7.30556        41.3475                 NaN   39.8774     
  1156.93        500.000        2.64573                 NaN   2.37792        6.44600                 NaN   7.30718        41.3465                 NaN   39.8767     
  1155.87        500.000        2.63965                 NaN   2.38983        6.44032                 NaN   7.30879        41.3454                 NaN   39.8760     
  1154.81        500.000        2.63353                 NaN   2.40175        6.43469                 NaN   7.31042        41.3444                 NaN   39.8752     
  1153.75        500.000        2.62738                 NaN   2.41369        6.42911                 NaN   7.31204        41.3433                 NaN   39.8745     
  1152.69        500.000        2.62127                 NaN   2.42555        6.42356                 NaN   7.31366        41.3422                 NaN   39.8737     
  1151.63        500.000        2.61514                 NaN   2.43740        6.41805                 NaN   7.31529        41.3411                 NaN   39.8730     
  1150.57        500.000        2.60897                 NaN   2.44928        6.41259                 NaN   7.31692        41.3401                 NaN   39.8722     
  1149.51        500.000        2.60276                 NaN   2.46116        6.40719                 NaN   7.31856        41.3389                 NaN   39.8714     
  1148.45        500.000        2.59650                 NaN   2.47313        6.40179                 NaN   7.32019        41.3378                 NaN   39.8706     
  1147.39        500.000        2.59025                 NaN   2.48502        6.39646                 NaN   7.32182        41.3367                 NaN   39.8698     
  1146.33        500.000        2.58390                 NaN   2.49702        6.39116                 NaN   7.32347        41.3356                 NaN   39.8689     
  1145.27        500.000        2.57754                 NaN   2.50903        6.38578                 NaN   7.32509        41.3345                 NaN   39.8680     
  1144.21        500.000        2.57115                 NaN   2.52103        6.38057                 NaN   7.32675        41.3334                 NaN   39.8671     
  1143.15        500.000        2.56469                 NaN   2.53308        6.37540                 NaN   7.32841        41.3322                 NaN   39.8662     
  1142.09        500.000        2.55820                 NaN   2.54507        6.37040                 NaN   7.33008        41.3310                 NaN   39.8653     
  1141.03        500.000        2.55167                 NaN   2.55715        6.36532                 NaN   7.33175        41.3298                 NaN   39.8643     
  1139.97        500.000        2.55089                 NaN   2.56213        6.36002                 NaN   7.33279        41.3287                 NaN   39.8655     
  1138.91        500.000                 NaN            NaN   4.91204        6.20488                 NaN   7.44088        41.4069       0.820200        39.2151     
  1137.85        500.000                 NaN            NaN   4.91623        6.19919                 NaN   7.44147        41.4061       0.820360        39.2167     
  1136.79        500.000                 NaN            NaN   4.92041        6.19351                 NaN   7.44205        41.4053       0.820514        39.2182     
  1135.72        500.000                 NaN            NaN   4.92454        6.18791                 NaN   7.44265        41.4045       0.820668        39.2198     
  1134.66        500.000                 NaN            NaN   4.92865        6.18235                 NaN   7.44324        41.4037       0.820815        39.2213     
  1133.60        500.000                 NaN            NaN   4.93273        6.17683                 NaN   7.44383        41.4028       0.820965        39.2228     
  1132.54        500.000                 NaN            NaN   4.93678        6.17136                 NaN   7.44443        41.4020       0.821112        39.2243     
  1131.48        500.000                 NaN            NaN   4.94079        6.16595                 NaN   7.44503        41.4012       0.821257        39.2258     
  1130.42        500.000                 NaN            NaN   4.94478        6.16058                 NaN   7.44563        41.4003       0.821400        39.2273     
  1129.36        500.000                 NaN            NaN   4.94874        6.15524                 NaN   7.44623        41.3995       0.821542        39.2288     
  1128.30        500.000                 NaN            NaN   4.95266        6.14997                 NaN   7.44683        41.3986       0.821680        39.2303     
  1127.24        500.000                 NaN            NaN   4.95656        6.14472                 NaN   7.44743        41.3977       0.821818        39.2317     
  1126.18        500.000                 NaN            NaN   4.96044        6.13953                 NaN   7.44804        41.3968       0.821952        39.2332     
  1125.12        500.000                 NaN            NaN   4.96431        6.13432                 NaN   7.44864        41.3960       0.822091        39.2347     
  1124.06        500.000                 NaN            NaN   4.96813        6.12921                 NaN   7.44925        41.3950       0.822222        39.2362     
  1123.00        500.000                 NaN            NaN   4.97193        6.12413                 NaN   7.44986        41.3941       0.822352        39.2376     
  1121.94        500.000                 NaN            NaN   4.97570        6.11911                 NaN   7.45048        41.3932       0.822479        39.2391     
  1120.88        500.000                 NaN            NaN   4.97943        6.11412                 NaN   7.45109        41.3922       0.822606        39.2405     
  1119.82        500.000                 NaN            NaN   4.98315        6.10917                 NaN   7.45171        41.3913       0.822731        39.2419     
  1118.76        500.000                 NaN            NaN   4.98684        6.10426                 NaN   7.45233        41.3903       0.822855        39.2434     
  1117.70        500.000                 NaN            NaN   4.99051        6.09940                 NaN   7.45295        41.3894       0.822974        39.2448     
  1116.64        500.000                 NaN            NaN   4.99415        6.09457                 NaN   7.45357        41.3884       0.823094        39.2462     
  1115.58        500.000                 NaN            NaN   4.99776        6.08978                 NaN   7.45420        41.3874       0.823211        39.2476     
  1114.52        500.000                 NaN            NaN   5.00133        6.08507                 NaN   7.45483        41.3864       0.823323        39.2490     
  1113.46        500.000                 NaN            NaN   5.00493        6.08030                 NaN   7.45545        41.3854       0.823443        39.2505     
  1112.40        500.000                 NaN            NaN   5.00847        6.07564                 NaN   7.45609        41.3844       0.823555        39.2519     
  1111.34        500.000                 NaN            NaN   5.01199        6.07099                 NaN   7.45672        41.3834       0.823666        39.2533     
  1110.28        500.000                 NaN            NaN   5.01547        6.06641                 NaN   7.45736        41.3823       0.823773        39.2546     
  1109.22        500.000                 NaN            NaN   5.01894        6.06186                 NaN   7.45800        41.3813       0.823880        39.2560     
  1108.16        500.000                 NaN            NaN   5.02238        6.05734                 NaN   7.45864        41.3802       0.823985        39.2574     
  1107.10        500.000                 NaN            NaN   5.02480        6.05461                 NaN   7.45940        41.3786       0.823976        39.2586     
  1106.04        500.000                 NaN            NaN   5.02920        6.04842                 NaN   7.45993        41.3781       0.824191        39.2602     
  1104.97        500.000                 NaN            NaN   5.03258        6.04401                 NaN   7.46058        41.3770       0.824292        39.2615     
  1103.91        500.000                 NaN            NaN   5.03593        6.03963                 NaN   7.46123        41.3759       0.824391        39.2629     
  1102.85        500.000                 NaN            NaN   5.03927        6.03529                 NaN   7.46188        41.3748       0.824489        39.2643     
  1101.79        500.000                 NaN            NaN   5.04258        6.03099                 NaN   7.46254        41.3737       0.824584        39.2656     
  1100.73        500.000                 NaN            NaN   5.04586        6.02673                 NaN   7.46320        41.3726       0.824679        39.2670     
  1099.67        500.000                 NaN            NaN   5.04914        6.02248                 NaN   7.46385        41.3714       0.824772        39.2683     
  1098.61        500.000                 NaN            NaN   5.05239        6.01827                 NaN   7.46452        41.3703       0.824864        39.2697     
  1097.55        500.000                 NaN            NaN   5.05562        6.01409                 NaN   7.46518        41.3691       0.824955        39.2710     
  1096.49        500.000                 NaN            NaN   5.05876        6.01006                 NaN   7.46586        41.3679       0.825035        39.2723     
  1095.43        500.000                 NaN            NaN   5.06143        6.00689                 NaN   7.46659        41.3665       0.825062        39.2736     
  1094.37        500.000                 NaN            NaN   5.06458        6.00283                 NaN   7.46727        41.3653       0.825146        39.2749     
  1093.31        500.000                 NaN            NaN   5.06820        5.99796                 NaN   7.46788        41.3644       0.825285        39.2763     
  1092.25        500.000                 NaN            NaN   5.07144        5.99374                 NaN   7.46854        41.3632       0.825382        39.2777     
  1091.19        500.000                 NaN            NaN   5.07457        5.98973                 NaN   7.46922        41.3620       0.825466        39.2790     
  1090.13        500.000                 NaN            NaN   5.07762        5.98585                 NaN   7.46991        41.3608       0.825541        39.2803     
  1089.07        500.000                 NaN            NaN   5.08072        5.98187                 NaN   7.47059        41.3596       0.825624        39.2816     
  1088.01        500.000                 NaN            NaN   5.08376        5.97802                 NaN   7.47128        41.3583       0.825699        39.2829     
  1086.95        500.000                 NaN            NaN   5.08680        5.97414                 NaN   7.47197        41.3571       0.825776        39.2842     
  1085.89        500.000                 NaN            NaN   5.08981        5.97032                 NaN   7.47266        41.3558       0.825851        39.2855     
  1084.83        500.000                 NaN            NaN   5.09280        5.96653                 NaN   7.47336        41.3545       0.825924        39.2868     
  1083.77        500.000                 NaN            NaN   5.09589        5.96256                 NaN   7.47404        41.3533       0.826009        39.2882     
  1082.71        500.000                 NaN            NaN   5.09883        5.95886                 NaN   7.47474        41.3520       0.826077        39.2895     
  1081.65        500.000                 NaN            NaN   5.10176        5.95518                 NaN   7.47545        41.3507       0.826145        39.2907     
  1080.59        500.000                 NaN            NaN   5.10466        5.95153                 NaN   7.47616        41.3494       0.826211        39.2920     
  1079.53        500.000                 NaN            NaN   5.10749        5.94801                 NaN   7.47688        41.3480       0.826268        39.2933     
  1078.47        500.000                 NaN            NaN   5.11037        5.94442                 NaN   7.47760        41.3467       0.826331        39.2946     
  1077.41        500.000                 NaN            NaN   5.11323        5.94084                 NaN   7.47831        41.3454       0.826394        39.2959     
  1076.35        500.000                 NaN            NaN   5.11617        5.93712                 NaN   7.47902        41.3441       0.826467        39.2972     
  1075.28        500.000                 NaN            NaN   5.11900        5.93358                 NaN   7.47974        41.3427       0.826529        39.2984     
  1074.22        500.000                 NaN            NaN   5.12172        5.93027                 NaN   7.48049        41.3413       0.826576        39.2997     
  1073.16        500.000                 NaN            NaN   5.12452        5.92679                 NaN   7.48121        41.3399       0.826634        39.3010     
  1072.10        500.000                 NaN            NaN   5.46915       0.851813E-005   5.22885        7.38140        41.7124       0.873624        39.3346     
  1071.04        500.000                 NaN            NaN   5.46966       0.184136E-004   5.21980        7.38029        41.7188       0.876560        39.3349     
  1069.98        500.000                 NaN            NaN   5.47049       0.182484E-004   5.21896        7.38080        41.7178       0.876541        39.3354     
  1068.92        500.000                 NaN            NaN   5.47132       0.180942E-004   5.21810        7.38131        41.7168       0.876521        39.3359     
  1067.86        500.000                 NaN            NaN   5.47213       0.180338E-004   5.21728        7.38184        41.7157       0.876501        39.3365     
  1066.80        500.000                 NaN            NaN   5.47289       0.851798E-005   5.21657        7.38239        41.7147       0.876472        39.3370     
  1065.74        500.000                 NaN            NaN   5.47354       0.851799E-005   5.21596        7.38224        41.7141       0.876501        39.3377     
  1064.68        500.000                 NaN            NaN   5.47440       0.851798E-005   5.21494        7.38275        41.7131       0.876555        39.3383     
  1063.62        500.000                 NaN            NaN   5.47533       0.851786E-005   5.21410        7.38397        41.7115       0.876425        39.3387     
  1062.56        500.000                 NaN            NaN   5.47616       0.851814E-005   5.21326        7.38451        41.7105       0.876404        39.3392     
  1061.50        500.000                 NaN            NaN   5.47698       0.851805E-005   5.21243        7.38504        41.7094       0.876380        39.3398     
  1060.44        500.000                 NaN            NaN   5.47778       0.851803E-005   5.21163        7.38557        41.7084       0.876357        39.3403     
  1059.38        500.000                 NaN            NaN   5.47857       0.851799E-005   5.21086        7.38611        41.7073       0.876336        39.3408     
  1058.32        500.000                 NaN            NaN   5.47936       0.170739E-004   5.21007        7.38666        41.7062       0.876314        39.3414     
  1057.26        500.000                 NaN            NaN   5.48013       0.169868E-004   5.20931        7.38721        41.7051       0.876293        39.3419     
  1056.20        500.000                 NaN            NaN   5.48089       0.851803E-005   5.20860        7.38777        41.7040       0.876273        39.3425     
  1055.14        500.000                 NaN            NaN   5.48174       0.851801E-005   5.20772        7.38828        41.7030       0.876246        39.3430     
  1054.08        500.000                 NaN            NaN   5.48252       0.167265E-004   5.20695        7.38883        41.7019       0.876223        39.3436     
  1053.02        500.000                 NaN            NaN   5.17462        5.86582                 NaN   7.49563        41.3118       0.827504        39.3246     
  1051.96        500.000                 NaN            NaN   5.48407       0.165722E-004   5.20544        7.38993        41.6997       0.876177        39.3447     
  1050.90        500.000                 NaN            NaN   5.48484       0.164803E-004   5.20469        7.39048        41.6986       0.876153        39.3452     
  1049.84        500.000                 NaN            NaN   5.48561       0.163881E-004   5.20395        7.39104        41.6975       0.876129        39.3458     
  1048.78        500.000                 NaN            NaN   5.18445        5.85421                 NaN   7.49884        41.3054       0.827626        39.3295     
  1047.72        500.000                 NaN            NaN   5.18689        5.85133                 NaN   7.49965        41.3038       0.827656        39.3307     
  1046.66        500.000                 NaN            NaN   5.18929        5.84853                 NaN   7.50046        41.3021       0.827681        39.3319     
  1045.60        500.000                 NaN            NaN   5.48863       0.160742E-004   5.20112        7.39334        41.6929       0.876028        39.3480     
  1044.53        500.000                 NaN            NaN   5.19409        5.84293                 NaN   7.50210        41.2988       0.827732        39.3344     
  1043.47        500.000                 NaN            NaN   5.19647        5.84015                 NaN   7.50292        41.2971       0.827757        39.3356     
  1042.41        500.000                 NaN            NaN   5.19883        5.83741                 NaN   7.50375        41.2954       0.827779        39.3368     
  1041.35        500.000                 NaN            NaN   5.20118        5.83469                 NaN   7.50458        41.2937       0.827801        39.3380     
  1040.29        500.000                 NaN            NaN   5.20329        5.83244                 NaN   7.50546        41.2918       0.827789        39.3392     
  1039.23        500.000                 NaN            NaN   5.20582        5.82937                 NaN   7.50626        41.2903       0.827837        39.3404     
  1038.17        500.000                 NaN            NaN   5.20812        5.82673                 NaN   7.50711        41.2886       0.827855        39.3416     
  1037.11        500.000                 NaN            NaN   5.21042        5.82409                 NaN   7.50795        41.2868       0.827872        39.3428     
  1036.05        500.000                 NaN            NaN   5.21270        5.82150                 NaN   7.50880        41.2851       0.827887        39.3440     
  1034.99        500.000                 NaN            NaN   5.21496        5.81893                 NaN   7.50966        41.2833       0.827901        39.3452     
  1033.93        500.000                 NaN            NaN   5.21722        5.81637                 NaN   7.51052        41.2815       0.827914        39.3465     
  1032.87        500.000                 NaN            NaN   5.21947        5.81383                 NaN   7.51138        41.2797       0.827926        39.3477     
  1031.81        500.000                 NaN            NaN   5.22170        5.81132                 NaN   7.51225        41.2779       0.827937        39.3489     
  1030.75        500.000                 NaN            NaN   5.22390        5.80887                 NaN   7.51312        41.2761       0.827944        39.3501     
  1029.69        500.000                 NaN            NaN   5.22611        5.80639                 NaN   7.51400        41.2743       0.827954        39.3513     
  1028.63        500.000                 NaN            NaN   5.22831        5.80394                 NaN   7.51488        41.2725       0.827961        39.3525     
  1027.57        500.000                 NaN            NaN   5.23049        5.80152                 NaN   7.51576        41.2706       0.827967        39.3537     
  1026.51        500.000                 NaN            NaN   5.23265        5.79913                 NaN   7.51665        41.2687       0.827971        39.3548     
  1025.45        500.000                 NaN            NaN   5.23481        5.79675                 NaN   7.51755        41.2669       0.827975        39.3560     
  1024.39        500.000                 NaN            NaN   5.23695        5.79440                 NaN   7.51844        41.2650       0.827977        39.3572     
  1023.33        500.000                 NaN            NaN   5.23907        5.79207                 NaN   7.51935        41.2631       0.827977        39.3584     
  1022.27        500.000                 NaN            NaN   5.24119        5.78976                 NaN   7.52025        41.2612       0.827977        39.3596     
  1021.21        500.000                 NaN            NaN   5.24330        5.78747                 NaN   7.52116        41.2593       0.827976        39.3608     
  1020.15        500.000                 NaN            NaN   5.24539        5.78521                 NaN   7.52208        41.2573       0.827973        39.3620     
  1019.09        500.000                 NaN            NaN   5.50638       0.136318E-004   5.18526        7.40825        41.6629       0.875325        39.3619     
  1018.03        500.000                 NaN            NaN   5.24956        5.78066                 NaN   7.52389        41.2535       0.827973        39.3644     
  1016.97        500.000                 NaN            NaN   5.25162        5.77844                 NaN   7.52482        41.2516       0.827968        39.3656     
  1015.91        500.000                 NaN            NaN   5.25367        5.77624                 NaN   7.52575        41.2496       0.827962        39.3668     
  1014.84        500.000                 NaN            NaN   5.50905       0.134762E-004   5.18304        7.41075        41.6578       0.875198        39.3641     
  1013.78        500.000                 NaN            NaN   5.25773        5.77196                 NaN   7.52763        41.2456       0.827943        39.3691     
  1012.72        500.000                 NaN            NaN   5.25974        5.76983                 NaN   7.52858        41.2436       0.827933        39.3703     
  1011.66        500.000                 NaN            NaN   5.26174        5.76774                 NaN   7.52953        41.2416       0.827921        39.3715     
  1010.60        500.000                 NaN            NaN   5.26374        5.76565                 NaN   7.53048        41.2395       0.827908        39.3727     
  1009.54        500.000                 NaN            NaN   5.26572        5.76359                 NaN   7.53145        41.2375       0.827894        39.3739     
  1008.48        500.000                 NaN            NaN   5.26769        5.76155                 NaN   7.53241        41.2354       0.827879        39.3751     
  1007.42        500.000                 NaN            NaN   5.26964        5.75954                 NaN   7.53338        41.2333       0.827862        39.3763     
  1006.36        500.000                 NaN            NaN   5.27159        5.75753                 NaN   7.53436        41.2312       0.827846        39.3775     
  1005.30        500.000                 NaN            NaN   5.27353        5.75555                 NaN   7.53534        41.2291       0.827827        39.3787     
  1004.24        500.000                 NaN            NaN   5.27483        5.75486                 NaN   7.53648        41.2264       0.827707        39.3797     
  1003.18        500.000                 NaN            NaN   5.27737        5.75165                 NaN   7.53731        41.2248       0.827786        39.3810     
  1002.12        500.000                 NaN            NaN   5.27928        5.74972                 NaN   7.53831        41.2227       0.827765        39.3822     
  1001.06        500.000                 NaN            NaN   5.28116        5.74785                 NaN   7.53931        41.2205       0.827739        39.3834     
