|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             Sp(TH)         lc            
  1304.48        2500.00        93.0757                 NaN  0.580000                 NaN  0.909983                 NaN            NaN  0.894485        4.53979                 NaN            NaN            NaN            NaN
  1303.00        2500.00        93.6344                 NaN  0.535415                 NaN  0.842531                 NaN            NaN  0.825950        4.16173                 NaN            NaN            NaN            NaN
  1301.52        2500.00        94.1118                 NaN  0.498377                 NaN  0.783598                 NaN            NaN  0.767302        3.83890                 NaN            NaN            NaN            NaN
  1300.04        2500.00        94.5409                 NaN  0.463431                 NaN  0.732904                 NaN            NaN  0.714348        3.54843                 NaN            NaN            NaN            NaN
  1298.57        2500.00        94.9098                 NaN  0.433713                 NaN  0.689255                 NaN            NaN  0.668863        3.29841                 NaN            NaN            NaN            NaN
  1297.09        2500.00        95.2442                 NaN  0.406572                 NaN  0.650003                 NaN            NaN  0.627344        3.07192                 NaN            NaN            NaN            NaN
  1295.61        2500.00        95.5328                 NaN  0.382350                 NaN  0.618129                 NaN            NaN  0.591717        2.87503                 NaN            NaN            NaN            NaN
  1294.13        2500.00        95.7962                 NaN  0.360074                 NaN  0.588382                 NaN            NaN  0.558870        2.69650                 NaN            NaN            NaN            NaN
  1292.65        2500.00        96.0260                 NaN  0.340490                 NaN  0.563775                 NaN            NaN  0.530422        2.53929                 NaN            NaN            NaN            NaN
  1291.17        2500.00        96.2389                 NaN  0.323387                 NaN  0.539375                 NaN            NaN  0.503800        2.39449                 NaN            NaN            NaN            NaN
  1289.70        2500.00        95.8937                 NaN  0.320327                 NaN  0.587634                 NaN            NaN  0.546680        2.60986       0.417607E-001            NaN            NaN            NaN
  1288.22        2500.00        94.6874                 NaN  0.336307                 NaN  0.740927                 NaN            NaN  0.695413        3.38310       0.156839                 NaN            NaN            NaN
  1286.74        2500.00        95.0730                 NaN  0.315073                 NaN  0.689599                 NaN            NaN  0.645277        3.13116       0.145907                 NaN            NaN            NaN
  1285.26        2500.00        95.4122                 NaN  0.295906                 NaN  0.645328                 NaN            NaN  0.601310        2.90919       0.136078                 NaN            NaN            NaN
  1283.78        2500.00        95.7042                 NaN  0.278879                 NaN  0.607915                 NaN            NaN  0.563303        2.71806       0.127599                 NaN            NaN            NaN
  1282.31        2500.00        95.9661                 NaN  0.263555                 NaN  0.574924                 NaN            NaN  0.529334        2.54624       0.119830                 NaN            NaN            NaN
  1280.83        2500.00        94.2400                 NaN  0.341683                 NaN  0.894507                 NaN            NaN  0.745273        3.60720       0.171370                 NaN            NaN            NaN
  1279.35        2500.00        97.0000                 NaN  0.193709                 NaN  0.449321                 NaN            NaN  0.387618        1.88042       0.889771E-001            NaN            NaN            NaN
  1277.87        2500.00        91.5102                 NaN  0.198816                 NaN   1.38164                 NaN            NaN   1.22052        5.45083       0.237972                 NaN            NaN            NaN
  1276.39        2500.00        99.5837                 NaN  0.204674                 NaN  0.496689E-001            NaN            NaN            NaN  0.700803E-001  0.616924E-002  0.856611E-001            NaN            NaN
  1274.92        2500.00        97.5814                 NaN  0.663283                 NaN            NaN            NaN            NaN  0.342184        1.34851       0.646352E-001            NaN            NaN            NaN
  1273.44        2500.00        98.7690                 NaN            NaN            NaN  0.121088                 NaN            NaN  0.128619       0.931546       0.497321E-001            NaN            NaN            NaN
  1271.96        2500.00        98.1737                 NaN            NaN            NaN  0.447974                 NaN            NaN  0.213125        1.10184       0.633310E-001            NaN            NaN            NaN
  1270.48        2500.00        95.1727                 NaN  0.250133                 NaN  0.735713                 NaN            NaN  0.633151        3.05318       0.155110                 NaN            NaN            NaN
  1269.00        2500.00        96.8423                 NaN  0.165475                 NaN  0.523365                 NaN            NaN  0.348147        1.69541       0.724710E-001  0.352872                 NaN            NaN
  1267.53        2500.00        92.7856                 NaN  0.265678                 NaN   1.27921                 NaN            NaN  0.718744        3.46035       0.141265        1.34911                 NaN            NaN
  1266.05        2500.00        79.4944                 NaN  0.846117                 NaN   3.38006                 NaN            NaN   2.06435        10.0600       0.391638        3.76346                 NaN            NaN
  1264.57        2500.00        99.8593                 NaN  0.596374E-001            NaN  0.810659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1263.09        2500.00        98.5501                 NaN            NaN            NaN  0.407174                 NaN            NaN  0.145303       0.589097       0.301259E-001  0.278199                 NaN            NaN
  1261.61        2500.00        92.7536                 NaN  0.173235                 NaN   1.35848                 NaN            NaN  0.697540        3.49365       0.141241        1.38220                 NaN            NaN
  1260.14        2500.00        91.9346                 NaN  0.353996                 NaN   1.43282                 NaN            NaN  0.798185        3.87570       0.135159        1.46951                 NaN            NaN
  1258.66        2500.00        90.7120                 NaN  0.348190                 NaN   1.60064                 NaN            NaN  0.902249        4.56825       0.160915        1.70775                 NaN            NaN
  1257.18        2500.00        89.0484                 NaN  0.387557                 NaN   1.84350                 NaN            NaN   1.03853        5.48674       0.170830        1.99988       0.246110E-001            NaN
  1255.70        2500.00        81.8307                 NaN  0.357182                 NaN   3.07538                 NaN            NaN   1.58538        9.47101                 NaN   3.19628       0.484082                 NaN
  1254.22        2500.00                 NaN            NaN   1.87529                 NaN   16.2200                 NaN            NaN   8.32216        48.3818                 NaN   17.0444        2.39879        5.75766     
  1252.75        2500.00                 NaN            NaN   1.91634                 NaN   16.2854                 NaN            NaN   8.26993        48.4504                 NaN   17.0267        2.38227        5.66898     
  1251.27        2500.00                 NaN            NaN   1.91615                 NaN   16.3277                 NaN            NaN   8.28919        48.4454                 NaN   17.0376        2.37435        5.60955     
  1249.79        2500.00                 NaN            NaN   1.92181                 NaN   16.3246                 NaN            NaN   8.30081        48.4743                 NaN   17.0524        2.37228        5.55377     
  1248.31        2500.00                 NaN            NaN   1.92746                 NaN   16.3216                 NaN            NaN   8.31245        48.5034                 NaN   17.0673        2.37018        5.49767     
  1246.83        2500.00                 NaN            NaN   1.93310                 NaN   16.3186                 NaN            NaN   8.32409        48.5327                 NaN   17.0822        2.36808        5.44122     
  1245.36        2500.00                 NaN            NaN   1.93872                 NaN   16.3158                 NaN            NaN   8.33575        48.5621                 NaN   17.0973        2.36597        5.38444     
  1243.88        2500.00                 NaN            NaN   3.50170                 NaN   6.02101        8.43905                 NaN   8.78580        47.5160        1.56490        17.8084       0.144935E-003   6.36302     
  1242.40        2500.00                 NaN            NaN   1.95054                 NaN   16.3179                 NaN            NaN   8.35860        48.6162                 NaN   17.1285        2.35919        5.26898     
  1240.92        2500.00                 NaN            NaN   1.96705                 NaN   16.2200                 NaN            NaN   8.35925        48.7245                 NaN   17.1435        2.37486        5.21093     
  1239.44        2500.00                 NaN            NaN   1.97585                 NaN   16.2020                 NaN            NaN   8.36835        48.7690                 NaN   17.1577        2.37604        5.15112     
  1237.97        2500.00                 NaN            NaN   1.96954                 NaN   16.2903                 NaN            NaN   8.39151        48.7235                 NaN   17.1752        2.35632        5.09360     
  1236.49        2500.00                 NaN            NaN   1.97010                 NaN   16.2622                 NaN            NaN   8.39106        48.7861                 NaN   17.1907        2.36590        5.03400     
  1235.01        2500.00                 NaN            NaN   3.50207                 NaN   6.02178        8.44000                 NaN   8.78810        47.7298        1.56511        17.9036       0.176265E-003   6.04929     
  1233.53        2500.00                 NaN            NaN   3.50213                 NaN   6.02191        8.44015                 NaN   8.78848        47.7662        1.56514        17.9199       0.182537E-003   5.99591     
  1232.05        2500.00                 NaN            NaN   3.50219                 NaN   6.02204        8.44031                 NaN   8.78887        47.8028        1.56518        17.9362       0.189168E-003   5.94216     
  1230.58        2500.00                 NaN            NaN   3.50225                 NaN   6.02217        8.44047                 NaN   8.78925        47.8397        1.56521        17.9527       0.196175E-003   5.88804     
  1229.10        2500.00                 NaN            NaN   3.50244                 NaN   6.02202        8.44083       0.367919E-005   8.78968        47.8767        1.56537        17.9693                 NaN   5.83358     
  1227.62        2500.00                 NaN            NaN   3.50251                 NaN   6.02214        8.44100       0.375461E-005   8.79006        47.9141        1.56541        17.9861                 NaN   5.77870     
  1226.14        2500.00                 NaN            NaN   3.50257                 NaN   6.02227        8.44117       0.383275E-005   8.79045        47.9517        1.56545        18.0029                 NaN   5.72344     
  1224.66        2500.00                 NaN            NaN   3.50264                 NaN   6.02239        8.44133       0.391404E-005   8.79084        47.9896        1.56549        18.0199                 NaN   5.66779     
  1223.18        2500.00                 NaN            NaN   3.50271                 NaN   6.02252        8.44150       0.399868E-005   8.79123        48.0278        1.56553        18.0370                 NaN   5.61174     
  1221.71        2500.00                 NaN            NaN   3.50277                 NaN   6.02264        8.44167       0.408674E-005   8.79162        48.0662        1.56557        18.0542                 NaN   5.55530     
  1220.23        2500.00                 NaN            NaN   3.50284                 NaN   6.02276        8.44184       0.417876E-005   8.79201        48.1050        1.56561        18.0715                 NaN   5.49846     
  1218.75        2500.00                 NaN            NaN   3.50291                 NaN   6.02289        8.44201       0.427448E-005   8.79240        48.1439        1.56565        18.0890                 NaN   5.44122     
  1217.27        2500.00                 NaN            NaN   3.50297                 NaN   6.02302        8.44218       0.437414E-005   8.79279        48.1832        1.56569        18.1066                 NaN   5.38357     
  1215.79        2500.00                 NaN            NaN   3.50304                 NaN   6.02314        8.44235       0.447787E-005   8.79318        48.2227        1.56573        18.1243                 NaN   5.32551     
  1214.32        2500.00                 NaN            NaN   3.50311                 NaN   6.02327        8.44252       0.458575E-005   8.79358        48.2625        1.56577        18.1422                 NaN   5.26704     
  1212.84        2500.00                 NaN            NaN   3.50318                 NaN   6.02339        8.44269       0.469825E-005   8.79397        48.3026        1.56581        18.1602                 NaN   5.20815     
  1211.36        2500.00                 NaN            NaN   3.50325                 NaN   6.02352        8.44286       0.481532E-005   8.79437        48.3430        1.56585        18.1784                 NaN   5.14883     
  1209.88        2500.00                 NaN            NaN   3.50331                 NaN   6.02365        8.44304       0.493740E-005   8.79476        48.3836        1.56589        18.1966                 NaN   5.08909     
  1208.40        2500.00                 NaN            NaN   3.50338                 NaN   6.02378        8.44321       0.506465E-005   8.79516        48.4246        1.56593        18.2150                 NaN   5.02893     
  1206.93        2500.00                 NaN            NaN   3.50345                 NaN   6.02391        8.44338       0.519724E-005   8.79555        48.4658        1.56597        18.2336                 NaN   4.96832     
  1205.45        2500.00                 NaN            NaN   3.50352                 NaN   6.02404        8.44356       0.533558E-005   8.79595        48.5073        1.56601        18.2523                 NaN   4.90728     
  1203.97        2500.00                 NaN            NaN   3.50359                 NaN   6.02416        8.44373       0.548003E-005   8.79634        48.5484        1.56605        18.2708                 NaN   4.84700     
  1202.49        2500.00                 NaN            NaN   3.50366                 NaN   6.02429        8.44391       0.563068E-005   8.79674        48.5907        1.56609        18.2898                 NaN   4.78476     
  1201.01        2500.00                 NaN            NaN   3.50373                 NaN   6.02443        8.44409       0.578804E-005   8.79714        48.6333        1.56613        18.3090                 NaN   4.72211     
  1199.54        2500.00                 NaN            NaN   3.50380                 NaN   6.02456        8.44426       0.595245E-005   8.79754        48.6762        1.56617        18.3284                 NaN   4.65907     
  1198.06        2500.00                 NaN            NaN   3.50387                 NaN   6.02469        8.44444       0.612407E-005   8.79794        48.7194        1.56621        18.3479                 NaN   4.59562     
  1196.58        2500.00                 NaN            NaN   3.50394                 NaN   6.02482        8.44462       0.630350E-005   8.79835        48.7628        1.56626        18.3675                 NaN   4.53175     
  1195.10        2500.00                 NaN            NaN   3.50402                 NaN   6.02495        8.44480       0.649119E-005   8.79875        48.8065        1.56630        18.3872                 NaN   4.46746     
  1193.62        2500.00                 NaN            NaN   3.50409                 NaN   6.02509        8.44498       0.668752E-005   8.79915        48.8505        1.56634        18.4071                 NaN   4.40275     
  1192.15        2500.00                 NaN            NaN   3.50416                 NaN   6.02522        8.44517       0.689295E-005   8.79956        48.8948        1.56638        18.4271                 NaN   4.33762     
  1190.67        2500.00                 NaN            NaN   3.50423                 NaN   6.02536        8.44535       0.710814E-005   8.79996        48.9394        1.56642        18.4472                 NaN   4.27207     
  1189.19        2500.00                 NaN            NaN   3.50431                 NaN   6.02549        8.44553       0.733324E-005   8.80037        48.9842        1.56647        18.4675                 NaN   4.20609     
  1187.71        2500.00                 NaN            NaN   3.50438                 NaN   6.02563        8.44571       0.756925E-005   8.80077        49.0294        1.56651        18.4879                 NaN   4.13967     
  1186.23        2500.00                 NaN            NaN   3.50445                 NaN   6.02576        8.44590       0.781659E-005   8.80118        49.0748        1.56655        18.5085                 NaN   4.07282     
  1184.76        2500.00                 NaN            NaN   3.50453                 NaN   6.02590        8.44608       0.807585E-005   8.80159        49.1206        1.56659        18.5292                 NaN   4.00552     
  1183.28        2500.00                 NaN            NaN   3.50460                 NaN   6.02604        8.44627       0.834767E-005   8.80200        49.1675        1.56664        18.5505                 NaN   3.93652     
  1181.80        2500.00                 NaN            NaN   3.50468                 NaN   6.02618        8.44646       0.863318E-005   8.80241        49.2141        1.56668        18.5716                 NaN   3.86794     
  1180.32        2500.00                 NaN            NaN   3.50475                 NaN   6.02631        8.44665       0.893296E-005   8.80282        49.2610        1.56672        18.5929                 NaN   3.79886     
  1178.84        2500.00                 NaN            NaN   3.50483                 NaN   6.02645        8.44684       0.924786E-005   8.80323        49.3083        1.56677        18.6143                 NaN   3.72927     
  1177.37        2500.00                 NaN            NaN   3.50490                 NaN   6.02659        8.44703       0.957846E-005   8.80365        49.3559        1.56681        18.6359                 NaN   3.65916     
  1175.89        2500.00                 NaN            NaN   3.50498                 NaN   6.02674        8.44722       0.992627E-005   8.80406        49.4039        1.56685        18.6577                 NaN   3.58853     
  1174.41        2500.00                 NaN            NaN   3.50505                 NaN   6.02688        8.44741       0.102920E-004   8.80448        49.4523        1.56690        18.6796                 NaN   3.51739     
  1172.93        2500.00                 NaN            NaN   3.50513                 NaN   6.02702        8.44760       0.106773E-004   8.80489        49.5009        1.56694        18.7017                 NaN   3.44571     
  1171.45        2500.00                 NaN            NaN   3.50521                 NaN   6.02716        8.44780       0.110823E-004   8.80531        49.5500        1.56699        18.7240                 NaN   3.37351     
  1169.98        2500.00                 NaN            NaN   3.50529                 NaN   6.02731        8.44799       0.115092E-004   8.80573        49.5994        1.56703        18.7465                 NaN   3.30077     
  1168.50        2500.00                 NaN            NaN   3.50537                 NaN   6.02745        8.44819       0.119591E-004   8.80615        49.6492        1.56708        18.7691                 NaN   3.22749     
  1167.02        2500.00                 NaN            NaN   3.50544                 NaN   6.02760        8.44839       0.124336E-004   8.80657        49.6993        1.56712        18.7919                 NaN   3.15367     
  1165.54        2500.00                 NaN            NaN   3.50552                 NaN   6.02774        8.44858       0.129336E-004   8.80699        49.7498        1.56717        18.8149                 NaN   3.07930     
  1164.06        2500.00                 NaN            NaN   3.50560                 NaN   6.02789        8.44878       0.134617E-004   8.80742        49.8007        1.56721        18.8380                 NaN   3.00438     
  1162.58        2500.00                 NaN            NaN   3.50568                 NaN   6.02804        8.44898       0.140192E-004   8.80784        49.8519        1.56726        18.8614                 NaN   2.92891     
  1161.11        2500.00                 NaN            NaN   3.50576                 NaN   6.02818        8.44918       0.146081E-004   8.80827        49.9035        1.56730        18.8849                 NaN   2.85287     
  1159.63        2500.00                 NaN            NaN   3.50585                 NaN   6.02833        8.44939       0.152305E-004   8.80869        49.9555        1.56735        18.9086                 NaN   2.77627     
  1158.15        2500.00                 NaN            NaN   3.50593                 NaN   6.02848        8.44959       0.158893E-004   8.80912        50.0079        1.56740        18.9325                 NaN   2.69910     
  1156.67        2500.00                 NaN            NaN   3.50601                 NaN   6.02863        8.44980       0.165868E-004   8.80955        50.0607        1.56744        18.9565                 NaN   2.62136     
  1155.19        2500.00                 NaN            NaN   3.48708                 NaN   15.8047                 NaN            NaN   9.27745        49.3892        1.45894        18.8176                 NaN   1.76512     
  1153.72        2500.00                 NaN            NaN   3.48228                 NaN   15.8103                 NaN            NaN   9.27948        49.4381        1.46155        18.8458                 NaN   1.68240     
  1152.24        2500.00                 NaN            NaN   3.49233                 NaN   15.8093                 NaN            NaN   9.29245        49.4909        1.45845        18.8638                 NaN   1.59286     
  1150.76        2500.00                 NaN            NaN   3.47832                 NaN   15.8698                 NaN            NaN   9.32369        49.5197        1.44788        18.9021                 NaN   1.45854     
  1149.28        2500.00                 NaN            NaN   3.55575                 NaN   15.7370                 NaN            NaN   9.29736        49.6782        1.45391        18.8893                 NaN   1.38841     
  1147.80        2500.00                 NaN            NaN   3.50234                 NaN   15.8125                 NaN            NaN   9.31475        49.6502        1.45776        18.9338                 NaN   1.32865     
  1146.33        2500.00                 NaN            NaN   3.50481                 NaN   15.8156                 NaN            NaN   9.32213        49.7025        1.45745        18.9577                 NaN   1.23983     
  1144.85        2500.00                 NaN            NaN   3.50747                 NaN   15.8209                 NaN            NaN   9.32605        49.7579        1.45690        18.9808                 NaN   1.15002     
  1143.37        2500.00                 NaN            NaN   3.50821                 NaN   15.8253                 NaN            NaN   9.33727        49.8056        1.45673        19.0064                 NaN   1.06047     
  1141.89        2500.00                 NaN            NaN   3.51086                 NaN   15.8283                 NaN            NaN   9.34472        49.8594        1.45640        19.0309                 NaN  0.969419     
  1140.41        2500.00                 NaN            NaN   3.51352                 NaN   15.8315                 NaN            NaN   9.35217        49.9136        1.45606        19.0554                 NaN  0.877690     
  1138.94        2500.00                 NaN            NaN   3.51620                 NaN   15.8347                 NaN            NaN   9.35961        49.9683        1.45571        19.0802                 NaN  0.785272     
  1137.46        2500.00                 NaN            NaN   3.51887                 NaN   15.8380                 NaN            NaN   9.36705        50.0234        1.45534        19.1052                 NaN  0.692173     
  1135.98        2500.00                 NaN            NaN   3.52152                 NaN   15.8415                 NaN            NaN   9.37450        50.0788        1.45497        19.1303                 NaN  0.598393     
  1134.50        2500.00                 NaN            NaN   3.52420                 NaN   15.8450                 NaN            NaN   9.38193        50.1347        1.45458        19.1556                 NaN  0.503907     
  1133.02        2500.00                 NaN            NaN   3.50996                 NaN   15.8819                 NaN            NaN   9.40067        50.1590        1.45576        19.1811                 NaN  0.411629     
  1131.55        2500.00                 NaN            NaN   3.51317                 NaN   15.8848                 NaN            NaN   9.40779        50.2167        1.45529        19.2067                 NaN  0.315602     
  1130.07        2500.00                 NaN            NaN   3.51637                 NaN   15.8878                 NaN            NaN   9.41491        50.2747        1.45481        19.2326                 NaN  0.218874     
  1128.59        2500.00                 NaN            NaN   3.51956                 NaN   15.8909                 NaN            NaN   9.42205        50.3332        1.45431        19.2586                 NaN  0.121433     
  1127.11        2500.00                 NaN            NaN   3.52274                 NaN   15.8942                 NaN            NaN   9.42920        50.3920        1.45381        19.2848                 NaN  0.232599E-001
  1125.63        2500.00                 NaN            NaN   3.52565                 NaN   15.8967                 NaN            NaN   9.43620        50.4008        1.45329        19.2873                 NaN            NaN
  1124.16        2500.00                 NaN            NaN   3.52781                 NaN   15.8973                 NaN            NaN   9.44343        50.3948        1.45281        19.2839                 NaN            NaN
  1122.68        2500.00                 NaN            NaN   3.53043                 NaN   15.8994                 NaN            NaN   9.45032        50.3881        1.45225        19.2794                 NaN            NaN
  1121.20        2500.00                 NaN            NaN   3.55783                 NaN   15.8291                 NaN            NaN   9.44113        50.4390        1.44996        19.2830                 NaN            NaN
  1119.72        2500.00                 NaN            NaN   3.72189                 NaN   2.13498        12.8629                 NaN   9.27443        51.1094        1.50849        19.3879                 NaN            NaN
  1118.24        2500.00                 NaN            NaN   3.61262                 NaN   15.7503                 NaN            NaN   9.41935        50.5062        1.44399        19.2675                 NaN            NaN
  1116.77        2500.00                 NaN            NaN   3.57456                 NaN   15.8314                 NaN            NaN   9.45356        50.4282        1.44692        19.2654                 NaN            NaN
  1115.29        2500.00                 NaN            NaN   3.57694                 NaN   15.8354                 NaN            NaN   9.46070        50.4202        1.44635        19.2604                 NaN            NaN
  1113.81        2500.00                 NaN            NaN   3.57927                 NaN   15.8395                 NaN            NaN   9.46787        50.4122        1.44577        19.2554                 NaN            NaN
  1112.33        2500.00                 NaN            NaN   3.57984                 NaN   15.8429                 NaN            NaN   9.47584        50.4037        1.44535        19.2524                 NaN            NaN
  1110.85        2500.00                 NaN            NaN   3.54905                 NaN   15.9162                 NaN            NaN   9.50606        50.3344        1.44749        19.2468                 NaN            NaN
  1109.38        2500.00                 NaN            NaN   3.55186                 NaN   15.9204                 NaN            NaN   9.51326        50.3264        1.44681        19.2413                 NaN            NaN
  1107.90        2500.00                 NaN            NaN   3.57768                 NaN   15.8731                 NaN            NaN   9.50513        50.3627        1.44458        19.2368                 NaN            NaN
  1106.42        2500.00                 NaN            NaN   3.58024                 NaN   15.8778                 NaN            NaN   9.51226        50.3544        1.44391        19.2314                 NaN            NaN
  1104.94        2500.00                 NaN            NaN   3.58143                 NaN   15.7749                 NaN            NaN   9.49735        50.4294        1.45603        19.2609                 NaN            NaN
  1103.46        2500.00                 NaN            NaN   3.61183                 NaN   15.5435                 NaN            NaN   9.43595        50.6157        1.47040        19.3226                 NaN            NaN
  1101.99        2500.00                 NaN            NaN   3.64634                 NaN   15.8046                 NaN            NaN   9.51820        50.4028        1.43751        19.1905                 NaN            NaN
  1100.51        2500.00                 NaN            NaN   3.65066                 NaN   15.8005                 NaN            NaN   9.52507        50.4004        1.43747        19.1859                 NaN            NaN
  1099.03        2500.00                 NaN            NaN   3.66288                 NaN   15.7421                 NaN            NaN   9.51903        50.4434        1.44299        19.1896                 NaN            NaN
  1097.55        2500.00                 NaN            NaN   3.65520                 NaN   15.7864                 NaN            NaN   9.52699        50.4045        1.43633        19.1905                 NaN            NaN
  1096.07        2500.00                 NaN            NaN   3.59695                 NaN   15.7935                 NaN            NaN   9.53670        50.3885        1.45226        19.2321                 NaN            NaN
  1094.59        2500.00                 NaN            NaN   3.65830                 NaN   15.8241                 NaN            NaN   9.55510        50.3625        1.43389        19.1662                 NaN            NaN
  1093.12        2500.00                 NaN            NaN   3.66014                 NaN   15.8260                 NaN            NaN   9.56055        50.3566        1.43302        19.1637                 NaN            NaN
  1091.64        2500.00                 NaN            NaN   3.66452                 NaN   15.8005                 NaN            NaN   9.55532        50.3740        1.43342        19.1723                 NaN            NaN
  1090.16        2500.00                 NaN            NaN   3.66692                 NaN   15.8046                 NaN            NaN   9.56234        50.3661        1.43265        19.1674                 NaN            NaN
  1088.68        2500.00                 NaN            NaN   3.66801                 NaN   15.8115                 NaN            NaN   9.56880        50.3568        1.43221        19.1627                 NaN            NaN
  1087.20        2500.00                 NaN            NaN   3.67361                 NaN   15.8117                 NaN            NaN   9.57829        50.3511        1.43079        19.1546                 NaN            NaN
  1085.73        2500.00                 NaN            NaN  0.494708        3.09694        16.0038                 NaN            NaN   9.64063        50.1824        1.43505        19.1465                 NaN            NaN
  1084.25        2500.00                 NaN            NaN   3.67416                 NaN   15.8255                 NaN            NaN   9.59204        50.3303        1.42958        19.1484                 NaN            NaN
  1082.77        2500.00                 NaN            NaN   3.67620                 NaN   15.8308                 NaN            NaN   9.59934        50.3214        1.42876        19.1435                 NaN            NaN
  1081.29        2500.00                 NaN            NaN   3.67813                 NaN   15.8359                 NaN            NaN   9.60667        50.3127        1.42794        19.1387                 NaN            NaN
  1079.81        2500.00                 NaN            NaN   3.68027                 NaN   15.8410                 NaN            NaN   9.61396        50.3039        1.42709        19.1338                 NaN            NaN
  1078.34        2500.00                 NaN            NaN   3.68149                 NaN   15.8477                 NaN            NaN   9.62148        50.2939        1.42625        19.1292                 NaN            NaN
  1076.86        2500.00                 NaN            NaN  0.554300        3.05090        16.0378                 NaN            NaN   9.68447        50.1285        1.42962        19.1144                 NaN            NaN
  1075.38        2500.00                 NaN            NaN  0.558255        3.04939        16.0448                 NaN            NaN   9.69193        50.1187        1.42863        19.1083                 NaN            NaN
  1073.90        2500.00                 NaN            NaN   3.68760                 NaN   15.8649                 NaN            NaN   9.64356        50.2664        1.42356        19.1140                 NaN            NaN
  1072.42        2500.00                 NaN            NaN  0.562002        3.04979        16.0564                 NaN            NaN   9.70694        50.1004        1.42675        19.0977                 NaN            NaN
  1070.95        2500.00                 NaN            NaN   3.69140                 NaN   15.8778                 NaN            NaN   9.65844        50.2470        1.42169        19.1036                 NaN            NaN
  1069.47        2500.00                 NaN            NaN   3.69333                 NaN   15.8842                 NaN            NaN   9.66589        50.2374        1.42073        19.0985                 NaN            NaN
  1067.99        2500.00                 NaN            NaN   3.70104                 NaN   15.9091                 NaN            NaN   9.68556        50.2108        1.41867        19.0748                 NaN            NaN
  1066.51        2500.00                 NaN            NaN   3.69794                 NaN   15.8943                 NaN            NaN   9.68059        50.2201        1.41880        19.0883                 NaN            NaN
  1065.03        2500.00                 NaN            NaN   3.69755                 NaN   15.9057                 NaN            NaN   9.68864        50.2066        1.41784        19.0837                 NaN            NaN
  1063.56        2500.00                 NaN            NaN   3.69946                 NaN   15.9136                 NaN            NaN   9.69623        50.1958        1.41679        19.0780                 NaN            NaN
  1062.08        2500.00                 NaN            NaN   3.70117                 NaN   15.9203                 NaN            NaN   9.70379        50.1859        1.41578        19.0730                 NaN            NaN
  1060.60        2500.00                 NaN            NaN   3.70328                 NaN   15.9282                 NaN            NaN   9.71139        50.1753        1.41469        19.0672                 NaN            NaN
  1059.12        2500.00                 NaN            NaN   3.70508                 NaN   15.9349                 NaN            NaN   9.71897        50.1654        1.41364        19.0620                 NaN            NaN
  1057.64        2500.00                 NaN            NaN   3.70717                 NaN   15.9431                 NaN            NaN   9.72662        50.1545        1.41251        19.0561                 NaN            NaN
  1056.17        2500.00                 NaN            NaN   3.70892                 NaN   15.9504                 NaN            NaN   9.73428        50.1442        1.41143        19.0508                 NaN            NaN
  1054.69        2500.00                 NaN            NaN   3.68057                 NaN   16.0159                 NaN            NaN   9.75506        50.0862        1.41192        19.0504                 NaN            NaN
  1053.21        2500.00                 NaN            NaN   3.68306                 NaN   16.0230                 NaN            NaN   9.76301        50.0757        1.41074        19.0445                 NaN            NaN
  1051.73        2500.00                 NaN            NaN   3.68582                 NaN   16.0309                 NaN            NaN   9.76959        50.0662        1.40950        19.0380                 NaN            NaN
  1050.25        2500.00                 NaN            NaN   3.68769                 NaN   16.0394                 NaN            NaN   9.77799        50.0545        1.40831        19.0321                 NaN            NaN
  1048.78        2500.00                 NaN            NaN   3.69238                 NaN   16.0430                 NaN            NaN   9.78472        50.0473        1.40693        19.0256                 NaN            NaN
  1047.30        2500.00                 NaN            NaN   3.69382                 NaN   16.0528                 NaN            NaN   9.79282        50.0351        1.40573        19.0197                 NaN            NaN
  1045.82        2500.00                 NaN            NaN   3.69505                 NaN   16.0633                 NaN            NaN   9.80104        50.0224        1.40452        19.0137                 NaN            NaN
  1044.34        2500.00                 NaN            NaN   3.69753                 NaN   16.0722                 NaN            NaN   9.80886        50.0110        1.40318        19.0072                 NaN            NaN
  1042.86        2500.00                 NaN            NaN   3.69943                 NaN   16.0804                 NaN            NaN   9.81669        50.0000        1.40193        19.0015                 NaN            NaN
  1041.39        2500.00                 NaN            NaN   3.72332                 NaN   13.8609        1.68651                 NaN   9.65190        50.4652        1.45401        19.1581                 NaN            NaN
  1039.91        2500.00                 NaN            NaN   3.74082                 NaN   16.0499                 NaN            NaN   9.82930        50.0147        1.39720        18.9681                 NaN            NaN
  1038.43        2500.00                 NaN            NaN   3.68669                 NaN   15.9887                 NaN            NaN   9.78388        50.0931        1.41938        19.0282                 NaN            NaN
  1036.95        2500.00                 NaN            NaN  0.165112        3.49862        16.2772                 NaN            NaN   9.87629        49.8483        1.39777        18.9367                 NaN            NaN
  1035.47        2500.00                 NaN            NaN   3.75404                 NaN   16.0349                 NaN            NaN   9.84312        50.0168        1.39792        18.9532                 NaN            NaN
