|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1517.16        500.000       0.670673E-003   98.3125       0.488298                 NaN   1.19854                 NaN            NaN            NaN            NaN            NaN
  1515.76        500.000       0.453806E-003   98.3395       0.481167                 NaN   1.17886                 NaN            NaN            NaN            NaN            NaN
  1514.36        500.000       0.220857E-003   98.3629       0.475981                 NaN   1.16088                 NaN            NaN            NaN            NaN            NaN
  1512.96        500.000       0.963285E-004   98.1539       0.530676                 NaN   1.31537                 NaN            NaN            NaN            NaN            NaN
  1511.57        500.000       0.506773E-003   98.6501       0.392389                 NaN  0.956960                 NaN            NaN            NaN            NaN            NaN
  1510.17        500.000       0.131426E-002   98.4442       0.443833                 NaN   1.11068                 NaN            NaN            NaN            NaN            NaN
  1508.77        500.000                 NaN   98.4634       0.443038                 NaN   1.09357                 NaN            NaN            NaN            NaN            NaN
  1507.37        500.000                 NaN   98.4856       0.435838                 NaN   1.07852                 NaN            NaN            NaN            NaN            NaN
  1505.97        500.000                 NaN   98.5072       0.426383                 NaN   1.06638                 NaN            NaN            NaN            NaN            NaN
  1504.58        500.000                 NaN   98.5303       0.420973                 NaN   1.04872                 NaN            NaN            NaN            NaN            NaN
  1503.18        500.000                 NaN   98.5509       0.409061                 NaN   1.04000                 NaN            NaN            NaN            NaN            NaN
  1501.78        500.000                 NaN   98.5732       0.404155                 NaN   1.02266                 NaN            NaN            NaN            NaN            NaN
  1500.38        500.000                 NaN   98.5926       0.396883                 NaN   1.01055                 NaN            NaN            NaN            NaN            NaN
  1498.99        500.000                 NaN   98.6116       0.386887                 NaN   1.00149                 NaN            NaN            NaN            NaN            NaN
  1497.59        500.000                 NaN   98.6320       0.380314                 NaN  0.987645                 NaN            NaN            NaN            NaN            NaN
  1496.19        500.000                 NaN   98.6506       0.373660                 NaN  0.975711                 NaN            NaN            NaN            NaN            NaN
  1494.79        500.000                 NaN   98.6667       0.367276                 NaN  0.965992                 NaN            NaN            NaN            NaN            NaN
  1493.39        500.000                 NaN   98.6857       0.356603                 NaN  0.957654                 NaN            NaN            NaN            NaN            NaN
  1492.00        500.000                 NaN   98.7046       0.352303                 NaN  0.943137                 NaN            NaN            NaN            NaN            NaN
  1490.60        500.000                 NaN   98.7222       0.344371                 NaN  0.933470                 NaN            NaN            NaN            NaN            NaN
  1489.20        500.000                 NaN   98.7361       0.338976                 NaN  0.924875                 NaN            NaN            NaN            NaN            NaN
  1487.80        500.000                 NaN   98.7512       0.334436                 NaN  0.914384                 NaN            NaN            NaN            NaN            NaN
  1486.41        500.000                 NaN   98.7741       0.323825                 NaN  0.902054                 NaN            NaN            NaN            NaN            NaN
  1485.01        500.000                 NaN   98.7867       0.317679                 NaN  0.895653                 NaN            NaN            NaN            NaN            NaN
  1483.61        500.000                 NaN   98.8004       0.311659                 NaN  0.887924                 NaN            NaN            NaN            NaN            NaN
  1482.21        500.000                 NaN   98.8142       0.304762                 NaN  0.880997                 NaN            NaN            NaN            NaN            NaN
  1480.82        500.000                 NaN   98.8299       0.299674                 NaN  0.870461                 NaN            NaN            NaN            NaN            NaN
  1479.42        500.000                 NaN   98.8440       0.291202                 NaN  0.864793                 NaN            NaN            NaN            NaN            NaN
  1478.02        500.000                 NaN   98.8546       0.286812                 NaN  0.858551                 NaN            NaN            NaN            NaN            NaN
  1476.62        500.000                 NaN   98.8728       0.278965                 NaN  0.848250                 NaN            NaN            NaN            NaN            NaN
  1475.22        500.000                 NaN   98.8835       0.274337                 NaN  0.842193                 NaN            NaN            NaN            NaN            NaN
  1473.83        500.000                 NaN   98.8958       0.266207                 NaN  0.838040                 NaN            NaN            NaN            NaN            NaN
  1472.43        500.000                 NaN   98.9092       0.264131                 NaN  0.826693                 NaN            NaN            NaN            NaN            NaN
  1471.03        500.000                 NaN   98.9111       0.210885                 NaN  0.809825       0.682255E-001            NaN            NaN            NaN            NaN
  1469.63        500.000                 NaN   98.9028       0.774670E-001            NaN  0.265384       0.754329                 NaN            NaN            NaN            NaN
  1468.24        500.000                 NaN   98.9124       0.691190E-001            NaN  0.745336       0.273167                 NaN            NaN            NaN            NaN
  1466.84        500.000                 NaN   98.9207       0.600562E-001            NaN  0.281657       0.737577                 NaN            NaN            NaN            NaN
  1465.44        500.000                 NaN   98.9314       0.542118E-001            NaN  0.728833       0.285524                 NaN            NaN            NaN            NaN
  1464.04        500.000                 NaN   98.9394       0.467824E-001            NaN  0.291717       0.722112                 NaN            NaN            NaN            NaN
  1462.65        500.000                 NaN   98.9525       0.395280E-001            NaN  0.710761       0.297213                 NaN            NaN            NaN            NaN
  1461.25        500.000                 NaN   98.9574       0.339221E-001            NaN  0.706354       0.302357                 NaN            NaN            NaN            NaN
  1459.85        500.000                 NaN   98.9703       0.266163E-001            NaN  0.307058       0.696046                 NaN            NaN            NaN            NaN
  1458.45        500.000                 NaN   98.9771       0.209388E-001            NaN  0.689859       0.312123                 NaN            NaN            NaN            NaN
  1457.05        500.000                 NaN   98.9857       0.151876E-001            NaN  0.682707       0.316378                 NaN            NaN            NaN            NaN
  1455.66        500.000                 NaN   98.9943       0.107165E-001            NaN  0.675944       0.319068                 NaN            NaN            NaN            NaN
  1454.26        500.000       0.188996E-002   99.8286       0.103064                 NaN  0.664240E-001            NaN            NaN            NaN            NaN            NaN
  1452.86        500.000                 NaN   98.1872                 NaN            NaN   1.27263       0.540158                 NaN            NaN            NaN            NaN
  1451.46        500.000                 NaN   99.0209                 NaN            NaN  0.655739       0.323366                 NaN            NaN            NaN            NaN
  1450.07        500.000                 NaN   99.0271                 NaN            NaN  0.322146       0.650802                 NaN            NaN            NaN            NaN
  1448.67        500.000       0.166634E-003   99.0246                 NaN            NaN  0.644152       0.331128                 NaN            NaN            NaN            NaN
  1447.27        500.000                 NaN   99.0508                 NaN            NaN  0.306963       0.642263                 NaN            NaN            NaN            NaN
  1445.87        500.000       0.330364E-002   99.0486                 NaN            NaN  0.627599       0.320471                 NaN            NaN            NaN            NaN
  1444.47        500.000       0.546748E-003   99.0572                 NaN            NaN  0.315166       0.627059                 NaN            NaN            NaN            NaN
  1443.08        500.000       0.583509E-004   99.0651                 NaN            NaN  0.623657       0.311203                 NaN            NaN            NaN            NaN
  1441.68        500.000       0.154145E-002   99.0726                 NaN            NaN  0.312081       0.613768                 NaN            NaN            NaN            NaN
  1440.28        500.000       0.218035E-002   99.0797                 NaN            NaN  0.310270       0.607888                 NaN            NaN            NaN            NaN
  1438.88        500.000       0.209611E-002   99.0866                 NaN            NaN  0.603406       0.307948                 NaN            NaN            NaN            NaN
  1437.49        500.000       0.202678E-002   99.0933                 NaN            NaN  0.598731       0.305932                 NaN            NaN            NaN            NaN
  1436.09        500.000       0.194760E-002   99.1001                 NaN            NaN  0.593855       0.304070                 NaN            NaN            NaN            NaN
  1434.69        500.000       0.188747E-002   99.1075                 NaN            NaN  0.588484       0.302156                 NaN            NaN            NaN            NaN
  1433.29        500.000       0.181205E-002   99.1137                 NaN            NaN  0.299774       0.584762                 NaN            NaN            NaN            NaN
  1431.90        500.000       0.173244E-002   99.1200                 NaN            NaN  0.297792       0.580431                 NaN            NaN            NaN            NaN
  1430.50        500.000       0.167057E-002   99.1285                 NaN            NaN  0.574094       0.295706                 NaN            NaN            NaN            NaN
  1429.10        500.000       0.160014E-002   99.1335                 NaN            NaN  0.293850       0.571078                 NaN            NaN            NaN            NaN
  1427.70        500.000       0.153052E-002   99.1401                 NaN            NaN  0.292056       0.566266                 NaN            NaN            NaN            NaN
  1426.30        500.000       0.807484E-003   99.5346                 NaN            NaN  0.156866       0.307715                 NaN            NaN            NaN            NaN
  1424.91        500.000       0.208993E-002   98.7615                 NaN            NaN  0.810696       0.425694                 NaN            NaN            NaN            NaN
  1423.51        500.000       0.133843E-002   99.1583                 NaN            NaN  0.553493       0.286891                 NaN            NaN            NaN            NaN
  1422.11        500.000       0.127885E-002   99.1644                 NaN            NaN  0.285070       0.549271                 NaN            NaN            NaN            NaN
  1420.71        500.000       0.121334E-002   99.1696                 NaN            NaN  0.283778       0.545423                 NaN            NaN            NaN            NaN
  1419.32        500.000       0.115525E-002   99.1762                 NaN            NaN  0.281819       0.540858                 NaN            NaN            NaN            NaN
  1417.92        500.000       0.109121E-002   99.1801                 NaN            NaN  0.538292       0.280567                 NaN            NaN            NaN            NaN
  1416.52        500.000       0.102863E-002   99.1878                 NaN            NaN  0.278069       0.533064                 NaN            NaN            NaN            NaN
  1415.12        500.000       0.989337E-003   99.1926                 NaN            NaN  0.277011       0.529439                 NaN            NaN            NaN            NaN
  1413.72        500.000       0.938072E-003   99.1965                 NaN            NaN  0.275743       0.526826                 NaN            NaN            NaN            NaN
  1412.33        500.000       0.884817E-003   99.2015                 NaN            NaN  0.274152       0.523491                 NaN            NaN            NaN            NaN
  1410.93        500.000       0.816833E-003   99.2078                 NaN            NaN  0.519261       0.272112                 NaN            NaN            NaN            NaN
  1409.53        500.000       0.757399E-003   99.2118                 NaN            NaN  0.516603       0.270809                 NaN            NaN            NaN            NaN
  1408.13        500.000       0.717217E-003   99.2180                 NaN            NaN  0.511786       0.269498                 NaN            NaN            NaN            NaN
  1406.74        500.000       0.672394E-003   99.2219                 NaN            NaN  0.268226       0.509178                 NaN            NaN            NaN            NaN
  1405.34        500.000       0.613655E-003   99.2272                 NaN            NaN  0.266628       0.505603                 NaN            NaN            NaN            NaN
  1403.94        500.000       0.567810E-003   99.2307                 NaN            NaN  0.503460       0.265252                 NaN            NaN            NaN            NaN
  1402.54        500.000       0.512059E-003   99.2356                 NaN            NaN  0.264114       0.499808                 NaN            NaN            NaN            NaN
  1401.15        500.000       0.470240E-003   99.2410                 NaN            NaN  0.496044       0.262522                 NaN            NaN            NaN            NaN
  1399.75        500.000       0.420224E-003   99.2448                 NaN            NaN  0.261436       0.493319                 NaN            NaN            NaN            NaN
  1398.35        500.000       0.385329E-003   99.2471                 NaN            NaN  0.491691       0.260844                 NaN            NaN            NaN            NaN
  1396.95        500.000       0.343393E-003   99.2546                 NaN            NaN  0.486687       0.258329                 NaN            NaN            NaN            NaN
  1395.55        500.000       0.297258E-003   99.2563                 NaN            NaN  0.486331       0.257041                 NaN            NaN            NaN            NaN
  1394.16        500.000       0.155046E-003   99.1973                 NaN            NaN  0.285886       0.487849       0.288011E-001            NaN            NaN            NaN
  1392.76        500.000       0.136076E-002   98.2658                 NaN            NaN  0.724759       0.543553       0.464491                 NaN            NaN            NaN
  1391.36        500.000                 NaN   98.2815                 NaN            NaN  0.542177       0.716168       0.460165                 NaN            NaN            NaN
  1389.96        500.000                 NaN   98.3066                 NaN            NaN  0.534752       0.705865       0.452746                 NaN            NaN            NaN
  1388.57        500.000       0.405177E-003   98.3264                 NaN            NaN  0.526314       0.699660       0.447244                 NaN            NaN            NaN
  1387.17        500.000                 NaN   98.3513                 NaN            NaN  0.688347       0.520411       0.439989                 NaN            NaN            NaN
  1385.77        500.000                 NaN   98.3693                 NaN            NaN  0.680876       0.515058       0.434733                 NaN            NaN            NaN
  1384.37        500.000                 NaN   98.3911                 NaN            NaN  0.507776       0.672747       0.428409                 NaN            NaN            NaN
  1382.98        500.000                 NaN   98.4098                 NaN            NaN  0.665132       0.501996       0.423037                 NaN            NaN            NaN
  1381.58        500.000                 NaN   98.4285                 NaN            NaN  0.495826       0.658288       0.417389                 NaN            NaN            NaN
  1380.18        500.000                 NaN   98.4472                 NaN            NaN  0.489965       0.650880       0.411921                 NaN            NaN            NaN
  1378.78        500.000                 NaN   98.4671                 NaN            NaN  0.483344       0.643277       0.406327                 NaN            NaN            NaN
  1377.38        500.000                 NaN   98.4807                 NaN            NaN  0.638413       0.478791       0.402113                 NaN            NaN            NaN
  1375.99        500.000                 NaN   98.5032                 NaN            NaN  0.629637       0.471483       0.395720                 NaN            NaN            NaN
  1374.59        500.000                 NaN   98.5191                 NaN            NaN  0.466326       0.623517       0.391030                 NaN            NaN            NaN
  1373.19        500.000                 NaN   98.5344                 NaN            NaN  0.461293       0.617699       0.386587                 NaN            NaN            NaN
  1371.79        500.000                 NaN   98.5475                 NaN            NaN  0.456499       0.613465       0.382568                 NaN            NaN            NaN
  1370.40        500.000                 NaN   98.5673                 NaN            NaN  0.450697       0.605366       0.376687                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.5813                 NaN            NaN  0.600144       0.445926       0.372664                 NaN            NaN            NaN
  1367.60        500.000                 NaN   98.5956                 NaN            NaN  0.440813       0.595261       0.368315                 NaN            NaN            NaN
  1366.20        500.000                 NaN   98.6087                 NaN            NaN  0.436457       0.590422       0.364429                 NaN            NaN            NaN
  1364.80        500.000                 NaN   98.6244                 NaN            NaN  0.585272       0.430830       0.359476                 NaN            NaN            NaN
  1363.41        500.000                 NaN   98.6383                 NaN            NaN  0.426845       0.579252       0.355634                 NaN            NaN            NaN
  1362.01        500.000                 NaN   98.6514                 NaN            NaN  0.421991       0.574906       0.351733                 NaN            NaN            NaN
  1360.61        500.000                 NaN   98.6638                 NaN            NaN  0.417326       0.571038       0.347855                 NaN            NaN            NaN
  1359.21        500.000                 NaN   98.6770                 NaN            NaN  0.565585       0.413396       0.343982                 NaN            NaN            NaN
  1357.82        500.000                 NaN   98.6892                 NaN            NaN  0.408616       0.561983       0.340219                 NaN            NaN            NaN
  1356.42        500.000                 NaN   98.6999                 NaN            NaN  0.405257       0.557865       0.336943                 NaN            NaN            NaN
  1355.02        500.000                 NaN   98.7124                 NaN            NaN  0.400999       0.553490       0.333072                 NaN            NaN            NaN
  1353.62        500.000                 NaN   98.7197                 NaN            NaN  0.549287       0.399739       0.331252                 NaN            NaN            NaN
  1352.23        500.000                 NaN   98.7402                 NaN            NaN  0.544519       0.390929       0.324302                 NaN            NaN            NaN
  1350.83        500.000                 NaN   98.7450                 NaN  0.206298E-001  0.508972       0.399552       0.325896                 NaN            NaN            NaN
  1349.43        500.000                 NaN   98.7458                 NaN  0.313365       0.304726E-001  0.547346       0.362999                 NaN            NaN            NaN
  1348.03        500.000                 NaN   98.7632                 NaN  0.307977       0.542826       0.296479E-001  0.356322                 NaN            NaN            NaN
  1346.63        500.000                 NaN   98.7726                 NaN  0.310372       0.542019       0.210415E-001  0.353995                 NaN            NaN            NaN
  1345.24        500.000                 NaN   98.7355                 NaN  0.209831       0.451457       0.252955       0.350216                 NaN            NaN            NaN
  1343.84        500.000                 NaN   98.8048                 NaN  0.305125       0.140562E-001  0.532662       0.343371                 NaN            NaN            NaN
  1342.44        500.000                 NaN   98.8113                 NaN  0.312180       0.533808                 NaN  0.342753                 NaN            NaN            NaN
  1341.04        500.000                 NaN   98.8214                 NaN  0.309196       0.530275                 NaN  0.339158                 NaN            NaN            NaN
  1339.65        500.000                 NaN   98.8323                 NaN  0.307902       0.524115                 NaN  0.335634                 NaN            NaN            NaN
  1338.25        500.000                 NaN   98.8424                 NaN  0.302959       0.522684                 NaN  0.331907                 NaN            NaN            NaN
  1336.85        500.000                 NaN   98.8538                 NaN  0.301879       0.515968                 NaN  0.328323                 NaN            NaN            NaN
  1335.45        500.000                 NaN   98.8643                 NaN  0.299408       0.511377                 NaN  0.324884                 NaN            NaN            NaN
  1334.05        500.000                 NaN   98.8402                 NaN  0.309284       0.518012                 NaN  0.332535                 NaN            NaN            NaN
  1332.66        500.000                 NaN   98.9151                 NaN  0.285288       0.491908                 NaN  0.307715                 NaN            NaN            NaN
  1331.26        500.000                 NaN   98.8948                 NaN  0.290290       0.500526                 NaN  0.314385                 NaN            NaN            NaN
  1329.86        500.000                 NaN   98.9050                 NaN  0.288037       0.495860                 NaN  0.311078                 NaN            NaN            NaN
  1328.46        500.000                 NaN   98.9144                 NaN  0.283716       0.494279                 NaN  0.307578                 NaN            NaN            NaN
  1327.07        500.000                 NaN   98.9247                 NaN  0.282318       0.488657                 NaN  0.304370                 NaN            NaN            NaN
  1325.67        500.000                 NaN   98.9339                 NaN  0.280261       0.484570                 NaN  0.301251                 NaN            NaN            NaN
  1324.27        500.000                 NaN   98.9428                 NaN  0.278037       0.480946                 NaN  0.298217                 NaN            NaN            NaN
  1322.87        500.000                 NaN   98.9523                 NaN  0.275036       0.477654                 NaN  0.294963                 NaN            NaN            NaN
  1321.48        500.000                 NaN   98.9608                 NaN  0.271926       0.475408                 NaN  0.291883                 NaN            NaN            NaN
  1320.08        500.000                 NaN   98.9710                 NaN  0.269002       0.471414                 NaN  0.288579                 NaN            NaN            NaN
  1318.68        500.000                 NaN   98.9808                 NaN  0.265820       0.467869                 NaN  0.285515                 NaN            NaN            NaN
  1317.28        500.000                 NaN   98.9895                 NaN  0.263480       0.464650                 NaN  0.282380                 NaN            NaN            NaN
  1315.88        500.000                 NaN   98.9969                 NaN  0.260620       0.462752                 NaN  0.279757                 NaN            NaN            NaN
  1314.49        500.000                 NaN   99.0065                 NaN  0.259465       0.457337                 NaN  0.276735                 NaN            NaN            NaN
  1313.09        500.000                 NaN   99.0150                 NaN  0.256120       0.455033                 NaN  0.273872                 NaN            NaN            NaN
  1311.69        500.000                 NaN   99.0229                 NaN  0.253520       0.452551                 NaN  0.271067                 NaN            NaN            NaN
  1310.29        500.000                 NaN   99.0321                 NaN  0.252499       0.447075                 NaN  0.268351                 NaN            NaN            NaN
  1308.90        500.000                 NaN   99.0402                 NaN  0.247665       0.446930                 NaN  0.265188                 NaN            NaN            NaN
  1307.50        500.000                 NaN   99.0477                 NaN  0.245248       0.444284                 NaN  0.262771                 NaN            NaN            NaN
  1306.10        500.000                 NaN   99.0563                 NaN  0.241533       0.442421                 NaN  0.259733                 NaN            NaN            NaN
  1304.70        500.000                 NaN   99.0833                 NaN  0.243383       0.401057                 NaN  0.272254                 NaN            NaN            NaN
  1303.31        500.000                 NaN   99.0522                 NaN  0.237504       0.470371                 NaN  0.239929                 NaN            NaN            NaN
  1301.91        500.000                 NaN   98.9977                 NaN  0.231392       0.464711                 NaN  0.268775       0.374391E-001            NaN            NaN
  1300.51        500.000                 NaN   98.9404                 NaN  0.224471       0.487673                 NaN  0.279472       0.680074E-001            NaN            NaN
  1299.11        500.000                 NaN   98.9513                 NaN  0.225304       0.480049                 NaN  0.276327       0.669784E-001            NaN            NaN
  1297.71        500.000                 NaN   98.9646                 NaN  0.221705       0.475220                 NaN  0.272737       0.657664E-001            NaN            NaN
  1296.32        500.000                 NaN   98.9780                 NaN  0.219667       0.468499                 NaN  0.269212       0.646407E-001            NaN            NaN
  1294.92        500.000                 NaN   98.9906                 NaN  0.216099       0.463635                 NaN  0.266050       0.636525E-001            NaN            NaN
  1293.52        500.000                 NaN   99.0021                 NaN  0.221294       0.449558                 NaN  0.263906       0.631676E-001            NaN            NaN
  1292.12        500.000                 NaN   99.0215                 NaN  0.211065       0.449902                 NaN  0.256740       0.607552E-001            NaN            NaN
  1290.73        500.000                 NaN   99.0264                 NaN  0.210685       0.446671                 NaN  0.255898       0.603212E-001            NaN            NaN
  1289.33        500.000                 NaN   99.0379                 NaN  0.209084       0.440799                 NaN  0.252856       0.593409E-001            NaN            NaN
  1287.93        500.000                 NaN   99.0494                 NaN  0.206348       0.436009                 NaN  0.249859       0.583521E-001            NaN            NaN
  1286.53        500.000                 NaN   99.0614                 NaN  0.203464       0.431679                 NaN  0.246235       0.572525E-001            NaN            NaN
  1285.13        500.000                 NaN   99.0719                 NaN  0.202227       0.425867                 NaN  0.243587       0.563849E-001            NaN            NaN
  1283.74        500.000                 NaN   99.0852                 NaN  0.198425       0.421428                 NaN  0.239750       0.552069E-001            NaN            NaN
  1282.34        500.000                 NaN   99.0954                 NaN  0.196357       0.416825                 NaN  0.237108       0.543443E-001            NaN            NaN
  1280.94        500.000                 NaN   99.1069                 NaN  0.193442       0.412318                 NaN  0.233928       0.533668E-001            NaN            NaN
  1279.54        500.000                 NaN   99.1186                 NaN  0.190674       0.407463                 NaN  0.230803       0.524293E-001            NaN            NaN
  1278.15        500.000                 NaN   99.1282                 NaN  0.189027       0.403202                 NaN  0.228074       0.515282E-001            NaN            NaN
  1276.75        500.000                 NaN   99.1394                 NaN  0.186785       0.398104                 NaN  0.225049       0.506237E-001            NaN            NaN
  1275.35        500.000                 NaN   99.1499                 NaN  0.184297       0.393858                 NaN  0.222190       0.497437E-001            NaN            NaN
  1273.95        500.000                 NaN   99.1605                 NaN  0.181684       0.389635                 NaN  0.219288       0.488684E-001            NaN            NaN
  1272.56        500.000                 NaN   99.1695                 NaN  0.179434       0.386242                 NaN  0.216753       0.480450E-001            NaN            NaN
  1271.16        500.000                 NaN   99.1815                 NaN  0.176623       0.381264                 NaN  0.213487       0.470860E-001            NaN            NaN
  1269.76        500.000                 NaN   99.1914                 NaN  0.174233       0.377296                 NaN  0.210798       0.462817E-001            NaN            NaN
  1268.36        500.000                 NaN   99.2088                 NaN  0.179545       0.353991                 NaN  0.210857       0.467790E-001            NaN            NaN
  1266.96        500.000                 NaN   99.2115                 NaN  0.163120       0.380547                 NaN  0.201233       0.435777E-001            NaN            NaN
  1265.57        500.000                 NaN   99.2215                 NaN  0.167202       0.364770                 NaN  0.202648       0.438686E-001            NaN            NaN
  1264.17        500.000                 NaN   93.7187                 NaN  0.575121        1.40090                 NaN  0.815566       0.230879        3.25881                 NaN
  1262.77        500.000                 NaN   93.4229                 NaN  0.586398        1.45538                 NaN  0.843237       0.238377        3.45374                 NaN
  1261.37        500.000                 NaN   93.8387                 NaN  0.547186        1.37688                 NaN  0.792229       0.221593        3.22343                 NaN
  1259.98        500.000                 NaN   94.2241                 NaN  0.510148        1.30157                 NaN  0.744380       0.206568        3.01322                 NaN
  1258.58        500.000                 NaN   94.5665                 NaN  0.475225        1.23552                 NaN  0.701822       0.192990        2.82790                 NaN
  1257.18        500.000                 NaN   94.8231                 NaN  0.451521        1.18255                 NaN  0.670256       0.182784        2.68977                 NaN
  1255.78        500.000                 NaN   95.1924                 NaN  0.420374        1.10107                 NaN  0.623757       0.168637        2.49379                 NaN
  1254.38        500.000                 NaN   95.3588                 NaN  0.397976        1.08462                 NaN  0.601635       0.161011        2.39599                 NaN
  1252.99        500.000                 NaN   95.5921                 NaN  0.379400        1.02783                 NaN  0.572588       0.152059        2.27603                 NaN
  1251.59        500.000                 NaN   95.8010                 NaN  0.358970       0.984519                 NaN  0.545786       0.143796        2.16595                 NaN
  1250.19        500.000                 NaN   95.9869                 NaN  0.343248       0.943756                 NaN  0.522028       0.136308        2.06775                 NaN
  1248.79        500.000                 NaN   96.1573                 NaN  0.326376       0.908940                 NaN  0.499716       0.129373        1.97831                 NaN
  1247.40        500.000                 NaN   96.3165                 NaN  0.311432       0.875114                 NaN  0.478916       0.122923        1.89511                 NaN
  1246.00        500.000                 NaN   96.4643                 NaN  0.299882       0.840575                 NaN  0.459579       0.117029        1.81864                 NaN
  1244.60        500.000                 NaN   96.6052                 NaN  0.283923       0.813030                 NaN  0.440833       0.111173        1.74581                 NaN
  1243.20        500.000                 NaN   96.7322                 NaN  0.272649       0.785165                 NaN  0.423938       0.105956        1.68011                 NaN
  1241.81        500.000                 NaN   96.8535                 NaN  0.261998       0.757731                 NaN  0.407600       0.100955        1.61819                 NaN
  1240.41        500.000                 NaN   96.9643                 NaN  0.251352       0.734208                 NaN  0.392672       0.963607E-001   1.56115                 NaN
  1239.01        500.000                 NaN   97.0768                 NaN  0.241999       0.707297                 NaN  0.377474       0.919097E-001   1.50453                 NaN
  1237.61        500.000                 NaN   97.1774                 NaN  0.232771       0.684643                 NaN  0.363685       0.877511E-001   1.45377                 NaN
  1236.21        500.000                 NaN   97.2763                 NaN  0.222393       0.663206                 NaN  0.350221       0.836379E-001   1.40423                 NaN
  1234.82        500.000                 NaN   97.3643                 NaN  0.216136       0.642064                 NaN  0.337990       0.800768E-001   1.35942                 NaN
  1233.42        500.000                 NaN   97.4524                 NaN  0.208000       0.621327                 NaN  0.325853       0.764529E-001   1.31595                 NaN
  1232.02        500.000                 NaN   97.5355                 NaN  0.199373       0.603884                 NaN  0.314260       0.729991E-001   1.27400                 NaN
