|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1232.02        500.000                 NaN   97.8646                 NaN  0.118232       0.423504                 NaN  0.289926       0.392716E-001   1.26445                 NaN
  1230.62        500.000                 NaN   97.9370                 NaN  0.113826       0.409200                 NaN  0.279149       0.374890E-001   1.22337                 NaN
  1229.23        500.000                 NaN   98.0051                 NaN  0.109371       0.396270                 NaN  0.269147       0.357652E-001   1.18434                 NaN
  1227.83        500.000                 NaN   98.0717                 NaN  0.103751       0.385164                 NaN  0.259109       0.340361E-001   1.14620                 NaN
  1226.43        500.000                 NaN   98.1373                 NaN  0.989007E-001  0.372329                 NaN  0.249551       0.324178E-001   1.10954                 NaN
  1225.03        500.000                 NaN   98.1919                 NaN  0.957036E-001  0.362818                 NaN  0.240952       0.310239E-001   1.07758                 NaN
  1223.64        500.000                 NaN   98.2478                 NaN  0.928513E-001  0.351065                 NaN  0.232726       0.296765E-001   1.04589                 NaN
  1222.24        500.000                 NaN   98.3023                 NaN  0.882271E-001  0.341722                 NaN  0.224440       0.282578E-001   1.01506                 NaN
  1220.84        500.000                 NaN   98.3229                 NaN  0.330254E-001  0.201594       0.209953       0.220775       0.244168E-001  0.987344                 NaN
  1219.44        500.000                 NaN   98.3915                 NaN  0.726884E-001  0.302099       0.376824E-001  0.210597       0.253791E-001  0.960016                 NaN
  1218.04        500.000                 NaN   98.3940                 NaN  0.222855E-002  0.129089       0.307624       0.209488       0.208708E-001  0.936675                 NaN
  1216.65        500.000                 NaN   98.4367                 NaN  0.504346E-005  0.309325       0.118966       0.203071       0.198124E-001  0.912133                 NaN
  1215.25        500.000                 NaN   98.4776                 NaN  0.123955E-004  0.113468       0.304196       0.197175       0.188760E-001  0.888692                 NaN
  1213.85        500.000                 NaN   92.0796                 NaN  0.229189       0.792400                 NaN  0.719736       0.571402E-001   3.36530        2.75666     
  1212.45        500.000                 NaN   74.3482                 NaN  0.687367        2.13501                 NaN   2.17774       0.151984        10.1569        10.3427     
  1211.06        500.000                 NaN   78.6297                 NaN  0.586486        1.80608                 NaN   1.80937       0.125238        8.43923        8.60390     
  1209.66        500.000                 NaN   74.5496                 NaN  0.806542        2.01128                 NaN   2.14842       0.150830        10.0164        10.3169     
  1208.26        500.000                 NaN   84.5911                 NaN  0.454032        1.30903                 NaN   1.31144       0.876095E-001   6.08748        6.15933     
  1206.86        500.000                 NaN   80.2492                 NaN  0.571694        1.49996                 NaN   1.66352       0.114455        7.80503        8.09619     
  1205.46        500.000                 NaN   91.7044                 NaN  0.247772       0.745747                 NaN  0.703362       0.479454E-001   3.32117        3.22956     
  1204.07        500.000                 NaN   72.6009                 NaN  0.680443        2.34240                 NaN   2.29527       0.143924        10.7111        11.2259     
  1202.67        500.000                 NaN   89.6208                 NaN  0.260653       0.945405                 NaN  0.887306       0.545328E-001   4.04150        4.18981     
  1201.27        500.000                 NaN   82.4324                 NaN  0.423777        1.56303                 NaN   1.50115       0.902127E-001   6.67187        7.31761     
  1199.87        500.000                 NaN   90.8038                 NaN  0.199337       0.782029                 NaN  0.718848       0.438467E-001   4.04870        3.40341     
  1198.48        500.000                 NaN   94.8187                 NaN  0.128681       0.542277                 NaN  0.473624       0.286151E-001   1.84823        2.15982     
  1197.08        500.000                 NaN   96.1004                 NaN  0.967088E-001  0.388451                 NaN  0.326906       0.207755E-001   1.63408        1.43270     
  1195.68        500.000                 NaN   99.2209                 NaN  0.304647E-001  0.903660E-001            NaN  0.405562E-001  0.636082E-002  0.611372                 NaN
  1194.28        500.000                 NaN   93.7827                 NaN  0.141936       0.562200                 NaN  0.508565       0.312686E-001   2.56372        2.40965     
  1192.89        500.000                 NaN   89.7088                 NaN  0.236892       0.822339                 NaN  0.837796       0.502776E-001   4.14732        4.19660     
  1191.49        500.000                 NaN   91.7740                 NaN  0.167713       0.686350                 NaN  0.663094       0.399711E-001   3.35004        3.31884     
  1190.09        500.000                 NaN   88.8702                 NaN  0.699132E-001   1.15912                 NaN  0.904739       0.415534E-001   4.51663        4.43779     
  1188.69        500.000                 NaN   78.3584                 NaN  0.546977        1.21827                 NaN   1.65446       0.108444        9.10605        9.00739     
  1187.29        500.000                 NaN   76.3506                 NaN  0.554855        1.43575                 NaN   1.72788       0.117639        10.2807        9.53258     
  1185.90        500.000                 NaN            NaN            NaN   2.09478        5.77957                 NaN   7.05429       0.484335        43.7095        40.8775     
  1184.50        500.000                 NaN            NaN            NaN   2.16929        5.67241                 NaN   7.05325       0.484819        43.7186        40.9017     
  1183.10        500.000                 NaN            NaN            NaN   2.15368        5.70191       0.201370E-005   7.06354       0.483757        43.6946        40.9026     
  1181.70        500.000                 NaN            NaN            NaN   1.96426        5.42732       0.606110        7.05820       0.469248        43.6494        40.8255     
  1180.31        500.000                 NaN            NaN            NaN   2.12038        5.76652       0.523248E-004   7.03599       0.480194        43.7019        40.8950     
  1178.91        500.000                 NaN            NaN            NaN   2.12686        5.75285                 NaN   7.03518       0.483076        43.7036        40.8985     
  1177.51        500.000                 NaN            NaN            NaN   2.13516        5.74028       0.195144E-005   7.03970       0.481391        43.6981        40.9054     
  1176.11        500.000                 NaN            NaN            NaN   2.20497        5.60160                 NaN   7.04229       0.489917        43.7361        40.9251     
  1174.71        500.000                 NaN            NaN            NaN   1.76859        6.41427                 NaN   7.12612       0.446293        43.5012        40.7435     
  1173.32        500.000                 NaN            NaN            NaN   2.20434        5.60640                 NaN   7.04663       0.489287        43.7252        40.9281     
  1171.92        500.000                 NaN            NaN            NaN   2.22993        5.57287                 NaN   7.05302       0.488002        43.7107        40.9455     
  1170.52        500.000                 NaN            NaN            NaN   2.25161        5.53202                 NaN   7.05633       0.488253        43.7198        40.9520     
  1169.12        500.000                 NaN            NaN            NaN   2.19097        5.62772                 NaN   7.07279       0.481819        43.6993        40.9274     
  1167.73        500.000                 NaN            NaN            NaN   2.21619        5.60070                 NaN   7.05371       0.481211        43.7071        40.9411     
  1166.33        500.000                 NaN            NaN            NaN   2.26252        5.51561                 NaN   7.06596       0.489108        43.7065        40.9603     
  1164.93        500.000                 NaN            NaN            NaN   2.27058        5.50276                 NaN   7.06527       0.488967        43.7082        40.9642     
  1163.53        500.000                 NaN            NaN            NaN   2.26888        5.50826                 NaN   7.06810       0.488671        43.7002        40.9659     
  1162.14        500.000                 NaN            NaN            NaN   2.22525        5.59262                 NaN   7.05467       0.486217        43.6788        40.9624     
  1160.74        500.000                 NaN            NaN            NaN   2.25172        5.54496                 NaN   7.07186       0.488400        43.6781        40.9650     
  1159.34        500.000                 NaN            NaN            NaN   2.24630        5.56840                 NaN   7.06149       0.485873        43.6650        40.9730     
  1157.94        500.000                 NaN            NaN            NaN   2.25566        5.55998                 NaN   7.06554       0.484011        43.6563        40.9785     
  1156.54        500.000                 NaN            NaN            NaN   2.26200        5.56010                 NaN   7.06898       0.482561        43.6395        40.9869     
  1155.15        500.000                 NaN            NaN            NaN   2.29977        5.49103                 NaN   7.06218       0.486235        43.6556        41.0052     
  1153.75        500.000                 NaN            NaN            NaN   2.29079        5.48327                 NaN   7.07433       0.488099        43.6768        40.9867     
  1152.35        500.000                 NaN            NaN            NaN   2.30723        5.45034                 NaN   7.07180       0.489011        43.6874        40.9942     
  1150.95        500.000                 NaN            NaN            NaN   2.31608        5.43568                 NaN   7.06596       0.489968        43.6944        40.9980     
  1149.56        500.000                 NaN            NaN            NaN   2.31596        5.43546                 NaN   7.07390       0.488356        43.6851        41.0012     
  1148.16        500.000                 NaN            NaN            NaN   2.32653        5.41901                 NaN   7.06637       0.490298        43.6923        41.0055     
  1146.76        500.000                 NaN            NaN            NaN   2.33495        5.41028                 NaN   7.06662       0.492517        43.6773        41.0184     
  1145.36        500.000                 NaN            NaN            NaN   2.37463        5.32674                 NaN   7.06081       0.495188        43.7136        41.0290     
  1143.97        500.000                 NaN            NaN            NaN   2.37523        5.32727                 NaN   7.06170       0.494956        43.7101        41.0308     
  1142.57        500.000                 NaN            NaN            NaN   2.36648        5.34557                 NaN   7.06448       0.493873        43.7008        41.0288     
  1141.17        500.000                 NaN            NaN            NaN   2.35580        5.37106                 NaN   7.06824       0.492291        43.6859        41.0267     
  1139.77        500.000                 NaN            NaN            NaN   2.76470       0.350655        4.15081        6.92766       0.535540        44.1274        41.1433     
  1138.37        500.000                 NaN            NaN            NaN   2.36699        5.34517                 NaN   7.05964       0.494691        43.7018        41.0317     
  1136.98        500.000                 NaN            NaN            NaN   2.39216        5.30315                 NaN   7.06311       0.495425        43.6994        41.0467     
  1135.58        500.000                 NaN            NaN            NaN   2.39300        5.30348                 NaN   7.06466       0.494971        43.6961        41.0478     
  1134.18        500.000                 NaN            NaN            NaN   2.39315        5.31106                 NaN   7.06324       0.494354        43.6887        41.0495     
  1132.78        500.000                 NaN            NaN            NaN   2.39886        5.30196                 NaN   7.06335       0.494674        43.6875        41.0537     
  1131.39        500.000                 NaN            NaN            NaN   2.37333        5.35423                 NaN   7.07496       0.491645        43.6571        41.0487     
  1129.99        500.000                 NaN            NaN            NaN   2.39032        5.32587                 NaN   7.07462       0.491521        43.6630        41.0547     
  1128.59        500.000                 NaN            NaN            NaN   2.38582        5.33635                 NaN   7.07671       0.491819        43.6514        41.0579     
  1127.19        500.000                 NaN            NaN            NaN   2.41180        5.28425                 NaN   7.06893       0.494848        43.6737        41.0665     
  1125.79        500.000                 NaN            NaN            NaN   2.39563        5.31916                 NaN   7.07529       0.492363        43.6540        41.0635     
  1124.40        500.000                 NaN            NaN            NaN   2.42999        5.25181                 NaN   7.06498       0.496116        43.6804        41.0767     
  1123.00        500.000                 NaN            NaN            NaN   2.42541        5.26300                 NaN   7.06961       0.495302        43.6699        41.0768     
  1121.60        500.000                 NaN            NaN            NaN   2.43992        5.23535                 NaN   7.06544       0.496554        43.6788        41.0839     
  1120.20        500.000                 NaN            NaN            NaN   2.37925        5.36868                 NaN   7.08144       0.486434        43.6212        41.0630     
  1118.81        500.000                 NaN            NaN            NaN   2.41974        5.27934                 NaN   7.07396       0.493617        43.6532        41.0801     
  1117.41        500.000                 NaN            NaN            NaN   2.42759        5.26584                 NaN   7.07526       0.494025        43.6513        41.0859     
  1116.01        500.000                 NaN            NaN            NaN   2.38636        5.36056                 NaN   7.08388       0.486188        43.6124        41.0706     
  1114.61        500.000                 NaN            NaN            NaN   2.45071        5.22302                 NaN   7.07094       0.496187        43.6626        41.0965     
  1113.22        500.000                 NaN            NaN            NaN   2.16610        5.59384                 NaN   7.02625       0.489607        43.7769        40.9473     
  1111.82        500.000                 NaN            NaN            NaN   2.45121        5.23003                 NaN   7.07556       0.494568        43.6470        41.1017     
  1110.42        500.000                 NaN            NaN            NaN   2.46161        5.20610                 NaN   7.07189       0.496529        43.6584        41.1054     
  1109.02        500.000                 NaN            NaN            NaN   2.46520        5.20050                 NaN   7.07219       0.496630        43.6571        41.1084     
  1107.62        500.000                 NaN            NaN            NaN   2.42802        5.28933                 NaN   7.08849       0.488557        43.6087        41.0969     
  1106.23        500.000                 NaN            NaN            NaN   2.48640        5.15881                 NaN   7.06797       0.497945        43.6708        41.1181     
  1104.83        500.000                 NaN            NaN            NaN   2.48851        5.15634                 NaN   7.06859       0.497870        43.6682        41.1205     
  1103.43        500.000                 NaN            NaN            NaN   2.44380        5.26590                 NaN   7.08404       0.489244        43.6085        41.1085     
  1102.03        500.000                 NaN            NaN            NaN   2.52798        5.10004                 NaN   7.06961       0.497826        43.6626        41.1419     
  1100.64        500.000                 NaN            NaN            NaN   2.82764       0.369243        4.03840        6.96880       0.536290        44.0378        41.2218     
  1099.24        500.000                 NaN            NaN            NaN   2.45955        5.24069                 NaN   7.08469       0.489962        43.6054        41.1197     
  1097.84        500.000                 NaN            NaN            NaN   2.53891        5.08448                 NaN   7.07015       0.498040        43.6573        41.1511     
  1096.44        500.000                 NaN            NaN            NaN   2.51078        5.12326                 NaN   7.07002       0.498377        43.6588        41.1387     
  1095.04        500.000                 NaN            NaN            NaN   2.51304        5.12044                 NaN   7.07064       0.498320        43.6564        41.1412     
  1093.65        500.000                 NaN            NaN            NaN   2.54962        5.06834                 NaN   7.07101       0.498293        43.6527        41.1600     
  1092.25        500.000                 NaN            NaN            NaN   2.55317        5.06299                 NaN   7.07129       0.498378        43.6512        41.1629     
  1090.85        500.000                 NaN            NaN            NaN   2.52556        5.09509                 NaN   7.06792       0.500688        43.6587        41.1521     
  1089.45        500.000                 NaN            NaN            NaN   2.49470        5.18378                 NaN   7.09019       0.492103        43.5944        41.1449     
  1088.06        500.000                 NaN            NaN            NaN   2.53860        5.07723                 NaN   7.07154       0.499624        43.6541        41.1589     
  1086.66        500.000                 NaN            NaN            NaN   2.54178        5.07288                 NaN   7.07163       0.499669        43.6523        41.1618     
  1085.26        500.000                 NaN            NaN            NaN   2.54516        5.06779                 NaN   7.07196       0.499744        43.6507        41.1646     
  1083.86        500.000                 NaN            NaN            NaN   2.54868        5.06172                 NaN   7.07202       0.499829        43.6505        41.1673     
  1082.47        500.000                 NaN            NaN            NaN   2.55180        5.05784                 NaN   7.07264       0.499885        43.6475        41.1703     
  1081.07        500.000                 NaN            NaN            NaN   2.55507        5.05294                 NaN   7.07298       0.499953        43.6459        41.1731     
  1079.67        500.000                 NaN            NaN            NaN   2.55837        5.04798                 NaN   7.07331       0.500025        43.6443        41.1760     
  1078.27        500.000                 NaN            NaN            NaN   2.55679        5.05203                 NaN   7.07409       0.499520        43.6411        41.1764     
  1076.87        500.000                 NaN            NaN            NaN   2.56069        5.04597                 NaN   7.07431       0.499662        43.6398        41.1796     
  1075.48        500.000                 NaN            NaN            NaN   2.56076        5.04772                 NaN   7.07544       0.499367        43.6355        41.1813     
  1074.08        500.000                 NaN            NaN            NaN   2.56406        5.04283                 NaN   7.07586       0.499446        43.6336        41.1842     
  1072.68        500.000                 NaN            NaN            NaN   2.56866        5.03421                 NaN   7.07562       0.499687        43.6344        41.1875     
  1071.28        500.000                 NaN            NaN            NaN   2.56980        5.03495                 NaN   7.07697       0.499508        43.6291        41.1897     
  1069.89        500.000                 NaN            NaN            NaN   2.58103        5.01354                 NaN   7.07573       0.500549        43.6334        41.1957     
  1068.49        500.000                 NaN            NaN            NaN   2.57654        5.02463                 NaN   7.07775       0.499701        43.6258        41.1956     
  1067.09        500.000                 NaN            NaN            NaN   2.58328        5.01152                 NaN   7.07574       0.501880        43.6266        41.2010     
  1065.69        500.000                 NaN            NaN            NaN   2.58356        5.01387                 NaN   7.07854       0.499933        43.6225        41.2016     
  1064.30        500.000                 NaN            NaN            NaN   2.58870        5.00504                 NaN   7.07860       0.500255        43.6222        41.2052     
  1062.90        500.000                 NaN            NaN            NaN   2.61669        4.94771                 NaN   7.07480       0.503387        43.6395        41.2179     
  1061.50        500.000                 NaN            NaN            NaN   2.62778        4.95094                 NaN   7.08193       0.500894        43.6088        41.2297     
  1060.10        500.000                 NaN            NaN            NaN   2.59882        4.99570                 NaN   7.08409       0.501302        43.6018        41.2183     
  1058.70        500.000                 NaN            NaN            NaN   2.60260        4.98293                 NaN   7.08168       0.502470        43.6082        41.2221     
  1057.31        500.000                 NaN            NaN            NaN   2.63654        4.91344                 NaN   7.07493       0.505831        43.6341        41.2352     
  1055.91        500.000                 NaN            NaN            NaN   2.61059        4.98411                 NaN   7.09062       0.500213        43.5836        41.2309     
  1054.51        500.000                 NaN            NaN            NaN   2.61147        4.97066                 NaN   7.08059       0.502670        43.6071        41.2275     
  1053.11        500.000                 NaN            NaN            NaN   2.90292        4.27904       0.137557E-005   6.97491       0.540336        44.0072        41.2956     
  1051.72        500.000                 NaN            NaN            NaN   2.61818        4.97159                 NaN   7.08670       0.501413        43.5838        41.2383     
  1050.32        500.000                 NaN            NaN            NaN   2.62232        4.95379                 NaN   7.08192       0.503067        43.6021        41.2368     
  1048.92        500.000                 NaN            NaN            NaN   2.62209        4.95797                 NaN   7.08560       0.502020        43.5928        41.2395     
  1047.52        500.000                 NaN            NaN            NaN   2.62861        4.94163                 NaN   7.08347       0.503096        43.5997        41.2435     
  1046.12        500.000                 NaN            NaN            NaN   2.62374        4.95947                 NaN   7.08944       0.501342        43.5819        41.2441     
  1044.73        500.000                 NaN            NaN            NaN   2.62956        4.94903                 NaN   7.08929       0.501750        43.5824        41.2479     
  1043.33        500.000                 NaN            NaN            NaN   2.63710        4.93538                 NaN   7.08816       0.502530        43.5848        41.2520     
  1041.93        500.000                 NaN            NaN            NaN   2.63785        4.93514                 NaN   7.08964       0.502197        43.5808        41.2544     
  1040.53        500.000                 NaN            NaN            NaN   2.64078        4.93119                 NaN   7.08976       0.502373        43.5790        41.2569     
  1039.14        500.000                 NaN            NaN            NaN   2.67393        4.88514                 NaN   7.09143       0.501894        43.5731        41.2746     
  1037.74        500.000                 NaN            NaN            NaN   2.64481        4.93027                 NaN   7.09325       0.502184        43.5664        41.2631     
  1036.34        500.000                 NaN            NaN            NaN   2.66068        4.91865                 NaN   7.09792       0.499529        43.5494        41.2738     
  1034.94        500.000                 NaN            NaN            NaN   2.90493        4.30574       0.440824E-003   6.96107       0.537650        43.9876        41.3025     
  1033.55        500.000                 NaN            NaN            NaN   2.68078        4.87824                 NaN   7.09500       0.501599        43.5601        41.2842     
  1032.15        500.000                 NaN            NaN            NaN   2.68595        4.86963                 NaN   7.09508       0.501922        43.5596        41.2878     
  1030.75        500.000                 NaN            NaN            NaN   2.65501        4.91493                 NaN   7.09514       0.502120        43.5583        41.2745     
  1029.35        500.000                 NaN            NaN            NaN   2.69198        4.86044                 NaN   7.09628       0.502169        43.5556        41.2935     
  1027.95        500.000                 NaN            NaN            NaN   2.69338        4.86092                 NaN   7.09855       0.501708        43.5490        41.2964     
  1026.56        500.000                 NaN            NaN            NaN   2.92199        4.26483       0.139436E-005   6.98739       0.539337        43.9538        41.3327     
  1025.16        500.000                 NaN            NaN            NaN   2.69833        4.85337                 NaN   7.09882       0.502003        43.5462        41.3013     
  1023.76        500.000                 NaN            NaN            NaN   2.69903        4.85348                 NaN   7.09892       0.502124        43.5434        41.3031     
  1022.36        500.000                 NaN            NaN            NaN   2.67146        4.91745                 NaN   7.10898       0.497879        43.5081        41.2961     
  1020.97        500.000                 NaN            NaN            NaN   2.70512        4.84452                 NaN   7.10010       0.502346        43.5387        41.3092     
  1019.57        500.000                 NaN            NaN            NaN   2.89927        3.82221       0.504943        7.00732       0.534314        43.8962        41.3358     
  1018.17        500.000                 NaN            NaN            NaN   2.70974        4.83866                 NaN   7.10280       0.502141        43.5324        41.3143     
  1016.77        500.000                 NaN            NaN            NaN   2.68111        4.87948                 NaN   7.10279       0.502330        43.5322        41.3021     
  1015.37        500.000                 NaN            NaN            NaN   2.68087        4.88216                 NaN   7.10403       0.502183        43.5270        41.3037     
  1013.98        500.000                 NaN            NaN            NaN   2.70567        4.85512                 NaN   7.10876       0.500584        43.5110        41.3188     
  1012.58        500.000                 NaN            NaN            NaN   2.91292        4.27840       0.756894E-002   7.00458       0.536437        43.9177        41.3424     
  1011.18        500.000                 NaN            NaN            NaN   2.71921        4.82881                 NaN   7.10755       0.501900        43.5157        41.3269     
  1009.78        500.000                 NaN            NaN            NaN   2.69005        4.87106                 NaN   7.10780       0.502179        43.5143        41.3146     
  1008.39        500.000                 NaN            NaN            NaN   2.72327        4.82424                 NaN   7.10936       0.501848        43.5093        41.3320     
  1006.99        500.000                 NaN            NaN            NaN   2.72576        4.82131                 NaN   7.10913       0.501742        43.5077        41.3344     
  1005.59        500.000                 NaN            NaN            NaN   2.72860        4.81965                 NaN   7.11109       0.501558        43.5006        41.3385     
  1004.19        500.000                 NaN            NaN            NaN   2.69982        4.85723                 NaN   7.10649       0.502782        43.5090        41.3247     
  1002.80        500.000                 NaN            NaN            NaN   2.73574        4.80692                 NaN   7.11232       0.502080        43.4982        41.3447     
  1001.40        500.000                 NaN            NaN            NaN   2.73694        4.80405                 NaN   7.11262       0.502261        43.4977        41.3465     
  1000.00        500.000                 NaN            NaN            NaN   2.73984        4.80001                 NaN   7.11334       0.502383        43.4958        41.3486     
